,time,Discharge,T_a,RH,v_a
3295,2021-12-26 20:00:00,1.8033333333333328,-1.176777777777778,94.31866666666664,0.10711111111111112
3296,2021-12-26 20:15:00,1.7984444444444452,-1.014111111111111,93.49155555555551,0.24044444444444438
3297,2021-12-26 20:30:00,1.801555555555556,-0.8785555555555555,92.07344444444445,0.37355555555555553
3298,2021-12-26 20:45:00,1.8013483146067422,-0.8139325842696629,92.37910112359549,0.38438202247191006
3299,2021-12-26 21:00:00,1.8025555555555555,-1.1421111111111113,94.2718888888889,0.12011111111111114
3300,2021-12-26 21:15:00,1.8007777777777778,-1.0172222222222227,94.44188888888895,0.26411111111111113
3301,2021-12-26 21:30:00,1.8025555555555561,-1.502888888888888,94.00866666666667,0.13855555555555565
3302,2021-12-26 21:45:00,2.2478888888888897,-2.0484444444444447,95.79722222222219,0.35544444444444445
3303,2021-12-26 22:00:00,1.8033333333333343,-1.8635555555555543,97.82422222222225,0.04944444444444443
3304,2021-12-26 22:15:00,2.2463333333333333,-1.9617777777777787,95.91255555555558,0.3692222222222222
3305,2021-12-26 22:30:00,1.8028888888888894,-1.383333333333333,95.28811111111112,0.26988888888888884
3306,2021-12-26 22:45:00,2.247777777777779,-1.7968888888888879,93.63611111111108,0.20600000000000007
3307,2021-12-26 23:00:00,2.263444444444445,-1.9766666666666668,94.7586666666667,0.03400000000000002
3308,2021-12-26 23:15:00,2.269111111111113,-2.1501111111111104,95.12366666666664,0.07188888888888889
3309,2021-12-26 23:30:00,1.8013333333333335,-2.2354444444444446,96.13322222222224,0.07533333333333335
3310,2021-12-26 23:45:00,1.803222222222222,-1.817444444444445,94.48933333333336,0.3504444444444445
3311,2021-12-27 00:00:00,1.798222222222222,-1.5708888888888888,93.68600000000002,0.19011111111111106
3312,2021-12-27 00:15:00,1.8002222222222224,-0.8629999999999995,91.54500000000002,0.5622222222222223
3313,2021-12-27 00:30:00,1.8032222222222225,-0.1534444444444444,91.06744444444446,0.19499999999999998
3314,2021-12-27 00:45:00,1.8001111111111112,-0.23788888888888882,92.7078888888889,0.13522222222222227
3315,2021-12-27 01:00:00,1.8027777777777774,-0.2327777777777779,93.36344444444441,0.15555555555555559
3316,2021-12-27 01:15:00,1.8023333333333338,-0.04433333333333332,92.3661111111111,0.1396666666666668
3317,2021-12-27 01:30:00,1.8035555555555551,-0.053666666666666654,93.22077777777777,0.11822222222222219
3318,2021-12-27 01:45:00,1.8018888888888887,-0.1375555555555556,93.71344444444445,0.08055555555555555
3319,2021-12-27 02:00:00,1.8024444444444447,-0.08900000000000004,93.65477777777778,0.14800000000000008
3320,2021-12-27 02:15:00,1.8024444444444447,0.13222222222222224,92.2593333333334,0.0031111111111111114
3321,2021-12-27 02:30:00,1.8044444444444445,-0.1222222222222222,91.8458888888889,0.21711111111111114
3322,2021-12-27 02:45:00,1.7995555555555554,-0.8296666666666669,92.43711111111111,0.4576666666666667
3323,2021-12-27 03:00:00,1.8018888888888884,-1.2443333333333337,93.16888888888892,0.20744444444444438
3324,2021-12-27 03:15:00,1.8007777777777771,-1.6202222222222222,94.2894444444445,0.3073333333333333
3325,2021-12-27 03:30:00,1.8016666666666674,-1.4561111111111111,93.46188888888891,0.09988888888888889
3326,2021-12-27 03:45:00,2.2667777777777784,-1.8564444444444452,92.87588888888887,0.05511111111111113
3327,2021-12-27 04:00:00,1.8001111111111117,-2.27011111111111,93.47066666666667,0.03311111111111112
3328,2021-12-27 04:15:00,1.8045555555555561,-2.3164444444444445,95.20311111111111,0.04866666666666666
3329,2021-12-27 04:30:00,1.8047777777777778,-2.356888888888889,94.7045555555556,0.1413333333333334
3330,2021-12-27 04:45:00,2.2676404494382028,-2.05191011235955,93.38112359550561,0.1333707865168539
3331,2021-12-27 05:00:00,1.799555555555556,-1.651444444444445,90.61588888888888,0.43922222222222224
3332,2021-12-27 05:15:00,1.8033333333333335,-1.5141111111111112,89.06711111111107,0.21244444444444455
3333,2021-12-27 05:30:00,2.2530000000000006,-2.0652222222222227,90.68100000000001,0.3591111111111112
3334,2021-12-27 05:45:00,1.8022222222222222,-2.3087777777777774,92.71666666666671,0.1907777777777778
3335,2021-12-27 06:00:00,1.8014444444444442,-2.3304444444444448,91.96655555555557,0.32111111111111107
3336,2021-12-27 06:15:00,1.8008888888888888,-2.2702222222222224,90.4577777777778,0.26800000000000007
3337,2021-12-27 06:30:00,2.245222222222223,-2.185999999999999,89.44655555555558,0.24233333333333323
3338,2021-12-27 06:45:00,1.7997777777777777,-2.379777777777778,89.5436666666667,0.22455555555555548
3339,2021-12-27 07:00:00,1.8025555555555555,-1.385777777777778,83.17055555555557,0.9544444444444443
3340,2021-12-27 07:15:00,1.7995555555555562,4.818000000000002,53.91133333333336,2.3507777777777776
3341,2021-12-27 07:30:00,1.799333333333333,5.345111111111111,51.287333333333336,2.6632222222222217
3342,2021-12-27 07:45:00,1.8023333333333331,5.614000000000001,49.68311111111112,2.4472222222222224
3343,2021-12-27 08:00:00,1.7951111111111115,5.910222222222223,48.60355555555555,2.744444444444444
3344,2021-12-27 08:15:00,1.799444444444446,6.255222222222223,47.342555555555556,2.7792222222222223
3345,2021-12-27 08:30:00,1.8011111111111118,6.422000000000001,46.91311111111111,2.7110000000000003
3346,2021-12-27 08:45:00,1.801,6.531444444444445,46.87955555555556,3.019000000000001
3347,2021-12-27 09:00:00,1.7980000000000005,6.696111111111108,46.80544444444443,2.632777777777778
3348,2021-12-27 09:15:00,1.799777777777778,6.684888888888892,47.02677777777779,2.765555555555556
3349,2021-12-27 09:30:00,1.799111111111112,7.0230000000000015,45.80944444444445,2.4551111111111106
3350,2021-12-27 09:45:00,1.7991111111111113,7.242444444444445,44.75022222222221,2.1455555555555543
3351,2021-12-27 10:00:00,1.7971111111111107,7.524,43.603555555555566,2.7239999999999998
3352,2021-12-27 10:15:00,1.7985555555555552,7.510000000000001,43.77111111111109,3.3984444444444453
3353,2021-12-27 10:30:00,1.7984444444444443,7.252111111111113,44.672444444444444,3.8538888888888896
3354,2021-12-27 10:45:00,1.7990000000000004,7.146666666666668,45.419999999999995,3.9352222222222224
3355,2021-12-27 11:00:00,1.7986666666666669,6.9405555555555525,46.566666666666656,4.147333333333332
3356,2021-12-27 11:15:00,1.8010000000000004,6.708666666666665,47.49288888888889,4.118000000000002
3357,2021-12-27 11:30:00,1.8013333333333335,6.613999999999999,47.97466666666668,4.421666666666665
3358,2021-12-27 11:45:00,1.7992222222222223,4.651777777777779,62.17533333333332,2.512666666666668
3359,2021-12-27 12:00:00,1.8016853932584271,0.8385393258426965,90.71651685393259,1.116179775280899
3360,2021-12-27 12:15:00,1.8015555555555558,4.197,63.48877777777778,3.699222222222221
3361,2021-12-27 12:30:00,1.803777777777778,6.046222222222227,52.407000000000025,4.897444444444445
3362,2021-12-27 12:45:00,1.7956666666666659,6.08388888888889,52.351222222222205,4.436444444444445
3363,2021-12-27 13:00:00,1.801333333333333,6.2121111111111125,51.91988888888889,4.71388888888889
3364,2021-12-27 13:15:00,1.7994444444444446,6.13466666666667,52.57177777777776,4.872333333333333
3365,2021-12-27 13:30:00,1.8012222222222223,5.648888888888889,55.56499999999999,4.734555555555555
3366,2021-12-27 13:45:00,1.802555555555555,5.489555555555555,56.69055555555556,4.407444444444445
3367,2021-12-27 14:00:00,1.8008888888888888,5.47811111111111,56.7323333333333,3.824111111111112
3368,2021-12-27 14:15:00,1.800777777777778,5.3391111111111105,58.24555555555555,3.408777777777778
3369,2021-12-27 14:30:00,1.8020000000000005,4.826666666666668,62.81733333333333,3.1168888888888895
3370,2021-12-27 14:45:00,1.7978888888888893,4.5037777777777785,65.55266666666668,1.8290000000000002
3371,2021-12-27 15:00:00,1.8023333333333331,4.527555555555554,65.73255555555555,1.0734444444444446
3372,2021-12-27 15:15:00,1.802444444444444,1.403777777777778,89.2478888888889,0.7966666666666665
3373,2021-12-27 15:30:00,1.8032222222222225,0.23555555555555555,98.20799999999997,0.43377777777777793
3374,2021-12-27 15:45:00,1.8028888888888892,-0.0701111111111111,99.84977777777777,0.6463333333333334
3375,2021-12-27 16:00:00,1.7974444444444448,0.06733333333333334,99.85155555555555,0.1882222222222224
3376,2021-12-27 16:15:00,1.8055555555555551,0.3234444444444447,98.81022222222217,0.006666666666666665
3377,2021-12-27 16:30:00,1.7998888888888895,0.4072222222222224,98.23566666666667,0.035555555555555604
3378,2021-12-27 16:45:00,1.8008888888888899,0.2308888888888889,99.02622222222219,0.1637777777777778
3379,2021-12-27 17:00:00,1.801888888888889,0.15511111111111114,99.54955555555557,0.32633333333333325
3380,2021-12-27 17:15:00,1.8028888888888894,0.2793333333333334,99.00266666666664,0.04911111111111113
3381,2021-12-27 17:30:00,1.801000000000001,0.336111111111111,98.6442222222222,0.2856666666666667
3382,2021-12-27 17:45:00,1.8048888888888894,0.255888888888889,99.26477777777775,0.2782222222222223
3383,2021-12-27 18:00:00,1.8018888888888884,0.035444444444444445,99.86099999999993,0.39144444444444443
3384,2021-12-27 18:15:00,1.8033333333333332,0.4583333333333335,98.68244444444443,0.6920000000000003
3385,2021-12-27 18:30:00,1.8036666666666672,0.5529999999999998,98.79655555555556,0.09544444444444444
3386,2021-12-27 18:45:00,1.8046666666666669,0.46944444444444444,99.38199999999998,0.1323333333333333
3387,2021-12-27 19:00:00,1.8004444444444447,0.2972222222222224,99.82744444444441,0.22755555555555532
3388,2021-12-27 19:15:00,1.8011111111111118,0.6185555555555556,98.8042222222222,0.21888888888888905
3389,2021-12-27 19:30:00,1.8003333333333342,0.5002222222222225,99.70955555555554,0.11866666666666668
3390,2021-12-27 19:45:00,1.8019101123595507,0.4656179775280899,99.85460674157302,0.07460674157303371
3391,2021-12-27 20:00:00,1.8006666666666673,0.34555555555555567,99.89744444444443,0.12922222222222224
3392,2021-12-27 20:15:00,1.804222222222222,0.39911111111111114,99.84688888888886,0.34877777777777785
3393,2021-12-27 20:30:00,1.800222222222224,0.3518888888888888,99.89433333333326,0.32311111111111107
3394,2021-12-27 20:45:00,1.800333333333334,0.40100000000000013,99.88033333333333,-0.0021111111111111113
3395,2021-12-27 21:00:00,1.8025555555555555,0.3822222222222222,99.49177777777776,0.056555555555555546
3396,2021-12-27 21:15:00,1.7967777777777778,0.31811111111111134,98.7198888888889,0.0738888888888889
3397,2021-12-27 21:30:00,1.8034444444444444,0.11022222222222218,99.515,0.059000000000000004
3398,2021-12-27 21:45:00,1.8020000000000007,-0.5217777777777775,99.32911111111115,0.25755555555555554
3399,2021-12-27 22:00:00,1.800111111111111,-0.6997777777777778,99.85266666666665,0.22422222222222218
3400,2021-12-27 22:15:00,1.8025555555555564,-0.7643333333333331,99.83000000000001,0.1793333333333333
3401,2021-12-27 22:30:00,1.8064444444444439,-0.3166666666666665,97.70511111111112,0.399
3402,2021-12-27 22:45:00,1.8017777777777775,0.758,93.08488888888888,0.46899999999999975
3403,2021-12-27 23:00:00,1.804,0.5164444444444447,93.67111111111113,0.3054444444444444
3404,2021-12-27 23:15:00,1.8071111111111113,1.0602222222222222,87.76099999999998,0.5713333333333337
3405,2021-12-27 23:30:00,1.8005555555555557,4.430888888888891,63.899222222222214,2.0817777777777775
3406,2021-12-27 23:45:00,1.8022222222222222,5.069666666666667,60.06433333333332,2.506888888888889
3407,2021-12-28 00:00:00,,,,
3408,2021-12-28 00:15:00,,,,
3409,2021-12-28 00:30:00,,,,
3410,2021-12-28 00:45:00,,,,
3411,2021-12-28 01:00:00,,,,
3412,2021-12-28 01:15:00,,,,
3413,2021-12-28 01:30:00,,,,
3414,2021-12-28 01:45:00,,,,
3415,2021-12-28 02:00:00,,,,
3416,2021-12-28 02:15:00,,,,
3417,2021-12-28 02:30:00,,,,
3418,2021-12-28 02:45:00,,,,
3419,2021-12-28 03:00:00,,,,
3420,2021-12-28 03:15:00,,,,
3421,2021-12-28 03:30:00,,,,
3422,2021-12-28 03:45:00,,,,
3423,2021-12-28 04:00:00,,,,
3424,2021-12-28 04:15:00,,,,
3425,2021-12-28 04:30:00,,,,
3426,2021-12-28 04:45:00,,,,
3427,2021-12-28 05:00:00,,,,
3428,2021-12-28 05:15:00,,,,
3429,2021-12-28 05:30:00,,,,
3430,2021-12-28 05:45:00,,,,
3431,2021-12-28 06:00:00,,,,
3432,2021-12-28 06:15:00,,,,
3433,2021-12-28 06:30:00,,,,
3434,2021-12-28 06:45:00,,,,
3435,2021-12-28 07:00:00,,,,
3436,2021-12-28 07:15:00,,,,
3437,2021-12-28 07:30:00,,,,
3438,2021-12-28 07:45:00,,,,
3439,2021-12-28 08:00:00,,,,
3440,2021-12-28 08:15:00,,,,
3441,2021-12-28 08:30:00,,,,
3442,2021-12-28 08:45:00,,,,
3443,2021-12-28 09:00:00,,,,
3444,2021-12-28 09:15:00,,,,
3445,2021-12-28 09:30:00,,,,
3446,2021-12-28 09:45:00,,,,
3447,2021-12-28 10:00:00,,,,
3448,2021-12-28 10:15:00,,,,
3449,2021-12-28 10:30:00,,,,
3450,2021-12-28 10:45:00,,,,
3451,2021-12-28 11:00:00,,,,
3452,2021-12-28 11:15:00,,,,
3453,2021-12-28 11:30:00,,,,
3454,2021-12-28 11:45:00,,,,
3455,2021-12-28 12:00:00,,,,
3456,2021-12-28 12:15:00,,,,
3457,2021-12-28 12:30:00,,,,
3458,2021-12-28 12:45:00,,,,
3459,2021-12-28 13:00:00,,,,
3460,2021-12-28 13:15:00,,,,
3461,2021-12-28 13:30:00,,,,
3462,2021-12-28 13:45:00,,,,
3463,2021-12-28 14:00:00,,,,
3464,2021-12-28 14:15:00,,,,
3465,2021-12-28 14:30:00,,,,
3466,2021-12-28 14:45:00,,,,
3467,2021-12-28 15:00:00,,,,
3468,2021-12-28 15:15:00,,,,
3469,2021-12-28 15:30:00,,,,
3470,2021-12-28 15:45:00,,,,
3471,2021-12-28 16:00:00,,,,
3472,2021-12-28 16:15:00,,,,
3473,2021-12-28 16:30:00,,,,
3474,2021-12-28 16:45:00,,,,
3475,2021-12-28 17:00:00,,,,
3476,2021-12-28 17:15:00,,,,
3477,2021-12-28 17:30:00,,,,
3478,2021-12-28 17:45:00,,,,
3479,2021-12-28 18:00:00,,,,
3480,2021-12-28 18:15:00,,,,
3481,2021-12-28 18:30:00,,,,
3482,2021-12-28 18:45:00,,,,
3483,2021-12-28 19:00:00,,,,
3484,2021-12-28 19:15:00,,,,
3485,2021-12-28 19:30:00,,,,
3486,2021-12-28 19:45:00,,,,
3487,2021-12-28 20:00:00,,,,
3488,2021-12-28 20:15:00,,,,
3489,2021-12-28 20:30:00,,,,
3490,2021-12-28 20:45:00,,,,
3491,2021-12-28 21:00:00,,,,
3492,2021-12-28 21:15:00,,,,
3493,2021-12-28 21:30:00,,,,
3494,2021-12-28 21:45:00,,,,
3495,2021-12-28 22:00:00,,,,
3496,2021-12-28 22:15:00,,,,
3497,2021-12-28 22:30:00,,,,
3498,2021-12-28 22:45:00,,,,
3499,2021-12-28 23:00:00,,,,
3500,2021-12-28 23:15:00,,,,
3501,2021-12-28 23:30:00,,,,
3502,2021-12-28 23:45:00,,,,
3503,2021-12-29 00:00:00,,,,
3504,2021-12-29 00:15:00,,,,
3505,2021-12-29 00:30:00,,,,
3506,2021-12-29 00:45:00,,,,
3507,2021-12-29 01:00:00,,,,
3508,2021-12-29 01:15:00,,,,
3509,2021-12-29 01:30:00,,,,
3510,2021-12-29 01:45:00,,,,
3511,2021-12-29 02:00:00,,,,
3512,2021-12-29 02:15:00,,,,
3513,2021-12-29 02:30:00,,,,
3514,2021-12-29 02:45:00,,,,
3515,2021-12-29 03:00:00,,,,
3516,2021-12-29 03:15:00,,,,
3517,2021-12-29 03:30:00,,,,
3518,2021-12-29 03:45:00,,,,
3519,2021-12-29 04:00:00,,,,
3520,2021-12-29 04:15:00,,,,
3521,2021-12-29 04:30:00,,,,
3522,2021-12-29 04:45:00,,,,
3523,2021-12-29 05:00:00,,,,
3524,2021-12-29 05:15:00,,,,
3525,2021-12-29 05:30:00,,,,
3526,2021-12-29 05:45:00,,,,
3527,2021-12-29 06:00:00,,,,
3528,2021-12-29 06:15:00,,,,
3529,2021-12-29 06:30:00,,,,
3530,2021-12-29 06:45:00,,,,
3531,2021-12-29 07:00:00,,,,
3532,2021-12-29 07:15:00,,,,
3533,2021-12-29 07:30:00,,,,
3534,2021-12-29 07:45:00,,,,
3535,2021-12-29 08:00:00,,,,
3536,2021-12-29 08:15:00,,,,
3537,2021-12-29 08:30:00,,,,
3538,2021-12-29 08:45:00,,,,
3539,2021-12-29 09:00:00,,,,
3540,2021-12-29 09:15:00,,,,
3541,2021-12-29 09:30:00,,,,
3542,2021-12-29 09:45:00,,,,
3543,2021-12-29 10:00:00,,,,
3544,2021-12-29 10:15:00,,,,
3545,2021-12-29 10:30:00,,,,
3546,2021-12-29 10:45:00,,,,
3547,2021-12-29 11:00:00,,,,
3548,2021-12-29 11:15:00,,,,
3549,2021-12-29 11:30:00,,,,
3550,2021-12-29 11:45:00,,,,
3551,2021-12-29 12:00:00,,,,
3552,2021-12-29 12:15:00,,,,
3553,2021-12-29 12:30:00,,,,
3554,2021-12-29 12:45:00,,,,
3555,2021-12-29 13:00:00,,,,
3556,2021-12-29 13:15:00,,,,
3557,2021-12-29 13:30:00,,,,
3558,2021-12-29 13:45:00,,,,
3559,2021-12-29 14:00:00,,,,
3560,2021-12-29 14:15:00,,,,
3561,2021-12-29 14:30:00,,,,
3562,2021-12-29 14:45:00,,,,
3563,2021-12-29 15:00:00,,,,
3564,2021-12-29 15:15:00,,,,
3565,2021-12-29 15:30:00,,,,
3566,2021-12-29 15:45:00,,,,
3567,2021-12-29 16:00:00,,,,
3568,2021-12-29 16:15:00,,,,
3569,2021-12-29 16:30:00,,,,
3570,2021-12-29 16:45:00,,,,
3571,2021-12-29 17:00:00,,,,
3572,2021-12-29 17:15:00,,,,
3573,2021-12-29 17:30:00,,,,
3574,2021-12-29 17:45:00,,,,
3575,2021-12-29 18:00:00,,,,
3576,2021-12-29 18:15:00,,,,
3577,2021-12-29 18:30:00,,,,
3578,2021-12-29 18:45:00,,,,
3579,2021-12-29 19:00:00,,,,
3580,2021-12-29 19:15:00,,,,
3581,2021-12-29 19:30:00,,,,
3582,2021-12-29 19:45:00,,,,
3583,2021-12-29 20:00:00,,,,
3584,2021-12-29 20:15:00,,,,
3585,2021-12-29 20:30:00,,,,
3586,2021-12-29 20:45:00,,,,
3587,2021-12-29 21:00:00,,,,
3588,2021-12-29 21:15:00,,,,
3589,2021-12-29 21:30:00,,,,
3590,2021-12-29 21:45:00,,,,
3591,2021-12-29 22:00:00,,,,
3592,2021-12-29 22:15:00,,,,
3593,2021-12-29 22:30:00,,,,
3594,2021-12-29 22:45:00,,,,
3595,2021-12-29 23:00:00,,,,
3596,2021-12-29 23:15:00,,,,
3597,2021-12-29 23:30:00,,,,
3598,2021-12-29 23:45:00,,,,
3599,2021-12-30 00:00:00,,,,
3600,2021-12-30 00:15:00,,,,
3601,2021-12-30 00:30:00,,,,
3602,2021-12-30 00:45:00,,,,
3603,2021-12-30 01:00:00,,,,
3604,2021-12-30 01:15:00,,,,
3605,2021-12-30 01:30:00,,,,
3606,2021-12-30 01:45:00,,,,
3607,2021-12-30 02:00:00,,,,
3608,2021-12-30 02:15:00,,,,
3609,2021-12-30 02:30:00,,,,
3610,2021-12-30 02:45:00,,,,
3611,2021-12-30 03:00:00,,,,
3612,2021-12-30 03:15:00,,,,
3613,2021-12-30 03:30:00,,,,
3614,2021-12-30 03:45:00,,,,
3615,2021-12-30 04:00:00,,,,
3616,2021-12-30 04:15:00,,,,
3617,2021-12-30 04:30:00,,,,
3618,2021-12-30 04:45:00,,,,
3619,2021-12-30 05:00:00,,,,
3620,2021-12-30 05:15:00,,,,
3621,2021-12-30 05:30:00,,,,
3622,2021-12-30 05:45:00,,,,
3623,2021-12-30 06:00:00,,,,
3624,2021-12-30 06:15:00,,,,
3625,2021-12-30 06:30:00,,,,
3626,2021-12-30 06:45:00,,,,
3627,2021-12-30 07:00:00,,,,
3628,2021-12-30 07:15:00,,,,
3629,2021-12-30 07:30:00,,,,
3630,2021-12-30 07:45:00,,,,
3631,2021-12-30 08:00:00,,,,
3632,2021-12-30 08:15:00,,,,
3633,2021-12-30 08:30:00,,,,
3634,2021-12-30 08:45:00,,,,
3635,2021-12-30 09:00:00,,,,
3636,2021-12-30 09:15:00,,,,
3637,2021-12-30 09:30:00,,,,
3638,2021-12-30 09:45:00,,,,
3639,2021-12-30 10:00:00,,,,
3640,2021-12-30 10:15:00,,,,
3641,2021-12-30 10:30:00,,,,
3642,2021-12-30 10:45:00,,,,
3643,2021-12-30 11:00:00,,,,
3644,2021-12-30 11:15:00,,,,
3645,2021-12-30 11:30:00,,,,
3646,2021-12-30 11:45:00,,,,
3647,2021-12-30 12:00:00,,,,
3648,2021-12-30 12:15:00,,,,
3649,2021-12-30 12:30:00,,,,
3650,2021-12-30 12:45:00,,,,
3651,2021-12-30 13:00:00,,,,
3652,2021-12-30 13:15:00,,,,
3653,2021-12-30 13:30:00,,,,
3654,2021-12-30 13:45:00,,,,
3655,2021-12-30 14:00:00,,,,
3656,2021-12-30 14:15:00,,,,
3657,2021-12-30 14:30:00,,,,
3658,2021-12-30 14:45:00,,,,
3659,2021-12-30 15:00:00,,,,
3660,2021-12-30 15:15:00,,,,
3661,2021-12-30 15:30:00,,,,
3662,2021-12-30 15:45:00,,,,
3663,2021-12-30 16:00:00,,,,
3664,2021-12-30 16:15:00,,,,
3665,2021-12-30 16:30:00,,,,
3666,2021-12-30 16:45:00,,,,
3667,2021-12-30 17:00:00,,,,
3668,2021-12-30 17:15:00,,,,
3669,2021-12-30 17:30:00,,,,
3670,2021-12-30 17:45:00,,,,
3671,2021-12-30 18:00:00,,,,
3672,2021-12-30 18:15:00,,,,
3673,2021-12-30 18:30:00,,,,
3674,2021-12-30 18:45:00,,,,
3675,2021-12-30 19:00:00,,,,
3676,2021-12-30 19:15:00,,,,
3677,2021-12-30 19:30:00,,,,
3678,2021-12-30 19:45:00,,,,
3679,2021-12-30 20:00:00,,,,
3680,2021-12-30 20:15:00,,,,
3681,2021-12-30 20:30:00,,,,
3682,2021-12-30 20:45:00,,,,
3683,2021-12-30 21:00:00,,,,
3684,2021-12-30 21:15:00,,,,
3685,2021-12-30 21:30:00,,,,
3686,2021-12-30 21:45:00,,,,
3687,2021-12-30 22:00:00,,,,
3688,2021-12-30 22:15:00,,,,
3689,2021-12-30 22:30:00,,,,
3690,2021-12-30 22:45:00,,,,
3691,2021-12-30 23:00:00,,,,
3692,2021-12-30 23:15:00,,,,
3693,2021-12-30 23:30:00,,,,
3694,2021-12-30 23:45:00,,,,
3695,2021-12-31 00:00:00,1.7979999999999998,0.4942222222222223,99.71288888888887,0.056555555555555546
3696,2021-12-31 00:15:00,1.801,0.3576666666666666,98.45911111111108,0.021666666666666674
3697,2021-12-31 00:30:00,1.7996666666666663,0.34611111111111115,98.10977777777777,0.07111111111111107
3698,2021-12-31 00:45:00,1.8026966292134838,0.4705617977528091,97.09213483146064,0.07786516853932583
3699,2021-12-31 01:00:00,1.8011111111111113,0.5871111111111109,95.9688888888889,0.16266666666666668
3700,2021-12-31 01:15:00,1.8015555555555567,0.5066666666666665,97.39666666666669,0.08933333333333328
3701,2021-12-31 01:30:00,1.8045555555555555,0.5746666666666668,96.91911111111108,0.06933333333333329
3702,2021-12-31 01:45:00,1.801777777777777,0.6763333333333331,96.26033333333334,0.06877777777777776
3703,2021-12-31 02:00:00,1.8092222222222234,0.5856666666666667,95.48133333333332,0.24755555555555553
3704,2021-12-31 02:15:00,1.798444444444445,0.7338888888888886,95.11266666666668,0.08022222222222221
3705,2021-12-31 02:30:00,1.8051111111111107,0.9979999999999994,92.58566666666664,0.27844444444444433
3706,2021-12-31 02:45:00,1.8004444444444456,1.3787777777777788,90.68222222222222,0.3027777777777778
3707,2021-12-31 03:00:00,1.798444444444445,1.8763333333333336,88.41477777777774,0.4563333333333334
3708,2021-12-31 03:15:00,1.8004444444444443,2.0954444444444453,86.75322222222218,0.26555555555555566
3709,2021-12-31 03:30:00,1.8014444444444442,2.4392222222222224,84.87133333333334,0.27344444444444427
3710,2021-12-31 03:45:00,1.8047777777777783,2.6785555555555556,81.95744444444443,0.17788888888888896
3711,2021-12-31 04:00:00,1.8052222222222225,3.0531111111111113,77.38544444444442,0.09711111111111112
3712,2021-12-31 04:15:00,1.8026666666666655,3.935555555555556,69.51688888888886,0.26788888888888895
3713,2021-12-31 04:30:00,1.803888888888889,4.312111111111111,68.0198888888889,0.12966666666666665
3714,2021-12-31 04:45:00,1.8002222222222224,3.903111111111111,68.45244444444447,0.09144444444444441
3715,2021-12-31 05:00:00,1.801,4.1454444444444425,66.93733333333336,0.08488888888888886
3716,2021-12-31 05:15:00,1.7978888888888893,4.098444444444445,68.1198888888889,0.050222222222222265
3717,2021-12-31 05:30:00,1.8034444444444448,4.198111111111112,66.558,0.1951111111111112
3718,2021-12-31 05:45:00,1.8011111111111113,3.9314444444444447,69.2331111111111,0.3667777777777778
3719,2021-12-31 06:00:00,1.8031111111111118,3.608777777777778,71.15222222222224,0.11488888888888893
3720,2021-12-31 06:15:00,1.8013333333333328,3.0491111111111113,74.51833333333333,0.31144444444444436
3721,2021-12-31 06:30:00,1.8014444444444435,2.0893333333333337,79.5601111111111,0.26166666666666666
3722,2021-12-31 06:45:00,1.8024444444444445,2.086555555555557,78.90966666666665,0.1171111111111112
3723,2021-12-31 07:00:00,1.8017777777777781,1.9591111111111108,79.64366666666663,0.3216666666666668
3724,2021-12-31 07:15:00,1.802666666666667,2.138333333333333,77.68322222222221,0.24388888888888877
3725,2021-12-31 07:30:00,1.7970000000000008,2.301444444444445,76.66455555555552,0.07066666666666661
3726,2021-12-31 07:45:00,1.8001111111111112,2.774333333333331,72.02899999999998,0.17333333333333345
3727,2021-12-31 08:00:00,1.8042222222222215,3.315555555555555,69.56855555555555,0.11188888888888886
3728,2021-12-31 08:15:00,1.7987777777777776,3.840777777777778,67.72244444444445,0.13077777777777774
3729,2021-12-31 08:30:00,1.8033333333333335,5.199222222222224,58.434666666666644,0.17588888888888896
3730,2021-12-31 08:45:00,1.79808988764045,6.023932584269663,54.592584269662936,0.5944943820224717
3731,2021-12-31 09:00:00,1.7956666666666674,6.271111111111112,54.547222222222246,0.3625555555555556
3732,2021-12-31 09:15:00,1.800222222222223,7.214888888888891,53.9608888888889,0.25966666666666655
3733,2021-12-31 09:30:00,1.7971111111111109,8.830333333333336,49.260000000000005,0.2197777777777778
3734,2021-12-31 09:45:00,1.801444444444445,10.09211111111111,46.736777777777775,0.18977777777777777
3735,2021-12-31 10:00:00,1.8007777777777783,10.740777777777778,48.06555555555556,0.09699999999999999
3736,2021-12-31 10:15:00,1.7982222222222222,10.931555555555558,46.297222222222224,0.14100000000000001
3737,2021-12-31 10:30:00,1.800444444444445,9.390333333333336,48.661444444444435,0.10233333333333332
3738,2021-12-31 10:45:00,1.7978888888888886,7.0327777777777785,54.24966666666668,0.20966666666666656
3739,2021-12-31 11:00:00,1.798888888888889,5.986999999999999,58.187555555555555,0.19744444444444437
3740,2021-12-31 11:15:00,1.8007777777777783,5.5055555555555555,60.78777777777781,0.15400000000000003
3741,2021-12-31 11:30:00,1.7982222222222222,5.064,62.67322222222226,0.23844444444444446
3742,2021-12-31 11:45:00,1.8011111111111113,5.107111111111112,61.73988888888892,0.2285555555555555
3743,2021-12-31 12:00:00,1.803111111111111,4.871,64.60444444444445,0.2260000000000001
3744,2021-12-31 12:15:00,1.802,4.57688888888889,65.23833333333336,0.22211111111111093
3745,2021-12-31 12:30:00,1.8006666666666664,4.75488888888889,64.20066666666663,0.17177777777777778
