,time,Discharge,T_a,RH,v_a
2385,2021-12-17 08:30:00,,,,
2386,2021-12-17 08:45:00,,,,
2387,2021-12-17 09:00:00,,,,
2388,2021-12-17 09:15:00,,,,
2389,2021-12-17 09:30:00,,,,
2390,2021-12-17 09:45:00,,,,
2391,2021-12-17 10:00:00,,,,
2392,2021-12-17 10:15:00,,,,
2393,2021-12-17 10:30:00,,,,
2394,2021-12-17 10:45:00,,,,
2395,2021-12-17 11:00:00,,,,
2396,2021-12-17 11:15:00,,,,
2397,2021-12-17 11:30:00,,,,
2398,2021-12-17 11:45:00,,,,
2399,2021-12-17 12:00:00,,,,
2400,2021-12-17 12:15:00,,,,
2401,2021-12-17 12:30:00,,,,
2402,2021-12-17 12:45:00,,,,
2403,2021-12-17 13:00:00,,,,
2404,2021-12-17 13:15:00,,,,
2405,2021-12-17 13:30:00,,,,
2406,2021-12-17 13:45:00,,,,
2407,2021-12-17 14:00:00,,,,
2408,2021-12-17 14:15:00,,,,
2409,2021-12-17 14:30:00,,,,
2410,2021-12-17 14:45:00,,,,
2411,2021-12-17 15:00:00,,,,
2412,2021-12-17 15:15:00,,,,
2413,2021-12-17 15:30:00,,,,
2414,2021-12-17 15:45:00,,,,
2415,2021-12-17 16:00:00,,,,
2416,2021-12-17 16:15:00,,,,
2417,2021-12-17 16:30:00,,,,
2418,2021-12-17 16:45:00,,,,
2419,2021-12-17 17:00:00,,,,
2420,2021-12-17 17:15:00,,,,
2421,2021-12-17 17:30:00,,,,
2422,2021-12-17 17:45:00,,,,
2423,2021-12-17 18:00:00,,,,
2424,2021-12-17 18:15:00,,,,
2425,2021-12-17 18:30:00,,,,
2426,2021-12-17 18:45:00,,,,
2427,2021-12-17 19:00:00,,,,
2428,2021-12-17 19:15:00,,,,
2429,2021-12-17 19:30:00,,,,
2430,2021-12-17 19:45:00,,,,
2431,2021-12-17 20:00:00,,,,
2432,2021-12-17 20:15:00,,,,
2433,2021-12-17 20:30:00,,,,
2434,2021-12-17 20:45:00,,,,
2435,2021-12-17 21:00:00,,,,
2436,2021-12-17 21:15:00,,,,
2437,2021-12-17 21:30:00,,,,
2438,2021-12-17 21:45:00,,,,
2439,2021-12-17 22:00:00,,,,
2440,2021-12-17 22:15:00,,,,
2441,2021-12-17 22:30:00,,,,
2442,2021-12-17 22:45:00,,,,
2443,2021-12-17 23:00:00,,,,
2444,2021-12-17 23:15:00,,,,
2445,2021-12-17 23:30:00,,,,
2446,2021-12-17 23:45:00,,,,
2447,2021-12-18 00:00:00,,,,
2448,2021-12-18 00:15:00,,,,
2449,2021-12-18 00:30:00,,,,
2450,2021-12-18 00:45:00,,,,
2451,2021-12-18 01:00:00,,,,
2452,2021-12-18 01:15:00,,,,
2453,2021-12-18 01:30:00,,,,
2454,2021-12-18 01:45:00,,,,
2455,2021-12-18 02:00:00,,,,
2456,2021-12-18 02:15:00,,,,
2457,2021-12-18 02:30:00,,,,
2458,2021-12-18 02:45:00,,,,
2459,2021-12-18 03:00:00,,,,
2460,2021-12-18 03:15:00,,,,
2461,2021-12-18 03:30:00,,,,
2462,2021-12-18 03:45:00,,,,
2463,2021-12-18 04:00:00,,,,
2464,2021-12-18 04:15:00,,,,
2465,2021-12-18 04:30:00,,,,
2466,2021-12-18 04:45:00,,,,
2467,2021-12-18 05:00:00,,,,
2468,2021-12-18 05:15:00,,,,
2469,2021-12-18 05:30:00,,,,
2470,2021-12-18 05:45:00,,,,
2471,2021-12-18 06:00:00,,,,
2472,2021-12-18 06:15:00,,,,
2473,2021-12-18 06:30:00,,,,
2474,2021-12-18 06:45:00,,,,
2475,2021-12-18 07:00:00,,,,
2476,2021-12-18 07:15:00,,,,
2477,2021-12-18 07:30:00,,,,
2478,2021-12-18 07:45:00,,,,
2479,2021-12-18 08:00:00,,,,
2480,2021-12-18 08:15:00,,,,
2481,2021-12-18 08:30:00,,,,
2482,2021-12-18 08:45:00,,,,
2483,2021-12-18 09:00:00,,,,
2484,2021-12-18 09:15:00,,,,
2485,2021-12-18 09:30:00,,,,
2486,2021-12-18 09:45:00,,,,
2487,2021-12-18 10:00:00,,,,
2488,2021-12-18 10:15:00,,,,
2489,2021-12-18 10:30:00,,,,
2490,2021-12-18 10:45:00,,,,
2491,2021-12-18 11:00:00,,,,
2492,2021-12-18 11:15:00,,,,
2493,2021-12-18 11:30:00,,,,
2494,2021-12-18 11:45:00,,,,
2495,2021-12-18 12:00:00,,,,
2496,2021-12-18 12:15:00,,,,
2497,2021-12-18 12:30:00,,,,
2498,2021-12-18 12:45:00,,,,
2499,2021-12-18 13:00:00,,,,
2500,2021-12-18 13:15:00,,,,
2501,2021-12-18 13:30:00,1.804523809523809,-1.5629761904761907,81.59083333333332,0.01011904761904762
2502,2021-12-18 13:45:00,2.381777777777778,-1.7122222222222219,80.91533333333331,0.11877777777777779
2503,2021-12-18 14:00:00,2.41,-1.9933333333333327,82.04155555555553,0.04833333333333333
2504,2021-12-18 14:15:00,2.0366666666666666,-1.964,83.70311111111111,0.04588888888888891
2505,2021-12-18 14:30:00,3.8384444444444443,-2.416888888888889,82.98166666666665,0.07733333333333331
2506,2021-12-18 14:45:00,3.214044943820225,-2.3706741573033714,85.17719101123596,0.004157303370786515
2507,2021-12-18 15:00:00,3.5498888888888898,-2.4466666666666663,83.45888888888891,0.00911111111111111
2508,2021-12-18 15:15:00,4.085666666666667,-3.0127777777777793,84.89544444444446,0.007777777777777772
2509,2021-12-18 15:30:00,4.031444444444442,-3.115777777777779,86.51699999999998,0.0618888888888889
2510,2021-12-18 15:45:00,4.096111111111112,-3.250666666666666,87.62433333333334,0.0005555555555555557
2511,2021-12-18 16:00:00,4.529888888888889,-3.5524444444444447,86.81266666666669,0.010333333333333333
2512,2021-12-18 16:15:00,5.3486666666666665,-4.354777777777779,88.474,0.08155555555555555
2513,2021-12-18 16:30:00,5.360888888888891,-4.82911111111111,93.17355555555554,0.1491111111111111
2514,2021-12-18 16:45:00,5.913000000000001,-5.198444444444446,92.33833333333332,0.005666666666666667
2515,2021-12-18 17:00:00,6.819555555555559,-6.15233333333333,94.99811111111113,0.17366666666666672
2516,2021-12-18 17:15:00,6.666555555555558,-6.2829999999999995,97.37022222222224,0.07177777777777775
2517,2021-12-18 17:30:00,7.211333333333334,-6.728333333333334,97.63044444444444,0.18355555555555556
2518,2021-12-18 17:45:00,7.400333333333333,-6.890777777777779,97.67233333333331,0.04100000000000001
2519,2021-12-18 18:00:00,7.963000000000001,-7.402444444444445,98.28111111111114,0.10322222222222231
2520,2021-12-18 18:15:00,8.043111111111111,-7.5538888888888875,99.34744444444445,-0.002888888888888889
2521,2021-12-18 18:30:00,7.873222222222219,-7.4275555555555535,99.54955555555553,0.1741111111111111
2522,2021-12-18 18:45:00,7.9841111111111065,-7.496444444444444,99.39755555555556,0.07811111111111109
2523,2021-12-18 19:00:00,7.087555555555558,-6.761444444444443,98.72111111111114,0.07911111111111112
2524,2021-12-18 19:15:00,6.395444444444443,-6.127444444444446,98.03022222222222,0.0027777777777777766
2525,2021-12-18 19:30:00,5.822777777777779,-5.382000000000002,95.16633333333334,0.031111111111111138
2526,2021-12-18 19:45:00,5.161777777777775,-4.722111111111113,93.59233333333334,0.007555555555555552
2527,2021-12-18 20:00:00,4.886888888888888,-4.37288888888889,92.2453333333333,0.00744444444444444
2528,2021-12-18 20:15:00,4.809222222222226,-4.0937777777777775,90.15833333333332,-0.003555555555555556
2529,2021-12-18 20:30:00,4.436999999999999,-4.011555555555554,92.24022222222226,0.028333333333333356
2530,2021-12-18 20:45:00,4.679333333333334,-4.112999999999999,91.2617777777778,0.08044444444444444
2531,2021-12-18 21:00:00,5.693111111111112,-4.889333333333331,91.15033333333332,0.18300000000000008
2532,2021-12-18 21:15:00,5.28788888888889,-4.8518888888888885,93.9648888888889,0.03766666666666666
2533,2021-12-18 21:30:00,6.023555555555553,-5.310222222222221,92.764,0.11366666666666664
2534,2021-12-18 21:45:00,5.515111111111111,-5.228999999999999,95.99366666666671,0.02500000000000001
2535,2021-12-18 22:00:00,5.317333333333334,-4.972111111111112,94.8408888888889,-0.0017777777777777779
2536,2021-12-18 22:15:00,5.660333333333334,-5.09511111111111,93.41544444444446,0.00011111111111111059
2537,2021-12-18 22:30:00,6.618777777777779,-5.729777777777779,92.03766666666664,0.06799999999999996
2538,2021-12-18 22:45:00,7.029325842696627,-6.156853932584267,93.41662921348315,0.023146067415730366
2539,2021-12-18 23:00:00,7.137888888888891,-6.377444444444444,94.48500000000004,0.0028888888888888883
2540,2021-12-18 23:15:00,7.47055555555556,-6.778333333333334,96.17122222222224,0.02288888888888892
2541,2021-12-18 23:30:00,7.564777777777779,-6.977111111111108,97.43711111111111,0.2603333333333333
2542,2021-12-18 23:45:00,7.8408888888888875,-7.1419999999999995,96.91988888888883,0.08677777777777776
2543,2021-12-19 00:00:00,7.818222222222226,-7.117666666666668,96.43633333333332,0.021666666666666664
2544,2021-12-19 00:15:00,6.50544444444445,-6.909555555555553,97.62633333333335,0.05377777777777776
2545,2021-12-19 00:30:00,6.6128888888888895,-6.583222222222224,97.27111111111111,-0.004777777777777779
2546,2021-12-19 00:45:00,6.118555555555556,-5.81,96.9312222222222,0.10166666666666667
2547,2021-12-19 01:00:00,6.0685555555555535,-5.6018888888888885,95.21933333333332,0.047777777777777766
2548,2021-12-19 01:15:00,6.867555555555551,-6.043777777777777,93.45133333333337,0.19599999999999998
2549,2021-12-19 01:30:00,6.459666666666668,-5.934333333333334,95.7428888888889,0.002333333333333331
2550,2021-12-19 01:45:00,6.447777777777776,-5.84977777777778,94.64255555555553,-0.00666666666666667
2551,2021-12-19 02:00:00,6.44188888888889,-5.941777777777775,95.90488888888889,0.034111111111111106
2552,2021-12-19 02:15:00,6.622444444444448,-5.820777777777781,93.07855555555555,-0.0016666666666666672
2553,2021-12-19 02:30:00,6.328333333333331,-5.828555555555553,95.49255555555555,0.0031111111111111114
2554,2021-12-19 02:45:00,6.604888888888889,-5.844999999999998,93.35099999999998,-0.0015555555555555561
2555,2021-12-19 03:00:00,6.675,-5.924444444444445,93.91666666666664,-0.005333333333333336
2556,2021-12-19 03:15:00,6.532777777777775,-5.914555555555555,94.81611111111111,-0.005777777777777779
2557,2021-12-19 03:30:00,6.385777777777778,-5.747222222222222,94.222,-0.002333333333333333
2558,2021-12-19 03:45:00,6.527555555555555,-5.702666666666666,92.71000000000002,0.0026666666666666657
2559,2021-12-19 04:00:00,6.133222222222222,-5.558666666666668,94.32833333333332,0.06766666666666664
2560,2021-12-19 04:15:00,6.298111111111114,-5.502333333333334,92.48677777777786,0.059666666666666666
2561,2021-12-19 04:30:00,6.377888888888889,-5.475444444444443,91.636,0.07399999999999998
2562,2021-12-19 04:45:00,6.831555555555553,-6.053111111111111,93.77022222222222,-0.0007777777777777778
2563,2021-12-19 05:00:00,7.02633333333333,-6.220999999999996,93.98988888888891,-0.002777777777777778
2564,2021-12-19 05:15:00,7.146666666666667,-6.431555555555553,95.17211111111114,-0.003
2565,2021-12-19 05:30:00,7.203888888888888,-6.405333333333331,94.26611111111112,0.0006666666666666672
2566,2021-12-19 05:45:00,7.576555555555563,-6.58077777777778,93.31455555555557,-0.003555555555555556
2567,2021-12-19 06:00:00,7.286222222222223,-6.320666666666668,93.08155555555551,0.04377777777777779
2568,2021-12-19 06:15:00,6.330222222222223,-5.507222222222222,92.35388888888887,0.01688888888888889
2569,2021-12-19 06:30:00,6.280555555555554,-5.0939999999999985,88.6188888888889,-0.00033333333333333316
2570,2021-12-19 06:45:00,6.229444444444444,-5.035333333333335,88.52055555555556,0.18355555555555564
2571,2021-12-19 07:00:00,6.159000000000001,-5.206888888888889,90.73800000000006,0.02233333333333333
2572,2021-12-19 07:15:00,6.015777777777777,-5.03588888888889,89.95688888888894,0.031111111111111114
2573,2021-12-19 07:30:00,6.567777777777777,-5.322888888888889,88.73744444444444,-0.003888888888888889
2574,2021-12-19 07:45:00,6.045056179775281,-5.011460674157305,89.6561797752809,0.014719101123595505
2575,2021-12-19 08:00:00,5.817444444444444,-4.736000000000002,88.73866666666665,-0.002777777777777778
2576,2021-12-19 08:15:00,5.94533333333333,-4.658111111111111,86.98100000000002,0.09655555555555558
2577,2021-12-19 08:30:00,5.469666666666666,-4.435777777777779,88.26677777777778,-0.001666666666666667
2578,2021-12-19 08:45:00,5.48,-4.029999999999999,84.42700000000005,0.16266666666666668
2579,2021-12-19 09:00:00,4.907222222222225,-3.6013333333333346,84.57566666666668,0.00411111111111111
2580,2021-12-19 09:15:00,2.5022222222222243,-0.9124444444444445,75.7378888888889,0.09055555555555554
2581,2021-12-19 09:30:00,1.8029999999999997,0.5810000000000001,68.15622222222224,0.3811111111111113
2582,2021-12-19 09:45:00,1.8022222222222222,1.3881111111111113,65.94233333333334,0.19144444444444453
2583,2021-12-19 10:00:00,1.8035555555555551,2.85,62.492666666666665,0.15133333333333335
2584,2021-12-19 10:15:00,1.8025555555555555,2.881888888888888,61.091555555555544,0.025111111111111153
2585,2021-12-19 10:30:00,1.8017777777777781,0.25311111111111095,68.5457777777778,0.08455555555555552
2586,2021-12-19 10:45:00,1.7995555555555554,-1.2938888888888895,73.79266666666666,0.03911111111111111
2587,2021-12-19 11:00:00,3.786333333333334,-2.343777777777777,77.9188888888889,0.0453333333333333
2588,2021-12-19 11:15:00,4.707444444444445,-2.9837777777777785,79.97911111111112,0.05188888888888889
2589,2021-12-19 11:30:00,4.7348888888888885,-3.359333333333333,83.37066666666665,0.01822222222222222
2590,2021-12-19 11:45:00,4.932888888888889,-3.6259999999999986,84.63322222222224,0.2179999999999999
2591,2021-12-19 12:00:00,4.589777777777778,-3.2445555555555567,83.32900000000001,0.0007777777777777777
2592,2021-12-19 12:15:00,5.010777777777778,-3.6048888888888877,83.911,0.25677777777777777
2593,2021-12-19 12:30:00,4.716111111111111,-3.268666666666668,82.7681111111111,0.032666666666666684
2594,2021-12-19 12:45:00,4.287555555555555,-3.0154444444444444,83.53788888888889,0.10466666666666664
2595,2021-12-19 13:00:00,3.8374444444444458,-2.634555555555556,83.33655555555553,0.00022222222222222172
2596,2021-12-19 13:15:00,3.999777777777777,-2.452333333333334,80.57155555555556,-0.004111111111111111
2597,2021-12-19 13:30:00,3.4893333333333327,-2.3424444444444448,79.836,0.22177777777777774
2598,2021-12-19 13:45:00,4.069444444444445,-2.4728888888888894,78.08288888888889,-0.0017777777777777779
2599,2021-12-19 14:00:00,4.269222222222221,-2.6087777777777785,79.72733333333335,0.006888888888888889
2600,2021-12-19 14:15:00,4.401333333333333,-2.726888888888889,79.811,-0.004000000000000001
2601,2021-12-19 14:30:00,4.155444444444446,-2.4479999999999995,77.68499999999999,0.004333333333333331
2602,2021-12-19 14:45:00,4.399662921348315,-2.622134831460674,78.73415730337076,-0.001910112359550562
2603,2021-12-19 15:00:00,4.712111111111111,-2.87711111111111,78.874,0.03911111111111112
2604,2021-12-19 15:15:00,4.189888888888889,-2.5714444444444444,79.79255555555554,0.04655555555555553
2605,2021-12-19 15:30:00,4.512333333333332,-2.8754444444444442,80.29244444444446,0.01477777777777778
2606,2021-12-19 15:45:00,4.739333333333333,-3.2569999999999992,82.27500000000003,0.016111111111111107
2607,2021-12-19 16:00:00,4.4497777777777765,-2.966888888888889,81.92555555555559,0.11677777777777777
2608,2021-12-19 16:15:00,4.314555555555556,-2.954,82.75588888888886,0.05422222222222222
2609,2021-12-19 16:30:00,4.502111111111113,-3.020555555555555,81.86411111111111,0.11144444444444451
2610,2021-12-19 16:45:00,4.578111111111111,-3.197333333333334,82.96133333333334,0.07611111111111105
2611,2021-12-19 17:00:00,4.908222222222223,-3.4935555555555555,83.5208888888889,0.021222222222222236
2612,2021-12-19 17:15:00,4.879444444444445,-3.4284444444444446,82.87044444444446,0.035
2613,2021-12-19 17:30:00,5.173444444444444,-3.58588888888889,82.343,0.17166666666666663
2614,2021-12-19 17:45:00,5.186111111111112,-3.705999999999999,83.48077777777782,0.04677777777777778
2615,2021-12-19 18:00:00,4.921111111111112,-3.389,82.30855555555551,0.05655555555555553
2616,2021-12-19 18:15:00,4.7829999999999995,-3.1777777777777776,81.25133333333333,0.102
2617,2021-12-19 18:30:00,4.833444444444443,-3.271555555555555,81.81133333333335,0.03744444444444446
2618,2021-12-19 18:45:00,5.161111111111114,-3.4860000000000007,81.37566666666667,0.02333333333333335
2619,2021-12-19 19:00:00,5.101333333333334,-3.461444444444445,81.61533333333335,0.08611111111111108
2620,2021-12-19 19:15:00,5.447111111111111,-3.724888888888889,81.71866666666666,0.225
2621,2021-12-19 19:30:00,5.0711111111111125,-3.495222222222222,82.25066666666666,0.0782222222222222
2622,2021-12-19 19:45:00,5.245666666666666,-3.550777777777777,81.51844444444447,0.09366666666666665
2623,2021-12-19 20:00:00,5.276555555555556,-3.5068888888888896,80.54188888888888,0.029666666666666695
2624,2021-12-19 20:15:00,5.440888888888887,-3.7007777777777795,81.703,0.3056666666666667
2625,2021-12-19 20:30:00,4.801666666666668,-2.8428888888888886,77.98733333333335,0.23066666666666671
2626,2021-12-19 20:45:00,4.782333333333332,-2.767777777777778,77.23111111111112,0.2737777777777778
2627,2021-12-19 21:00:00,4.824000000000002,-2.879222222222223,78.03666666666669,0.2519999999999999
2628,2021-12-19 21:15:00,4.801333333333333,-2.680555555555556,76.24277777777777,0.20911111111111122
2629,2021-12-19 21:30:00,5.113444444444443,-3.2183333333333324,79.10922222222219,0.08988888888888887
2630,2021-12-19 21:45:00,5.443888888888889,-3.5388888888888883,79.88266666666664,0.1793333333333333
2631,2021-12-19 22:00:00,4.913777777777777,-2.8530000000000006,77.05255555555557,0.21711111111111106
2632,2021-12-19 22:15:00,4.936555555555557,-2.843555555555554,76.89755555555557,0.2686666666666667
2633,2021-12-19 22:30:00,5.114333333333334,-3.1079999999999997,78.03977777777777,0.2985555555555556
2634,2021-12-19 22:45:00,5.097444444444443,-2.8583333333333334,75.8741111111111,0.36766666666666664
2635,2021-12-19 23:00:00,4.9222222222222225,-2.697111111111112,75.54111111111115,0.16644444444444442
2636,2021-12-19 23:15:00,5.150111111111111,-2.9933333333333345,76.72955555555555,0.14700000000000008
2637,2021-12-19 23:30:00,5.050666666666666,-3.0013333333333345,77.52788888888892,0.12333333333333331
2638,2021-12-19 23:45:00,4.766629213483146,-2.7508988764044946,77.35314606741574,0.1424719101123596
2639,2021-12-20 00:00:00,5.1993333333333345,-3.106777777777779,77.32733333333333,0.1362222222222223
2640,2021-12-20 00:15:00,4.105555555555555,-2.9513333333333347,76.66344444444448,0.16188888888888894
2641,2021-12-20 00:30:00,4.670555555555555,-3.0206666666666666,77.07922222222223,0.15600000000000006
2642,2021-12-20 00:45:00,4.996444444444443,-2.9013333333333327,76.84033333333332,0.025333333333333367
2643,2021-12-20 01:00:00,4.9205555555555565,-2.9016666666666677,77.54655555555557,0.2690000000000002
2644,2021-12-20 01:15:00,5.643,-3.467444444444444,77.50233333333335,0.02588888888888889
2645,2021-12-20 01:30:00,5.584000000000002,-3.281000000000002,76.1601111111111,0.08122222222222218
2646,2021-12-20 01:45:00,5.548555555555556,-3.3501111111111124,77.03866666666669,0.022555555555555554
2647,2021-12-20 02:00:00,5.738888888888892,-3.4466666666666677,76.54888888888888,0.016222222222222218
2648,2021-12-20 02:15:00,5.791777777777778,-3.4527777777777784,76.1647777777778,0.03844444444444446
2649,2021-12-20 02:30:00,6.0014444444444415,-3.722999999999998,77.13900000000001,-0.0032222222222222227
2650,2021-12-20 02:45:00,6.283888888888888,-4.000555555555554,77.76944444444445,0.07966666666666665
2651,2021-12-20 03:00:00,6.428333333333334,-4.190444444444447,78.70300000000002,0.00922222222222222
2652,2021-12-20 03:15:00,6.307666666666667,-4.174999999999999,79.31322222222217,-0.002555555555555555
2653,2021-12-20 03:30:00,6.315444444444446,-4.27222222222222,80.11944444444447,-0.004777777777777779
2654,2021-12-20 03:45:00,6.593777777777776,-4.428666666666667,79.81288888888888,0.019888888888888887
2655,2021-12-20 04:00:00,6.5687777777777745,-4.478666666666666,80.40255555555554,0.027555555555555552
2656,2021-12-20 04:15:00,6.5906666666666665,-4.437222222222223,79.71922222222221,-0.003
2657,2021-12-20 04:30:00,6.410666666666667,-4.331888888888889,80.1858888888889,0.03677777777777777
2658,2021-12-20 04:45:00,6.5478888888888855,-4.4268888888888895,79.96222222222224,0.002666666666666667
2659,2021-12-20 05:00:00,6.744222222222223,-4.631555555555555,80.44155555555555,0.0021111111111111113
2660,2021-12-20 05:15:00,6.746444444444445,-4.609444444444444,80.21933333333332,0.031
2661,2021-12-20 05:30:00,6.953666666666669,-4.724666666666664,79.94544444444445,0.005555555555555556
2662,2021-12-20 05:45:00,6.773222222222222,-4.769666666666667,81.5457777777778,-0.0025555555555555557
2663,2021-12-20 06:00:00,6.941555555555553,-4.8594444444444465,81.19288888888886,0.03211111111111112
2664,2021-12-20 06:15:00,7.330111111111112,-5.017000000000001,79.92422222222218,0.03344444444444445
2665,2021-12-20 06:30:00,7.1006666666666645,-4.919111111111112,80.70133333333332,0.11444444444444453
2666,2021-12-20 06:45:00,7.107111111111115,-4.873,79.92311111111111,0.017444444444444446
2667,2021-12-20 07:00:00,7.311,-5.081888888888888,80.69533333333334,0.0791111111111111
2668,2021-12-20 07:15:00,7.424333333333332,-5.419222222222224,83.00333333333336,0.18600000000000003
2669,2021-12-20 07:30:00,8.811777777777776,-6.4734444444444454,82.76133333333333,0.11344444444444447
2670,2021-12-20 07:45:00,8.61101123595506,-6.856629213483145,87.98797752808989,0.026853932584269675
2671,2021-12-20 08:00:00,8.580444444444444,-6.829222222222221,88.28155555555551,-0.006555555555555557
2672,2021-12-20 08:15:00,8.867222222222228,-6.957444444444444,87.1028888888889,0.09833333333333336
2673,2021-12-20 08:30:00,8.60588888888889,-6.917888888888887,88.62288888888888,0.13577777777777778
2674,2021-12-20 08:45:00,9.15922222222222,-7.2682222222222235,87.80788888888888,0.20533333333333337
2675,2021-12-20 09:00:00,9.613333333333335,-7.651000000000002,88.5467777777778,0.07277777777777775
2676,2021-12-20 09:15:00,7.02055555555556,-4.869222222222223,81.07988888888889,0.19955555555555557
2677,2021-12-20 09:30:00,5.1781111111111136,-2.9298888888888897,73.65044444444446,0.26333333333333336
2678,2021-12-20 09:45:00,1.798888888888889,-1.6813333333333322,78.40844444444444,0.34966666666666657
2679,2021-12-20 10:00:00,3.5943333333333336,-2.1535555555555557,79.34166666666665,0.5010000000000001
2680,2021-12-20 10:15:00,4.7043333333333335,-3.1599999999999997,81.62811111111115,0.37922222222222224
2681,2021-12-20 10:30:00,5.891111111111112,-4.374666666666668,84.29911111111112,0.19022222222222218
2682,2021-12-20 10:45:00,6.7568888888888905,-5.6098888888888885,90.05133333333335,0.12066666666666666
2683,2021-12-20 11:00:00,7.7538888888888895,-6.586555555555559,92.10522222222224,0.14011111111111116
2684,2021-12-20 11:15:00,7.95611111111111,-6.662777777777777,91.11922222222226,0.0672222222222222
2685,2021-12-20 11:30:00,8.583555555555558,-7.5214444444444455,94.78688888888888,0.2692222222222223
2686,2021-12-20 11:45:00,8.606333333333334,-7.823444444444449,97.77900000000001,0.17111111111111124
2687,2021-12-20 12:00:00,8.383555555555551,-7.676555555555553,97.7667777777778,0.035444444444444466
2688,2021-12-20 12:15:00,8.779999999999998,-7.824555555555558,96.39588888888892,0.06811111111111111
2689,2021-12-20 12:30:00,9.875999999999996,-8.715111111111108,96.51055555555557,0.13355555555555565
2690,2021-12-20 12:45:00,9.457777777777785,-8.610777777777779,98.8627777777778,-0.0008888888888888886
2691,2021-12-20 13:00:00,9.902333333333331,-8.745666666666663,96.84255555555555,0.09533333333333334
2692,2021-12-20 13:15:00,9.799444444444443,-8.677888888888889,96.9071111111111,0.08477777777777777
2693,2021-12-20 13:30:00,9.739000000000004,-8.646888888888888,96.70333333333329,0.014666666666666665
2694,2021-12-20 13:45:00,9.646111111111109,-8.613666666666669,97.6087777777778,-0.003
2695,2021-12-20 14:00:00,9.825555555555555,-8.620000000000001,96.33788888888887,0.029666666666666668
2696,2021-12-20 14:15:00,10.350777777777775,-8.936111111111106,94.86788888888894,0.004888888888888888
2697,2021-12-20 14:30:00,10.322666666666667,-9.206666666666665,98.04044444444443,0.11388888888888887
2698,2021-12-20 14:45:00,10.333333333333329,-9.26388888888889,98.69755555555554,0.1046666666666667
2699,2021-12-20 15:00:00,10.46333333333333,-9.347666666666667,98.44422222222222,0.10588888888888891
2700,2021-12-20 15:15:00,10.583888888888888,-9.432444444444446,98.02677777777782,-0.0019999999999999996
2701,2021-12-20 15:30:00,10.867333333333335,-9.620777777777779,98.05644444444442,0.027222222222222224
2702,2021-12-20 15:45:00,11.038988764044948,-9.939662921348319,99.39460674157303,0.0006741573033707846
2703,2021-12-20 16:00:00,11.165666666666672,-10.007444444444443,99.5818888888889,0.02111111111111113
2704,2021-12-20 16:15:00,11.228444444444447,-10.139666666666667,99.35277777777782,0.013777777777777778
2705,2021-12-20 16:30:00,11.248999999999999,-10.395999999999999,99.43211111111113,0.04044444444444447
2706,2021-12-20 16:45:00,11.25955555555555,-10.333444444444448,99.41833333333332,0.012444444444444444
2707,2021-12-20 17:00:00,11.262111111111107,-10.535555555555558,99.33766666666666,-0.004333333333333333
2708,2021-12-20 17:15:00,11.263333333333328,-10.65466666666667,99.38133333333334,0.032111111111111125
2709,2021-12-20 17:30:00,11.25,-10.588333333333331,99.59100000000001,0.02477777777777779
2710,2021-12-20 17:45:00,11.25733333333333,-10.496555555555556,99.59922222222225,-0.007777777777777782
2711,2021-12-20 18:00:00,11.256222222222217,-10.760555555555557,99.59477777777781,0.04744444444444444
2712,2021-12-20 18:15:00,11.25633333333333,-11.12433333333333,99.4006666666667,0.036
2713,2021-12-20 18:30:00,11.250222222222222,-10.883,99.46988888888895,0.09677777777777778
2714,2021-12-20 18:45:00,11.248666666666669,-10.887111111111116,99.53088888888891,-0.0008888888888888887
2715,2021-12-20 19:00:00,11.249333333333333,-10.765444444444446,99.4287777777778,-0.0031111111111111114
2716,2021-12-20 19:15:00,11.231888888888898,-10.701777777777778,99.43377777777779,0.029222222222222226
2717,2021-12-20 19:30:00,11.220555555555565,-10.295777777777786,99.56444444444448,0.007555555555555555
2718,2021-12-20 19:45:00,11.228222222222229,-10.531111111111109,98.7736666666667,0.04833333333333334
2719,2021-12-20 20:00:00,11.11355555555556,-9.926999999999996,99.5986666666667,0.01311111111111111
2720,2021-12-20 20:15:00,10.71255555555556,-9.651555555555559,99.38600000000002,0.006111111111111109
2721,2021-12-20 20:30:00,10.699111111111106,-9.575444444444448,98.92688888888891,0.048111111111111084
2722,2021-12-20 20:45:00,10.88911111111111,-9.745111111111118,98.88055555555557,0.019888888888888893
2723,2021-12-20 21:00:00,10.976555555555555,-9.883999999999995,98.43888888888888,0.013999999999999997
2724,2021-12-20 21:15:00,11.143999999999997,-10.195888888888884,98.10144444444445,-0.001333333333333333
2725,2021-12-20 21:30:00,11.163999999999996,-10.511999999999997,98.05122222222222,0.02700000000000002
2726,2021-12-20 21:45:00,11.158666666666667,-10.189111111111114,98.8263333333333,0.007111111111111109
2727,2021-12-20 22:00:00,11.142222222222223,-10.133777777777777,98.72055555555553,0.06399999999999997
2728,2021-12-20 22:15:00,11.125888888888888,-10.240777777777781,98.75955555555558,-0.00022222222222222242
2729,2021-12-20 22:30:00,11.106555555555556,-10.35588888888889,96.80577777777775,0.06988888888888889
2730,2021-12-20 22:45:00,11.108651685393266,-10.188426966292134,97.89202247191012,-0.0017977528089887648
2731,2021-12-20 23:00:00,11.113000000000008,-9.944444444444438,98.20444444444442,-0.003333333333333334
2732,2021-12-20 23:15:00,11.052666666666672,-9.988888888888887,96.51355555555554,0.008444444444444442
