 

stn;time;pva200s0;tre200s0;rre150z0;ure200s0;tde200s0;fkl010z0
MMGTT;202112140650;5.2;-0.3;0.0;87.0;-2.2;2.1
MMGTT;202112140700;5.2;-0.3;0.0;87.0;-2.2;2.1
MMGTT;202112140710;5.2;-0.3;0.0;87.0;-2.2;2.1
MMGTT;202112140720;5.2;-0.2;0.0;87.0;-2.1;2.1
MMGTT;202112140730;5.2;-0.1;0.0;86.3;-2.1;2.1
MMGTT;202112140740;5.3;0.1;0.0;86.4;-1.9;2.1
MMGTT;202112140750;5.4;0.3;0.0;85.8;-1.8;1.5
MMGTT;202112140800;5.4;0.4;0.0;85.8;-1.7;2.1
MMGTT;202112140810;5.5;0.7;0.0;85.8;-1.4;1.5
MMGTT;202112140820;5.5;0.8;0.0;85.2;-1.4;0.0
MMGTT;202112140830;5.5;0.9;0.0;83.9;-1.5;1.0
MMGTT;202112140840;5.6;1.0;0.0;85.8;-1.1;1.5
MMGTT;202112140850;5.6;1.0;0.0;85.8;-1.1;2.1
MMGTT;202112140900;5.6;0.9;0.0;86.5;-1.1;2.1
MMGTT;202112140910;5.7;1.1;0.0;85.8;-1.0;2.1
MMGTT;202112140920;5.8;1.4;0.0;85.9;-0.7;2.1
MMGTT;202112140930;5.9;1.7;0.0;85.9;-0.4;1.0
MMGTT;202112140940;6.1;1.9;0.0;87.2;0.0;1.0
MMGTT;202112140950;6.2;2.2;0.0;86.6;0.2;0.5
MMGTT;202112141000;6.3;2.4;0.0;87.2;0.5;0.5
MMGTT;202112141010;6.4;2.8;0.0;86.0;0.7;1.0
MMGTT;202112141020;6.6;3.2;0.0;86.1;1.1;0.5
MMGTT;202112141030;6.5;3.4;0.0;83.0;0.8;0.5
MMGTT;202112141040;6.3;3.4;0.0;80.7;0.4;1.5
MMGTT;202112141050;6.2;3.4;0.0;80.1;0.3;1.0
MMGTT;202112141100;6.0;3.1;0.0;78.9;-0.2;0.5
MMGTT;202112141110;5.9;2.9;0.0;78.9;-0.4;1.0
MMGTT;202112141120;5.9;2.7;0.0;80.0;-0.4;1.0
MMGTT;202112141130;5.9;2.3;0.0;82.3;-0.4;0.0
MMGTT;202112141140;5.8;2.2;0.0;81.7;-0.6;1.5
MMGTT;202112141150;5.8;2.0;0.0;82.3;-0.7;0.5
MMGTT;202112141200;5.8;1.9;0.0;83.5;-0.6;1.5
MMGTT;202112141210;5.9;2.0;0.0;84.1;-0.4;1.5
MMGTT;202112141220;6.1;2.2;0.0;84.7;-0.1;0.5
MMGTT;202112141230;6.2;2.7;0.0;83.6;0.2;0.0
MMGTT;202112141240;6.3;3.1;0.0;83.0;0.5;0.0
MMGTT;202112141250;6.5;3.4;0.0;83.0;0.8;0.0
MMGTT;202112141300;6.2;3.3;0.0;80.1;0.2;1.0
MMGTT;202112141310;6.2;3.4;0.0;80.1;0.3;1.0
MMGTT;202112141320;6.3;3.6;0.0;79.5;0.4;1.5
MMGTT;202112141330;6.5;3.8;0.0;80.7;0.8;1.5
MMGTT;202112141340;6.5;3.8;0.0;80.7;0.8;1.5
MMGTT;202112141350;6.5;3.7;0.0;81.9;0.9;1.5
MMGTT;202112141400;6.5;3.6;0.0;81.9;0.8;1.5
MMGTT;202112141410;6.5;3.6;0.0;81.9;0.8;1.5
MMGTT;202112141420;6.5;3.5;0.0;83.1;0.9;1.0
MMGTT;202112141430;6.4;3.4;0.0;81.9;0.6;1.0
MMGTT;202112141440;6.5;3.3;0.0;83.6;0.8;1.0
MMGTT;202112141450;6.4;3.2;0.0;83.0;0.6;1.5
MMGTT;202112141500;6.3;3.1;0.0;83.0;0.5;1.5
MMGTT;202112141510;6.2;2.9;0.0;83.0;0.3;2.1
MMGTT;202112141520;6.2;2.7;0.0;83.0;0.1;1.5
MMGTT;202112141530;6.1;2.6;0.0;83.5;0.1;1.5
MMGTT;202112141540;6.0;2.3;0.0;82.9;-0.3;2.1
MMGTT;202112141550;5.8;2.0;0.0;82.9;-0.6;2.1
MMGTT;202112141600;5.8;1.8;0.0;83.4;-0.7;2.1
MMGTT;202112141610;5.8;1.7;0.0;84.0;-0.7;2.1
MMGTT;202112141620;5.8;1.6;0.0;84.0;-0.8;2.1
MMGTT;202112141630;5.8;1.6;0.0;85.3;-0.6;2.1
MMGTT;202112141640;5.9;1.6;0.0;85.9;-0.5;1.0
MMGTT;202112141650;5.9;1.6;0.0;85.9;-0.5;1.5
MMGTT;202112141700;5.9;1.6;0.0;86.5;-0.4;1.5
MMGTT;202112141710;5.9;1.6;0.0;85.9;-0.5;2.1
MMGTT;202112141720;5.9;1.7;0.0;85.9;-0.4;2.1
MMGTT;202112141730;5.9;1.7;0.0;85.9;-0.4;2.1
MMGTT;202112141740;6.0;1.8;0.0;85.9;-0.3;1.5
MMGTT;202112141750;6.0;1.9;0.0;85.9;-0.2;2.1
MMGTT;202112141800;6.0;2.1;0.0;84.7;-0.2;2.1
MMGTT;202112141810;6.0;2.2;0.0;83.5;-0.3;2.1
MMGTT;202112141820;6.1;2.3;0.0;84.1;-0.1;2.1
MMGTT;202112141830;6.1;2.3;0.0;84.1;-0.1;1.5
MMGTT;202112141840;5.9;2.2;0.0;82.9;-0.4;2.1
MMGTT;202112141850;6.0;2.3;0.0;82.9;-0.3;2.1
MMGTT;202112141900;5.9;2.2;0.0;82.9;-0.4;2.1
MMGTT;202112141910;5.9;2.2;0.0;82.9;-0.4;2.1
MMGTT;202112141920;5.9;2.2;0.0;82.9;-0.4;2.1
MMGTT;202112141930;5.9;2.2;0.0;82.9;-0.4;2.1
MMGTT;202112141940;5.9;2.3;0.0;81.7;-0.5;2.1
MMGTT;202112141950;6.0;2.3;0.0;82.9;-0.3;1.5
MMGTT;202112142000;5.9;2.3;0.0;82.3;-0.4;2.1
MMGTT;202112142010;6.0;2.4;0.0;82.3;-0.3;2.1
MMGTT;202112142020;6.0;2.5;0.0;81.7;-0.3;2.1
MMGTT;202112142030;6.0;2.6;0.0;81.7;-0.2;2.1
MMGTT;202112142040;5.9;2.6;0.0;80.6;-0.4;2.1
MMGTT;202112142050;6.0;2.6;0.0;81.1;-0.3;2.1
MMGTT;202112142100;6.0;2.6;0.0;81.1;-0.3;2.1
MMGTT;202112142110;6.0;2.6;0.0;81.7;-0.2;2.1
MMGTT;202112142120;6.0;2.6;0.0;81.7;-0.2;2.1
MMGTT;202112142130;6.1;2.4;0.0;83.5;-0.1;1.5
MMGTT;202112142140;5.9;2.4;0.0;81.7;-0.4;2.1
MMGTT;202112142150;5.9;2.3;0.0;82.3;-0.4;2.1
MMGTT;202112142200;5.9;2.3;0.0;81.7;-0.5;2.1
MMGTT;202112142210;5.9;2.2;0.0;82.3;-0.5;2.1
MMGTT;202112142220;5.8;2.2;0.0;81.7;-0.6;2.1
MMGTT;202112142230;5.8;2.2;0.0;80.5;-0.8;2.1
MMGTT;202112142240;5.7;2.1;0.0;80.5;-0.9;2.1
MMGTT;202112142250;5.8;2.0;0.0;82.3;-0.7;2.1
MMGTT;202112142300;5.8;1.9;0.0;82.2;-0.8;1.5
MMGTT;202112142310;5.8;1.8;0.0;83.4;-0.7;1.5
MMGTT;202112142320;5.8;1.8;0.0;84.1;-0.6;1.5
MMGTT;202112142330;5.8;1.7;0.0;84.0;-0.7;1.5
MMGTT;202112142340;5.8;1.8;0.0;84.1;-0.6;1.5
MMGTT;202112142350;5.8;1.8;0.0;84.1;-0.6;1.5
MMGTT;202112150000;5.9;1.8;0.0;84.7;-0.5;1.5
MMGTT;202112150010;5.8;1.8;0.0;84.1;-0.6;2.1
MMGTT;202112150020;5.8;1.8;0.0;84.1;-0.6;2.1
MMGTT;202112150030;5.8;1.8;0.0;84.1;-0.6;1.0
MMGTT;202112150040;5.8;1.7;0.0;84.0;-0.7;1.5
MMGTT;202112150050;5.7;1.6;0.0;83.4;-0.9;1.5
MMGTT;202112150100;5.7;1.4;0.0;84.0;-1.0;1.5
MMGTT;202112150110;5.7;1.3;0.0;84.6;-1.0;1.5
MMGTT;202112150120;5.6;1.1;0.0;84.6;-1.2;2.1
MMGTT;202112150130;5.6;0.9;0.0;86.5;-1.1;2.1
MMGTT;202112150140;5.6;0.9;0.0;86.5;-1.1;2.1
MMGTT;202112150150;5.6;0.9;0.0;85.8;-1.2;2.1
MMGTT;202112150200;5.6;0.9;0.0;85.8;-1.2;2.1
MMGTT;202112150210;5.6;0.9;0.0;85.2;-1.3;1.5
MMGTT;202112150220;5.6;0.9;0.0;85.2;-1.3;2.1
MMGTT;202112150230;5.6;0.9;0.0;85.2;-1.3;2.1
MMGTT;202112150240;5.4;0.8;0.0;83.9;-1.6;2.1
MMGTT;202112150250;5.4;0.8;0.0;83.9;-1.6;2.1
MMGTT;202112150300;5.4;0.8;0.0;83.9;-1.6;2.1
MMGTT;202112150310;5.4;0.7;0.0;83.9;-1.7;1.5
MMGTT;202112150320;5.4;0.7;0.0;83.9;-1.7;2.1
MMGTT;202112150330;5.4;0.7;0.0;83.9;-1.7;2.1
MMGTT;202112150340;5.4;0.8;0.0;83.9;-1.6;2.1
MMGTT;202112150350;5.4;0.8;0.0;83.3;-1.7;2.1
MMGTT;202112150400;5.4;0.9;0.0;82.7;-1.7;2.1
MMGTT;202112150410;5.4;0.9;0.0;82.7;-1.7;2.1
MMGTT;202112150420;5.4;0.9;0.0;83.3;-1.6;2.1
MMGTT;202112150430;5.4;0.8;0.0;83.3;-1.7;1.5
MMGTT;202112150440;5.4;0.8;0.0;82.7;-1.8;2.1
MMGTT;202112150450;5.3;0.7;0.0;82.1;-2.0;2.1
MMGTT;202112150500;5.4;0.7;0.0;83.3;-1.8;1.5
MMGTT;202112150510;5.3;0.8;0.0;82.1;-1.9;2.1
MMGTT;202112150520;5.4;0.8;0.0;83.3;-1.7;1.5
MMGTT;202112150530;5.4;0.8;0.0;83.3;-1.7;1.5
MMGTT;202112150540;5.3;0.8;0.0;82.1;-1.9;1.5
MMGTT;202112150550;5.4;0.8;0.0;83.3;-1.7;2.1
MMGTT;202112150600;5.3;0.8;0.0;82.1;-1.9;1.5
MMGTT;202112150610;5.2;0.8;0.0;80.9;-2.1;1.5
MMGTT;202112150620;5.3;0.8;0.0;82.1;-1.9;1.5
MMGTT;202112150630;5.3;0.9;0.0;80.9;-2.0;2.1
MMGTT;202112150640;5.4;0.9;0.0;82.1;-1.8;1.5
MMGTT;202112150650;5.4;0.9;0.0;82.1;-1.8;2.1
MMGTT;202112150700;5.4;0.9;0.0;82.1;-1.8;2.1
MMGTT;202112150710;5.4;1.0;0.0;82.1;-1.7;2.1
MMGTT;202112150720;5.4;0.9;0.0;82.1;-1.8;2.1
MMGTT;202112150730;5.4;1.1;0.0;81.5;-1.7;2.1
MMGTT;202112150740;5.5;1.1;0.0;82.7;-1.5;2.1
MMGTT;202112150750;5.5;1.3;0.0;81.6;-1.5;2.1
MMGTT;202112150800;5.6;1.4;0.0;83.4;-1.1;2.1
MMGTT;202112150810;5.7;1.6;0.0;82.8;-1.0;2.1
MMGTT;202112150820;5.7;1.7;0.0;82.8;-0.9;1.5
MMGTT;202112150830;5.8;1.8;0.0;84.1;-0.6;1.5
MMGTT;202112150840;5.9;2.1;0.0;83.5;-0.4;1.5
MMGTT;202112150850;6.0;2.2;0.0;84.1;-0.2;1.0
MMGTT;202112150900;6.1;2.4;0.0;84.1;0.0;0.0
MMGTT;202112150910;6.2;2.7;0.0;84.2;0.3;1.0
MMGTT;202112150920;6.2;2.9;0.0;83.0;0.3;0.5
MMGTT;202112150930;6.2;3.1;0.0;81.8;0.3;0.0
MMGTT;202112150940;6.2;3.2;0.0;80.6;0.2;0.0
MMGTT;202112150950;6.1;3.2;0.0;79.5;0.0;0.0
MMGTT;202112151000;6.0;3.2;0.0;77.8;-0.3;0.5
MMGTT;202112151010;6.1;3.1;0.0;79.5;-0.1;1.0
MMGTT;202112151020;6.0;2.9;0.0;80.0;-0.2;0.0
MMGTT;202112151030;6.0;2.8;0.0;80.0;-0.3;0.5
MMGTT;202112151040;6.1;2.7;0.0;81.8;-0.1;1.0
MMGTT;202112151050;5.9;2.6;0.0;80.6;-0.4;0.0
MMGTT;202112151100;5.8;2.4;0.0;79.9;-0.7;0.5
MMGTT;202112151110;5.8;2.3;0.0;79.9;-0.8;0.5
MMGTT;202112151120;5.8;2.3;0.0;79.9;-0.8;0.5
MMGTT;202112151130;5.8;2.3;0.0;81.1;-0.6;1.0
MMGTT;202112151140;5.8;2.3;0.0;81.1;-0.6;0.5
MMGTT;202112151150;5.9;2.3;0.0;81.7;-0.5;0.0
MMGTT;202112151200;6.0;2.3;0.0;82.9;-0.3;1.0
MMGTT;202112151210;6.1;2.3;0.0;84.1;-0.1;1.0
MMGTT;202112151220;6.0;2.3;0.0;82.9;-0.3;1.0
MMGTT;202112151230;5.9;2.2;0.0;82.3;-0.5;1.5
MMGTT;202112151240;5.9;2.2;0.0;82.9;-0.4;1.0
MMGTT;202112151250;6.0;2.2;0.0;84.1;-0.2;1.0
MMGTT;202112151300;6.1;2.2;0.0;85.3;0.0;1.5
MMGTT;202112151310;6.1;2.2;0.0;85.3;0.0;1.5
MMGTT;202112151320;6.0;2.2;0.0;83.5;-0.3;0.0
MMGTT;202112151330;6.0;2.1;0.0;84.1;-0.3;0.0
MMGTT;202112151340;6.0;2.0;0.0;84.7;-0.3;1.5
MMGTT;202112151350;6.0;1.9;0.0;85.3;-0.3;1.0
MMGTT;202112151400;5.9;1.8;0.0;84.7;-0.5;2.1
MMGTT;202112151410;5.9;1.7;0.0;85.9;-0.4;1.5
MMGTT;202112151420;6.0;1.6;0.0;87.2;-0.3;1.5
MMGTT;202112151430;5.9;1.6;0.0;86.5;-0.4;2.1
MMGTT;202112151440;5.9;1.6;0.0;86.5;-0.4;2.1
MMGTT;202112151450;5.9;1.6;0.0;86.5;-0.4;2.1
MMGTT;202112151500;5.9;1.6;0.0;86.5;-0.4;2.1
MMGTT;202112151510;5.9;1.6;0.0;86.5;-0.4;2.1
MMGTT;202112151520;5.9;1.6;0.0;85.9;-0.5;2.1
MMGTT;202112151530;5.8;1.4;0.0;86.5;-0.6;2.1
MMGTT;202112151540;5.8;1.4;0.0;85.9;-0.7;2.1
MMGTT;202112151550;5.8;1.3;0.0;85.9;-0.8;1.5
MMGTT;202112151600;5.7;1.2;0.0;85.9;-0.9;2.1
MMGTT;202112151610;5.7;1.2;0.0;85.9;-0.9;1.5
MMGTT;202112151620;5.7;1.1;0.0;85.8;-1.0;0.5
MMGTT;202112151630;5.5;0.7;0.0;85.8;-1.4;1.0
MMGTT;202112151640;5.4;0.5;0.0;85.8;-1.6;0.5
MMGTT;202112151650;5.4;0.3;0.0;87.0;-1.6;1.5
MMGTT;202112151700;5.4;0.1;0.0;87.7;-1.7;2.1
MMGTT;202112151710;5.4;-0.1;0.0;88.9;-1.7;1.0
MMGTT;202112151720;5.3;-0.2;0.0;87.6;-2.0;0.0
MMGTT;202112151730;5.3;-0.4;0.0;88.9;-2.0;1.5
MMGTT;202112151740;5.2;-0.5;0.0;88.9;-2.1;2.1
MMGTT;202112151750;5.3;-0.6;0.0;90.2;-2.0;1.5
MMGTT;202112151800;5.3;-0.6;0.0;90.2;-2.0;1.5
MMGTT;202112151810;5.3;-0.6;0.0;90.2;-2.0;1.5
MMGTT;202112151820;5.3;-0.4;0.0;89.6;-1.9;2.1
MMGTT;202112151830;5.4;-0.3;0.0;89.6;-1.8;2.1
MMGTT;202112151840;5.4;-0.2;0.0;89.6;-1.7;2.1
MMGTT;202112151850;5.4;-0.2;0.0;88.9;-1.8;1.5
MMGTT;202112151900;5.4;-0.1;0.0;88.9;-1.7;1.5
MMGTT;202112151910;5.3;-0.2;0.0;87.6;-2.0;2.1
MMGTT;202112151920;5.2;-0.3;0.0;87.6;-2.1;2.1
MMGTT;202112151930;5.3;-0.3;0.0;88.9;-1.9;2.1
MMGTT;202112151940;5.3;-0.2;0.0;88.3;-1.9;2.1
MMGTT;202112151950;5.4;0.0;0.0;88.3;-1.7;2.1
MMGTT;202112152000;5.4;0.2;0.0;87.0;-1.7;2.1
MMGTT;202112152010;5.4;0.2;0.0;87.0;-1.7;2.1
MMGTT;202112152020;5.4;0.3;0.0;86.4;-1.7;2.1
MMGTT;202112152030;5.4;0.4;0.0;85.8;-1.7;2.1
MMGTT;202112152040;5.4;0.5;0.0;85.8;-1.6;2.1
MMGTT;202112152050;5.4;0.6;0.0;85.2;-1.6;1.5
MMGTT;202112152100;5.5;0.7;0.0;85.2;-1.5;2.1
MMGTT;202112152110;5.5;0.8;0.0;84.6;-1.5;2.1
MMGTT;202112152120;5.5;0.8;0.0;84.6;-1.5;1.0
MMGTT;202112152130;5.4;0.6;0.0;84.5;-1.7;1.0
MMGTT;202112152140;5.2;0.1;0.0;83.8;-2.3;0.0
MMGTT;202112152150;5.2;-0.2;0.0;86.3;-2.2;1.5
MMGTT;202112152200;5.0;-0.4;0.0;84.4;-2.7;0.5
MMGTT;202112152210;5.0;-0.7;0.0;86.3;-2.7;1.5
MMGTT;202112152220;5.0;-0.9;0.0;86.9;-2.8;1.5
MMGTT;202112152230;5.0;-1.1;0.0;88.2;-2.8;1.5
MMGTT;202112152240;5.0;-1.1;0.0;88.9;-2.7;1.0
MMGTT;202112152250;5.0;-1.2;0.0;89.5;-2.7;1.5
MMGTT;202112152300;5.0;-1.2;0.0;88.8;-2.8;2.1
MMGTT;202112152310;5.0;-1.3;0.0;90.2;-2.7;1.5
MMGTT;202112152320;5.0;-1.3;0.0;90.2;-2.7;2.1
MMGTT;202112152330;5.0;-1.3;0.0;90.2;-2.7;1.5
MMGTT;202112152340;5.0;-1.3;0.0;90.8;-2.6;1.5
MMGTT;202112152350;5.0;-1.3;0.0;90.8;-2.6;2.1
MMGTT;202112160000;5.1;-1.2;0.0;90.8;-2.5;2.1
MMGTT;202112160010;5.1;-1.2;0.0;91.5;-2.4;2.1
MMGTT;202112160020;5.2;-1.1;0.0;91.5;-2.3;1.5
MMGTT;202112160030;5.2;-1.0;0.0;90.9;-2.3;0.0
MMGTT;202112160040;5.1;-1.0;0.0;90.2;-2.4;1.0
MMGTT;202112160050;5.0;-1.2;0.0;89.5;-2.7;0.5
MMGTT;202112160100;4.8;-1.6;0.0;88.1;-3.3;1.0
MMGTT;202112160110;4.8;-1.8;0.0;88.8;-3.4;1.0
MMGTT;202112160120;4.7;-2.1;0.0;89.4;-3.6;1.5
MMGTT;202112160130;4.6;-2.3;0.0;88.7;-3.9;0.5
MMGTT;202112160140;4.6;-2.5;0.0;90.1;-3.9;1.0
MMGTT;202112160150;4.5;-2.6;0.0;90.1;-4.0;1.0
MMGTT;202112160200;4.5;-2.7;0.0;90.7;-4.0;1.0
MMGTT;202112160210;4.5;-2.7;0.0;90.7;-4.0;1.5
MMGTT;202112160220;4.6;-2.7;0.0;92.1;-3.8;2.1
MMGTT;202112160230;4.8;-2.4;0.0;92.8;-3.4;2.1
MMGTT;202112160240;4.8;-2.2;0.0;92.8;-3.2;1.0
MMGTT;202112160250;4.9;-2.1;0.0;92.8;-3.1;1.5
MMGTT;202112160300;4.8;-2.1;0.0;92.1;-3.2;1.0
MMGTT;202112160310;4.8;-2.2;0.0;92.1;-3.3;1.5
MMGTT;202112160320;4.8;-2.1;0.0;92.1;-3.2;1.5
MMGTT;202112160330;4.9;-2.0;0.0;92.2;-3.1;2.1
MMGTT;202112160340;4.9;-1.9;0.0;92.2;-3.0;2.1
MMGTT;202112160350;5.0;-1.7;0.0;92.2;-2.8;1.5
MMGTT;202112160400;5.0;-1.6;0.0;92.2;-2.7;1.5
MMGTT;202112160410;4.9;-1.6;0.0;90.8;-2.9;0.5
MMGTT;202112160420;4.9;-1.7;0.0;91.5;-2.9;0.5
MMGTT;202112160430;4.9;-1.7;0.0;90.8;-3.0;1.5
MMGTT;202112160440;4.9;-1.8;0.0;90.8;-3.1;0.5
MMGTT;202112160450;4.9;-1.8;0.0;90.8;-3.1;1.5
MMGTT;202112160500;4.8;-1.9;0.0;90.8;-3.2;1.5
MMGTT;202112160510;4.8;-1.9;0.0;90.8;-3.2;1.5
MMGTT;202112160520;4.8;-2.0;0.0;90.8;-3.3;2.1
MMGTT;202112160530;4.8;-1.9;0.0;90.8;-3.2;1.0
MMGTT;202112160540;4.8;-1.9;0.0;90.8;-3.2;0.5
MMGTT;202112160550;4.8;-2.1;0.0;91.5;-3.3;0.0
MMGTT;202112160600;4.8;-2.2;0.0;91.5;-3.4;0.0
MMGTT;202112160610;4.6;-2.3;0.0;90.1;-3.7;0.5
MMGTT;202112160620;4.5;-2.6;0.0;90.1;-4.0;0.0
MMGTT;202112160630;4.5;-2.7;0.0;90.1;-4.1;0.0
MMGTT;202112160640;4.5;-2.8;0.0;90.1;-4.2;0.5
MMGTT;202112160650;4.4;-3.1;0.0;90.7;-4.4;0.5
MMGTT;202112160700;4.3;-3.4;0.0;90.0;-4.8;0.0
MMGTT;202112160710;4.2;-3.6;0.0;90.7;-4.9;0.0
MMGTT;202112160720;4.2;-3.8;0.0;91.3;-5.0;2.1
MMGTT;202112160730;4.2;-3.8;0.0;92.0;-4.9;1.0
MMGTT;202112160740;4.3;-3.7;0.0;92.0;-4.8;1.0
MMGTT;202112160750;4.3;-3.6;0.0;92.8;-4.6;0.5
MMGTT;202112160800;4.4;-3.5;0.0;92.8;-4.5;1.5
MMGTT;202112160810;4.4;-3.4;0.0;92.8;-4.4;1.0
MMGTT;202112160820;4.4;-3.3;0.0;92.8;-4.3;1.0
MMGTT;202112160830;4.5;-3.3;0.0;94.2;-4.1;1.5
MMGTT;202112160840;4.6;-3.0;0.0;94.2;-3.8;2.1
MMGTT;202112160850;4.6;-2.8;0.0;93.5;-3.7;0.5
MMGTT;202112160900;4.7;-2.7;0.0;93.5;-3.6;1.5
MMGTT;202112160910;4.7;-2.7;0.0;94.2;-3.5;1.0
MMGTT;202112160920;4.8;-2.4;0.0;93.5;-3.3;1.0
MMGTT;202112160930;4.9;-2.2;0.0;93.5;-3.1;1.0
MMGTT;202112160940;5.0;-2.0;0.0;94.2;-2.8;0.5
MMGTT;202112160950;5.0;-1.8;0.0;93.6;-2.7;1.0
MMGTT;202112161000;5.0;-1.8;0.0;92.9;-2.8;1.0
MMGTT;202112161010;5.0;-1.8;0.0;92.9;-2.8;0.0
MMGTT;202112161020;4.9;-1.9;0.0;91.5;-3.1;0.0
MMGTT;202112161030;4.8;-2.2;0.0;92.1;-3.3;0.0
MMGTT;202112161040;4.7;-2.3;0.0;91.5;-3.5;0.0
MMGTT;202112161050;4.7;-2.4;0.0;91.4;-3.6;0.0
MMGTT;202112161100;4.6;-2.7;0.0;92.1;-3.8;1.5
MMGTT;202112161110;4.5;-2.8;0.0;91.4;-4.0;0.5
MMGTT;202112161120;4.6;-2.9;0.0;92.8;-3.9;0.0
MMGTT;202112161130;4.6;-2.9;0.0;92.8;-3.9;0.0
MMGTT;202112161140;4.5;-3.0;0.0;92.8;-4.0;0.0
MMGTT;202112161150;4.5;-3.1;0.0;93.5;-4.0;0.0
MMGTT;202112161200;4.5;-3.2;0.0;94.2;-4.0;0.5
MMGTT;202112161210;4.4;-3.4;0.0;92.8;-4.4;0.5
MMGTT;202112161220;4.3;-3.8;0.0;93.4;-4.7;1.0
MMGTT;202112161230;4.3;-3.9;0.0;94.2;-4.7;1.0
MMGTT;202112161240;4.3;-3.8;0.0;93.4;-4.7;0.0
MMGTT;202112161250;4.3;-3.8;0.0;93.4;-4.7;0.0
MMGTT;202112161300;4.3;-3.9;0.0;93.4;-4.8;0.0
MMGTT;202112161310;4.2;-4.3;0.0;94.1;-5.1;0.5
MMGTT;202112161320;4.2;-4.4;0.0;94.8;-5.1;0.0
MMGTT;202112161330;4.2;-4.6;0.0;95.6;-5.2;0.5
MMGTT;202112161340;4.1;-4.6;0.0;94.8;-5.3;0.0
MMGTT;202112161350;4.1;-4.7;0.0;95.6;-5.3;0.0
MMGTT;202112161400;4.1;-4.7;0.0;94.8;-5.4;0.0
MMGTT;202112161410;4.1;-4.7;0.0;95.6;-5.3;0.0
MMGTT;202112161420;4.1;-4.5;0.0;94.8;-5.2;0.0
MMGTT;202112161430;4.2;-4.3;0.0;95.6;-4.9;0.0
MMGTT;202112161440;4.3;-4.2;0.0;95.6;-4.8;0.0
MMGTT;202112161450;4.3;-4.2;0.0;96.3;-4.7;0.0
MMGTT;202112161500;4.3;-4.2;0.0;95.6;-4.8;0.5
MMGTT;202112161510;4.2;-4.3;0.0;95.6;-4.9;1.5
MMGTT;202112161520;4.3;-4.3;0.0;96.3;-4.8;1.0
MMGTT;202112161530;4.3;-4.2;0.0;95.6;-4.8;0.0
MMGTT;202112161540;4.3;-4.1;0.0;95.6;-4.7;0.0
MMGTT;202112161550;4.3;-4.1;0.0;95.6;-4.7;0.0
MMGTT;202112161600;4.3;-4.1;0.0;95.6;-4.7;0.0
MMGTT;202112161610;4.3;-4.2;0.0;96.3;-4.7;0.0
MMGTT;202112161620;4.2;-4.3;0.0;95.6;-4.9;0.0
MMGTT;202112161630;4.2;-4.7;0.0;96.3;-5.2;0.0
MMGTT;202112161640;4.0;-5.1;0.0;95.5;-5.7;0.0
MMGTT;202112161650;3.9;-5.4;0.0;96.3;-5.9;0.0
MMGTT;202112161700;3.9;-5.6;0.0;96.3;-6.1;0.0
MMGTT;202112161710;3.9;-5.5;0.0;96.3;-6.0;0.0
MMGTT;202112161720;4.0;-5.2;0.0;96.3;-5.7;1.5
MMGTT;202112161730;4.1;-4.8;0.0;97.0;-5.2;1.0
MMGTT;202112161740;4.2;-4.5;0.0;97.0;-4.9;0.5
MMGTT;202112161750;4.2;-4.5;0.0;96.3;-5.0;1.0
MMGTT;202112161800;4.2;-4.6;0.0;96.3;-5.1;0.5
MMGTT;202112161810;4.1;-4.7;0.0;95.6;-5.3;1.0
MMGTT;202112161820;4.1;-4.9;0.0;95.5;-5.5;0.5
MMGTT;202112161830;4.0;-5.2;0.0;96.3;-5.7;0.5
MMGTT;202112161840;4.0;-5.3;0.0;96.3;-5.8;0.0
MMGTT;202112161850;3.9;-5.3;0.0;95.5;-5.9;0.0
MMGTT;202112161900;3.9;-5.5;0.0;96.3;-6.0;0.0
MMGTT;202112161910;3.9;-5.6;0.0;96.3;-6.1;0.0
MMGTT;202112161920;3.8;-5.8;0.0;96.2;-6.3;0.0
MMGTT;202112161930;3.7;-6.1;0.0;96.2;-6.6;0.0
MMGTT;202112161940;3.7;-6.2;0.0;95.5;-6.8;0.5
MMGTT;202112161950;3.6;-6.3;0.0;95.5;-6.9;1.0
MMGTT;202112162000;3.6;-6.4;0.0;96.2;-6.9;0.5
MMGTT;202112162010;3.6;-6.4;0.0;96.2;-6.9;0.5
MMGTT;202112162020;3.6;-6.3;0.0;95.5;-6.9;1.0
MMGTT;202112162030;3.7;-6.2;0.0;95.5;-6.8;1.0
MMGTT;202112162040;3.8;-6.0;0.0;96.2;-6.5;1.0
MMGTT;202112162050;3.8;-5.8;0.0;96.2;-6.3;1.5
MMGTT;202112162100;3.9;-5.6;0.0;96.3;-6.1;1.5
MMGTT;202112162110;3.9;-5.4;0.0;95.5;-6.0;2.1
MMGTT;202112162120;4.0;-5.3;0.0;96.3;-5.8;2.1
MMGTT;202112162130;4.0;-5.3;0.0;96.3;-5.8;1.0
MMGTT;202112162140;4.0;-5.2;0.0;96.3;-5.7;1.0
MMGTT;202112162150;4.0;-5.2;0.0;96.3;-5.7;0.5
MMGTT;202112162200;4.0;-5.2;0.0;95.5;-5.8;1.0
MMGTT;202112162210;3.9;-5.4;0.0;95.5;-6.0;0.5
MMGTT;202112162220;3.9;-5.6;0.0;96.3;-6.1;1.0
MMGTT;202112162230;3.9;-5.6;0.0;96.3;-6.1;1.5
