 

stn;time;pva200s0;tre200s0;rre150z0;ure200s0;tde200s0;fkl010z0
MMGTT;202201060630;3.5;-6.8;0.0;94.0;-7.6;0.5
MMGTT;202201060640;3.5;-6.8;0.0;94.0;-7.6;0.5
MMGTT;202201060650;3.5;-6.8;0.0;94.0;-7.6;0.5
MMGTT;202201060700;3.5;-6.8;0.0;94.0;-7.6;0.0
MMGTT;202201060710;3.5;-6.8;0.0;94.0;-7.6;0.0
MMGTT;202201060720;3.4;-6.9;0.0;94.0;-7.7;0.5
MMGTT;202201060730;3.4;-6.9;0.0;94.0;-7.7;0.0
MMGTT;202201060740;3.4;-6.9;0.0;94.0;-7.7;0.5
MMGTT;202201060750;3.4;-6.9;0.0;94.0;-7.7;0.0
MMGTT;202201060800;3.4;-6.9;0.0;94.0;-7.7;0.0
MMGTT;202201060810;3.4;-6.9;0.0;94.0;-7.7;0.0
MMGTT;202201060820;3.4;-6.9;0.0;94.0;-7.7;0.0
MMGTT;202201060830;3.5;-6.8;0.0;94.0;-7.6;0.5
MMGTT;202201060840;3.5;-6.7;0.0;94.0;-7.5;0.5
MMGTT;202201060850;3.5;-6.7;0.0;94.0;-7.5;0.5
MMGTT;202201060900;3.5;-6.6;0.0;94.0;-7.4;0.5
MMGTT;202201060910;3.5;-6.6;0.0;94.0;-7.4;0.5
MMGTT;202201060920;3.5;-6.6;0.0;94.0;-7.4;0.0
MMGTT;202201060930;3.5;-6.5;0.0;94.0;-7.3;0.5
MMGTT;202201060940;3.5;-6.5;0.0;94.0;-7.3;0.0
MMGTT;202201060950;3.6;-6.4;0.0;94.0;-7.2;0.0
MMGTT;202201061000;3.6;-6.3;0.0;94.0;-7.1;0.0
MMGTT;202201061010;3.6;-6.2;0.0;94.0;-7.0;0.0
MMGTT;202201061020;3.6;-6.1;0.0;94.0;-6.9;0.0
MMGTT;202201061030;3.7;-6.0;0.0;94.1;-6.8;0.0
MMGTT;202201061040;3.7;-5.8;0.0;94.1;-6.6;0.0
MMGTT;202201061050;3.8;-5.7;0.0;94.1;-6.5;0.0
MMGTT;202201061100;3.8;-5.4;0.0;93.4;-6.3;0.0
MMGTT;202201061110;3.8;-5.4;0.0;93.4;-6.3;0.5
MMGTT;202201061120;3.9;-5.3;0.0;94.1;-6.1;0.0
MMGTT;202201061130;3.9;-5.3;0.0;94.1;-6.1;0.0
MMGTT;202201061140;3.9;-5.2;0.0;94.1;-6.0;0.0
MMGTT;202201061150;3.9;-5.1;0.0;94.1;-5.9;0.5
MMGTT;202201061200;4.0;-4.9;0.0;94.1;-5.7;0.0
MMGTT;202201061210;4.1;-4.7;0.0;94.1;-5.5;0.0
MMGTT;202201061220;4.1;-4.5;0.0;94.1;-5.3;0.0
MMGTT;202201061230;4.1;-4.4;0.0;93.4;-5.3;0.0
MMGTT;202201061240;4.1;-4.3;0.0;93.4;-5.2;0.0
MMGTT;202201061250;4.2;-4.1;0.0;92.7;-5.1;0.0
MMGTT;202201061300;4.2;-3.9;0.0;92.7;-4.9;0.0
MMGTT;202201061310;4.4;-3.6;0.0;94.2;-4.4;0.0
MMGTT;202201061320;4.5;-3.2;0.0;92.8;-4.2;0.0
MMGTT;202201061330;4.6;-2.9;0.0;92.8;-3.9;0.0
MMGTT;202201061340;4.6;-2.7;0.0;92.1;-3.8;0.0
MMGTT;202201061350;4.6;-2.6;0.0;90.7;-3.9;0.0
MMGTT;202201061400;4.5;-2.6;0.0;88.7;-4.2;0.0
MMGTT;202201061410;4.3;-2.8;0.0;86.7;-4.7;0.0
MMGTT;202201061420;4.3;-3.1;0.0;88.0;-4.8;0.5
MMGTT;202201061430;4.2;-3.3;0.0;88.0;-5.0;0.0
MMGTT;202201061440;4.2;-3.6;0.0;89.3;-5.1;0.0
MMGTT;202201061450;4.1;-3.9;0.0;89.3;-5.4;0.5
MMGTT;202201061500;4.0;-4.2;0.0;89.3;-5.7;0.0
MMGTT;202201061510;3.9;-4.4;0.0;88.6;-6.0;0.0
MMGTT;202201061520;3.8;-4.8;0.0;89.2;-6.3;0.0
MMGTT;202201061530;3.7;-5.1;0.0;88.5;-6.7;0.0
MMGTT;202201061540;3.6;-5.3;0.0;88.5;-6.9;0.0
MMGTT;202201061550;3.6;-5.4;-;88.7;-;0.1
MMGTT;202201061600;3.6;-5.5;-;88.9;-;0.1
MMGTT;202201061610;3.6;-5.6;-;89.1;-;0.2
MMGTT;202201061620;3.6;-5.7;-;89.4;-;0.2
MMGTT;202201061630;3.6;-5.8;-;89.6;-;0.3
MMGTT;202201061640;3.5;-5.9;-;89.8;-;0.3
MMGTT;202201061650;3.5;-6.0;-;90.1;-;0.4
MMGTT;202201061700;3.5;-6.1;-;90.4;-;0.4
MMGTT;202201061710;3.5;-6.2;-;90.7;-;0.5
MMGTT;202201061720;3.5;-6.4;-;91.1;-;0.5
MMGTT;202201061730;3.5;-6.4;0.0;91.9;-7.5;1.0
MMGTT;202201061740;3.5;-6.6;0.0;92.6;-7.6;1.0
MMGTT;202201061750;3.4;-6.8;-;92.6;-;0.6
MMGTT;202201061800;3.4;-6.9;-;92.4;-;0.8
MMGTT;202201061810;3.3;-7.0;-;92.2;-;0.9
MMGTT;202201061820;3.3;-7.0;-;92.0;-;1.0
MMGTT;202201061830;3.3;-7.0;0.0;91.8;-8.1;1.5
MMGTT;202201061840;3.3;-7.0;0.0;91.8;-8.1;1.0
MMGTT;202201061850;3.3;-7.1;-;91.9;-;0.0
MMGTT;202201061900;3.2;-7.3;-;91.8;-;0.0
MMGTT;202201061910;3.2;-7.4;-;91.7;-;0.0
MMGTT;202201061920;3.2;-7.6;-;91.6;-;0.0
MMGTT;202201061930;3.1;-7.7;0.0;91.1;-8.9;0.5
MMGTT;202201061940;3.1;-7.8;0.0;91.1;-9.0;2.1
MMGTT;202201061950;3.1;-7.9;-;91.7;-;1.9
MMGTT;202201062000;3.1;-8.0;-;91.9;-;1.9
MMGTT;202201062010;3.1;-8.0;-;92.1;-;1.6
MMGTT;202201062020;3.1;-8.1;-;92.3;-;1.3
MMGTT;202201062030;3.0;-8.2;0.0;92.5;-9.2;1.0
MMGTT;202201062040;3.0;-8.3;0.0;92.5;-9.3;1.5
MMGTT;202201062050;3.0;-8.5;0.0;91.7;-9.6;1.0
MMGTT;202201062100;3.0;-8.5;0.0;91.7;-9.6;2.1
MMGTT;202201062110;3.0;-8.4;0.0;91.7;-9.5;1.0
MMGTT;202201062120;3.0;-8.5;0.0;91.7;-9.6;1.0
MMGTT;202201062130;3.0;-8.4;0.0;91.7;-9.5;1.5
MMGTT;202201062140;3.0;-8.4;0.0;91.7;-9.5;1.0
MMGTT;202201062150;3.0;-8.4;0.0;91.7;-9.5;1.0
MMGTT;202201062200;3.0;-8.5;0.0;91.7;-9.6;0.5
MMGTT;202201062210;2.9;-8.7;0.0;92.5;-9.7;0.5
MMGTT;202201062220;2.9;-8.7;0.0;92.5;-9.7;1.5
MMGTT;202201062230;3.0;-8.5;0.0;93.2;-9.4;2.1
MMGTT;202201062240;3.1;-8.1;0.0;93.2;-9.0;2.1
MMGTT;202201062250;3.1;-7.9;0.0;92.5;-8.9;0.5
MMGTT;202201062300;3.1;-7.8;0.0;92.5;-8.8;1.0
MMGTT;202201062310;3.2;-7.8;0.0;93.2;-8.7;1.0
MMGTT;202201062320;3.2;-7.7;0.0;94.0;-8.5;1.0
MMGTT;202201062330;3.2;-7.6;0.0;94.0;-8.4;0.5
MMGTT;202201062340;3.2;-7.7;0.0;93.2;-8.6;1.0
MMGTT;202201062350;3.2;-7.8;0.0;93.2;-8.7;1.0
MMGTT;202201070000;3.1;-7.8;0.0;92.5;-8.8;1.0
MMGTT;202201070010;3.1;-8.0;0.0;93.2;-8.9;0.5
MMGTT;202201070020;3.0;-8.2;0.0;91.8;-9.3;1.0
MMGTT;202201070030;3.0;-8.3;0.0;91.8;-9.4;1.5
MMGTT;202201070040;3.0;-8.4;0.0;91.7;-9.5;1.5
MMGTT;202201070050;3.0;-8.5;0.0;91.7;-9.6;0.5
MMGTT;202201070100;3.0;-8.6;0.0;92.5;-9.6;0.5
MMGTT;202201070110;3.0;-8.5;0.0;93.2;-9.4;0.0
MMGTT;202201070120;3.0;-8.4;0.0;92.5;-9.4;1.0
MMGTT;202201070130;3.0;-8.5;0.0;91.7;-9.6;0.0
MMGTT;202201070140;2.9;-8.7;0.0;91.7;-9.8;0.0
MMGTT;202201070150;2.9;-8.9;0.0;92.4;-9.9;1.0
MMGTT;202201070200;2.8;-9.1;0.0;91.7;-10.2;1.5
MMGTT;202201070210;2.8;-9.2;0.0;91.7;-10.3;1.0
MMGTT;202201070220;2.8;-9.3;0.0;92.4;-10.3;1.5
MMGTT;202201070230;2.8;-9.3;0.0;91.7;-10.4;1.0
MMGTT;202201070240;2.8;-9.4;0.0;92.4;-10.4;1.0
MMGTT;202201070250;2.8;-9.4;0.0;91.7;-10.5;0.0
MMGTT;202201070300;2.7;-9.5;0.0;91.7;-10.6;0.5
MMGTT;202201070310;2.7;-9.6;0.0;91.7;-10.7;2.1
MMGTT;202201070320;2.8;-9.4;0.0;91.7;-10.5;2.1
MMGTT;202201070330;2.8;-9.4;0.0;92.4;-10.4;1.0
MMGTT;202201070340;2.8;-9.4;0.0;92.4;-10.4;0.5
MMGTT;202201070350;2.8;-9.4;0.0;93.1;-10.3;0.0
MMGTT;202201070400;2.8;-9.4;0.0;93.1;-10.3;1.0
MMGTT;202201070410;2.8;-9.4;0.0;93.1;-10.3;0.0
MMGTT;202201070420;2.7;-9.5;0.0;91.7;-10.6;0.5
MMGTT;202201070430;2.7;-9.6;0.0;91.7;-10.7;0.0
MMGTT;202201070440;2.7;-9.7;0.0;91.7;-10.8;0.5
MMGTT;202201070450;2.7;-9.8;0.0;91.6;-10.9;1.0
MMGTT;202201070500;2.7;-9.9;0.0;92.4;-10.9;1.5
MMGTT;202201070510;2.7;-9.8;0.0;93.1;-10.7;1.0
MMGTT;202201070520;2.7;-9.8;0.0;93.1;-10.7;0.5
MMGTT;202201070530;2.7;-9.7;0.0;93.1;-10.6;1.0
MMGTT;202201070540;2.7;-9.7;0.0;93.1;-10.6;0.5
MMGTT;202201070550;2.7;-9.7;0.0;93.1;-10.6;0.5
MMGTT;202201070600;2.7;-9.6;0.0;93.1;-10.5;1.0
MMGTT;202201070610;2.8;-9.2;0.0;93.2;-10.1;1.0
MMGTT;202201070620;2.8;-9.2;0.0;93.2;-10.1;0.5
MMGTT;202201070630;3.0;-8.8;0.0;93.9;-9.6;1.0
MMGTT;202201070640;3.0;-8.7;0.0;93.9;-9.5;0.5
MMGTT;202201070650;3.0;-8.7;0.0;93.9;-9.5;0.5
MMGTT;202201070700;3.0;-8.7;0.0;93.9;-9.5;0.5
MMGTT;202201070710;3.0;-8.7;0.0;93.9;-9.5;0.0
MMGTT;202201070720;3.0;-8.6;0.0;93.9;-9.4;0.0
MMGTT;202201070730;3.0;-8.6;0.0;93.9;-9.4;0.0
MMGTT;202201070740;3.0;-8.5;0.0;93.9;-9.3;0.5
MMGTT;202201070750;3.1;-8.3;0.0;93.9;-9.1;0.5
MMGTT;202201070800;3.1;-8.2;0.0;93.9;-9.0;1.0
MMGTT;202201070810;3.1;-8.0;0.0;94.0;-8.8;0.5
MMGTT;202201070820;3.2;-7.9;0.2;94.0;-8.7;0.0
MMGTT;202201070830;3.2;-7.8;0.0;94.0;-8.6;0.0
MMGTT;202201070840;3.2;-7.9;0.0;94.0;-8.7;0.5
MMGTT;202201070850;3.2;-7.9;0.0;94.0;-8.7;1.0
MMGTT;202201070900;3.1;-7.9;0.0;92.5;-8.9;0.5
MMGTT;202201070910;3.1;-8.0;0.0;93.2;-8.9;0.5
MMGTT;202201070920;3.1;-8.1;0.0;93.2;-9.0;1.0
MMGTT;202201070930;3.1;-8.2;0.0;93.2;-9.1;0.5
MMGTT;202201070940;3.1;-8.0;0.0;93.2;-8.9;1.0
MMGTT;202201070950;3.1;-7.9;0.0;93.2;-8.8;1.0
MMGTT;202201071000;3.2;-7.7;0.0;93.2;-8.6;0.5
MMGTT;202201071010;3.3;-7.3;0.0;94.0;-8.1;0.5
MMGTT;202201071020;3.4;-7.1;0.0;94.0;-7.9;0.5
MMGTT;202201071030;3.3;-7.1;0.0;93.3;-8.0;0.5
MMGTT;202201071040;3.3;-7.1;0.0;93.3;-8.0;0.0
MMGTT;202201071050;3.4;-6.9;0.0;93.3;-7.8;1.0
MMGTT;202201071100;3.6;-6.4;0.0;94.0;-7.2;1.0
MMGTT;202201071110;3.7;-5.8;0.0;94.1;-6.6;0.5
MMGTT;202201071120;4.0;-5.2;0.0;95.5;-5.8;1.0
MMGTT;202201071130;4.1;-4.6;0.0;94.1;-5.4;2.1
MMGTT;202201071140;4.1;-4.2;0.0;92.7;-5.2;2.1
MMGTT;202201071150;4.2;-4.0;0.0;92.7;-5.0;0.5
MMGTT;202201071200;4.3;-3.7;0.0;92.0;-4.8;0.0
MMGTT;202201071210;4.4;-3.3;0.0;92.1;-4.4;0.0
MMGTT;202201071220;4.4;-3.1;0.0;91.4;-4.3;1.5
MMGTT;202201071230;4.4;-2.9;0.0;88.7;-4.5;1.0
MMGTT;202201071240;4.3;-2.7;0.0;86.7;-4.6;0.0
MMGTT;202201071250;4.4;-2.6;0.0;86.7;-4.5;0.0
MMGTT;202201071300;4.3;-2.4;0.0;84.8;-4.6;0.0
MMGTT;202201071310;4.2;-2.4;0.0;82.9;-4.9;0.0
MMGTT;202201071320;4.3;-2.4;0.0;83.5;-4.8;0.5
MMGTT;202201071330;4.3;-2.4;0.0;83.5;-4.8;1.0
MMGTT;202201071340;4.3;-2.4;0.0;84.2;-4.7;0.0
MMGTT;202201071350;4.3;-2.4;0.0;83.5;-4.8;0.0
MMGTT;202201071400;4.2;-2.6;0.0;84.2;-4.9;0.0
MMGTT;202201071410;4.2;-2.6;0.0;84.2;-4.9;0.0
MMGTT;202201071420;4.2;-2.7;0.0;84.8;-4.9;0.5
MMGTT;202201071430;4.2;-2.9;0.0;84.8;-5.1;0.5
MMGTT;202201071440;4.1;-3.0;0.0;84.7;-5.2;1.0
MMGTT;202201071450;4.2;-3.2;0.0;87.3;-5.0;0.5
MMGTT;202201071500;4.2;-3.3;0.0;88.0;-5.0;1.0
MMGTT;202201071510;4.2;-3.3;0.0;88.0;-5.0;0.5
MMGTT;202201071520;4.2;-3.3;0.0;88.0;-5.0;1.0
MMGTT;202201071530;4.2;-3.4;0.0;88.0;-5.1;1.5
MMGTT;202201071540;4.2;-3.5;0.0;89.3;-5.0;0.5
MMGTT;202201071550;4.2;-3.5;0.0;89.3;-5.0;1.0
MMGTT;202201071600;4.2;-3.5;0.0;90.0;-4.9;1.0
MMGTT;202201071610;4.2;-3.6;0.0;90.0;-5.0;0.0
MMGTT;202201071620;4.2;-3.6;0.0;90.0;-5.0;0.5
MMGTT;202201071630;4.2;-3.6;0.0;90.7;-4.9;1.5
MMGTT;202201071640;4.2;-3.6;0.0;90.7;-4.9;0.5
MMGTT;202201071650;4.2;-3.6;0.0;90.7;-4.9;0.5
MMGTT;202201071700;4.2;-3.7;0.0;91.4;-4.9;0.0
MMGTT;202201071710;4.2;-3.6;0.0;90.7;-4.9;0.0
MMGTT;202201071720;4.2;-3.6;0.0;90.7;-4.9;1.0
MMGTT;202201071730;4.3;-3.7;0.0;92.0;-4.8;1.5
MMGTT;202201071740;4.3;-3.7;0.0;92.0;-4.8;1.5
MMGTT;202201071750;4.3;-3.7;0.2;92.0;-4.8;1.5
MMGTT;202201071800;4.2;-3.9;0.2;92.0;-5.0;1.5
MMGTT;202201071810;4.2;-3.9;0.2;92.7;-4.9;0.5
MMGTT;202201071820;4.2;-4.0;0.2;92.7;-5.0;0.0
MMGTT;202201071830;4.2;-4.1;0.0;93.4;-5.0;0.0
MMGTT;202201071840;4.2;-4.1;0.2;93.4;-5.0;0.0
MMGTT;202201071850;4.2;-4.1;0.0;92.7;-5.1;0.5
MMGTT;202201071900;4.2;-4.1;0.0;94.1;-4.9;0.5
MMGTT;202201071910;4.2;-4.2;0.0;94.1;-5.0;0.0
MMGTT;202201071920;4.2;-4.2;0.2;94.1;-5.0;0.0
MMGTT;202201071930;4.2;-4.2;0.0;94.1;-5.0;0.0
MMGTT;202201071940;4.2;-4.2;0.0;94.1;-5.0;0.0
MMGTT;202201071950;4.2;-4.2;0.0;94.1;-5.0;0.5
MMGTT;202201072000;4.2;-4.2;0.0;94.1;-5.0;0.0
MMGTT;202201072010;4.2;-4.2;0.0;94.1;-5.0;0.0
MMGTT;202201072020;4.2;-4.2;0.0;94.1;-5.0;0.5
MMGTT;202201072030;4.2;-4.2;0.0;94.1;-5.0;0.5
MMGTT;202201072040;4.3;-4.2;0.0;95.6;-4.8;0.5
MMGTT;202201072050;4.3;-4.1;0.0;94.9;-4.8;0.0
MMGTT;202201072100;4.3;-4.1;0.0;94.9;-4.8;0.0
MMGTT;202201072110;4.3;-4.1;0.0;95.6;-4.7;0.0
MMGTT;202201072120;4.3;-4.1;0.0;94.9;-4.8;0.0
MMGTT;202201072130;4.3;-4.1;0.0;95.6;-4.7;0.5
MMGTT;202201072140;4.3;-4.0;0.0;94.9;-4.7;0.0
MMGTT;202201072150;4.3;-4.0;0.0;94.9;-4.7;0.0
MMGTT;202201072200;4.3;-3.9;0.0;94.9;-4.6;0.0
MMGTT;202201072210;4.4;-3.8;0.0;94.9;-4.5;0.5
MMGTT;202201072220;4.4;-3.8;0.0;94.9;-4.5;0.0
MMGTT;202201072230;4.4;-3.8;0.0;94.9;-4.5;0.0
MMGTT;202201072240;4.3;-3.9;0.0;94.9;-4.6;1.0
MMGTT;202201072250;4.3;-4.0;0.0;94.9;-4.7;0.5
MMGTT;202201072300;4.2;-4.3;0.0;94.1;-5.1;1.0
MMGTT;202201072310;4.1;-4.5;0.0;94.1;-5.3;0.0
MMGTT;202201072320;4.0;-4.8;0.0;94.1;-5.6;0.0
MMGTT;202201072330;4.0;-5.0;0.0;94.1;-5.8;1.0
MMGTT;202201072340;3.9;-5.2;0.0;94.1;-6.0;1.0
MMGTT;202201072350;3.8;-5.4;0.0;94.1;-6.2;1.0
MMGTT;202201080000;3.8;-5.6;0.0;94.1;-6.4;1.0
MMGTT;202201080010;3.8;-5.7;0.0;94.1;-6.5;1.0
MMGTT;202201080020;3.9;-5.2;0.0;94.1;-6.0;2.1
MMGTT;202201080030;4.3;-3.9;0.0;93.4;-4.8;4.6
MMGTT;202201080040;4.4;-3.1;0.0;90.7;-4.4;5.1
MMGTT;202201080050;4.4;-2.7;0.0;88.7;-4.3;6.2
MMGTT;202201080100;4.5;-2.4;0.0;87.4;-4.2;6.7
MMGTT;202201080110;4.4;-2.2;0.0;84.8;-4.4;5.7
MMGTT;202201080120;4.3;-1.9;0.0;80.5;-4.8;6.2
MMGTT;202201080130;4.3;-1.7;0.0;79.3;-4.8;5.1
MMGTT;202201080140;4.2;-1.6;0.0;78.2;-4.9;4.6
MMGTT;202201080150;4.2;-1.4;0.0;75.9;-5.1;3.6
MMGTT;202201080200;4.2;-1.4;0.0;75.9;-5.1;2.6
MMGTT;202201080210;4.1;-1.3;0.0;74.7;-5.2;4.6
MMGTT;202201080220;4.2;-1.2;0.0;74.7;-5.1;4.1
MMGTT;202201080230;4.3;-1.5;0.0;78.8;-4.7;3.1
MMGTT;202201080240;4.3;-2.0;0.0;81.7;-4.7;2.1
MMGTT;202201080250;4.3;-2.5;0.0;84.2;-4.8;2.1
MMGTT;202201080300;4.2;-2.9;0.0;86.1;-4.9;1.0
MMGTT;202201080310;4.3;-3.1;0.0;88.0;-4.8;1.0
MMGTT;202201080320;4.3;-3.3;0.0;89.3;-4.8;1.5
MMGTT;202201080330;4.3;-3.3;0.0;89.3;-4.8;1.0
MMGTT;202201080340;4.3;-3.3;0.0;90.0;-4.7;2.1
MMGTT;202201080350;4.3;-3.3;0.0;90.0;-4.7;1.0
MMGTT;202201080400;4.3;-3.3;0.0;90.0;-4.7;1.0
MMGTT;202201080410;4.4;-3.3;0.0;91.4;-4.5;0.5
MMGTT;202201080420;4.4;-3.2;0.0;90.7;-4.5;0.5
MMGTT;202201080430;4.4;-3.2;0.2;90.7;-4.5;0.5
MMGTT;202201080440;4.4;-3.2;0.2;92.1;-4.3;1.0
MMGTT;202201080450;4.4;-3.2;0.0;92.1;-4.3;1.5
MMGTT;202201080500;4.5;-3.2;0.2;92.8;-4.2;1.5
MMGTT;202201080510;4.5;-3.3;0.0;93.5;-4.2;1.5
MMGTT;202201080520;4.4;-3.3;0.2;92.8;-4.3;2.1
MMGTT;202201080530;4.4;-3.4;0.0;92.8;-4.4;1.0
MMGTT;202201080540;4.4;-3.4;0.0;92.8;-4.4;1.0
MMGTT;202201080550;4.4;-3.4;0.0;93.5;-4.3;0.5
MMGTT;202201080600;4.4;-3.4;0.0;93.5;-4.3;0.5
MMGTT;202201080610;4.4;-3.4;0.0;93.5;-4.3;0.0
MMGTT;202201080620;4.5;-3.4;0.2;94.2;-4.2;1.0
MMGTT;202201080630;4.5;-3.3;0.0;94.9;-4.0;1.0
MMGTT;202201080640;4.5;-3.3;0.0;94.2;-4.1;0.5
MMGTT;202201080650;4.5;-3.3;0.0;94.9;-4.0;0.0
MMGTT;202201080700;4.6;-3.2;0.0;94.9;-3.9;0.5
MMGTT;202201080710;4.6;-3.0;0.0;94.9;-3.7;1.0
MMGTT;202201080720;4.7;-2.9;0.0;94.9;-3.6;0.0
MMGTT;202201080730;4.7;-2.8;0.0;94.9;-3.5;0.5
MMGTT;202201080740;4.8;-2.7;0.2;94.9;-3.4;0.0
MMGTT;202201080750;4.8;-2.7;0.0;94.9;-3.4;0.5
MMGTT;202201080800;4.8;-2.6;0.0;95.6;-3.2;1.0
MMGTT;202201080810;4.9;-2.4;0.0;94.9;-3.1;1.5
MMGTT;202201080820;4.9;-2.3;0.0;94.9;-3.0;2.1
MMGTT;202201080830;4.9;-2.2;0.0;94.9;-2.9;1.5
MMGTT;202201080840;5.0;-2.0;0.0;94.9;-2.7;2.1
MMGTT;202201080850;5.1;-1.8;0.0;95.0;-2.5;2.1
MMGTT;202201080900;5.1;-1.7;0.0;95.0;-2.4;1.5
MMGTT;202201080910;5.2;-1.6;0.0;95.0;-2.3;1.5
MMGTT;202201080920;5.1;-1.6;0.0;94.3;-2.4;1.5
MMGTT;202201080930;5.1;-1.7;0.0;94.3;-2.5;1.5
MMGTT;202201080940;5.1;-1.7;0.0;94.3;-2.5;2.1
MMGTT;202201080950;5.1;-1.6;0.0;93.6;-2.5;2.1
MMGTT;202201081000;5.1;-1.6;0.0;94.3;-2.4;1.5
MMGTT;202201081010;5.2;-1.4;0.0;93.6;-2.3;1.0
MMGTT;202201081020;5.2;-1.3;0.0;94.3;-2.1;1.5
MMGTT;202201081030;5.2;-1.2;0.0;92.9;-2.2;1.5
MMGTT;202201081040;5.3;-0.9;0.0;92.9;-1.9;1.0
MMGTT;202201081050;5.5;-0.6;0.0;93.6;-1.5;0.5
MMGTT;202201081100;5.5;-0.4;0.0;92.3;-1.5;1.0
MMGTT;202201081110;5.4;-0.3;0.0;90.9;-1.6;1.0
MMGTT;202201081120;5.4;-0.1;0.0;88.3;-1.8;1.0
MMGTT;202201081130;5.3;0.1;0.0;86.4;-1.9;0.5
MMGTT;202201081140;5.4;0.3;0.0;85.8;-1.8;0.0
MMGTT;202201081150;5.4;0.4;0.0;86.4;-1.6;0.0
MMGTT;202201081200;5.4;0.6;0.0;85.2;-1.6;0.0
MMGTT;202201081210;5.5;0.7;0.0;85.8;-1.4;0.0
MMGTT;202201081220;5.5;0.6;0.0;85.8;-1.5;0.0
MMGTT;202201081230;5.5;0.6;0.0;85.8;-1.5;0.0
MMGTT;202201081240;5.4;0.4;0.0;86.4;-1.6;0.0
MMGTT;202201081250;5.4;0.4;0.0;85.8;-1.7;0.0
MMGTT;202201081300;5.4;0.2;0.0;86.4;-1.8;0.5
MMGTT;202201081310;5.2;0.2;0.0;84.5;-2.1;0.0
MMGTT;202201081320;5.2;0.2;0.0;84.5;-2.1;0.5
MMGTT;202201081330;5.3;0.1;0.0;85.7;-2.0;0.5
MMGTT;202201081340;5.2;0.1;0.0;83.8;-2.3;0.0
MMGTT;202201081350;5.2;-0.1;0.0;85.1;-2.3;1.0
MMGTT;202201081400;5.1;-0.3;0.0;85.1;-2.5;1.0
MMGTT;202201081410;5.2;-0.3;0.0;86.3;-2.3;0.0
MMGTT;202201081420;5.2;-0.2;0.0;87.0;-2.1;0.0
MMGTT;202201081430;5.3;-0.1;0.0;87.0;-2.0;0.0
MMGTT;202201081440;5.3;-0.1;0.0;87.0;-2.0;0.0
MMGTT;202201081450;5.3;-0.2;0.0;88.3;-1.9;1.0
MMGTT;202201081500;5.2;-0.4;0.0;87.6;-2.2;0.5
MMGTT;202201081510;5.0;-0.7;0.0;86.9;-2.6;1.0
MMGTT;202201081520;4.9;-0.9;0.0;85.6;-3.0;0.5
MMGTT;202201081530;4.8;-1.2;0.0;86.2;-3.2;1.0
MMGTT;202201081540;4.7;-1.4;0.0;85.6;-3.5;1.5
MMGTT;202201081550;4.7;-1.6;0.0;86.2;-3.6;0.5
MMGTT;202201081600;4.6;-1.9;0.0;86.2;-3.9;1.0
MMGTT;202201081610;4.5;-2.2;0.0;86.1;-4.2;1.5
MMGTT;202201081620;4.4;-2.4;0.0;86.1;-4.4;1.0
MMGTT;202201081630;4.4;-2.6;0.0;86.7;-4.5;0.5
MMGTT;202201081640;4.4;-2.8;0.0;88.0;-4.5;1.0
MMGTT;202201081650;4.4;-2.9;0.0;88.7;-4.5;0.5
MMGTT;202201081700;4.4;-3.1;0.0;90.0;-4.5;1.0
MMGTT;202201081710;4.4;-3.1;0.0;90.0;-4.5;0.5
MMGTT;202201081720;4.4;-3.1;0.0;91.4;-4.3;0.5
MMGTT;202201081730;4.4;-3.0;0.0;90.7;-4.3;1.0
MMGTT;202201081740;4.5;-2.9;0.0;90.7;-4.2;0.5
MMGTT;202201081750;4.5;-2.9;0.0;90.7;-4.2;0.5
MMGTT;202201081800;4.5;-2.9;0.0;90.7;-4.2;0.5
MMGTT;202201081810;4.5;-2.9;0.0;90.7;-4.2;1.0
MMGTT;202201081820;4.5;-2.9;0.0;90.7;-4.2;1.0
MMGTT;202201081830;4.5;-2.9;0.0;90.7;-4.2;1.5
MMGTT;202201081840;4.5;-2.8;0.0;90.7;-4.1;1.0
MMGTT;202201081850;4.5;-2.8;0.0;91.4;-4.0;0.5
MMGTT;202201081900;4.6;-2.8;0.0;92.1;-3.9;1.0
MMGTT;202201081910;4.6;-2.8;0.0;92.1;-3.9;1.0
MMGTT;202201081920;4.6;-2.8;0.0;92.1;-3.9;1.0
MMGTT;202201081930;4.6;-2.7;0.0;92.1;-3.8;0.5
MMGTT;202201081940;4.6;-2.7;0.0;92.1;-3.8;1.0
MMGTT;202201081950;4.7;-2.6;0.0;92.8;-3.6;1.5
MMGTT;202201082000;4.9;-1.8;0.0;90.8;-3.1;3.6
MMGTT;202201082010;4.9;0.0;0.0;80.8;-2.9;6.7
MMGTT;202201082020;5.0;0.8;0.0;77.4;-2.7;5.7
MMGTT;202201082030;5.0;1.1;0.0;76.3;-2.6;6.7
MMGTT;202201082040;5.0;1.3;0.0;74.1;-2.8;8.2
MMGTT;202201082050;4.9;1.4;0.0;73.0;-2.9;8.2
MMGTT;202201082100;4.9;1.4;0.0;73.0;-2.9;7.2
MMGTT;202201082110;4.9;1.4;0.0;73.0;-2.9;6.2
MMGTT;202201082120;4.9;1.4;0.0;73.0;-2.9;5.7
MMGTT;202201082130;4.9;1.5;0.0;71.9;-3.0;6.2
MMGTT;202201082140;4.9;1.5;0.0;71.9;-3.0;6.2
