"TOA5","EddyCorrUFR","CR6","12056","CR6.Std.09.02","CPU:Guttannen_AWS_calibrated_final.CR6","4312","Flux_CSFormat"
"TIMESTAMP","RECORD","H","H_QC","H_samples","TAU","TAU_QC","USTAR","TSTAR","TKE","amb_press_Avg","T107_probe_Avg","T_probe_Avg","RH_probe_Avg","T_DP_probe_Avg","e_probe","e_sat_probe","H2O_probe","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","ZL","TAU_SSITC_TEST","MO_LENGTH","U","U_SIGMA","V","V_SIGMA","W","W_SIGMA","NETRAD","ALB","SW_IN","SW_OUT","LW_IN","LW_OUT","T_nr_Avg","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","SnowHeight","Waterpressure","WaterFlow","Csattemp","CsatRH","CsatPitch","CsatRoll","Tice_Avg(1)","Tice_Avg(2)","Tice_Avg(3)","Tice_Avg(4)","Tice_Avg(5)","Tice_Avg(6)","Tice_Avg(7)","Tice_Avg(8)"
"TS","RN","W m-2","grade","samples","kg m-1 s-2","grade","m s-1","deg C","m2 s-2","kPa","deg C","deg C","%","deg C","kPa","kPa","g/m^3","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","deg C","deg C","Decimal degrees","m s-1","m s-1","decimal degrees","decimal degrees","decimal degrees","m s-1","adimensional","adimensional","m","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","W m-2","%","W m-2","W m-2","W m-2","W m-2","Klvin","decimal degrees","decimal degrees","decimal degrees","decimal degrees","adimensional","fraction","cm","Bar","l/min","","","","","dec C","dec C","dec C","dec C","dec C","dec C","dec C","dec C"
"","","Smp","Smp","Tot","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Tot","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-03-14 00:30:00",4718,-157.1618,3,18000,786.024,4,0.8147306,0.1658268,5.25938,90.04382,5.090807,5.089422,47.53844,-5.138241,0.4189018,0.881348,3.26231,6.229014,1.902475,4.080139,2.340991,0.2262004,1.191264,5.627404,0.3575226,180,7.769689,7.446339,33.22568,16.52417,146.7743,16.39626,0.01214608,4,242.3934,6.23301,1.896748,4.080139,2.340991,0.03696245,1.200362,-51.65316,0,-2.145567,0.5289778,269.8743,318.8529,277.7878,352.4061,-45.69466,174.6951,-2.636738,"NAN",0,43.63,-0.278,0,11.81,28.44,-0.922,0.99,1.067,-0.049,-0.21,0.009,-0.096,0.327,4.143,-19.18
"2022-03-14 01:00:00",4719,-175.2803,3,18000,747.17,1,0.7280054,0.1898066,4.236533,90.05265,5.297815,5.310595,45.8848,-5.41361,0.410238,0.8941277,3.192452,5.657867,1.687862,3.701669,2.117181,0.2103167,1.068519,5.798738,0.3494456,180,7.048711,6.76119,33.19474,16.3593,146.8053,16.20757,0.01413329,1,208.3117,5.661671,1.683088,3.701669,2.117181,0.03430413,1.076023,-52.62196,0,-2.302295,0.4601875,269.0409,318.9004,277.9967,78.15038,-45.88591,-102.8038,-2.628383,"NAN",0,43.62,-0.278,0,12.06,28.36,-0.883,1.029,1.072,-0.05,-0.21,0.002,-0.096,0.269,4.285,-17.87
"2022-03-14 01:30:00",4720,-145.3695,3,18000,596.2056,1,0.5921395,0.176452,2.687541,90.09239,5.371098,5.369383,46.05676,-5.298161,0.4138614,0.8987575,3.219797,4.046757,1.363198,3.669582,1.709953,0.03362549,0.7699586,5.893868,0.4015287,180,5.678054,5.462799,42.20155,15.77111,137.7985,12.8311,0.01950566,1,150.9372,4.046887,1.362763,3.669582,1.709953,0.008716039,0.7707279,-26.76167,0,-1.209224,0.5142258,294.554,319.5922,278.0067,13.78871,-45.11943,-170.3022,-2.620286,"NAN",0,43.69,-0.276,0,12.12,28.4,-0.867,1.001,1.078,-0.048,-0.21,-0.072,-0.098,0.337,4.351,-19.69
"2022-03-14 02:00:00",4721,-108.3919,3,18000,394.4992,1,0.5532258,0.161165,2.8493,90.14295,5.438756,5.474561,47.2969,-4.886576,0.4269744,0.9029495,3.321033,3.579931,1.40499,3.369906,1.795656,0.02701904,0.7072632,5.960913,0.3442287,180,5.131231,4.916529,43.26911,16.56884,136.7309,12.95411,0.01934304,1,152.2062,3.580025,1.404492,3.369906,1.795656,0.007345196,0.7082523,-19.99753,0,-1.113838,0.06737392,301.5163,320.3326,278.2085,23.99568,-43.44442,-162.8007,-2.612116,"NAN",0,43.62,-0.273,0,12.43,28.32,-0.86,1.008,1.085,-0.049,-0.21,-0.087,-0.099,0.353,4.411,-18.83
"2022-03-14 02:30:00",4722,-88.09334,4,18000,344.4431,3,0.4144773,0.1395391,3.248746,90.20589,5.091175,5.109433,50.09018,-4.447042,0.4413843,0.88138,3.437399,2.031071,1.563536,2.084341,1.920524,0.01087082,0.6036856,5.625952,0.3518774,180,3.319423,2.910283,45.74158,28.43738,134.2584,11.53146,0.03454132,3,85.23501,2.031097,1.563526,2.084341,1.920524,0.0032841,0.6037109,-33.05822,0,-1.709571,0.3303218,288.43,319.4483,277.707,33.54523,-40.95894,-155.2996,-2.603759,"NAN",0,43.78,-0.271,0,12.02,28.42,-0.845,1.007,1.091,-0.05,-0.21,-0.095,-0.099,0.189,3.877,-20.58
"2022-03-14 03:00:00",4723,-65.658,1,18000,193.7018,1,0.4705431,0.1396964,3.337638,90.21518,4.83288,4.826997,51.81023,-4.237655,0.4483843,0.8656914,3.495146,2.450234,1.408721,2.160256,2.071232,0.04234717,0.6330722,5.395516,0.3591427,180,3.724107,3.266564,41.401,28.3916,138.599,13.58992,0.02351763,1,125.1882,2.450577,1.408541,2.160256,2.071232,0.01058174,0.6334724,-57.12627,0,-2.632293,0.9550056,264.1791,317.7181,277.2722,42.3359,-37.78674,-147.7983,-2.595522,"NAN",0,43.67,-0.27,0,11.58,28.47,-0.849,1.004,1.097,-0.049,-0.21,-0.096,-0.099,0.181,3.634,-20.81
"2022-03-14 03:30:00",4724,-66.87704,7,18000,249.9002,4,0.2668017,0.1224836,1.160409,90.25345,3.873928,4.125711,62.51601,-2.692973,0.504122,0.8105132,3.943596,0.8746362,1.139467,0.437112,0.9736284,0.05621439,0.2729082,4.418146,0.87217,180,1.290364,0.9777832,26.5541,39.86666,153.4459,6.230742,0.09759516,4,30.16676,0.8764209,1.139013,0.437112,0.9736284,0.005920202,0.2748,-67.2719,0,-4.44153,0.5386075,251.5714,313.8632,276.3594,50.37042,-34.05506,-140.2962,-2.587495,"NAN",0,43.67,-0.267,0,11.01,28.5,-0.842,0.991,1.102,-0.049,-0.21,-0.1,-0.098,0.046,2.362,-20.83
"2022-03-14 04:00:00",4725,-50.79583,4,18000,80.63663,3,0.1736261,0.1628413,0.1787978,90.27286,1.576006,1.808036,72.46407,-2.836797,0.4979363,0.68758,3.927387,0.1177822,0.3077455,0.2826892,0.4969889,0.02469531,0.1260565,2.359313,0.5039709,180,0.5842969,0.3062458,67.38109,55.87667,112.6189,1.836484,0.002466685,3,1193.557,0.1193861,0.3061217,0.2826892,0.4969889,0.01514828,0.1299501,-62.2772,0,-3.700592,1.070486,250.9259,308.4321,273.8791,57.71616,-29.88204,-132.795,-2.579136,"NAN",0,43.69,-0.261,0,9.08,28.58,-0.845,0.977,1.108,-0.047,-0.21,-0.101,-0.1,-0.045,0.221,-22.57
"2022-03-14 04:30:00",4726,-0.3487684,9,18000,34.44326,4,0.169173,0.001730093,0.1899432,90.34335,0.8891846,0.9456833,75.3139,-2.979462,0.4926695,0.6542764,3.895595,0.2495175,0.3656887,0.3473319,0.4745517,0.02208471,0.1447719,1.726571,0.4327743,180,0.6775201,0.4276664,54.30706,49.18887,125.6929,1.914634,0.1710658,4,17.21051,0.2503244,0.36756,0.3473319,0.4745517,0.00918737,0.1399528,-50.57206,0,-1.704538,1.802218,260.0357,307.101,272.7716,64.47725,-25.36951,-125.2939,-2.570836,"NAN",0,43.73,-0.256,0,7.976,28.57,-0.849,0.969,1.113,-0.047,-0.21,-0.102,-0.099,-0.053,-0.12,-24.17
"2022-03-14 05:00:00",4727,-22.22527,6,18000,32.80745,2,0.1200704,0.1136456,0.2037236,90.39921,0.6899936,0.7099277,76.99,-2.876499,0.4964628,0.6448888,3.928451,0.4741636,0.4542366,0.2845666,0.4200313,0.06538204,0.1571303,1.556872,0.3139004,180,0.7154363,0.5529997,30.96979,38.59594,149.0302,2.312854,0.3655988,2,8.052897,0.4785606,0.4549198,0.2845666,0.4200313,0.009256497,0.1551412,-49.53872,0,-1.520537,2.301454,260.345,306.0618,272.4419,70.76791,-20.60261,-117.7919,-2.562858,"NAN",0,43.69,-0.252,0,7.656,28.55,-0.85,0.97,1.119,-0.046,-0.21,-0.102,-0.099,-0.054,0.08,-25.91
