"TOA5","EddyCorrUFR","CR6","12056","CR6.Std.09.02","CPU:Guttannen_AWS_calibrated_final.CR6","4312","Flux_CSFormat"
"TIMESTAMP","RECORD","H","H_QC","H_samples","TAU","TAU_QC","USTAR","TSTAR","TKE","amb_press_Avg","T107_probe_Avg","T_probe_Avg","RH_probe_Avg","T_DP_probe_Avg","e_probe","e_sat_probe","H2O_probe","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","ZL","TAU_SSITC_TEST","MO_LENGTH","U","U_SIGMA","V","V_SIGMA","W","W_SIGMA","NETRAD","ALB","SW_IN","SW_OUT","LW_IN","LW_OUT","T_nr_Avg","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","SnowHeight","Waterpressure","WaterFlow","Csattemp","CsatRH","CsatPitch","CsatRoll","Tice_Avg(1)","Tice_Avg(2)","Tice_Avg(3)","Tice_Avg(4)","Tice_Avg(5)","Tice_Avg(6)","Tice_Avg(7)","Tice_Avg(8)"
"TS","RN","W m-2","grade","samples","kg m-1 s-2","grade","m s-1","deg C","m2 s-2","kPa","deg C","deg C","%","deg C","kPa","kPa","g/m^3","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","deg C","deg C","Decimal degrees","m s-1","m s-1","decimal degrees","decimal degrees","decimal degrees","m s-1","adimensional","adimensional","m","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","W m-2","%","W m-2","W m-2","W m-2","W m-2","Klvin","decimal degrees","decimal degrees","decimal degrees","decimal degrees","adimensional","fraction","cm","Bar","l/min","","","","","dec C","dec C","dec C","dec C","dec C","dec C","dec C","dec C"
"","","Smp","Smp","Tot","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Tot","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-03-03 12:30:00",4223,29.20652,7,18000,47.6204,4,0.06368345,-0.12679,0.04482226,89.46701,7.551181,6.697763,41.90733,-4.593097,0.4369493,1.045421,3.373098,0.559751,0.1655478,0.5699407,0.2368015,-0.01674564,0.07850803,6.485569,0.4480987,180,0.8106812,0.7988443,45.51668,9.78766,134.4833,1.719986,-0.3491185,4,-8.433039,0.559979,0.165652,0.5699407,0.2368015,-0.005010865,0.07828789,149.8785,67.51989,674.6447,455.535,262.2802,331.5114,289.87,172.6639,36.3351,-5.949744,-6.732602,1.487513,1,56.79,-0.336,0,19.57,28.02,-0.829,0.995,1.341,-0.008,-0.201,0.026,0.091,0.264,20.68,-25.47
"2022-03-03 13:00:00",4224,2.347508,8,18000,4.495674,4,0.1420303,-0.03343551,0.1786778,89.42808,8.972451,7.723433,41.01549,-3.599622,0.4708105,1.151506,3.616232,0.2968319,0.2993435,0.0612528,0.4952729,0.03874863,0.1498461,7.265023,0.3991962,180,0.5828193,0.3030858,11.65947,56.11647,168.3405,2.057278,-0.1995436,4,-14.75431,0.2993493,0.2993456,0.0612528,0.4952729,0.0007931031,0.1498418,145.6636,68.26669,673.8941,460.0068,265.0247,333.2485,291.5367,181.9174,36.58628,1.551235,-6.724556,1.478075,1,56.1,-0.338,0,21.34,27.9,-0.814,1.003,1.453,-0.006,-0.2,0.089,0.087,0.615,19.11,-22.21
"2022-03-03 13:30:00",4225,14.93574,8,18000,22.23611,7,0.1342238,-0.09532149,0.1864373,89.40951,8.388412,7.747464,39.41014,-4.667851,0.434855,1.107353,3.346897,0.567742,0.3528062,0.4038242,0.4741037,0.02172777,0.1537144,7.283456,0.5398391,180,0.8481975,0.6967094,35.42346,34.23149,144.5765,1.926724,0.05103779,7,57.68529,0.5681434,0.3529174,0.4038242,0.4741037,0.004020076,0.1534587,143.7748,68.22623,663.8986,452.6416,265.5161,332.9983,291.3304,191.1291,36.01002,9.052018,-6.716473,1.498127,1,56.13,-0.341,0,21.97,27.96,-0.812,1.015,1.524,-0.008,-0.2,0.093,0.086,0.771,19.34,-24.75
"2022-03-03 14:00:00",4226,-3.28647,9,18000,19.89906,3,0.1005398,0.0217756,0.2268567,89.39664,8.350376,7.643655,43.38487,-3.460166,0.4757112,1.108416,3.661748,0.5595859,0.4183666,0.2014002,0.5023683,0.04977338,0.1622002,6.865087,0.6823019,180,0.7859383,0.5947265,19.79429,39.95288,160.2057,2.031022,-0.1145095,3,-25.71079,0.5617875,0.41971,0.2014002,0.5023683,0.002930641,0.1586913,135.0283,68.25657,641.965,438.1569,264.0088,332.7886,290.8326,200.0998,34.63347,16.5532,-6.708505,1.549529,1,55.35,-0.341,0,22.5,28.04,-0.812,1.019,1.573,-0.011,-0.201,0.095,0.085,0.646,17.52,-26.87
"2022-03-03 14:30:00",4227,3.147373,9,18000,11.16298,6,0.04879009,-0.02737085,0.04814753,89.39187,5.925911,5.6488,49.94604,-3.727158,0.4662693,0.935779,3.619956,0.5596954,0.2022288,0.3424994,0.2175332,0.02331275,0.08987693,5.358931,0.5265507,180,0.6821256,0.6561744,31.46414,15.7991,148.5359,1.648403,-2.178853,6,-1.351229,0.5601702,0.2023898,0.3424994,0.2175332,0.003425572,0.08951376,51.74888,69.26117,392.3127,272.5755,261.2102,329.1985,288.3045,208.672,32.51778,24.05453,-6.7006,1.638003,1,55.45,-0.341,0,21.59,28.17,-0.811,1.007,1.609,-0.014,-0.203,-0.002,-0.013,0.298,8.16,-27.66
"2022-03-03 15:00:00",4228,6.807134,3,18000,2.65161,7,0.0931333,-0.1219887,0.08903632,89.39494,3.834233,3.8983,56.88256,-3.936697,0.4587193,0.8072702,3.588654,0.4277771,0.2501937,0.5925211,0.3184831,-0.01812699,0.1185087,4.301686,0.4332497,180,0.777088,0.7308034,54.17216,19.76824,125.8279,1.73547,0.1452748,7,20.26593,0.4280951,0.2502219,0.5925211,0.3184831,-0.007514021,0.1184491,-60.59359,85.7354,46.71781,40.08701,252.0441,319.2685,279.9008,216.7499,29.74697,31.55533,-6.692513,1.774457,1,55.38,-0.331,0,14.89,29.06,-0.826,0.951,1.635,-0.018,-0.205,-0.041,-0.066,0.076,2.838,-28.1
"2022-03-03 15:30:00",4229,-3.118523,9,18000,9.735271,9,0.06456582,0.02952413,0.09673023,89.38752,3.324495,3.282686,60.31911,-3.624279,0.4695538,0.7785053,3.680131,0.4021153,0.275286,0.3445167,0.3160602,0.02956024,0.1333566,3.772054,0.3252403,180,0.6051226,0.5295172,40.58872,28.63121,139.4113,1.905324,1.185157,9,2.484168,0.4031379,0.2750503,0.3445167,0.3160602,0.007101143,0.1338422,-58.9469,88.58202,48.88636,43.29996,249.3979,313.9312,276.5251,224.301,26.41429,39.05634,-6.684464,1.978408,1,55.28,-0.322,0,11.42,29.3,-0.837,0.932,1.653,-0.017,-0.205,-0.056,-0.074,0.003,2.638,-28.59
"2022-03-03 16:00:00",4230,-8.486202,7,18000,4.686903,7,0.07049032,0.1155629,0.1066694,89.3823,2.779359,2.739845,63.20848,-3.516694,0.4733219,0.7490402,3.717009,0.313655,0.2630512,0.3139916,0.3612401,0.01471083,0.1168264,3.25761,0.2957371,180,0.5472392,0.4438131,45.03079,35.2137,134.9692,2.133052,0.2059813,7,14.29319,0.3139701,0.2629913,0.3139916,0.3612401,0.004311913,0.1169611,-58.78376,90.28489,44.83221,40.46,247.9683,311.1242,275.3546,231.8912,22.27818,47.17275,-6.675968,2.322111,1.163889,55.47,-0.315,0,10.37,29.12,-0.841,0.925,1.665,-0.015,-0.204,-0.063,-0.077,-0.018,1.941,-29.55
"2022-03-03 16:30:00",4231,-1.923149,9,18000,5.597127,4,0.1072647,0.02389055,0.1138382,89.38033,2.270968,2.317721,65.37895,-3.547642,0.4721994,0.7224524,3.715017,0.4738397,0.3213669,0.2562459,0.329886,0.0526791,0.1247995,2.956156,0.3974202,180,0.6279987,0.538689,28.40389,30.54604,151.5961,2.100818,-0.02048075,4,-143.7511,0.4767172,0.3217133,0.2562459,0.329886,0.006311603,0.1239037,-58.60899,92.15054,39.58302,36.47207,247.3416,309.0616,274.6433,238.4483,18.07955,54.67345,-6.667883,2.826434,0.8361111,55.36,-0.312,0,9.86,28.9,-0.842,0.921,1.675,-0.013,-0.205,-0.07,-0.082,-0.032,1.794,-30.12
