"TOA5","EddyCorrUFR","CR6","12056","CR6.Std.09.02","CPU:Guttannen_AWS_calibrated_final.CR6","4312","Flux_CSFormat"
"TIMESTAMP","RECORD","H","H_QC","H_samples","TAU","TAU_QC","USTAR","TSTAR","TKE","amb_press_Avg","T107_probe_Avg","T_probe_Avg","RH_probe_Avg","T_DP_probe_Avg","e_probe","e_sat_probe","H2O_probe","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","ZL","TAU_SSITC_TEST","MO_LENGTH","U","U_SIGMA","V","V_SIGMA","W","W_SIGMA","NETRAD","ALB","SW_IN","SW_OUT","LW_IN","LW_OUT","T_nr_Avg","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","SnowHeight","Waterpressure","WaterFlow","Csattemp","CsatRH","CsatPitch","CsatRoll","Tice_Avg(1)","Tice_Avg(2)","Tice_Avg(3)","Tice_Avg(4)","Tice_Avg(5)","Tice_Avg(6)","Tice_Avg(7)","Tice_Avg(8)"
"TS","RN","W m-2","grade","samples","kg m-1 s-2","grade","m s-1","deg C","m2 s-2","kPa","deg C","deg C","%","deg C","kPa","kPa","g/m^3","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","deg C","deg C","Decimal degrees","m s-1","m s-1","decimal degrees","decimal degrees","decimal degrees","m s-1","adimensional","adimensional","m","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","W m-2","%","W m-2","W m-2","W m-2","W m-2","Klvin","decimal degrees","decimal degrees","decimal degrees","decimal degrees","adimensional","fraction","cm","Bar","l/min","","","","","dec C","dec C","dec C","dec C","dec C","dec C","dec C","dec C"
"","","Smp","Smp","Tot","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Tot","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-02-12 00:30:00",3307,"NAN",6,3,"NAN",6,5.990745,"NAN",46.65627,90.89915,-9.754499,-9.576878,90.97576,-10.95181,0.2670043,0.2933331,2.196412,-3.185221,4.690412,-5.054676,7.970996,-1.899606,2.788511,-5.052663,3.803189,180,10.69316,5.974562,237.7828,53.80696,302.2172,13.85957,0.003185243,6,924.303,-2.459899,3.62502,-5.054676,7.970996,-2.775434,4.078601,-35.26507,0,-1.209823,2.504012,229.3053,260.8566,261.1144,348.4484,-56.61922,173.4799,-13.77883,"NAN",0,75.55,-0.206,0,-2.746,27.13,-0.977,0.878,2.251,0.108,-0.26,-0.187,-0.148,-0.152,-1.929,"NAN"
"2022-02-12 01:00:00",3308,-18771.61,-2147483648,2,43107.63,-2147483648,6.212531,2.588132,143.2312,90.86393,-10.21421,-10.04843,90.10225,-11.52936,0.2550614,0.2828967,2.101813,3.622281,7.950509,6.375129,14.14627,2.227989,4.809853,-11.48956,4.433685,180,16.22742,7.332339,60.39521,59.97016,119.6048,24.58838,0.001927838,-2147483648,1527.167,4.113564,9.005463,6.375129,14.14627,1.078635,2.290617,-35.00058,0,-1.446747,2.332842,228.1507,259.3717,260.7113,134.7475,-57.05228,-46.02042,-13.7718,"NAN",0,75.53,-0.207,0,-3.093,27.01,-0.978,0.874,2.252,0.107,-0.259,-0.187,-0.148,-0.164,-2.108,"NAN"
"2022-02-12 01:30:00",3309,-12435.88,-2147483648,7,46423.89,-2147483648,4.083153,1.644127,57.23141,90.82268,-10.49318,-10.28135,90.10149,-11.80354,0.2493626,0.2766624,2.057106,1.670931,4.855521,2.712023,9.04907,0.900037,3.000177,-10.37707,4.363517,180,9.281015,3.185448,58.36195,65.64389,121.6381,22.23614,0.004495599,-2147483648,654.8915,1.8527,5.488099,2.712023,9.04907,0.4117996,1.567773,-33.74805,0,-1.75044,2.144778,228.4329,258.2857,260.3493,14.94489,-56.2979,-171.5199,-13.76505,"NAN",0,75.52,-0.208,0,-3.46,26.97,-0.978,0.874,2.252,0.108,-0.259,-0.187,-0.149,-0.177,-2.27,"NAN"
"2022-02-12 02:00:00",3310,-8299.682,-2147483648,0,20066.39,-2147483648,"NAN",1.663219,"NAN",90.74627,-11.69775,-11.30487,89.44114,-13.08512,0.2248556,0.2513427,1.863495,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",180,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-2147483648,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-31.52278,0,-1.7858,1.752118,226.3416,254.3265,259.3126,27.34972,-54.43362,-164.0198,-13.75812,"NAN",0,75.35,-0.21,0,-4.073,26.87,-0.982,0.867,2.253,0.108,-0.259,-0.187,-0.151,-0.192,-2.45,"NAN"
"2022-02-12 02:30:00",3311,"NAN",-2147483648,3,"NAN",-2147483648,0.5118185,"NAN",0.9291078,90.72137,-11.57523,-11.46211,92.17464,-12.59093,0.2340168,0.2538093,1.938513,10.33314,0.667369,18.27612,1.122997,5.927091,0.3895026,-15.98887,0.3932673,180,20.99503,20.99501,60.51661,0.08153602,119.4834,23.74275,-0.02616896,-2147483648,-112.5047,11.55479,0.7480883,18.27612,1.122997,2.896728,0.1935394,-29.75808,0,-0.6980079,2.993912,226.9159,252.982,258.8871,38.54696,-51.6277,-156.5201,-13.75109,"NAN",0,75.52,-0.208,0,-4.506,26.78,-0.983,0.862,2.253,0.108,-0.258,-0.188,-0.153,-0.208,-2.62,"NAN"
"2022-02-12 03:00:00",3312,92.55429,-2147483648,0,316.2607,-2147483648,"NAN",-0.1488722,"NAN",90.71606,-12.00519,-11.82621,91.23119,-13.14332,0.2237269,0.2452154,1.856345,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",180,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-2147483648,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-26.90721,0,-1.037627,2.540747,227.9783,251.3072,258.3936,48.43643,-48.07991,-149.0199,-13.74427,"NAN",0,75.37,-0.207,0,-4.789,26.46,-0.984,0.863,2.254,0.107,-0.258,-0.187,-0.154,-0.227,-2.785,-81.1
"2022-02-12 03:30:00",3313,"NAN",-2147483648,0,"NAN",-2147483648,"NAN","NAN","NAN",90.70746,-11.97488,-11.82709,91.30415,-13.1033,0.2244413,0.2457944,1.862067,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",180,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-2147483648,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-23.75517,0,-0.4837551,2.505662,230.6591,251.4248,258.3729,57.12602,-43.97687,-141.5197,-13.73739,"NAN",0,75.34,-0.208,0,-4.848,26.43,-0.984,0.862,2.255,0.109,-0.259,-0.187,-0.156,-0.246,-2.952,"NAN"
"2022-02-12 04:00:00",3314,"NAN",-2147483648,0,"NAN",-2147483648,"NAN","NAN","NAN",90.64961,-11.2283,-11.28871,92.61467,-12.18771,0.2417699,0.2609775,2.000057,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",180,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-2147483648,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-22.87905,0,0.1027043,3.416044,233.789,253.3547,258.8409,64.81429,-39.47299,-134.02,-13.73036,"NAN",0,75.4,-0.213,0,-4.446,26.35,-0.982,0.863,2.256,0.11,-0.259,-0.188,-0.157,-0.268,-3.093,-82
"2022-02-12 04:30:00",3315,"NAN",-2147483648,6,"NAN",-2147483648,1.496106,"NAN",2.756866,90.57849,-11.07288,-11.1224,92.28246,-12.07801,0.2439847,0.264267,2.017135,-33.88243,1.069345,-57.93728,1.923411,-19.6255,0.8189774,4.646423,1.440455,180,67.11767,67.11742,239.6804,0.1582031,300.3196,72.8482,0.0197198,-2147483648,149.2982,-27.0127,0.7983611,-57.93728,1.923411,-28.34595,1.084824,-22.29749,0,-0.6279287,3.027593,236.5159,255.1579,259.2745,71.71498,-34.68858,-126.5199,-13.72347,"NAN",0,75.51,-0.216,0,-4.123,26.33,-0.981,0.866,2.256,0.109,-0.258,-0.188,-0.159,-0.291,-3.202,-82.4
"2022-02-12 05:00:00",3316,-1889.972,-2147483648,0,2692.787,-2147483648,"NAN",1.035485,"NAN",90.55701,-11.58981,-11.34984,90.5881,-12.82004,0.2297494,0.2535381,1.903246,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",180,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-2147483648,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-21.08558,0,-2.095081,1.539077,238.4736,255.9251,259.4097,78.02052,-29.71643,-119.0195,-13.71665,"NAN",0,75.2,-0.216,0,-4.081,26.31,-0.982,0.864,2.256,0.108,-0.258,-0.188,-0.161,-0.316,-3.322,-83.1
