"TOA5","EddyCorrUFR","CR6","12056","CR6.Std.09.02","CPU:Guttannen_AWS_calibrated.CR6","57725","Flux_CSFormat"
"TIMESTAMP","RECORD","H","H_QC","H_samples","TAU","TAU_QC","USTAR","TSTAR","TKE","amb_press_Avg","T107_probe_Avg","T_probe_Avg","RH_probe_Avg","T_DP_probe_Avg","e_probe","e_sat_probe","H2O_probe","Ux","Ux_SIGMA","Uy","Uy_SIGMA","Uz","Uz_SIGMA","T_SONIC","T_SONIC_SIGMA","sonic_azimuth","WS","WS_RSLT","WD_SONIC","WD_SIGMA","WD","WS_MAX","ZL","TAU_SSITC_TEST","MO_LENGTH","U","U_SIGMA","V","V_SIGMA","W","W_SIGMA","NETRAD","ALB","SW_IN","SW_OUT","LW_IN","LW_OUT","T_nr_Avg","sun_azimuth","sun_elevation","hour_angle","sun_declination","air_mass_coeff","daytime","SnowHeight","Waterpressure","WaterFlow","Csattemp","CsatRH","CsatPitch","CsatRoll","Tice_Avg(1)","Tice_Avg(2)","Tice_Avg(3)","Tice_Avg(4)","Tice_Avg(5)","Tice_Avg(6)","Tice_Avg(7)","Tice_Avg(8)"
"TS","RN","W m-2","grade","samples","kg m-1 s-2","grade","m s-1","deg C","m2 s-2","kPa","deg C","deg C","%","deg C","kPa","kPa","g/m^3","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","deg C","deg C","Decimal degrees","m s-1","m s-1","decimal degrees","decimal degrees","decimal degrees","m s-1","adimensional","adimensional","m","m s-1","m s-1","m s-1","m s-1","m s-1","m s-1","W m-2","%","W m-2","W m-2","W m-2","W m-2","Klvin","decimal degrees","decimal degrees","decimal degrees","decimal degrees","adimensional","fraction","cm","Bar","l/min","","","","","dec C","dec C","dec C","dec C","dec C","dec C","dec C","dec C"
"","","Smp","Smp","Tot","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Tot","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-11-22 16:30:00",0,"NAN",1,1828,0,1,0.1227239,"NAN",0.06084002,89.64076,0.520548,0.5538421,98.25671,0.2697994,0.6258734,0.6369776,4.955541,-0.2111831,0.2682301,-0.3767021,0.1703555,-0.0207158,0.1439155,0.9885097,0.03437253,180,0.5004568,0.4318596,240.7246,29.9885,299.2754,1.211577,-0.04010048,1,-73.41882,-0.209948,0.2658731,-0.3767021,0.1703555,-0.03081057,0.1482247,-3.41667,41.00668,1.113014,0.594278,317.2774,321.2128,273.6962,231.1378,2.050956,62.14051,-19.72993,16.2791,0.1027778,0,-0.284,0,7.047,33.81,-0.957,1.144,-108.7,"NAN","NAN","NAN",-116.7,-120.3,-117.5,-118.8
"2021-11-22 17:00:00",1,2.022553,5,18000,16.69284,8,0.100083,-0.01398193,0.08975574,89.64739,0.5379879,0.5602666,98.28516,0.299235,0.6268458,0.6377824,4.962924,0.02108007,0.2655338,-0.2915081,0.3028789,0.03812605,0.1314064,0.9613319,0.05178359,180,0.4327512,0.2922699,274.1361,46.15036,265.8639,1.580868,-0.08106562,8,-36.31786,0.02583466,0.26568,-0.2915081,0.3028789,0.03507898,0.1311107,-3.178803,0,0.2158318,0.443925,317.4315,320.3823,273.6823,240.3992,-0.3060561,67.95505,-20.26563,37.10931,0.4805556,-0.119,-0.283,0,8.18,33.78,-0.984,1.098,-111.1,"NAN","NAN","NAN",-119,-122.6,-119.9,-121.3
"2021-11-22 17:30:00",2,2.160972,7,18000,11.40187,3,0.1220452,-0.01879636,0.07616786,89.67616,0.5581889,0.5847139,98.38206,0.3329862,0.6283827,0.6387165,4.974725,-0.2233339,0.2346759,-0.2023025,0.2655141,-0.03686189,0.1636007,0.7294862,0.1228766,180,0.4068137,0.3013376,222.1712,41.24432,317.8288,1.294064,-0.06757009,3,-43.5715,-0.2172056,0.2282273,-0.2023025,0.2655141,-0.0637069,0.1724827,-3.262246,0,-0.2840822,0.3187641,317.5562,320.2155,273.6842,245.7384,-5.124421,75.45368,-20.27001,"NAN",0,-0.145,-0.282,0,8.29,33.6,-0.984,1.105,-111,"NAN","NAN","NAN",-119,-122.4,-119.9,-121.3
"2021-11-22 18:00:00",3,3.262935,9,18000,16.95904,8,0.04495379,-0.02327796,0.04238172,89.70508,0.5688846,0.5962389,98.47038,0.3560388,0.6294345,0.6392117,4.982857,0.03342939,0.206991,-0.1520969,0.1757918,0.02511193,0.1049544,0.9115449,0.3230263,180,0.2770666,0.1557277,282.3959,53.60348,257.6041,0.8702478,-1.46059,8,-2.015712,0.03700085,0.2092254,-0.1520969,0.1757918,0.01946973,0.1004263,-3.391606,0,-0.2904338,0.3641725,317.5567,320.2937,273.686,250.9426,-9.939073,82.95222,-20.27438,"NAN",0,-0.095,-0.279,0,8.36,33.51,-0.984,1.104,-111,"NAN","NAN","NAN",-118.9,-122.4,-120,-121.3
"2021-11-22 18:30:00",4,3.526642,4,18000,2.301515,4,0.08042587,-0.06831221,0.03976724,89.72484,0.6070185,0.6240111,98.51344,0.4001403,0.6314498,0.6409781,4.998115,-0.0484718,0.1580532,-0.1703679,0.2023812,0.01624771,0.1165998,1.715213,0.2067149,180,0.2629226,0.1771295,254.1183,46.26976,285.8817,1.037781,-0.06050406,4,-48.66004,-0.04678502,0.1602468,-0.1703679,0.2023812,0.02060742,0.1135663,-3.334607,0,-0.2855462,0.3859594,317.7134,320.3765,273.7097,256.0774,-14.8845,90.45089,-20.27878,"NAN",0,-0.125,-0.28,0,8.51,33.36,-0.984,1.1,-111.1,"NAN","NAN","NAN",-118.9,-122.3,-120.1,-121.3
"2021-11-22 19:00:00",5,0.8394123,7,18000,7.367234,6,0.2203218,-0.009084163,0.0782602,89.74387,0.6139451,0.6375528,98.53187,0.4096363,0.6318844,0.6412994,5.001428,-0.03440738,0.3010168,-0.04159986,0.2386717,-0.02109741,0.09457853,2.0319,0.04873918,180,0.3504675,0.05398516,230.4057,74.50074,309.5943,0.9901219,0.001733212,6,1698.655,-0.02436785,0.268728,-0.04159986,0.2386717,-0.03217416,0.1653526,-3.150712,0,-0.3203976,0.3510472,317.7822,320.2614,273.722,261.2167,-19.93561,97.94966,-20.28313,"NAN",0,-0.196,-0.28,0,8.47,33.22,-0.984,1.104,-111.2,"NAN","NAN","NAN",-119,-122.3,-119.9,-121.1
"2021-11-22 19:30:00",6,-0.4948107,8,18000,55.2895,3,0.1499489,0.001955182,0.05722602,89.76563,0.6545038,0.6729075,98.60678,0.4606205,0.634224,0.6431845,5.019202,-0.1413689,0.2568212,-0.2275628,0.1860483,-0.02517726,0.1178176,1.944993,0.06382819,180,0.3443721,0.2678992,238.1501,38.17024,301.8499,1.427721,-0.02225976,3,-132.2624,-0.1383929,0.250461,-0.2275628,0.1860483,-0.03829441,0.1307951,-2.97958,0,-0.2051307,0.3544879,318.0747,320.4947,273.7515,266.9054,-25.4983,106.0938,-20.28789,"NAN",0,-0.17,-0.227,0,8.52,33.08,-0.984,1.105,-111.2,"NAN","NAN","NAN",-119.1,-122.1,-120.3,-121.3
"2021-11-22 20:00:00",7,2.002734,9,17677,25.61634,7,0.212173,-0.0116273,0.1483743,89.78891,0.7051069,0.7287986,98.70199,0.5244722,0.6371624,0.6455414,5.041526,-0.08267114,0.2667286,-0.2928047,0.4455539,-0.01311116,0.1645787,1.68599,0.1987912,180,0.4692228,0.3042521,254.2334,48.02848,285.7666,3.918932,0.004703976,7,625.8812,-0.08203001,0.2626913,-0.2928047,0.4455539,-0.01665826,0.1709491,-2.739928,0,-0.199072,0.3094126,318.3557,320.5872,273.8121,272.3379,-30.64607,113.5923,-20.29226,"NAN",0,-0.144,-0.277,0,8.49,33.04,-0.985,1.097,-111.2,"NAN","NAN","NAN",-119,-122.2,-120,-121.1
"2021-11-22 20:30:00",8,-1.198474,9,17443,51.29062,6,0.3662139,0.004914826,0.4386424,89.80352,0.7099752,0.7359722,98.73357,0.5337539,0.6375909,0.645769,5.044826,0.194347,0.4398611,0.2889131,0.7820171,0.08259419,0.2688052,1.107517,0.4949611,180,0.5357336,0.3481968,56.07188,47.92408,123.9281,3.894331,-0.05375873,6,-54.76561,0.2081626,0.4822772,0.2889131,0.7820171,0.03550881,0.1820516,-2.798164,0,-0.2667533,0.2827024,318.4854,320.7342,273.8372,277.5949,-35.33258,120.4452,-20.29626,"NAN",0,-0.182,-0.276,0,8.54,32.93,-0.983,1.105,-111.3,"NAN","NAN","NAN",-119,-122,-120.2,-121.3
