,When,sea,T_a,RH,v_a,Discharge,SW_direct,SW_diffuse,Prec,p_a,a,vp_a,LW_in
32,2020-12-14 08:00:00,0.52226,-14.88,55.74,0.492,60,39.93,13.31,0,690.764,0.35,1.07212,160.9
33,2020-12-14 08:15:00,0.50215,-12.86,50.93,0.419,60,94.5,31.5,0,690.842,0.35,1.15629,161.9
34,2020-12-14 08:30:00,0.47886,-10.73,50.72,0.153,0,125.025,41.675,0,690.921,0.35,1.36716,162.5
35,2020-12-14 08:45:00,0.45261,-9.74,47.65,0.209,0,156.975,52.325,0,690.999,0.35,1.38956,163.1
36,2020-12-14 09:00:00,0.42359,-9.3,47.94,0.277,0,189.75,63.25,0,691.078,0.35,1.44745,162.9
37,2020-12-14 09:15:00,0.39202,-7.674,41.38,0.124,0,222.975,74.325,0,691.121,0.35,1.41897,163.3
38,2020-12-14 09:30:00,0.35809,-7.562,43.25,0.668,0,255.75,85.25,0,691.165,0.35,1.49605,164.1
39,2020-12-14 09:45:00,0.32201,-7.171,39.19,0.6,0,288.45,96.15,0,691.209,0.35,1.39732,165.0
40,2020-12-14 10:00:00,0.28396,-6.655,38.46,0.746,0,318.825,106.275,0,691.253,0.35,1.42703,166.6
41,2020-12-14 10:15:00,0.24412,-5.604,33.55,0.491,0,348.525,116.175,0,691.122,0.35,1.34933,168.1
42,2020-12-14 10:30:00,0.20264,-5.068,28.7,0.617,0,374.175,124.725,0,690.992,0.35,1.20237,170.3
43,2020-12-14 10:45:00,0.15969,-3.719,28.13,0.384,0,398.025,132.675,0,690.861,0.35,1.30492,171.9
44,2020-12-14 11:00:00,0.11539,-3.141,26.15,0.589,0,422.775,140.925,0,690.73,0.35,1.26676,173.8
45,2020-12-14 11:15:00,0.06987,-2.968,25.32,0.7,0,366.3,122.1,0,690.479,0.35,1.24251,183.6
46,2020-12-14 11:30:00,0.02325,-2.568,24.39,0.753,0,366.0,122.0,0,690.228,0.35,1.23307,187.7
47,2020-12-14 11:45:00,0.0,-1.658,23.07,0.408,0,410.175,136.725,0,689.977,0.35,1.24768,188.7
48,2020-12-14 12:00:00,0.0,-0.717,21.92,0.675,0,504.525,168.175,0,689.726,0.35,1.27039,191.4
49,2020-12-14 12:15:00,0.0,-0.406,20.09,0.513,0,465.6,155.2,0,689.556,0.35,1.19112,187.2
50,2020-12-14 12:30:00,0.0,0.19,20.64,0.727,0,464.925,154.975,0,689.385,0.35,1.27802,189.0
51,2020-12-14 12:45:00,0.0,0.752,19.41,0.677,0,524.475,174.825,0,689.215,0.35,1.25183,190.9
52,2020-12-14 13:00:00,0.0,1.3,15.93,0.638,0,487.5,162.5,0,689.044,0.35,1.06883,192.2
53,2020-12-14 13:15:00,0.0,1.716,14.09,0.779,0,456.75,152.25,0,688.833,0.35,0.97406,190.7
54,2020-12-14 13:30:00,0.0,2.429,13.65,0.877,0,385.05,128.35,0,688.622,0.35,0.99301,189.6
55,2020-12-14 13:45:00,0.0,2.67,12.64,0.957,0,328.5,109.5,0,688.412,0.35,0.93546,189.6
56,2020-12-14 14:00:00,0.0,2.528,13.3,1.114,0,278.625,92.875,0,688.201,0.35,0.9744,191.0
57,2020-12-14 14:15:00,0.0,2.242,11.91,0.698,0,250.65,83.55,0,688.141,0.35,0.85494,195.5
58,2020-12-14 14:30:00,0.0,2.722,11.58,0.955,0,266.475,88.825,0,688.082,0.35,0.86018,197.1
59,2020-12-14 14:45:00,0.0,3.04,11.54,0.55,0,237.75,79.25,0,688.022,0.35,0.8768,200.4
60,2020-12-14 15:00:00,0.0,3.219,11.62,0.658,0,211.5,70.5,0,687.963,0.35,0.89415,198.1
61,2020-12-14 15:15:00,0.0,3.108,11.47,0.498,0,189.675,63.225,0,687.947,0.35,0.87569,197.3
62,2020-12-14 15:30:00,0.0,3.3,11.2,0.494,0,207.375,69.125,0,687.93,0.35,0.86679,194.2
63,2020-12-14 15:45:00,0.0,3.216,11.89,0.931,0,139.875,46.625,0,687.914,0.35,0.91473,190.9
64,2020-12-14 16:00:00,0.0,2.574,12.04,1.385,0,120.9,40.3,0,687.898,0.35,0.88498,189.5
65,2020-12-14 16:15:00,0.0,2.28,14.14,1.911,0,70.5,23.5,0,687.888,0.35,1.01778,187.3
66,2020-12-14 16:30:00,0.0,1.46,14.45,1.011,0,27.315,9.105,0,687.878,0.35,0.98075,186.8
67,2020-12-14 16:45:00,0.0,0.518,14.79,0.129,0,17.22,5.74,0,687.868,0.35,0.93785,186.1
68,2020-12-14 17:00:00,0.0,-0.28,15.88,0.044,0,9.218,3.072,0,687.858,0.35,0.95021,183.9
69,2020-12-14 17:15:00,0.0,-0.846,17.95,0.016,0,1.381,0.46,0,687.894,0.35,1.03052,181.7
70,2020-12-14 17:30:00,0.0,-1.272,16.48,0.096,60,-2.276,-0.758,0,687.93,0.35,0.91699,181.4
71,2020-12-14 17:45:00,0.0,-1.716,16.78,0.32,60,-3.271,-1.09,0,687.966,0.35,0.90363,180.9
72,2020-12-14 18:00:00,0.0,-2.51,17.25,0.592,60,-3.295,-1.098,0,688.003,0.35,0.87587,181.1
73,2020-12-14 18:15:00,0.0,-3.169,17.5,0.468,60,-2.903,-0.968,0,688.084,0.35,0.84596,185.1
74,2020-12-14 18:30:00,0.0,-3.334,17.42,0.889,60,-2.854,-0.951,0,688.165,0.35,0.83177,186.2
75,2020-12-14 18:45:00,0.0,-3.683,19.51,0.375,60,-2.763,-0.921,0,688.246,0.35,0.9075,191.3
76,2020-12-14 19:00:00,0.0,-3.802,25.93,0.653,60,-2.72,-0.906,0,688.328,0.35,1.19539,192.0
77,2020-12-14 19:15:00,0.0,-4.111,24.98,0.34,60,-2.56,-0.853,0,688.438,0.35,1.12512,194.7
78,2020-12-14 19:30:00,0.0,-4.718,20.58,0.147,60,-2.423,-0.808,0,688.549,0.35,0.88539,197.3
79,2020-12-14 19:45:00,0.0,-4.855,31.28,0.155,60,-2.9,-0.966,0,688.659,0.35,1.33182,187.7
80,2020-12-14 20:00:00,0.0,-5.233,25.25,0.126,60,-2.626,-0.875,0,688.77,0.35,1.04464,186.2
81,2020-12-14 20:15:00,0.0,-5.644,29.86,0.685,60,-2.714,-0.905,0,688.777,0.35,1.19726,185.6
82,2020-12-14 20:30:00,0.0,-5.712,25.09,0.411,60,-2.653,-0.884,0,688.784,0.35,1.00079,185.7
83,2020-12-14 20:45:00,0.0,-5.922,30.14,0.284,60,-2.395,-0.798,0,688.791,0.35,1.18308,190.7
84,2020-12-14 21:00:00,0.0,-6.105,29.97,1.187,60,-2.568,-0.856,0,688.798,0.35,1.16003,188.6
85,2020-12-14 21:15:00,0.0,-6.143,30.39,0.882,60,-2.216,-0.738,0,688.879,0.35,1.17286,197.9
86,2020-12-14 21:30:00,0.0,-6.283,25.98,0.657,60,-1.944,-0.648,0,688.96,0.35,0.99195,209.2
87,2020-12-14 21:45:00,0.0,-6.509,36.7,1.611,60,-2.03,-0.677,0,689.042,0.35,1.37712,212.4
88,2020-12-14 22:00:00,0.0,-6.707,28.67,1.079,60,-1.619,-0.54,0,689.123,0.35,1.05953,221.8
89,2020-12-14 22:15:00,0.0,-6.356,29.13,1.347,60,-1.448,-0.482,0,689.122,0.35,1.106,227.6
90,2020-12-14 22:30:00,0.0,-6.156,31.02,1.552,60,-1.619,-0.54,0,689.121,0.35,1.19598,228.3
91,2020-12-14 22:45:00,0.0,-6.14,27.46,1.586,60,-1.584,-0.528,0,689.12,0.35,1.06002,228.8
92,2020-12-14 23:00:00,0.0,-6.126,31.12,1.454,60,-1.712,-0.571,0,689.119,0.35,1.2026,224.5
93,2020-12-14 23:15:00,0.0,-6.158,35.47,0.21,60,-1.641,-0.547,0,689.08,0.35,1.36734,227.5
94,2020-12-14 23:30:00,0.0,-6.234,35.34,1.16,60,-1.612,-0.537,0,689.04,0.35,1.35441,224.6
95,2020-12-14 23:45:00,0.0,-6.409,34.86,1.435,60,-1.521,-0.507,0,689.0,0.35,1.31817,228.0
96,2020-12-15 00:00:00,0.0,-6.5,36.89,1.268,60,-1.476,-0.492,0,688.96,0.35,1.38521,231.9
97,2020-12-15 00:15:00,0.0,-6.545,35.55,1.276,60,-1.424,-0.475,0,688.959,0.35,1.33028,231.9
98,2020-12-15 00:30:00,0.0,-6.556,37.75,1.412,60,-1.352,-0.451,0,688.957,0.35,1.4114,234.8
99,2020-12-15 00:45:00,0.0,-6.461,32.2,1.348,60,-1.167,-0.389,0,688.955,0.35,1.21273,240.6
100,2020-12-15 01:00:00,0.0,-5.973,33.79,1.206,60,-1.1,-0.367,0,688.954,0.35,1.32118,242.5
101,2020-12-15 01:15:00,0.0,-6.249,32.96,1.647,60,-1.199,-0.4,0,688.908,0.35,1.26174,242.2
102,2020-12-15 01:30:00,0.0,-6.355,37.27,1.38,60,-1.183,-0.394,0,688.863,0.35,1.41516,242.0
103,2020-12-15 01:45:00,0.0,-6.103,33.43,1.132,60,-1.103,-0.368,0,688.817,0.35,1.29415,242.2
104,2020-12-15 02:00:00,0.0215,-5.747,36.12,0.704,60,-1.132,-0.378,0,688.771,0.35,1.43691,243.9
105,2020-12-15 02:15:00,0.06813,-6.067,33.04,1.144,60,-1.132,-0.378,0,688.773,0.35,1.28258,243.7
106,2020-12-15 02:30:00,0.11365,-6.109,35.28,0.685,60,-1.162,-0.387,0,688.775,0.35,1.36514,244.9
107,2020-12-15 02:45:00,0.15797,-6.111,34.46,0.945,60,-1.1,-0.367,0,688.777,0.35,1.3332,242.3
108,2020-12-15 03:00:00,0.20094,-6.194,34.37,1.102,60,-1.306,-0.436,0,688.778,0.35,1.32128,238.8
109,2020-12-15 03:15:00,0.24243,-5.932,39.18,0.636,60,-1.19,-0.397,0,688.78,0.35,1.53674,239.5
110,2020-12-15 03:30:00,0.28229,-6.24,34.35,0.739,60,-1.358,-0.452,0,688.783,0.35,1.31586,237.2
111,2020-12-15 03:45:00,0.32037,-6.212,35.64,1.199,60,-1.338,-0.446,0,688.785,0.35,1.36821,238.4
112,2020-12-15 04:00:00,0.35648,-6.375,36.49,1.179,60,-1.182,-0.394,0,688.787,0.35,1.38342,241.8
113,2020-12-15 04:15:00,0.39043,-6.191,37.63,1.065,60,-1.267,-0.422,0,688.79,0.35,1.44694,235.7
114,2020-12-15 04:30:00,0.42205,-6.169,36.83,0.658,60,-1.385,-0.462,0,688.792,0.35,1.41857,234.2
115,2020-12-15 04:45:00,0.45111,-6.37,37.74,1.002,60,-1.492,-0.497,0,688.795,0.35,1.43136,229.6
116,2020-12-15 05:00:00,0.47742,-6.666,37.78,0.89,60,-1.287,-0.429,0,688.798,0.35,1.40061,234.4
117,2020-12-15 05:15:00,0.50076,-6.805,36.99,0.652,60,-1.559,-0.52,0,688.839,0.35,1.35671,225.3
118,2020-12-15 05:30:00,0.52094,-6.976,39.76,0.856,60,-1.732,-0.578,0,688.879,0.35,1.43918,218.2
119,2020-12-15 05:45:00,0.53776,-7.093,39.0,0.958,60,-1.687,-0.562,0,688.92,0.35,1.39897,216.5
120,2020-12-15 06:00:00,0.55107,-7.269,37.27,1.001,60,-1.611,-0.537,0,688.96,0.35,1.31882,221.3
121,2020-12-15 06:15:00,0.56071,-7.512,38.48,0.9,60,-1.784,-0.594,0,689.001,0.35,1.33623,218.4
122,2020-12-15 06:30:00,0.56659,-8.08,38.49,0.528,60,-2.085,-0.695,0,689.042,0.35,1.2788,200.1
123,2020-12-15 06:45:00,0.56863,-8.35,39.25,0.38,60,-1.751,-0.584,0,689.082,0.35,1.27684,207.2
124,2020-12-15 07:00:00,0.56681,-8.57,40.56,0.759,60,-1.539,-0.513,0,689.123,0.35,1.29693,211.9
125,2020-12-15 07:15:00,0.56115,-8.48,46.97,1.156,60,-0.922,-0.308,0,689.184,0.35,1.51252,203.3
126,2020-12-15 07:30:00,0.55172,-8.69,38.98,1.175,60,2.217,0.739,0,689.245,0.35,1.23474,194.8
127,2020-12-15 07:45:00,0.53862,-9.03,38.43,0.717,60,14.13,4.71,0,689.306,0.35,1.18525,199.0
128,2020-12-15 08:00:00,0.522,-8.95,38.7,0.534,60,29.197,9.732,0,689.367,0.35,1.20111,196.3
129,2020-12-15 08:15:00,0.50201,-8.53,39.66,0.483,60,47.91,15.97,0,689.468,0.35,1.27213,212.8
130,2020-12-15 08:30:00,0.47884,-8.17,42.88,0.214,60,70.425,23.475,0,689.57,0.35,1.41468,216.3
131,2020-12-15 08:45:00,0.4527,-7.449,41.63,0.077,60,81.75,27.25,0,689.672,0.35,1.4527,211.0
132,2020-12-15 09:00:00,0.42379,-6.847,40.95,0.058,60,96.0,32.0,0,689.773,0.35,1.49709,219.0
133,2020-12-15 09:15:00,0.39232,-6.248,39.04,0.107,0,124.2,41.4,0,689.818,0.35,1.4946,220.6
134,2020-12-15 09:30:00,0.35849,-5.277,38.6,0.094,0,151.725,50.575,0,689.863,0.35,1.59162,232.6
135,2020-12-15 09:45:00,0.3225,-4.327,37.4,0.307,0,192.825,64.275,0,689.908,0.35,1.6573,236.5
136,2020-12-15 10:00:00,0.28454,-3.853,35.37,0.479,0,197.475,65.825,0,689.953,0.35,1.62434,234.0
137,2020-12-15 10:15:00,0.24477,-3.17,32.17,0.817,0,232.425,77.475,0,689.835,0.35,1.55501,238.8
138,2020-12-15 10:30:00,0.20337,-2.286,30.05,1.304,0,217.2,72.4,0,689.718,0.35,1.55138,245.2
139,2020-12-15 10:45:00,0.16048,-1.563,27.74,1.109,0,222.75,74.25,0,689.6,0.35,1.5108,249.2
140,2020-12-15 11:00:00,0.11624,-1.342,27.81,1.571,0,243.075,81.025,0,689.482,0.35,1.53948,249.4
141,2020-12-15 11:15:00,0.07078,-0.716,27.45,1.716,0,261.075,87.025,0,689.34,0.35,1.59101,244.7
142,2020-12-15 11:30:00,0.02422,-0.119,25.48,1.042,0,242.025,80.675,0,689.198,0.35,1.54264,241.4
143,2020-12-15 11:45:00,0.0,0.223,25.32,1.537,0,248.1,82.7,0,689.056,0.35,1.57157,246.3
144,2020-12-15 12:00:00,0.0,1.003,23.2,1.026,0,246.075,82.025,0,688.914,0.35,1.52364,247.1
145,2020-12-15 12:15:00,0.0,1.509,21.58,1.047,0,232.2,77.4,0,688.851,0.35,1.46984,249.8
146,2020-12-15 12:30:00,0.0,1.855,21.55,0.492,0,232.2,77.4,0,688.789,0.35,1.5047,252.9
147,2020-12-15 12:45:00,0.0,2.053,20.36,1.072,0,234.075,78.025,0,688.726,0.35,1.4419,253.4
148,2020-12-15 13:00:00,0.0,2.116,21.68,0.995,0,210.225,70.075,0,688.664,0.35,1.54232,254.8
149,2020-12-15 13:15:00,0.0,2.117,21.56,0.86,0,244.125,81.375,0,688.582,0.35,1.53389,258.0
150,2020-12-15 13:30:00,0.0,2.245,21.34,1.195,0,197.775,65.925,0,688.5,0.35,1.53219,254.2
151,2020-12-15 13:45:00,0.0,1.994,21.36,1.109,0,217.425,72.475,0,688.418,0.35,1.50635,259.8
152,2020-12-15 14:00:00,0.0,2.067,22.76,1.301,0,172.875,57.625,0,688.336,0.35,1.61348,257.0
153,2020-12-15 14:15:00,0.0,1.818,22.63,1.174,0,166.8,55.6,0,688.297,0.35,1.57592,258.7
154,2020-12-15 14:30:00,0.0,2.01,23.1,0.661,0,154.8,51.6,0,688.258,0.35,1.63092,257.8
155,2020-12-15 14:45:00,0.0,1.97,23.09,1.756,0,158.25,52.75,0,688.219,0.35,1.62556,254.9
156,2020-12-15 15:00:00,0.0,1.826,23.74,1.47,0,162.6,54.2,0,688.18,0.35,1.65417,253.7
157,2020-12-15 15:15:00,0.0,1.875,22.75,1.459,0,124.65,41.55,0,688.181,0.35,1.59076,246.6
158,2020-12-15 15:30:00,0.0,1.589,23.72,1.023,0,105.75,35.25,0,688.182,0.35,1.62491,250.7
159,2020-12-15 15:45:00,0.0,1.426,24.03,1.319,0,83.625,27.875,0,688.182,0.35,1.62698,249.0
160,2020-12-15 16:00:00,0.0,1.287,23.69,1.037,0,61.95,20.65,0,688.183,0.35,1.588,249.3
161,2020-12-15 16:15:00,0.0,1.154,24.55,0.941,0,46.552,15.518,0,688.122,0.35,1.62996,248.3
162,2020-12-15 16:30:00,0.0,0.867,26.8,2.068,0,30.975,10.325,0,688.061,0.35,1.74287,250.4
163,2020-12-15 16:45:00,0.0,0.577,26.37,1.904,0,22.155,7.385,0,688.0,0.35,1.67931,243.4
164,2020-12-15 17:00:00,0.0,0.396,27.73,1.548,0,9.435,3.145,0,687.939,0.35,1.7429,243.8
165,2020-12-15 17:15:00,0.0,0.133,28.66,1.075,0,1.574,0.525,0,688.0,0.35,1.76728,247.1
166,2020-12-15 17:30:00,0.0,-0.071,28.16,0.92,0,-1.248,-0.416,0,688.061,0.35,1.71087,237.1
167,2020-12-15 17:45:00,0.0,-0.312,28.24,1.48,0,-1.672,-0.557,0,688.122,0.35,1.68585,238.5
168,2020-12-15 18:00:00,0.0,-0.374,28.94,1.566,0,-1.803,-0.601,0,688.183,0.35,1.71984,232.5
169,2020-12-15 18:15:00,0.0,-0.477,28.9,0.804,0,-2.298,-0.766,0,688.279,0.35,1.70459,223.7
170,2020-12-15 18:30:00,0.0,-1.026,29.02,0.44,60,-2.906,-0.968,0,688.376,0.35,1.64421,210.9
171,2020-12-15 18:45:00,0.0,-1.615,32.89,1.098,60,-2.582,-0.861,0,688.473,0.35,1.78443,213.7
172,2020-12-15 19:00:00,0.0,-1.889,30.87,1.733,60,-2.72,-0.907,0,688.569,0.35,1.64128,208.0
173,2020-12-15 19:15:00,0.0,-2.429,32.14,1.081,60,-2.946,-0.982,0,688.631,0.35,1.64176,204.6
174,2020-12-15 19:30:00,0.0,-2.668,34.91,0.685,60,-2.728,-0.91,0,688.692,0.35,1.75184,203.2
175,2020-12-15 19:45:00,0.0,-3.267,33.52,0.695,60,-2.744,-0.914,0,688.754,0.35,1.60855,197.0
176,2020-12-15 20:00:00,0.0,-3.888,37.33,0.557,60,-2.527,-0.842,0,688.815,0.35,1.70984,201.5
177,2020-12-15 20:15:00,0.0,-4.018,34.56,1.004,60,-2.594,-0.865,0,688.876,0.35,1.56756,196.3
178,2020-12-15 20:30:00,0.0,-4.427,36.25,0.632,60,-2.781,-0.927,0,688.937,0.35,1.59426,192.0
179,2020-12-15 20:45:00,0.0,-5.031,36.88,0.547,60,-2.781,-0.927,0,688.998,0.35,1.54941,191.3
180,2020-12-15 21:00:00,0.0,-5.504,37.32,0.47,60,-2.471,-0.824,0,689.059,0.35,1.51245,189.5
181,2020-12-15 21:15:00,0.0,-5.726,37.87,0.354,60,-2.593,-0.864,0,689.095,0.35,1.50895,189.7
182,2020-12-15 21:30:00,0.0,-6.095,39.6,0.434,60,-2.644,-0.881,0,689.132,0.35,1.53394,187.2
183,2020-12-15 21:45:00,0.0,-6.257,41.95,0.421,60,-2.531,-0.844,0,689.168,0.35,1.6049,187.0
184,2020-12-15 22:00:00,0.0,-6.518,39.33,0.106,60,-2.341,-0.78,0,689.204,0.35,1.47478,188.2
185,2020-12-15 22:15:00,0.0,-6.703,38.78,0.375,60,-2.398,-0.8,0,689.184,0.35,1.43359,187.9
186,2020-12-15 22:30:00,0.0,-6.923,41.29,0.246,60,-2.211,-0.737,0,689.164,0.35,1.50069,186.3
187,2020-12-15 22:45:00,0.0,-6.957,38.11,0.33,60,-2.333,-0.778,0,689.143,0.35,1.38148,184.2
188,2020-12-15 23:00:00,0.0,-7.131,42.48,0.467,60,-2.278,-0.759,0,689.123,0.35,1.51932,185.2
189,2020-12-15 23:15:00,0.0,-7.217,34.52,0.422,60,-2.462,-0.821,0,689.062,0.35,1.22644,180.4
190,2020-12-15 23:30:00,0.0,-7.544,34.18,0.919,60,-2.528,-0.842,0,689.001,0.35,1.18396,179.0
191,2020-12-15 23:45:00,0.0,-7.715,35.69,0.738,60,-2.6,-0.866,0,688.94,0.35,1.21995,177.8
192,2020-12-16 00:00:00,0.0,-7.659,33.83,0.648,60,-2.41,-0.804,0,688.879,0.35,1.16142,177.7
193,2020-12-16 00:15:00,0.0,-7.795,35.38,0.334,60,-2.428,-0.809,0,688.818,0.35,1.20186,176.6
194,2020-12-16 00:30:00,0.0,-7.97,38.48,0.819,60,-2.444,-0.815,0,688.757,0.35,1.28947,175.4
195,2020-12-16 00:45:00,0.0,-8.21,32.5,0.233,60,-2.554,-0.852,0,688.696,0.35,1.06888,174.7
196,2020-12-16 01:00:00,0.0,-8.87,36.58,0.771,60,-2.448,-0.816,0,688.635,0.35,1.14247,173.7
197,2020-12-16 01:15:00,0.0,-9.2,34.6,0.596,60,-2.479,-0.826,0,688.676,0.35,1.05294,173.6
198,2020-12-16 01:30:00,0.0,-9.25,36.79,0.676,60,-2.476,-0.825,0,688.717,0.35,1.11519,172.9
199,2020-12-16 01:45:00,0.0,-9.51,35.26,0.751,60,-2.416,-0.805,0,688.757,0.35,1.04711,172.2
200,2020-12-16 02:00:00,0.01949,-9.85,35.91,0.69,60,-2.464,-0.822,0,688.798,0.35,1.03812,172.2
201,2020-12-16 02:15:00,0.06613,-10.29,35.73,1.383,60,-2.299,-0.766,0,688.762,0.35,0.99747,171.3
202,2020-12-16 02:30:00,0.11168,-10.33,36.78,0.655,60,-2.539,-0.846,0,688.726,0.35,1.02352,171.3
203,2020-12-16 02:45:00,0.15601,-10.34,38.69,0.488,60,-2.185,-0.728,0,688.69,0.35,1.07581,170.7
204,2020-12-16 03:00:00,0.19901,-10.56,40.24,0.496,60,-2.378,-0.792,0,688.654,0.35,1.09948,170.5
205,2020-12-16 03:15:00,0.24053,-10.99,39.0,0.298,60,-2.485,-0.828,0,688.622,0.35,1.02963,170.5
206,2020-12-16 03:30:00,0.28043,-11.14,40.1,0.497,60,-2.302,-0.768,0,688.59,0.35,1.04603,169.9
207,2020-12-16 03:45:00,0.31855,-11.17,38.48,0.571,60,-2.12,-0.707,0,688.559,0.35,1.00136,169.6
208,2020-12-16 04:00:00,0.35471,-11.33,45.79,0.255,60,-2.269,-0.756,0,688.527,0.35,1.17639,169.7
209,2020-12-16 04:15:00,0.38872,-11.29,39.61,0.198,60,-2.151,-0.717,0,688.488,0.35,1.0209,169.4
210,2020-12-16 04:30:00,0.42039,-11.43,43.29,0.336,60,-2.176,-0.726,0,688.45,0.35,1.10327,169.1
211,2020-12-16 04:45:00,0.44952,-11.46,42.55,0.089,60,-1.938,-0.646,0,688.411,0.35,1.0818,168.8
212,2020-12-16 05:00:00,0.4759,-11.59,46.39,0.663,60,-2.133,-0.711,0,688.373,0.35,1.16717,168.8
213,2020-12-16 05:15:00,0.49933,-11.76,45.94,0.549,60,-2.242,-0.748,0,688.414,0.35,1.14014,168.4
214,2020-12-16 05:30:00,0.5196,-11.69,42.65,0.776,60,-2.249,-0.75,0,688.455,0.35,1.06447,168.5
215,2020-12-16 05:45:00,0.53652,-11.52,59.16,0.628,60,-2.215,-0.738,0,688.496,0.35,1.49687,168.0
216,2020-12-16 06:00:00,0.54994,-11.91,57.06,0.832,60,-2.408,-0.803,0,688.536,0.35,1.39909,167.6
217,2020-12-16 06:15:00,0.55969,-11.94,57.87,1.598,60,-2.571,-0.857,0,688.617,0.35,1.41552,167.3
218,2020-12-16 06:30:00,0.56569,-12.03,58.1,0.654,60,-2.446,-0.816,0,688.697,0.35,1.41086,167.1
219,2020-12-16 06:45:00,0.56785,-11.98,54.46,0.722,60,-2.218,-0.74,0,688.777,0.35,1.32782,167.2
220,2020-12-16 07:00:00,0.56616,-11.99,65.71,1.007,60,-2.342,-0.78,0,688.858,0.35,1.60082,166.7
221,2020-12-16 07:15:00,0.56063,-12.54,54.63,1.175,60,-1.472,-0.491,0,688.96,0.35,1.27295,166.3
