,When,T_a,RH,v_a,p_a,SW_direct,SW_diffuse
1149,2020-12-25 23:15:00,-9.44,26.22,1.8530000000000002,621.738,-2.6289999999999996,-0.8759999999999999
1150,2020-12-25 23:30:00,-9.55,23.09,1.212,621.6659999999999,-2.713,-0.904
1151,2020-12-25 23:45:00,-9.29,23.08,1.726,621.595,-2.505,-0.835
1152,2020-12-26 00:00:00,-9.19,23.09,1.8430000000000002,621.523,-2.401,-0.8
1153,2020-12-26 00:15:00,-9.53,23.89,2.356,621.479,-2.508,-0.836
1154,2020-12-26 00:30:00,-9.86,24.35,2.7119999999999997,621.434,-2.465,-0.8220000000000001
1155,2020-12-26 00:45:00,-9.81,24.07,2.863,621.39,-2.283,-0.7609999999999999
1156,2020-12-26 01:00:00,-9.82,23.58,3.049,621.345,-2.449,-0.816
1157,2020-12-26 01:15:00,-9.76,25.09,2.472,621.289,-2.436,-0.812
1158,2020-12-26 01:30:00,-10.04,25.08,1.794,621.2330000000001,-2.596,-0.865
1159,2020-12-26 01:45:00,-10.23,25.24,1.8519999999999999,621.177,-2.4090000000000003,-0.8029999999999999
1160,2020-12-26 02:00:00,-10.23,24.86,1.6669999999999998,621.121,-2.505,-0.835
1161,2020-12-26 02:15:00,-10.21,27.23,1.541,621.075,-2.439,-0.813
1162,2020-12-26 02:30:00,-10.62,26.49,1.3719999999999999,621.028,-2.522,-0.841
1163,2020-12-26 02:45:00,-10.55,26.86,1.624,620.982,-2.412,-0.804
1164,2020-12-26 03:00:00,-10.6,26.67,2.2159999999999997,620.936,-2.272,-0.758
1165,2020-12-26 03:15:00,-10.66,26.9,2.656,620.885,-2.195,-0.732
1166,2020-12-26 03:30:00,-10.62,27.03,2.237,620.835,-2.249,-0.75
1167,2020-12-26 03:45:00,-10.74,27.21,2.082,620.785,-2.373,-0.7909999999999999
1168,2020-12-26 04:00:00,-10.85,28.62,0.986,620.734,-2.1519999999999997,-0.718
1169,2020-12-26 04:15:00,-11.22,28.72,0.818,620.693,-2.336,-0.779
1170,2020-12-26 04:30:00,-11.41,28.94,0.541,620.6519999999999,-2.334,-0.778
1171,2020-12-26 04:45:00,-11.4,28.86,2.5580000000000003,620.611,-2.344,-0.782
1172,2020-12-26 05:00:00,-11.31,28.8,2.229,620.57,-2.115,-0.705
1173,2020-12-26 05:15:00,-11.44,28.05,1.74,620.622,-2.194,-0.732
1174,2020-12-26 05:30:00,-11.39,28.43,2.4330000000000003,620.675,-2.1519999999999997,-0.7170000000000001
1175,2020-12-26 05:45:00,-11.35,28.37,2.01,620.727,-1.963,-0.654
1176,2020-12-26 06:00:00,-11.43,28.59,2.379,620.78,-1.999,-0.6659999999999999
1177,2020-12-26 06:15:00,-11.52,28.6,2.461,620.822,-2.041,-0.68
1178,2020-12-26 06:30:00,-11.57,28.13,2.432,620.865,-2.101,-0.7
1179,2020-12-26 06:45:00,-11.88,29.42,1.8719999999999999,620.9069999999999,-2.24,-0.746
1180,2020-12-26 07:00:00,-11.75,28.24,2.379,620.9490000000001,-1.929,-0.643
1181,2020-12-26 07:15:00,-11.93,30.63,1.1540000000000001,620.976,-1.625,-0.542
1182,2020-12-26 07:30:00,-12.36,30.21,0.593,621.003,0.7959999999999999,0.265
1183,2020-12-26 07:45:00,-12.05,29.71,1.493,621.029,5.74,1.9140000000000001
1184,2020-12-26 08:00:00,-12.18,31.32,0.612,621.056,14.1,4.7
1185,2020-12-26 08:15:00,-12.43,31.29,0.7509999999999999,621.137,76.2,25.4
1186,2020-12-26 08:30:00,-12.23,29.64,0.495,621.2180000000001,105.9,35.3
1187,2020-12-26 08:45:00,-10.85,29.28,0.594,621.299,137.475,45.825
1188,2020-12-26 09:00:00,-11.0,28.35,0.794,621.38,170.55,56.85
1189,2020-12-26 09:15:00,-10.59,28.27,0.028999999999999998,621.497,202.65,67.55
1190,2020-12-26 09:30:00,-10.15,28.02,1.38,621.614,234.15,78.05
1191,2020-12-26 09:45:00,-9.95,27.49,1.327,621.731,267.15,89.05
1192,2020-12-26 10:00:00,-9.82,27.16,1.642,621.8480000000001,297.6,99.2
1193,2020-12-26 10:15:00,-9.33,26.94,1.685,621.756,327.675,109.225
1194,2020-12-26 10:30:00,-9.09,27.11,1.768,621.665,355.2,118.4
1195,2020-12-26 10:45:00,-8.91,27.25,1.9369999999999998,621.573,380.4,126.8
1196,2020-12-26 11:00:00,-8.73,27.17,1.7830000000000001,621.481,403.8,134.6
1197,2020-12-26 11:15:00,-8.21,25.81,1.7280000000000002,621.369,422.7,140.9
1198,2020-12-26 11:30:00,-7.792999999999999,24.76,1.725,621.256,439.2,146.4
1199,2020-12-26 11:45:00,-7.71,26.12,1.868,621.144,452.4,150.8
1200,2020-12-26 12:00:00,-7.476,25.15,1.7930000000000001,621.0319999999999,462.45,154.15
1201,2020-12-26 12:15:00,-6.93,24.5,1.8030000000000002,620.914,469.125,156.375
1202,2020-12-26 12:30:00,-6.593999999999999,23.56,1.946,620.795,471.975,157.325
1203,2020-12-26 12:45:00,-6.257000000000001,22.73,1.604,620.677,471.375,157.125
1204,2020-12-26 13:00:00,-6.136,22.13,1.646,620.559,467.475,155.825
1205,2020-12-26 13:15:00,-5.47,21.39,2.0980000000000003,620.444,461.1,153.7
1206,2020-12-26 13:30:00,-5.476,20.05,1.986,620.3290000000001,448.8,149.6
1207,2020-12-26 13:45:00,-4.959,19.98,1.864,620.214,435.225,145.075
1208,2020-12-26 14:00:00,-4.694,19.04,2.887,620.099,412.35,137.45
1209,2020-12-26 14:15:00,-4.005,16.11,3.175,619.991,397.8,132.6
1210,2020-12-26 14:30:00,-3.94,16.08,3.1319999999999997,619.883,375.3,125.1
1211,2020-12-26 14:45:00,-3.5989999999999998,16.77,2.845,619.776,349.35,116.45
1212,2020-12-26 15:00:00,-3.659,15.96,1.808,619.668,321.075,107.025
1213,2020-12-26 15:15:00,-3.7569999999999997,14.47,2.739,619.605,290.25,96.75
1214,2020-12-26 15:30:00,-3.295,13.97,1.761,619.5419999999999,258.525,86.175
1215,2020-12-26 15:45:00,-3.702,14.77,1.7819999999999998,619.479,225.15,75.05
1216,2020-12-26 16:00:00,-4.1739999999999995,15.45,2.185,619.4169999999999,191.1,63.7
1217,2020-12-26 16:15:00,-4.352,17.88,1.61,619.369,147.825,49.275
1218,2020-12-26 16:30:00,-5.083,19.24,1.742,619.322,13.253,4.418
1219,2020-12-26 16:45:00,-5.585,20.9,1.3090000000000002,619.275,9.9,3.3
1220,2020-12-26 17:00:00,-5.874,20.93,1.038,619.227,6.428,2.142
1221,2020-12-26 17:15:00,-5.897,19.4,0.561,619.265,2.311,0.77
1222,2020-12-26 17:30:00,-6.156000000000001,20.41,0.649,619.303,-1.256,-0.419
1223,2020-12-26 17:45:00,-6.56,20.84,1.057,619.341,-3.032,-1.01
1224,2020-12-26 18:00:00,-6.892,23.07,1.179,619.379,-2.8310000000000004,-0.9440000000000001
1225,2020-12-26 18:15:00,-7.235,23.14,0.584,619.448,-2.997,-0.9990000000000001
1226,2020-12-26 18:30:00,-7.604,24.43,0.53,619.518,-3.302,-1.101
1227,2020-12-26 18:45:00,-7.676,25.93,0.617,619.587,-2.968,-0.9890000000000001
1228,2020-12-26 19:00:00,-7.603,27.7,0.8029999999999999,619.6569999999999,-3.1439999999999997,-1.048
1229,2020-12-26 19:15:00,-7.642,24.38,1.12,619.695,-2.997,-0.9990000000000001
1230,2020-12-26 19:30:00,-7.8629999999999995,24.56,0.9179999999999999,619.734,-2.997,-0.9990000000000001
1231,2020-12-26 19:45:00,-7.85,23.88,0.9690000000000001,619.7719999999999,-3.157,-1.052
1232,2020-12-26 20:00:00,-7.882000000000001,23.35,0.938,619.81,-3.105,-1.035
1233,2020-12-26 20:15:00,-7.874,23.27,0.674,619.842,-2.77,-0.9229999999999999
1234,2020-12-26 20:30:00,-7.956,23.63,1.41,619.874,-2.852,-0.951
1235,2020-12-26 20:45:00,-8.11,23.55,1.472,619.906,-2.528,-0.843
1236,2020-12-26 21:00:00,-8.14,23.48,2.401,619.938,-2.6210000000000004,-0.8740000000000001
1237,2020-12-26 21:15:00,-8.49,23.9,3.662,619.932,-2.5340000000000003,-0.845
1238,2020-12-26 21:30:00,-8.7,24.49,3.891,619.925,-2.572,-0.857
1239,2020-12-26 21:45:00,-8.3,23.54,2.761,619.919,-2.479,-0.826
1240,2020-12-26 22:00:00,-8.36,23.97,3.597,619.9119999999999,-2.274,-0.758
1241,2020-12-26 22:15:00,-8.21,23.37,3.8930000000000002,619.87,-2.594,-0.865
1242,2020-12-26 22:30:00,-8.32,23.7,4.402,619.828,-2.323,-0.774
1243,2020-12-26 22:45:00,-8.49,23.53,4.122,619.785,-2.55,-0.85
1244,2020-12-26 23:00:00,-8.35,23.31,3.9930000000000003,619.743,-2.392,-0.797
1245,2020-12-26 23:15:00,-8.49,22.98,3.543,619.6519999999999,-2.5860000000000003,-0.862
1246,2020-12-26 23:30:00,-8.56,22.98,3.925,619.562,-2.476,-0.826
1247,2020-12-26 23:45:00,-8.66,23.17,4.9,619.471,-2.5780000000000003,-0.86
1248,2020-12-27 00:00:00,-8.58,22.85,4.3260000000000005,619.38,-2.39,-0.797
1249,2020-12-27 00:15:00,-8.78,23.13,4.195,619.245,-2.412,-0.804
1250,2020-12-27 00:30:00,-8.81,22.82,3.747,619.109,-2.34,-0.78
1251,2020-12-27 00:45:00,-8.88,22.74,3.648,618.9730000000001,-2.24,-0.747
1252,2020-12-27 01:00:00,-8.84,21.6,3.623,618.8380000000001,-2.524,-0.841
1253,2020-12-27 01:15:00,-8.5,20.55,2.201,618.738,-2.4819999999999998,-0.8270000000000001
1254,2020-12-27 01:30:00,-8.4,20.53,3.975,618.638,-2.338,-0.779
1255,2020-12-27 01:45:00,-8.69,20.66,4.245,618.539,-2.311,-0.77
1256,2020-12-27 02:00:00,-8.76,20.58,4.239,618.439,-2.45,-0.816
1257,2020-12-27 02:15:00,-8.88,21.03,3.705,618.365,-2.374,-0.7909999999999999
1258,2020-12-27 02:30:00,-8.93,20.18,3.9419999999999997,618.2919999999999,-2.336,-0.779
1259,2020-12-27 02:45:00,-8.66,19.11,2.878,618.2180000000001,-2.19,-0.73
1260,2020-12-27 03:00:00,-8.48,18.04,2.544,618.144,-2.146,-0.716
1261,2020-12-27 03:15:00,-8.55,17.76,2.28,618.0409999999999,-2.276,-0.759
1262,2020-12-27 03:30:00,-8.55,17.56,2.424,617.939,-2.177,-0.726
1263,2020-12-27 03:45:00,-8.69,17.37,2.6210000000000004,617.836,-2.097,-0.6990000000000001
1264,2020-12-27 04:00:00,-8.52,17.11,1.92,617.7330000000001,-2.149,-0.716
1265,2020-12-27 04:15:00,-8.7,16.7,1.984,617.655,-2.326,-0.7759999999999999
1266,2020-12-27 04:30:00,-8.87,16.42,3.12,617.577,-2.242,-0.747
1267,2020-12-27 04:45:00,-8.95,17.06,3.609,617.499,-2.191,-0.73
1268,2020-12-27 05:00:00,-9.16,17.07,3.727,617.4209999999999,-2.116,-0.705
1269,2020-12-27 05:15:00,-9.32,17.59,3.845,617.404,-2.0980000000000003,-0.6990000000000001
1270,2020-12-27 05:30:00,-9.16,16.59,3.014,617.386,-2.074,-0.6920000000000001
1271,2020-12-27 05:45:00,-9.3,16.23,3.915,617.369,-2.0,-0.667
1272,2020-12-27 06:00:00,-9.16,15.79,3.398,617.351,-2.206,-0.735
1273,2020-12-27 06:15:00,-9.34,15.49,3.602,617.336,-2.116,-0.705
1274,2020-12-27 06:30:00,-9.17,15.65,3.5789999999999997,617.32,-2.113,-0.7040000000000001
1275,2020-12-27 06:45:00,-9.53,16.19,3.409,617.305,-2.072,-0.69
1276,2020-12-27 07:00:00,-9.59,15.27,3.557,617.29,-1.99,-0.664
1277,2020-12-27 07:15:00,-9.46,15.48,3.773,617.275,-1.824,-0.608
1278,2020-12-27 07:30:00,-9.54,14.51,3.1830000000000003,617.26,0.532,0.17800000000000002
1279,2020-12-27 07:45:00,-9.63,15.75,3.2689999999999997,617.245,5.7379999999999995,1.913
1280,2020-12-27 08:00:00,-9.73,14.48,3.542,617.229,14.092,4.698
1281,2020-12-27 08:15:00,-9.61,14.95,4.41,617.227,75.825,25.275
1282,2020-12-27 08:30:00,-9.37,13.66,3.8539999999999996,617.225,105.15,35.05
1283,2020-12-27 08:45:00,-8.48,12.03,2.332,617.2230000000001,136.425,45.475
1284,2020-12-27 09:00:00,-8.23,12.06,2.069,617.221,167.55,55.85
1285,2020-12-27 09:15:00,-7.8629999999999995,10.81,1.758,617.224,200.7,66.9
1286,2020-12-27 09:30:00,-7.724,11.68,1.524,617.227,239.175,79.725
1287,2020-12-27 09:45:00,-7.22,10.98,1.5119999999999998,617.231,276.0,92.0
1288,2020-12-27 10:00:00,-6.747000000000001,10.39,0.7559999999999999,617.234,313.5,104.5
1289,2020-12-27 10:15:00,-6.3660000000000005,10.37,1.1440000000000001,617.096,347.475,115.825
1290,2020-12-27 10:30:00,-6.646,11.01,2.218,616.957,387.6,129.2
1291,2020-12-27 10:45:00,-6.3629999999999995,11.54,1.365,616.819,367.05,122.35
1292,2020-12-27 11:00:00,-5.468999999999999,11.06,1.143,616.68,412.575,137.525
1293,2020-12-27 11:15:00,-5.2589999999999995,11.92,1.732,616.398,422.4,140.8
1294,2020-12-27 11:30:00,-5.004,9.58,1.571,616.115,441.075,147.025
1295,2020-12-27 11:45:00,-4.994,8.19,2.923,615.8330000000001,451.425,150.475
1296,2020-12-27 12:00:00,-4.492,7.756,2.6839999999999997,615.55,466.125,155.375
1297,2020-12-27 12:15:00,-4.1739999999999995,6.856,2.092,615.2909999999999,473.325,157.775
1298,2020-12-27 12:30:00,-3.9219999999999997,7.541,3.1260000000000003,615.0319999999999,476.4,158.8
1299,2020-12-27 12:45:00,-3.926,7.1,2.681,614.773,445.725,148.575
1300,2020-12-27 13:00:00,-3.9989999999999997,7.144,2.9330000000000003,614.515,418.875,139.625
1301,2020-12-27 13:15:00,-3.78,7.006,4.828,614.239,357.15,119.05
1302,2020-12-27 13:30:00,-3.852,7.645,4.618,613.9630000000001,411.3,137.1
1303,2020-12-27 13:45:00,-3.367,6.415,5.329,613.687,419.475,139.825
1304,2020-12-27 14:00:00,-3.819,7.3420000000000005,3.014,613.411,443.55,147.85
1305,2020-12-27 14:15:00,-4.105,7.042000000000001,3.217,613.236,290.475,96.825
1306,2020-12-27 14:30:00,-3.864,7.124,3.085,613.062,219.675,73.225
1307,2020-12-27 14:45:00,-3.977,8.16,5.8389999999999995,612.887,222.675,74.225
1308,2020-12-27 15:00:00,-4.051,7.682,2.775,612.712,182.55,60.85
1309,2020-12-27 15:15:00,-3.957,8.32,2.7310000000000003,612.6,152.25,50.75
1310,2020-12-27 15:30:00,-4.275,7.897,2.7239999999999998,612.489,116.175,38.725
1311,2020-12-27 15:45:00,-4.2860000000000005,8.38,2.9810000000000003,612.377,83.325,27.775
1312,2020-12-27 16:00:00,-4.446000000000001,8.33,2.472,612.265,62.625,20.875
1313,2020-12-27 16:15:00,-4.421,8.3,2.468,612.216,47.805,15.935
1314,2020-12-27 16:30:00,-4.4239999999999995,8.71,1.9580000000000002,612.1659999999999,32.175,10.725
1315,2020-12-27 16:45:00,-4.5489999999999995,8.99,2.7110000000000003,612.116,18.848,6.282
1316,2020-12-27 17:00:00,-4.657,9.25,1.882,612.067,9.075,3.025
1317,2020-12-27 17:15:00,-4.655,9.4,2.023,612.03,1.9040000000000001,0.635
1318,2020-12-27 17:30:00,-4.7669999999999995,9.77,2.7969999999999997,611.994,-1.08,-0.36
1319,2020-12-27 17:45:00,-4.905,10.39,2.031,611.9580000000001,-1.739,-0.58
1320,2020-12-27 18:00:00,-5.016,9.86,3.3810000000000002,611.9209999999999,-1.6640000000000001,-0.555
1321,2020-12-27 18:15:00,-5.085,10.1,2.559,612.013,-1.474,-0.49200000000000005
1322,2020-12-27 18:30:00,-5.261,10.51,1.2819999999999998,612.104,-1.5659999999999998,-0.522
1323,2020-12-27 18:45:00,-5.417000000000001,10.7,1.6880000000000002,612.196,-1.328,-0.44299999999999995
1324,2020-12-27 19:00:00,-5.54,10.85,2.066,612.288,-0.958,-0.319
1325,2020-12-27 19:15:00,-5.556,10.57,2.158,612.379,-1.358,-0.45299999999999996
1326,2020-12-27 19:30:00,-5.532,9.65,2.305,612.47,-1.36,-0.45299999999999996
1327,2020-12-27 19:45:00,-5.706,9.94,2.287,612.56,-1.5590000000000002,-0.52
1328,2020-12-27 20:00:00,-5.824,10.62,2.549,612.651,-1.5630000000000002,-0.521
1329,2020-12-27 20:15:00,-6.18,11.68,1.2429999999999999,612.751,-1.6640000000000001,-0.555
1330,2020-12-27 20:30:00,-6.47,13.05,1.814,612.851,-1.6669999999999998,-0.556
1331,2020-12-27 20:45:00,-6.574,13.68,0.985,612.951,-1.689,-0.563
1332,2020-12-27 21:00:00,-6.5489999999999995,11.81,1.249,613.0509999999999,-1.817,-0.606
1333,2020-12-27 21:15:00,-6.627999999999999,11.25,1.153,613.057,-1.766,-0.589
1334,2020-12-27 21:30:00,-6.821000000000001,14.05,0.6970000000000001,613.063,-1.671,-0.557
1335,2020-12-27 21:45:00,-6.702000000000001,12.81,2.5639999999999996,613.069,-1.6230000000000002,-0.541
1336,2020-12-27 22:00:00,-6.617000000000001,12.8,2.543,613.075,-1.6680000000000001,-0.556
1337,2020-12-27 22:15:00,-6.57,12.0,3.318,612.918,-1.696,-0.565
1338,2020-12-27 22:30:00,-6.774,12.37,3.36,612.761,-1.814,-0.604
1339,2020-12-27 22:45:00,-6.824,11.64,2.279,612.604,-1.6219999999999999,-0.54
1340,2020-12-27 23:00:00,-6.831,11.88,1.381,612.446,-1.516,-0.505
1341,2020-12-27 23:15:00,-7.196000000000001,14.59,2.491,612.303,-1.405,-0.46799999999999997
1342,2020-12-27 23:30:00,-7.563,15.36,3.073,612.16,-1.3419999999999999,-0.447
1343,2020-12-27 23:45:00,-7.612,16.79,4.085,612.0169999999999,-1.367,-0.456
1344,2020-12-28 00:00:00,-7.636,16.03,2.682,611.874,-1.72,-0.573
1345,2020-12-28 00:15:00,-7.593,15.67,3.395,611.74,-1.511,-0.504
1346,2020-12-28 00:30:00,-7.529,14.66,2.085,611.606,-1.611,-0.537
1347,2020-12-28 00:45:00,-7.718999999999999,14.49,0.85,611.4730000000001,-1.4909999999999999,-0.49700000000000005
1348,2020-12-28 01:00:00,-7.6370000000000005,15.53,1.764,611.339,-1.5190000000000001,-0.506
1349,2020-12-28 01:15:00,-7.647,15.62,2.2840000000000003,611.37,-1.4,-0.466
1350,2020-12-28 01:30:00,-7.428999999999999,15.0,1.689,611.4,-1.113,-0.371
1351,2020-12-28 01:45:00,-7.715,17.1,1.079,611.43,-1.196,-0.39899999999999997
1352,2020-12-28 02:00:00,-8.77,21.11,2.077,611.46,-1.389,-0.46299999999999997
1353,2020-12-28 02:15:00,-8.85,18.11,2.553,611.435,-1.2819999999999998,-0.428
1354,2020-12-28 02:30:00,-8.45,18.31,2.614,611.409,-1.5590000000000002,-0.52
1355,2020-12-28 02:45:00,-8.25,17.22,2.8089999999999997,611.384,-1.547,-0.516
1356,2020-12-28 03:00:00,-8.07,17.52,3.4010000000000002,611.3580000000001,-1.367,-0.456
1357,2020-12-28 03:15:00,-8.08,19.31,3.188,611.271,-1.565,-0.522
1358,2020-12-28 03:30:00,-8.15,19.12,3.07,611.183,-1.483,-0.494
1359,2020-12-28 03:45:00,-7.869,16.65,1.8430000000000002,611.095,-1.253,-0.418
1360,2020-12-28 04:00:00,-8.37,19.62,1.515,611.008,-1.442,-0.48100000000000004
1361,2020-12-28 04:15:00,-8.89,19.73,1.419,611.014,-1.4,-0.467
1362,2020-12-28 04:30:00,-8.69,19.64,1.68,611.02,-1.3159999999999998,-0.439
1363,2020-12-28 04:45:00,-8.12,17.16,1.537,611.026,-1.2209999999999999,-0.40700000000000003
1364,2020-12-28 05:00:00,-9.17,24.95,2.113,611.0319999999999,-1.262,-0.42100000000000004
1365,2020-12-28 05:15:00,-9.78,23.94,1.5090000000000001,611.1669999999999,-1.054,-0.35200000000000004
1366,2020-12-28 05:30:00,-9.3,20.82,1.2690000000000001,611.302,-1.264,-0.42200000000000004
1367,2020-12-28 05:45:00,-9.33,22.31,1.535,611.437,-1.278,-0.426
1368,2020-12-28 06:00:00,-9.03,20.04,2.0269999999999997,611.572,-1.357,-0.452
1369,2020-12-28 06:15:00,-8.6,20.84,1.9680000000000002,611.655,-1.214,-0.405
1370,2020-12-28 06:30:00,-8.49,23.0,1.831,611.738,-1.229,-0.41
1371,2020-12-28 06:45:00,-9.64,23.56,1.288,611.821,-1.406,-0.46799999999999997
1372,2020-12-28 07:00:00,-8.83,21.89,2.0469999999999997,611.903,-1.225,-0.408
1373,2020-12-28 07:15:00,-8.45,21.8,1.3969999999999998,612.053,-1.069,-0.35600000000000004
1374,2020-12-28 07:30:00,-9.56,26.13,1.942,612.202,-0.262,-0.08800000000000001
1375,2020-12-28 07:45:00,-9.93,27.81,0.7509999999999999,612.351,2.476,0.825
1376,2020-12-28 08:00:00,-9.66,25.28,1.0390000000000001,612.5,10.86,3.62
1377,2020-12-28 08:15:00,-9.73,25.52,0.86,612.697,17.535,5.845
1378,2020-12-28 08:30:00,-9.75,25.09,0.625,612.894,25.89,8.63
1379,2020-12-28 08:45:00,-9.05,33.18,2.0540000000000003,613.091,25.881999999999998,8.628
1380,2020-12-28 09:00:00,-8.94,42.87,1.682,613.288,28.905,9.635
1381,2020-12-28 09:15:00,-8.69,41.34,3.095,613.462,38.558,12.852
1382,2020-12-28 09:30:00,-8.48,38.47,3.0460000000000003,613.636,44.692,14.898
1383,2020-12-28 09:45:00,-8.17,35.21,2.124,613.81,53.242,17.748
1384,2020-12-28 10:00:00,-9.27,34.38,3.345,613.9830000000001,138.0,46.0
1385,2020-12-28 10:15:00,-9.77,33.6,1.751,613.981,175.275,58.425
1386,2020-12-28 10:30:00,-8.49,36.14,0.628,613.979,362.025,120.675
1387,2020-12-28 10:45:00,-7.321000000000001,35.3,0.85,613.977,246.75,82.25
1388,2020-12-28 11:00:00,-7.526,35.9,0.9790000000000001,613.974,141.225,47.075
1389,2020-12-28 11:15:00,-7.747000000000001,35.47,2.397,614.031,184.425,61.475
1390,2020-12-28 11:30:00,-7.874,34.95,1.304,614.087,192.675,64.225
1391,2020-12-28 11:45:00,-8.31,43.67,1.807,614.143,328.65,109.55
1392,2020-12-28 12:00:00,-9.22,51.95,2.251,614.1990000000001,413.4,137.8
1393,2020-12-28 12:15:00,-8.86,49.66,1.25,614.241,347.1,115.7
1394,2020-12-28 12:30:00,-8.76,49.04,1.287,614.283,310.425,103.475
1395,2020-12-28 12:45:00,-9.01,52.46,2.7089999999999996,614.325,234.0,78.0
1396,2020-12-28 13:00:00,-9.25,60.23,2.605,614.367,154.725,51.575
1397,2020-12-28 13:15:00,-9.39,58.83,1.661,614.389,100.125,33.375
1398,2020-12-28 13:30:00,-9.31,56.58,0.856,614.41,104.25,34.75
1399,2020-12-28 13:45:00,-9.23,56.97,1.735,614.431,41.692,13.898
1400,2020-12-28 14:00:00,-9.02,53.41,0.365,614.453,80.025,26.675
1401,2020-12-28 14:15:00,-9.07,52.34,1.2209999999999999,614.625,147.225,49.075
1402,2020-12-28 14:30:00,-9.61,77.77,3.397,614.7959999999999,116.625,38.875
1403,2020-12-28 14:45:00,-10.64,81.6,1.9509999999999998,614.9680000000001,102.75,34.25
1404,2020-12-28 15:00:00,-10.45,65.06,3.214,615.14,95.475,31.825
1405,2020-12-28 15:15:00,-10.31,68.28,2.033,615.256,105.6,35.2
1406,2020-12-28 15:30:00,-10.35,68.43,2.272,615.373,106.05,35.35
1407,2020-12-28 15:45:00,-10.31,69.31,2.4530000000000003,615.49,90.075,30.025
1408,2020-12-28 16:00:00,-10.4,79.81,2.005,615.606,72.3,24.1
1409,2020-12-28 16:15:00,-10.82,81.5,1.1320000000000001,615.658,78.0,26.0
1410,2020-12-28 16:30:00,-10.9,84.3,1.008,615.7090000000001,68.925,22.975
1411,2020-12-28 16:45:00,-11.16,87.3,1.182,615.76,45.015,15.005
1412,2020-12-28 17:00:00,-11.22,86.8,0.968,615.812,27.787,9.262
1413,2020-12-28 17:15:00,-11.36,87.8,1.854,615.925,13.59,4.53
1414,2020-12-28 17:30:00,-11.42,87.4,1.331,616.039,0.981,0.327
1415,2020-12-28 17:45:00,-11.43,86.3,0.715,616.1519999999999,-1.1540000000000001,-0.384
1416,2020-12-28 18:00:00,-11.31,85.2,0.037000000000000005,616.266,-0.94,-0.314
1417,2020-12-28 18:15:00,-11.37,82.9,0.847,616.42,-0.9670000000000001,-0.322
1418,2020-12-28 18:30:00,-11.6,82.5,1.494,616.575,-0.917,-0.306
1419,2020-12-28 18:45:00,-11.67,83.6,1.46,616.73,-1.034,-0.345
1420,2020-12-28 19:00:00,-11.68,85.8,1.045,616.885,-0.982,-0.327
1421,2020-12-28 19:15:00,-11.7,85.4,1.327,616.944,-1.021,-0.34
1422,2020-12-28 19:30:00,-11.76,87.8,0.747,617.002,-0.831,-0.27699999999999997
1423,2020-12-28 19:45:00,-12.03,87.2,0.025,617.061,-0.762,-0.254
1424,2020-12-28 20:00:00,-12.32,86.5,0.312,617.119,-0.9740000000000001,-0.325
1425,2020-12-28 20:15:00,-12.45,74.34,2.11,617.163,-1.554,-0.518
1426,2020-12-28 20:30:00,-12.76,68.04,2.821,617.206,-2.71,-0.903
1427,2020-12-28 20:45:00,-12.77,68.78,2.213,617.249,-2.958,-0.986
1428,2020-12-28 21:00:00,-12.72,63.59,2.759,617.2919999999999,-2.356,-0.785
1429,2020-12-28 21:15:00,-12.51,61.69,3.282,617.2909999999999,-2.424,-0.8079999999999999
1430,2020-12-28 21:30:00,-12.25,66.16,2.915,617.2909999999999,-2.278,-0.76
1431,2020-12-28 21:45:00,-12.31,65.47,2.8689999999999998,617.29,-2.233,-0.7440000000000001
1432,2020-12-28 22:00:00,-12.35,61.8,1.719,617.289,-2.33,-0.777
1433,2020-12-28 22:15:00,-12.52,56.33,3.234,617.314,-2.438,-0.813
1434,2020-12-28 22:30:00,-12.72,53.62,3.6860000000000004,617.339,-2.456,-0.8190000000000001
1435,2020-12-28 22:45:00,-12.56,54.23,3.7539999999999996,617.363,-2.286,-0.762
1436,2020-12-28 23:00:00,-12.39,53.7,3.513,617.388,-2.259,-0.753
1437,2020-12-28 23:15:00,-12.49,46.74,4.465,617.33,-2.11,-0.703
1438,2020-12-28 23:30:00,-12.51,44.6,4.595,617.2719999999999,-2.258,-0.753
1439,2020-12-28 23:45:00,-12.26,41.66,3.685,617.215,-2.272,-0.758
1440,2020-12-29 00:00:00,-12.19,38.6,3.113,617.1569999999999,-2.18,-0.726
1441,2020-12-29 00:15:00,-12.36,35.15,3.855,617.064,-2.106,-0.7020000000000001
1442,2020-12-29 00:30:00,-12.48,36.34,3.6860000000000004,616.972,-2.095,-0.698
1443,2020-12-29 00:45:00,-12.67,34.17,3.99,616.879,-2.106,-0.7020000000000001
1444,2020-12-29 01:00:00,-12.55,32.1,4.482,616.786,-2.336,-0.779
1445,2020-12-29 01:15:00,-12.79,32.02,4.269,616.741,-2.26,-0.753
1446,2020-12-29 01:30:00,-12.96,35.01,4.803,616.696,-2.3080000000000003,-0.769
1447,2020-12-29 01:45:00,-13.1,34.31,4.441,616.65,-2.188,-0.7290000000000001
1448,2020-12-29 02:00:00,-13.1,31.4,4.49,616.605,-2.122,-0.708
1449,2020-12-29 02:15:00,-13.04,31.66,4.414,616.562,-2.105,-0.7020000000000001
1450,2020-12-29 02:30:00,-13.39,35.09,4.188,616.519,-2.198,-0.733
1451,2020-12-29 02:45:00,-13.76,35.27,5.039,616.476,-1.9880000000000002,-0.6629999999999999
