,time,t2m,d2m,u10,v10,ssrd
0,2019-01-01 01:00:00,266.026,265.4519,1.8852487,-0.26727253,1.0
1,2019-01-01 02:00:00,265.93573,265.2043,2.1070387,-0.49849987,1.0
2,2019-01-01 03:00:00,266.7046,265.7561,1.8312476,-0.5733359,1.0
3,2019-01-01 04:00:00,266.85266,265.8316,1.6739783,-0.5938894,1.0
4,2019-01-01 05:00:00,267.04507,265.82724,1.4197526,-0.40403265,1.0
5,2019-01-01 06:00:00,267.11795,265.9013,0.8357346,-0.21826024,1.0
6,2019-01-01 07:00:00,266.76794,265.9093,0.37935543,-0.5666164,1.0
7,2019-01-01 08:00:00,263.14606,261.94598,-1.7058215,-0.3548886,1.0
8,2019-01-01 09:00:00,262.69788,261.34775,-1.519974,-0.6950761,1.0
9,2019-01-01 10:00:00,262.47144,260.8047,-1.2007015,-1.1231432,1.0
10,2019-01-01 11:00:00,262.2196,259.85724,-0.6680546,-1.8124774,1.0
11,2019-01-01 12:00:00,262.05728,259.37805,-0.23183823,-2.4798086,1.0
12,2019-01-01 13:00:00,261.92902,258.90543,-0.12541413,-2.9240813,1.0
13,2019-01-01 14:00:00,261.5806,258.48724,0.16352654,-2.9165714,1.0
14,2019-01-01 15:00:00,261.15063,258.08432,0.4910395,-2.673091,1.0
15,2019-01-01 16:00:00,260.15213,257.08603,0.9612695,-2.2392268,1.0
16,2019-01-01 17:00:00,259.3888,256.74554,1.4202785,-2.2467368,1.0
17,2019-01-01 18:00:00,258.8543,256.92703,1.5892948,-2.5775697,1.0
18,2019-01-01 19:00:00,258.32138,256.35928,1.5670282,-2.7261877,1.0
19,2019-01-01 20:00:00,257.8843,255.47429,1.6324255,-2.5596511,1.0
20,2019-01-01 21:00:00,257.35693,254.72577,1.7162323,-2.4675555,1.0
21,2019-01-01 22:00:00,257.3031,254.82668,1.7351677,-2.1139293,1.0
22,2019-01-01 23:00:00,257.20172,255.27681,1.8365074,-1.8429124,1.0
23,2019-01-02 00:00:00,257.06,255.50404,1.9203143,-1.815903,1.0
24,2019-01-02 01:00:00,257.06158,255.64345,1.9125998,-1.7931097,1.0
25,2019-01-02 02:00:00,256.9911,255.67104,1.9006776,-1.6379039,1.0
26,2019-01-02 03:00:00,257.00458,255.74435,1.9299574,-1.4769013,1.0
27,2019-01-02 04:00:00,257.1661,255.9157,1.9190869,-1.2830918,1.0
28,2019-01-02 05:00:00,257.28488,256.05728,1.853339,-1.168071,1.0
29,2019-01-02 06:00:00,257.39572,256.15674,1.8156434,-1.0858569,1.0
30,2019-01-02 07:00:00,257.66495,256.37308,1.6904591,-1.0085176,1.0
31,2019-01-02 08:00:00,259.04434,257.57248,1.446753,-0.5062733,1.0
32,2019-01-02 09:00:00,258.73947,257.19058,1.4558702,-0.41549522,1.0
33,2019-01-02 10:00:00,258.39188,256.85226,1.4476297,-0.5481709,1.0
34,2019-01-02 11:00:00,258.0308,256.36945,1.43711,-0.7620069,1.0
35,2019-01-02 12:00:00,257.79797,256.07108,1.3513746,-0.94092804,1.0
36,2019-01-02 13:00:00,257.65863,255.88448,1.2989515,-1.0505469,1.0
37,2019-01-02 14:00:00,257.6317,255.8293,1.2738795,-1.0442228,1.0
38,2019-01-02 15:00:00,257.39493,255.66667,1.247931,-1.0043015,1.0
39,2019-01-02 16:00:00,257.05365,255.25212,1.1650008,-0.8834835,1.0
40,2019-01-02 17:00:00,256.17154,254.2524,1.0987267,-0.76754045,1.0
41,2019-01-02 18:00:00,255.0123,253.00366,1.1844622,-0.7085149,1.0
42,2019-01-02 19:00:00,254.13177,252.00902,1.0647131,-0.68519455,1.0
43,2019-01-02 20:00:00,256.60626,254.59871,0.9868674,-0.46859187,1.0
44,2019-01-02 21:00:00,256.59756,254.63574,1.0008937,-0.40363738,1.0
45,2019-01-02 22:00:00,256.51047,254.52393,1.0596286,-0.41167435,1.0
46,2019-01-02 23:00:00,256.49384,254.55878,1.011764,-0.38598242,1.0
47,2019-01-03 00:00:00,256.22934,254.2691,1.10311,-0.40126583,1.0
48,2019-01-03 01:00:00,255.98468,253.91843,1.0247383,-0.20508489,1.0
49,2019-01-03 02:00:00,255.88016,253.7638,0.8499361,-0.057521,1.0
50,2019-01-03 03:00:00,255.67427,253.60117,0.96512675,-0.06358166,1.0
51,2019-01-03 04:00:00,256.07892,254.04114,0.8206564,0.07897559,1.0
52,2019-01-03 05:00:00,256.6443,254.58565,0.6900369,0.3477527,1.0
53,2019-01-03 06:00:00,257.30783,255.22527,0.5510018,0.53233933,1.0
54,2019-01-03 07:00:00,258.15512,256.18506,0.6605818,0.6000606,1.0
55,2019-01-03 08:00:00,259.69287,258.10028,0.7256285,0.94275135,1.0
56,2019-01-03 09:00:00,260.1941,258.7094,0.74929786,1.0416982,1.0
57,2019-01-03 10:00:00,260.6795,259.2866,0.91743755,1.0055978,1.0
58,2019-01-03 11:00:00,260.95187,259.70187,1.3085945,0.8142918,1.0
59,2019-01-03 12:00:00,261.73978,260.6435,1.5407289,0.6138947,1.0
60,2019-01-03 13:00:00,263.2324,262.2676,1.7067647,0.3295707,1.0
61,2019-01-03 14:00:00,264.87784,264.1313,1.9488928,0.061584145,1.0
62,2019-01-03 15:00:00,265.98325,265.3016,2.3065622,-0.0003399849,1.0
63,2019-01-03 16:00:00,267.10843,266.31296,2.260626,-0.011670798,1.0
64,2019-01-03 17:00:00,267.72766,266.9671,2.1482408,-0.10034089,1.0
65,2019-01-03 18:00:00,267.20663,266.57214,2.3772194,-0.44289994,1.0
66,2019-01-03 19:00:00,265.97214,265.42432,2.933886,-1.0041697,1.0
67,2019-01-03 20:00:00,265.14468,264.51678,3.4647796,-1.4580605,1.0
68,2019-01-03 21:00:00,265.094,264.36215,3.703927,-1.7845457,1.0
69,2019-01-03 22:00:00,264.7052,264.0587,3.861021,-2.0939028,1.0
70,2019-01-03 23:00:00,264.71628,264.01147,3.8194685,-2.3008873,1.0
71,2019-01-04 00:00:00,265.05045,264.2845,3.6560626,-2.4969366,1.0
72,2019-01-04 01:00:00,265.43845,264.51245,3.453208,-2.5152502,1.0
73,2019-01-04 02:00:00,265.5097,264.44418,2.9677243,-2.2703207,1.0
74,2019-01-04 03:00:00,265.40756,264.3077,2.444896,-1.926444,1.0
75,2019-01-04 04:00:00,265.58176,264.63297,2.170683,-1.6754537,1.0
76,2019-01-04 05:00:00,265.81854,264.8878,2.0732005,-1.5896821,1.0
77,2019-01-04 06:00:00,266.0244,265.1782,1.9183857,-1.5251229,1.0
78,2019-01-04 07:00:00,266.3158,265.48456,1.7344666,-1.4829619,1.0
79,2019-01-04 08:00:00,267.96204,267.18564,1.2723016,-1.2750549,1.0
80,2019-01-04 09:00:00,268.5203,267.73956,1.0647131,-1.0931034,1.0
81,2019-01-04 10:00:00,268.12912,267.5537,0.8960475,-0.90746266,1.0
82,2019-01-04 11:00:00,267.559,267.09995,0.9451393,-0.81642103,1.0
83,2019-01-04 12:00:00,267.3919,266.83932,1.0142186,-0.83881915,1.0
84,2019-01-04 13:00:00,267.07596,266.57504,1.0001924,-0.8075935,1.0
85,2019-01-04 14:00:00,267.1615,266.56924,1.0114133,-0.9085167,1.0
86,2019-01-04 15:00:00,267.2003,266.5402,0.96407473,-1.040929,1.0
87,2019-01-04 16:00:00,267.24066,266.5177,0.935321,-1.0761071,1.0
88,2019-01-04 17:00:00,267.30957,266.57867,0.8757094,-1.1021943,1.0
89,2019-01-04 18:00:00,267.26602,266.53513,0.8082081,-1.0957384,1.0
90,2019-01-04 19:00:00,267.11874,266.47702,0.76209676,-0.9638532,1.0
91,2019-01-04 20:00:00,267.72845,267.15442,0.68144584,-1.0859886,1.0
92,2019-01-04 21:00:00,267.62234,267.0513,0.6735561,-1.0693877,1.0
93,2019-01-04 22:00:00,267.39032,266.75583,0.8129419,-0.9371072,1.0
94,2019-01-04 23:00:00,267.13614,266.49374,0.90095663,-0.91128355,1.0
95,2019-01-05 00:00:00,266.98175,266.30423,0.8713262,-0.87439257,1.0
96,2019-01-05 01:00:00,266.6943,266.085,0.94023013,-0.7791348,1.0
97,2019-01-05 02:00:00,266.78458,266.08136,1.0473557,-0.83223146,1.0
98,2019-01-05 03:00:00,266.60483,265.91437,1.104162,-0.83025515,1.0
99,2019-01-05 04:00:00,266.37518,265.69946,1.2616066,-0.8954731,1.0
100,2019-01-05 05:00:00,266.2564,265.5775,1.2195278,-0.93816125,1.0
101,2019-01-05 06:00:00,266.32373,265.5601,1.1644748,-0.9235366,1.0
102,2019-01-05 07:00:00,266.3356,265.58115,1.149046,-0.8010059,1.0
103,2019-01-05 08:00:00,265.7061,264.8711,1.1716633,-0.7978438,1.0
104,2019-01-05 09:00:00,265.79794,264.92844,1.1872674,-0.8873044,1.0
105,2019-01-05 10:00:00,265.87238,265.025,1.2430218,-0.91088825,1.0
106,2019-01-05 11:00:00,265.98087,265.1339,1.2843993,-0.890203,1.0
107,2019-01-05 12:00:00,266.3443,265.4468,1.2708989,-0.824458,925.0
108,2019-01-05 13:00:00,266.49002,265.5971,1.2710743,-0.832495,1387.0
109,2019-01-05 14:00:00,266.71252,265.79822,1.271425,-0.80311394,1387.0
110,2019-01-05 15:00:00,267.04745,266.22437,1.2458271,-0.7401358,1387.0
111,2019-01-05 16:00:00,267.45526,266.65344,1.2156706,-0.6489624,1387.0
112,2019-01-05 17:00:00,267.82187,267.01428,1.1543058,-0.49705058,1387.0
113,2019-01-05 18:00:00,268.0618,267.2771,1.1523771,-0.33209524,1387.0
114,2019-01-05 19:00:00,268.2249,267.51596,1.1948066,-0.23538819,1387.0
115,2019-01-05 20:00:00,267.52652,266.80084,1.4004664,-0.5262999,1387.0
116,2019-01-05 21:00:00,267.69916,266.9591,1.4585,-0.52919847,1387.0
117,2019-01-05 22:00:00,267.92563,267.20596,1.5547552,-0.6118079,1387.0
118,2019-01-05 23:00:00,267.98264,267.42377,1.6331269,-0.8448798,1387.0
119,2019-01-06 00:00:00,268.09744,267.5537,1.7228949,-0.9621404,1387.0
120,2019-01-06 01:00:00,268.28748,267.74683,1.7751427,-0.9459347,1387.0
121,2019-01-06 02:00:00,268.07764,267.52176,1.7781231,-0.93592143,1.0
122,2019-01-06 03:00:00,268.20435,267.59583,1.793552,-0.8944191,1.0
123,2019-01-06 04:00:00,268.32867,267.68512,1.8335268,-0.8168163,1.0
124,2019-01-06 05:00:00,268.6842,268.02127,1.7735646,-0.7626656,1.0
125,2019-01-06 06:00:00,269.01044,268.30368,1.77374,-0.7772902,1.0
126,2019-01-06 07:00:00,269.14902,268.4663,1.8645599,-0.86187595,1.0
127,2019-01-06 08:00:00,269.14584,268.42856,1.8584235,-0.81945133,1.0
128,2019-01-06 09:00:00,269.00806,268.38644,1.9466136,-0.7836144,1.0
129,2019-01-06 10:00:00,269.31134,268.68268,1.8873526,-0.7427708,1.0
130,2019-01-06 11:00:00,269.77298,269.10812,1.8179226,-0.616024,1.0
131,2019-01-06 12:00:00,269.97253,269.1778,1.918561,-0.56714344,1850.0
132,2019-01-06 13:00:00,269.75635,268.60788,2.3247962,-0.59283537,3236.0
133,2019-01-06 14:00:00,269.39606,268.04376,2.5222156,-0.61141264,3236.0
134,2019-01-06 15:00:00,269.82443,268.35233,2.1769946,-0.5125975,3236.0
135,2019-01-06 16:00:00,270.48483,269.09433,1.9217169,-0.2398678,3236.0
136,2019-01-06 17:00:00,269.85217,268.82642,2.235905,-0.3381559,3236.0
137,2019-01-06 18:00:00,268.70557,267.93488,2.8001108,-0.96820104,3236.0
138,2019-01-06 19:00:00,268.141,267.24225,3.049778,-1.6834908,3236.0
139,2019-01-06 20:00:00,267.92087,266.79358,2.9117947,-1.870976,3236.0
140,2019-01-06 21:00:00,266.76004,265.343,2.7764416,-1.7035172,3236.0
141,2019-01-06 22:00:00,265.24524,263.86847,2.717882,-1.5024614,3236.0
142,2019-01-06 23:00:00,264.50882,263.1722,2.8374557,-1.3270974,3236.0
143,2019-01-07 00:00:00,264.22614,262.75113,3.044518,-1.2103639,3236.0
144,2019-01-07 01:00:00,264.1161,262.57687,3.1313057,-0.9979773,3236.0
145,2019-01-07 02:00:00,263.70273,262.0164,2.9689517,-0.69692063,1.0
146,2019-01-07 03:00:00,264.06857,262.24655,3.2435155,-0.60258514,1.0
147,2019-01-07 04:00:00,264.4035,262.46,3.3690505,-0.484007,1.0
148,2019-01-07 05:00:00,264.47083,262.61755,3.987608,-0.6675396,1.0
149,2019-01-07 06:00:00,264.6854,262.73154,4.085967,-0.4822942,1.0
150,2019-01-07 07:00:00,264.73132,262.83026,3.9216847,-0.29849812,1.0
151,2019-01-07 08:00:00,264.73053,262.8876,2.9366913,0.178713,1.0
152,2019-01-07 09:00:00,264.38766,262.68942,2.865508,0.27660584,1.0
153,2019-01-07 10:00:00,264.1715,262.17975,3.8333192,-0.1540963,1.0
154,2019-01-07 11:00:00,263.55307,261.05444,3.2952373,-0.2784716,1.0
155,2019-01-07 12:00:00,262.8737,260.4896,3.417441,-0.38532364,5086.0
156,2019-01-07 13:00:00,262.27585,260.0235,3.412006,-0.69033295,8784.0
157,2019-01-07 14:00:00,261.65186,259.70114,3.400785,-0.9037736,8784.0
158,2019-01-07 15:00:00,261.28445,259.45358,3.0929086,-1.0139195,8784.0
159,2019-01-07 16:00:00,261.97733,260.06488,3.1370914,-1.0318379,8784.0
160,2019-01-07 17:00:00,262.6504,260.67545,3.2109046,-1.1270957,8784.0
161,2019-01-07 18:00:00,262.5625,260.71466,3.0368037,-1.0874379,8784.0
162,2019-01-07 19:00:00,262.47696,260.69577,2.9095154,-1.0490977,8784.0
163,2019-01-07 20:00:00,262.44846,260.59125,2.9580812,-0.81299543,8784.0
164,2019-01-07 21:00:00,262.4833,260.6573,2.914074,-0.7269604,8784.0
165,2019-01-07 22:00:00,262.37482,260.50992,2.9016256,-0.6700429,8784.0
166,2019-01-07 23:00:00,262.4651,260.59485,2.6780825,-0.4942838,8784.0
167,2019-01-08 00:00:00,262.42233,260.75095,2.3221662,-0.45423073,8784.0
168,2019-01-08 01:00:00,262.4358,261.09146,2.0744276,-0.54527235,8784.0
169,2019-01-08 02:00:00,262.24655,261.0784,2.0300696,-0.6423747,1.0
170,2019-01-08 03:00:00,261.87674,260.5433,2.0917852,-0.68677557,1.0
171,2019-01-08 04:00:00,261.71442,260.47797,2.0739017,-0.5154961,1.0
172,2019-01-08 05:00:00,261.87753,260.60864,2.108792,-0.25567824,1.0
173,2019-01-08 06:00:00,262.20062,261.00943,2.0027184,-0.08281767,1.0
174,2019-01-08 07:00:00,262.3574,261.22867,1.9066386,-0.120762676,1.0
175,2019-01-08 08:00:00,261.77142,260.27396,2.4648833,-0.6598979,1.0
176,2019-01-08 09:00:00,261.89417,260.36835,2.5381706,-0.7884893,1.0
177,2019-01-08 10:00:00,262.28058,260.9114,2.3700309,-0.6975794,1.0
178,2019-01-08 11:00:00,261.83478,260.50122,2.8325465,-1.0144465,1.0
179,2019-01-08 12:00:00,261.6392,259.8115,2.9750881,-1.3066757,8321.0
180,2019-01-08 13:00:00,261.65186,259.90878,2.8418388,-1.2328937,14793.0
181,2019-01-08 14:00:00,261.74292,260.08664,2.8639302,-0.8866456,14793.0
182,2019-01-08 15:00:00,261.91873,260.13748,2.731908,-0.6384221,14793.0
183,2019-01-08 16:00:00,262.55536,260.89835,2.3875637,-0.51035774,14793.0
184,2019-01-08 17:00:00,262.9307,261.27225,2.0525117,-0.6094363,14793.0
185,2019-01-08 18:00:00,262.37958,260.53534,2.0779343,-0.92801625,14793.0
186,2019-01-08 19:00:00,261.76035,260.45038,2.2481778,-1.240272,14793.0
187,2019-01-08 20:00:00,261.5149,260.22025,2.277633,-1.1473858,14793.0
188,2019-01-08 21:00:00,261.7437,260.55276,2.2618535,-1.1751857,14793.0
189,2019-01-08 22:00:00,261.81815,260.6486,2.221002,-1.3817751,14793.0
190,2019-01-08 23:00:00,261.7857,260.75458,2.149819,-1.6265731,14793.0
191,2019-01-09 00:00:00,261.85617,260.97385,2.029719,-1.7823057,14793.0
192,2019-01-09 01:00:00,262.0747,261.22794,1.8983983,-1.8207779,14793.0
193,2019-01-09 02:00:00,262.43738,261.6113,1.7884675,-1.8666279,1.0
194,2019-01-09 03:00:00,262.6274,261.7594,1.7349925,-1.8230176,1.0
195,2019-01-09 04:00:00,262.68207,261.90894,1.7030828,-1.7745323,1.0
196,2019-01-09 05:00:00,262.9315,262.1202,1.6276917,-1.7255201,1.0
197,2019-01-09 06:00:00,263.1627,262.41788,1.5260015,-1.6500254,1.0
198,2019-01-09 07:00:00,263.40897,262.65384,1.5025074,-1.5202482,1.0
199,2019-01-09 08:00:00,264.29584,263.40164,1.1495719,-0.9509413,1.0
200,2019-01-09 09:00:00,264.3362,263.42343,1.2023457,-0.90074325,1.0
201,2019-01-09 10:00:00,264.48032,263.4982,1.1388769,-0.7703073,1.0
202,2019-01-09 11:00:00,264.39084,263.41907,1.1080191,-0.645932,1.0
203,2019-01-09 12:00:00,264.48746,263.46915,1.2032223,-0.62142587,11557.0
204,2019-01-09 13:00:00,264.6173,263.57297,1.2957956,-0.58914626,20803.0
205,2019-01-09 14:00:00,264.64105,263.60275,1.3902974,-0.5529141,20803.0
206,2019-01-09 15:00:00,264.5603,263.5149,1.3962586,-0.5987643,20803.0
207,2019-01-09 16:00:00,264.2586,263.19543,1.3412056,-0.5264316,20803.0
208,2019-01-09 17:00:00,263.96246,262.9711,1.2677431,-0.5064051,20803.0
209,2019-01-09 18:00:00,263.66156,262.56598,1.158163,-0.20837873,20803.0
210,2019-01-09 19:00:00,263.23398,262.24728,1.024563,-0.14974843,20803.0
211,2019-01-09 20:00:00,263.22128,262.142,1.0243876,-0.010880262,20803.0
212,2019-01-09 21:00:00,262.84833,261.69406,0.8404684,0.05499646,20803.0
213,2019-01-09 22:00:00,262.4928,261.37534,0.57063854,0.41086262,20803.0
214,2019-01-09 23:00:00,262.15152,261.00217,0.25346994,0.5386635,20803.0
215,2019-01-10 00:00:00,262.05414,260.8555,0.20034552,0.83313245,20803.0
216,2019-01-10 01:00:00,262.20694,260.96368,0.18561792,1.0148206,20803.0
217,2019-01-10 02:00:00,262.78104,261.61493,0.12197375,1.105994,1.0
218,2019-01-10 03:00:00,262.51022,261.3935,0.16720843,1.3174584,1.0
219,2019-01-10 04:00:00,262.11353,260.98038,0.18263745,1.6016505,1.0
220,2019-01-10 05:00:00,262.09372,260.931,0.24891138,1.87135,1.0
221,2019-01-10 06:00:00,262.22675,261.06097,0.3791802,1.9027073,1.0
222,2019-01-10 07:00:00,262.40253,261.2345,0.6218343,1.8502693,1.0
223,2019-01-10 08:00:00,262.5625,261.39566,0.43440855,1.7431538,1.0
224,2019-01-10 09:00:00,262.7462,261.59967,0.5788789,1.6766183,1.0
225,2019-01-10 10:00:00,262.9893,261.9046,0.6514647,1.5621245,1.0
226,2019-01-10 11:00:00,262.93466,261.84506,0.8141693,1.4899235,1.0
227,2019-01-10 12:00:00,263.2989,262.25162,0.764902,1.4801738,10633.0
228,2019-01-10 13:00:00,263.46994,262.49847,1.0946943,1.2973001,21727.0
229,2019-01-10 14:00:00,264.0646,263.20126,1.2933409,1.1106052,21727.0
230,2019-01-10 15:00:00,264.81448,264.06305,1.4109862,1.140645,21727.0
231,2019-01-10 16:00:00,265.596,264.919,1.6229578,1.1896574,21727.0
232,2019-01-10 17:00:00,265.8304,264.49646,3.615562,1.3291843,21727.0
233,2019-01-10 18:00:00,266.2477,263.80093,5.343245,0.6963724,21727.0
234,2019-01-10 19:00:00,265.7243,263.0706,4.998024,-0.1407892,21727.0
235,2019-01-10 20:00:00,265.04095,262.2705,4.847768,0.3207432,21727.0
236,2019-01-10 21:00:00,264.69965,261.26135,4.867755,0.41428822,21727.0
237,2019-01-10 22:00:00,264.05273,260.9499,4.988206,0.6273336,21727.0
238,2019-01-10 23:00:00,263.74234,260.47507,4.3049517,0.9834632,21727.0
239,2019-01-11 00:00:00,264.0171,261.41745,4.494832,1.5575132,21727.0
240,2019-01-11 01:00:00,264.33304,262.05197,3.808598,1.850533,21727.0
241,2019-01-11 02:00:00,264.31323,262.00986,3.5186052,1.6502676,1.0
242,2019-01-11 03:00:00,264.94116,262.61826,4.754493,0.8651486,1.0
243,2019-01-11 04:00:00,265.76706,263.822,5.2350674,-0.2634517,1.0
244,2019-01-11 05:00:00,265.946,263.91855,4.74222,-0.8767641,1.0
245,2019-01-11 06:00:00,265.81616,264.11313,3.8045654,-1.5039108,1.0
246,2019-01-11 07:00:00,265.57465,262.88397,4.640705,-3.3788943,1.0
247,2019-01-11 08:00:00,266.24692,264.42386,4.059843,-0.8513357,1.0
248,2019-01-11 09:00:00,266.85822,265.13828,5.274516,-2.366764,1.0
249,2019-01-11 10:00:00,266.5795,264.43765,5.2382236,-1.6434376,1.0
250,2019-01-11 11:00:00,266.54227,265.10995,4.8058643,-2.0188034,463.0
251,2019-01-11 12:00:00,267.44498,265.80838,4.305653,-3.9688864,13406.0
252,2019-01-11 13:00:00,266.5589,263.20053,3.458994,-4.276399,30510.0
253,2019-01-11 14:00:00,265.52634,263.09525,3.392369,-3.2671673,30973.0
254,2019-01-11 15:00:00,265.25473,263.52942,3.6644783,-2.8014188,30973.0
255,2019-01-11 16:00:00,265.8217,264.05942,3.872593,-3.6695426,30973.0
256,2019-01-11 17:00:00,265.2595,262.66473,3.9569256,-4.1897054,30973.0
257,2019-01-11 18:00:00,264.5912,261.79715,3.897314,-3.738713,30973.0
258,2019-01-11 19:00:00,263.8793,261.18875,3.8724174,-3.4628212,30973.0
259,2019-01-11 20:00:00,263.97195,261.54086,3.5470085,-3.0568888,30973.0
260,2019-01-11 21:00:00,263.30048,260.9419,3.5699763,-2.88416,30973.0
261,2019-01-11 22:00:00,262.85944,260.3502,3.5442033,-2.9355438,30973.0
262,2019-01-11 23:00:00,262.397,259.73236,3.4617991,-2.8080065,30973.0
263,2019-01-12 00:00:00,262.03036,259.42163,3.4053435,-2.8454244,30973.0
264,2019-01-12 01:00:00,261.67722,259.14575,3.4758253,-2.9799447,30973.0
265,2019-01-12 02:00:00,261.53784,258.99472,3.4830136,-2.9545164,1.0
266,2019-01-12 03:00:00,260.92972,258.50903,3.4309413,-2.7927232,1.0
267,2019-01-12 04:00:00,260.39838,258.20627,3.391843,-2.7653184,1.0
268,2019-01-12 05:00:00,260.1165,258.09085,3.3194327,-2.791142,1.0
269,2019-01-12 06:00:00,259.90112,257.95724,3.1605854,-2.8182833,1.0
270,2019-01-12 07:00:00,259.97794,258.02188,2.9719324,-2.9323819,1.0
271,2019-01-12 08:00:00,260.42294,258.51773,2.6554651,-2.8122227,1.0
272,2019-01-12 09:00:00,260.1149,258.25565,2.4338503,-2.6895602,1.0
273,2019-01-12 10:00:00,259.29852,257.61966,2.2458985,-2.3860002,1.0
274,2019-01-12 11:00:00,258.92,257.36847,2.1431563,-1.9684734,1387.0
275,2019-01-12 12:00:00,259.04355,257.5456,2.1968067,-1.6326339,29586.0
276,2019-01-12 13:00:00,259.07047,257.6037,2.1452603,-1.4243317,54548.0
277,2019-01-12 14:00:00,259.1148,257.63562,2.0218294,-1.2953448,55011.0
278,2019-01-12 15:00:00,259.23676,257.7518,1.897697,-1.1444871,55011.0
279,2019-01-12 16:00:00,259.2819,257.81787,1.8182733,-1.0805867,55011.0
280,2019-01-12 17:00:00,259.29376,257.8251,1.7814544,-1.1372408,55011.0
281,2019-01-12 18:00:00,259.2146,257.7605,1.8021431,-1.1774256,55011.0
282,2019-01-12 19:00:00,259.13223,257.64145,1.8657873,-1.2446198,55011.0
283,2019-01-12 20:00:00,259.48224,257.96597,1.8179226,-1.2401402,55011.0
284,2019-01-12 21:00:00,259.7673,258.23605,1.6699457,-1.0185308,55011.0
285,2019-01-12 22:00:00,260.1165,258.62735,1.48252,-0.7418486,55011.0
286,2019-01-12 23:00:00,260.46014,258.9715,1.3224454,-0.44737953,55011.0
287,2019-01-13 00:00:00,260.8228,259.12177,1.1625462,-0.22471616,55011.0
288,2019-01-13 01:00:00,260.91785,259.2401,0.99230266,-0.009562731,55011.0
289,2019-01-13 02:00:00,260.52905,258.96277,0.7826102,0.21112433,1.0
290,2019-01-13 03:00:00,260.00565,258.6194,0.67706263,0.36395836,1.0
291,2019-01-13 04:00:00,259.81876,258.38852,0.52768314,0.37383986,1.0
292,2019-01-13 05:00:00,259.48462,258.02258,0.375849,0.32825315,1.0
293,2019-01-13 06:00:00,259.20667,257.7046,0.3204453,0.23852909,1.0
294,2019-01-13 07:00:00,258.96515,257.4229,0.2345345,0.09109691,1.0
295,2019-01-13 08:00:00,259.06494,257.4781,0.04816079,0.040635347,1.0
296,2019-01-13 09:00:00,258.80917,257.16736,-0.026704311,0.0050618947,1.0
297,2019-01-13 10:00:00,258.57794,256.89438,-0.12278414,-0.0061371326,1.0
298,2019-01-13 11:00:00,258.4457,256.7782,-0.18800616,-0.008772224,2774.0
299,2019-01-13 12:00:00,258.50748,256.8203,-0.30810595,-0.05264613,28661.0
300,2019-01-13 13:00:00,258.72363,257.03665,-0.35071063,-0.17833894,52699.0
301,2019-01-13 14:00:00,258.9414,257.34305,-0.3017943,-0.29665357,54086.0
302,2019-01-13 15:00:00,259.16232,257.64145,-0.15486932,-0.40851226,54086.0
303,2019-01-13 16:00:00,259.06018,257.53616,0.021686077,-0.6236657,54086.0
304,2019-01-13 17:00:00,259.1267,257.58917,0.23172927,-0.80983335,54086.0
305,2019-01-13 18:00:00,259.42996,257.92676,0.50822175,-1.1025896,54086.0
306,2019-01-13 19:00:00,259.64218,258.17432,0.7587656,-1.473871,54086.0
307,2019-01-13 20:00:00,259.2518,257.73944,0.78594136,-1.4018018,54086.0
308,2019-01-13 21:00:00,258.8432,257.29587,0.8082081,-1.3454113,54086.0
309,2019-01-13 22:00:00,258.52728,256.93793,0.7817335,-1.2890208,54086.0
310,2019-01-13 23:00:00,258.29922,256.65985,0.71405685,-1.2610891,54086.0
311,2019-01-14 00:00:00,258.1155,256.4493,0.6514647,-1.2780852,54086.0
312,2019-01-14 01:00:00,258.00308,256.3172,0.6433997,-1.2746596,54086.0
313,2019-01-14 02:00:00,257.83044,256.12042,0.6223602,-1.3106284,1.0
314,2019-01-14 03:00:00,257.64755,255.9157,0.5850154,-1.3410633,1.0
315,2019-01-14 04:00:00,257.50977,255.76106,0.5729178,-1.3277562,1.0
316,2019-01-14 05:00:00,257.32526,255.55269,0.5788789,-1.302196,1.0
317,2019-01-14 06:00:00,257.27774,255.4968,0.6114899,-1.287308,1.0
318,2019-01-14 07:00:00,256.88974,255.05609,0.64287364,-1.2551601,1.0
319,2019-01-14 08:00:00,256.3323,254.35695,0.6127173,-1.3517354,1.0
320,2019-01-14 09:00:00,256.1383,254.15149,0.69424486,-1.282433,1.0
321,2019-01-14 10:00:00,256.08682,254.08542,0.82784486,-1.3728158,1.0
322,2019-01-14 11:00:00,256.2048,254.18634,0.98458815,-1.3794036,5086.0
323,2019-01-14 12:00:00,256.26022,254.12825,1.0051016,-1.2633288,40218.0
324,2019-01-14 13:00:00,256.2341,254.0767,1.0403425,-1.2156341,73501.0
325,2019-01-14 14:00:00,256.0971,253.99612,1.0773368,-1.1243289,77200.0
326,2019-01-14 15:00:00,255.71307,253.60698,1.133617,-0.97017735,77200.0
327,2019-01-14 16:00:00,255.48503,253.34851,1.1686827,-0.92393184,77200.0
328,2019-01-14 17:00:00,255.25935,253.20404,1.1765724,-0.9770285,77200.0
329,2019-01-14 18:00:00,255.18413,253.14668,1.1658775,-0.94804275,77200.0
330,2019-01-14 19:00:00,255.18887,253.16193,1.2084821,-0.9230096,77200.0
331,2019-01-14 20:00:00,255.04555,253.01599,1.0627846,-0.87860864,77200.0
