,When,d2m,fdir,sp,ssrd,strd,t2m,tp,u10,v10
0,2019-01-01 00:00:00,264.76049805,0.0,80685.6875,0.0,804519.5,266.07714844,0.0,0.5760499239,-0.38842493295999997
1,2019-01-01 01:00:00,263.62084961,0.0,80687.625,0.0,813926.3125,264.77905273,2.0980837689e-07,0.69741219282,-0.5211610794100001
2,2019-01-01 02:00:00,262.35913086,0.0,80719.875,0.0,811515.875,263.65209961,2.0980837689e-07,0.6011048555399999,-0.5752980709100001
3,2019-01-01 03:00:00,261.45556641,0.0,80663.125,0.0,820660.3125,263.17919922,2.0980837689e-07,0.64792430401,-0.3464332819
4,2019-01-01 04:00:00,260.94458008,0.0,80624.0,0.0,785086.5,262.88818359,0.0,0.6416572332399999,-0.24576866626999996
5,2019-01-01 05:00:00,261.38867188,0.0,80600.375,0.0,749833.5,263.61669922,0.0,0.53864574432,-0.070388436317
6,2019-01-01 06:00:00,261.4987793,0.0,80598.3125,0.0,724944.625,264.03271484,0.0,0.57541453838,-0.25682759285
7,2019-01-01 07:00:00,261.14257812,0.0,80631.5625,0.0,771340.75,264.81347656,0.0,0.59257149696,-0.20260280371
8,2019-01-01 08:00:00,260.89379883,26229.757812,80639.3125,79470.0625,765605.75,265.50415039,0.0,0.6790296435400001,-0.27246117591999996
9,2019-01-01 09:00:00,260.59008789,189322.1875,80655.5,425011.1875,822957.0625,266.11401367,0.0,0.8509119749099999,-0.53173547983
10,2019-01-01 10:00:00,262.10253906,470330.875,80616.375,814451.1875,806582.1875,267.16308594,0.0,0.90928536654,-0.29905056953000003
11,2019-01-01 11:00:00,263.49560547,810301.4375,80560.9375,1136023.0,772166.625,269.9362793,0.0,0.92320746183,-0.6901894807800001
12,2019-01-01 12:00:00,263.91210938,939566.0625,80520.375,1258819.0,756873.25,270.70483398,0.0,1.0546255112,-0.78871911764
13,2019-01-01 13:00:00,264.25732422,830059.5,80483.625,1155740.0,783007.6875,270.55981445,0.0,1.1359682083,-0.8952767849
14,2019-01-01 14:00:00,263.95751953,646307.8125,80495.0,905651.1875,769090.375,270.2800293,0.0,1.4164571762,-1.103767395
15,2019-01-01 15:00:00,263.0625,303303.625,80494.3125,487772.125,759992.5,270.10229492,0.0,1.1737909317,-0.8153482079500001
