,time,d2m,fdir,sp,ssrd,strd,t2m,tp,u10,v10
0,2020-01-01 00:00:00,261.65722656,0.0,80814.9375,0.0,737469.25,267.16894531,0.0,0.31972175837,-0.0081575624645
1,2020-01-01 01:00:00,261.58789062,0.0,80764.5625,0.0,732362.125,267.53613281,0.0,0.11780524254000001,0.18148052692000002
2,2020-01-01 02:00:00,261.32714844,0.0,80771.375,0.0,727034.0625,267.52441406,0.0,0.044924981892,0.36549663544
3,2020-01-01 03:00:00,261.1015625,0.0,80746.625,0.0,720997.125,267.17724609,0.0,0.030293013901,0.34518170357
4,2020-01-01 04:00:00,260.64233398,0.0,80727.5625,0.0,717286.625,266.45581055,0.0,0.030611619353,0.30834335089000003
5,2020-01-01 05:00:00,260.4362793,0.0,80732.4375,0.0,712695.0,266.26782227,0.0,-0.035241048783,0.42219775915
6,2020-01-01 06:00:00,260.24243164,0.0,80749.375,0.0,708336.8125,266.00463867,0.0,0.073086559772,0.38761764765
7,2020-01-01 07:00:00,259.99511719,0.0,80764.5625,0.0,688276.0625,265.85571289,0.0,0.09634888172100001,0.36337691545
8,2020-01-01 08:00:00,259.77734375,44451.839844,80798.4375,88898.5,679430.6875,266.18237305,0.0,0.041818898171,0.4411045908899999
9,2020-01-01 09:00:00,259.63037109,334522.875,80814.375,513743.3125,683081.9375,266.27709961,0.0,0.039080869406,0.5085972547500001
10,2020-01-01 10:00:00,260.04296875,694620.125,80825.25,943011.8125,686863.125,267.99731445,0.0,0.22350353003000004,0.80802762508
11,2020-01-01 11:00:00,259.72558594,941614.0625,80797.125,1226811.0,689933.4375,268.65771484,0.0,0.26868540049,0.5982809662799999
12,2020-01-01 12:00:00,260.45214844,1024000.0,80744.875,1322604.0,697738.25,269.76586914,0.0,0.23915106058000002,0.34505230188
13,2020-01-01 13:00:00,260.89599609,926630.375,80718.8125,1218913.0,706780.9375,270.90942383,0.0,0.13558596373,0.22440171241999998
14,2020-01-01 14:00:00,260.12475586,680765.4375,80707.875,935037.4375,709430.8125,270.98510742,0.0,0.056812781841,0.19790267944
15,2020-01-01 15:00:00,259.8671875,330593.25,80716.8125,510487.0,710545.4375,269.69921875,0.0,0.044303629547,0.24895554780999998
16,2020-01-01 16:00:00,259.28271484,45158.398438,80723.375,90572.75,709412.625,267.95825195,0.0,0.049722332507,0.32044667006
17,2020-01-01 17:00:00,258.62646484,0.0,80728.9375,0.0,708389.1875,267.19238281,0.0,0.076074242592,0.22201281786
18,2020-01-01 18:00:00,257.91333008,0.0,80757.125,0.0,707852.25,266.47216797,0.0,0.04854189977,0.19820666313000002
19,2020-01-01 19:00:00,257.87158203,0.0,80767.25,0.0,704297.4375,266.5559082,0.0,0.072131991386,0.29261279106
20,2020-01-01 20:00:00,257.7980957,0.0,80760.875,0.0,706140.75,266.48046875,0.0,0.29143196344,0.4660050869
21,2020-01-01 21:00:00,257.5769043,0.0,80749.5,0.0,706921.3125,266.31103516,0.0,0.33001410961,0.8417357206300001
22,2020-01-01 22:00:00,257.87695312,0.0,80719.8125,0.0,705101.0,267.9909668,0.0,-0.046519055963,1.1561603545999999
23,2020-01-01 23:00:00,258.13378906,0.0,80680.25,0.0,703422.5625,267.80761719,0.0,0.20029491186,1.0778560637999999
24,2020-01-02 00:00:00,258.06933594,0.0,80641.125,0.0,699239.625,267.25488281,0.0,0.19099617004,1.6534042358
25,2020-01-02 01:00:00,258.18334961,0.0,80637.9375,0.0,702942.625,266.53076172,0.0,-0.21874630451,1.8427791594999998
26,2020-01-02 02:00:00,258.45654297,0.0,80626.0625,0.0,708841.875,265.8762207,0.0,-0.36008119583000003,1.9507236481
27,2020-01-02 03:00:00,258.77685547,0.0,80612.3125,0.0,709585.1875,264.7800293,0.0,-0.46168583632,1.9596872330000001
28,2020-01-02 04:00:00,258.86865234,0.0,80598.375,0.0,715827.1875,264.40966797,0.0,-0.5117785930600001,1.9637937546000002
29,2020-01-02 05:00:00,258.66503906,0.0,80580.375,0.0,716800.625,263.8671875,0.0,-0.54433959723,2.01994133
30,2020-01-02 06:00:00,259.02636719,0.0,80595.125,0.0,723891.8125,263.60620117,0.0,-0.40921324492,2.0464429855
31,2020-01-02 07:00:00,259.23754883,0.0,80621.25,0.0,700038.0,263.43212891,0.0,-0.34876769780999994,2.0334806442
32,2020-01-02 08:00:00,259.51928711,41292.796875,80637.5625,85422.0625,707986.25,263.64428711,0.0,-0.45670473576000004,2.0754594803
33,2020-01-02 09:00:00,259.38476562,313500.125,80647.375,489871.3125,714309.625,263.4284668,0.0,-0.5618866086,2.1579494476
34,2020-01-02 10:00:00,260.14404297,652262.375,80610.5,902538.1875,720529.625,265.28369141,0.0,0.0013672844507000002,1.3275728226
35,2020-01-02 11:00:00,260.75146484,905459.1875,80622.875,1189960.0,725696.125,265.70727539,0.0,-0.18969416618,1.5027751923
36,2020-01-02 12:00:00,261.50634766,944747.5,80541.4375,1252229.0,736396.875,266.43041992,0.0,-0.46157962084,1.7291040421000001
37,2020-01-02 13:00:00,261.88256836,886727.625,80492.5,1178760.0,739797.0,267.01855469,0.0,-0.58686101437,1.8814325333000002
38,2020-01-02 14:00:00,262.07470703,647114.1875,80463.0625,904015.3125,749953.0625,267.08032227,0.0,-0.53804385662,1.8370742798
39,2020-01-02 15:00:00,262.27514648,311065.5625,80455.5625,490711.0,739245.375,266.40307617,0.0,-0.5122552514100001,1.9177474976
40,2020-01-02 16:00:00,262.07397461,44090.878906,80452.4375,89932.75,735964.3125,264.8840332,0.0,-0.28075927495999997,1.9417171478
41,2020-01-02 17:00:00,261.70922852,0.0,80465.9375,0.0,726695.5,263.91503906,0.0,0.086077928543,1.7188005446999999
42,2020-01-02 18:00:00,261.89819336,0.0,80505.0,0.0,731816.875,264.16870117,0.0,0.34433662891000005,1.4606142044
43,2020-01-02 19:00:00,261.46484375,0.0,80515.4375,0.0,737617.875,263.99707031,4.1961675379e-07,0.39329051971,1.2491931915
44,2020-01-02 20:00:00,261.24462891,0.0,80517.1875,0.0,727041.4375,263.90136719,0.0,0.37320262194,1.0784902573000001
45,2020-01-02 21:00:00,261.06225586,0.0,80522.625,0.0,738847.3125,263.81420898,0.0,0.34193122386999997,0.9966605305700001
46,2020-01-02 22:00:00,261.84179688,0.0,80498.375,0.0,753396.25,263.90209961,0.0,0.25152355433,1.1143636703
47,2020-01-02 23:00:00,261.78027344,0.0,80468.4375,0.0,820827.6875,263.93579102,0.0,0.17386668921,1.1188488007
48,2020-01-03 00:00:00,261.43994141,0.0,80471.3125,0.0,848486.375,263.72705078,0.0,0.013886235654,0.8465365767499999
49,2020-01-03 01:00:00,261.26513672,0.0,80464.375,0.0,839198.9375,263.39086914,0.0,0.22884714603,0.68960118294
50,2020-01-03 02:00:00,261.34619141,0.0,80443.5,0.0,851536.625,263.21923828,0.0,0.20115303993,0.29066383839000004
51,2020-01-03 03:00:00,261.59448242,0.0,80426.5625,0.0,822898.6875,262.89819336,0.0,0.23454350233000001,0.19720804691
52,2020-01-03 04:00:00,261.25927734,0.0,80416.625,0.0,784481.3125,262.37133789,0.0,0.25616031885,0.049216136336000006
