,When,d2m,fdir,sp,ssrd,strd,t2m,tp,u10,v10
0,2020-01-01 00:00:00,265.25244141,0.0,90478.625,0.0,803389.4375,269.8449707,0.0,-1.1747932434000001,0.8036029338799999
1,2020-01-01 01:00:00,264.93188477,0.0,90413.9375,0.0,799868.3125,269.84716797,0.0,-0.96276545525,0.7653311491
2,2020-01-01 02:00:00,264.6171875,0.0,90421.875,0.0,795423.4375,269.59692383,0.0,-0.7848109006899999,0.83620774746
3,2020-01-01 03:00:00,264.00390625,0.0,90391.6875,0.0,800924.75,269.07177734,0.0,-0.7996430397,0.8668797612200001
4,2020-01-01 04:00:00,263.13061523,0.0,90369.5,0.0,789774.5625,268.28149414,0.0,-0.75408709049,0.79731237888
5,2020-01-01 05:00:00,262.70825195,0.0,90381.0625,0.0,788211.5625,268.07592773,0.0,-0.6841950416600001,0.7034319043199999
6,2020-01-01 06:00:00,262.23217773,0.0,90395.5,0.0,786316.1875,267.71655273,0.0,-0.75477737188,0.8642305731799999
7,2020-01-01 07:00:00,261.6340332,0.0,90401.1875,0.0,787398.4375,267.32788086,0.0,-0.85198414326,0.9336143732100001
8,2020-01-01 08:00:00,261.65527344,22847.730469,90428.3125,57822.3125,842362.3125,267.76879883,0.0,-0.8748121857600001,0.9838386178
9,2020-01-01 09:00:00,263.44042969,212391.4375,90432.25,368506.625,857559.625,268.98974609,0.0,-0.9118056297299999,1.1371593475
10,2020-01-01 10:00:00,264.14038086,422865.625,90520.3125,713525.875,869624.5625,271.07519531,0.0,-1.22544384,1.8647546768
11,2020-01-01 11:00:00,264.82080078,697507.5,90475.5,1024184.875,883176.3125,272.61865234,0.0,-0.61279273033,1.1934022903000001
12,2020-01-01 12:00:00,265.90991211,869873.3125,90418.5,1169678.0,853591.125,273.95532227,0.0,-0.5379716754,0.82542484999
13,2020-01-01 13:00:00,267.14013672,896026.1875,90385.625,1144358.0,804135.625,274.44433594,0.0,-0.36458677053000005,0.41685992479
14,2020-01-01 14:00:00,267.10888672,665895.25,90366.25,885434.875,809158.625,274.02880859,0.0,-0.31476914883,0.15441197157
15,2020-01-01 15:00:00,267.14306641,333446.0,90366.8125,494047.125,805838.1875,273.05053711,0.0,-0.66514599323,0.5431830883
16,2020-01-01 16:00:00,266.76245117,52252.539062,90375.9375,98606.4375,802713.375,271.97119141,0.0,-0.65643614531,0.66226375103
17,2020-01-01 17:00:00,266.21630859,0.0,90394.1875,0.0,801771.9375,270.45092773,0.0,-0.5062368512200001,0.67615383863
18,2020-01-01 18:00:00,265.2980957,0.0,90414.375,0.0,804688.3125,270.0378418,0.0,-0.65773904324,0.72331136465
19,2020-01-01 19:00:00,264.39086914,0.0,90412.125,0.0,795395.25,269.30957031,0.0,-0.7128649354000001,0.78712016344
20,2020-01-01 20:00:00,263.38305664,0.0,90393.5625,0.0,797795.3125,268.86376953,0.0,-0.7160589695,0.79568982124
21,2020-01-01 21:00:00,262.67431641,0.0,90375.5,0.0,801188.5625,268.61523438,0.0,-0.6885573864,0.8419582247699999
22,2020-01-01 22:00:00,263.57128906,0.0,90381.375,0.0,814118.1875,269.2890625,0.0,-0.91402113438,1.2963533401
23,2020-01-01 23:00:00,263.30200195,0.0,90355.9375,0.0,830415.3125,269.24926758,0.0,-0.63380014896,1.2329177856
24,2020-01-02 00:00:00,262.84619141,0.0,90310.1875,0.0,863078.625,268.9921875,0.0,-0.8067716360100001,1.1874637604
25,2020-01-02 01:00:00,262.50854492,0.0,90300.6875,0.0,888438.1875,269.01367188,1.1467432159e-07,-0.72609221935,1.1446180343999999
26,2020-01-02 02:00:00,262.02514648,0.0,90299.0625,0.0,891758.4375,269.19433594,8.0272036485e-07,-0.61918407679,1.1215276718
27,2020-01-02 03:00:00,261.11108398,0.0,90275.9375,0.0,908906.875,269.23193359,3.8224777654e-07,-0.76807004213,1.1685419083
28,2020-01-02 04:00:00,260.68969727,0.0,90248.125,0.0,822612.0,268.63793945,5.7337167901999995e-08,-0.78690427542,1.1867656708
29,2020-01-02 05:00:00,260.27954102,0.0,90232.8125,0.0,841631.6875,268.09619141,0.0,-0.71249914169,1.187292099
30,2020-01-02 06:00:00,260.18579102,0.0,90266.3125,0.0,832483.375,267.72827148,1.9112388117e-08,-0.77734154463,1.2487192154
31,2020-01-02 07:00:00,259.90942383,0.0,90289.8125,0.0,822245.125,267.63476562,4.5869734321999997e-07,-0.8393653631199999,1.2785329819
32,2020-01-02 08:00:00,260.07250977,23925.5625,90297.4375,54082.078125,818019.75,267.70629883,0.0,-0.82601308823,1.3528518677
33,2020-01-02 09:00:00,261.37573242,231112.8125,90309.875,389696.5625,833514.4375,269.03564453,0.0,-0.82119160891,1.5487546921000002
34,2020-01-02 10:00:00,261.56323242,498767.75,90335.5625,751625.875,853316.75,270.66308594,0.0,-1.1417617798,1.9566831588999998
35,2020-01-02 11:00:00,263.25878906,736162.875,90321.375,995820.0,852944.5625,271.95800781,0.0,-0.7765575647399999,1.5323724747
36,2020-01-02 12:00:00,264.41748047,876663.875,90206.9375,1138809.0,832852.25,273.24047852,0.0,-0.39979583025,1.076426506
37,2020-01-02 13:00:00,265.65258789,858570.6875,90169.3125,1113162.0,823764.125,273.61108398,0.0,-0.12744450569000002,0.81702107191
38,2020-01-02 14:00:00,266.70214844,638300.3125,90159.3125,854025.375,828065.6875,273.29760742,0.0,-0.25081181526,0.8784214854200001
39,2020-01-02 15:00:00,267.05126953,330012.9375,90157.75,488112.75,817301.1875,272.31835938,0.0,-0.70122307539,1.4673261642
40,2020-01-02 16:00:00,266.47509766,53394.339844,90159.125,101099.9375,830518.9375,270.95703125,0.0,-0.93643206358,1.6907205582
41,2020-01-02 17:00:00,265.73706055,0.0,90184.9375,0.0,843646.6875,270.12719727,0.0,-0.8045529723199999,1.2440309525
42,2020-01-02 18:00:00,265.30883789,0.0,90216.6875,0.0,813684.375,269.78637695,0.0,-0.89892071486,1.5102071762
43,2020-01-02 19:00:00,264.19018555,0.0,90224.3125,0.0,796669.625,269.80541992,0.0,-0.91165584326,1.6906871796
44,2020-01-02 20:00:00,263.37768555,0.0,90217.5625,0.0,808628.375,269.61474609,0.0,-0.9835103154200001,1.9137248993
45,2020-01-02 21:00:00,262.98925781,0.0,90207.75,0.0,848296.0,269.9934082,0.0,-0.9928333163299998,2.0850915909
46,2020-01-02 22:00:00,262.1105957,0.0,90198.5,0.0,899644.4375,269.72387695,0.0,-1.2931280136,1.9345140456999999
47,2020-01-02 23:00:00,262.51196289,0.0,90177.3125,0.0,963586.1875,270.37866211,0.0,-1.0586957931999998,1.6620101929
48,2020-01-03 00:00:00,262.56762695,0.0,90176.3125,0.0,943102.375,270.51391602,0.0,-1.0434598923,1.6805276871000001
49,2020-01-03 01:00:00,262.83227539,0.0,90147.5625,0.0,975081.75,270.92333984,0.0,-1.0320997238,1.8923120499000001
50,2020-01-03 02:00:00,263.06689453,0.0,90099.75,0.0,983983.875,271.18530273,0.0,-0.9520868659,1.8394136428999999
51,2020-01-03 03:00:00,263.31225586,0.0,90088.0,0.0,963035.25,271.15551758,0.0,-0.8193449378000001,1.8135643005000002
52,2020-01-03 04:00:00,262.828125,0.0,90067.3125,0.0,893463.3125,270.63183594,0.0,-0.84307599068,1.8119392394999998
53,2020-01-03 05:00:00,262.43334961,0.0,90068.6875,0.0,894878.0,270.50195312,0.0,-0.7307972908,1.6979217529
54,2020-01-03 06:00:00,262.31640625,0.0,90099.25,0.0,904380.9375,270.41235352,0.0,-0.6653655171399999,1.7033901215
