,time,temp,wind,RH,ppt
99,2020-01-05 03:00:00,-12.215,1.558,87.535,0.039
100,2020-01-05 04:00:00,-12.045,1.523,88.191,0.03
101,2020-01-05 05:00:00,-11.938,1.432,88.67,0.024
102,2020-01-05 06:00:00,-11.838,1.208,89.992,0.015
103,2020-01-05 07:00:00,-11.148,1.085,91.454,0.021
104,2020-01-05 08:00:00,-11.344,0.939,91.361,0.009
105,2020-01-05 09:00:00,-11.741,0.786,90.938,0.003
106,2020-01-05 10:00:00,-12.174,0.754,90.443,0.001
107,2020-01-05 11:00:00,-12.348,0.886,90.266,0.001
108,2020-01-05 12:00:00,-12.695,1.128,89.222,0.002
109,2020-01-05 13:00:00,-12.865,1.482,89.651,0.01
110,2020-01-05 14:00:00,-13.209,1.646,89.609,0.067
111,2020-01-05 15:00:00,-13.272,1.697,89.542,0.313
112,2020-01-05 16:00:00,-13.033,1.615,89.249,0.779
113,2020-01-05 17:00:00,-12.757,1.436,89.53,1.053
114,2020-01-05 18:00:00,-12.582,1.272,89.783,0.869
115,2020-01-05 19:00:00,-12.544,1.105,88.939,0.616
116,2020-01-05 20:00:00,-12.606,1.257,89.041,0.403
117,2020-01-05 21:00:00,-12.439,1.392,89.523,0.194
118,2020-01-05 22:00:00,-11.507,1.552,91.01,0.093
119,2020-01-05 23:00:00,-9.005,1.546,93.522,0.054
120,2020-01-06 00:00:00,-7.17,1.456,94.696,0.403
121,2020-01-06 01:00:00,-6.563,1.357,93.859,0.0
122,2020-01-06 02:00:00,-6.118,1.38,92.647,0.681
123,2020-01-06 03:00:00,-5.611,1.319,93.263,0.13
124,2020-01-06 04:00:00,-5.417,1.242,94.711,0.108
125,2020-01-06 05:00:00,-5.483,1.43,92.219,1.164
126,2020-01-06 06:00:00,-5.627,1.368,91.089,0.654
127,2020-01-06 07:00:00,-6.008,1.31,96.63,0.096
128,2020-01-06 08:00:00,-5.293,1.303,95.319,0.044
129,2020-01-06 09:00:00,-4.646,1.525,94.884,0.011
130,2020-01-06 10:00:00,-3.98,1.639,92.162,0.004
131,2020-01-06 11:00:00,-4.129,1.418,92.025,0.006
132,2020-01-06 12:00:00,-4.968,1.003,96.728,0.024
133,2020-01-06 13:00:00,-5.752,0.589,96.827,0.074
134,2020-01-06 14:00:00,-6.047,0.693,96.601,0.147
135,2020-01-06 15:00:00,-5.766,0.795,96.311,0.325
136,2020-01-06 16:00:00,-5.374,0.876,96.179,0.568
137,2020-01-06 17:00:00,-5.208,0.858,96.369,0.739
138,2020-01-06 18:00:00,-5.152,0.915,96.64,0.636
139,2020-01-06 19:00:00,-5.371,0.952,96.731,0.504
140,2020-01-06 20:00:00,-5.222,0.917,96.869,0.507
141,2020-01-06 21:00:00,-5.12,0.899,97.178,0.204
142,2020-01-06 22:00:00,-4.93,0.884,97.292,0.017
143,2020-01-06 23:00:00,-4.536,0.735,97.466,0.002
144,2020-01-07 00:00:00,-4.167,0.568,97.449,0.002
145,2020-01-07 01:00:00,-3.786,0.529,97.493,0.0
146,2020-01-07 02:00:00,-3.153,0.602,97.746,0.042
147,2020-01-07 03:00:00,-2.427,0.754,98.171,0.138
148,2020-01-07 04:00:00,-1.945,0.877,98.583,0.36
149,2020-01-07 05:00:00,-1.813,1.093,98.955,0.614
150,2020-01-07 06:00:00,-2.084,0.993,98.912,0.988
151,2020-01-07 07:00:00,-3.129,0.504,98.051,0.809
152,2020-01-07 08:00:00,-3.095,0.873,98.014,0.764
153,2020-01-07 09:00:00,-3.1,1.074,98.182,0.503
154,2020-01-07 10:00:00,-3.086,1.17,91.61,0.546
155,2020-01-07 11:00:00,-3.232,1.142,92.749,0.036
156,2020-01-07 12:00:00,-3.23,1.223,93.885,0.016
157,2020-01-07 13:00:00,-3.302,1.027,94.734,0.012
158,2020-01-07 14:00:00,-3.743,0.974,95.998,0.002
159,2020-01-07 15:00:00,-4.351,1.072,97.83,0.0
160,2020-01-07 16:00:00,-4.648,1.297,97.626,0.0
161,2020-01-07 17:00:00,-5.4,1.509,97.581,0.0
162,2020-01-07 18:00:00,-6.964,1.924,96.83,0.0
163,2020-01-07 19:00:00,-7.376,2.052,95.618,0.029
164,2020-01-07 20:00:00,-7.384,2.316,95.232,0.038
165,2020-01-07 21:00:00,-7.154,2.615,92.987,0.151
166,2020-01-07 22:00:00,-6.862,2.593,93.847,0.398
167,2020-01-07 23:00:00,-6.728,2.467,94.858,0.454
168,2020-01-08 00:00:00,-6.636,2.439,95.122,0.496
169,2020-01-08 01:00:00,-6.635,2.105,95.193,0.0
170,2020-01-08 02:00:00,-6.928,1.953,95.159,0.341
171,2020-01-08 03:00:00,-7.028,1.981,94.997,0.174
172,2020-01-08 04:00:00,-7.079,1.931,94.761,0.176
173,2020-01-08 05:00:00,-7.181,1.603,94.943,0.127
174,2020-01-08 06:00:00,-7.062,1.442,94.989,0.072
175,2020-01-08 07:00:00,-6.496,1.558,95.108,0.23
176,2020-01-08 08:00:00,-6.105,1.362,95.19,0.45
177,2020-01-08 09:00:00,-5.789,1.164,95.225,0.155
178,2020-01-08 10:00:00,-5.909,1.559,94.337,0.045
179,2020-01-08 11:00:00,-6.684,2.426,91.273,0.078
180,2020-01-08 12:00:00,-6.972,2.476,87.108,0.093
181,2020-01-08 13:00:00,-4.485,1.37,81.552,0.023
182,2020-01-08 14:00:00,-5.29,1.57,83.417,0.076
183,2020-01-08 15:00:00,-6.268,1.669,87.37,0.088
184,2020-01-08 16:00:00,-7.387,1.926,90.112,0.175
185,2020-01-08 17:00:00,-8.155,2.232,89.766,0.05
186,2020-01-08 18:00:00,-9.588,2.957,85.92,0.293
187,2020-01-08 19:00:00,-8.601,1.926,87.401,0.507
188,2020-01-08 20:00:00,-8.814,1.977,88.759,0.665
189,2020-01-08 21:00:00,-9.017,1.883,86.744,0.963
190,2020-01-08 22:00:00,-8.955,1.858,85.089,0.334
191,2020-01-08 23:00:00,-8.97,1.923,86.402,0.385
192,2020-01-09 00:00:00,-8.754,1.903,87.301,0.805
193,2020-01-09 01:00:00,-8.999,1.934,87.914,0.0
194,2020-01-09 02:00:00,-8.748,2.605,88.437,0.688
195,2020-01-09 03:00:00,-8.0,3.66,85.807,0.593
196,2020-01-09 04:00:00,-7.278,4.42,84.121,0.906
197,2020-01-09 05:00:00,-6.675,5.328,82.68,1.302
198,2020-01-09 06:00:00,-6.273,6.209,83.429,1.059
199,2020-01-09 07:00:00,-6.226,6.308,78.592,0.825
200,2020-01-09 08:00:00,-6.829,6.023,80.775,0.324
201,2020-01-09 09:00:00,-7.44,6.401,80.711,0.471
202,2020-01-09 10:00:00,-8.103,6.241,79.069,0.531
203,2020-01-09 11:00:00,-8.423,6.02,78.18,0.368
204,2020-01-09 12:00:00,-8.63,5.865,75.791,0.215
205,2020-01-09 13:00:00,-8.765,5.854,77.88,0.107
206,2020-01-09 14:00:00,-8.601,5.729,79.188,0.132
207,2020-01-09 15:00:00,-8.792,5.599,81.235,0.177
208,2020-01-09 16:00:00,-8.72,5.174,82.518,0.182
209,2020-01-09 17:00:00,-8.507,4.236,82.008,0.308
210,2020-01-09 18:00:00,-8.814,3.922,84.803,0.09
211,2020-01-09 19:00:00,-9.231,3.599,86.23,0.08
212,2020-01-09 20:00:00,-9.263,3.238,87.689,0.063
213,2020-01-09 21:00:00,-9.402,2.788,87.16,0.041
214,2020-01-09 22:00:00,-9.165,2.402,87.199,0.027
215,2020-01-09 23:00:00,-8.457,2.064,87.486,0.023
216,2020-01-10 00:00:00,-7.618,1.809,87.371,0.016
217,2020-01-10 01:00:00,-6.733,1.598,87.331,0.0
218,2020-01-10 02:00:00,-6.288,1.238,88.503,0.023
219,2020-01-10 03:00:00,-6.601,1.078,91.24,0.045
220,2020-01-10 04:00:00,-6.95,1.087,93.495,0.055
221,2020-01-10 05:00:00,-7.114,1.104,94.274,0.098
222,2020-01-10 06:00:00,-7.289,1.146,94.951,0.057
223,2020-01-10 07:00:00,-8.046,1.051,94.819,0.074
224,2020-01-10 08:00:00,-7.815,1.04,94.559,0.058
225,2020-01-10 09:00:00,-7.529,1.22,93.87,0.04
226,2020-01-10 10:00:00,-7.246,1.291,93.646,0.023
227,2020-01-10 11:00:00,-6.992,1.314,93.287,0.009
228,2020-01-10 12:00:00,-6.945,1.278,93.193,0.007
229,2020-01-10 13:00:00,-7.16,1.209,94.252,0.007
230,2020-01-10 14:00:00,-7.299,1.161,94.849,0.012
231,2020-01-10 15:00:00,-7.379,1.268,94.929,0.026
232,2020-01-10 16:00:00,-7.261,1.45,94.479,0.045
233,2020-01-10 17:00:00,-8.348,2.007,93.348,0.038
234,2020-01-10 18:00:00,-8.646,2.229,89.555,0.015
235,2020-01-10 19:00:00,-7.383,1.536,88.873,0.079
236,2020-01-10 20:00:00,-7.133,1.776,86.861,0.06
237,2020-01-10 21:00:00,-7.271,1.859,86.992,0.058
238,2020-01-10 22:00:00,-6.599,1.664,87.122,0.046
239,2020-01-10 23:00:00,-6.628,1.59,88.137,0.03
240,2020-01-11 00:00:00,-6.578,1.454,88.632,0.033
241,2020-01-11 01:00:00,-6.237,1.104,89.392,0.0
242,2020-01-11 02:00:00,-6.876,1.145,92.197,0.001
243,2020-01-11 03:00:00,-7.043,1.094,91.808,0.004
244,2020-01-11 04:00:00,-7.141,0.813,92.311,0.004
245,2020-01-11 05:00:00,-7.534,1.071,93.72,0.005
246,2020-01-11 06:00:00,-7.889,1.506,94.751,0.032
247,2020-01-11 07:00:00,-8.275,1.291,94.8,0.126
248,2020-01-11 08:00:00,-8.754,1.607,94.591,0.085
249,2020-01-11 09:00:00,-9.758,2.041,93.591,0.023
250,2020-01-11 10:00:00,-10.161,1.905,93.405,0.078
251,2020-01-11 11:00:00,-10.578,1.675,92.06,0.198
252,2020-01-11 12:00:00,-10.806,1.732,91.51,0.277
253,2020-01-11 13:00:00,-10.716,1.772,91.383,0.273
254,2020-01-11 14:00:00,-10.593,1.6,91.398,0.38
255,2020-01-11 15:00:00,-10.613,1.406,91.195,0.662
256,2020-01-11 16:00:00,-10.583,1.24,91.248,0.897
257,2020-01-11 17:00:00,-10.568,1.205,91.134,0.956
258,2020-01-11 18:00:00,-10.471,1.133,90.854,1.265
259,2020-01-11 19:00:00,-9.911,0.906,91.886,0.175
260,2020-01-11 20:00:00,-9.758,1.029,91.81,0.019
261,2020-01-11 21:00:00,-9.204,1.064,92.419,0.018
262,2020-01-11 22:00:00,-8.766,1.169,92.832,0.017
263,2020-01-11 23:00:00,-8.287,1.316,94.028,0.064
264,2020-01-12 00:00:00,-7.636,1.461,94.062,0.063
265,2020-01-12 01:00:00,-7.947,1.796,92.945,0.0
266,2020-01-12 02:00:00,-8.852,3.011,90.857,0.297
267,2020-01-12 03:00:00,-8.629,3.708,89.628,0.159
268,2020-01-12 04:00:00,-8.373,4.29,84.721,0.044
269,2020-01-12 05:00:00,-8.201,4.454,82.993,0.047
270,2020-01-12 06:00:00,-8.846,4.415,84.714,0.06
271,2020-01-12 07:00:00,-7.757,4.527,83.675,0.048
272,2020-01-12 08:00:00,-8.609,4.299,82.599,0.018
273,2020-01-12 09:00:00,-8.9,4.123,79.247,0.007
274,2020-01-12 10:00:00,-9.728,3.602,80.824,0.006
275,2020-01-12 11:00:00,-9.446,2.945,83.439,0.017
276,2020-01-12 12:00:00,-6.714,1.881,80.796,0.033
277,2020-01-12 13:00:00,-6.242,0.993,80.9,0.268
278,2020-01-12 14:00:00,-7.12,1.2,82.508,0.394
279,2020-01-12 15:00:00,-8.168,1.61,82.234,0.561
280,2020-01-12 16:00:00,-7.849,1.718,82.18,0.027
281,2020-01-12 17:00:00,-7.415,1.556,81.956,0.005
282,2020-01-12 18:00:00,-7.687,1.136,83.216,0.002
283,2020-01-12 19:00:00,-9.348,0.803,90.373,0.01
284,2020-01-12 20:00:00,-9.573,0.934,91.63,0.06
285,2020-01-12 21:00:00,-9.728,1.016,91.711,0.057
286,2020-01-12 22:00:00,-9.518,0.839,91.963,0.074
287,2020-01-12 23:00:00,-9.41,1.063,91.633,0.165
288,2020-01-13 00:00:00,-9.12,1.185,89.168,0.192
289,2020-01-13 01:00:00,-9.052,1.11,88.993,0.0
290,2020-01-13 02:00:00,-9.162,1.122,89.271,0.017
291,2020-01-13 03:00:00,-9.308,1.068,89.602,0.007
292,2020-01-13 04:00:00,-9.451,1.017,90.254,0.02
293,2020-01-13 05:00:00,-9.431,1.159,88.557,0.143
294,2020-01-13 06:00:00,-9.083,1.299,87.525,0.101
295,2020-01-13 07:00:00,-9.563,1.07,89.323,0.211
296,2020-01-13 08:00:00,-9.37,1.162,87.206,0.131
297,2020-01-13 09:00:00,-9.311,1.463,84.854,0.209
298,2020-01-13 10:00:00,-9.341,1.089,87.019,0.038
299,2020-01-13 11:00:00,-9.498,1.011,89.628,0.013
300,2020-01-13 12:00:00,-9.563,0.926,90.557,0.072
301,2020-01-13 13:00:00,-9.558,0.877,91.226,0.4
302,2020-01-13 14:00:00,-9.519,0.376,91.93,1.119
303,2020-01-13 15:00:00,-9.618,1.089,92.136,1.172
304,2020-01-13 16:00:00,-10.147,1.53,92.517,0.315
305,2020-01-13 17:00:00,-9.448,1.617,92.782,0.049
306,2020-01-13 18:00:00,-8.582,1.564,91.766,0.03
307,2020-01-13 19:00:00,-8.281,1.598,92.763,0.045
308,2020-01-13 20:00:00,-8.15,1.593,92.741,0.05
309,2020-01-13 21:00:00,-9.297,2.003,90.173,0.225
310,2020-01-13 22:00:00,-8.999,2.1,86.526,0.175
311,2020-01-13 23:00:00,-8.157,1.929,86.426,0.054
312,2020-01-14 00:00:00,-7.034,1.393,85.434,0.105
313,2020-01-14 01:00:00,-7.086,0.879,89.194,0.0
314,2020-01-14 02:00:00,-7.584,0.62,92.597,0.255
315,2020-01-14 03:00:00,-8.153,0.342,94.457,0.259
316,2020-01-14 04:00:00,-8.467,0.633,94.437,0.139
317,2020-01-14 05:00:00,-8.195,0.888,94.691,0.022
318,2020-01-14 06:00:00,-7.914,0.917,94.616,0.002
319,2020-01-14 07:00:00,-8.228,1.264,92.878,0.0
320,2020-01-14 08:00:00,-8.378,1.465,93.543,0.001
321,2020-01-14 09:00:00,-8.611,1.511,93.805,0.0
322,2020-01-14 10:00:00,-9.632,1.83,94.385,0.003
323,2020-01-14 11:00:00,-10.213,1.868,93.582,0.034
324,2020-01-14 12:00:00,-10.783,1.976,92.638,0.11
325,2020-01-14 13:00:00,-11.154,1.883,92.025,0.196
326,2020-01-14 14:00:00,-11.409,1.736,91.391,0.258
327,2020-01-14 15:00:00,-11.455,1.537,91.118,0.281
328,2020-01-14 16:00:00,-11.35,1.279,90.739,0.335
329,2020-01-14 17:00:00,-11.073,0.969,90.784,0.312
330,2020-01-14 18:00:00,-10.993,0.586,90.755,0.226
331,2020-01-14 19:00:00,-10.337,0.375,91.937,0.12
332,2020-01-14 20:00:00,-10.307,0.593,91.785,0.079
333,2020-01-14 21:00:00,-10.119,0.704,91.941,0.272
334,2020-01-14 22:00:00,-9.922,0.858,89.488,0.366
335,2020-01-14 23:00:00,-9.646,0.963,89.443,0.254
336,2020-01-15 00:00:00,-9.326,1.129,90.07,0.113
337,2020-01-15 01:00:00,-9.47,1.372,90.041,0.0
338,2020-01-15 02:00:00,-8.32,1.401,90.659,0.011
339,2020-01-15 03:00:00,-7.161,1.343,92.229,0.005
340,2020-01-15 04:00:00,-6.677,1.286,94.056,0.004
341,2020-01-15 05:00:00,-6.389,1.215,94.963,0.007
342,2020-01-15 06:00:00,-6.349,1.04,95.901,0.007
343,2020-01-15 07:00:00,-7.675,0.601,94.298,0.002
344,2020-01-15 08:00:00,-7.807,0.5,94.537,0.0
345,2020-01-15 09:00:00,-7.958,0.537,94.684,0.001
346,2020-01-15 10:00:00,-7.98,0.489,94.653,0.001
347,2020-01-15 11:00:00,-8.254,0.633,94.452,0.0
348,2020-01-15 12:00:00,-8.769,0.676,93.976,0.001
349,2020-01-15 13:00:00,-9.207,0.755,93.665,0.0
350,2020-01-15 14:00:00,-9.605,0.645,93.253,0.0
351,2020-01-15 15:00:00,-10.731,0.448,92.051,0.001
352,2020-01-15 16:00:00,-11.662,0.344,91.019,0.001
353,2020-01-15 17:00:00,-11.629,0.465,91.047,0.001
354,2020-01-15 18:00:00,-12.458,0.803,90.103,0.0
355,2020-01-15 19:00:00,-13.252,0.511,87.922,0.012
356,2020-01-15 20:00:00,-13.542,0.581,88.322,0.008
357,2020-01-15 21:00:00,-13.449,0.51,87.839,0.01
358,2020-01-15 22:00:00,-13.116,0.447,88.392,0.011
359,2020-01-15 23:00:00,-12.87,0.463,89.254,0.01
360,2020-01-16 00:00:00,-12.795,0.309,88.835,0.006
361,2020-01-16 01:00:00,-12.637,0.116,88.758,0.0
362,2020-01-16 02:00:00,-12.555,0.227,87.486,0.001
363,2020-01-16 03:00:00,-12.421,0.558,86.504,0.0
364,2020-01-16 04:00:00,-12.327,0.723,86.894,0.0
365,2020-01-16 05:00:00,-11.955,0.77,87.818,0.002
366,2020-01-16 06:00:00,-12.198,0.802,90.203,0.001
367,2020-01-16 07:00:00,-12.116,0.528,88.589,0.002
368,2020-01-16 08:00:00,-11.865,0.666,88.058,0.005
369,2020-01-16 09:00:00,-11.912,1.125,87.992,0.007
370,2020-01-16 10:00:00,-11.981,1.17,88.733,0.012
371,2020-01-16 11:00:00,-12.126,1.233,89.977,0.012
372,2020-01-16 12:00:00,-12.251,1.326,89.786,0.019
373,2020-01-16 13:00:00,-12.288,1.404,89.963,0.068
374,2020-01-16 14:00:00,-12.633,1.531,89.56,0.202
375,2020-01-16 15:00:00,-12.783,1.376,89.899,0.54
376,2020-01-16 16:00:00,-12.815,1.249,89.599,0.756
377,2020-01-16 17:00:00,-12.835,1.18,89.372,0.31
378,2020-01-16 18:00:00,-12.768,1.103,89.438,0.062
379,2020-01-16 19:00:00,-12.735,0.815,87.446,0.033
380,2020-01-16 20:00:00,-12.422,0.868,87.627,0.064
381,2020-01-16 21:00:00,-12.088,1.008,86.984,0.131
382,2020-01-16 22:00:00,-11.621,1.178,86.43,0.206
383,2020-01-16 23:00:00,-10.81,1.28,87.098,0.222
384,2020-01-17 00:00:00,-9.771,1.393,89.081,0.205
385,2020-01-17 01:00:00,-8.024,1.365,93.064,0.0
386,2020-01-17 02:00:00,-7.073,1.256,94.593,0.046
387,2020-01-17 03:00:00,-6.466,1.095,95.726,0.051
388,2020-01-17 04:00:00,-6.243,0.873,96.243,0.088
389,2020-01-17 05:00:00,-6.208,0.667,96.374,0.149
390,2020-01-17 06:00:00,-6.201,0.331,96.386,0.323
391,2020-01-17 07:00:00,-7.484,0.789,94.878,0.562
392,2020-01-17 08:00:00,-7.883,1.14,95.1,0.453
393,2020-01-17 09:00:00,-8.515,1.33,94.429,0.306
394,2020-01-17 10:00:00,-9.423,1.559,93.156,0.179
395,2020-01-17 11:00:00,-9.934,1.609,91.594,0.094
396,2020-01-17 12:00:00,-10.46,1.425,90.629,0.058
397,2020-01-17 13:00:00,-10.791,1.453,90.738,0.033
398,2020-01-17 14:00:00,-11.157,1.541,90.444,0.025
399,2020-01-17 15:00:00,-11.566,1.61,90.196,0.023
400,2020-01-17 16:00:00,-12.037,1.624,90.222,0.039
401,2020-01-17 17:00:00,-12.364,1.739,89.923,0.066
402,2020-01-17 18:00:00,-12.555,1.819,88.711,0.111
403,2020-01-17 19:00:00,-12.47,1.702,88.363,0.06
404,2020-01-17 20:00:00,-12.605,1.697,88.283,0.056
405,2020-01-17 21:00:00,-12.729,1.627,88.228,0.06
406,2020-01-17 22:00:00,-12.829,1.521,88.383,0.053
407,2020-01-17 23:00:00,-12.758,1.539,88.236,0.04
408,2020-01-18 00:00:00,-12.797,1.469,88.859,0.035
409,2020-01-18 01:00:00,-12.596,1.344,89.161,0.0
410,2020-01-18 02:00:00,-12.863,1.186,88.949,0.014
411,2020-01-18 03:00:00,-13.132,1.248,88.926,0.011
412,2020-01-18 04:00:00,-13.323,1.286,88.828,0.014
413,2020-01-18 05:00:00,-13.447,1.305,88.721,0.02
414,2020-01-18 06:00:00,-13.339,1.262,88.833,0.021
415,2020-01-18 07:00:00,-12.984,1.279,88.582,0.022
416,2020-01-18 08:00:00,-13.044,1.271,88.57,0.017
417,2020-01-18 09:00:00,-12.844,1.224,88.669,0.017
418,2020-01-18 10:00:00,-12.446,1.142,89.236,0.02
419,2020-01-18 11:00:00,-12.231,1.064,89.307,0.02
420,2020-01-18 12:00:00,-12.079,1.058,89.287,0.015
421,2020-01-18 13:00:00,-12.272,1.078,89.064,0.013
422,2020-01-18 14:00:00,-12.529,1.17,89.218,0.015
423,2020-01-18 15:00:00,-12.519,1.2,89.238,0.02
424,2020-01-18 16:00:00,-12.102,1.075,89.223,0.026
425,2020-01-18 17:00:00,-11.965,0.986,89.297,0.025
426,2020-01-18 18:00:00,-11.857,0.863,89.21,0.022
427,2020-01-18 19:00:00,-11.294,0.492,90.281,0.056
428,2020-01-18 20:00:00,-11.229,0.429,90.262,0.023
429,2020-01-18 21:00:00,-11.1,0.534,90.215,0.008
430,2020-01-18 22:00:00,-11.1,0.635,90.607,0.004
431,2020-01-18 23:00:00,-11.165,0.684,90.589,0.003
432,2020-01-19 00:00:00,-11.476,0.709,91.001,0.002
433,2020-01-19 01:00:00,-11.994,0.721,90.351,0.0
434,2020-01-19 02:00:00,-11.927,0.729,90.142,0.003
