,time,press,temp,wind,RH,ppt
76,2020-01-04 04:00:00,584.964,2.418,0.676,98.81,0.006
77,2020-01-04 05:00:00,584.419,2.483,0.601,97.945,0.009
78,2020-01-04 06:00:00,583.983,2.543,0.653,96.608,0.006
79,2020-01-04 07:00:00,583.56,2.338,0.592,98.82,0.006
80,2020-01-04 08:00:00,583.246,1.878,0.548,98.919,0.009
81,2020-01-04 09:00:00,583.219,1.64,0.5,98.992,0.006
82,2020-01-04 10:00:00,583.417,1.451,0.194,98.863,0.003
83,2020-01-04 11:00:00,583.846,1.84,0.189,96.839,0.003
84,2020-01-04 12:00:00,584.255,3.105,0.535,90.306,0.003
85,2020-01-04 13:00:00,584.419,4.932,0.911,79.41,0.061
86,2020-01-04 14:00:00,584.494,6.73,1.661,74.387,0.085
87,2020-01-04 15:00:00,584.433,8.348,1.908,76.775,0.266
88,2020-01-04 16:00:00,584.044,9.587,2.19,81.472,0.754
89,2020-01-04 17:00:00,583.519,10.075,2.934,85.029,0.836
90,2020-01-04 18:00:00,583.131,6.953,2.851,89.775,1.798
91,2020-01-04 19:00:00,582.953,6.771,3.043,86.812,0.931
92,2020-01-04 20:00:00,582.367,6.22,3.237,89.234,0.479
93,2020-01-04 21:00:00,582.033,4.49,3.048,91.418,0.433
94,2020-01-04 22:00:00,582.217,3.68,3.323,94.697,0.195
95,2020-01-04 23:00:00,582.422,3.096,2.726,96.899,0.18
96,2020-01-05 00:00:00,582.987,2.253,2.478,96.148,0.11
97,2020-01-05 01:00:00,583.492,1.724,1.969,96.082,0.0
98,2020-01-05 02:00:00,583.812,1.546,2.053,96.697,0.034
99,2020-01-05 03:00:00,583.785,1.511,1.88,97.239,0.031
100,2020-01-05 04:00:00,583.587,1.132,1.736,97.701,0.031
101,2020-01-05 05:00:00,583.049,0.802,1.617,98.129,0.024
102,2020-01-05 06:00:00,582.619,0.754,1.716,98.098,0.031
103,2020-01-05 07:00:00,582.088,0.513,1.613,97.896,0.018
104,2020-01-05 08:00:00,581.897,0.471,1.636,96.828,0.015
105,2020-01-05 09:00:00,581.931,0.261,1.552,98.293,0.009
106,2020-01-05 10:00:00,582.217,-0.002,1.572,98.647,0.003
107,2020-01-05 11:00:00,582.544,0.174,2.021,97.836,0.003
108,2020-01-05 12:00:00,583.035,0.989,2.206,92.44,0.012
109,2020-01-05 13:00:00,583.171,3.442,3.071,72.457,0.012
110,2020-01-05 14:00:00,583.403,5.076,3.518,61.976,0.003
111,2020-01-05 15:00:00,583.294,6.378,3.765,56.938,0.003
112,2020-01-05 16:00:00,582.94,7.423,3.876,54.183,0.006
113,2020-01-05 17:00:00,582.469,7.777,4.627,54.175,0.009
114,2020-01-05 18:00:00,582.162,7.503,5.084,58.933,0.055
115,2020-01-05 19:00:00,581.603,6.095,5.029,69.224,0.104
116,2020-01-05 20:00:00,581.426,5.486,4.789,72.354,0.119
117,2020-01-05 21:00:00,581.119,3.933,4.174,80.081,0.143
118,2020-01-05 22:00:00,581.215,2.66,3.787,84.25,0.186
119,2020-01-05 23:00:00,581.767,1.384,3.112,89.24,0.168
120,2020-01-06 00:00:00,582.06,0.719,2.873,91.174,0.101
121,2020-01-06 01:00:00,582.449,0.154,2.775,94.143,0.0
122,2020-01-06 02:00:00,582.633,-0.389,2.535,95.457,0.015
123,2020-01-06 03:00:00,582.762,-0.706,2.397,95.641,0.012
124,2020-01-06 04:00:00,582.367,-0.929,2.335,94.806,0.006
125,2020-01-06 05:00:00,581.747,-1.641,2.074,98.351,0.006
126,2020-01-06 06:00:00,581.242,-1.953,1.97,98.142,0.0
127,2020-01-06 07:00:00,580.922,-1.963,1.96,98.052,0.003
128,2020-01-06 08:00:00,580.724,-2.069,2.044,97.709,0.003
129,2020-01-06 09:00:00,580.622,-2.291,1.882,97.81,0.003
130,2020-01-06 10:00:00,581.01,-2.575,1.619,97.941,0.0
131,2020-01-06 11:00:00,581.228,-2.425,1.744,96.195,0.0
132,2020-01-06 12:00:00,581.706,-0.051,2.191,77.314,0.003
133,2020-01-06 13:00:00,581.849,2.594,2.58,59.089,0.0
134,2020-01-06 14:00:00,582.108,5.027,2.809,49.591,0.0
135,2020-01-06 15:00:00,582.183,6.722,2.965,46.176,0.0
136,2020-01-06 16:00:00,581.992,7.817,3.39,44.689,0.0
137,2020-01-06 17:00:00,581.658,8.541,3.734,45.901,0.0
138,2020-01-06 18:00:00,581.29,8.646,4.14,47.564,0.003
139,2020-01-06 19:00:00,581.181,8.12,4.252,52.655,0.299
140,2020-01-06 20:00:00,581.031,7.235,4.623,56.614,0.208
141,2020-01-06 21:00:00,580.826,5.649,4.065,65.053,0.012
142,2020-01-06 22:00:00,580.922,4.39,3.606,70.374,0.04
143,2020-01-06 23:00:00,581.331,2.755,2.874,79.531,0.061
144,2020-01-07 00:00:00,582.067,1.493,2.215,89.174,0.015
145,2020-01-07 01:00:00,582.476,0.714,1.943,94.384,0.0
146,2020-01-07 02:00:00,582.803,-0.137,1.538,98.738,0.0
147,2020-01-07 03:00:00,582.865,-0.574,1.235,98.728,0.0
148,2020-01-07 04:00:00,582.585,-0.895,1.046,97.593,0.0
149,2020-01-07 05:00:00,582.176,-1.579,1.125,97.547,0.0
150,2020-01-07 06:00:00,581.549,-2.428,0.903,98.44,0.0
151,2020-01-07 07:00:00,581.263,-1.625,1.116,96.889,0.0
152,2020-01-07 08:00:00,581.099,-1.513,0.961,94.26,0.0
153,2020-01-07 09:00:00,581.249,-1.442,0.771,89.069,0.0
154,2020-01-07 10:00:00,581.719,-1.344,0.625,84.87,0.0
155,2020-01-07 11:00:00,582.115,-0.932,0.501,79.681,0.0
156,2020-01-07 12:00:00,582.333,2.263,0.722,58.57,0.0
157,2020-01-07 13:00:00,582.51,5.491,1.411,40.791,0.0
158,2020-01-07 14:00:00,582.667,7.573,1.393,35.657,0.0
159,2020-01-07 15:00:00,582.722,8.87,1.797,36.565,0.0
160,2020-01-07 16:00:00,582.333,9.591,2.614,38.127,0.058
161,2020-01-07 17:00:00,581.862,10.02,3.305,39.967,0.134
162,2020-01-07 18:00:00,581.74,9.388,4.004,43.936,0.296
163,2020-01-07 19:00:00,581.392,8.482,4.272,47.946,0.192
164,2020-01-07 20:00:00,581.576,6.97,4.345,56.676,0.122
165,2020-01-07 21:00:00,581.488,5.601,3.875,67.669,0.052
166,2020-01-07 22:00:00,581.869,4.758,3.327,69.308,0.021
167,2020-01-07 23:00:00,582.401,3.471,2.672,73.587,0.006
168,2020-01-08 00:00:00,582.933,2.34,2.157,82.112,0.0
169,2020-01-08 01:00:00,583.362,1.554,1.768,88.626,0.0
170,2020-01-08 02:00:00,583.478,0.891,1.579,93.53,0.0
171,2020-01-08 03:00:00,583.669,0.454,1.392,93.375,0.0
172,2020-01-08 04:00:00,583.465,-0.16,1.17,95.726,0.0
173,2020-01-08 05:00:00,583.035,-1.335,0.968,99.064,0.0
174,2020-01-08 06:00:00,582.456,-1.96,0.956,97.925,0.0
175,2020-01-08 07:00:00,582.272,-2.458,0.845,98.47,0.0
176,2020-01-08 08:00:00,582.197,-3.536,0.817,97.818,0.0
177,2020-01-08 09:00:00,582.149,-4.182,0.835,97.194,0.0
178,2020-01-08 10:00:00,582.646,-5.209,0.823,96.592,0.0
179,2020-01-08 11:00:00,582.708,-4.624,0.862,90.719,0.0
180,2020-01-08 12:00:00,583.192,0.531,1.087,71.08,0.0
181,2020-01-08 13:00:00,583.451,4.705,2.034,39.155,0.0
182,2020-01-08 14:00:00,583.683,7.206,2.355,29.896,0.0
183,2020-01-08 15:00:00,583.519,8.922,2.911,28.007,0.0
184,2020-01-08 16:00:00,583.301,9.85,3.429,29.097,0.0
185,2020-01-08 17:00:00,583.096,10.388,3.895,31.761,0.0
186,2020-01-08 18:00:00,582.851,10.297,4.205,33.802,0.085
187,2020-01-08 19:00:00,582.558,10.103,4.63,34.11,0.009
188,2020-01-08 20:00:00,582.272,8.732,4.648,38.328,0.0
189,2020-01-08 21:00:00,582.333,7.291,4.36,41.348,0.0
190,2020-01-08 22:00:00,582.483,5.748,3.864,44.349,0.0
191,2020-01-08 23:00:00,582.646,4.133,3.161,47.696,0.0
192,2020-01-09 00:00:00,582.892,2.422,2.465,60.376,0.0
193,2020-01-09 01:00:00,583.212,1.203,2.086,69.684,0.0
194,2020-01-09 02:00:00,583.43,0.225,1.79,73.759,0.0
195,2020-01-09 03:00:00,583.546,-0.897,1.348,78.85,0.0
196,2020-01-09 04:00:00,583.315,-1.677,1.079,79.456,0.0
197,2020-01-09 05:00:00,582.599,-2.536,0.962,79.425,0.0
198,2020-01-09 06:00:00,582.135,-4.14,0.864,84.082,0.0
199,2020-01-09 07:00:00,581.781,-4.932,0.777,92.501,0.0
200,2020-01-09 08:00:00,581.678,-5.236,0.803,87.291,0.0
201,2020-01-09 09:00:00,581.788,-4.685,0.891,76.635,0.0
202,2020-01-09 10:00:00,582.156,-4.218,0.867,69.322,0.0
203,2020-01-09 11:00:00,582.51,-2.923,0.663,62.617,0.0
204,2020-01-09 12:00:00,583.056,2.811,0.261,32.72,0.0
205,2020-01-09 13:00:00,583.253,6.386,0.386,19.397,0.0
206,2020-01-09 14:00:00,583.342,8.621,0.532,20.23,0.0
207,2020-01-09 15:00:00,583.308,10.181,0.544,25.175,0.0
208,2020-01-09 16:00:00,583.015,11.162,0.218,28.056,0.052
209,2020-01-09 17:00:00,582.933,10.876,0.569,31.655,0.253
210,2020-01-09 18:00:00,582.79,10.882,1.307,32.116,0.122
211,2020-01-09 19:00:00,582.422,10.105,2.032,35.193,0.113
212,2020-01-09 20:00:00,582.272,9.172,3.044,39.209,0.006
213,2020-01-09 21:00:00,581.938,7.509,3.761,48.924,0.046
214,2020-01-09 22:00:00,582.306,5.846,3.404,53.826,0.046
215,2020-01-09 23:00:00,582.551,4.582,2.829,53.656,0.021
216,2020-01-10 00:00:00,582.919,3.382,2.276,53.246,0.037
217,2020-01-10 01:00:00,583.219,2.611,1.811,50.768,0.0
218,2020-01-10 02:00:00,583.56,2.215,1.045,49.466,0.009
219,2020-01-10 03:00:00,583.826,2.089,0.486,49.096,0.009
220,2020-01-10 04:00:00,583.274,1.866,0.363,54.202,0.009
221,2020-01-10 05:00:00,582.762,1.612,0.455,57.406,0.006
222,2020-01-10 06:00:00,582.176,1.287,0.781,62.571,0.003
223,2020-01-10 07:00:00,581.91,0.692,0.463,73.172,0.0
224,2020-01-10 08:00:00,581.644,0.162,0.362,76.439,0.0
225,2020-01-10 09:00:00,581.808,-0.429,0.464,77.89,0.0
226,2020-01-10 10:00:00,582.156,-0.912,0.676,78.145,0.0
227,2020-01-10 11:00:00,582.715,-0.499,0.722,76.114,0.0
228,2020-01-10 12:00:00,583.117,3.446,0.989,54.052,0.0
229,2020-01-10 13:00:00,583.417,6.264,1.365,44.314,0.0
230,2020-01-10 14:00:00,583.376,8.414,1.95,44.27,0.0
231,2020-01-10 15:00:00,583.41,9.994,2.393,42.193,0.147
232,2020-01-10 16:00:00,583.096,10.892,2.184,42.408,0.128
233,2020-01-10 17:00:00,582.633,11.252,1.692,44.261,0.186
234,2020-01-10 18:00:00,582.244,10.317,1.258,54.468,0.378
235,2020-01-10 19:00:00,581.91,9.798,1.473,64.477,1.587
236,2020-01-10 20:00:00,581.699,7.201,2.199,80.163,3.327
237,2020-01-10 21:00:00,582.19,4.582,2.631,77.56,3.229
238,2020-01-10 22:00:00,582.258,3.348,2.471,71.447,1.773
239,2020-01-10 23:00:00,582.572,2.817,1.987,58.02,0.821
240,2020-01-11 00:00:00,583.042,2.028,1.219,59.786,0.195
241,2020-01-11 01:00:00,583.478,1.517,0.698,61.837,0.0
242,2020-01-11 02:00:00,583.662,1.185,0.341,62.86,0.0
243,2020-01-11 03:00:00,583.84,0.73,0.088,65.191,0.0
244,2020-01-11 04:00:00,583.751,0.038,0.76,72.74,0.0
245,2020-01-11 05:00:00,583.246,-0.619,0.958,77.314,0.0
246,2020-01-11 06:00:00,582.817,-0.972,0.975,79.292,0.0
247,2020-01-11 07:00:00,582.49,-1.942,0.847,87.879,0.0
248,2020-01-11 08:00:00,582.183,-2.095,0.806,88.197,0.0
249,2020-01-11 09:00:00,582.244,-2.226,0.82,87.983,0.0
250,2020-01-11 10:00:00,582.456,-2.478,0.841,88.491,0.0
251,2020-01-11 11:00:00,582.858,-1.727,0.743,88.907,0.0
252,2020-01-11 12:00:00,583.444,2.784,0.665,59.87,0.0
253,2020-01-11 13:00:00,583.655,5.45,0.58,48.537,0.0
254,2020-01-11 14:00:00,583.73,7.362,0.648,44.223,0.055
255,2020-01-11 15:00:00,583.737,8.853,0.745,38.054,0.095
256,2020-01-11 16:00:00,583.43,9.447,1.095,35.815,0.095
257,2020-01-11 17:00:00,583.233,9.549,0.918,38.407,0.208
258,2020-01-11 18:00:00,582.974,9.373,1.026,40.483,0.067
259,2020-01-11 19:00:00,582.824,8.398,2.063,47.997,0.189
260,2020-01-11 20:00:00,582.251,7.238,2.803,53.783,0.635
261,2020-01-11 21:00:00,582.094,7.263,2.683,54.55,0.113
262,2020-01-11 22:00:00,582.033,6.593,2.85,56.303,0.027
263,2020-01-11 23:00:00,582.347,5.327,2.445,60.562,0.0
264,2020-01-12 00:00:00,583.192,4.101,1.385,66.937,0.003
265,2020-01-12 01:00:00,584.024,3.348,1.018,72.519,0.0
266,2020-01-12 02:00:00,584.16,2.741,0.662,76.139,0.006
267,2020-01-12 03:00:00,584.542,2.584,0.645,77.414,0.015
268,2020-01-12 04:00:00,584.439,2.318,1.092,79.215,0.031
269,2020-01-12 05:00:00,583.962,1.89,1.073,83.046,0.052
270,2020-01-12 06:00:00,583.417,1.414,1.047,87.164,0.031
271,2020-01-12 07:00:00,583.103,1.106,1.003,87.994,0.003
272,2020-01-12 08:00:00,582.769,0.241,1.095,92.941,0.0
273,2020-01-12 09:00:00,582.667,-0.692,1.184,96.134,0.0
274,2020-01-12 10:00:00,583.09,-1.345,1.333,98.36,0.0
275,2020-01-12 11:00:00,583.546,-0.399,1.539,96.534,0.003
276,2020-01-12 12:00:00,584.153,2.039,1.723,86.744,0.0
277,2020-01-12 13:00:00,584.317,4.941,2.059,68.313,0.0
278,2020-01-12 14:00:00,584.542,7.221,2.245,59.867,0.003
279,2020-01-12 15:00:00,584.555,8.981,2.54,59.668,0.034
280,2020-01-12 16:00:00,584.194,10.107,2.662,61.013,0.137
281,2020-01-12 17:00:00,583.812,10.947,2.593,62.564,0.394
282,2020-01-12 18:00:00,583.185,10.29,2.302,66.213,1.282
283,2020-01-12 19:00:00,583.056,9.544,1.582,74.222,0.861
284,2020-01-12 20:00:00,582.374,8.89,0.909,78.502,0.992
285,2020-01-12 21:00:00,581.726,8.414,0.34,77.867,1.315
286,2020-01-12 22:00:00,581.815,6.815,1.54,80.213,1.071
287,2020-01-12 23:00:00,582.51,4.485,2.129,86.74,2.115
288,2020-01-13 00:00:00,583.451,2.619,1.447,93.005,2.118
289,2020-01-13 01:00:00,583.696,2.012,0.8,93.37,0.0
290,2020-01-13 02:00:00,584.044,1.608,0.383,93.174,1.026
291,2020-01-13 03:00:00,584.208,1.3,0.273,94.502,0.861
292,2020-01-13 04:00:00,584.146,1.256,0.275,95.185,0.281
293,2020-01-13 05:00:00,583.587,1.175,0.354,96.398,0.314
294,2020-01-13 06:00:00,583.131,0.971,0.624,98.495,0.134
295,2020-01-13 07:00:00,582.701,1.376,0.813,97.465,0.024
296,2020-01-13 08:00:00,582.496,1.05,0.878,98.39,0.034
297,2020-01-13 09:00:00,582.524,0.804,0.801,99.147,0.055
298,2020-01-13 10:00:00,582.742,0.505,0.765,99.239,0.052
299,2020-01-13 11:00:00,583.294,0.72,0.86,99.129,0.073
300,2020-01-13 12:00:00,583.628,2.234,1.108,91.825,0.037
301,2020-01-13 13:00:00,583.853,4.233,1.068,79.818,0.113
302,2020-01-13 14:00:00,583.846,6.428,0.831,72.466,0.082
303,2020-01-13 15:00:00,583.69,7.593,0.898,73.169,0.165
304,2020-01-13 16:00:00,583.396,8.701,0.856,75.339,0.357
305,2020-01-13 17:00:00,582.946,9.573,0.705,83.095,0.806
306,2020-01-13 18:00:00,582.64,9.581,0.872,88.934,1.785
307,2020-01-13 19:00:00,582.292,8.409,1.391,91.39,1.926
308,2020-01-13 20:00:00,581.59,8.57,2.118,90.746,1.56
309,2020-01-13 21:00:00,581.235,7.022,1.909,86.792,2.405
310,2020-01-13 22:00:00,581.481,5.113,2.259,93.263,2.466
311,2020-01-13 23:00:00,581.665,3.117,1.746,99.036,1.694
312,2020-01-14 00:00:00,582.156,2.251,1.72,92.749,0.665
313,2020-01-14 01:00:00,583.015,1.794,2.162,90.028,0.0
314,2020-01-14 02:00:00,583.724,1.347,1.6,90.641,0.351
315,2020-01-14 03:00:00,583.703,0.917,0.792,90.191,0.342
316,2020-01-14 04:00:00,583.383,0.601,0.739,89.927,0.174
317,2020-01-14 05:00:00,582.756,0.371,0.822,90.659,0.195
318,2020-01-14 06:00:00,582.319,-0.059,0.783,91.938,0.018
319,2020-01-14 07:00:00,581.931,-0.131,0.626,98.454,0.082
320,2020-01-14 08:00:00,581.753,-0.378,0.774,97.979,0.134
321,2020-01-14 09:00:00,581.753,-0.486,0.816,97.894,0.198
322,2020-01-14 10:00:00,581.76,-0.456,0.893,96.19,0.247
323,2020-01-14 11:00:00,582.292,-0.174,1.041,92.603,0.021
324,2020-01-14 12:00:00,582.831,1.599,1.103,82.582,0.027
325,2020-01-14 13:00:00,582.974,3.463,1.191,74.857,0.024
326,2020-01-14 14:00:00,583.151,5.186,1.371,70.748,0.052
327,2020-01-14 15:00:00,583.056,5.962,1.229,69.973,0.302
328,2020-01-14 16:00:00,582.769,7.334,1.286,68.58,0.204
329,2020-01-14 17:00:00,582.306,8.766,0.771,68.291,0.32
330,2020-01-14 18:00:00,581.597,9.782,0.609,70.144,0.485
331,2020-01-14 19:00:00,581.358,8.874,1.173,78.465,1.083
332,2020-01-14 20:00:00,580.744,9.126,2.067,83.227,1.108
333,2020-01-14 21:00:00,580.52,7.886,2.326,86.194,1.59
334,2020-01-14 22:00:00,580.581,4.828,2.473,87.627,2.02
335,2020-01-14 23:00:00,581.228,3.251,1.903,98.814,1.431
336,2020-01-15 00:00:00,581.788,2.022,1.376,99.708,1.163
337,2020-01-15 01:00:00,582.299,1.638,1.147,99.252,0.0
338,2020-01-15 02:00:00,582.865,1.316,0.475,98.988,1.276
339,2020-01-15 03:00:00,583.042,0.764,0.176,99.333,1.09
340,2020-01-15 04:00:00,582.681,0.349,0.3,99.132,0.65
341,2020-01-15 05:00:00,582.319,0.219,0.613,98.336,0.195
342,2020-01-15 06:00:00,581.931,0.322,0.902,96.35,0.098
343,2020-01-15 07:00:00,581.576,0.493,0.625,96.282,0.143
344,2020-01-15 08:00:00,581.603,0.106,0.609,97.63,0.04
345,2020-01-15 09:00:00,581.399,-0.138,0.598,97.674,0.192
346,2020-01-15 10:00:00,581.788,-0.145,0.835,97.533,0.061
347,2020-01-15 11:00:00,582.067,0.346,1.048,94.295,0.04
348,2020-01-15 12:00:00,582.422,2.057,1.326,90.438,0.012
349,2020-01-15 13:00:00,582.79,3.938,1.487,82.952,0.046
350,2020-01-15 14:00:00,582.933,6.006,1.294,72.107,0.098
351,2020-01-15 15:00:00,583.015,7.409,0.891,68.09,0.11
352,2020-01-15 16:00:00,582.674,8.583,0.738,69.154,0.143
353,2020-01-15 17:00:00,582.265,9.56,0.883,72.142,0.421
354,2020-01-15 18:00:00,581.924,7.444,0.231,83.931,1.789
355,2020-01-15 19:00:00,581.862,6.781,1.478,83.565,1.703
356,2020-01-15 20:00:00,581.938,6.652,1.886,84.906,1.456
357,2020-01-15 21:00:00,581.297,4.987,2.581,89.831,1.37
358,2020-01-15 22:00:00,581.556,3.805,2.397,91.949,0.665
359,2020-01-15 23:00:00,582.101,3.221,1.809,96.687,0.696
360,2020-01-16 00:00:00,582.592,2.544,1.397,94.071,0.421
361,2020-01-16 01:00:00,583.287,1.982,1.268,92.89,0.0
362,2020-01-16 02:00:00,583.744,1.503,1.243,94.205,0.18
363,2020-01-16 03:00:00,583.928,1.025,0.958,96.267,0.183
364,2020-01-16 04:00:00,583.853,0.997,0.426,96.17,0.134
365,2020-01-16 05:00:00,583.342,0.674,0.317,96.466,0.65
366,2020-01-16 06:00:00,583.056,0.315,0.953,96.624,0.635
367,2020-01-16 07:00:00,582.933,1.616,1.084,97.088,0.024
368,2020-01-16 08:00:00,582.674,1.271,1.373,97.389,0.015
369,2020-01-16 09:00:00,582.681,1.121,1.482,98.145,0.012
370,2020-01-16 10:00:00,583.001,0.601,1.597,99.096,0.006
371,2020-01-16 11:00:00,583.362,1.205,2.148,96.975,0.003
372,2020-01-16 12:00:00,584.167,2.51,2.314,94.843,0.018
373,2020-01-16 13:00:00,584.419,4.944,2.968,79.394,0.055
374,2020-01-16 14:00:00,584.48,6.514,3.589,72.78,0.345
375,2020-01-16 15:00:00,584.48,7.998,3.998,65.571,0.327
376,2020-01-16 16:00:00,584.426,8.949,4.263,62.751,0.382
377,2020-01-16 17:00:00,584.214,9.614,4.046,64.817,0.385
378,2020-01-16 18:00:00,583.935,9.97,4.205,68.205,0.363
379,2020-01-16 19:00:00,583.471,9.681,3.089,77.563,0.54
380,2020-01-16 20:00:00,583.178,9.178,2.816,74.258,0.128
381,2020-01-16 21:00:00,582.728,8.151,2.699,73.318,0.385
382,2020-01-16 22:00:00,583.035,6.706,2.188,74.027,0.51
383,2020-01-16 23:00:00,583.465,5.981,1.72,73.602,0.195
384,2020-01-17 00:00:00,583.86,5.269,1.431,77.643,0.052
385,2020-01-17 01:00:00,584.208,4.367,1.123,84.136,0.0
386,2020-01-17 02:00:00,584.712,3.654,1.582,88.478,0.006
387,2020-01-17 03:00:00,585.183,3.181,1.836,90.442,0.034
388,2020-01-17 04:00:00,585.237,2.885,2.263,90.505,0.156
389,2020-01-17 05:00:00,584.985,2.565,2.24,92.201,0.079
390,2020-01-17 06:00:00,584.637,2.315,2.065,93.977,0.067
391,2020-01-17 07:00:00,584.296,1.551,2.082,95.649,0.119
392,2020-01-17 08:00:00,583.928,1.467,2.172,95.371,0.021
393,2020-01-17 09:00:00,583.867,1.188,2.202,95.938,0.031
394,2020-01-17 10:00:00,584.167,0.676,2.078,96.466,0.006
395,2020-01-17 11:00:00,584.555,1.012,2.737,92.388,0.024
396,2020-01-17 12:00:00,585.026,2.4,3.473,76.873,0.012
