 

stn    time           ods000z0  gre000z0  rre150z0
PLF    201902070820         92       100       0.0
PLF    201902070830         95        98       0.0
PLF    201902070840        112       113       0.0
PLF    201902070850        115       117       0.0
PLF    201902070900        116       117       0.0
PLF    201902070910        132       135       0.0
PLF    201902070920        134       140       0.0
PLF    201902070930        162       166       0.0
PLF    201902070940        160       161       0.0
PLF    201902070950        171       172       0.0
PLF    201902071000        153       153       0.0
PLF    201902071010        158       160       0.0
PLF    201902071020        148       149       0.0
PLF    201902071030        111       112       0.0
PLF    201902071040         91        92       0.0
PLF    201902071050        104       104       0.0
PLF    201902071100         89        89       0.0
PLF    201902071110         84        84       0.0
PLF    201902071120        133       133       0.0
PLF    201902071130        145       146       0.0
PLF    201902071140        150       150       0.0
PLF    201902071150        193       194       0.0
PLF    201902071200        187       188       0.0
PLF    201902071210        153       154       0.0
PLF    201902071220        116       117       0.0
PLF    201902071230         89        89       0.0
PLF    201902071240        100       100       0.0
PLF    201902071250         97        97       0.1
PLF    201902071300         92        92       0.1
PLF    201902071310         89        89       0.0
PLF    201902071320         92        92       0.0
PLF    201902071330         98        99       0.0
PLF    201902071340        100       101       0.0
PLF    201902071350         99       100       0.0
PLF    201902071400         99        99       0.1
PLF    201902071410         98        98       0.0
PLF    201902071420         70        71       0.0
PLF    201902071430         52        52       0.0
PLF    201902071440         48        49       0.0
PLF    201902071450         56        56       0.0
PLF    201902071500         52        53       0.0
PLF    201902071510         35        35       0.0
PLF    201902071520         33        34       0.0
PLF    201902071530         35        35       0.0
PLF    201902071540         35        35       0.0
PLF    201902071550         35        36       0.0
PLF    201902071600         15        15       0.0
PLF    201902071610         11        12       0.1
PLF    201902071620          9        10       0.0
PLF    201902071630         16        16       0.0
PLF    201902071640          3         4       0.0
PLF    201902071650          1         2       0.0
PLF    201902071700          0         0       0.0
PLF    201902071710          0         1       0.0
PLF    201902071720          1         2       0.1
PLF    201902071730          2         3       0.2
PLF    201902071740          5         5       0.5
PLF    201902071750          1         2       0.7
PLF    201902071800          0         1       0.5
PLF    201902071810          0         0       0.4
PLF    201902071820          0         0       0.2
PLF    201902071830          0         0       0.1
PLF    201902071840          0         1       0.1
PLF    201902071850          0         1       0.1
PLF    201902071900          0         0       0.1
PLF    201902071910          0         0       0.1
PLF    201902071920          0         1       0.0
PLF    201902071930          0         0       0.0
PLF    201902071940          0         1       0.0
PLF    201902071950          0         1       0.0
PLF    201902072000          0         1       0.0
PLF    201902072010          0         1       0.0
PLF    201902072020          0         1       0.0
PLF    201902072030          0         1       0.0
PLF    201902072040          0         1       0.0
PLF    201902072050          0         1       0.0
PLF    201902072100          0         1       0.0
PLF    201902072110          0         1       0.0
PLF    201902072120          0         1       0.0
PLF    201902072130          0         1       0.0
PLF    201902072140          0         1       0.0
PLF    201902072150          0         1       0.0
PLF    201902072200          0         1       0.0
PLF    201902072210          0         1       0.0
PLF    201902072220          0         1       0.0
PLF    201902072230          0         1       0.0
PLF    201902072240          0         1       0.0
PLF    201902072250          0         1       0.0
PLF    201902072300          0         1       0.0
PLF    201902072310          0         1       0.0
PLF    201902072320          0         1       0.0
PLF    201902072330          0         1       0.0
PLF    201902072340          0         1       0.0
PLF    201902072350          0         1       0.0
PLF    201902080000          0         1       0.0
PLF    201902080010          0         1       0.0
PLF    201902080020          0         1       0.0
PLF    201902080030          0         1       0.0
PLF    201902080040          0         0       0.0
PLF    201902080050          0         1       0.0
PLF    201902080100          0         1       0.0
PLF    201902080110          0         1       0.0
PLF    201902080120          0         1       0.0
PLF    201902080130          0         1       0.0
PLF    201902080140          0         1       0.0
PLF    201902080150          0         1       0.0
PLF    201902080200          0         1       0.0
PLF    201902080210          0         1       0.0
PLF    201902080220          0         1       0.0
PLF    201902080230          0         1       0.0
PLF    201902080240          0         1       0.0
PLF    201902080250          0         1       0.0
PLF    201902080300          0         1       0.0
PLF    201902080310          0         1       0.0
PLF    201902080320          0         1       0.0
PLF    201902080330          0         1       0.0
PLF    201902080340          0         1       0.0
PLF    201902080350          0         1       0.0
PLF    201902080400          1         1       0.0
PLF    201902080410          0         1       0.0
PLF    201902080420          0         1       0.0
PLF    201902080430          0         0       0.0
PLF    201902080440          0         1       0.0
PLF    201902080450          0         0       0.0
PLF    201902080500          0         1       0.0
PLF    201902080510          0         0       0.0
PLF    201902080520          0         1       0.0
PLF    201902080530          0         1       0.0
PLF    201902080540          0         1       0.0
PLF    201902080550          0         1       0.0
PLF    201902080600          0         1       0.0
PLF    201902080610          0         0       0.0
PLF    201902080620          0         0       0.0
PLF    201902080630          0         1       0.0
PLF    201902080640          3         4       0.0
PLF    201902080650          6         7       0.0
PLF    201902080700         10        11       0.0
PLF    201902080710         15        18       0.0
PLF    201902080720         20        25       0.0
PLF    201902080730         32        49       0.0
PLF    201902080740         39        76       0.0
PLF    201902080750         51       107       0.0
PLF    201902080800         64       148       0.0
PLF    201902080810         86       188       0.0
PLF    201902080820        108       239       0.0
PLF    201902080830        108       234       0.0
PLF    201902080840         97       145       0.0
PLF    201902080850        104       192       0.0
PLF    201902080900        102       254       0.0
PLF    201902080910        108       275       0.0
PLF    201902080920        124       304       0.0
PLF    201902080930        153       337       0.0
PLF    201902080940        171       358       0.0
PLF    201902080950          -       350       0.0
PLF    201902081000        181       346       0.0
PLF    201902081010        199       391       0.0
PLF    201902081020        197       387       0.0
PLF    201902081030        214       423       0.0
PLF    201902081040        217       425       0.0
PLF    201902081050        230       431       0.0
PLF    201902081100        234       430       0.0
PLF    201902081110        223       443       0.0
PLF    201902081120        211       512       0.0
PLF    201902081130        216       446       0.0
PLF    201902081140        210       435       0.0
PLF    201902081150        216       458       0.0
PLF    201902081200        224       427       0.0
PLF    201902081210        209       390       0.0
PLF    201902081220        173       525       0.0
PLF    201902081230        208       488       0.0
PLF    201902081240        251       408       0.0
PLF    201902081250        267       371       0.0
PLF    201902081300        272       381       0.0
PLF    201902081310        265       326       0.0
PLF    201902081320        227       278       0.0
PLF    201902081330        253       372       0.0
PLF    201902081340        275       334       0.0
PLF    201902081350        289       350       0.0
PLF    201902081400        258       386       0.0
PLF    201902081410        181       385       0.0
PLF    201902081420        156       273       0.0
PLF    201902081430        158       168       0.0
PLF    201902081440        165       179       0.0
PLF    201902081450        171       191       0.0
PLF    201902081500        171       227       0.0
PLF    201902081510        160       225       0.0
PLF    201902081520        147       208       0.0
PLF    201902081530        130       186       0.0
PLF    201902081540         88       106       0.0
PLF    201902081550         54        65       0.0
PLF    201902081600         40        46       0.0
PLF    201902081610         29        33       0.0
PLF    201902081620         24        26       0.0
PLF    201902081630         17        18       0.0
PLF    201902081640          7         8       0.0
PLF    201902081650          2         3       0.0
PLF    201902081700          1         2       0.0
PLF    201902081710          0         1       0.0
PLF    201902081720          1         1       0.0
PLF    201902081730          0         1       0.0
PLF    201902081740          1         1       0.0
PLF    201902081750          0         1       0.0
PLF    201902081800          0         1       0.0
PLF    201902081810          1         1       0.0
PLF    201902081820          0         1       0.0
PLF    201902081830          1         1       0.0
PLF    201902081840          0         1       0.0
PLF    201902081850          1         1       0.0
PLF    201902081900          0         1       0.0
PLF    201902081910          0         1       0.0
PLF    201902081920          1         1       0.0
PLF    201902081930          1         1       0.0
PLF    201902081940          1         2       0.0
PLF    201902081950          0         1       0.0
PLF    201902082000          0         1       0.0
PLF    201902082010          0         1       0.0
PLF    201902082020          0         1       0.0
PLF    201902082030          0         1       0.0
PLF    201902082040          0         0       0.0
PLF    201902082050          0         1       0.0
PLF    201902082100          1         1       0.0
PLF    201902082110          0         0       0.0
PLF    201902082120          0         1       0.0
PLF    201902082130          0         1       0.0
PLF    201902082140          0         0       0.0
PLF    201902082150          1         1       0.0
PLF    201902082200          1         1       0.0
PLF    201902082210          0         0       0.0
PLF    201902082220          0         1       0.0
PLF    201902082230          1         2       0.0
PLF    201902082240          3         4       0.0
PLF    201902082250          2         3       0.0
PLF    201902082300          1         1       0.0
PLF    201902082310          0         1       0.0
PLF    201902082320          3         3       0.0
PLF    201902082330          3         4       0.0
PLF    201902082340          1         2       0.0
PLF    201902082350          0         0       0.0
PLF    201902090000          0         0       0.0
PLF    201902090010          0         0       0.0
PLF    201902090020          0         0       0.0
PLF    201902090030          0         0       0.0
PLF    201902090040          0         1       0.0
PLF    201902090050          2         3       0.0
PLF    201902090100          0         0       0.0
PLF    201902090110          0         0       0.0
PLF    201902090120          0         1       0.0
PLF    201902090130          1         2       0.0
PLF    201902090140          0         1       0.0
PLF    201902090150          1         2       0.0
PLF    201902090200          2         2       0.0
PLF    201902090210          1         1       0.0
PLF    201902090220          0         1       0.0
PLF    201902090230          0         1       0.0
PLF    201902090240          0         1       0.0
PLF    201902090250          0         1       0.0
PLF    201902090300          0         1       0.0
PLF    201902090310          1         2       0.0
PLF    201902090320          2         3       0.0
PLF    201902090330          2         3       0.0
PLF    201902090340          0         1       0.0
PLF    201902090350          2         2       0.0
PLF    201902090400          2         2       0.0
PLF    201902090410          1         2       0.0
PLF    201902090420          0         1       0.0
PLF    201902090430          1         1       0.0
PLF    201902090440          0         0       0.0
PLF    201902090450          0         1       0.0
PLF    201902090500          0         0       0.0
PLF    201902090510          0         1       0.0
PLF    201902090520          0         0       0.0
PLF    201902090530          0         1       0.0
PLF    201902090540          1         2       0.0
PLF    201902090550          1         2       0.0
PLF    201902090600          2         3       0.0
PLF    201902090610          0         0       0.0
PLF    201902090620          0         1       0.0
PLF    201902090630          0         0       0.0
PLF    201902090640          1         1       0.0
PLF    201902090650          1         2       0.0
PLF    201902090700          5         6       0.0
PLF    201902090710         13        13       0.0
PLF    201902090720         18        19       0.0
PLF    201902090730         19        20       0.0
PLF    201902090740         19        20       0.1
PLF    201902090750         15        16       0.0
PLF    201902090800         23        24       0.1
PLF    201902090810         42        47       0.0
PLF    201902090820         61        77       0.0
PLF    201902090830        131       178       0.0
PLF    201902090840         92       101       0.1
PLF    201902090850        103       106       0.1
PLF    201902090900         89        95       0.1
PLF    201902090910        124       132       0.0
PLF    201902090920        151       193       0.0
PLF    201902090930         86        90       0.0
PLF    201902090940        116       119       0.0
PLF    201902090950        207       272       0.1
PLF    201902091000        279       342       0.0
PLF    201902091010        297       414       0.0
PLF    201902091020        259       267       0.0
PLF    201902091030        254       265       0.0
PLF    201902091040        240       266       0.0
PLF    201902091050        164       199       0.0
PLF    201902091100        228       395       0.0
PLF    201902091110        281       580       0.0
PLF    201902091120        197       556       0.0
PLF    201902091130        287       397       0.0
PLF    201902091140        267       443       0.0
PLF    201902091150        204       385       0.0
PLF    201902091200        261       489       0.0
PLF    201902091210        318       532       0.0
PLF    201902091220        312       461       0.0
PLF    201902091230        233       241       0.0
PLF    201902091240        251       288       0.0
PLF    201902091250        238       287       0.0
PLF    201902091300        154       157       0.0
PLF    201902091310        137       138       0.0
PLF    201902091320         89        90       0.0
PLF    201902091330        132       135       0.0
PLF    201902091340        193       196       0.0
PLF    201902091350        193       198       0.0
PLF    201902091400        179       183       0.0
PLF    201902091410        146       149       0.0
PLF    201902091420        162       165       0.0
PLF    201902091430        117       118       0.0
PLF    201902091440        144       153       0.0
PLF    201902091450        127       143       0.0
PLF    201902091500        125       141       0.0
PLF    201902091510        111       117       0.0
PLF    201902091520        109       115       0.0
PLF    201902091530         94        95       0.0
PLF    201902091540         86        89       0.0
PLF    201902091550         72        75       0.0
PLF    201902091600         58        60       0.0
PLF    201902091610         43        45       0.0
PLF    201902091620         28        28       0.0
PLF    201902091630         17        18       0.0
PLF    201902091640          8         9       0.0
PLF    201902091650          3         4       0.0
PLF    201902091700          1         2       0.0
PLF    201902091710          1         2       0.0
PLF    201902091720          0         1       0.0
PLF    201902091730          0         1       0.0
PLF    201902091740          0         1       0.0
PLF    201902091750          1         1       0.0
PLF    201902091800          0         1       0.0
PLF    201902091810          0         1       0.0
PLF    201902091820          1         1       0.0
PLF    201902091830          0         1       0.0
PLF    201902091840          0         1       0.0
PLF    201902091850          1         1       0.0
PLF    201902091900          0         1       0.0
PLF    201902091910          0         1       0.0
PLF    201902091920          1         2       0.0
PLF    201902091930          1         2       0.0
PLF    201902091940          0         1       0.0
PLF    201902091950          0         1       0.0
PLF    201902092000          1         1       0.0
PLF    201902092010          1         1       0.0
PLF    201902092020          1         1       0.0
PLF    201902092030          1         1       0.0
PLF    201902092040          1         1       0.0
PLF    201902092050          1         1       0.0
PLF    201902092100          1         2       0.0
PLF    201902092110          1         2       0.0
PLF    201902092120          1         2       0.0
PLF    201902092130          1         2       0.0
PLF    201902092140          0         1       0.0
PLF    201902092150          1         1       0.0
PLF    201902092200          1         1       0.0
PLF    201902092210          1         1       0.0
PLF    201902092220          1         1       0.0
PLF    201902092230          1         1       0.0
PLF    201902092240          0         1       0.0
PLF    201902092250          1         2       0.0
PLF    201902092300          0         1       0.0
PLF    201902092310          0         1       0.0
PLF    201902092320          0         0       0.0
PLF    201902092330          1         1       0.0
PLF    201902092340          1         1       0.0
PLF    201902092350          1         1       0.0
PLF    201902100000          0         1       0.0
PLF    201902100010          1         1       0.0
PLF    201902100020          1         2       0.0
PLF    201902100030          1         2       0.0
PLF    201902100040          1         2       0.0
PLF    201902100050          0         1       0.0
PLF    201902100100          1         1       0.0
PLF    201902100110          1         2       0.0
PLF    201902100120          1         1       0.0
PLF    201902100130          1         1       0.0
PLF    201902100140          1         1       0.0
PLF    201902100150          2         2       0.0
PLF    201902100200          1         2       0.0
PLF    201902100210          1         1       0.0
PLF    201902100220          1         2       0.0
PLF    201902100230          1         1       0.0
PLF    201902100240          0         1       0.0
PLF    201902100250          1         1       0.0
PLF    201902100300          0         1       0.0
PLF    201902100310          1         1       0.0
PLF    201902100320          1         2       0.0
PLF    201902100330          1         1       0.0
PLF    201902100340          1         2       0.0
PLF    201902100350          1         2       0.0
PLF    201902100400          0         0       0.0
PLF    201902100410          0         1       0.0
PLF    201902100420          1         1       0.0
PLF    201902100430          1         1       0.0
PLF    201902100440          0         1       0.0
PLF    201902100450          1         2       0.0
PLF    201902100500          1         1       0.0
PLF    201902100510          2         3       0.0
PLF    201902100520          1         2       0.0
PLF    201902100530          0         0       0.0
PLF    201902100540          2         2       0.0
PLF    201902100550          1         1       0.0
PLF    201902100600          1         1       0.0
PLF    201902100610          0         0       0.0
PLF    201902100620          0         0       0.0
PLF    201902100630          1         2       0.0
PLF    201902100640          0         0       0.0
PLF    201902100650          1         2       0.0
PLF    201902100700          6         7       0.0
PLF    201902100710         14        15       0.0
PLF    201902100720         19        20       0.0
PLF    201902100730         29        30       0.0
PLF    201902100740         39        39       0.0
PLF    201902100750         44        44       0.0
PLF    201902100800         60        60       0.0
PLF    201902100810         74        74       0.0
PLF    201902100820         97        98       0.0
PLF    201902100830        104       105       0.0
PLF    201902100840        123       124       0.0
PLF    201902100850        138       139       0.0
PLF    201902100900        140       142       0.0
PLF    201902100910        150       169       0.0
PLF    201902100920        174       248       0.0
PLF    201902100930        192       281       0.0
PLF    201902100940        191       316       0.0
PLF    201902100950        235       532       0.0
PLF    201902101000        227       336       0.0
PLF    201902101010        264       403       0.0
PLF    201902101020        266       366       0.0
PLF    201902101030        252       282       0.0
PLF    201902101040        237       242       0.0
PLF    201902101050        191       196       0.0
PLF    201902101100        268       340       0.0
PLF    201902101110        266       391       0.0
PLF    201902101120        258       272       0.0
PLF    201902101130        192       194       0.0
PLF    201902101140        127       128       0.0
PLF    201902101150         97        97       0.0
PLF    201902101200         96        96       0.0
PLF    201902101210         85        86       0.0
PLF    201902101220         76        77       0.0
PLF    201902101230        109       110       0.0
PLF    201902101240        112       113       0.0
PLF    201902101250         86        87       0.0
PLF    201902101300         83        83       0.0
PLF    201902101310         94        95       0.0
PLF    201902101320         99       100       0.0
PLF    201902101330        115       116       0.0
PLF    201902101340         83        83       0.0
PLF    201902101350         65        66       0.0
PLF    201902101400         56        57       0.0
PLF    201902101410         56        56       0.0
PLF    201902101420         69        69       0.0
PLF    201902101430         66        66       0.1
PLF    201902101440         67        68       0.0
PLF    201902101450         59        59       0.1
PLF    201902101500         38        38       0.1
PLF    201902101510         32        32       0.3
PLF    201902101520         23        23       0.4
PLF    201902101530         17        18       0.6
PLF    201902101540          8         9       0.6
PLF    201902101550         10        11       1.1
PLF    201902101600          5         6       0.2
PLF    201902101610          4         5       1.0
PLF    201902101620          1         1       0.6
PLF    201902101630          1         1       0.4
PLF    201902101640          0         1       0.2
PLF    201902101650          1         2       0.1
PLF    201902101700          0         1       0.1
PLF    201902101710          0         1       0.1
PLF    201902101720          0         0       0.0
PLF    201902101730          1         1       0.0
PLF    201902101740          0         1       0.0
PLF    201902101750          0         1       0.0
PLF    201902101800          0         0       0.0
PLF    201902101810          0         1       0.0
PLF    201902101820          0         1       0.0
PLF    201902101830          0         1       0.0
PLF    201902101840          0         1       0.0
PLF    201902101850          1         1       0.0
PLF    201902101900          0         0       0.0
PLF    201902101910          0         1       0.0
PLF    201902101920          1         2       0.0
PLF    201902101930          0         1       0.0
PLF    201902101940          1         1       0.0
PLF    201902101950          0         1       0.0
PLF    201902102000          0         1       0.0
PLF    201902102010          1         1       0.0
PLF    201902102020          0         1       0.1
PLF    201902102030          0         1       0.0
PLF    201902102040          0         1       0.0
PLF    201902102050          0         1       0.0
PLF    201902102100          0         1       0.0
PLF    201902102110          0         0       0.0
PLF    201902102120          1         1       0.0
PLF    201902102130          0         1       0.0
PLF    201902102140          1         1       0.0
PLF    201902102150          0         0       0.0
PLF    201902102200          0         1       0.0
PLF    201902102210          0         0       0.0
PLF    201902102220          1         2       0.1
PLF    201902102230          0         0       0.3
PLF    201902102240          1         1       1.1
PLF    201902102250          0         0       0.6
PLF    201902102300          0         0       0.1
PLF    201902102310          0         0       0.0
PLF    201902102320          0         1       0.0
PLF    201902102330          0         1       0.0
PLF    201902102340          0         0       0.0
PLF    201902102350          0         1       0.0
PLF    201902110000          0         0       0.0
PLF    201902110010          0         0       0.0
PLF    201902110020          0         1       0.0
PLF    201902110030          0         1       0.0
PLF    201902110040          0         1       0.0
PLF    201902110050          0         0       0.0
PLF    201902110100          1         1       0.0
PLF    201902110110          1         1       0.1
PLF    201902110120          0         1       0.0
PLF    201902110130          0         0       0.0
PLF    201902110140          0         1       0.3
PLF    201902110150          1         1       0.3
PLF    201902110200          1         2       0.5
PLF    201902110210          0         1       0.4
PLF    201902110220          0         0       0.2
PLF    201902110230          0         0       0.0
PLF    201902110240          0         0       0.0
PLF    201902110250          0         0       0.0
PLF    201902110300          0         0       0.0
PLF    201902110310          0         0       0.0
PLF    201902110320          0         0       0.0
PLF    201902110330          0         0       0.0
PLF    201902110340          0         0       0.0
PLF    201902110350          0         0       0.0
PLF    201902110400          0         1       0.0
PLF    201902110410          0         0       0.0
PLF    201902110420          0         1       0.1
PLF    201902110430          0         1       0.1
PLF    201902110440          0         1       0.4
PLF    201902110450          0         0       0.0
PLF    201902110500          0         0       0.1
PLF    201902110510          0         0       0.0
PLF    201902110520          0         0       0.0
PLF    201902110530          0         0       0.0
PLF    201902110540          0         1       0.2
PLF    201902110550          0         0       0.3
PLF    201902110600          0         0       0.3
PLF    201902110610          0         0       0.0
PLF    201902110620          0         0       0.0
PLF    201902110630          0         0       0.0
PLF    201902110640          0         1       0.0
PLF    201902110650          1         2       0.0
PLF    201902110700          6         7       0.0
PLF    201902110710         13        13       0.0
PLF    201902110720         19        19       0.0
PLF    201902110730         24        25       0.0
PLF    201902110740         23        24       0.0
PLF    201902110750         20        21       0.0
PLF    201902110800         16        17       0.0
PLF    201902110810         24        25       0.0
PLF    201902110820         79        83       0.0
PLF    201902110830        116       123       0.0
PLF    201902110840        135       146       0.0
PLF    201902110850        188       202       0.0
PLF    201902110900        167       171       0.0
PLF    201902110910        163       169       0.0
PLF    201902110920        172       177       0.0
PLF    201902110930        199       205       0.0
PLF    201902110940        245       253       0.0
PLF    201902110950        238       242       0.0
PLF    201902111000        278       310       0.0
PLF    201902111010        200       272       0.0
PLF    201902111020        257       265       0.0
PLF    201902111030        239       247       0.0
PLF    201902111040        283       288       0.0
PLF    201902111050        235       237       0.0
PLF    201902111100        233       235       0.0
PLF    201902111110        206       208       0.0
PLF    201902111120        168       168       0.0
PLF    201902111130        193       194       0.0
PLF    201902111140        263       268       0.0
PLF    201902111150        279       317       0.0
PLF    201902111200        238       241       0.0
PLF    201902111210        190       191       0.0
PLF    201902111220        301       304       0.0
PLF    201902111230        305       320       0.0
PLF    201902111240        254       265       0.0
PLF    201902111250        256       269       0.0
PLF    201902111300        228       230       0.0
PLF    201902111310        215       217       0.0
PLF    201902111320        214       216       0.0
PLF    201902111330        207       209       0.0
PLF    201902111340        177       178       0.0
PLF    201902111350        126       127       0.0
PLF    201902111400        161       162       0.0
PLF    201902111410        129       129       0.0
PLF    201902111420        121       123       0.0
PLF    201902111430        103       104       0.0
PLF    201902111440         92        94       0.0
PLF    201902111450         63        64       0.0
PLF    201902111500         31        32       0.0
PLF    201902111510         32        33       0.3
PLF    201902111520         83        85       0.2
PLF    201902111530         85        92       0.0
PLF    201902111540         80        88       0.0
PLF    201902111550         98       127       0.0
PLF    201902111600         70        77       0.0
PLF    201902111610         50        53       0.0
PLF    201902111620         22        23       0.0
PLF    201902111630         18        20       0.0
PLF    201902111640          7         9       0.0
PLF    201902111650          4         5       0.0
PLF    201902111700          2         2       0.0
PLF    201902111710          0         1       0.0
PLF    201902111720          0         1       0.0
PLF    201902111730          0         1       0.0
PLF    201902111740          0         1       0.0
PLF    201902111750          0         1       0.0
PLF    201902111800          0         1       0.0
PLF    201902111810          0         1       0.0
PLF    201902111820          0         1       0.1
PLF    201902111830          0         1       0.0
PLF    201902111840          0         1       0.0
PLF    201902111850          0         1       0.0
PLF    201902111900          0         1       0.0
PLF    201902111910          0         1       0.0
PLF    201902111920          0         1       0.0
PLF    201902111930          0         1       0.0
PLF    201902111940          0         1       0.0
PLF    201902111950          0         1       0.0
PLF    201902112000          0         1       0.0
PLF    201902112010          0         1       0.0
PLF    201902112020          0         1       0.0
PLF    201902112030          0         1       0.0
PLF    201902112040          0         1       0.0
PLF    201902112050          0         0       0.0
PLF    201902112100          0         1       0.0
PLF    201902112110          0         1       0.0
PLF    201902112120          0         1       0.0
PLF    201902112130          0         1       0.0
PLF    201902112140          0         1       0.0
PLF    201902112150          0         1       0.0
PLF    201902112200          0         1       0.0
PLF    201902112210          0         1       0.0
PLF    201902112220          0         1       0.0
PLF    201902112230          0         1       0.0
PLF    201902112240          0         1       0.0
PLF    201902112250          0         1       0.0
PLF    201902112300          0         1       0.0
PLF    201902112310          0         1       0.0
PLF    201902112320          0         0       0.0
PLF    201902112330          0         1       0.0
PLF    201902112340          0         1       0.0
PLF    201902112350          0         0       0.0
PLF    201902120000          0         1       0.0
PLF    201902120010          0         0       0.0
PLF    201902120020          0         1       0.0
PLF    201902120030          0         1       0.0
PLF    201902120040          0         0       0.0
PLF    201902120050          0         0       0.0
PLF    201902120100          0         0       0.0
PLF    201902120110          0         1       0.0
PLF    201902120120          0         1       0.0
PLF    201902120130          0         1       0.0
PLF    201902120140          0         0       0.0
PLF    201902120150          0         0       0.0
PLF    201902120200          0         0       0.0
PLF    201902120210          0         0       0.0
PLF    201902120220          0         1       0.0
PLF    201902120230          0         1       0.0
PLF    201902120240          0         0       0.0
PLF    201902120250          0         1       0.0
PLF    201902120300          0         1       0.0
PLF    201902120310          0         1       0.0
PLF    201902120320          0         1       0.0
PLF    201902120330          0         1       0.0
PLF    201902120340          0         0       0.0
PLF    201902120350          0         0       0.0
PLF    201902120400          0         1       0.0
PLF    201902120410          0         0       0.0
PLF    201902120420          0         0       0.0
PLF    201902120430          0         0       0.0
PLF    201902120440          0         0       0.0
PLF    201902120450          0         0       0.0
PLF    201902120500          0         0       0.0
PLF    201902120510          0         1       0.0
PLF    201902120520          0         0       0.0
PLF    201902120530          0         0       0.0
PLF    201902120540          0         0       0.0
PLF    201902120550          0         0       0.0
PLF    201902120600          0         0       0.0
PLF    201902120610          0         0       0.0
PLF    201902120620          0         0       0.0
PLF    201902120630          0         1       0.0
PLF    201902120640          1         2       0.0
PLF    201902120650          4         5       0.0
PLF    201902120700          7         8       0.0
PLF    201902120710         10        11       0.0
PLF    201902120720         20        45       0.0
PLF    201902120730         30        86       0.0
PLF    201902120740         32       111       0.0
PLF    201902120750         35       138       0.0
PLF    201902120800         41       170       0.0
PLF    201902120810         51       206       0.0
PLF    201902120820         60       239       0.0
PLF    201902120830         76       239       0.0
PLF    201902120840         93       276       0.0
PLF    201902120850         88       216       0.0
PLF    201902120900         79       258       0.0
PLF    201902120910         91       317       0.0
PLF    201902120920        112       278       0.0
PLF    201902120930        106       262       0.0
PLF    201902120940        108       408       0.0
PLF    201902120950        142       480       0.0
PLF    201902121000        178       483       0.0
PLF    201902121010        181       449       0.0
PLF    201902121020        195       367       0.0
PLF    201902121030        197       333       0.0
PLF    201902121040        141       336       0.0
PLF    201902121050        115       541       0.0
PLF    201902121100        116       562       0.0
PLF    201902121110        115       564       0.0
PLF    201902121120        106       556       0.0
PLF    201902121130        109       581       0.0
PLF    201902121140         93       575       0.0
PLF    201902121150         89       604       0.0
PLF    201902121200        101       611       0.0
PLF    201902121210        153       610       0.0
PLF    201902121220        173       559       0.0
PLF    201902121230        219       576       0.0
PLF    201902121240        242       551       0.0
PLF    201902121250        232       504       0.0
PLF    201902121300        261       517       0.0
PLF    201902121310        270       484       0.0
PLF    201902121320        276       437       0.0
PLF    201902121330        270       341       0.0
PLF    201902121340        269       328       0.0
PLF    201902121350        221       286       0.0
PLF    201902121400        196       399       0.0
PLF    201902121410        176       435       0.0
PLF    201902121420        124       391       0.0
PLF    201902121430        106       307       0.0
PLF    201902121440         81       323       0.0
PLF    201902121450         73       327       0.0
PLF    201902121500         67       299       0.0
PLF    201902121510         69       279       0.0
PLF    201902121520         55       237       0.0
PLF    201902121530         49       203       0.0
PLF    201902121540         45       169       0.0
PLF    201902121550         41       136       0.0
PLF    201902121600         39       111       0.0
PLF    201902121610         39        73       0.0
PLF    201902121620         33        56       0.0
PLF    201902121630         19        27       0.0
PLF    201902121640         10        14       0.0
PLF    201902121650          6         7       0.0
PLF    201902121700          2         3       0.0
PLF    201902121710          2         3       0.0
PLF    201902121720          0         1       0.0
PLF    201902121730          0         1       0.0
PLF    201902121740          0         1       0.0
PLF    201902121750          0         1       0.0
PLF    201902121800          0         1       0.0
PLF    201902121810          0         1       0.0
PLF    201902121820          0         1       0.0
PLF    201902121830          0         1       0.0
PLF    201902121840          0         1       0.0
PLF    201902121850          0         0       0.0
PLF    201902121900          0         1       0.0
PLF    201902121910          0         1       0.0
PLF    201902121920          0         1       0.0
PLF    201902121930          0         1       0.0
PLF    201902121940          0         1       0.0
PLF    201902121950          0         0       0.0
PLF    201902122000          0         0       0.0
PLF    201902122010          0         0       0.0
PLF    201902122020          0         0       0.0
PLF    201902122030          0         0       0.0
PLF    201902122040          0         1       0.0
PLF    201902122050          0         1       0.0
PLF    201902122100          0         0       0.0
PLF    201902122110          0         0       0.0
PLF    201902122120          0         0       0.0
PLF    201902122130          0         0       0.0
PLF    201902122140          0         0       0.0
PLF    201902122150          0         0       0.0
PLF    201902122200          0         1       0.0
PLF    201902122210          0         0       0.0
PLF    201902122220          0         0       0.0
PLF    201902122230          0         0       0.0
PLF    201902122240          0         0       0.0
PLF    201902122250          0         0       0.0
PLF    201902122300          0         0       0.0
PLF    201902122310          0         0       0.0
PLF    201902122320          0         0       0.0
PLF    201902122330          0         0       0.0
PLF    201902122340          0         0       0.0
PLF    201902122350          0         0       0.0
PLF    201902130000          0         0       0.0
PLF    201902130010          0         0       0.0
PLF    201902130020          0         0       0.0
PLF    201902130030          0         0       0.0
PLF    201902130040          0         1       0.0
PLF    201902130050          0         0       0.0
PLF    201902130100          0         0       0.0
PLF    201902130110          0         0       0.0
