 

stn    time           ods000z0  gre000z0  rre150z0
PLF    201901291800          0         0       0.0
PLF    201901291810          0         0       0.0
PLF    201901291820          0         0       0.0
PLF    201901291830          0         0       0.0
PLF    201901291840          0         0       0.0
PLF    201901291850          0         0       0.0
PLF    201901291900          0         0       0.0
PLF    201901291910          0         0       0.0
PLF    201901291920          0         0       0.0
PLF    201901291930          0         0       0.0
PLF    201901291940          0         0       0.0
PLF    201901291950          0         0       0.0
PLF    201901292000          0         0       0.0
PLF    201901292010          0         0       0.0
PLF    201901292020          0         0       0.0
PLF    201901292030          0         0       0.0
PLF    201901292040          0         0       0.0
PLF    201901292050          0         0       0.0
PLF    201901292100          0         0       0.0
PLF    201901292110          0         1       0.0
PLF    201901292120          0         0       0.0
PLF    201901292130          0         0       0.0
PLF    201901292140          0         0       0.0
PLF    201901292150          0         0       0.0
PLF    201901292200          0         0       0.0
PLF    201901292210          0         0       0.0
PLF    201901292220          0         1       0.0
PLF    201901292230          0         0       0.0
PLF    201901292240          0         0       0.0
PLF    201901292250          0         0       0.0
PLF    201901292300          0         0       0.0
PLF    201901292310          0         0       0.0
PLF    201901292320          0         0       0.0
PLF    201901292330          0         0       0.0
PLF    201901292340          0         0       0.0
PLF    201901292350          0         1       0.0
PLF    201901300000          0         0       0.0
PLF    201901300010          0         1       0.0
PLF    201901300020          0         0       0.0
PLF    201901300030          0         0       0.0
PLF    201901300040          0         0       0.0
PLF    201901300050          0         0       0.0
PLF    201901300100          0         0       0.0
PLF    201901300110          0         0       0.0
PLF    201901300120          0         0       0.0
PLF    201901300130          0         0       0.0
PLF    201901300140          0         0       0.0
PLF    201901300150          0         0       0.0
PLF    201901300200          0         0       0.0
PLF    201901300210          0         1       0.0
PLF    201901300220          0         0       0.0
PLF    201901300230          0         0       0.0
PLF    201901300240          0         0       0.0
PLF    201901300250          0         1       0.0
PLF    201901300300          0         1       0.0
PLF    201901300310          0         1       0.0
PLF    201901300320          0         1       0.0
PLF    201901300330          0         1       0.0
PLF    201901300340          0         1       0.0
PLF    201901300350          0         1       0.0
PLF    201901300400          0         0       0.0
PLF    201901300410          1         1       0.0
PLF    201901300420          1         1       0.0
PLF    201901300430          0         0       0.0
PLF    201901300440          0         1       0.0
PLF    201901300450          1         2       0.0
PLF    201901300500          0         1       0.0
PLF    201901300510          0         0       0.0
PLF    201901300520          0         1       0.0
PLF    201901300530          0         0       0.0
PLF    201901300540          1         1       0.0
PLF    201901300550          1         1       0.0
PLF    201901300600          0         0       0.0
PLF    201901300610          0         0       0.0
PLF    201901300620          0         0       0.0
PLF    201901300630          0         0       0.0
PLF    201901300640          0         0       0.0
PLF    201901300650          0         1       0.0
PLF    201901300700          1         2       0.0
PLF    201901300710          4         5       0.0
PLF    201901300720         13        14       0.0
PLF    201901300730         33        34       0.0
PLF    201901300740         25        26       0.0
PLF    201901300750         28        29       0.0
PLF    201901300800         56        56       0.0
PLF    201901300810         85        86       0.0
PLF    201901300820        104       104       0.0
PLF    201901300830        105       105       0.0
PLF    201901300840        122       123       0.0
PLF    201901300850        144       145       0.0
PLF    201901300900        141       142       0.0
PLF    201901300910        150       151       0.0
PLF    201901300920        160       161       0.0
PLF    201901300930        178       179       0.0
PLF    201901300940        150       150       0.0
PLF    201901300950        179       180       0.0
PLF    201901301000        208       209       0.0
PLF    201901301010        210       211       0.0
PLF    201901301020        205       206       0.0
PLF    201901301030        195       196       0.0
PLF    201901301040        189       189       0.0
PLF    201901301050        212       213       0.0
PLF    201901301100        231       232       0.0
PLF    201901301110        245       246       0.0
PLF    201901301120        256       257       0.0
PLF    201901301130        240       241       0.0
PLF    201901301140        224       225       0.0
PLF    201901301150        293       295       0.0
PLF    201901301200        267       268       0.0
PLF    201901301210        246       248       0.0
PLF    201901301220        240       242       0.0
PLF    201901301230        225       268       0.0
PLF    201901301240        226       358       0.0
PLF    201901301250        171       286       0.0
PLF    201901301300        139       402       0.0
PLF    201901301310        127       302       0.0
PLF    201901301320        106       354       0.0
PLF    201901301330        106       395       0.0
PLF    201901301340        117       354       0.0
PLF    201901301350        127       256       0.0
PLF    201901301400        148       254       0.0
PLF    201901301410        110       206       0.0
PLF    201901301420         74       325       0.0
PLF    201901301430         64       303       0.0
PLF    201901301440         56       272       0.0
PLF    201901301450         53       208       0.0
PLF    201901301500         49       135       0.0
PLF    201901301510         50       184       0.0
PLF    201901301520         49       166       0.0
PLF    201901301530         45       135       0.0
PLF    201901301540         39       107       0.0
PLF    201901301550         34        78       0.0
PLF    201901301600         26        43       0.0
PLF    201901301610         22        33       0.0
PLF    201901301620          9        12       0.0
PLF    201901301630          5         6       0.0
PLF    201901301640          2         3       0.0
PLF    201901301650          0         1       0.0
PLF    201901301700          0         0       0.0
PLF    201901301710          0         0       0.0
PLF    201901301720          0         0       0.0
PLF    201901301730          0         0       0.0
PLF    201901301740          0         0       0.0
PLF    201901301750          0         0       0.0
PLF    201901301800          0         0       0.0
PLF    201901301810          0         0       0.0
PLF    201901301820          0         0       0.0
PLF    201901301830          0         0       0.0
PLF    201901301840          0         0       0.0
PLF    201901301850          0         0       0.0
PLF    201901301900          0         0       0.0
PLF    201901301910          0         0       0.0
PLF    201901301920          0         0       0.0
PLF    201901301930          0         0       0.0
PLF    201901301940          0         0       0.0
PLF    201901301950          0         0       0.0
PLF    201901302000          0         0       0.0
PLF    201901302010          0         0       0.0
PLF    201901302020          0         0       0.0
PLF    201901302030          0         1       0.0
PLF    201901302040          0         0       0.0
PLF    201901302050          0         0       0.0
PLF    201901302100          0         0       0.0
PLF    201901302110          0         0       0.0
PLF    201901302120          0         0       0.0
PLF    201901302130          0         0       0.0
PLF    201901302140          0         0       0.0
PLF    201901302150          0         0       0.0
PLF    201901302200          0         0       0.0
PLF    201901302210          0         0       0.0
PLF    201901302220          0         0       0.0
PLF    201901302230          0         0       0.0
PLF    201901302240          0         0       0.0
PLF    201901302250          0         0       0.0
PLF    201901302300          0         0       0.0
PLF    201901302310          0         0       0.0
PLF    201901302320          0         0       0.0
PLF    201901302330          0         0       0.0
PLF    201901302340          0         0       0.0
PLF    201901302350          0         0       0.0
PLF    201901310000          0         0       0.0
PLF    201901310010          0         0       0.0
PLF    201901310020          0         1       0.0
PLF    201901310030          0         0       0.0
PLF    201901310040          0         0       0.0
PLF    201901310050          0         0       0.0
PLF    201901310100          0         1       0.0
PLF    201901310110          0         0       0.0
PLF    201901310120          0         0       0.0
PLF    201901310130          0         1       0.1
PLF    201901310140          0         0       0.0
PLF    201901310150          0         0       0.0
PLF    201901310200          0         0       0.0
PLF    201901310210          0         0       0.0
PLF    201901310220          0         0       0.0
PLF    201901310230          0         0       0.0
PLF    201901310240          0         0       0.1
PLF    201901310250          0         0       0.1
PLF    201901310300          0         0       0.0
PLF    201901310310          0         0       0.1
PLF    201901310320          0         0       0.0
PLF    201901310330          0         0       0.0
PLF    201901310340          0         0       0.0
PLF    201901310350          0         0       0.0
PLF    201901310400          0         0       0.0
PLF    201901310410          0         0       0.0
PLF    201901310420          0         0       0.0
PLF    201901310430          0         0       0.0
PLF    201901310440          0         0       0.0
PLF    201901310450          0         0       0.0
PLF    201901310500          0         0       0.0
PLF    201901310510          0         0       0.0
PLF    201901310520          0         0       0.0
PLF    201901310530          0         1       0.0
PLF    201901310540          0         0       0.0
PLF    201901310550          0         1       0.0
PLF    201901310600          0         0       0.0
PLF    201901310610          0         0       0.0
PLF    201901310620          0         0       0.0
PLF    201901310630          0         1       0.0
PLF    201901310640          0         1       0.0
PLF    201901310650          1         1       0.0
PLF    201901310700          2         2       0.0
PLF    201901310710          3         4       0.0
PLF    201901310720          8         9       0.0
PLF    201901310730         10        11       0.0
PLF    201901310740         11        12       0.0
PLF    201901310750         23        24       0.0
PLF    201901310800         43        46       0.0
PLF    201901310810         56        57       0.0
PLF    201901310820         66        68       0.0
PLF    201901310830         55        56       0.0
PLF    201901310840         50        51       0.0
PLF    201901310850        119       126       0.0
PLF    201901310900         93        94       0.0
PLF    201901310910        181       197       0.0
PLF    201901310920        181       199       0.0
PLF    201901310930         81        82       0.0
PLF    201901310940        274       279       0.2
PLF    201901310950        247       256       0.0
PLF    201901311000        261       306       0.0
PLF    201901311010        293       449       0.0
PLF    201901311020        232       321       0.0
PLF    201901311030        206       490       0.0
PLF    201901311040        271       533       0.0
PLF    201901311050        287       349       0.0
PLF    201901311100        289       601       0.0
PLF    201901311110        210       242       0.0
PLF    201901311120        216       254       0.0
PLF    201901311130        185       199       0.0
PLF    201901311140        339       392       0.0
PLF    201901311150        293       307       0.0
PLF    201901311200        280       282       0.0
PLF    201901311210        256       259       0.0
PLF    201901311220        261       268       0.0
PLF    201901311230        205       280       0.0
PLF    201901311240        230       313       0.0
PLF    201901311250        251       323       0.0
PLF    201901311300        207       209       0.0
PLF    201901311310        201       213       0.0
PLF    201901311320        249       444       0.0
PLF    201901311330        208       297       0.0
PLF    201901311340        211       242       0.0
PLF    201901311350        234       286       0.0
PLF    201901311400        201       232       0.0
PLF    201901311410        153       165       0.0
PLF    201901311420        159       175       0.0
PLF    201901311430        135       140       0.0
PLF    201901311440        123       124       0.0
PLF    201901311450        102       103       0.0
PLF    201901311500         87        87       0.0
PLF    201901311510         67        68       0.0
PLF    201901311520         68        69       0.0
PLF    201901311530         68        68       0.0
PLF    201901311540         48        48       0.0
PLF    201901311550         35        36       0.0
PLF    201901311600         22        22       0.0
PLF    201901311610         15        16       0.0
PLF    201901311620          8         9       0.0
PLF    201901311630          3         3       0.0
PLF    201901311640          1         2       0.0
PLF    201901311650          1         1       0.0
PLF    201901311700          0         1       0.0
PLF    201901311710          0         1       0.0
PLF    201901311720          0         1       0.0
PLF    201901311730          0         1       0.0
PLF    201901311740          0         1       0.0
PLF    201901311750          0         1       0.0
PLF    201901311800          0         1       0.0
PLF    201901311810          0         1       0.0
PLF    201901311820          0         1       0.0
PLF    201901311830          0         1       0.0
PLF    201901311840          0         1       0.0
PLF    201901311850          0         1       0.0
PLF    201901311900          0         1       0.0
PLF    201901311910          0         1       0.0
PLF    201901311920          0         1       0.0
PLF    201901311930          0         1       0.0
PLF    201901311940          0         1       0.0
PLF    201901311950          0         0       0.0
PLF    201901312000          0         1       0.0
PLF    201901312010          0         1       0.0
PLF    201901312020          0         1       0.0
PLF    201901312030          0         1       0.0
PLF    201901312040          0         1       0.0
PLF    201901312050          0         1       0.0
PLF    201901312100          0         1       0.0
PLF    201901312110          0         0       0.0
PLF    201901312120          0         1       0.0
PLF    201901312130          0         1       0.0
PLF    201901312140          0         1       0.0
PLF    201901312150          0         1       0.0
PLF    201901312200          0         1       0.0
PLF    201901312210          0         1       0.0
PLF    201901312220          0         1       0.0
PLF    201901312230          0         1       0.0
PLF    201901312240          0         1       0.0
PLF    201901312250          0         1       0.0
PLF    201901312300          0         1       0.0
PLF    201901312310          0         1       0.0
PLF    201901312320          0         1       0.0
PLF    201901312330          0         1       0.0
PLF    201901312340          0         0       0.0
PLF    201901312350          0         0       0.0
PLF    201902010000          0         1       0.0
PLF    201902010010          0         0       0.0
PLF    201902010020          0         1       0.0
PLF    201902010030          0         1       0.0
PLF    201902010040          0         1       0.0
PLF    201902010050          1         1       0.0
PLF    201902010100          0         1       0.0
PLF    201902010110          1         2       0.0
PLF    201902010120          1         1       0.0
PLF    201902010130          0         1       0.0
PLF    201902010140          0         1       0.0
PLF    201902010150          0         0       0.0
PLF    201902010200          0         0       0.0
PLF    201902010210          0         0       0.0
PLF    201902010220          1         1       0.0
PLF    201902010230          3         3       0.0
PLF    201902010240          5         6       0.0
PLF    201902010250          1         2       0.0
PLF    201902010300          0         0       0.0
PLF    201902010310          0         1       0.0
PLF    201902010320          0         0       0.0
PLF    201902010330          0         0       0.0
PLF    201902010340          0         0       0.0
PLF    201902010350          0         1       0.0
PLF    201902010400          1         2       0.0
PLF    201902010410          0         1       0.0
PLF    201902010420          1         2       0.0
PLF    201902010430          0         1       0.0
PLF    201902010440          0         1       0.0
PLF    201902010450          2         3       0.0
PLF    201902010500          2         3       0.0
PLF    201902010510          3         3       0.0
PLF    201902010520          1         1       0.0
PLF    201902010530          1         1       0.0
PLF    201902010540          0         0       0.0
PLF    201902010550          2         2       0.0
PLF    201902010600          0         0       0.0
PLF    201902010610          0         0       0.0
PLF    201902010620          2         3       0.0
PLF    201902010630          1         1       0.0
PLF    201902010640          0         1       0.0
PLF    201902010650          1         2       0.0
PLF    201902010700          2         3       0.1
PLF    201902010710          2         3       0.0
PLF    201902010720          4         5       0.0
PLF    201902010730          7         8       0.1
PLF    201902010740          8         9       0.1
PLF    201902010750         11        12       0.2
PLF    201902010800         13        14       0.4
PLF    201902010810         16        17       0.4
PLF    201902010820         21        21       0.3
PLF    201902010830         35        35       0.5
PLF    201902010840         23        23       0.3
PLF    201902010850         22        23       0.3
PLF    201902010900         33        34       0.2
PLF    201902010910         45        46       0.2
PLF    201902010920         34        34       0.3
PLF    201902010930         39        39       0.2
PLF    201902010940         50        51       0.2
PLF    201902010950         48        49       0.1
PLF    201902011000         41        42       0.2
PLF    201902011010         40        41       0.2
PLF    201902011020         38        39       0.1
PLF    201902011030         43        44       0.3
PLF    201902011040         50        50       0.2
PLF    201902011050         51        51       0.2
PLF    201902011100         52        52       0.2
PLF    201902011110         49        50       0.3
PLF    201902011120         52        53       0.1
PLF    201902011130         61        62       0.1
PLF    201902011140         63        63       0.2
PLF    201902011150         57        57       0.2
PLF    201902011200         53        53       0.2
PLF    201902011210         49        49       0.3
PLF    201902011220         46        47       0.2
PLF    201902011230         47        47       0.3
PLF    201902011240         46        47       0.3
PLF    201902011250         39        40       0.2
PLF    201902011300         39        40       0.3
PLF    201902011310         43        43       0.4
PLF    201902011320         47        47       0.2
PLF    201902011330         51        51       0.2
PLF    201902011340         42        42       0.3
PLF    201902011350         34        35       0.2
PLF    201902011400         36        37       0.2
PLF    201902011410         34        35       0.3
PLF    201902011420         26        26       0.3
PLF    201902011430         25        25       0.3
PLF    201902011440         27        28       0.4
PLF    201902011450         23        23       0.5
PLF    201902011500         17        18       0.4
PLF    201902011510         14        15       0.5
PLF    201902011520         12        13       0.4
PLF    201902011530         12        13       0.8
PLF    201902011540          8         9       0.4
PLF    201902011550          4         5       0.3
PLF    201902011600          3         4       0.5
PLF    201902011610          2         3       0.6
PLF    201902011620          1         2       0.6
PLF    201902011630          0         1       0.6
PLF    201902011640          0         0       0.6
PLF    201902011650          0         0       0.4
PLF    201902011700          0         0       0.4
PLF    201902011710          0         0       0.2
PLF    201902011720          0         0       0.2
PLF    201902011730          0         0       0.1
PLF    201902011740          0         0       0.1
PLF    201902011750          0         1       0.2
PLF    201902011800          0         0       0.1
PLF    201902011810          0         1       0.1
PLF    201902011820          0         0       0.2
PLF    201902011830          0         1       0.2
PLF    201902011840          0         1       0.2
PLF    201902011850          0         0       0.0
PLF    201902011900          0         1       0.1
PLF    201902011910          0         1       0.3
PLF    201902011920          0         0       0.0
PLF    201902011930          0         0       0.0
PLF    201902011940          0         1       0.0
PLF    201902011950          0         1       0.0
PLF    201902012000          0         1       0.0
PLF    201902012010          1         1       0.0
PLF    201902012020          1         2       0.0
PLF    201902012030          0         1       0.0
PLF    201902012040          0         1       0.0
PLF    201902012050          0         1       0.0
PLF    201902012100          0         1       0.0
PLF    201902012110          0         1       0.0
PLF    201902012120          0         1       0.0
PLF    201902012130          0         0       0.0
PLF    201902012140          0         1       0.0
PLF    201902012150          0         1       0.0
PLF    201902012200          0         0       0.0
PLF    201902012210          0         1       0.0
PLF    201902012220          0         0       0.0
PLF    201902012230          0         1       0.0
PLF    201902012240          0         1       0.0
PLF    201902012250          0         0       0.0
PLF    201902012300          0         1       0.0
PLF    201902012310          0         1       0.0
PLF    201902012320          1         1       0.0
PLF    201902012330          0         1       0.0
PLF    201902012340          0         1       0.0
PLF    201902012350          0         1       0.0
PLF    201902020000          0         1       0.0
PLF    201902020010          0         1       0.0
PLF    201902020020          0         1       0.0
PLF    201902020030          0         1       0.0
PLF    201902020040          0         1       0.0
PLF    201902020050          0         1       0.0
PLF    201902020100          0         1       0.0
PLF    201902020110          0         1       0.0
PLF    201902020120          1         1       0.0
PLF    201902020130          0         1       0.0
PLF    201902020140          0         1       0.0
PLF    201902020150          0         1       0.0
PLF    201902020200          0         1       0.0
PLF    201902020210          0         1       0.0
PLF    201902020220          0         1       0.0
PLF    201902020230          0         1       0.0
PLF    201902020240          0         1       0.0
PLF    201902020250          0         1       0.0
PLF    201902020300          0         1       0.0
PLF    201902020310          0         1       0.0
PLF    201902020320          0         1       0.0
PLF    201902020330          0         1       0.0
PLF    201902020340          0         1       0.0
PLF    201902020350          0         1       0.0
PLF    201902020400          0         1       0.0
PLF    201902020410          0         1       0.0
PLF    201902020420          0         1       0.0
PLF    201902020430          0         1       0.0
PLF    201902020440          0         1       0.0
PLF    201902020450          0         1       0.0
PLF    201902020500          0         1       0.0
PLF    201902020510          0         1       0.0
PLF    201902020520          0         1       0.0
PLF    201902020530          0         1       0.0
PLF    201902020540          0         1       0.0
PLF    201902020550          0         1       0.0
PLF    201902020600          0         0       0.0
PLF    201902020610          0         1       0.0
PLF    201902020620          0         0       0.0
PLF    201902020630          0         1       0.0
PLF    201902020640          1         1       0.0
PLF    201902020650          1         2       0.0
PLF    201902020700          3         4       0.0
PLF    201902020710          7         8       0.0
PLF    201902020720         11        13       0.0
PLF    201902020730         17        22       0.0
PLF    201902020740         26        39       0.0
PLF    201902020750         42        90       0.0
PLF    201902020800         51       122       0.0
PLF    201902020810         56       139       0.0
PLF    201902020820         57       109       0.0
PLF    201902020830         56       125       0.0
PLF    201902020840         55       180       0.0
PLF    201902020850         53       218       0.0
PLF    201902020900         52       217       0.0
PLF    201902020910         56       285       0.0
PLF    201902020920         59       310       0.0
PLF    201902020930         63       334       0.0
PLF    201902020940         66       359       0.0
PLF    201902020950         68       381       0.0
PLF    201902021000         64       394       0.0
PLF    201902021010         70       373       0.0
PLF    201902021020         84       306       0.0
PLF    201902021030         99       295       0.0
PLF    201902021040        126       354       0.0
PLF    201902021050        151       505       0.0
PLF    201902021100        144       480       0.0
PLF    201902021110        143       416       0.0
PLF    201902021120        170       398       0.0
PLF    201902021130        213       448       0.0
PLF    201902021140        227       439       0.0
PLF    201902021150        229       422       0.0
PLF    201902021200        226       442       0.0
PLF    201902021210        227       429       0.0
PLF    201902021220        226       461       0.0
PLF    201902021230        221       399       0.0
PLF    201902021240        198       294       0.0
PLF    201902021250        225       287       0.0
PLF    201902021300        229       258       0.0
PLF    201902021310        232       244       0.0
PLF    201902021320        249       251       0.0
PLF    201902021330        227       229       0.0
PLF    201902021340        194       196       0.0
PLF    201902021350        166       167       0.0
PLF    201902021400        156       157       0.0
PLF    201902021410        159       160       0.0
PLF    201902021420        150       151       0.0
PLF    201902021430        151       153       0.0
PLF    201902021440        143       145       0.0
PLF    201902021450        133       137       0.0
PLF    201902021500        120       123       0.0
PLF    201902021510         96        97       0.0
PLF    201902021520         81        83       0.0
PLF    201902021530         73        75       0.0
PLF    201902021540         63        66       0.0
PLF    201902021550         60        61       0.0
PLF    201902021600         52        53       0.0
PLF    201902021610         38        40       0.0
PLF    201902021620         25        26       0.0
PLF    201902021630         11        12       0.0
PLF    201902021640          2         3       0.0
PLF    201902021650          1         2       0.0
PLF    201902021700          1         1       0.0
PLF    201902021710          1         1       0.0
PLF    201902021720          0         1       0.0
PLF    201902021730          0         1       0.0
PLF    201902021740          0         1       0.0
PLF    201902021750          0         1       0.0
PLF    201902021800          0         1       0.0
PLF    201902021810          0         1       0.0
PLF    201902021820          0         1       0.0
PLF    201902021830          0         1       0.0
PLF    201902021840          0         1       0.0
PLF    201902021850          0         1       0.0
PLF    201902021900          0         1       0.0
PLF    201902021910          0         1       0.0
PLF    201902021920          0         1       0.0
PLF    201902021930          0         1       0.0
PLF    201902021940          1         1       0.0
PLF    201902021950          0         1       0.0
PLF    201902022000          1         1       0.0
PLF    201902022010          0         1       0.0
PLF    201902022020          0         1       0.1
PLF    201902022030          0         1       0.0
PLF    201902022040          0         1       0.0
PLF    201902022050          0         1       0.1
PLF    201902022100          0         1       0.0
PLF    201902022110          0         1       0.1
PLF    201902022120          0         1       0.1
PLF    201902022130          0         1       0.2
PLF    201902022140          1         1       0.1
PLF    201902022150          0         1       0.1
PLF    201902022200          0         1       0.2
PLF    201902022210          0         1       0.1
PLF    201902022220          0         1       0.1
PLF    201902022230          0         0       0.1
PLF    201902022240          0         1       0.1
PLF    201902022250          0         0       0.2
PLF    201902022300          0         1       0.2
PLF    201902022310          0         1       0.1
PLF    201902022320          0         1       0.1
PLF    201902022330          0         0       0.1
PLF    201902022340          0         0       0.1
PLF    201902022350          0         0       0.1
PLF    201902030000          0         1       0.1
PLF    201902030010          0         0       0.0
PLF    201902030020          0         0       0.1
PLF    201902030030          0         0       0.2
PLF    201902030040          0         0       0.2
PLF    201902030050          0         0       0.2
PLF    201902030100          0         0       0.3
PLF    201902030110          0         0       0.3
PLF    201902030120          0         0       0.3
PLF    201902030130          0         0       0.3
PLF    201902030140          0         0       0.3
PLF    201902030150          0         0       0.3
PLF    201902030200          0         0       0.2
PLF    201902030210          0         0       0.2
PLF    201902030220          0         0       0.4
PLF    201902030230          0         1       0.3
PLF    201902030240          0         0       0.3
PLF    201902030250          0         0       0.3
PLF    201902030300          0         0       0.2
PLF    201902030310          0         1       0.3
PLF    201902030320          0         0       0.3
PLF    201902030330          0         0       0.3
PLF    201902030340          0         0       0.4
PLF    201902030350          0         1       0.3
PLF    201902030400          0         0       0.3
PLF    201902030410          0         0       0.3
PLF    201902030420          0         0       0.3
PLF    201902030430          0         0       0.2
PLF    201902030440          0         0       0.2
PLF    201902030450          0         0       0.1
PLF    201902030500          0         0       0.2
PLF    201902030510          0         0       0.1
PLF    201902030520          0         0       0.2
PLF    201902030530          0         0       0.1
PLF    201902030540          0         0       0.2
PLF    201902030550          0         0       0.1
PLF    201902030600          0         0       0.1
PLF    201902030610          0         0       0.1
PLF    201902030620          0         0       0.2
PLF    201902030630          0         0       0.2
PLF    201902030640          0         0       0.2
PLF    201902030650          0         1       0.1
PLF    201902030700          1         2       0.2
PLF    201902030710          2         3       0.2
PLF    201902030720          5         6       0.3
PLF    201902030730          8         9       0.2
PLF    201902030740         12        13       0.3
PLF    201902030750         16        17       0.3
PLF    201902030800         19        19       0.4
PLF    201902030810         23        23       0.3
PLF    201902030820         30        31       0.4
PLF    201902030830         33        34       0.3
PLF    201902030840         41        42       0.4
PLF    201902030850         42        44       0.3
PLF    201902030900         45        46       0.3
PLF    201902030910         49        50       0.3
PLF    201902030920         54        54       0.2
PLF    201902030930         61        62       0.3
PLF    201902030940         61        62       0.2
PLF    201902030950         71        71       0.2
PLF    201902031000         86        87       0.2
PLF    201902031010         89        90       0.2
PLF    201902031020         98        98       0.1
PLF    201902031030        105       105       0.1
PLF    201902031040        100       100       0.0
PLF    201902031050         79        79       0.1
PLF    201902031100         85        85       0.1
PLF    201902031110        102       103       0.0
PLF    201902031120        109       109       0.1
PLF    201902031130        119       120       0.0
PLF    201902031140        116       117       0.0
PLF    201902031150        105       105       0.0
PLF    201902031200         93        94       0.1
PLF    201902031210         90        90       0.0
PLF    201902031220         90        90       0.1
PLF    201902031230         97        97       0.2
PLF    201902031240        103       103       0.2
PLF    201902031250        104       104       0.3
PLF    201902031300        127       127       0.1
PLF    201902031310        133       134       0.1
PLF    201902031320         99        99       0.1
PLF    201902031330         95        95       0.0
PLF    201902031340        105       106       0.0
PLF    201902031350        126       127       0.1
PLF    201902031400        143       144       0.0
PLF    201902031410         93        94       0.0
PLF    201902031420         66        66       0.0
PLF    201902031430         47        47       0.0
PLF    201902031440         28        28       0.0
PLF    201902031450         22        23       0.1
PLF    201902031500         38        38       0.0
PLF    201902031510         48        48       0.0
PLF    201902031520         40        40       0.1
PLF    201902031530         40        40       0.0
PLF    201902031540         39        39       0.1
PLF    201902031550         28        28       0.1
PLF    201902031600         20        21       0.1
PLF    201902031610         15        16       0.0
PLF    201902031620          9        10       0.0
PLF    201902031630          5         6       0.0
