,time,sea,temp,RH,wind,SW_global,ppt,press,LW_in,LW_out,SW_direct,SW_diffuse,alb,vp_a,Discharge,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,s_cone,vp_ice
12,2021-12-03 22:00:00,0.0,-3.315,96.455,0.61,-0.37,0.0,89.125,299.63,296.17,-0.37,0.0,0.25,4.618,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.7145652994869005
13,2021-12-03 23:00:00,0.0,-3.07,95.585,0.725,-0.605,0.0,88.99,300.375,296.965,-0.605,0.0,0.25,4.661,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.692014865532251
14,2021-12-04 00:00:00,0.0,-2.795,95.86,0.57,-0.49,0.0,89.005,301.355,300.935,-0.49,0.0,0.25,4.771,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.674628581041116
15,2021-12-04 01:00:00,0.0,-2.18,96.935,0.61,-0.38,0.0,88.955,304.34,305.12,-0.38,0.0,0.25,5.05,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.723471528258681
16,2021-12-04 02:00:00,0.0,-1.845,96.97,0.475,-0.29,0.0,88.935,306.715,306.82,-0.29,0.0,0.25,5.178,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.842208516722241
17,2021-12-04 03:00:00,0.0,-1.69,98.185,0.69,-0.145,0.0,88.9,307.665,308.465,-0.145,0.0,0.25,5.303,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.0061064721374295
18,2021-12-04 04:00:00,0.0,-0.45,99.625,0.685,-0.44,0.0,88.775,311.965,314.865,-0.44,0.0,0.25,5.893,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
19,2021-12-04 05:00:00,0.0,0.085,99.94,0.695,-0.12,0.0,88.725,315.625,315.88,-0.12,0.0,0.25,6.147,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
20,2021-12-04 06:00:00,0.0,0.2,99.96,0.67,-0.145,0.0,88.705,315.58,315.98,-0.145,0.0,0.25,6.199,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
21,2021-12-04 07:00:00,0.0,0.39,100.0,3.76,-0.33,0.0,88.685,315.55,316.065,-0.33,0.0,0.25,6.288,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
22,2021-12-04 08:00:00,0.0,0.555,99.92,3.005,0.195,0.0,88.705,315.645,316.27,0.195,0.0,0.25,6.358,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
23,2021-12-04 09:00:00,0.0,0.755,99.67,3.255,6.49,0.0,88.69,315.685,317.07,6.49,0.0,0.25,6.435,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
24,2021-12-04 10:00:00,0.139,0.98,99.38,5.16,18.4,0.0,88.635,315.47,318.195,18.4,0.0,0.25,6.521,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
25,2021-12-04 11:00:00,0.252,1.475,99.065,3.885,46.145,0.0,88.53,315.76,320.265,46.145,0.0,0.25,6.736,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
26,2021-12-04 12:00:00,0.33,1.815,98.595,1.155,91.34,0.0,88.415,324.215,319.165,91.34,0.0,0.25,6.869,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
27,2021-12-04 13:00:00,0.366,1.74,99.025,3.175,42.835,0.0,88.39,323.915,318.285,42.835,0.0,0.25,6.862,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
28,2021-12-04 14:00:00,0.355,1.585,99.33,5.24,24.115,0.0,88.43,322.72,317.755,24.115,0.0,0.25,6.807,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
29,2021-12-04 15:00:00,0.301,1.21,99.23,3.675,15.795,0.0,88.475,319.82,317.255,15.795,0.0,0.25,6.62,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
30,2021-12-04 16:00:00,0.207,1.21,98.13,3.025,10.0,0.0,88.45,317.955,317.015,10.0,0.0,0.25,6.546,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
31,2021-12-04 17:00:00,0.082,1.54,96.965,0.86,0.33,0.0,88.45,319.25,317.18,0.33,0.0,0.25,6.624,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
32,2021-12-04 18:00:00,0.0,1.195,98.935,0.655,0.075,0.0,88.445,318.385,316.865,0.075,0.0,0.25,6.593,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
33,2021-12-04 19:00:00,0.0,1.365,98.105,0.755,-0.17,0.0,88.41,314.305,316.975,-0.17,0.0,0.25,6.618,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
34,2021-12-04 20:00:00,0.0,1.285,98.24,0.93,0.0,0.0,88.395,316.045,316.87,0.0,0.0,0.25,6.589,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
35,2021-12-04 21:00:00,0.0,1.05,98.715,0.795,-0.305,0.0,88.44,317.81,316.82,-0.305,0.0,0.25,6.51,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
36,2021-12-04 22:00:00,0.0,0.345,97.46,1.255,-0.315,0.0,88.655,315.45,315.845,-0.315,0.0,0.25,6.108,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
37,2021-12-04 23:00:00,0.0,0.0,99.09,0.655,0.045,0.0,88.655,315.755,314.62,0.045,0.0,0.25,6.057,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
38,2021-12-05 00:00:00,0.0,-0.295,99.105,1.505,0.245,0.0,88.69,315.84,313.3,0.245,0.0,0.25,5.929,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
39,2021-12-05 01:00:00,0.0,-1.415,98.05,1.09,2.47,0.0,88.71,313.8,308.22,2.47,0.0,0.25,5.404,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
40,2021-12-05 02:00:00,0.0,-1.675,98.445,0.575,0.195,0.0,88.65,309.38,306.28,0.195,0.0,0.25,5.323,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
41,2021-12-05 03:00:00,0.0,-1.94,98.41,1.445,-0.39,0.0,88.6,306.475,302.44,-0.39,0.0,0.25,5.219,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
42,2021-12-05 04:00:00,0.0,-2.025,98.51,0.855,-0.485,0.0,88.55,305.16,302.35,-0.485,0.0,0.25,5.191,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.094344204182319
43,2021-12-05 05:00:00,0.0,-2.13,98.26,1.33,-0.63,0.0,88.51,304.46,301.13,-0.63,0.0,0.25,5.138,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
44,2021-12-05 06:00:00,0.0,-2.57,97.655,0.75,-0.715,0.0,88.495,302.205,297.38,-0.715,0.0,0.25,4.943,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.051865296268343
45,2021-12-05 07:00:00,0.0,-2.55,98.04,0.585,-0.675,0.0,88.49,301.965,298.6,-0.675,0.0,0.25,4.969,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.048813114079921
46,2021-12-05 08:00:00,0.0,-2.42,98.025,2.51,0.675,0.0,88.505,302.815,300.49,0.675,0.0,0.25,5.017,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.080966719055915
47,2021-12-05 09:00:00,0.0,-1.915,97.74,1.185,12.045,0.0,88.505,308.405,303.99,12.045,0.0,0.25,5.193,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.728366818234063
48,2021-12-05 10:00:00,0.136,-1.96,96.995,2.86,20.55,0.0,88.49,311.185,299.0,20.55,0.0,0.25,5.136,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.954762718004132
49,2021-12-05 11:00:00,0.249,-1.41,95.905,1.055,29.565,0.0,88.49,315.355,300.505,29.565,0.0,0.25,5.288,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.886948500217404
50,2021-12-05 12:00:00,0.327,-1.425,94.04,0.855,58.5,0.0,88.46,315.54,306.58,58.5,0.0,0.25,5.18,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
51,2021-12-05 13:00:00,0.363,-0.655,91.615,1.585,47.395,0.0,88.425,316.2,308.19,47.395,0.0,0.25,5.339,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
52,2021-12-05 14:00:00,0.353,-0.945,91.705,1.04,34.41,0.0,88.4,316.04,300.38,34.41,0.0,0.25,5.232,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
53,2021-12-05 15:00:00,0.299,-1.66,93.94,0.95,15.03,0.0,88.425,315.78,302.51,15.03,0.0,0.25,5.085,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
54,2021-12-05 16:00:00,0.206,-1.765,95.325,0.865,6.515,0.0,88.46,314.91,298.53,6.515,0.0,0.25,5.121,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
55,2021-12-05 17:00:00,0.081,-2.83,96.455,0.385,0.575,0.0,88.495,306.265,296.61,0.575,0.0,0.25,4.788,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
56,2021-12-05 18:00:00,0.0,-2.21,97.375,0.32,-0.12,0.0,88.525,304.265,302.195,-0.12,0.0,0.25,5.062,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
57,2021-12-05 19:00:00,0.0,-1.95,98.015,0.385,-0.26,0.0,88.55,305.415,304.615,-0.26,0.0,0.25,5.194,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
58,2021-12-05 20:00:00,0.0,-2.04,97.365,0.41,-0.29,0.0,88.585,305.04,299.23,-0.29,0.0,0.25,5.125,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
59,2021-12-05 21:00:00,0.0,-3.615,95.525,0.435,-0.325,0.0,88.595,298.035,280.015,-0.325,0.0,0.25,4.472,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.112911778902558
60,2021-12-05 22:00:00,0.0,-5.91,96.45,0.705,-0.82,0.0,88.635,286.25,267.375,-0.82,0.0,0.25,3.797,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,6.052798564015794
61,2021-12-05 23:00:00,0.0,-6.705,96.33,1.885,-1.055,0.0,88.685,280.475,264.53,-1.055,0.0,0.25,3.568,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.8327728564405845
62,2021-12-06 00:00:00,0.0,-6.235,97.785,1.83,-1.345,0.0,88.745,281.105,278.495,-1.345,0.0,0.25,3.755,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.008587048961907456,5.387223733719867
