,time,ghi,SW_diffuse,cld,sea,f_cone,SW_direct,dis,temp,RH,wind,SW_global,ppt,press,Discharge,alb,vp_a,LW_in,e_a,T_s,T_bulk,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,s_cone,vp_ice
10,2021-01-18 10:00:00,415.561,98.559,0.296,0.431,0.2228188514760273,241.416,-0.024,-7.43,36.482,1.457,339.975,0,622.029,34.081,0.25,1.278,166.976,0.591,-1.3369209875254016,-0.008061082330870084,105852.2159659765,115.43316899234078,22.711725493469622,126.5317681716702,0.0,-0.24671023259002947,13293.201666948755,-91.06606118838532,114.26327688595245,-133.24163105016157,-28.282053897720868,-54.98353739467601,10.914318529236525,0.2635657389841716,0.0,326.7796006178582,1.0655335177808445,10.171088717930163,0.0,0.0,0.0,0.0009440431328757053,1754.2794657996972,290.580534200303,-8.565757688380472,,-82.50030350000485,119271.94940109695,1.0,0.10448104442306386,5.4723292215056425
11,2021-01-18 11:00:00,537.502,107.043,0.266,0.545,0.2720067926910881,436.932,-0.031,-6.268,33.512,1.676,543.975,0,621.507,34.081,0.25,1.284,169.918,0.591,-1.583631220115431,-0.0094579266607463,106120.08477468333,115.72528328754998,25.398963238361574,149.24349366513982,0.0,-1.0094392029719677,15047.481132748451,-35.047640801256456,169.4186039580769,-129.21114799137877,-24.993831597012353,-61.48746531476106,10.914018330369982,0.3121818134488522,0.0,326.7885889540278,1.068229948757187,10.171088717930163,0.0,0.0,0.0,0.0008939183922646573,2044.8600000000001,0.0,-35.047640801256456,0.0,,121316.80940109695,0.0,0.1047610091044101,5.36103270916371
12,2021-01-18 12:00:00,601.881,112.303,0.254,0.608,0.2976697812432956,517.847,-0.035,-5.558,32.127,1.924,630.15,0,620.718,34.081,0.25,1.299,171.962,0.592,-2.593070423087399,-0.01110829530676511,106094.68581144497,115.69758539961283,25.983496481096026,174.6424569035014,0.0,0.21765819210953477,17092.34113274845,7.557073384951233,199.83780240562263,-122.74431351493041,-18.137420105810676,-62.808393757778376,10.897683060974158,0.5117152968739127,0.0,327.27843432814785,1.066346483686659,10.178848913376582,0.0,0.0,0.0,-8.475781858174898e-05,2044.8600000000001,0.0,7.557073384951238,0.0,,123361.66940109695,0.0,0.1047610091044101,4.926807537188948
13,2021-01-18 13:00:00,602.025,112.313,0.254,0.608,0.2976697812432956,584.587,-0.035,-4.588,30.298,1.991,696.9,0,620.072,34.081,0.25,1.319,174.75,0.592,-2.3754122309778642,-0.013818213794474628,106068.70231496387,115.66925007084392,27.408757573527424,200.62595338459744,0.0,0.7186257640466615,19137.20113274845,24.950623647945733,214.7451633057558,-120.90580226867803,-13.991865149132739,-66.26441403347768,10.899462714749914,0.46807907872846466,0.0,327.2249966205637,1.066259424119287,10.178017883128629,0.0,0.0,0.0,-8.657866146019107e-05,2044.8600000000001,0.0,24.950623647945733,0.0,,125406.52940109695,0.0,0.1047610091044101,5.017628580909293
14,2021-01-18 14:00:00,537.92,107.065,0.266,0.546,0.27239489414967283,471.835,-0.031,-3.787,28.638,2.612,578.9,0,619.609,34.081,0.25,1.324,176.868,0.593,-1.656786466931203,-0.016297247987390823,106041.29355739034,115.63936047697965,38.92390159304188,228.03471095812486,0.0,-1.3191005713850792,21182.06113274845,-45.79905641718995,176.69283366083314,-121.93895749271138,-17.659392205509956,-94.1200618712294,10.901340774722653,0.3251807167049862,0.0,327.1686229890139,1.0661675737019674,10.177141121649287,0.0,0.0,0.0,-9.134263632960601e-05,2044.8600000000001,0.0,-45.79905641718995,0.0,,127451.38940109695,0.0,0.1047610091044101,5.32842948828512
15,2021-01-18 15:00:00,416.207,98.583,0.295,0.431,0.2228188514760273,327.492,-0.024,-2.983,24.98,2.059,426.075,0,619.302,34.081,0.25,1.226,176.966,0.586,-2.975887038316282,-0.01801961414460915,106002.3696557973,115.5969134741519,27.1538861412517,266.95861255116677,0.0,-1.199363286283668,23226.92113274845,-41.64178835548141,128.66579348069035,-116.0759058712498,-0.04645912446279199,-65.67561163274408,10.904009248095617,0.5863855441892897,0.0,327.0885569565068,1.0660371072927537,10.175895749823175,0.0,0.0,0.0,-0.00012974044527848242,2044.8600000000001,0.0,-41.64178835548141,0.0,,129496.24940109695,0.0,0.1047610091044101,4.770699294721207
16,2021-01-18 16:00:00,250.975,86.041,0.355,0.279,0.15288904870072947,120.359,-0.016,-3.048,22.095,2.265,206.4,0,619.116,34.081,0.25,1.079,173.609,0.575,-4.17525032459995,-0.021125869126051706,105975.21576965605,115.56730182078086,27.225407218779868,294.11249869241846,0.0,2.2783606521810884,25271.781132748452,-81.9654052644242,78.33192975942833,-114.26393865974265,8.096966190924254,-65.85984344853652,10.905871781585802,0.8236091119165851,0.0,327.03269591176064,1.065946073094176,10.175026779589347,0.0,0.0,0.0,-9.053099761905262e-05,1477.1042196473322,567.7557803526679,79.10448248717033,,-161.06988775159454,131541.10940109694,1.0,0.1047610091044101,4.310350792009874
17,2021-01-18 17:00:00,69.61,47.126,0.509,0.1,0.06622515082728854,-28.076,-0.007,-3.579,18.805,1.856,19.05,0,619.28,34.081,0.25,0.883,167.422,0.559,-1.8968896724188613,-0.025489139025870515,106515.74614278994,116.15675697141761,29.96281656215378,321.33790591119833,0.0,-0.190609039857048,26748.885352395784,-167.48422650128498,33.949996999029786,-130.32932314579816,-9.903329438997348,-72.47777263408226,10.905266433513697,0.3709352850492795,0.0,327.0508493987196,1.0713829691122283,10.175026779589347,0.0,0.0,0.0,0.0018024349186045842,1477.7903801309517,567.0696198690483,-6.617929185545719,,-160.86629731573925,133585.96940109693,1.0,0.1047610091044101,5.222687786062793
18,2021-01-18 18:00:00,0.0,0.0,0.31,0.0,0.01674925062222184,0.0,-0.0,-4.328,21.153,1.943,0.0,0,619.661,34.081,0.25,0.939,167.095,0.564,-2.0874987122759094,-0.027444395286303522,107052.85294609683,116.74247867622337,30.375066282947348,351.3007224733521,0.0,-0.028603991423560994,28226.675732526735,-205.7994488448613,0.0,-129.8202877501819,-13.821148250802958,-73.47090071345905,10.9046619695968,0.4082258999858444,0.0,327.0689783822684,1.0767854293352068,10.175026779589347,0.0,0.0,0.0,0.001790919381137851,1322.8574288730733,722.0025711269267,-0.9931280793767883,,-204.80632076548454,135630.8294010969,1.0,0.10529534637308033,5.140108928065015
19,2021-01-18 19:00:00,0.0,0.0,0.31,0.0,0.016856251160421,0.0,-0.0,-6.072,25.01,0.637,0.0,0,620.037,34.081,0.25,0.972,163.774,0.568,-2.1161027036994704,-0.029585538586115092,107744.48045094081,117.49670714388311,9.85410812016881,381.6757887562994,0.0,1.4296578429925249,29549.53316139981,-153.5393222012438,0.0,-133.01597911378855,-8.00725251626621,-23.833305499819836,10.903879278126036,0.4133356505047656,0.0,327.0924557239742,1.0837421278186976,10.175026779589347,0.0,0.0,0.0,0.002306022635929182,1328.5501415892809,716.3098584107194,49.63759521363921,,-203.176917414883,137675.6894010969,1.0,0.10582629929733361,5.1278198352321445
20,2021-01-18 20:00:00,0.0,0.0,0.31,0.0,0.016965521891149336,0.0,-0.0,-6.408,24.04,1.662,0.0,0,620.223,34.081,0.25,0.911,161.468,0.563,-0.6864448607069455,-0.03173972077869562,108450.93620123136,118.2671059991618,30.109445132572095,391.52989687646823,0.0,-1.4108478293572018,30878.08330298909,-233.65423881285759,0.0,-141.6337678184067,-30.235380124725687,-72.81781868591682,10.903074778064967,0.12965303812665935,0.0,327.11659074147724,1.0908479754205915,10.175026779589347,0.0,0.0,0.0,0.002355293868131301,1393.7500843811863,651.1099156188137,-48.98451318609698,,-184.6697256267606,139720.54940109688,1.0,0.10651000250855716,5.775940457833948
21,2021-01-18 21:00:00,0.0,0.0,0.31,0.0,0.017061554832135003,0.0,-0.0,-6.982,23.687,2.683,0.0,0,620.394,34.081,0.25,0.859,158.791,0.558,-2.0972926900641475,-0.032411081662838605,109071.9366717176,118.94431480012824,42.74802704558915,421.6393420090403,0.0,-0.8801542416472473,32271.833387370276,-271.84280373495164,0.0,-138.08137773323404,-41.69588748234813,-103.3766969424131,10.90236339925767,0.4087950237858949,0.0,327.1379350868863,1.0970942756342492,10.175026779589347,0.0,0.0,0.0,0.002070236790593246,1194.0838007711136,850.7761992288865,-30.558878256496286,,-241.28392547845536,141765.40940109687,1.0,0.10720836407121644,5.13589813659851
22,2021-01-18 22:00:00,0.0,0.0,0.31,0.0,0.01718648193372974,0.0,-0.0,-7.745,25.95,3.386,0.0,0,620.408,34.081,0.25,0.887,157.769,0.561,-2.9774469317113947,-0.034515962694315214,109879.9648439009,119.82547965528997,48.99960307191819,464.38736905462946,0.0,-0.4351375257868941,33465.91718814139,-293.6420476572702,0.0,-135.26613823286095,-51.37511374144332,-118.48463376320055,10.901431902986726,0.5824061772479345,0.0,327.16588809061363,1.1052217840411243,10.175026779589347,0.0,0.0,0.0,0.002693557550663438,1062.6543262058378,982.2056737941623,-15.107936820787458,,-278.53411083648274,143810.26940109686,1.0,0.10782224945441635,4.7700725200018494
23,2021-01-18 23:00:00,0.0,0.0,0.31,0.0,0.01733072245863636,0.0,-0.0,-8.338,26.19,3.322,0.0,0,620.303,34.081,0.25,0.855,155.592,0.558,-3.412584457498289,-0.03749296757631929,110813.17091462314,120.8431525786512,46.36313972593081,513.3869721265477,0.0,0.18393796567408854,34528.57151434723,-288.17413457061684,0.0,-135.55985493005656,-52.08394247291102,-112.0983236895682,10.900347846700784,0.6676386752181201,0.0,327.19842523919993,1.1146083876847175,10.175026779589347,0.0,0.0,0.0,0.0031105716103243986,1006.036739367411,1038.8232606325892,6.386310073632359,,-294.56044464424923,145855.12940109684,1.0,0.10862101967713247,4.598133941937857
24,2021-01-19 00:00:00,0.0,0.0,0.31,0.0,0.017484074142136253,0.0,-0.0,-8.74,26.985,3.381,0.0,0,620.096,34.081,0.25,0.854,154.651,0.558,-3.2286464918242004,-0.04087724050085989,111805.6310355298,121.9254427868373,48.132731453534454,559.7501118524785,0.0,-0.12287371857259598,35534.60825371464,-301.45202504576696,0.0,-137.29583079176763,-59.32118174144325,-116.36448844695838,10.899185258021369,0.6302906763809012,0.0,327.23332667229795,1.12459099504154,10.175026779589347,0.0,0.0,0.0,0.0033077488297655507,996.6659169829836,1048.1940830170165,-4.2661647573901575,,-297.18586028837683,147899.98940109683,1.0,0.10954353357777619,4.670112865971396
25,2021-01-19 01:00:00,0.0,0.0,0.31,0.0,0.017638550498412526,0.0,-0.0,-9.112,28.38,3.45,0.0,0,619.928,34.081,0.25,0.872,154.282,0.56,-3.3515202103967963,-0.044044172975565586,112805.6923870933,123.0160222323809,48.29074039583424,607.882843306013,0.0,-0.010637751702868322,36531.27417069762,-305.5960419434749,0.0,-137.1335930103114,-63.28027544511065,-116.73383025527869,10.898003661067783,0.653653106158085,0.0,327.2688063724277,1.134650058972765,10.175026779589347,0.0,0.0,0.0,0.0033327273130580384,968.1886222322844,1076.6713777677157,-0.36934180832031416,,-305.2267001351546,149944.8494010968,1.0,0.11052462262776741,4.621916753422393
26,2021-01-19 02:00:00,0.0,0.0,0.31,0.0,0.01779734862523005,0.0,-0.0,-9.525,28.73,3.112,0.0,0,619.813,34.081,0.25,0.855,152.912,0.558,-3.3621579620996647,-0.04729972767399975,113834.07302446518,124.13748421424773,43.734294278286605,656.1735837018473,0.0,0.3175769977629473,37499.46279292991,-293.6985701895562,0.0,-138.45763539950414,-61.08492493359683,-105.70758468093645,10.896778037283871,0.6547967871972983,0.0,327.3056161919404,1.1449939709345516,10.175026779589347,0.0,0.0,0.0,0.003426730443079932,969.8380930141263,1075.0219069858738,11.026245574342227,,-304.72481576389845,151989.7094010968,1.0,0.1115132258176286,4.617765596830423
27,2021-01-19 03:00:00,0.0,0.0,0.31,0.0,0.017956541598180543,0.0,-0.0,-9.905,29.135,2.717,0.0,0,619.577,34.081,0.25,0.841,151.718,0.557,-3.0445809643367174,-0.050531879791730176,114865.36063717277,125.26211628917423,39.62137180363548,699.9078779801339,0.0,0.28663663234104775,38469.30088594404,-284.66903595455295,0.0,-141.02598653785859,-59.37414256843138,-95.7555858867606,10.89553820004951,0.5911408384480964,0.0,327.34286131765333,1.1553671225531879,10.175026779589347,0.0,0.0,0.0,0.0034360304843256413,1005.3643920105992,1039.495607989401,9.95199879417585,,-294.6210347487288,154034.56940109679,1.0,0.11252982382624867,4.743168689206282
28,2021-01-19 04:00:00,0.0,0.0,0.31,0.0,0.018110833399235974,0.0,-0.0,-10.385,30.078,2.085,0.0,0,619.522,34.081,0.25,0.836,150.523,0.557,-2.75794433199567,-0.053423949970905604,115865.23487335854,126.35249168305184,31.365271376740836,739.5292497837694,0.0,0.5749293761424173,39474.665277954635,-258.50632523820803,0.0,-143.46560895802767,-50.67468098583172,-75.7940882534163,10.894325862003313,0.5337270970643516,0.0,327.37928855601143,1.165424304394335,10.175026779589347,0.0,0.0,0.0,0.0033309887666055074,1062.2475692971593,982.6124307028407,19.961497633344322,,-278.46782287155236,156079.42940109677,1.0,0.11354929550365442,4.859011753878231
29,2021-01-19 05:00:00,0.0,0.0,0.31,0.0,0.018257573499680893,0.0,-0.0,-10.765,28.788,2.306,0.0,0,619.662,34.081,0.25,0.776,148.111,0.551,-2.1830149558532526,-0.05601288634210344,116816.48203268464,127.38983863978696,37.299534359876105,770.8945211605102,0.0,-0.41274612781441317,40536.91284725179,-290.3046883198481,0.0,-148.38600420178796,-63.106818941433,-90.12459769584655,10.893163110845308,0.41956940837411055,0.0,327.41423346989933,1.1749923733684018,10.175026779589347,0.0,0.0,0.0,0.0031686395352332765,1070.9427926805847,973.9172073194153,-14.330509442430241,,-275.97417887741784,158124.28940109676,1.0,0.11453771372200461,5.099176931905787
30,2021-01-19 06:00:00,0.0,0.0,0.31,0.0,0.018402010762229484,0.0,-0.0,-11.27,29.045,2.471,0.0,0,620.002,34.081,0.25,0.753,146.358,0.549,-2.5957610836676657,-0.05803172363132393,117753.09970564418,128.4112319581725,38.59841753471963,808.1940555203863,0.0,-0.09010777801994319,41607.85563993238,-298.61444506118977,0.0,-148.33659039502265,-68.41710201551267,-93.2531318642684,10.892009321154433,0.5003698924595625,0.0,327.4489164339039,1.184413292431703,10.175026779589347,0.0,0.0,0.0,0.0031195751863348233,1001.9751232456317,1042.8848767543684,-3.128534168421851,,-295.48591089276795,160169.14940109674,1.0,0.11547806200622336,4.925694257728988
31,2021-01-19 07:00:00,0.0,0.0,0.31,0.0,0.018556832141890026,2.087,-0.0,-11.448,30.535,2.676,2.087,0,620.526,34.081,0.25,0.78,146.723,0.552,-2.685868861687609,-0.06042045025361071,118757.38616486383,129.50641893660176,41.18072331973472,846.7924730551059,0.0,-0.1793615489500576,42609.83076317801,-310.5624527812753,0.029046081510093365,-147.57919570210606,-74.9399393003852,-99.48054914967886,10.890762348207069,0.5174229411776612,0.0,327.48640875330096,1.1945148543836377,10.175026779589347,0.0,0.0,0.0,0.0033446040694116437,970.6201311483328,1074.2398688516673,-6.227417285410468,,-304.3350354958648,162214.00940109673,1.0,0.11640394842081238,4.8885437036135135
32,2021-01-19 08:00:00,70.064,47.343,0.508,0.101,0.06868503909715193,72.687,-0.007,-11.505,31.928,3.298,120.03,0,620.962,34.081,0.25,0.812,147.441,0.555,-2.8652304106376665,-0.06286997821368459,119790.44531039576,130.6329828902898,49.48229481466438,887.9731963748407,0.0,-0.5771894421134068,43580.45089432634,-306.0843632868166,39.25163207764101,-146.08129173974342,-91.17567909382431,-119.52051607578015,10.889469052800711,0.5520224920895541,0.0,327.52530290562663,1.204905824870995,10.175026779589347,0.0,0.0,0.0,0.00344003269624756,1035.062397529936,1009.797602470064,-20.0399669261013,,-286.04439636071527,164258.86940109672,1.0,0.11739672830933297,4.81535386430013
33,2021-01-19 09:00:00,252.061,86.171,0.354,0.28,0.15533312856830414,222.429,-0.016,-10.592,32.572,2.593,308.6,0,621.361,34.081,0.25,0.891,151.428,0.562,-3.4424198527510734,-0.06546107431740783,120750.76061805116,131.68021877650074,35.93478707291735,937.455491189505,0.0,0.942760966429236,44615.51329185628,-183.67648817261465,90.54119434073951,-139.59506019789865,-59.387853387514866,-86.78793781294164,10.888257198117039,0.6649116868839428,0.0,327.5617562208933,1.2145651053328763,10.175026779589347,0.0,0.0,0.0,0.003197419792976052,1280.8049044628874,764.0550955371127,32.732578262838516,,-216.40906643545316,166303.7294010967,1.0,0.11841795122229877,4.586554519235232
34,2021-01-19 10:00:00,417.996,98.709,0.295,0.433,0.2255261643581879,382.791,-0.024,-8.775,32.172,2.192,481.5,0,621.545,34.081,0.25,1.015,158.442,0.572,-2.4996588863218374,-0.06855757622983026,121478.88092651537,132.4742431041607,32.49136769563956,973.3902782624224,0.0,0.23971962562160476,45896.31819631917,-109.0894477041541,138.77878948562633,-136.6715214145484,-44.09766762857449,-78.46489338682679,10.887332180946343,0.4785130592229218,0.0,327.5895867531056,1.221888864741251,10.175026779589347,0.0,0.0,0.0,0.0024240446651058786,1630.2875592940554,414.5724407059446,8.323044426114876,,-117.41249213026897,168348.5894010967,1.0,0.1193672637569112,4.965599701459046
35,2021-01-19 11:00:00,540.448,107.259,0.266,0.548,0.2748684268392258,503.466,-0.031,-7.979,29.858,2.22,610.725,0,621.16,34.081,0.25,1.002,160.001,0.571,-2.2599392607002327,-0.07077284880335559,121860.96199952568,132.89090730591678,33.86755065819058,1005.881645958062,0.0,-1.8168991024145111,47526.60575561322,-63.08257785716037,184.23443054027825,-136.15945965240869,-40.69057146608692,-81.7846382495073,10.886844648421715,0.430816322142565,0.0,327.6042568052125,1.2257320068987925,10.175026779589347,0.0,0.0,0.0,0.0012719091772294485,2044.8600000000001,0.0,-63.08257785716037,0.0,,170393.44940109667,0.0,0.12008704165696212,5.0664284276920215
36,2021-01-19 12:00:00,605.27,112.591,0.253,0.611,0.300340097497212,568.359,-0.035,-7.3,27.288,3.005,680.95,0,620.175,34.081,0.25,0.965,160.725,0.567,-4.076838363114744,-0.07276114532689507,121827.09444886749,132.85397431719466,38.21197109339911,1039.7491966162527,0.0,-0.7644812482717539,49571.46575561322,-26.542722047886073,212.46899810506346,-127.56947551321511,-30.992273891912504,-92.10391705802664,10.866576400784501,0.7873699094202145,0.0,328.2153015316319,1.2230552467236908,10.18473958428789,0.0,0.0,0.0,-0.00011273659592307445,2044.8600000000001,0.0,-26.542722047886073,0.0,,172438.30940109666,0.0,0.12008704165696212,4.346538542954448
37,2021-01-19 13:00:00,605.757,112.63,0.253,0.612,0.30073567689830094,555.42,-0.035,-6.35,22.465,2.94,668.05,0,619.274,34.081,0.25,0.855,160.148,0.557,-4.841319611386498,-0.07640279212544233,121788.88247777408,132.812303683505,35.56508727670542,1077.9611677096518,0.0,-0.09343049136379568,51616.32575561322,-3.243898484982993,209.74845724714075,-124.8840434507346,-14.172290524235857,-85.74195195141418,10.868849249691811,0.9370809445690832,0.0,328.1466665020799,1.2229273599042796,10.183674633251986,0.0,0.0,0.0,-0.00012696127662296743,2044.8600000000001,0.0,-3.243898484982992,0.0,,174483.16940109665,0.0,0.12008704165696212,4.0725607350703585
38,2021-01-19 14:00:00,541.859,107.356,0.266,0.55,0.2756569478647682,472.819,-0.031,-5.604,21.09,2.974,580.175,0,618.774,34.081,0.25,0.85,161.739,0.557,-4.934750102750294,-0.08073731728665376,121753.31739049738,132.77351950981176,35.66329091208645,1113.5262549863573,0.0,-0.7244122976113184,53661.18575561322,-25.151531586988934,178.26888182435385,-122.89623516182056,-6.354391356894055,-85.9954483517725,10.870965730040611,0.9546957291037096,0.0,328.0827792644211,1.2228083075688376,10.182683249553968,0.0,0.0,0.0,-0.00011819158215644576,2044.8600000000001,0.0,-25.151531586988938,0.0,,176528.02940109663,0.0,0.12008704165696212,4.040180224676416
39,2021-01-19 15:00:00,420.179,98.83,0.294,0.435,0.2264110241164246,128.545,-0.024,-5.174,19.5,4.261,227.375,0,618.601,34.081,0.25,0.812,161.685,0.553,-5.6591624003616126,-0.08515375065100404,121717.6540995853,132.73462824382258,47.80057850998713,1149.1895458984438,0.0,2.338739507915613,55706.045755613224,-120.6542696823844,95.95050382128434,-119.88762901072164,6.598145868559753,-115.284792288722,10.873089089418174,1.0964128377969804,0.0,328.01870937220934,1.2226889032192159,10.18168893453068,0.0,0.0,0.0,-0.00011854101600935887,1331.1950339208695,713.6649660791306,81.20083107512315,,-201.85510075750756,178572.88940109662,1.0,0.12008704165696212,3.7969784830531927
