,time,ghi,SW_diffuse,cld,sea,f_cone,SW_direct,dis,temp,RH,wind,SW_global,ppt,press,Discharge,alb,vp_a,LW_in,e_a,T_s,T_bulk,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,s_cone,vp_ice
0,2021-01-18 00:00:00,0.0,0.0,0.31,0.0,0.0,0.0,-0.0,-6.567,32.53,0.851,0.0,0,621.883,34.081,0.25,0.0,0.0,,0.0,0.0,0.0,109.99804732944051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0187838213088294,10.154,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.10033325007965624,
1,2021-01-18 01:00:00,0.0,0.0,0.31,0.0,0.01588875880084017,0.0,-0.0,-6.579,33.705,1.196,0.0,0,621.693,34.081,0.25,1.261,168.719,0.589,0.0,0.0,100868.20940109694,109.99804732944051,21.441719989178218,0.0,0.0,-1.5007876653709062,0.0,-203.60434871158722,0.0,-137.44886980679894,-25.004270244088787,-52.10721642275715,10.956007762057656,0.0,0.0,325.53615582051754,1.0187838213088292,10.153999999999998,0.0,0.0,0.0,0.0,1513.2909621937206,531.5690378062794,-52.10721642275715,,-151.49713228883007,100868.20940109694,1.0,0.10033325007965624,6.112911778902558
2,2021-01-18 02:00:00,0.0,0.0,0.31,0.0,0.01588875880084017,0.0,-0.0,-7.31,37.112,0.969,0.0,0,621.381,34.081,0.25,1.312,167.899,0.593,-1.5007876653709062,0.0,101378.33671891406,110.5543475669728,14.679682194808354,21.441719989178218,0.0,0.4767505014633003,1513.2909621937206,-173.81140586925324,0.0,-131.595322277151,-17.87911995427097,-35.554480727620245,10.919223726179945,0.2982933636090576,0.0,326.63280279245237,1.0204983879184573,10.171088717930163,0.0,0.0,0.0,0.0017088738918419764,1374.665319768619,670.1946802313812,16.55273569513691,,-190.36414156439014,102913.06940109695,1.0,0.10033325007965624,5.39817313985146
3,2021-01-18 03:00:00,0.0,0.0,0.31,0.0,0.015990462159340156,0.0,-0.0,-7.549,36.772,0.683,0.0,0,620.88,34.081,0.25,1.276,166.658,0.591,-1.024037163907606,-0.0016499177606772437,102033.85171695062,111.26919489307592,10.991707101021712,36.121402183986575,0.0,0.25731832252275605,2887.9562819623397,-164.5864805643048,0.0,-134.94434079087196,-14.143391304345409,-26.620411084983367,10.918517849852382,0.2031447660435775,0.0,326.6539194281045,1.0270969573998987,10.171088717930163,0.0,0.0,0.0,0.002188535015441639,1433.925256960757,610.9347430392432,8.93406964263687,,-173.52055020694166,104957.92940109695,1.0,0.10033325007965625,5.616504948111359
4,2021-01-18 04:00:00,0.0,0.0,0.31,0.0,0.01608352617331225,0.0,-0.0,-7.784,38.108,1.238,0.0,0,620.64,34.081,0.25,1.299,166.505,0.592,-0.76671884138485,-0.0027664038074605053,102633.79475288883,111.9234402975887,20.38152622777,47.113109285008285,0.0,-0.6548956425088702,4321.881538923097,-202.09676944405567,0.0,-136.23972285848117,-27.568335832610355,-49.35833048952263,10.917867948659964,0.15175178789852709,0.0,326.6733639545214,1.0331361263272347,10.171088717930163,0.0,0.0,0.0,0.0020028702109505096,1413.3320597882512,631.5279402117488,-22.737919404539255,,-179.3588500395164,107002.78940109695,1.0,0.10098200751992999,5.7376601375439975
5,2021-01-18 05:00:00,0.0,0.0,0.31,0.0,0.01617831093583729,0.0,-0.0,-8.092,39.618,1.281,0.0,0,620.618,34.081,0.25,1.318,166.116,0.594,-1.4216144838937201,-0.003595607495210454,103244.94116687281,112.58990312636075,19.56257154530033,67.49463551277829,0.0,0.05720542544869109,5735.213598711348,-197.0234149318233,0.0,-133.7276299232992,-27.122418735816193,-47.372163123418794,10.91720211403468,0.2815947366761941,0.0,326.69328759746645,1.0392880711158141,10.171088717930163,0.0,0.0,0.0,0.002040150506010762,1344.0985001930835,700.7614998069165,1.9861673661038282,,-199.00958229792712,109047.64940109695,1.0,0.1015757658770555,5.433887008673716
6,2021-01-18 06:00:00,0.0,0.0,0.31,0.0,0.016283939879821716,0.0,-0.0,-9.07,43.24,0.828,0.0,0,620.788,34.081,0.25,1.333,164.025,0.595,-1.364409058445029,-0.00512528554078452,103926.14009513443,113.33275910047375,12.682780508281104,87.05720705807862,0.0,0.47989768169486346,7079.312098904431,-175.8582895802371,0.0,-136.07120713903547,-20.263224671110244,-30.71015760602029,10.916455444524116,0.2698443914047813,0.0,326.715632938259,1.046145181132032,10.171088717930163,0.0,0.0,0.0,0.002273863597186316,1366.9025022795693,677.9574977204309,16.662005517398512,,-192.52029509763562,111092.50940109695,1.0,0.10218061211910374,5.4598253662111444
7,2021-01-18 07:00:00,0.0,0.0,0.31,0.0,0.016387078579372834,2.505,-0.0,-9.835,44.15,0.265,2.505,0,621.095,34.081,0.25,1.282,161.292,0.592,-0.8845113767501656,-0.006581624890324569,104591.41481234657,114.05824952273345,4.329381211187457,99.73998756635972,0.0,0.5825957580563464,8446.214601184,-147.83020524316038,0.03078722388099671,-140.92937293081306,-7.539088971239383,-10.482483863432767,10.915721639595766,0.17423165884806888,0.0,326.73759626322595,1.052841994262043,10.171088717930163,0.0,0.0,0.0,0.00222055619357766,1453.006770399887,591.8532296001131,20.22767374258752,,-168.0578789857479,113137.36940109695,1.0,0.10285478871970007,5.68190656488012
8,2021-01-18 08:00:00,68.861,46.815,0.51,0.1,0.06604426920860659,32.768,-0.007,-9.722,43.598,0.189,79.583,0,621.454,34.081,0.25,1.277,161.474,0.591,-0.3019156186938191,-0.007516027868101859,105178.9386607355,114.69895164747601,3.2894364148954014,104.06936877754717,0.0,0.0725357422955357,9899.221371583886,-109.26277075255574,36.73435396007072,-143.3424699523938,-5.664084980047927,-7.964049237809217,10.91506982527332,0.05840963235116756,0.0,326.7571080252518,1.0587561487012398,10.171088717930163,0.0,0.0,0.0,0.0019609072603521227,1651.1740950795747,393.68590492042546,2.5184346256235486,,-111.78120537817928,115182.22940109695,1.0,0.10351320526838335,5.9625577903797025
9,2021-01-18 09:00:00,250.185,85.988,0.355,0.278,0.15237729046370818,119.787,-0.016,-8.077,38.61,1.095,205.775,0,621.867,34.081,0.25,1.286,165.569,0.591,-0.22937987639828342,-0.007827547056355168,105569.33512924102,115.1246838923021,19.172962979227623,107.35880519244257,0.0,-1.107541111127118,11550.39546666346,-124.21395602527552,78.18061386958216,-139.57173695047138,-27.363636472192148,-46.41777970629553,10.914634755082673,0.04394847901869589,0.0,326.7701329482541,1.062685972168985,10.171088717930163,0.0,0.0,0.0,0.0013029012510209664,1742.8062002852953,302.0537997147047,-38.45373046848632,,-85.76022555678921,117227.08940109695,1.0,0.10409467246459127,5.998369933758433
