,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing_type,LW_in,h_f,a,vp_a,cld,Discharge
0,2020-01-01 00:00:00,0.0,-9.953,70.542,2.703,0.0,0.0,0.0,782.184,,226.569,5.0,0.35,0.0,0,10
1,2020-01-01 01:00:00,0.0,-9.947,71.89,2.617,0.0,0.0,0.0,781.996,,223.088,5.0,0.35,2.062,0,10
2,2020-01-01 02:00:00,0.0,-10.66,74.072,2.652,0.0,0.0,0.0,782.224,,227.945,5.0,0.35,2.008,0,10
3,2020-01-01 03:00:00,0.041,-12.19,78.21,2.694,0.306,1.835,0.0,782.344,,212.781,5.0,0.35,1.875,0,10
4,2020-01-01 04:00:00,0.198,-12.12,78.238,2.59,21.006,51.704,0.0,782.604,,221.747,5.0,0.35,1.886,0,10
5,2020-01-01 05:00:00,0.329,-10.385,69.296,2.195,116.393,100.521,0.0,782.654,,209.615,5.0,0.35,1.92,0,10
6,2020-01-01 06:00:00,0.423,-10.044,70.754,1.909,223.946,146.326,0.0,782.801,,201.008,5.0,0.35,2.014,0,10
7,2020-01-01 07:00:00,0.469,-7.89,70.382,1.664,286.938,152.178,0.0,782.162,,231.715,5.0,0.35,2.373,0,10
8,2020-01-01 08:00:00,0.462,-5.132,63.412,1.491,254.951,193.404,0.0,781.809,,219.924,5.0,0.35,2.644,0,10
9,2020-01-01 09:00:00,0.404,-3.622,56.199,1.301,239.15,177.304,0.0,781.539,,215.578,5.0,0.35,2.626,0,10
10,2020-01-01 10:00:00,0.3,-4.529,65.79,1.326,105.419,199.114,0.0,781.454,,245.067,5.0,0.35,2.871,0,10
11,2020-01-01 11:00:00,0.162,-4.293,60.547,1.459,62.449,127.662,0.0,781.539,,222.233,5.0,0.35,2.69,0,10
12,2020-01-01 12:00:00,0.0,-2.966,62.599,1.709,5.063,43.054,0.0,781.638,,238.542,5.0,0.35,3.072,0,10
13,2020-01-01 13:00:00,0.0,-2.538,60.647,1.994,0.0,0.0,0.0,781.874,,239.111,5.0,0.35,3.073,0,10
14,2020-01-01 14:00:00,0.0,-2.87,60.809,2.11,0.0,0.0,0.0,781.832,,229.354,5.0,0.35,3.006,0,10
15,2020-01-01 15:00:00,0.0,-5.442,67.61,2.119,0.0,0.0,0.0,781.996,,233.911,5.0,0.35,2.753,0,10
16,2020-01-01 16:00:00,0.0,-5.996,68.268,2.062,0.0,0.0,0.0,782.169,,226.172,5.0,0.35,2.665,0,10
17,2020-01-01 17:00:00,0.0,-6.826,70.788,2.021,0.0,0.0,0.0,782.097,,228.451,5.0,0.35,2.592,0,10
18,2020-01-01 18:00:00,0.0,-6.516,67.536,2.022,0.0,0.0,0.0,782.048,,233.87,5.0,0.35,2.533,0,10
19,2020-01-01 19:00:00,0.0,-6.453,67.185,2.011,0.0,0.0,0.0,781.878,,217.34,5.0,0.35,2.532,0,10
20,2020-01-01 20:00:00,0.0,-6.824,66.863,1.871,0.0,0.0,0.0,781.833,,225.313,5.0,0.35,2.449,0,10
21,2020-01-01 21:00:00,0.0,-6.239,65.271,1.763,0.0,0.0,0.0,781.769,,235.751,5.0,0.35,2.501,0,10
22,2020-01-01 22:00:00,0.0,-7.329,73.93,1.724,0.0,0.0,0.0,781.641,,237.421,5.0,0.35,2.604,0,10
23,2020-01-01 23:00:00,0.0,-6.491,73.948,1.391,0.0,0.0,0.0,781.622,,248.953,5.0,0.35,2.779,0,10
24,2020-01-02 00:00:00,0.0,-6.416,71.456,1.653,0.0,0.0,0.0,781.511,,240.759,5.0,0.35,2.701,0,10
25,2020-01-02 01:00:00,0.0,-5.982,69.983,1.854,0.0,0.0,0.0,782.05,,242.557,5.0,0.35,2.734,0,10
26,2020-01-02 02:00:00,0.0,-5.2,68.471,1.84,0.0,0.0,0.0,781.985,,245.924,5.0,0.35,2.84,0,10
27,2020-01-02 03:00:00,0.04,-4.252,66.066,1.723,0.039,1.991,0.0,782.035,,244.891,5.0,0.35,2.944,0,10
28,2020-01-02 04:00:00,0.198,-4.117,63.792,1.606,4.237,58.797,0.0,782.649,,242.64,5.0,0.35,2.872,0,10
29,2020-01-02 05:00:00,0.329,-3.375,63.367,1.428,12.112,154.878,0.0,782.908,,246.306,5.0,0.35,3.016,0,10
30,2020-01-02 06:00:00,0.423,-3.21,63.688,0.771,27.718,230.419,0.0,782.958,,249.404,5.0,0.35,3.069,0,10
31,2020-01-02 07:00:00,0.47,-3.256,65.248,0.4,135.456,252.684,0.0,782.828,,242.184,5.0,0.35,3.134,0,10
32,2020-01-02 08:00:00,0.464,-2.428,67.344,0.51,62.144,278.495,0.0,782.278,,261.827,5.0,0.35,3.44,0,10
33,2020-01-02 09:00:00,0.406,-3.522,73.429,0.59,69.069,238.744,0.0,782.194,,263.146,5.0,0.35,3.457,0,10
34,2020-01-02 10:00:00,0.302,-3.742,72.787,0.25,65.074,158.742,0.0,782.657,,263.118,5.0,0.35,3.371,0,10
35,2020-01-02 11:00:00,0.164,-3.087,73.683,0.664,20.627,126.625,0.0,783.071,,258.273,5.0,0.35,3.584,0,10
36,2020-01-02 12:00:00,0.001,-2.789,76.88,0.388,9.77,32.233,0.0,783.571,,255.367,5.0,0.35,3.823,0,10
37,2020-01-02 13:00:00,0.0,-2.197,77.406,0.988,0.0,0.007,0.0,783.84,,261.572,5.0,0.35,4.023,0,10
38,2020-01-02 14:00:00,0.0,-2.795,79.52,1.059,0.0,0.0,0.0,783.774,,252.571,5.0,0.35,3.953,0,10
39,2020-01-02 15:00:00,0.0,-2.283,77.297,1.255,0.0,0.0,0.0,783.956,,253.638,5.0,0.35,3.991,0,10
40,2020-01-02 16:00:00,0.0,-1.953,75.729,1.256,0.0,0.0,0.0,784.006,,259.058,5.0,0.35,4.007,0,10
41,2020-01-02 17:00:00,0.0,-2.447,76.985,1.119,0.0,0.0,0.0,783.916,,244.734,5.0,0.35,3.927,0,10
42,2020-01-02 18:00:00,0.0,-2.347,76.662,1.206,0.0,0.0,0.0,783.932,,242.775,5.0,0.35,3.94,0,10
43,2020-01-02 19:00:00,0.0,-2.575,76.382,1.23,0.0,0.0,0.0,784.014,,230.408,5.0,0.35,3.86,0,10
44,2020-01-02 20:00:00,0.0,-2.508,73.777,1.228,0.0,0.0,0.0,784.013,,249.909,5.0,0.35,3.747,0,10
45,2020-01-02 21:00:00,0.0,-2.382,71.081,1.162,0.0,0.0,0.0,783.904,,246.36,5.0,0.35,3.644,0,10
46,2020-01-02 22:00:00,0.0,-2.092,68.076,0.766,0.0,0.0,0.0,783.941,,259.116,5.0,0.35,3.565,0,10
47,2020-01-02 23:00:00,0.0,-2.836,70.529,0.688,0.0,0.0,0.0,784.075,,248.353,5.0,0.35,3.495,0,10
48,2020-01-03 00:00:00,0.0,-3.18,71.573,0.649,0.0,0.0,0.0,783.808,,257.71,5.0,0.35,3.457,0,10
49,2020-01-03 01:00:00,0.0,-3.83,74.544,0.663,0.0,0.0,0.0,783.889,,242.052,5.0,0.35,3.429,0,10
50,2020-01-03 02:00:00,0.0,-3.978,74.715,0.862,0.0,0.0,0.0,784.046,,243.986,5.0,0.35,3.399,0,10
51,2020-01-03 03:00:00,0.04,-4.279,74.48,0.939,0.025,1.813,0.0,784.544,,245.212,5.0,0.35,3.312,0,10
52,2020-01-03 04:00:00,0.198,-5.145,72.387,0.892,15.513,52.454,0.0,784.928,,239.827,5.0,0.35,3.015,0,10
53,2020-01-03 05:00:00,0.33,-5.459,71.636,0.509,76.63,119.559,0.0,785.105,,222.936,5.0,0.35,2.913,0,10
54,2020-01-03 06:00:00,0.424,-5.655,73.728,0.398,112.845,196.956,0.0,785.184,,224.171,5.0,0.35,2.954,0,10
55,2020-01-03 07:00:00,0.472,-5.705,78.735,0.223,40.201,236.201,0.0,784.874,,251.833,5.0,0.35,3.142,0,10
56,2020-01-03 08:00:00,0.466,-4.96,79.866,0.156,35.93,234.472,0.0,784.606,,259.869,5.0,0.35,3.373,0,10
57,2020-01-03 09:00:00,0.408,-5.269,85.273,0.305,11.806,203.922,0.0,784.426,,264.344,5.0,0.35,3.518,0,10
58,2020-01-03 10:00:00,0.304,-5.25,84.216,0.36,12.819,130.083,0.0,784.776,,260.457,5.0,0.35,3.48,0,10
59,2020-01-03 11:00:00,0.166,-4.92,86.63,0.651,18.14,66.607,0.0,785.024,,265.285,5.0,0.35,3.67,0,10
60,2020-01-03 12:00:00,0.003,-4.311,88.317,0.674,0.011,19.927,0.0,785.006,,268.65,5.0,0.35,3.918,0,10
61,2020-01-03 13:00:00,0.0,-3.659,86.41,0.64,0.0,0.007,0.0,785.341,,273.425,5.0,0.35,4.027,0,10
62,2020-01-03 14:00:00,0.0,-3.957,87.945,0.694,0.0,0.0,0.0,785.201,,279.661,5.0,0.35,4.007,0,10
63,2020-01-03 15:00:00,0.0,-3.557,89.291,0.726,0.0,0.0,0.0,785.326,,276.312,5.0,0.35,4.193,0,10
64,2020-01-03 16:00:00,0.0,-3.522,87.047,0.769,0.0,0.0,0.0,785.188,,275.217,5.0,0.35,4.098,0,10
65,2020-01-03 17:00:00,0.0,-3.862,78.923,0.695,0.0,0.0,0.0,785.242,,275.99,5.0,0.35,3.622,0,10
66,2020-01-03 18:00:00,0.0,-3.896,81.931,0.768,0.0,0.0,0.0,785.246,,262.123,5.0,0.35,3.75,0,10
67,2020-01-03 19:00:00,0.0,-3.832,81.08,0.69,0.0,0.0,0.0,784.996,,250.74,5.0,0.35,3.729,0,10
68,2020-01-03 20:00:00,0.0,-5.173,84.913,0.743,0.0,0.0,0.0,784.736,,228.32,5.0,0.35,3.529,0,10
69,2020-01-03 21:00:00,0.0,-4.945,83.056,0.796,0.0,0.0,0.0,784.513,,238.833,5.0,0.35,3.512,0,10
70,2020-01-03 22:00:00,0.0,-4.817,77.695,0.956,0.0,0.0,0.0,784.578,,259.421,5.0,0.35,3.318,0,10
71,2020-01-03 23:00:00,0.0,-4.751,75.39,1.163,0.0,0.0,0.0,784.478,,247.94,5.0,0.35,3.235,0,10
72,2020-01-04 00:00:00,0.0,-5.537,74.376,1.402,0.0,0.0,0.0,784.222,,251.749,5.0,0.35,3.007,0,10
73,2020-01-04 01:00:00,0.0,-6.168,73.511,1.462,0.0,0.0,0.0,784.089,,243.397,5.0,0.35,2.832,0,10
74,2020-01-04 02:00:00,0.0,-6.808,72.238,1.539,0.0,0.0,0.0,784.265,,240.435,5.0,0.35,2.649,0,10
75,2020-01-04 03:00:00,0.04,-7.452,70.934,1.587,0.167,1.806,0.0,784.465,,228.453,5.0,0.35,2.475,0,10
76,2020-01-04 04:00:00,0.199,-8.292,73.086,1.373,8.94,58.53,0.0,784.432,,241.995,5.0,0.35,2.388,0,10
77,2020-01-04 05:00:00,0.331,-6.375,67.075,1.268,14.363,154.931,0.0,784.482,,241.672,5.0,0.35,2.543,0,10
78,2020-01-04 06:00:00,0.425,-5.455,67.069,1.034,48.62,250.402,0.0,784.226,,238.766,5.0,0.35,2.728,0,10
79,2020-01-04 07:00:00,0.473,-5.325,66.623,0.828,156.201,223.455,0.0,783.758,,224.846,5.0,0.35,2.737,0,10
80,2020-01-04 08:00:00,0.468,-3.246,60.992,0.9,178.802,225.882,0.0,783.257,,230.742,5.0,0.35,2.931,0,10
81,2020-01-04 09:00:00,0.41,-3.841,65.513,1.045,65.878,232.402,0.0,783.118,,247.203,5.0,0.35,3.011,0,10
82,2020-01-04 10:00:00,0.307,-4.265,70.75,1.156,48.077,173.028,0.0,783.146,,255.291,5.0,0.35,3.15,0,10
83,2020-01-04 11:00:00,0.169,-4.17,69.601,1.219,32.401,99.701,0.0,783.449,,248.049,5.0,0.35,3.121,0,10
84,2020-01-04 12:00:00,0.006,-3.854,70.806,1.286,4.64,40.75,0.0,783.584,,240.577,5.0,0.35,3.251,0,10
85,2020-01-04 13:00:00,0.0,-3.647,71.217,1.132,0.0,0.05,0.0,783.519,,227.746,5.0,0.35,3.322,0,10
86,2020-01-04 14:00:00,0.0,-5.07,74.905,1.153,0.0,0.0,0.0,783.58,,245.58,5.0,0.35,3.138,0,10
87,2020-01-04 15:00:00,0.0,-4.805,73.134,1.383,0.0,0.0,0.0,783.423,,215.3,5.0,0.35,3.126,0,10
88,2020-01-04 16:00:00,0.0,-4.751,68.774,1.828,0.0,0.0,0.0,783.031,,222.889,5.0,0.35,2.951,0,10
89,2020-01-04 17:00:00,0.0,-6.535,70.409,1.837,0.0,0.0,0.0,782.834,,202.001,5.0,0.35,2.637,0,10
90,2020-01-04 18:00:00,0.0,-7.657,69.4,2.093,0.0,0.0,0.0,782.489,,198.698,5.0,0.35,2.383,0,10
91,2020-01-04 19:00:00,0.0,-7.519,68.104,2.182,0.0,0.0,0.0,782.231,,191.726,5.0,0.35,2.364,0,10
92,2020-01-04 20:00:00,0.0,-7.925,68.322,2.157,0.0,0.0,0.0,781.766,,188.527,5.0,0.35,2.298,0,10
93,2020-01-04 21:00:00,0.0,-8.495,69.561,2.187,0.0,0.0,0.0,781.457,,192.385,5.0,0.35,2.237,0,10
94,2020-01-04 22:00:00,0.0,-10.228,66.711,2.368,0.0,0.0,0.0,780.991,,193.481,5.0,0.35,1.872,0,10
95,2020-01-04 23:00:00,0.0,-10.292,66.06,2.465,0.0,0.0,0.0,780.676,,192.799,5.0,0.35,1.844,0,10
96,2020-01-05 00:00:00,0.0,-10.314,65.917,2.389,0.0,0.0,0.0,780.317,,182.443,5.0,0.35,1.837,0,10
97,2020-01-05 01:00:00,0.0,-10.744,67.224,2.666,0.0,0.0,0.0,779.801,,182.153,5.0,0.35,1.81,0,10
98,2020-01-05 02:00:00,0.0,-11.793,67.406,2.784,0.0,0.0,0.0,779.316,,189.963,5.0,0.35,1.668,0,10
99,2020-01-05 03:00:00,0.04,-11.92,66.648,2.661,0.327,2.137,0.0,779.329,,190.128,5.0,0.35,1.633,0,10
100,2020-01-05 04:00:00,0.199,-11.543,67.971,2.634,47.669,47.342,0.0,779.194,,192.986,5.0,0.35,1.717,0,10
101,2020-01-05 05:00:00,0.331,-7.714,59.359,2.189,124.741,113.206,0.0,779.231,,202.953,5.0,0.35,2.029,0,10
102,2020-01-05 06:00:00,0.427,-4.906,54.204,1.419,225.698,144.832,0.0,778.754,,199.072,5.0,0.35,2.299,0,10
103,2020-01-05 07:00:00,0.475,-4.467,54.611,1.084,321.927,137.753,0.0,777.927,,199.418,5.0,0.35,2.395,0,10
104,2020-01-05 08:00:00,0.47,-3.577,49.541,1.031,348.588,137.834,0.0,777.347,,193.968,5.0,0.35,2.323,0,10
105,2020-01-05 09:00:00,0.412,-3.695,48.47,1.105,320.243,127.525,0.0,776.753,,191.211,5.0,0.35,2.253,0,10
106,2020-01-05 10:00:00,0.309,-3.618,51.021,1.235,227.971,120.791,0.0,776.552,,200.89,5.0,0.35,2.385,0,10
107,2020-01-05 11:00:00,0.172,-3.254,50.857,1.221,93.844,109.145,0.0,776.428,,206.564,5.0,0.35,2.443,0,10
108,2020-01-05 12:00:00,0.009,-3.193,53.885,1.624,11.075,44.623,0.0,776.722,,217.881,5.0,0.35,2.6,0,10
109,2020-01-05 13:00:00,0.0,-2.723,51.237,1.644,0.0,0.092,0.0,776.428,,232.535,5.0,0.35,2.561,0,10
110,2020-01-05 14:00:00,0.0,-3.267,53.441,1.366,0.0,0.0,0.0,776.866,,236.179,5.0,0.35,2.565,0,10
111,2020-01-05 15:00:00,0.0,-2.416,48.699,1.365,0.0,0.0,0.0,776.76,,245.302,5.0,0.35,2.49,0,10
112,2020-01-05 16:00:00,0.0,-1.975,45.97,1.344,0.0,0.0,0.0,776.452,,252.481,5.0,0.35,2.429,0,10
113,2020-01-05 17:00:00,0.0,-2.758,52.812,1.297,0.0,0.0,0.0,776.361,,256.89,5.0,0.35,2.632,0,10
114,2020-01-05 18:00:00,0.0,-2.755,51.489,1.143,0.0,0.0,0.0,776.605,,255.639,5.0,0.35,2.567,0,10
115,2020-01-05 19:00:00,0.0,-2.945,53.548,1.133,0.0,0.0,0.0,776.939,,260.933,5.0,0.35,2.632,0,10
116,2020-01-05 20:00:00,0.0,-3.494,60.049,1.261,0.0,0.0,0.0,776.816,,258.974,5.0,0.35,2.833,0,10
117,2020-01-05 21:00:00,0.0,-4.706,64.074,1.358,0.0,0.0,0.0,776.945,,257.235,5.0,0.35,2.759,0,10
118,2020-01-05 22:00:00,0.0,-4.185,68.781,1.328,0.0,0.0,0.0,777.863,,237.715,5.0,0.35,3.081,0,10
119,2020-01-05 23:00:00,0.0,-4.035,65.385,1.335,0.0,0.0,0.0,777.92,,239.863,5.0,0.35,2.962,0,10
120,2020-01-06 00:00:00,0.0,-4.754,67.609,1.207,0.0,0.0,0.0,778.181,,216.608,5.0,0.35,2.901,0,10
121,2020-01-06 01:00:00,0.0,-5.084,68.179,1.29,0.0,0.0,0.0,778.281,,210.357,5.0,0.35,2.853,0,10
122,2020-01-06 02:00:00,0.0,-5.744,70.414,1.291,0.0,0.0,0.0,778.451,,193.212,5.0,0.35,2.802,0,10
123,2020-01-06 03:00:00,0.04,-5.336,69.305,1.288,0.494,1.941,0.0,778.909,,198.255,5.0,0.35,2.845,0,10
124,2020-01-06 04:00:00,0.199,-5.204,63.849,1.03,28.459,52.333,0.0,779.441,,206.918,5.0,0.35,2.647,0,10
125,2020-01-06 05:00:00,0.332,-3.718,59.2,0.542,95.781,120.156,0.0,780.179,,229.921,5.0,0.35,2.746,0,10
126,2020-01-06 06:00:00,0.428,-4.605,66.62,0.804,128.341,183.537,0.0,780.538,,230.071,5.0,0.35,2.891,0,10
127,2020-01-06 07:00:00,0.477,-4.576,71.793,1.15,125.729,218.857,0.0,780.615,,237.678,5.0,0.35,3.122,0,10
128,2020-01-06 08:00:00,0.472,-4.287,76.312,1.164,106.221,205.163,0.0,780.65,,240.485,5.0,0.35,3.392,0,10
129,2020-01-06 09:00:00,0.415,-5.022,81.174,0.991,158.204,177.697,0.0,780.964,,234.055,5.0,0.35,3.413,0,10
130,2020-01-06 10:00:00,0.312,-5.887,84.815,0.972,59.571,132.402,0.0,781.458,,255.001,5.0,0.35,3.338,0,10
131,2020-01-06 11:00:00,0.174,-6.19,88.545,1.157,31.24,67.22,0.0,781.994,,259.606,5.0,0.35,3.405,0,10
132,2020-01-06 12:00:00,0.011,-5.433,89.263,0.93,5.342,22.98,0.0,782.122,,264.828,5.0,0.35,3.637,0,10
133,2020-01-06 13:00:00,0.0,-5.536,90.975,0.678,0.0,0.078,0.0,782.778,,267.192,5.0,0.35,3.678,0,10
134,2020-01-06 14:00:00,0.0,-5.583,91.938,0.56,0.0,0.0,0.0,783.131,,259.045,5.0,0.35,3.704,0,10
135,2020-01-06 15:00:00,0.0,-5.369,90.531,0.328,0.0,0.0,0.0,783.211,,262.738,5.0,0.35,3.707,0,10
136,2020-01-06 16:00:00,0.0,-5.051,89.46,0.576,0.0,0.0,0.0,783.749,,257.815,5.0,0.35,3.753,0,10
137,2020-01-06 17:00:00,0.0,-5.473,90.225,0.682,0.0,0.0,0.0,783.572,,255.3,5.0,0.35,3.665,0,10
138,2020-01-06 18:00:00,0.0,-5.599,91.639,0.538,0.0,0.0,0.0,783.959,,263.726,5.0,0.35,3.687,0,10
139,2020-01-06 19:00:00,0.0,-5.158,85.829,0.3,0.0,0.0,0.0,783.739,,257.351,5.0,0.35,3.571,0,10
140,2020-01-06 20:00:00,0.0,-5.857,92.117,0.331,0.0,0.0,0.0,783.979,,257.06,5.0,0.35,3.634,0,10
141,2020-01-06 21:00:00,0.0,-6.174,91.977,0.269,0.0,0.0,0.0,783.793,,259.138,5.0,0.35,3.541,0,10
142,2020-01-06 22:00:00,0.0,-6.512,92.931,0.433,0.0,0.0,0.0,784.198,,247.105,5.0,0.35,3.486,0,10
143,2020-01-06 23:00:00,0.0,-6.899,90.992,0.562,0.0,0.0,0.0,784.214,,250.373,5.0,0.35,3.313,0,10
144,2020-01-07 00:00:00,0.0,-6.736,88.451,0.525,0.0,0.0,0.0,784.041,,255.446,5.0,0.35,3.261,0,10
145,2020-01-07 01:00:00,0.0,-6.42,84.826,0.531,0.0,0.0,0.0,784.147,,255.737,5.0,0.35,3.205,0,10
146,2020-01-07 02:00:00,0.0,-6.548,88.473,0.508,0.0,0.0,0.0,784.372,,245.458,5.0,0.35,3.31,0,10
147,2020-01-07 03:00:00,0.04,-6.486,85.388,0.98,0.11,1.55,0.0,784.539,,252.317,5.0,0.35,3.21,0,10
148,2020-01-07 04:00:00,0.2,-6.642,82.665,0.872,10.142,49.327,0.0,785.069,,252.077,5.0,0.35,3.07,0,10
149,2020-01-07 05:00:00,0.333,-6.49,80.56,0.426,52.259,133.014,0.0,785.203,,236.136,5.0,0.35,3.027,0,10
150,2020-01-07 06:00:00,0.429,-5.792,78.799,0.617,138.153,170.604,0.0,785.406,,241.501,5.0,0.35,3.124,0,10
151,2020-01-07 07:00:00,0.479,-6.847,87.435,0.83,262.63,163.439,0.0,784.941,,218.492,5.0,0.35,3.197,0,10
152,2020-01-07 08:00:00,0.474,-6.363,86.08,0.941,158.347,119.564,0.0,784.844,,236.657,5.0,0.35,3.267,0,10
153,2020-01-07 09:00:00,0.417,-6.518,87.385,1.054,125.892,113.269,0.0,784.592,,254.12,5.0,0.35,3.277,0,10
154,2020-01-07 10:00:00,0.315,-7.021,84.726,0.994,94.338,132.881,0.0,785.037,,237.005,5.0,0.35,3.056,0,10
155,2020-01-07 11:00:00,0.177,-6.526,83.902,0.846,51.328,101.002,0.0,784.874,,249.927,5.0,0.35,3.144,0,10
156,2020-01-07 12:00:00,0.014,-6.341,87.479,0.634,14.248,31.85,0.0,785.375,,230.427,5.0,0.35,3.325,0,10
157,2020-01-07 13:00:00,0.0,-6.173,87.964,0.203,0.007,0.199,0.0,785.441,,237.585,5.0,0.35,3.387,0,10
158,2020-01-07 14:00:00,0.0,-7.337,89.9,0.093,0.0,0.0,0.0,785.88,,255.342,5.0,0.35,3.164,0,10
159,2020-01-07 15:00:00,0.0,-6.666,87.569,0.194,0.0,0.0,0.0,785.769,,227.599,5.0,0.35,3.246,0,10
160,2020-01-07 16:00:00,0.0,-6.346,85.909,0.431,0.0,0.0,0.0,786.149,,234.153,5.0,0.35,3.264,0,10
161,2020-01-07 17:00:00,0.0,-7.088,87.518,0.845,0.0,0.0,0.0,785.777,,220.9,5.0,0.35,3.141,0,10
162,2020-01-07 18:00:00,0.0,-7.02,86.721,1.061,0.0,0.0,0.0,785.824,,227.37,5.0,0.35,3.128,0,10
163,2020-01-07 19:00:00,0.0,-6.901,83.294,1.179,0.0,0.0,0.0,785.791,,200.173,5.0,0.35,3.032,0,10
164,2020-01-07 20:00:00,0.0,-7.808,83.495,1.29,0.0,0.0,0.0,785.584,,205.78,5.0,0.35,2.833,0,10
165,2020-01-07 21:00:00,0.0,-7.723,79.676,1.3,0.0,0.0,0.0,785.671,,209.569,5.0,0.35,2.722,0,10
166,2020-01-07 22:00:00,0.0,-7.798,74.65,0.953,0.0,0.0,0.0,785.528,,205.265,5.0,0.35,2.535,0,10
167,2020-01-07 23:00:00,0.0,-7.547,70.778,1.257,0.0,0.0,0.0,785.621,,184.192,5.0,0.35,2.451,0,10
168,2020-01-08 00:00:00,0.0,-7.919,68.621,1.376,0.0,0.0,0.0,785.561,,185.094,5.0,0.35,2.309,0,10
169,2020-01-08 01:00:00,0.0,-7.752,64.781,1.534,0.0,0.0,0.0,785.526,,188.947,5.0,0.35,2.208,0,10
170,2020-01-08 02:00:00,0.0,-8.459,65.181,1.718,0.0,0.0,0.0,785.634,,181.962,5.0,0.35,2.102,0,10
171,2020-01-08 03:00:00,0.041,-9.449,67.142,1.632,0.452,1.845,0.0,785.859,,189.663,5.0,0.35,2.004,0,10
172,2020-01-08 04:00:00,0.201,-8.556,59.332,1.243,47.189,44.675,0.0,786.115,,184.772,5.0,0.35,1.899,0,10
173,2020-01-08 05:00:00,0.334,-5.716,51.735,0.26,188.101,71.259,0.0,786.135,,173.622,5.0,0.35,2.063,0,10
174,2020-01-08 06:00:00,0.431,-6.036,61.546,0.652,316.457,82.913,0.0,786.086,,178.015,5.0,0.35,2.395,0,10
175,2020-01-08 07:00:00,0.481,-6.575,62.662,1.052,412.378,74.66,0.0,785.705,,176.19,5.0,0.35,2.339,0,10
176,2020-01-08 08:00:00,0.477,-5.059,58.443,1.037,425.347,84.103,0.0,785.543,,178.421,5.0,0.35,2.45,0,10
177,2020-01-08 09:00:00,0.42,-5.02,61.584,1.022,336.951,103.815,0.0,785.521,,192.648,5.0,0.35,2.589,0,10
178,2020-01-08 10:00:00,0.318,-5.419,62.761,1.209,293.542,77.281,0.0,785.822,,188.897,5.0,0.35,2.56,0,10
179,2020-01-08 11:00:00,0.18,-5.912,69.089,0.991,158.48,63.621,0.0,786.036,,197.643,5.0,0.35,2.714,0,10
180,2020-01-08 12:00:00,0.017,-5.216,69.962,0.384,47.995,24.103,0.0,786.207,,180.468,5.0,0.35,2.898,0,10
181,2020-01-08 13:00:00,0.0,-5.632,74.261,0.918,0.071,0.309,0.0,786.421,,184.463,5.0,0.35,2.98,0,10
182,2020-01-08 14:00:00,0.0,-8.1,81.453,1.395,0.0,0.0,0.0,786.326,,175.843,5.0,0.35,2.702,0,10
183,2020-01-08 15:00:00,0.0,-7.482,74.777,1.467,0.0,0.0,0.0,786.196,,175.007,5.0,0.35,2.603,0,10
184,2020-01-08 16:00:00,0.0,-7.162,67.394,1.568,0.0,0.0,0.0,786.122,,178.619,5.0,0.35,2.405,0,10
185,2020-01-08 17:00:00,0.0,-7.596,64.218,1.7,0.0,0.0,0.0,785.672,,178.401,5.0,0.35,2.215,0,10
186,2020-01-08 18:00:00,0.0,-6.971,57.864,1.764,0.0,0.0,0.0,785.714,,196.017,5.0,0.35,2.095,0,10
187,2020-01-08 19:00:00,0.0,-7.275,58.98,1.787,0.0,0.0,0.0,785.319,,169.014,5.0,0.35,2.086,0,10
188,2020-01-08 20:00:00,0.0,-8.013,56.65,1.704,0.0,0.0,0.0,785.009,,171.333,5.0,0.35,1.892,0,10
189,2020-01-08 21:00:00,0.0,-8.542,60.874,1.734,0.0,0.0,0.0,784.87,,175.313,5.0,0.35,1.951,0,10
190,2020-01-08 22:00:00,0.0,-9.215,60.246,1.744,0.0,0.0,0.0,784.996,,191.072,5.0,0.35,1.831,0,10
191,2020-01-08 23:00:00,0.0,-9.471,58.869,1.66,0.0,0.0,0.0,784.595,,186.309,5.0,0.35,1.754,0,10
192,2020-01-09 00:00:00,0.0,-9.299,58.655,1.842,0.0,0.0,0.0,784.278,,188.715,5.0,0.35,1.771,0,10
193,2020-01-09 01:00:00,0.0,-9.454,59.35,1.887,0.0,0.0,0.0,784.571,,192.637,5.0,0.35,1.77,0,10
194,2020-01-09 02:00:00,0.0,-9.223,58.783,1.94,0.0,0.0,0.0,784.142,,200.426,5.0,0.35,1.786,0,10
195,2020-01-09 03:00:00,0.041,-8.783,58.668,1.954,0.459,1.892,0.0,784.327,,203.35,5.0,0.35,1.845,0,10
196,2020-01-09 04:00:00,0.202,-7.192,53.524,2.181,54.266,37.688,0.0,784.362,,197.601,5.0,0.35,1.905,0,10
197,2020-01-09 05:00:00,0.335,-2.399,47.549,1.376,159.642,80.488,0.0,784.428,,198.168,5.0,0.35,2.434,0,10
198,2020-01-09 06:00:00,0.433,-2.013,43.173,1.059,194.637,146.058,0.0,784.269,,204.429,5.0,0.35,2.274,0,10
199,2020-01-09 07:00:00,0.483,-2.44,43.123,0.858,190.423,185.499,0.0,783.843,,221.994,5.0,0.35,2.201,0,10
200,2020-01-09 08:00:00,0.479,-0.509,37.354,0.741,173.818,219.775,0.0,783.399,,225.437,5.0,0.35,2.198,0,10
