,time,SW_diffuse,cld,sea,Discharge,temp,RH,wind,SW_global,ppt,vp_a,press,LW_in,snow_h,alb,SW_direct,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,s_cone,vp_ice
304,2021-12-16 00:00:00,0.0,0.43,0.0,0.0,-2.99,91.505,0.295,0.38,0.0,5.117,91.01,249.245,53.37,0.838,0.38,-9.109798818647961,-1.6814126068143893,0.01592042800520568,32291.021107330933,35.21376347582435,0.0,204.06482983726863,0.0,-0.3730042135038944,1908.4800000000002,-8.965850991913753,0.0009800615480004618,-18.077191680485782,0.8399167279523267,6.1072804347799945,0.0,2.1631634642917077,1038.1991416732712,152.14018448078895,0.6978683810792509,6.941529146167318,0.0,0.0,1.1745035039620886,1.0603755224112006e-05,0.0,0.0,-8.965850991913753,0.0,,35441.765078841425,0.0,0.10053064602546978,2.8116799176354603
305,2021-12-16 01:00:00,0.0,0.43,0.0,0.0,-2.78,91.225,0.34,0.405,0.0,4.667,91.025,252.605,53.3,0.836,0.405,-9.482803032151855,-1.6989092836092201,0.015921001275601112,32292.195610834893,35.215044286624746,0.0,204.06482983726863,0.0,-0.16385192988508143,1908.4800000000002,-3.938486309007343,0.0010574729047254261,-13.209827119695063,1.060437236881355,5.943161955173192,0.0,2.266684145728448,1038.1991416732712,152.14023985320978,0.6978937642610387,6.941529146167318,0.0,0.0,1.142941961814422,8.418622632582297e-06,0.0,0.0,-3.9384863090073434,0.0,,35442.93958234539,0.0,0.10053525187091816,2.720550757913785
306,2021-12-16 02:00:00,0.0,0.43,0.0,0.0,-3.145,91.245,0.55,-0.13,0.0,4.683,91.02,247.995,53.34,0.835,-0.13,-9.646654962036937,-1.7172426238878202,0.015921559140334923,32293.338552796708,35.21629067916762,0.0,204.06482983726863,0.0,-0.13731743152289377,1908.4800000000002,-3.300680220368964,-0.0003415174435601842,-17.159696613772553,1.6638459047815806,9.886456491656329,0.0,2.3090555144092377,1038.1991416732712,152.14029373956373,0.697918465339828,6.941529146167318,0.0,0.0,1.9012858921567553,8.192392387952677e-06,0.0,0.0,-3.300680220368964,0.0,,35444.0825243072,0.0,0.10053890858419463,2.6813799218764105
307,2021-12-16 03:00:00,0.0,0.43,0.0,0.0,-3.97,93.195,0.43,-0.37,0.0,4.867,91.055,245.56,53.21,0.833,-0.37,-9.78397239355983,-1.7359180168757573,0.015922487147952642,32295.239838688864,35.218364055276844,0.0,204.06482983726863,0.0,-0.2900100361714441,1908.4800000000002,-6.970931363073028,-0.000983850480871994,-19.042416559686444,1.1636854887290669,8.565185927546922,0.0,2.3435976308182997,1038.1991416732712,152.1403833837878,0.6979595556262924,6.941529146167318,0.0,0.0,1.647190454625522,1.362805380652367e-05,0.0,0.0,-6.970931363073028,0.0,,35445.98381019936,0.0,0.10054246703338779,2.648950253590006
308,2021-12-16 04:00:00,0.0,0.43,0.0,0.0,-3.575,92.915,0.37,0.24,0.0,4.917,91.02,248.275,52.94,0.832,0.24,-10.073982429731274,-1.7548716780536808,0.015923291131601014,32296.88702914349,35.22016033712485,0.0,204.06482983726863,0.0,-0.16066791986524237,1908.4800000000002,-3.86195269796185,0.0006420270984261531,-15.163854210730136,1.1188594673085945,7.759876544281981,0.0,2.4225234740792856,1038.1991416732712,152.14046105182396,0.6979951544428203,6.941529146167318,0.0,0.0,1.4923203309509347,1.180673932888243e-05,0.0,0.0,-3.8619526979618497,0.0,,35447.631000653986,0.0,0.10054838651965646,2.581634785635594
309,2021-12-16 05:00:00,0.0,0.43,0.0,0.0,-3.33,91.62,0.4,0.3,0.0,4.8,90.99,251.525,53.005,0.83,0.3,-10.234650349596516,-1.7744626565511266,0.015924019523020284,32298.379349474442,35.22178773116079,0.0,204.06482983726863,0.0,0.024067592721409414,1908.4800000000002,0.5785094169505185,0.0008121249956740347,-11.270885471615799,1.2846594930987814,8.100323667034624,0.0,2.463599603437238,1038.1991416732712,152.14053142083705,0.6980274062310172,6.941529146167318,0.0,0.0,1.557793248097034,1.0696655082313297e-05,0.0,0.0,0.5785094169505189,0.0,,35449.12332098494,0.0,0.10055351490214659,2.5450182052459662
310,2021-12-16 06:00:00,0.0,0.43,0.0,0.0,-3.37,92.01,0.385,-0.135,0.0,4.55,91.005,248.295,52.9,0.829,-0.135,-10.210582756875105,-1.7943849069161764,0.01592477987024758,32299.937142722538,35.223486524233955,0.0,204.06482983726863,0.0,-0.1667499628918437,1908.4800000000002,-4.008145929911349,-0.0003676235433046655,-14.597125312774295,1.2252161950285594,6.913346672276558,0.0,2.450784139101134,1038.1991416732712,152.14060488060002,0.6980610730094226,6.941529146167318,0.0,0.0,1.3295234129529423,1.11659467552949e-05,0.0,0.0,-4.0081459299113495,0.0,,35450.68111423303,0.0,0.10055816111013877,2.550472856457055
311,2021-12-16 07:00:00,0.0,0.43,0.0,0.0,-3.81,92.13,0.44,-0.425,0.0,4.25,91.06,242.7,52.76,0.827,-0.425,-10.37733271976695,-1.8142025769339025,0.015925428799805356,32301.266666135492,35.22493638618919,0.0,204.06482983726863,0.0,-0.3671164897936901,1908.4800000000002,-8.824328586653582,-0.001170917152505689,-19.525879537930336,1.3451291631477165,6.864027017578046,0.0,2.493565687703498,1038.1991416732712,152.1406675787768,0.6980898064566777,6.941529146167318,0.0,0.0,1.320039167780584,9.529750170080165e-06,0.0,0.0,-8.824328586653582,0.0,,35452.01063764599,0.0,0.10056301116229535,2.5128992679557105
312,2021-12-16 08:00:00,0.0,0.43,0.0,0.0,-4.85,94.06,0.535,1.91,0.0,4.483,91.095,237.915,52.665,0.826,1.91,-10.744449209560639,-1.8343653679146863,0.015926073099386522,32302.586705303274,35.22637590545613,0.0,204.06482983726863,0.0,-0.3713331111321801,1908.4800000000002,-8.925682933981435,0.005292871133850118,-22.84853732177342,1.4685443087572936,9.854424401111638,0.0,2.594592806789203,1038.1991416732712,152.14072983221948,0.698118334931944,6.941529146167318,0.0,0.0,1.8951311635047772,9.461765153573666e-06,0.0,0.0,-8.925682933981433,0.0,,35453.33067681377,0.0,0.10056715051641317,2.431954381797026
313,2021-12-16 09:00:00,53.263,0.524,0.112,0.0,-4.41,94.31,0.565,14.695,0.0,4.85,91.115,240.76,52.54,0.824,-38.568,-11.11578232069282,-1.855344208093397,0.07142968127734096,32304.48183646678,35.228442569756574,0.0,204.06482983726863,0.0,0.3117063468472675,1908.4800000000002,7.492442599545078,8.889425609239213,-18.530629588330726,1.7647538214193579,12.672285289553352,0.0,2.6966074676638803,1038.1991416732712,152.14081921157643,0.6981592922033977,6.941529146167318,0.0,0.0,2.437043088078526,1.3583898951466418e-05,0.0,0.0,7.492442599545078,0.0,,35455.22580797727,0.0,0.1005712603421685,2.352511577030385
314,2021-12-16 10:00:00,87.381,0.414,0.226,0.0,-3.405,91.73,0.41,113.48,0.0,4.85,91.105,242.735,52.23,0.823,26.099,-10.804075973845551,-1.877146631739458,0.12700115561960812,32306.918879554858,35.231100195806825,0.0,204.06482983726863,0.0,0.4669814505428782,1908.4800000000002,11.224768916749715,16.053121759411365,-17.791603505776663,1.4128665002851435,8.950902682303592,0.0,2.599481480526277,1038.1991416732712,152.14093415655108,0.6982119611886505,6.941529146167318,0.0,0.0,1.7213747557121384,1.746819863349772e-05,0.0,0.0,11.224768916749715,0.0,,35457.66285106535,0.0,0.10057716066623129,2.419034761480329
315,2021-12-16 11:00:00,99.718,0.368,0.307,0.0,-0.82,84.915,0.585,358.725,0.0,4.55,91.13,243.59,52.135,0.821,259.007,-10.337094523302673,-1.8981622095596948,0.16552570028526964,32308.64025431057,35.23297737656551,0.0,204.06482983726863,0.0,0.9332769215622192,1908.4800000000002,22.43304903801435,25.523666394627853,-18.79653430359602,2.593706078674078,10.654838186656784,0.0,2.457372681651652,1038.1991416732712,152.1410153516624,0.6982491632644227,6.941529146167318,0.0,0.0,2.049064761394755,1.2338433236852905e-05,0.0,0.0,22.43304903801435,0.0,,35459.384225821064,0.0,0.10058474818537062,2.5219194789371446
316,2021-12-16 12:00:00,103.872,0.35,0.346,0.0,-3.255,93.06,0.555,38.15,0.0,4.35,91.12,264.18,52.025,0.82,-65.722,-9.403817601740453,-1.918027857102721,0.18370322375155296,32310.689319071964,35.23521190738491,0.0,204.06482983726863,0.0,1.096909747242305,1908.4800000000002,26.36626876937304,16.52375821114808,-1.953485412063344,1.5896391617771621,8.026540847465297,0.0,2.179815961045843,1038.1991416732712,152.14111200908795,0.698293447324162,6.941529146167318,0.0,0.0,1.5436097824547241,1.4687234827738963e-05,0.0,0.0,26.366268769373043,0.0,,35461.433290582456,0.0,0.10059010753415226,2.7396193986526267
