,When,ghics,difcs,zen,sea,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,Discharge,Prec,ghi,dif,a,vp_a,LW_in,cld,e_a,T_s,T_bulk,f_cone,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,TotalE,SW,LW,Qs,Ql,Qf,Qg,meltwater,SA,h_ice,r_ice,ppt,dpt,cdt,$q_{T}$,$q_{melt}$,s_cone,input,vp_ice,thickness
10,2020-12-31 02:30:00,63.02092,4.07283,84.64296,0.0935,-13.8,31.2,2.812,623.486,-2.42,-0.807,60.0,0,-3.227,-0.807,0.35,0.65599,135.38768,0,0.52774,-10.61320483239965,-2.6784208196308943,0.04676412502303455,3673.0426605767507,4.005499084598419,437.59707898796063,12.402921012039391,167.89528877535543,0.0,0.19415973957854066,210.81101492785962,-251.64691974458663,-0.5981099686612333,-120.5271723226646,-20.573562299859873,-32.98265788823272,-111.67917518123356,1.7311000278326731,0.0,1189.969426491672,0.010098157653285554,19.462245032944278,0,0.0,0.0,2.074218205904529,-140.33974006572407,0.00045733849131191314,2701.7489642799665,2.469209380122205,0.00039910791572027874
11,2020-12-31 02:45:00,109.598,7.08294,82.06695,0.13846,-13.87,32.6,3.037,623.524,-2.397,-0.799,60.0,0,-3.196,-0.799,0.35,0.6815,135.98589,0,0.53065,-10.419045092821108,-2.9191208101599475,0.06910052965866685,4110.639739564711,4.482704187093469,436.4747008968271,13.525299103172907,180.29820978739482,0.0,-0.15824644257110856,210.81101492785962,-253.3374696335751,-0.6270120802346859,-120.68685241509806,-24.063044521123192,-35.96735781535874,-109.59678904042151,1.6362284233023952,0.0,1189.9694669317216,0.011301226798021218,19.462245032944278,0,0.0,0.0,-1.6905546583092814,-140.33973529640335,0.000518858828269407,3001.7489642799665,2.5123120493627793,0.0004010229942646257
12,2020-12-31 03:00:00,157.84112,10.20073,79.56401,0.18214,-13.82,33.89,3.191,623.561,-2.387,-0.796,60.0,0,-3.183,-0.796,0.35,0.71138,136.92387,0,0.5339,-10.577291535392217,-3.122410059983486,0.09066781413609988,4547.114440461538,4.958685322204513,436.29387596783073,13.706124032169274,193.82350889056772,0.0,0.011614966026596339,210.81101492785962,-253.21338107947807,-0.6580756470228659,-119.13104089412874,-23.758935466174517,-36.44821789000637,-111.29173068671412,1.626401614562187,0.0,1189.9695117976307,0.012501210231002835,19.462245032944278,0,0.0,0.0,0.12408326281043003,-140.33973000511668,0.0005806743661325464,3301.7489642799665,2.4771312118067654,0.0003999944102249429
13,2020-12-31 03:15:00,205.70683,13.29413,77.1417,0.22442,-13.94,30.46,2.702,623.56,-2.174,-0.724,60.0,0,-2.898,-0.724,0.35,0.63311,134.42263,0,0.52511,-10.56567656936562,-3.305081993511016,0.1113796740217456,4983.408316429369,5.43446926546278,437.86293386642,12.13706613357997,207.529632922737,0.0,0.03640392635188207,210.81101492785962,-252.8244702917891,-0.6279906173601286,-121.67759049926113,-20.934549729094773,-32.275675573273915,-111.16835426640313,1.5840148203300506,0.0,1189.9695611659072,0.0137006965288272,19.462245032944278,0,0.0,0.0,0.38890496541347375,-140.3397241828412,0.0006423313553930543,3601.7489642799665,2.479698026566032,0.0003998286834588917
14,2020-12-31 03:30:00,252.19603,16.29857,74.80829,0.26515,-13.93,30.87,2.873,623.558,-2.185,-0.728,60.0,0,-2.913,-0.728,0.35,0.64216,134.71548,0,0.52618,-10.529272643013737,-3.4674171931561344,0.13114460003356007,5421.271250295789,5.911964286036848,437.1017349185572,12.898265081442787,219.66669905631696,0.0,-0.09622478899145495,210.81101492785962,-253.8524381446605,-0.6594581181976638,-121.52678999261468,-22.433530171302625,-34.299903759439424,-110.77331656424359,1.5406567016980601,0.0,1189.9696152561587,0.014904496578353162,19.462245032944278,0,0.0,0.0,-1.027974232035163,-140.3397178036775,0.0007039628010867017,3901.7489642799665,2.487758778177203,0.0004012665837487709
15,2020-12-31 03:45:00,296.72209,19.17613,72.57274,0.30416,-14.07,39.71,1.445,623.557,-2.206,-0.736,60.0,0,-2.942,-0.736,0.35,0.8166,139.13039,0,0.5446,-10.625497432005192,-3.612556381852449,0.14987153247483928,5858.372985214346,6.388629209612155,444.2005752879965,5.799424712003579,232.56496413775974,0.0,1.3778795308800522,210.81101492785962,-239.13247531870664,-0.693300790415672,-116.73653551114595,-11.42835816040511,-15.42220588897496,-111.80426609988858,1.5299852431486856,0.0,1189.9696737930992,0.01610620389232134,19.462245032944278,0,0.0,0.0,14.719955922368143,-140.33971090009175,0.0007658158939589913,4201.7489642799665,2.466503972334347,0.00040056898719443234
16,2020-12-31 04:00:00,338.88568,21.90102,70.44473,0.3413,-14.25,36.35,2.192,623.555,-2.252,-0.75,60.0,0,-3.002,-0.75,0.35,0.73651,136.72678,0,0.53668,-9.247617901125139,-3.7459362230883575,0.16748965331227855,6302.573560502343,6.873035507636143,439.06500481218103,10.934995187819087,238.36438884976332,0.0,-0.6728328867118055,210.81101492785962,-246.3203751252377,-0.7326713545185133,-124.55433166311857,-25.17708818059549,-29.079046020409628,-97.05656376961329,1.2002798426081793,0.0,1189.9697379286104,0.0173274277803755,19.462245032944278,0,0.0,0.0,-7.187907370386554,-140.33970333623628,0.0008275614588685902,4501.7489642799665,2.787292597596072,0.00040707448995730585
17,2020-12-31 04:15:00,378.38491,24.45372,68.43462,0.37639,-14.39,34.25,3.111,623.568,-2.312,-0.771,60.0,0,-3.083,-0.771,0.35,0.686,135.064,0,0.5313,-9.920450787836945,-3.843198534309719,0.18392366511333302,6741.6385653145235,7.3518414016516065,435.31757386416456,14.682426135835458,249.2993840375824,0.0,-1.206187974419198,210.81101492785962,-259.2061335459299,-0.7775504839323168,-123.56268537184823,-31.92720334955245,-39.04445439295468,-104.26454410894567,1.3258497683487922,0.0,1189.969805927014,0.01853453263821502,19.462245032944278,0,0.0,0.0,-12.885766440119014,-140.33969531680944,0.0008903098152882612,4801.7489642799665,2.6261681272192003,0.0004023681264776748
18,2020-12-31 04:30:00,414.97557,26.81845,66.55341,0.40922,-14.42,28.67,2.401,623.58,-2.086,-0.695,60.0,0,-2.781,-0.695,0.35,0.57282,131.57052,0,0.5178,-11.126638762256142,-3.943639035834164,0.19909485653368605,7176.956139178688,7.826560675222125,439.57090535001316,10.429094649986835,263.98181017341784,0.0,0.22293101843974672,210.81101492785962,-256.8245418454359,-0.7217027159740248,-122.34826281736679,-18.156704729917514,-27.733719348399863,-117.16495784518378,1.5670862630062048,0.0,1189.9698778642264,0.01973133482548824,19.462245032944278,0,0.0,0.0,2.3815832165427366,-140.33968683285815,0.0009523327142804494,5101.7489642799665,2.3584685064204347,0.0003989338815203804
19,2020-12-31 04:45:00,448.45228,28.98193,64.8126,0.4396,-14.32,29.62,2.585,623.593,-2.311,-0.77,60.0,0,-3.081,-0.77,0.35,0.5967,132.53787,0,0.5208,-10.903707743816396,-4.055153874026187,0.21294359901849258,7616.5270445287015,8.30591826011854,438.6230648079613,11.376935192038692,274.4109048234047,0.0,0.019389476671869868,210.81101492785962,-256.6173939913426,-0.8203732272656286,-122.24615865077783,-20.27823347703512,-30.254275925079952,-114.76675018708755,1.4941215508234775,0.0,1189.9699550702828,0.020939830536595743,19.462245032944278,0,0.0,0.0,0.2071387487594194,-140.33967772752425,0.001013826246257226,5401.7489642799665,2.405981883232753,0.000402831696678552
20,2020-12-31 05:00:00,478.63884,30.93279,63.22403,0.46733,-14.53,35.54,1.441,623.605,-2.29,-0.763,60.0,0,-3.053,-0.763,0.35,0.70366,135.27268,0,0.53327,-10.884318267144526,-4.155340330613884,0.22541362825588848,8055.150109336662,8.78424221301708,444.01825803288926,5.981741967110866,285.78784001544335,0.0,1.0334716654099145,210.81101492785962,-245.5767548911273,-0.8314781856588901,-119.586707990968,-12.06328658208313,-15.907030893554774,-114.56331628110597,1.4680341486886936,0.0,1189.9700366831996,0.022145720385449985,19.462245032944278,0,0.0,0.0,11.040629475157388,-140.33966810246642,0.0010759206094235437,5701.7489642799665,2.41015555833186,0.00040196305029423126
21,2020-12-31 05:15:00,505.38315,32.66118,61.79967,0.49219,-14.66,36.45,2.874,623.632,-2.226,-0.742,60.0,0,-2.968,-0.742,0.35,0.71397,135.29134,0,0.53442,-9.850846601734611,-4.248417383793094,0.2364467636784036,8499.168367369552,9.268449691787952,436.5179288036026,13.48207119639751,291.7695819825542,0.0,-1.205207784961082,210.81101492785962,-258.45203962605024,-0.8244148223662822,-123.60900220547887,-31.739282820661963,-35.8523835500336,-103.5015993071664,1.22225952962329,0.0,1189.9701239530164,0.023366443035551004,19.462245032944278,0,0.0,0.0,-12.875295027128487,-140.33965781026086,0.001137881079390549,6001.7489642799665,2.642432901413036,0.00040690728660740217
22,2020-12-31 05:30:00,528.55448,34.15866,60.55132,0.51398,-15.05,36.08,3.624,623.659,-1.999,-0.666,60.0,0,-2.665,-0.666,0.35,0.68426,133.6915,0,0.5313,-11.056054386695694,-4.321863212636671,0.24599819038229478,8935.686296173155,9.74447796747345,435.1092235405295,14.890776459470478,305.2516531789517,0.0,-1.0275874140790486,210.81101492785962,-269.4297966934772,-0.7525377486732348,-120.50099798570457,-33.23922224679456,-39.59849941947597,-116.40621021213201,1.4691714998271688,0.0,1189.970214312203,0.02456654531338632,19.462245032944278,0,0.0,0.0,-10.97776772397718,-140.33964715371064,0.0012006036814354141,6301.7489642799665,2.373419103900287,0.0004000338042976733
23,2020-12-31 05:45:00,548.04195,35.41807,59.4902,0.5325,-15.06,34.45,3.669,623.686,-2.292,-0.764,60.0,0,-3.056,-0.764,0.35,0.6528,132.77589,0,0.52774,-12.083641800774743,-4.405833328250436,0.25402567376936475,9370.795519713685,10.218970032403146,436.5117505106439,13.48824948935599,320.1424296384222,0.0,0.028794843520031078,210.81101492785962,-269.1221687872156,-0.8750474487815996,-117.45355772839952,-25.07911618513328,-35.86880768643238,-127.38948412899964,1.675036704098388,0.0,1189.9703088825624,0.025762774690972972,19.462245032944278,0,0.0,0.0,0.307616753066668,-140.33963600051564,0.0012622667771267832,6601.7489642799665,2.164095006227013,0.0003987428082004122
24,2020-12-31 06:00:00,563.75371,36.43347,58.62664,0.54757,-14.87,33.93,2.965,623.713,-2.182,-0.727,60.0,0,-2.909,-0.727,0.35,0.65316,133.16362,0,0.52773,-12.054846957254712,-4.497124350675805,0.26049503107286487,9807.30727022433,10.694991570582694,439.0618514009324,10.938148599067711,333.6306791277782,0.0,0.6090241400258565,210.81101492785962,-262.6159217262237,-0.8420101025706443,-117.17624425263523,-19.17011981342761,-29.087415389600274,-127.07638560958344,1.6488380519931933,0.0,1189.9704082750152,0.026962859983060486,19.462245032944278,0,0.0,0.0,6.5062353391032275,-140.339624278627,0.0013237308772633175,6901.7489642799665,2.169722991772869,0.0004000280802187011
25,2020-12-31 06:15:00,575.61646,37.20012,57.96958,0.55904,-14.9,36.07,2.414,623.773,-2.105,-0.702,60.0,0,-2.807,-0.702,0.35,0.69263,134.22438,0,0.53218,-11.445822817228855,-4.582987825475314,0.2653813100945065,10246.369121625263,11.173794025763645,440.6086651832664,9.391334816733579,344.5688277268459,0.0,0.4794326252391811,210.81101492785962,-257.4941066905099,-0.8194079775368085,-118.45941589630203,-19.15233691025332,-24.97402831982291,-120.56018311238556,1.4972372059677668,0.0,1189.9705128123676,0.028169956171345392,19.462245032944278,0,0.0,0.0,5.121802707061434,-140.33961194997465,0.0013853931002009126,7201.7489642799665,2.2919352121413823,0.0004023650099627477
26,2020-12-31 06:30:00,583.57529,37.71447,57.52618,0.56678,-15.24,36.14,3.046,623.832,-2.174,-0.724,60.0,0,-2.898,-0.724,0.35,0.67467,133.04374,0,0.53029,-10.966390191989674,-4.657615669015958,0.2686615606131991,10686.97778680853,11.65428330077266,437.2714750604368,12.728524939563194,353.9601625435795,0.0,-0.8247912387057146,210.81101492785962,-266.30537981837097,-0.8502456513025117,-121.49678074045883,-29.902378783230063,-33.84849111018622,-115.43233469738169,1.3763600540021572,0.0,1189.9706223197645,0.029381304956422036,19.462245032944278,0,0.0,0.0,-8.811286042655084,-140.33959903518053,0.0014474155537380878,7501.7489642799665,2.3925365888979173,0.00040378250539454944
27,2020-12-31 06:45:00,587.59352,37.97416,57.30146,0.5707,-15.51,35.41,3.665,623.892,-1.994,-0.664,60.0,0,-2.658,-0.664,0.35,0.64636,131.69825,0,0.52713,-11.791181430695389,-4.723390156340608,0.27032075491490437,11124.249261868967,12.131133328101381,435.95384846567043,14.04615153432956,366.6886874831427,0.0,-0.7635476492101417,210.81101492785962,-274.4623841777876,-0.7819627304452076,-119.65436446842733,-31.31134405428018,-37.35240276130831,-124.25666462137454,1.541951696739606,0.0,1189.9707355553567,0.03058347893056032,19.462245032944278,0,0.0,0.0,-8.157017713894405,-140.33958568070287,0.0015096565122208405,7801.7489642799665,2.221882404476601,0.0004007242014085481
28,2020-12-31 07:00:00,587.65268,37.97798,57.29801,0.57076,-15.67,34.93,3.433,623.951,-1.99,-0.663,60.0,0,-2.653,-0.663,0.35,0.62915,130.87752,0,0.52515,-12.554729079905531,-4.794181542730462,0.27035421300119333,11560.203110334636,12.606546467104293,437.93504087024803,12.06495912975194,380.73483901747227,0.0,0.07803869458791736,210.81101492785962,-273.62867905429425,-0.7806531745170436,-117.55068106560537,-24.57159979912292,-32.08388910982071,-132.41883256928887,1.693087554239904,0.0,1189.9708529695188,0.03178203040359757,19.462245032944278,0,0.0,0.0,0.8336912762174506,-140.33957183342685,0.0015714260548457192,8101.7489642799665,2.073901725171636,0.00039951666440018617
29,2020-12-31 07:15:00,583.75249,37.72592,57.51588,0.56695,-15.35,36.28,2.335,624.098,-1.655,-0.552,60.0,0,-2.207,-0.552,0.35,0.67112,132.72486,0,0.52992,-12.476690385317614,-4.868980295376841,0.2687580298663287,11998.138151204885,13.084120121270322,441.9487480881808,8.051251911819183,392.79979814722424,0.0,1.0899299966883027,210.81101492785962,-261.9848879571001,-0.6479164506287032,-116.00105518337165,-15.418262148441249,-21.410387235123846,-131.57739779556195,1.6597436209034195,0.0,1189.97097546104,0.03298602869418955,19.462245032944278,0,0.0,0.0,11.643776651120973,-140.33955738735378,0.0016330094678080175,8401.748964279966,2.0886023364714363,0.0004013322284106916
30,2020-12-31 07:30:00,575.91086,37.21915,57.95255,0.55933,-15.43,38.22,1.741,624.246,0.354,0.118,60.0,0,0.472,0.118,0.35,0.70231,133.42931,0,0.53339,-11.38676038862931,-4.9396295521603175,0.2655458616151985,12440.086899293066,13.566070773492983,443.21626957775317,6.783730422246833,400.8510500590434,0.0,0.7439743395402285,210.81101492785962,-254.0369577661139,0.13780210275765717,-119.48266982175599,-16.18070135713677,-18.039713721353223,-119.91793338640562,1.4065446964268382,0.0,1189.9711036920746,0.03420106171865375,19.462245032944278,0,0.0,0.0,7.947915068025239,-140.33954226439275,0.0016948727466103313,8701.748964279966,2.3041195871938416,0.000405010426439969
31,2020-12-31 07:45:00,564.1639,36.45998,58.60306,0.54798,-15.72,36.98,3.109,624.393,5.666,1.889,60.0,0,7.555,1.889,0.35,0.6633,131.7708,0,0.52914,-10.642786049089082,-4.997374051179178,0.26072883768620236,12883.30316887082,14.049403673795878,436.3915163755023,13.60848362449758,407.63478048129025,0.0,-1.3881506589030412,210.81101492785962,-268.8666249470467,2.1880882363145147,-124.02873144619548,-36.29255435915939,-36.188513693216414,-111.96506428847326,1.23163691046691,0.0,1189.971236948779,0.035419579492143076,19.462245032944278,0,0.0,0.0,-14.829682896594136,-140.33952654873144,0.001757303006963517,9001.748964279966,2.462709640573136,0.00040617196401095465
32,2020-12-31 08:00:00,548.56596,35.45194,59.46033,0.53302,-15.41,35.32,2.973,624.54,13.732,4.578,60.0,0,18.31,4.578,0.35,0.6501,132.00452,0,0.52753,-12.030936707992124,-5.0461983496655805,0.2543258215815062,13319.694685246322,14.52529409514321,438.97628757518805,11.023712424811963,421.24326410578783,0.0,0.6819130719301578,210.81101492785962,-261.58169749282325,5.245761418272209,-118.42705810882998,-23.102810627157172,-29.31492835863624,-126.82142255000917,1.5238323749008889,0.0,1189.9713727109463,0.036619334229057623,19.462245032944278,0,0.0,0.0,7.284911443083473,-140.33951053759145,0.001819912319066345,9301.748964279966,2.174412273407072,0.0003999175833590463
33,2020-12-31 08:15:00,529.18977,34.19972,60.51546,0.5146,-15.4,37.26,2.241,624.675,68.025,22.675,60.0,0,90.7,22.675,0.35,0.68638,133.05245,0,0.53164,-11.349023636061967,-5.1046266857663545,0.2463621481788401,13758.67097282151,15.004003241899138,441.1385865296762,8.861413470323757,432.2669765305998,0.0,2.6361658344787995,210.81101492785962,-233.4193894307705,25.63196033441264,-120.005404252104,-20.881852072467815,-23.56480831680896,-119.5264084975883,1.3623150569769669,0.0,1189.971513839516,0.03782619517994355,19.462245032944278,0,0.0,0.0,28.162291418028744,-140.33949389356746,0.0018815575575721645,9601.748964279966,2.3119365164701007,0.00040228627153051066
34,2020-12-31 08:30:00,506.12661,32.70923,61.75818,0.49291,-15.37,36.35,2.454,624.81,101.4,33.8,0.0,0,135.2,33.8,0.35,0.67129,132.69015,0,0.52994,-8.712857801583167,-5.155195377232959,0.23687650681767644,14199.809559351186,15.485070402782101,-13.434011188498534,13.434011188498534,441.12839000092356,0.0,-15.507447164255007,210.81101492785962,-129.9423002385387,37.58253056435305,-130.71520136194445,-37.585790394024464,-35.72453318955576,0.0,0.7761609530771464,0.0,1189.9716602728638,0.03903900085779124,19.462245032944278,0,0.0,0.0,-165.66683342809446,0.0,0.001943567924250985,9901.748964279966,2.921753754758183,0.00040426779573131914
35,2020-12-31 08:45:00,479.48677,30.98759,63.17726,0.46815,-14.85,37.45,1.65,624.944,132.15,44.05,0.0,0,176.2,44.05,0.35,0.72211,135.12697,0,0.53534,-24.220304965838174,-5.183111170165171,0.2258936744667232,14186.375548162687,15.470420445106528,0.0,0.0,454.5624011894221,0.0,1.5342768368357877,210.81101492785962,16.009771611240183,48.036201902505354,-71.71639857267624,35.57886555501771,0.3809845505183799,0.0,4.111102726393364,0.0,1214.5065932637738,0.03821415976735837,19.661859660544355,0,0.1462210055065263,0.0,16.390756161758564,0.0,0.001943567924250985,9901.748964279966,0.6864153244249751,-1.2311181992528835e-05
36,2020-12-31 09:00:00,449.40038,29.04321,64.76093,0.4405,-14.24,37.4,0.841,625.079,163.95,54.65,0.0,0,218.6,54.65,0.35,0.75841,137.32073,0,0.53893,-22.686028129002388,-5.334164683931489,0.21347529013190578,14186.521769168194,15.470579900946776,-0.08381926369742873,0.08381926369742873,454.5624011894221,0.0,0.3257959559076842,210.81101492785962,3.6988873569540477,58.27202798113186,-74.66949077661647,16.34920922417651,-0.21839287019446185,0.0,3.747140928262146,0.0,1214.5149386450914,0.0382142910598474,19.661927212847207,0,0.0,0.0,3.4804944867595857,0.0,0.001943567924250985,9901.895185285473,0.7985541695938079,1.312926921364174e-07
37,2020-12-31 09:15:00,416.01884,26.88587,66.49722,0.4102,-13.93,39.64,1.204,625.157,196.425,65.475,0.0,0,261.9,65.475,0.35,0.82459,139.61477,0,0.54531,-22.360232173094705,-5.471844741277692,0.1996796618372301,14186.437949904497,15.470488494988546,0.0,0.0,454.6462204531195,0.0,2.0205763382291297,210.81101492785962,21.584697161054283,68.05310042464565,-73.48060662925982,23.365143060448077,0.0012208890644240852,0.0,3.647060305220381,0.0,1214.51015476878,0.038214215798269315,19.661888489436954,0,0.00046857582511597115,0.0,21.585918050118707,0.0,0.001943567924250985,9901.895185285473,0.8244332419922547,-7.526128771420288e-08
38,2020-12-31 09:30:00,379.51758,24.52692,68.37428,0.37744,-14.16,39.02,1.425,625.234,228.375,76.125,0.0,0,304.5,76.125,0.35,0.79649,138.45004,0,0.54269,-20.339655834865574,-5.605847830700697,0.18455814414412092,14186.438418480322,15.47048900597636,-0.7302664481640423,0.7302664481640423,454.6462204531195,0.0,1.575795471487575,210.81101492785962,18.737033991309794,76.87775300979385,-81.5962917796019,20.273795581854834,-1.902732179634453,0.0,3.1817771792630087,0.0,1214.5101815121668,0.03821421621900583,19.661888705913316,0,0.0,0.0,16.834301811675342,0.0,0.001943567924250985,9901.895653861298,1.0029057430845434,4.2073572760378116e-10
39,2020-12-31 09:45:00,340.10102,21.97956,70.38059,0.34242,-13.48,41.17,0.759,625.311,261.375,87.125,0.0,0,348.5,87.125,0.35,0.8886,142.06102,0,0.55103,-18.763860363378,-5.722755129045139,0.16817484254630494,14185.708152032157,15.469692641256442,-0.5226660718103822,0.5226660718103822,455.37648690128356,0.0,1.1577848658496108,210.81101492785962,13.730543222703318,85.2031046558513,-83.52311501175208,9.234268540497997,-1.3618696115886326,0.0,2.8162850381060993,0.0,1214.468502098832,0.03821356049795777,19.661551325860952,0,0.0,0.0,12.368673611114685,0.0,0.001943567924250985,9901.895653861298,1.1659791237500374,-6.557085581000452e-07
