time,temp,RH,wind,ppt,press,Discharge
2019-05-01 00:00:00,1.441,36.705,1.699,0.0,586.225,60
2019-05-01 01:00:00,0.103,47.862,1.427,0.0,586.879,60
2019-05-01 02:00:00,0.235,42.673,0.893,0.0,587.182,60
2019-05-01 03:00:00,-0.069,41.039,0.549,0.0,587.223,60
2019-05-01 04:00:00,-1.008,50.899,0.851,0.0,587.047,60
2019-05-01 05:00:00,-1.622,55.564,0.966,0.0,586.926,60
2019-05-01 06:00:00,-2.331,59.83,0.917,0.0,586.481,60
2019-05-01 07:00:00,-1.097,57.801,0.735,0.0,585.982,60
2019-05-01 08:00:00,-1.635,60.715,0.737,0.0,585.645,60
2019-05-01 09:00:00,-1.619,57.746,0.702,0.0,585.598,60
2019-05-01 10:00:00,-1.672,54.825,0.725,0.0,585.726,60
2019-05-01 11:00:00,-1.869,53.839,0.777,0.0,586.15,60
2019-05-01 12:00:00,-0.335,57.935,0.596,0.0,586.609,60
2019-05-01 13:00:00,4.136,26.297,0.374,0.0,586.912,60
2019-05-01 14:00:00,6.302,25.095,0.818,0.0,587.054,60
2019-05-01 15:00:00,7.895,27.359,1.441,0.0,587.115,60
2019-05-01 16:00:00,9.114,29.257,1.846,0.0,586.818,60
2019-05-01 17:00:00,9.588,30.688,2.827,0.13,586.272,60
2019-05-01 18:00:00,9.608,31.006,3.434,0.095,585.84,60
2019-05-01 19:00:00,9.951,30.491,3.804,0.006,585.058,60
2019-05-01 20:00:00,8.924,33.437,3.763,0.003,585.085,60
2019-05-01 21:00:00,7.468,36.926,3.557,0.0,584.984,60
2019-05-01 22:00:00,5.386,42.308,2.611,0.0,585.287,60
2019-05-01 23:00:00,3.323,49.564,1.927,0.0,585.705,60
2019-05-02 00:00:00,1.69,60.233,1.408,0.0,586.218,60
2019-05-02 01:00:00,1.15,62.84,0.824,0.0,586.778,60
2019-05-02 02:00:00,0.584,61.533,0.464,0.0,586.933,60
2019-05-02 03:00:00,-0.409,67.925,0.689,0.0,586.987,60
2019-05-02 04:00:00,-1.291,72.119,0.836,0.0,586.568,60
2019-05-02 05:00:00,-1.834,74.612,0.928,0.0,586.319,60
2019-05-02 06:00:00,-2.443,76.99,0.979,0.0,585.867,60
2019-05-02 07:00:00,-2.044,72.632,0.833,0.0,585.301,60
2019-05-02 08:00:00,-2.18,71.893,0.746,0.0,584.93,60
2019-05-02 09:00:00,-1.756,66.687,0.64,0.0,585.051,60
2019-05-02 10:00:00,-1.588,63.508,0.57,0.003,585.206,60
2019-05-02 11:00:00,-1.632,61.751,0.557,0.0,585.692,60
2019-05-02 12:00:00,-0.447,63.49,0.442,0.0,586.225,60
2019-05-02 13:00:00,3.68,42.35,0.699,0.0,586.514,60
2019-05-02 14:00:00,6.162,32.331,1.793,0.0,586.912,60
2019-05-02 15:00:00,8.192,25.989,3.234,0.0,586.852,60
2019-05-02 16:00:00,9.673,21.745,4.363,0.0,586.542,60
2019-05-02 17:00:00,10.449,19.858,5.015,0.0,585.968,60
2019-05-02 18:00:00,10.637,19.481,5.289,0.0,585.55,60
2019-05-02 19:00:00,10.334,19.393,5.138,0.0,585.334,60
2019-05-02 20:00:00,9.518,20.456,4.73,0.0,585.267,60
2019-05-02 21:00:00,8.168,22.948,4.057,0.0,585.159,60
2019-05-02 22:00:00,6.18,29.777,2.921,0.0,585.51,60
2019-05-02 23:00:00,4.148,39.484,2.18,0.0,585.86,60
2019-05-03 00:00:00,1.787,57.604,1.802,0.0,586.265,60
2019-05-03 01:00:00,0.476,65.249,1.535,0.0,586.542,60
2019-05-03 02:00:00,0.277,63.615,1.273,0.0,586.649,60
2019-05-03 03:00:00,-0.146,63.09,1.116,0.0,586.589,60
2019-05-03 04:00:00,-0.764,62.717,1.148,0.0,586.225,60
2019-05-03 05:00:00,-1.106,59.746,1.221,0.0,585.975,60
2019-05-03 06:00:00,-1.334,56.095,1.317,0.0,585.557,60
2019-05-03 07:00:00,-1.739,54.567,1.709,0.0,585.146,60
2019-05-03 08:00:00,-1.433,51.262,1.541,0.0,584.842,60
2019-05-03 09:00:00,-0.936,46.991,1.306,0.0,584.829,60
2019-05-03 10:00:00,-0.871,44.582,0.954,0.0,584.997,60
2019-05-03 11:00:00,-0.981,42.566,0.694,0.0,585.328,60
2019-05-03 12:00:00,-0.325,43.995,0.458,0.0,585.935,60
2019-05-03 13:00:00,3.567,30.773,0.68,0.0,586.474,60
2019-05-03 14:00:00,6.228,23.247,0.953,0.0,587.014,60
2019-05-03 15:00:00,7.895,20.565,1.101,0.0,587.115,60
2019-05-03 16:00:00,9.294,19.719,1.513,0.0,586.737,60
2019-05-03 17:00:00,10.305,19.542,1.79,0.0,586.191,60
2019-05-03 18:00:00,10.856,19.674,2.122,0.0,585.699,60
2019-05-03 19:00:00,11.096,18.872,2.129,0.0,585.53,60
2019-05-03 20:00:00,10.472,19.983,2.502,0.0,585.321,60
2019-05-03 21:00:00,9.23,21.754,2.787,0.0,585.2,60
2019-05-03 22:00:00,7.16,25.386,2.324,0.0,585.55,60
2019-05-03 23:00:00,5.012,30.61,1.774,0.0,585.901,60
2019-05-04 00:00:00,2.988,42.526,1.256,0.0,586.13,60
2019-05-04 01:00:00,2.702,34.147,0.677,0.0,586.575,60
2019-05-04 02:00:00,1.737,38.15,0.433,0.0,586.811,60
2019-05-04 03:00:00,0.565,45.398,0.666,0.0,586.73,60
2019-05-04 04:00:00,-0.264,49.342,0.826,0.0,586.474,60
2019-05-04 05:00:00,-0.842,51.894,0.938,0.0,586.238,60
2019-05-04 06:00:00,-1.22,53.096,0.964,0.0,585.86,60
2019-05-04 07:00:00,-1.074,55.544,0.7,0.0,585.442,60
2019-05-04 08:00:00,-1.307,55.732,0.708,0.0,585.112,60
2019-05-04 09:00:00,-1.616,55.743,0.736,0.0,585.173,60
2019-05-04 10:00:00,-1.782,54.945,0.802,0.0,585.26,60
2019-05-04 11:00:00,-1.855,53.912,0.919,0.0,585.618,60
2019-05-04 12:00:00,-0.19,55.765,0.894,0.0,586.306,60
2019-05-04 13:00:00,4.837,32.502,1.354,0.0,586.811,60
2019-05-04 14:00:00,6.861,32.783,1.486,0.0,587.128,60
2019-05-04 15:00:00,8.418,31.837,1.088,0.0,586.98,60
2019-05-04 16:00:00,9.663,31.398,0.859,0.0,586.562,60
2019-05-04 17:00:00,10.246,29.892,1.613,0.056,586.002,60
2019-05-04 18:00:00,9.933,29.952,2.316,0.086,585.638,60
2019-05-04 19:00:00,9.698,27.874,2.665,0.018,585.746,60
2019-05-04 20:00:00,9.055,28.456,3.321,0.003,585.631,60
2019-05-04 21:00:00,7.762,30.187,3.665,0.0,585.287,60
2019-05-04 22:00:00,5.638,34.109,2.812,0.0,585.921,60
2019-05-04 23:00:00,3.751,39.695,1.983,0.0,586.407,60
2019-05-05 00:00:00,2.235,52.858,1.165,0.0,586.717,60
2019-05-05 01:00:00,2.26,45.279,0.533,0.0,587.371,60
2019-05-05 02:00:00,1.564,53.241,0.549,0.0,587.627,60
2019-05-05 03:00:00,1.22,55.886,0.663,0.0,587.755,60
2019-05-05 04:00:00,0.676,58.325,0.781,0.0,587.634,60
2019-05-05 05:00:00,0.365,59.92,0.78,0.0,587.459,60
2019-05-05 06:00:00,0.031,60.267,0.706,0.0,586.912,60
2019-05-05 07:00:00,-0.334,65.831,0.656,0.0,586.744,60
2019-05-05 08:00:00,-0.771,66.126,0.703,0.0,586.488,60
2019-05-05 09:00:00,-1.242,66.398,0.825,0.0,586.454,60
2019-05-05 10:00:00,-1.847,66.617,1.075,0.0,586.494,60
2019-05-05 11:00:00,-2.675,66.446,1.373,0.0,586.919,60
2019-05-05 12:00:00,-0.637,61.753,1.309,0.0,587.432,60
2019-05-05 13:00:00,4.537,30.165,2.075,0.0,587.91,60
2019-05-05 14:00:00,6.483,29.171,2.194,0.0,588.146,60
2019-05-05 15:00:00,8.223,31.212,2.431,0.0,588.18,60
2019-05-05 16:00:00,9.388,36.112,2.704,0.003,587.674,60
2019-05-05 17:00:00,9.894,41.633,2.329,0.154,587.169,60
2019-05-05 18:00:00,9.62,48.336,1.585,0.38,586.872,60
2019-05-05 19:00:00,7.914,62.6,1.577,0.981,586.818,60
2019-05-05 20:00:00,7.394,65.266,1.491,0.501,586.595,60
2019-05-05 21:00:00,5.798,67.355,0.84,0.504,586.346,60
2019-05-05 22:00:00,4.929,69.925,0.58,0.285,586.953,60
2019-05-05 23:00:00,3.907,72.807,0.647,0.024,587.243,60
2019-05-06 00:00:00,3.25,78.615,0.685,0.0,587.445,60
2019-05-06 01:00:00,2.784,81.138,0.72,0.0,588.012,60
2019-05-06 02:00:00,1.972,86.647,0.899,0.0,588.086,60
2019-05-06 03:00:00,1.423,89.462,1.021,0.0,588.106,60
2019-05-06 04:00:00,0.178,94.831,0.945,0.0,587.951,60
2019-05-06 05:00:00,-1.506,98.153,1.05,0.0,587.728,60
2019-05-06 06:00:00,-2.06,97.102,1.246,0.0,587.54,60
2019-05-06 07:00:00,-2.153,97.179,1.306,0.003,587.384,60
2019-05-06 08:00:00,-2.574,96.272,1.462,0.0,587.243,60
2019-05-06 09:00:00,-2.329,95.209,1.416,0.003,587.405,60
2019-05-06 10:00:00,-2.269,95.654,1.378,0.0,587.614,60
2019-05-06 11:00:00,-2.493,95.95,1.356,0.003,587.924,60
2019-05-06 12:00:00,-0.635,93.186,1.382,0.003,588.389,60
2019-05-06 13:00:00,2.633,88.946,1.578,0.0,589.01,60
2019-05-06 14:00:00,5.208,72.11,2.188,0.006,589.178,60
2019-05-06 15:00:00,7.531,55.284,2.932,0.021,589.279,60
2019-05-06 16:00:00,8.382,51.885,3.556,0.16,588.72,60
2019-05-06 17:00:00,9.041,51.868,3.259,0.136,588.288,60
2019-05-06 18:00:00,9.437,52.637,2.675,0.13,587.708,60
2019-05-06 19:00:00,8.422,54.339,1.904,0.587,587.728,60
2019-05-06 20:00:00,7.364,56.97,1.044,0.62,587.526,60
2019-05-06 21:00:00,6.364,61.091,1.318,0.261,587.6,60
2019-05-06 22:00:00,4.781,68.624,1.3,0.338,587.486,60
2019-05-06 23:00:00,3.84,74.798,1.114,0.039,588.045,60
2019-05-07 00:00:00,3.184,79.077,0.893,0.033,588.113,60
2019-05-07 01:00:00,2.488,85.257,0.848,0.0,588.544,60
2019-05-07 02:00:00,1.766,86.574,0.69,0.003,588.814,60
2019-05-07 03:00:00,1.112,89.041,0.715,0.015,588.72,60
2019-05-07 04:00:00,0.302,92.693,0.964,0.012,588.517,60
2019-05-07 05:00:00,-0.29,94.531,1.179,0.03,588.457,60
2019-05-07 06:00:00,-0.241,95.324,1.11,0.042,588.167,60
2019-05-07 07:00:00,-1.282,96.352,1.015,0.006,587.715,60
2019-05-07 08:00:00,-1.306,96.193,1.004,0.003,587.506,60
2019-05-07 09:00:00,-1.672,97.178,1.084,0.0,587.405,60
2019-05-07 10:00:00,-2.354,97.894,1.197,0.0,587.256,60
2019-05-07 11:00:00,-2.739,96.461,1.26,0.0,587.627,60
2019-05-07 12:00:00,-1.333,92.215,1.192,0.0,588.018,60
2019-05-07 13:00:00,2.146,86.218,1.213,0.003,588.551,60
2019-05-07 14:00:00,4.957,71.08,1.471,0.006,588.949,60
2019-05-07 15:00:00,6.863,59.061,1.517,0.098,588.881,60
2019-05-07 16:00:00,7.696,59.337,1.534,0.181,588.524,60
2019-05-07 17:00:00,8.03,61.549,1.387,0.154,587.978,60
2019-05-07 18:00:00,8.194,63.703,1.372,0.234,587.411,60
2019-05-07 19:00:00,7.207,71.172,2.365,1.1,587.094,60
2019-05-07 20:00:00,6.687,72.56,2.494,0.442,587.243,60
2019-05-07 21:00:00,5.414,72.063,2.129,0.569,587.068,60
2019-05-07 22:00:00,4.552,71.127,1.829,0.154,587.283,60
2019-05-07 23:00:00,3.624,73.135,1.529,0.027,587.614,60
2019-05-08 00:00:00,2.561,77.892,1.254,0.0,587.978,60
2019-05-08 01:00:00,1.374,84.131,1.014,0.0,588.268,60
2019-05-08 02:00:00,0.734,83.918,0.777,0.0,588.463,60
2019-05-08 03:00:00,-0.444,88.858,0.617,0.0,588.598,60
2019-05-08 04:00:00,-1.559,92.581,0.71,0.0,588.322,60
2019-05-08 05:00:00,-2.505,94.598,0.732,0.0,588.106,60
2019-05-08 06:00:00,-3.094,95.12,0.638,0.0,587.722,60
2019-05-08 07:00:00,-3.309,96.166,0.704,0.003,587.418,60
2019-05-08 08:00:00,-3.975,96.491,0.729,0.0,587.202,60
2019-05-08 09:00:00,-4.152,93.897,0.812,0.0,587.162,60
2019-05-08 10:00:00,-4.794,93.325,0.879,0.0,586.926,60
2019-05-08 11:00:00,-5.363,92.421,0.938,0.0,587.189,60
2019-05-08 12:00:00,-2.194,79.542,0.75,0.0,587.432,60
2019-05-08 13:00:00,2.861,61.939,0.561,0.0,587.85,60
2019-05-08 14:00:00,5.747,44.974,0.803,0.0,588.187,60
2019-05-08 15:00:00,7.443,41.203,1.023,0.0,588.187,60
2019-05-08 16:00:00,8.151,42.029,0.964,0.193,587.749,60
2019-05-08 17:00:00,8.184,42.39,0.619,0.178,587.263,60
2019-05-08 18:00:00,8.3,42.75,1.389,0.142,586.724,60
2019-05-08 19:00:00,9.064,39.376,1.987,0.065,586.407,60
2019-05-08 20:00:00,8.294,42.1,2.431,0.039,586.252,60
2019-05-08 21:00:00,6.788,47.101,2.417,0.181,586.063,60
2019-05-08 22:00:00,5.26,51.638,2.345,0.012,586.346,60
2019-05-08 23:00:00,3.835,57.014,1.935,0.003,586.609,60
2019-05-09 00:00:00,2.746,61.025,1.531,0.0,586.892,60
2019-05-09 01:00:00,1.734,67.771,1.308,0.0,587.411,60
2019-05-09 02:00:00,1.052,68.363,1.057,0.0,587.654,60
2019-05-09 03:00:00,0.139,71.266,0.665,0.0,587.802,60
2019-05-09 04:00:00,-0.427,73.941,0.706,0.0,587.56,60
2019-05-09 05:00:00,-1.069,77.339,0.723,0.0,587.351,60
2019-05-09 06:00:00,-2.088,80.193,0.772,0.0,587.014,60
2019-05-09 07:00:00,-1.162,73.726,0.845,0.0,586.865,60
2019-05-09 08:00:00,-1.952,74.901,0.774,0.0,586.312,60
2019-05-09 09:00:00,-3.592,81.381,0.591,0.0,586.272,60
2019-05-09 10:00:00,-3.843,81.2,0.679,0.0,586.15,60
2019-05-09 11:00:00,-3.592,79.357,0.77,0.0,586.488,60
2019-05-09 12:00:00,-1.325,75.45,0.72,0.0,587.074,60
2019-05-09 13:00:00,3.157,49.113,0.819,0.0,587.438,60
2019-05-09 14:00:00,5.729,43.284,1.14,0.0,587.695,60
2019-05-09 15:00:00,7.545,41.166,1.076,0.0,587.654,60
2019-05-09 16:00:00,8.837,39.512,1.443,0.024,587.175,60
2019-05-09 17:00:00,9.511,40.357,1.863,0.172,586.555,60
2019-05-09 18:00:00,9.661,41.172,2.553,0.05,585.975,60
2019-05-09 19:00:00,8.86,42.392,2.917,0.027,585.948,60
2019-05-09 20:00:00,8.156,43.218,3.409,0.216,585.449,60
2019-05-09 21:00:00,7.123,42.984,3.465,0.018,585.402,60
2019-05-09 22:00:00,5.462,44.796,2.934,0.0,585.57,60
2019-05-09 23:00:00,3.642,49.173,2.216,0.0,585.712,60
2019-05-10 00:00:00,2.406,53.748,1.667,0.0,586.238,60
2019-05-10 01:00:00,1.144,61.153,1.358,0.0,586.521,60
2019-05-10 02:00:00,0.625,62.328,1.227,0.0,586.656,60
2019-05-10 03:00:00,0.295,62.368,1.174,0.0,586.595,60
2019-05-10 04:00:00,-0.147,63.12,1.179,0.0,586.332,60
2019-05-10 05:00:00,-0.602,64.603,1.196,0.0,586.272,60
2019-05-10 06:00:00,-1.044,66.094,1.209,0.0,586.042,60
2019-05-10 07:00:00,-0.425,63.007,0.957,0.0,585.732,60
2019-05-10 08:00:00,-0.71,63.742,0.82,0.0,585.503,60
2019-05-10 09:00:00,-0.934,64.278,0.805,0.0,585.624,60
2019-05-10 10:00:00,-1.023,64.021,0.782,0.0,585.598,60
2019-05-10 11:00:00,-1.094,63.642,0.79,0.0,585.914,60
2019-05-10 12:00:00,0.097,62.549,0.573,0.0,586.447,60
2019-05-10 13:00:00,3.528,49.579,1.065,0.0,586.71,60
2019-05-10 14:00:00,5.783,41.933,1.541,0.0,586.804,60
2019-05-10 15:00:00,7.632,36.903,2.084,0.0,586.764,60
2019-05-10 16:00:00,9.007,34.218,2.559,0.0,586.474,60
2019-05-10 17:00:00,9.892,32.463,3.307,0.024,585.82,60
2019-05-10 18:00:00,10.022,32.676,3.8,0.033,585.442,60
2019-05-10 19:00:00,9.94,30.07,4.143,0.006,585.152,60
2019-05-10 20:00:00,8.931,31.387,4.035,0.0,585.254,60
2019-05-10 21:00:00,7.423,34.523,3.738,0.0,585.274,60
2019-05-10 22:00:00,5.198,41.476,2.803,0.0,585.24,60
2019-05-10 23:00:00,3.084,50.286,2.188,0.0,585.429,60
2019-05-11 00:00:00,1.382,60.431,1.764,0.0,585.517,60
2019-05-11 01:00:00,-0.185,71.551,1.557,0.0,585.941,60
2019-05-11 02:00:00,-0.912,74.885,1.302,0.0,585.874,60
2019-05-11 03:00:00,-1.315,76.696,1.077,0.0,585.86,60
2019-05-11 04:00:00,-2.192,80.011,0.811,0.0,585.523,60
2019-05-11 05:00:00,-2.849,80.848,0.738,0.0,585.557,60
2019-05-11 06:00:00,-3.682,81.618,0.794,0.0,585.179,60
2019-05-11 07:00:00,-3.949,79.512,0.876,0.0,584.647,60
2019-05-11 08:00:00,-3.286,74.105,0.956,0.0,584.559,60
2019-05-11 09:00:00,-2.6,68.81,0.974,0.0,584.444,60
2019-05-11 10:00:00,-2.121,66.095,0.934,0.0,584.613,60
2019-05-11 11:00:00,-1.668,63.729,0.867,0.0,584.721,60
2019-05-11 12:00:00,-0.325,61.203,0.789,0.0,585.321,60
2019-05-11 13:00:00,2.875,50.573,1.548,0.0,585.598,60
2019-05-11 14:00:00,5.096,43.494,1.961,0.0,585.941,60
2019-05-11 15:00:00,6.904,37.681,2.776,0.0,586.103,60
2019-05-11 16:00:00,8.226,33.518,3.654,0.0,585.813,60
2019-05-11 17:00:00,8.913,30.626,4.523,0.0,585.334,60
2019-05-11 18:00:00,8.9,28.991,5.025,0.0,584.997,60
2019-05-11 19:00:00,8.628,24.672,5.32,0.0,584.64,60
2019-05-11 20:00:00,7.594,26.149,4.64,0.0,584.546,60
2019-05-11 21:00:00,6.175,28.971,3.981,0.0,584.579,60
2019-05-11 22:00:00,4.267,35.019,2.718,0.0,584.795,60
2019-05-11 23:00:00,2.519,42.129,2.079,0.0,585.119,60
2019-05-12 00:00:00,0.804,52.309,1.809,0.0,585.517,60
2019-05-12 01:00:00,-0.488,58.847,1.511,0.0,585.84,60
2019-05-12 02:00:00,-0.763,58.004,1.237,0.0,586.13,60
2019-05-12 03:00:00,-0.676,53.462,1.032,0.0,586.198,60
2019-05-12 04:00:00,-1.025,52.966,0.866,0.0,586.117,60
2019-05-12 05:00:00,-1.426,53.062,0.679,0.0,586.137,60
2019-05-12 06:00:00,-1.835,53.355,0.6,0.0,585.8,60
2019-05-12 07:00:00,-1.657,50.204,0.692,0.0,585.436,60
2019-05-12 08:00:00,-1.772,48.862,0.583,0.0,585.193,60
2019-05-12 09:00:00,-1.904,47.761,0.596,0.0,585.395,60
2019-05-12 10:00:00,-2.09,47.862,0.651,0.0,585.517,60
2019-05-12 11:00:00,-2.353,48.939,0.692,0.0,585.638,60
2019-05-12 12:00:00,-0.855,52.612,0.498,0.0,586.177,60
2019-05-12 13:00:00,2.902,36.261,0.222,0.0,586.535,60
2019-05-12 14:00:00,5.231,34.273,0.798,0.0,586.771,60
2019-05-12 15:00:00,6.923,34.331,1.782,0.0,586.798,60
2019-05-12 16:00:00,8.282,32.188,3.199,0.006,586.225,60
2019-05-12 17:00:00,8.557,32.735,3.93,0.107,585.678,60
2019-05-12 18:00:00,8.28,33.081,4.444,0.184,585.314,60
2019-05-12 19:00:00,7.648,33.961,4.22,0.071,585.436,60
2019-05-12 20:00:00,6.781,34.357,4.099,0.003,585.395,60
2019-05-12 21:00:00,5.561,34.931,3.875,0.003,585.523,60
2019-05-12 22:00:00,3.749,37.032,3.094,0.0,585.827,60
2019-05-12 23:00:00,2.045,40.883,2.265,0.0,586.191,60
2019-05-13 00:00:00,0.653,46.66,1.871,0.0,586.575,60
2019-05-13 01:00:00,-0.788,55.161,1.554,0.0,586.987,60
2019-05-13 02:00:00,-0.739,54.262,1.108,0.0,587.202,60
2019-05-13 03:00:00,-0.632,48.153,0.704,0.0,587.391,60
2019-05-13 04:00:00,-1.139,50.17,0.432,0.0,587.364,60
2019-05-13 05:00:00,-1.658,52.796,0.491,0.0,587.425,60
2019-05-13 06:00:00,-2.366,56.931,0.574,0.0,586.926,60
2019-05-13 07:00:00,-2.135,52.286,0.334,0.0,586.67,60
2019-05-13 08:00:00,-2.283,53.236,0.343,0.0,586.622,60
2019-05-13 09:00:00,-2.388,53.391,0.351,0.003,586.906,60
2019-05-13 10:00:00,-2.448,53.524,0.438,0.0,587.162,60
2019-05-13 11:00:00,-2.635,56.878,0.543,0.0,587.499,60
2019-05-13 12:00:00,-1.16,52.079,0.407,0.0,587.829,60
2019-05-13 13:00:00,1.638,40.163,0.304,0.0,588.248,60
2019-05-13 14:00:00,3.556,39.465,0.974,0.0,588.315,60
2019-05-13 15:00:00,5.15,38.558,1.799,0.0,588.416,60
2019-05-13 16:00:00,6.498,37.823,2.652,0.033,588.059,60
2019-05-13 17:00:00,6.809,37.201,3.303,0.092,587.762,60
2019-05-13 18:00:00,6.105,41.928,3.523,0.412,587.432,60
2019-05-13 19:00:00,6.083,41.663,2.858,0.216,587.263,60
2019-05-13 20:00:00,6.001,39.656,3.48,0.024,587.337,60
2019-05-13 21:00:00,5.211,40.238,3.324,0.003,587.236,60
2019-05-13 22:00:00,3.868,43.123,2.609,0.0,587.512,60
2019-05-13 23:00:00,2.625,47.446,1.808,0.0,587.836,60
2019-05-14 00:00:00,1.43,55.679,1.388,0.0,587.91,60
2019-05-14 01:00:00,0.869,58.102,0.953,0.0,588.248,60
2019-05-14 02:00:00,0.513,55.142,0.462,0.0,588.355,60
2019-05-14 03:00:00,-0.252,58.91,0.296,0.0,588.585,60
2019-05-14 04:00:00,-1.203,64.555,0.634,0.0,588.376,60
2019-05-14 05:00:00,-2.102,69.7,0.777,0.0,588.328,60
2019-05-14 06:00:00,-2.82,73.872,0.842,0.0,587.958,60
2019-05-14 07:00:00,-2.858,74.479,0.773,0.0,587.607,60
2019-05-14 08:00:00,-3.382,77.993,0.808,0.0,587.196,60
2019-05-14 09:00:00,-3.732,80.404,0.86,0.0,587.25,60
2019-05-14 10:00:00,-3.98,81.833,0.946,0.0,587.277,60
2019-05-14 11:00:00,-4.22,82.739,1.038,0.0,587.668,60
2019-05-14 12:00:00,-2.12,76.948,0.823,0.0,588.092,60
2019-05-14 13:00:00,1.846,53.648,1.071,0.0,588.47,60
2019-05-14 14:00:00,3.979,44.714,1.05,0.0,588.821,60
2019-05-14 15:00:00,5.765,37.711,1.451,0.0,588.706,60
2019-05-14 16:00:00,7.291,33.492,2.168,0.0,588.349,60
2019-05-14 17:00:00,8.406,30.646,3.15,0.0,587.722,60
2019-05-14 18:00:00,8.907,29.152,4.019,0.006,587.108,60
2019-05-14 19:00:00,7.979,30.716,4.695,0.0,587.081,60
2019-05-14 20:00:00,6.938,32.941,4.433,0.0,586.939,60
2019-05-14 21:00:00,5.493,35.877,3.817,0.0,586.804,60
2019-05-14 22:00:00,3.644,41.512,2.835,0.0,587.229,60
2019-05-14 23:00:00,1.944,48.633,2.166,0.0,587.418,60
2019-05-15 00:00:00,0.397,57.937,1.819,0.0,587.809,60
2019-05-15 01:00:00,-0.882,66.685,1.663,0.0,588.052,60
2019-05-15 02:00:00,-1.474,69.704,1.493,0.0,588.16,60
2019-05-15 03:00:00,-1.63,68.818,1.382,0.0,588.173,60
2019-05-15 04:00:00,-1.822,69.108,1.286,0.0,587.964,60
2019-05-15 05:00:00,-1.895,69.291,1.145,0.0,587.762,60
2019-05-15 06:00:00,-2.006,69.251,1.071,0.0,587.411,60
2019-05-15 07:00:00,-2.539,69.559,1.405,0.0,586.926,60
2019-05-15 08:00:00,-2.45,67.352,1.238,0.0,586.636,60
2019-05-15 09:00:00,-2.145,63.966,1.051,0.0,586.697,60
2019-05-15 10:00:00,-2.167,62.721,0.908,0.0,586.771,60
2019-05-15 11:00:00,-2.223,62.196,0.855,0.0,587.142,60
2019-05-15 12:00:00,-1.593,63.571,0.812,0.0,587.391,60
2019-05-15 13:00:00,1.889,47.88,1.756,0.0,587.971,60
2019-05-15 14:00:00,4.119,41.07,2.459,0.0,588.038,60
2019-05-15 15:00:00,5.843,34.987,3.281,0.0,588.227,60
2019-05-15 16:00:00,7.036,31.364,4.186,0.0,588.012,60
2019-05-15 17:00:00,7.65,30.122,4.624,0.0,587.573,60
2019-05-15 18:00:00,7.814,30.065,4.803,0.0,587.223,60
2019-05-15 19:00:00,7.603,29.088,4.878,0.0,587.068,60
2019-05-15 20:00:00,6.857,30.168,4.689,0.0,586.987,60
2019-05-15 21:00:00,5.675,32.216,4.184,0.0,587.04,60
2019-05-15 22:00:00,4.008,36.368,2.99,0.0,587.196,60
2019-05-15 23:00:00,2.43,41.56,2.424,0.0,587.492,60
2019-05-16 00:00:00,0.931,49.174,2.143,0.0,587.647,60
2019-05-16 01:00:00,-0.769,58.54,1.983,0.0,587.958,60
2019-05-16 02:00:00,-1.479,60.072,1.865,0.0,588.038,60
2019-05-16 03:00:00,-1.944,61.494,1.777,0.0,588.119,60
2019-05-16 04:00:00,-2.138,61.305,1.664,0.0,587.964,60
2019-05-16 05:00:00,-2.418,62.538,1.608,0.0,587.58,60
2019-05-16 06:00:00,-2.821,64.489,1.625,0.0,587.29,60
2019-05-16 07:00:00,-3.32,62.915,1.821,0.0,586.811,60
2019-05-16 08:00:00,-3.653,64.116,1.843,0.0,586.663,60
2019-05-16 09:00:00,-3.896,64.789,1.831,0.0,586.306,60
2019-05-16 10:00:00,-3.791,63.786,1.709,0.0,586.38,60
2019-05-16 11:00:00,-3.27,60.931,1.471,0.0,586.589,60
2019-05-16 12:00:00,-2.192,61.639,1.143,0.0,586.96,60
2019-05-16 13:00:00,1.418,45.461,1.937,0.0,587.465,60
2019-05-16 14:00:00,3.765,37.35,2.261,0.0,587.782,60
2019-05-16 15:00:00,5.752,31.338,2.683,0.0,587.802,60
2019-05-16 16:00:00,7.242,26.585,3.077,0.0,587.54,60
2019-05-16 17:00:00,8.179,24.119,3.783,0.0,587.202,60
2019-05-16 18:00:00,8.408,23.41,4.177,0.0,586.818,60
2019-05-16 19:00:00,7.935,23.887,4.196,0.0,586.595,60
2019-05-16 20:00:00,7.236,23.923,3.763,0.0,586.602,60
2019-05-16 21:00:00,6.108,24.49,3.273,0.0,586.582,60
2019-05-16 22:00:00,4.338,28.022,2.452,0.0,586.784,60
2019-05-16 23:00:00,2.545,34.169,2.005,0.0,586.987,60
2019-05-17 00:00:00,0.353,48.192,1.762,0.0,587.25,60
2019-05-17 01:00:00,-0.644,53.345,1.551,0.0,587.533,60
2019-05-17 02:00:00,-0.669,50.553,1.353,0.0,587.614,60
2019-05-17 03:00:00,-1.267,52.145,1.279,0.0,587.499,60
2019-05-17 04:00:00,-2.08,55.578,1.322,0.0,587.304,60
2019-05-17 05:00:00,-2.612,57.587,1.277,0.0,587.196,60
2019-05-17 06:00:00,-2.667,57.21,1.023,0.0,586.852,60
2019-05-17 07:00:00,-2.856,58.059,1.011,0.0,586.306,60
2019-05-17 08:00:00,-3.156,57.574,1.06,0.0,585.982,60
2019-05-17 09:00:00,-3.281,55.937,0.909,0.0,585.968,60
