,time,ghi,sea,temp,RH,wind,SW_global,ppt,press,tcc,Discharge,alb,vp_a,LW_in,T_F,SW_direct,SW_diffuse,e_a
0,2021-01-18 00:00:00,0.0,0.0,-6.567,32.53,0.851,0.0,0,621.883,0.5,13.886,0.85,0.0,0.0,0,0.0,0.0,
1,2021-01-18 01:00:00,0.0,0.0,-6.579,33.705,1.196,0.0,0,621.693,0.5,14.865,0.845,1.261,165.226,0,0.0,0.0,0.577
2,2021-01-18 02:00:00,0.0,0.0,-7.31,37.112,0.969,0.0,0,621.381,0.5,14.49,0.839,1.312,164.423,0,0.0,0.0,0.581
3,2021-01-18 03:00:00,0.0,0.0,-7.549,36.772,0.683,0.0,0,620.88,0.5,13.712,0.834,1.276,163.207,0,0.0,0.0,0.578
4,2021-01-18 04:00:00,0.0,0.0,-7.784,38.108,1.238,0.0,0,620.64,0.5,15.694,0.829,1.299,163.058,0,0.0,0.0,0.58
5,2021-01-18 05:00:00,0.0,0.0,-8.092,39.618,1.281,0.0,0,620.618,0.5,16.011,0.824,1.318,162.676,0,0.0,0.0,0.581
6,2021-01-18 06:00:00,0.0,0.0,-9.07,43.24,0.828,0.0,0,620.788,0.5,14.851,0.819,1.333,160.629,0,0.0,0.0,0.583
7,2021-01-18 07:00:00,0.0,0.0,-9.835,44.15,0.265,2.505,0,621.095,0.5,12.115,0.814,1.282,157.953,0,2.505,0.0,0.579
8,2021-01-18 08:00:00,68.861,0.1,-9.722,43.598,0.189,79.583,0,621.454,0.5,9.604,0.809,1.277,158.131,0,79.583,0.0,0.579
9,2021-01-18 09:00:00,250.185,0.278,-8.077,38.61,1.095,205.775,0,621.867,0.5,10.416,0.804,1.286,162.141,0,205.775,0.0,0.579
10,2021-01-18 10:00:00,415.561,0.431,-7.43,36.482,1.457,339.975,0,622.029,0.5,9.797,0.799,1.278,163.519,0,339.975,0.0,0.578
11,2021-01-18 11:00:00,537.502,0.545,-6.268,33.512,1.676,543.975,0,621.507,0.5,8.825,0.794,1.284,166.4,0,543.975,0.0,0.578
12,2021-01-18 12:00:00,601.881,0.608,-5.558,32.127,1.924,630.15,0,620.718,0.5,8.891,0.79,1.299,168.402,0,630.15,0.0,0.579
13,2021-01-18 13:00:00,602.025,0.608,-4.588,30.298,1.992,696.9,0,620.072,0.5,8.923,0.785,1.319,171.132,0,696.9,0.0,0.58
14,2021-01-18 14:00:00,537.92,0.546,-3.788,28.638,2.612,578.9,0,619.609,0.5,10.89,0.78,1.324,173.201,0,578.9,0.0,0.58
15,2021-01-18 15:00:00,416.207,0.431,-2.983,24.98,2.059,426.075,0,619.302,0.5,11.179,0.775,1.226,173.302,0,426.075,0.0,0.574
16,2021-01-18 16:00:00,250.975,0.279,-3.048,22.095,2.265,206.4,0,619.116,0.5,14.069,0.771,1.079,170.014,0,206.4,0.0,0.563
17,2021-01-18 17:00:00,69.61,0.1,-3.579,18.805,1.856,19.05,0,619.28,0.5,15.061,0.766,0.883,163.956,0,19.05,0.0,0.548
18,2021-01-18 18:00:00,0.0,0.0,-4.328,21.152,1.943,0.0,0,619.661,0.5,15.768,0.762,0.939,163.634,0,0.0,0.0,0.553
19,2021-01-18 19:00:00,0.0,0.0,-6.072,25.01,0.637,0.0,0,620.037,0.5,13.471,0.757,0.972,160.383,0,0.0,0.0,0.556
20,2021-01-18 20:00:00,0.0,0.0,-6.408,24.04,1.662,0.0,0,620.223,0.5,16.819,0.753,0.911,158.125,0,0.0,0.0,0.551
21,2021-01-18 21:00:00,0.0,0.0,-6.982,23.688,2.683,0.0,0,620.394,0.5,20.673,0.748,0.859,155.504,0,0.0,0.0,0.546
22,2021-01-18 22:00:00,0.0,0.0,-7.745,25.95,3.386,0.0,0,620.408,0.5,23.933,0.744,0.887,154.502,0,0.0,0.0,0.549
23,2021-01-18 23:00:00,0.0,0.0,-8.338,26.19,3.322,0.0,0,620.303,0.5,24.601,0.739,0.855,152.371,0,0.0,0.0,0.546
24,2021-01-19 00:00:00,0.0,0.0,-8.74,26.985,3.381,0.0,0,620.096,0.5,25.382,0.735,0.854,151.449,0,0.0,0.0,0.546
25,2021-01-19 01:00:00,0.0,0.0,-9.112,28.38,3.45,0.0,0,619.928,0.5,26.128,0.731,0.872,151.088,0,0.0,0.0,0.548
26,2021-01-19 02:00:00,0.0,0.0,-9.525,28.73,3.112,0.0,0,619.813,0.5,25.357,0.727,0.855,149.746,0,0.0,0.0,0.547
27,2021-01-19 03:00:00,0.0,0.0,-9.905,29.135,2.717,0.0,0,619.577,0.5,24.192,0.722,0.841,148.577,0,0.0,0.0,0.546
28,2021-01-19 04:00:00,0.0,0.0,-10.385,30.078,2.086,0.0,0,619.522,0.5,21.948,0.718,0.836,147.406,0,0.0,0.0,0.545
29,2021-01-19 05:00:00,0.0,0.0,-10.765,28.788,2.306,0.0,0,619.662,0.5,23.449,0.714,0.776,145.044,0,0.0,0.0,0.54
30,2021-01-19 06:00:00,0.0,0.0,-11.27,29.045,2.471,0.0,0,620.002,0.5,24.799,0.71,0.753,143.327,0,0.0,0.0,0.537
31,2021-01-19 07:00:00,0.0,0.0,-11.448,30.535,2.676,2.087,0,620.526,0.5,25.072,0.706,0.78,143.685,0,2.087,0.0,0.54
32,2021-01-19 08:00:00,70.064,0.101,-11.505,31.928,3.298,120.03,0,620.962,0.5,25.898,0.702,0.812,144.388,0,120.03,0.0,0.543
33,2021-01-19 09:00:00,252.061,0.28,-10.592,32.572,2.593,308.6,0,621.361,0.5,19.302,0.698,0.891,148.292,0,308.6,0.0,0.55
34,2021-01-19 10:00:00,417.996,0.433,-8.775,32.172,2.192,481.5,0,621.545,0.5,14.011,0.694,1.015,155.161,0,481.5,0.0,0.56
35,2021-01-19 11:00:00,540.448,0.548,-7.979,29.858,2.22,610.725,0,621.16,0.5,12.591,0.69,1.002,156.688,0,610.725,0.0,0.559
36,2021-01-19 12:00:00,605.27,0.611,-7.3,27.288,3.005,680.95,0,620.175,0.5,14.607,0.686,0.965,157.397,0,680.95,0.0,0.556
37,2021-01-19 13:00:00,605.757,0.612,-6.35,22.465,2.94,668.05,0,619.274,0.5,14.244,0.682,0.855,156.833,0,668.05,0.0,0.546
38,2021-01-19 14:00:00,541.859,0.55,-5.604,21.09,2.974,580.175,0,618.774,0.5,14.884,0.679,0.85,158.39,0,580.175,0.0,0.545
39,2021-01-19 15:00:00,420.179,0.435,-5.174,19.5,4.261,227.375,0,618.601,0.5,19.748,0.675,0.812,158.337,0,227.375,0.0,0.542
40,2021-01-19 16:00:00,254.739,0.282,-5.322,20.475,3.7,170.95,0,618.402,0.5,20.62,0.671,0.843,158.85,0,170.95,0.0,0.544
41,2021-01-19 17:00:00,72.614,0.104,-5.947,19.807,3.712,16.054,0,618.396,0.5,22.644,0.667,0.777,155.62,0,16.054,0.0,0.538
42,2021-01-19 18:00:00,0.0,0.0,-6.626,20.675,1.379,0.0,0,618.761,0.5,16.439,0.664,0.77,153.9,0,0.0,0.0,0.538
43,2021-01-19 19:00:00,0.0,0.0,-6.888,20.182,2.275,0.0,0,619.01,0.5,19.571,0.66,0.737,152.351,0,0.0,0.0,0.535
44,2021-01-19 20:00:00,0.0,0.0,-7.732,21.472,2.455,0.0,0,619.233,0.5,21.046,0.656,0.735,150.428,0,0.0,0.0,0.535
45,2021-01-19 21:00:00,0.0,0.0,-8.186,22.08,3.57,0.0,0,619.568,0.5,25.634,0.653,0.729,149.282,0,0.0,0.0,0.534
46,2021-01-19 22:00:00,0.0,0.0,-8.81,22.63,2.566,0.0,0,619.956,0.5,22.676,0.649,0.712,147.423,0,0.0,0.0,0.533
47,2021-01-19 23:00:00,0.0,0.0,-9.345,23.325,2.712,0.0,0,620.101,0.5,23.879,0.646,0.704,146.031,0,0.0,0.0,0.532
48,2021-01-20 00:00:00,0.0,0.0,-9.922,23.012,3.666,0.0,0,620.008,0.5,28.758,0.642,0.664,143.589,0,0.0,0.0,0.527
49,2021-01-20 01:00:00,0.0,0.0,-10.57,26.022,3.558,0.0,0,619.841,0.5,29.087,0.639,0.713,143.694,0,0.0,0.0,0.533
50,2021-01-20 02:00:00,0.0,0.0,-11.065,27.775,3.349,0.0,0,619.764,0.5,28.768,0.635,0.731,143.179,0,0.0,0.0,0.535
51,2021-01-20 03:00:00,0.0,0.0,-11.33,29.01,2.749,0.0,0,619.642,0.5,26.208,0.632,0.748,143.078,0,0.0,0.0,0.537
52,2021-01-20 04:00:00,0.0,0.0,-11.658,30.575,3.072,0.0,0,619.45,0.5,28.123,0.629,0.768,142.924,0,0.0,0.0,0.539
53,2021-01-20 05:00:00,0.0,0.0,-11.885,31.485,3.094,0.0,0,619.501,0.5,28.499,0.625,0.777,142.673,0,0.0,0.0,0.54
54,2021-01-20 06:00:00,0.0,0.0,-12.208,33.092,3.632,0.0,0,619.798,0.5,31.613,0.622,0.795,142.478,0,0.0,0.0,0.542
55,2021-01-20 07:00:00,0.0,0.0,-12.36,33.65,3.455,2.254,0,620.089,0.5,30.06,0.619,0.799,142.249,0,2.254,0.0,0.542
56,2021-01-20 08:00:00,71.367,0.102,-12.26,35.457,2.227,120.725,0,620.402,0.5,21.325,0.615,0.849,143.694,0,120.725,0.0,0.547
57,2021-01-20 09:00:00,254.053,0.282,-10.682,34.022,0.846,307.95,0,620.752,0.5,11.362,0.612,0.924,148.869,0,307.95,0.0,0.553
58,2021-01-20 10:00:00,420.548,0.436,-10.245,34.418,2.16,483.8,0,620.922,0.5,15.351,0.609,0.967,150.82,0,483.8,0.0,0.557
59,2021-01-20 11:00:00,543.505,0.551,-9.322,34.44,2.188,613.55,0,620.76,0.5,13.654,0.606,1.041,154.483,0,613.55,0.0,0.562
60,2021-01-20 12:00:00,608.76,0.615,-8.47,31.888,2.832,677.775,0,620.244,0.5,15.247,0.603,1.03,156.186,0,677.775,0.0,0.561
61,2021-01-20 13:00:00,609.577,0.616,-7.622,27.882,2.895,670.625,0,619.716,0.5,15.359,0.6,0.962,156.588,0,670.625,0.0,0.556
62,2021-01-20 14:00:00,545.872,0.554,-6.994,25.21,3.408,595.925,0,619.382,0.5,17.814,0.597,0.913,156.846,0,595.925,0.0,0.551
63,2021-01-20 15:00:00,424.213,0.439,-6.535,22.962,3.549,449.525,0,619.231,0.5,19.713,0.593,0.862,156.586,0,449.525,0.0,0.547
64,2021-01-20 16:00:00,258.553,0.286,-5.978,21.8,2.459,264.8,0,619.378,0.5,17.991,0.59,0.854,157.642,0,264.8,0.0,0.546
65,2021-01-20 17:00:00,75.669,0.107,-6.414,27.492,3.663,13.441,0,619.748,0.5,22.543,0.587,1.041,161.161,0,13.441,0.0,0.561
66,2021-01-20 18:00:00,0.0,0.0,-7.1,18.995,3.984,0.0,0,620.271,0.5,25.553,0.584,0.683,150.223,0,0.0,0.0,0.529
67,2021-01-20 19:00:00,0.0,0.0,-7.776,19.34,1.998,0.0,0,621.041,0.5,19.685,0.582,0.66,148.03,0,0.0,0.0,0.526
68,2021-01-20 20:00:00,0.0,0.0,-8.44,17.982,2.417,0.0,0,621.684,0.5,22.088,0.579,0.582,144.024,0,0.0,0.0,0.517
69,2021-01-20 21:00:00,0.0,0.0,-8.99,20.382,2.244,0.0,0,622.32,0.5,21.817,0.576,0.632,144.563,0,0.0,0.0,0.524
70,2021-01-20 22:00:00,0.0,0.0,-9.512,20.502,1.995,0.0,0,622.868,0.5,21.352,0.573,0.611,142.747,0,0.0,0.0,0.521
71,2021-01-20 23:00:00,0.0,0.0,-10.11,22.873,2.422,0.0,0,623.336,0.5,23.636,0.57,0.65,142.767,0,0.0,0.0,0.526
72,2021-01-21 00:00:00,0.0,0.0,-10.93,25.815,1.259,0.0,0,623.575,0.5,18.959,0.567,0.687,142.19,0,0.0,0.0,0.53
73,2021-01-21 01:00:00,0.0,0.0,-11.422,23.485,2.986,0.0,0,623.624,0.5,27.87,0.564,0.601,138.491,0,0.0,0.0,0.521
74,2021-01-21 02:00:00,0.0,0.0,-11.812,29.025,1.604,0.0,0,623.792,0.5,21.139,0.562,0.72,141.295,0,0.0,0.0,0.534
75,2021-01-21 03:00:00,0.0,0.0,-12.055,26.088,2.953,0.0,0,624.036,0.5,28.384,0.559,0.635,138.273,0,0.0,0.0,0.525
76,2021-01-21 04:00:00,0.0,0.0,-12.22,26.205,3.351,0.0,0,624.192,0.5,30.645,0.556,0.629,137.764,0,0.0,0.0,0.524
77,2021-01-21 05:00:00,0.0,0.0,-12.278,27.77,2.787,0.0,0,624.154,0.5,27.72,0.553,0.664,138.698,0,0.0,0.0,0.528
78,2021-01-21 06:00:00,0.0,0.0,-12.83,31.415,1.373,0.0,0,624.324,0.5,20.665,0.551,0.718,139.127,0,0.0,0.0,0.534
79,2021-01-21 07:00:00,0.0,0.0,-12.68,29.6,3.348,2.349,0,624.711,0.5,30.227,0.548,0.685,138.496,0,2.349,0.0,0.531
80,2021-01-21 08:00:00,72.771,0.104,-12.35,30.522,3.899,126.03,0,625.122,0.5,30.319,0.545,0.725,140.317,0,126.03,0.0,0.535
81,2021-01-21 09:00:00,256.16,0.284,-11.378,28.255,3.823,314.375,0,625.5,0.5,26.429,0.543,0.726,142.361,0,314.375,0.0,0.535
82,2021-01-21 10:00:00,423.215,0.438,-10.362,27.61,1.954,489.9,0,625.787,0.5,14.955,0.54,0.769,145.701,0,489.9,0.0,0.539
83,2021-01-21 11:00:00,546.672,0.555,-8.732,24.048,1.826,616.975,0,625.575,0.5,12.269,0.538,0.761,149.007,0,616.975,0.0,0.538
84,2021-01-21 12:00:00,612.349,0.619,-7.908,23.12,2.242,671.275,0,624.777,0.5,13.008,0.535,0.78,151.341,0,671.275,0.0,0.539
85,2021-01-21 13:00:00,613.483,0.62,-6.888,20.728,2.325,498.95,0,623.692,0.5,13.094,0.533,0.757,152.933,0,498.95,0.0,0.537
86,2021-01-21 14:00:00,549.957,0.558,-6.574,18.96,1.751,286.625,0,622.783,0.5,12.584,0.53,0.709,152.209,0,286.625,0.0,0.532
87,2021-01-21 15:00:00,428.304,0.443,-6.543,18.37,1.532,178.3,0,622.137,0.5,13.924,0.528,0.689,151.643,0,178.3,0.0,0.529
88,2021-01-21 16:00:00,262.414,0.29,-6.636,17.808,1.276,86.39,0,621.613,0.5,15.461,0.525,0.663,150.614,0,86.39,0.0,0.527
89,2021-01-21 17:00:00,78.774,0.111,-6.942,17.598,0.928,16.619,0,621.197,0.5,15.534,0.523,0.64,149.192,0,16.619,0.0,0.524
90,2021-01-21 18:00:00,0.0,0.0,-7.272,19.222,0.465,0.0,0,621.152,0.5,14.037,0.52,0.682,149.819,0,0.0,0.0,0.529
91,2021-01-21 19:00:00,0.0,0.0,-7.214,20.202,0.964,0.0,0,621.568,0.5,15.581,0.518,0.72,151.111,0,0.0,0.0,0.533
92,2021-01-21 20:00:00,0.0,0.0,-7.694,22.258,0.492,0.0,0,621.523,0.5,14.074,0.516,0.764,151.349,0,0.0,0.0,0.538
93,2021-01-21 21:00:00,0.0,0.0,-7.999,21.855,0.325,0.0,0,621.248,0.5,13.653,0.513,0.733,149.78,0,0.0,0.0,0.534
94,2021-01-21 22:00:00,0.0,0.0,-8.225,23.682,1.738,0.0,0,620.9,0.5,18.81,0.511,0.78,150.632,0,0.0,0.0,0.539
95,2021-01-21 23:00:00,0.0,0.0,-8.188,22.872,1.64,0.0,0,620.518,0.5,18.481,0.509,0.755,150.027,0,0.0,0.0,0.537
96,2021-01-22 00:00:00,0.0,0.0,-8.638,23.45,1.7,0.0,0,620.412,0.5,19.073,0.506,0.748,148.832,0,0.0,0.0,0.536
97,2021-01-22 01:00:00,0.0,0.0,-8.918,23.365,1.298,0.0,0,620.323,0.5,17.757,0.504,0.729,147.686,0,0.0,0.0,0.534
98,2021-01-22 02:00:00,0.0,0.0,-9.362,23.315,0.964,0.0,0,620.034,0.5,16.738,0.502,0.703,145.958,0,0.0,0.0,0.532
99,2021-01-22 03:00:00,0.0,0.0,-9.412,23.452,1.254,0.0,0,619.77,0.5,17.954,0.5,0.704,145.892,0,0.0,0.0,0.532
100,2021-01-22 04:00:00,0.0,0.0,-9.762,24.272,1.026,0.0,0,619.422,0.5,17.192,0.498,0.709,145.288,0,0.0,0.0,0.532
101,2021-01-22 05:00:00,0.0,0.0,-10.125,24.832,0.629,0.0,0,619.166,0.5,15.661,0.495,0.705,144.397,0,0.0,0.0,0.532
102,2021-01-22 06:00:00,0.0,0.0,-10.672,26.857,0.684,0.0,0,619.116,0.5,16.069,0.493,0.73,143.961,0,0.0,0.0,0.535
103,2021-01-22 07:00:00,0.0,0.0,-10.925,26.432,0.648,4.245,0,619.211,0.5,15.178,0.491,0.704,142.69,0,4.245,0.0,0.532
104,2021-01-22 08:00:00,74.274,0.106,-10.702,26.358,0.869,104.112,0,619.336,0.5,13.871,0.489,0.714,143.464,0,104.112,0.0,0.533
105,2021-01-22 09:00:00,258.383,0.286,-9.992,26.008,0.975,259.75,0,619.416,0.5,11.906,0.487,0.746,145.857,0,259.75,0.0,0.536
106,2021-01-22 10:00:00,425.997,0.441,-8.935,24.282,1.188,398.375,0,619.344,0.5,10.684,0.485,0.757,148.435,0,398.375,0.0,0.537
107,2021-01-22 11:00:00,549.945,0.558,-7.804,23.23,1.26,488.0,0,618.906,0.5,9.386,0.483,0.79,151.848,0,488.0,0.0,0.54
108,2021-01-22 12:00:00,616.035,0.622,-5.967,20.96,1.918,533.375,0,618.288,0.5,10.023,0.481,0.822,156.803,0,533.375,0.0,0.543
109,2021-01-22 13:00:00,617.471,0.624,-3.057,16.965,3.119,560.625,0,617.634,0.5,10.414,0.479,0.828,163.68,0,560.625,0.0,0.542
110,2021-01-22 14:00:00,554.112,0.562,-2.46,15.162,4.029,460.725,0,617.065,0.5,12.708,0.477,0.774,163.485,0,460.725,0.0,0.537
111,2021-01-22 15:00:00,432.452,0.447,-2.181,14.552,4.223,337.925,0,616.557,0.5,14.583,0.475,0.758,163.658,0,337.925,0.0,0.535
112,2021-01-22 16:00:00,266.32,0.293,-2.082,13.835,3.237,209.425,0,616.164,0.5,15.258,0.473,0.726,162.88,0,209.425,0.0,0.532
113,2021-01-22 17:00:00,81.927,0.114,-2.566,14.415,4.102,26.325,0,616.086,0.5,18.312,0.471,0.73,161.882,0,26.325,0.0,0.533
114,2021-01-22 18:00:00,0.0,0.0,-3.196,15.448,2.823,0.0,0,616.068,0.5,16.899,0.469,0.746,160.946,0,0.0,0.0,0.534
115,2021-01-22 19:00:00,0.0,0.0,-3.457,16.183,3.196,0.0,0,615.996,0.5,17.889,0.467,0.767,160.966,0,0.0,0.0,0.537
116,2021-01-22 20:00:00,0.0,0.0,-3.57,16.58,3.472,0.0,0,615.964,0.5,18.56,0.465,0.779,161.069,0,0.0,0.0,0.538
117,2021-01-22 21:00:00,0.0,0.0,-3.884,17.445,3.456,0.0,0,615.787,0.5,18.915,0.463,0.8,160.974,0,0.0,0.0,0.54
118,2021-01-22 22:00:00,0.0,0.0,-4.174,17.675,3.995,0.0,0,615.548,0.5,20.546,0.461,0.794,160.107,0,0.0,0.0,0.539
119,2021-01-22 23:00:00,0.0,0.0,-4.491,18.303,3.301,0.0,0,615.213,0.5,19.411,0.459,0.802,159.632,0,0.0,0.0,0.54
120,2021-01-23 00:00:00,0.0,0.0,-4.752,18.15,2.409,0.0,0,614.748,0.5,17.658,0.457,0.78,158.398,0,0.0,0.0,0.538
121,2021-01-23 01:00:00,0.0,0.0,-4.999,19.63,2.817,0.0,0,614.314,0.5,18.819,0.456,0.828,159.188,0,0.0,0.0,0.543
122,2021-01-23 02:00:00,0.0,0.0,-5.249,20.542,2.445,0.0,0,613.781,0.5,18.092,0.454,0.85,159.217,0,0.0,0.0,0.545
123,2021-01-23 03:00:00,0.0,0.0,-5.408,21.81,2.78,0.0,0,613.188,0.5,19.049,0.452,0.892,159.942,0,0.0,0.0,0.549
124,2021-01-23 04:00:00,0.0,0.0,-5.606,23.053,2.794,0.0,0,612.896,0.5,19.234,0.45,0.929,160.409,0,0.0,0.0,0.552
125,2021-01-23 05:00:00,0.0,0.0,-5.788,24.785,2.815,0.0,0,612.613,0.5,19.379,0.448,0.985,161.333,0,0.0,0.0,0.557
126,2021-01-23 06:00:00,0.0,0.0,-5.988,26.0,2.305,0.0,0,612.429,0.5,18.095,0.447,1.017,161.619,0,0.0,0.0,0.56
127,2021-01-23 07:00:00,0.0,0.0,-6.487,26.835,1.938,1.894,0,612.204,0.5,16.596,0.445,1.011,160.307,0,1.894,0.0,0.559
128,2021-01-23 08:00:00,75.879,0.107,-6.926,27.96,1.387,45.04,0,612.047,0.5,13.001,0.443,1.018,159.459,0,45.04,0.0,0.56
129,2021-01-23 09:00:00,260.719,0.288,-6.292,26.668,2.844,135.15,0,611.976,0.5,14.856,0.441,1.02,160.96,0,135.15,0.0,0.56
130,2021-01-23 10:00:00,428.891,0.444,-5.632,25.768,2.054,207.2,0,611.942,0.5,10.389,0.44,1.036,162.874,0,207.2,0.0,0.561
131,2021-01-23 11:00:00,553.324,0.561,-5.116,25.658,2.903,246.825,0,611.671,0.5,11.183,0.438,1.073,164.909,0,246.825,0.0,0.564
132,2021-01-23 12:00:00,619.814,0.626,-4.99,27.518,2.866,229.775,0,611.197,0.5,10.73,0.436,1.162,167.096,0,229.775,0.0,0.57
133,2021-01-23 13:00:00,621.541,0.628,-5.084,29.697,2.906,214.575,0,610.528,0.5,11.536,0.435,1.245,168.525,0,214.575,0.0,0.576
134,2021-01-23 14:00:00,558.333,0.566,-5.139,31.278,3.54,154.525,0,610.058,0.5,14.531,0.433,1.306,169.543,0,154.525,0.0,0.58
135,2021-01-23 15:00:00,436.653,0.451,-5.604,35.793,3.044,97.12,0,609.843,0.5,15.631,0.432,1.442,170.823,0,97.12,0.0,0.588
136,2021-01-23 16:00:00,270.269,0.297,-5.829,38.272,2.326,36.53,0,609.9,0.5,16.057,0.43,1.516,171.486,0,36.53,0.0,0.592
137,2021-01-23 17:00:00,85.124,0.117,-7.472,65.6,3.896,4.73,0,610.384,0.5,22.74,0.428,2.29,177.626,0,4.73,0.0,0.629
138,2021-01-23 18:00:00,0.0,0.0,-8.672,82.825,0.956,0.0,0,610.858,0.5,13.652,0.427,2.634,178.076,0,0.0,0.0,0.642
139,2021-01-23 19:00:00,0.0,0.0,-8.932,89.225,0.863,0.0,0,611.18,0.5,13.326,0.425,2.781,178.778,0,0.0,0.0,0.647
140,2021-01-23 20:00:00,0.0,0.0,-9.13,91.25,2.29,0.0,0,611.581,0.5,18.733,0.424,2.8,178.438,0,0.0,0.0,0.648
141,2021-01-23 21:00:00,0.0,0.0,-9.365,90.875,2.411,0.0,0,612.11,0.5,19.502,0.422,2.738,177.254,0,0.0,0.0,0.646
142,2021-01-23 22:00:00,0.0,0.0,-9.948,90.675,2.165,0.0,0,612.672,0.5,19.269,0.421,2.609,174.544,0,0.0,0.0,0.641
143,2021-01-23 23:00:00,0.0,0.0,-10.142,88.875,1.06,0.0,0,613.386,0.5,14.993,0.419,2.518,173.171,0,0.0,0.0,0.638
144,2021-01-24 00:00:00,0.0,0.0,-10.317,85.575,0.857,0.0,0,613.95,0.5,14.36,0.418,2.392,171.457,0,0.0,0.0,0.634
145,2021-01-24 01:00:00,0.0,0.0,-10.475,79.59,1.051,0.0,0,614.527,0.5,15.461,0.416,2.197,168.994,0,0.0,0.0,0.626
146,2021-01-24 02:00:00,0.0,0.0,-10.838,73.94,1.368,0.0,0,614.824,0.5,17.307,0.415,1.983,165.653,0,0.0,0.0,0.617
147,2021-01-24 03:00:00,0.0,0.0,-11.382,71.048,1.473,0.0,0,615.036,0.5,18.354,0.413,1.824,162.388,0,0.0,0.0,0.61
148,2021-01-24 04:00:00,0.0,0.0,-11.27,66.358,2.072,0.0,0,615.414,0.5,21.186,0.412,1.719,161.283,0,0.0,0.0,0.605
149,2021-01-24 05:00:00,0.0,0.0,-11.565,62.795,2.645,0.0,0,615.832,0.5,24.374,0.41,1.589,158.787,0,0.0,0.0,0.598
150,2021-01-24 06:00:00,0.0,0.0,-11.812,66.958,0.684,0.0,0,616.492,0.5,15.044,0.409,1.661,159.216,0,0.0,0.0,0.602
151,2021-01-24 07:00:00,0.0,0.0,-12.49,68.265,0.564,3.056,0,617.096,0.5,13.865,0.408,1.604,156.838,0,3.056,0.0,0.599
152,2021-01-24 08:00:00,77.584,0.109,-13.16,59.722,3.526,91.803,0,617.754,0.5,28.174,0.406,1.329,151.176,0,91.803,0.0,0.584
153,2021-01-24 09:00:00,263.168,0.291,-12.172,61.558,1.747,327.775,0,618.476,0.5,15.563,0.405,1.484,155.836,0,327.775,0.0,0.592
154,2021-01-24 10:00:00,431.896,0.446,-10.645,60.465,0.396,463.775,0,619.199,0.5,6.613,0.403,1.646,161.771,0,463.775,0.0,0.601
155,2021-01-24 11:00:00,556.806,0.565,-10.942,65.162,1.058,609.825,0,619.436,0.5,8.807,0.402,1.733,162.248,0,609.825,0.0,0.605
156,2021-01-24 12:00:00,623.684,0.63,-10.138,66.402,1.557,697.075,0,619.219,0.5,10.25,0.401,1.882,166.125,0,697.075,0.0,0.612
157,2021-01-24 13:00:00,625.688,0.632,-9.7,63.04,2.178,577.2,0,618.808,0.5,13.239,0.399,1.85,166.78,0,577.2,0.0,0.611
158,2021-01-24 14:00:00,562.617,0.57,-9.12,57.118,2.484,144.85,0,618.55,0.5,15.443,0.398,1.754,166.93,0,144.85,0.0,0.606
159,2021-01-24 15:00:00,440.904,0.455,-8.81,52.632,2.606,381.05,0,618.536,0.5,17.704,0.397,1.656,166.315,0,381.05,0.0,0.601
160,2021-01-24 16:00:00,274.258,0.301,-9.61,60.285,3.805,254.825,0,618.684,0.5,25.493,0.396,1.782,166.105,0,254.825,0.0,0.607
161,2021-01-24 17:00:00,88.365,0.121,-9.782,60.472,1.599,15.682,0,618.86,0.5,17.795,0.394,1.763,165.44,0,15.682,0.0,0.606
162,2021-01-24 18:00:00,0.0,0.0,-9.995,61.622,1.5,0.0,0,619.161,0.5,17.539,0.393,1.767,164.973,0,0.0,0.0,0.607
163,2021-01-24 19:00:00,0.0,0.0,-10.475,61.48,1.556,0.0,0,619.542,0.5,18.224,0.392,1.697,162.875,0,0.0,0.0,0.603
164,2021-01-24 20:00:00,0.0,0.0,-11.042,55.92,3.391,0.0,0,619.846,0.5,27.383,0.39,1.475,158.328,0,0.0,0.0,0.592
165,2021-01-24 21:00:00,0.0,0.0,-11.585,46.562,3.969,0.0,0,620.094,0.5,31.475,0.389,1.176,152.066,0,0.0,0.0,0.573
166,2021-01-24 22:00:00,0.0,0.0,-11.382,58.262,2.356,0.0,0,620.286,0.5,22.946,0.388,1.496,157.85,0,0.0,0.0,0.593
167,2021-01-24 23:00:00,0.0,0.0,-12.028,64.367,2.098,0.0,0,620.384,0.5,22.228,0.387,1.569,157.427,0,0.0,0.0,0.597
168,2021-01-25 00:00:00,0.0,0.0,-12.29,57.065,2.798,0.0,0,620.368,0.5,26.325,0.386,1.362,153.681,0,0.0,0.0,0.585
169,2021-01-25 01:00:00,0.0,0.0,-12.57,58.975,1.945,0.0,0,620.299,0.5,22.234,0.384,1.377,153.272,0,0.0,0.0,0.586
170,2021-01-25 02:00:00,0.0,0.0,-13.015,61.422,1.697,0.0,0,620.202,0.5,21.297,0.383,1.383,152.366,0,0.0,0.0,0.587
171,2021-01-25 03:00:00,0.0,0.0,-13.522,68.585,0.982,0.0,0,620.0,0.5,17.632,0.382,1.482,152.725,0,0.0,0.0,0.593
172,2021-01-25 04:00:00,0.0,0.0,-14.188,59.832,1.689,0.0,0,619.828,0.5,22.418,0.381,1.224,147.152,0,0.0,0.0,0.577
173,2021-01-25 05:00:00,0.0,0.0,-14.32,56.352,2.081,0.0,0,619.926,0.5,24.939,0.38,1.141,145.386,0,0.0,0.0,0.571
