,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,vp_a,p_a,missing,LW_in,a,cld,Discharge,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt,vp_ice,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,meltwater,SA,h_ice,r_ice,$q_{T}$,$q_{melt}$,s_cone,input,thickness
21,2020-12-30 05:30:00,0.0,-6.3,84.05,0.0,0.0,0.0,0.0,0.0,779.883,0,208.422,0.35,0,17,0.0,0.0,0.02459280053118928,-85.39251237020606,0.0,-91.45253883563893,-0.0,-0.0,6.060026465432874,0.0,0.0,0.0,0.0,6.1362141880206345,41209.34003168911,44.9393021065312,30.894997600893547,0.0,42.65421753476721,0.0,0.0,4414.075993652613,-42.65421753476721,134.2679418745277,1.0163023364198558,6.498114968200645,0.0,-85.39251237020606,0.15626677388111454,42223.41602534172,0.0002841759148450222
22,2020-12-30 05:45:00,0.0,-6.3,83.1,1.0,0.0,0.0,0.0,0.0,780.002,0,211.08,0.35,0,17,0.0,0.0,0.02461079725595797,-102.89638044816942,0.0,-88.79453883563892,-19.452839455668148,-42.67308822411427,5.350997843137641,0.0,0.0,0.0,0.0,6.136216567582152,41240.23502929001,44.972993488865875,37.22856097639468,2.051216108854184,42.65421753476721,0.0,0.0,4638.180996051719,-44.7054336436214,134.2703462341602,1.0170642670458094,6.498114968200645,0.0,-102.89638044816942,0.15639956224124396,42308.41602534172,0.00025092648225855417
23,2020-12-30 06:00:00,0.0,-6.35,81.75,0.25,0.0,0.0,0.0,0.0,780.121,0,213.737,0.35,0,17,0.0,0.0,0.024632482076174467,-84.59226489055257,0.0,-86.13753883563894,-4.902554605431826,-10.668276193027545,6.447828550518198,0.0,0.0,0.0,0.0,6.136218947116675,41277.4635902664,45.01359170149008,30.606677189059774,0.5128153001883643,44.7054336436214,0.0,0.0,4855.9524350753245,-45.21824894380976,134.2732458310099,1.017982395641724,6.498114968200645,0.0,-84.59226489055257,0.1565168163418073,42393.41602534172,0.00030236171844974985
24,2020-12-30 06:15:00,0.0,-6.4,81.7,0.0,0.0,0.0,0.0,0.0,780.194,0,214.145,0.35,0,17,0.0,0.0,0.0246503087417075,-80.42868660107571,0.0,-85.72953883563892,-0.0,-0.0,5.300852234563208,0.0,0.0,0.0,0.0,6.13622040681778,41308.07026745546,45.04696866679985,29.1007527602028,0.0,45.21824894380976,0.0,0.0,5080.345757886264,-45.21824894380976,134.2756315862076,1.0187372157265244,6.498114968200645,0.0,-80.42868660107571,0.1566581078702594,42478.41602534172,0.0002485749495605212
25,2020-12-30 06:30:00,0.0,-6.55,82.05,0.75,0.0,0.0,0.0,0.0,780.268,0,214.554,0.35,0,17,0.0,0.0,0.024667257409564478,-95.454342889713,0.0,-85.32053883563893,-15.17375600950673,-32.004843910119874,5.039951955432651,0.0,0.0,0.0,0.0,6.136221886504429,41337.17102021567,45.07870340263432,34.537928059748765,1.5384999808743005,45.21824894380976,0.0,0.0,5306.245005126062,-46.75674892468406,134.2779015569579,1.0194548967910364,6.498114968200645,0.0,-95.454342889713,0.15677426772407768,42563.41602534172,0.00023634024625003477
26,2020-12-30 06:45:00,0.0,-6.6,82.4,1.0,0.0,0.0,0.0,0.0,780.342,0,214.962,0.35,0,17,0.0,0.0,0.02468737164522875,-99.31909232281109,0.0,-84.91253883563894,-20.388048347087864,-42.67313550360487,5.981494859915714,0.0,0.0,0.0,0.0,6.1362233661806505,41371.708948275416,45.11636744631998,35.93701907095626,2.0513749904547547,46.75674892468406,0.0,0.0,5526.707077066313,-48.808123915138815,134.28059767296807,1.0203066691551468,6.498114968200645,0.0,-99.31909232281109,0.15688471222498665,42648.41602534172,0.00028049324013067114
27,2020-12-30 07:00:00,0.0,-6.6,83.0,1.0,0.0,0.0,0.0,0.0,780.415,0,215.37,0.35,0,17,0.0,0.0,0.024708299398334,-98.67082637846914,0.0,-84.50453883563893,-20.389955623037817,-42.67314565458997,6.2236680802076005,0.0,0.0,0.0,0.0,6.136224825851032,41407.645967346376,45.15555721629921,35.70320094695298,2.0514183705238014,48.808123915138815,0.0,0.0,5745.770057995357,-50.85954228566261,134.28340533832028,1.021192945820041,6.498114968200645,0.0,-98.67082637846914,0.15701579214097436,42733.41602534172,0.0002918498328006908
28,2020-12-30 07:15:00,0.0,-6.5,83.0,2.1,1.934,3.311,0.0,0.0,780.56,0,212.021,0.35,0,17,0.0,0.0,0.024729089688132134,-121.66522624842926,2.183236938646951,-87.85353883563894,-42.177970644458235,-89.61364821632256,6.1830462930209675,0.0,0.0,0.0,0.0,6.136227725166237,41443.34916829333,45.19449200468193,44.024444599119036,4.308070176552153,50.85954228566261,0.0,0.0,5965.066857048404,-55.16761246221476,134.28619709191187,1.0220734560760207,6.498114968200645,0.0,-121.66522624842926,0.15715218195082406,42818.41602534172,0.000289944898884746
29,2020-12-30 07:30:00,0.031,-6.3,82.1,0.5,3.868,6.622,0.0,0.0,780.706,0,208.672,0.35,0,17,0.0,0.0,0.040051740121998886,-88.90882346197985,4.4049980850147294,-91.20253883563893,-9.735198422617414,-21.336593059387543,7.623915711261769,0.0,0.0,0.0,0.0,6.136230644436314,41487.37361289245,45.24250121362317,32.17239738193218,1.0257578016671893,55.16761246221476,0.0,0.0,6176.042412449285,-56.19337026388195,134.2896427442071,1.0231591843568246,6.498114968200645,0.0,-88.90882346197985,0.1572876843634912,42903.41602534172,0.00035751410033886316
30,2020-12-30 07:45:00,0.066,-6.2,82.4,1.0,5.801,9.933,0.0,0.0,780.851,0,205.324,0.35,0,17,0.0,0.0,0.057293630169735724,-101.4716187789051,6.672484226599514,-94.55053883563892,-19.16490175038362,-42.67320628092358,5.571337580517937,0.0,0.0,0.0,0.0,6.136233543671283,41519.54601027438,45.277585616438806,36.71903848798788,2.051555074578422,56.19337026388195,0.0,0.0,6398.870015067352,-58.24492533846038,134.29216303230706,1.0239526181415528,6.498114968200645,0.0,-101.4716187789051,0.15745476793866908,42988.41602534172,0.00026125918647693227
31,2020-12-30 08:00:00,0.1,-6.0,82.1,0.0,7.735,13.244,0.0,0.0,780.996,0,201.975,0.35,0,17,0.0,0.0,0.0739781932089196,-82.56044570938495,8.980543860906145,-97.89953883563894,-0.0,-0.0,6.358549265347826,0.0,0.0,0.0,0.0,6.136236442866306,41556.26504876237,45.31762818839953,29.876385204469095,0.0,58.24492533846038,0.0,0.0,6617.150976579364,-58.24492533846038,134.2950418199321,1.0248581809236244,6.498114968200645,0.0,-82.56044570938495,0.1575768700850009,43073.41602534172,0.0002981750465296711
32,2020-12-30 08:15:00,0.132,-5.8,79.9,1.0,13.581,28.786,0.0,0.0,781.093,0,205.602,0.35,0,17,0.0,0.0,0.08960022945748106,-87.5311593681258,19.501859465570334,-94.27253883563893,-17.934012832585726,-42.67323993023554,5.173532834528515,0.0,0.0,0.0,0.0,6.136238382305517,41586.14143396684,45.350208761141594,31.675704505623575,2.051636482203363,58.24492533846038,0.0,0.0,6842.274591374895,-60.29656182066374,134.29738597281525,1.0255949905901645,6.498114968200645,0.0,-87.5311593681258,0.15771622785052258,43158.41602534172,0.00024260443498536123
33,2020-12-30 08:30:00,0.162,-5.6,79.35,1.0,19.427,44.327,0.0,0.0,781.19,0,209.228,0.35,0,17,0.0,0.0,0.10416417361484503,-72.35138976462112,30.12788831053014,-90.64653883563892,-17.317748933832817,-42.6732534175526,5.485009694320488,0.0,0.0,0.0,0.0,6.136240321726867,41617.81713847246,45.384751514146636,26.182946759003165,2.051675126019868,60.29656182066374,0.0,0.0,7065.598886869271,-62.348236946683606,134.2998730986106,1.0263761749641935,6.498114968200645,0.0,-72.35138976462112,0.15782961606697396,43243.41602534172,0.00025721091110466053
34,2020-12-30 08:45:00,0.191,-5.3,79.4,0.0,25.273,59.868,0.0,0.0,781.288,0,212.854,0.35,0,17,0.0,0.0,0.11815070660909857,-41.63161744900324,40.85511482528564,-87.02053883563892,-0.0,-0.0,4.533806561350041,0.0,0.0,0.0,0.0,6.136242281124119,41644.00008523146,45.41330434594489,15.066125532315038,0.0,62.348236946683606,0.0,0.0,7294.415940110268,-62.348236946683606,134.30193033662164,1.0270218972675613,6.498114968200645,0.0,-41.63161744900324,0.1579498331419029,43328.41602534172,0.00021260505419311545
35,2020-12-30 09:00:00,0.218,-4.8,79.2,0.5,31.119,75.41,0.0,0.0,781.385,0,216.481,0.35,0,17,0.0,0.0,0.13107832909828565,-36.5406080517674,51.66786724008621,-83.39353883563894,-7.423745046840419,-21.336640265427786,2.6088085906257446,0.0,0.0,0.0,0.0,6.136244220509585,41659.066210763776,45.42973414478056,13.223849479857238,1.025862975337737,62.348236946683606,0.0,0.0,7534.349814577953,-63.374099922021344,134.30311467952,1.0273934571752792,6.498114968200645,0.0,-36.5406080517674,0.15804920385272098,43413.41602534172,0.0001223347929139635
36,2020-12-30 09:15:00,0.242,-4.6,77.1,0.5,42.282,87.567,0.0,0.0,781.558,0,217.532,0.35,0,17,0.0,0.0,0.1424892632257408,-26.33412370954888,60.834625168011996,-82.34253883563892,-7.115997482052466,-21.336652292401038,2.2897874401305076,0.0,0.0,0.0,0.0,6.136247679369284,41672.290060243635,45.444154918477246,9.530251492431898,1.0258714965308333,63.374099922021344,0.0,0.0,7776.125965098096,-64.39997141855218,134.30415454615155,1.0277195829786168,6.498114968200645,0.0,-26.33412370954888,0.15810638349782363,43498.41602534172,0.00010737482694346526
37,2020-12-30 09:30:00,0.265,-4.35,76.5,0.75,53.446,99.724,0.0,0.0,781.732,0,218.584,0.35,0,0,0.0,0.0,0.1533460374168428,-21.23884778780549,70.14782600525737,-81.29053883563893,-10.096134957423937,-32.00499658304319,0.0,0.0,0.0,0.0,0.0,6.136251158165186,41681.82031173607,45.45454777724762,0.0,1.5388167060312528,64.39997141855218,0.0,-4.98395536582237,8021.595713605664,-65.93878812458344,134.3049041637668,1.0279546174841674,6.498114968200645,-53.24384437084868,0.0,0.15815657125303165,43583.41602534172,7.738300282290596e-05
38,2020-12-30 09:45:00,0.285,-4.1,77.2,0.0,64.609,111.882,0.0,0.0,781.905,0,219.636,0.35,0,0,-4.98395536582237,0.0,0.1627123196004506,23.868921011357642,79.55654216709259,-58.94399036843387,0.0,-0.0,0.0,3.2563692126989263,0.0,0.0,0.0,4.038855414399747,41681.82031173607,45.45454777724762,0.0,0.0,65.93878812458344,0.0,2.2342796309441253,8021.595713605664,-65.93878812458344,134.32463024012662,1.027797921842197,6.498610292947253,23.868921011357642,0.0,0.15815657125303165,43583.41602534172,0.0
39,2020-12-30 10:00:00,0.303,-3.65,74.05,0.5,75.772,124.039,0.0,0.0,782.078,0,220.687,0.35,0,0,-2.7496757348782443,-0.004503878806863627,0.17109060247283414,22.15794781932091,89.05187013487154,-67.29384785757173,-1.3936886578531307,-16.972355262303545,0.0,1.7936141998742394,0.0,0.0,0.0,4.881111346077124,41681.82031173607,45.45454777724762,0.0,0.8161594313530993,65.93878812458344,0.0,0.4854037523944346,8021.595713605664,-66.75494755593654,134.32463024012662,1.027797921842197,6.498610292947253,5.185592557017365,0.0,0.15815657125303165,43583.41602534172,0.0
40,2020-12-30 10:15:00,0.318,-3.3,74.4,1.0,76.868,131.706,0.0,0.0,782.138,0,223.304,0.35,0,0,-2.26427198248381,-0.006984623604167463,0.17803027575022914,26.021780913157254,94.5040403036396,-66.75027493560256,-3.2068293361314972,-35.3560448146767,0.0,1.4748448812517145,0.0,0.0,0.0,5.08405547816429,41681.82031173607,45.45454777724762,0.0,1.7001865082881125,66.75494755593654,0.0,-0.873745222714435,8021.595713605664,-68.45513406422465,134.32463024012662,1.027797921842197,6.498610292947253,-9.334263901519446,0.0,0.15815657125303165,43583.41602534172,0.0
41,2020-12-30 10:30:00,0.331,-3.1,74.7,0.0,77.964,139.374,0.0,0.0,782.198,0,225.92,0.35,0,0,-3.1380172051982447,-0.009024479090510022,0.18401231425767756,41.55256202551001,99.91821844471062,-60.410047837696965,0.0,-0.0,0.0,2.044391418496354,0.0,0.0,0.0,4.724100574802684,41681.82031173607,45.45454777724762,0.0,0.0,68.45513406422465,2.906105568878846,3.1380172051982447,8021.595713605664,-68.45513406422465,134.32463024012662,1.027797921842197,6.498610292947253,33.52359470399311,8.028967321516891,0.15815657125303165,43583.41602534172,0.0
42,2020-12-30 10:45:00,0.34,-2.8,73.9,0.0,79.06,147.042,0.0,0.0,782.259,0,228.536,0.35,0,0,0.0,-0.011852073439084558,0.18813556909862741,33.899115950111955,105.24539876040937,-71.33853883563893,-0.0,-0.0,0.0,-0.007743974658489864,0.0,0.0,0.0,6.136261694168696,41678.91420616719,45.45137863267959,0.0,0.0,68.45513406422465,12.269302715733465,-0.0,8021.595713605664,-65.54902849534581,134.31838665336585,1.0277740348601254,6.498459259184429,0.0,33.899115950111955,0.15815657125303165,43583.41602534172,-2.3593175446376173e-05
43,2020-12-30 11:00:00,0.348,-2.05,72.35,0.0,80.156,154.709,0.0,0.0,782.319,0,231.153,0.35,0,0,0.0,-0.011841362511766014,0.1917879017373004,41.823991612300226,110.5532681835758,-68.72153883563894,-0.0,-0.0,0.0,-0.007737735636628713,0.0,0.0,0.0,6.13626289368039,41666.64490345145,45.437998804200056,0.0,0.0,68.45513406422465,15.134627792816637,-0.0,8021.595713605664,-53.27972577961234,134.2920252210806,1.0276731740406104,6.497821531528121,0.0,41.823991612300226,0.15815657125303165,43583.41602534172,-9.961278431719144e-05
44,2020-12-30 11:15:00,0.352,-1.3,70.8,0.0,96.639,155.135,0.0,0.0,782.3,0,224.763,0.35,0,0,0.0,-0.011830659163453395,0.1936094797502858,37.880126720414715,112.99939723383213,-75.11153883563892,-0.0,-0.0,0.0,-0.0077316777784900885,0.0,0.0,0.0,6.136262513835757,41651.510275658635,45.42149430279022,0.0,0.0,68.45513406422465,13.704162629603765,-0.0,8021.595713605664,-38.145097986795705,134.25950387802555,1.027548731299385,6.497034698959359,0.0,37.880126720414715,0.15815657125303165,43583.41602534172,-0.00012290008570994392
45,2020-12-30 11:30:00,0.353,-0.75,67.55,0.0,113.122,155.562,0.0,0.0,782.282,0,218.373,0.35,0,0,0.0,-0.011819962899542,0.19406439136787745,33.87545448172931,115.38471885220608,-81.50153883563894,-0.0,-0.0,0.0,-0.007725534837833649,0.0,0.0,0.0,6.136262153982317,41637.80611302903,45.406549741580186,0.0,0.0,68.45513406422465,12.252675578318717,-0.0,8021.595713605664,-24.44093535719194,134.23005292538028,1.0274360243851401,6.496322070243703,0.0,33.87545448172931,0.15815657125303165,43583.41602534172,-0.00011131101172259596
46,2020-12-30 11:45:00,0.352,-0.4,61.0,0.0,129.606,155.988,0.0,0.0,782.263,0,211.984,0.35,0,0,0.0,-0.011809273961563404,0.19360947975028583,29.80435950969867,117.7026176511351,-87.89053883563892,-0.0,-0.0,0.0,-0.007719305797507234,0.0,0.0,0.0,6.136261774136354,41625.55343745071,45.39318804520252,0.0,0.0,68.45513406422465,10.778054754131125,-0.0,8021.595713605664,-12.188259778873222,134.20371855736065,1.0273352339697894,6.49568478774224,0.0,29.80435950969867,0.15815657125303165,43583.41602534172,-9.954325493034556e-05
47,2020-12-30 12:00:00,0.347,0.15,62.05,0.0,146.089,156.414,0.0,0.0,782.244,0,205.594,0.35,0,0,0.0,-0.011798592594163543,0.19133202662537183,25.549326059322166,119.83757788448806,-94.28053883563894,0.0,-0.0,0.0,-0.007712989526955735,0.0,0.0,0.0,6.136261394289709,41614.77538269658,45.3814344413267,0.0,0.0,68.45513406422465,9.237725727884124,-0.0,8021.595713605664,-1.4102050247420976,134.18055141865167,1.0272465574213407,6.495124099382939,0.0,25.549326059322166,0.15815657125303165,43583.41602534172,-8.758031448138227e-05
