,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,vp_a,p_a,missing,LW_in,a,cld,Discharge,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt,vp_ice,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,meltwater,SA,h_ice,r_ice,$q_{T}$,$q_{melt}$,s_cone,input,thickness
894,2021-01-08 07:45:00,0.07,-8.2,83.5,0.0,5.572,10.856,0.0,0.0,788.082,0,190.964,0.35,0,17,0.0,-0.4022600044027251,0.06720763474196846,-95.3989524419868,7.299812611508462,-108.91053883563893,-0.0,-0.0,6.4746534557693,-0.26287967362562376,0.0,0.0,0.0,6.136378075308034,55967.54261424324,61.03330710386395,34.852935860779844,0.0,2421.539904087646,0.0,0.0,157932.16385037228,152.16965663839568,135.58127654120523,1.3806341487267373,6.497253877172674,0.0,-95.3989524419868,0.21235171020521348,99173.41602534172,0.0003036219218113957
895,2021-01-08 08:00:00,0.105,-8.05,82.8,0.0,7.429,14.474,0.0,0.0,788.158,0,189.729,0.35,0,17,0.0,-0.4019866887112797,0.08417611997580145,-94.61568298353636,9.814573856945149,-110.14553883563892,-0.0,-0.0,5.977983055102878,-0.2627010599454727,0.0,0.0,0.0,6.136379593861447,56002.39555010402,61.07131466750711,34.56770743001047,0.0,2421.539904087646,0.0,0.0,158152.3109145115,152.16965663839568,135.584925335763,1.3814939176425254,6.497253877172674,0.0,-94.61568298353636,0.21249502864239778,99258.41602534172,0.00028033047492078474
896,2021-01-08 08:15:00,0.137,-7.9,82.8,0.0,21.092,27.734,0.0,0.0,788.277,0,191.968,0.35,0,17,0.0,-0.401713721359999,0.09960089832623745,-82.84755084415603,19.39260839587305,-107.90653883563894,-0.0,-0.0,5.928902269517858,-0.26252267390801004,0.0,0.0,0.0,6.136381971574959,56036.96325753403,61.1090111859695,30.269045190960142,0.0,2421.539904087646,0.0,0.0,158372.74320708148,152.16965663839568,135.58854641605893,1.3823466504067636,6.497253877172674,0.0,-82.84755084415603,0.21262735668929905,99343.41602534172,0.00027802883225430073
897,2021-01-08 08:30:00,0.168,-7.85,81.9,0.25,34.756,40.994,0.0,0.0,788.396,0,194.207,0.35,0,17,0.0,-0.40144110035724867,0.11444401123440825,-77.63176545266508,29.23155043540101,-105.66753883563894,-6.124925554810538,-10.668563757045037,5.191493016595088,-0.26234451421168903,0.0,0.0,0.0,6.136384349262319,56067.23230272499,61.14201995935113,28.364078056186315,0.5178647608267739,2421.539904087646,0.0,0.0,158597.4741618905,151.6517918775689,135.59171895287903,1.3830933417119016,6.497253877172674,0.0,-77.63176545266508,0.21275860179382455,99428.41602534172,0.00024344809538961478
898,2021-01-08 08:45:00,0.198,-7.8,80.9,0.0,48.42,54.253,0.0,0.0,788.514,0,196.446,0.35,0,17,0.0,-0.4011688050764429,0.12870246916085756,-59.510940288406104,39.31510281189967,-103.42853883563893,-0.0,-0.0,4.864662302710056,-0.2621665673768942,0.0,0.0,0.0,6.136386706943305,56095.59638078117,61.1729513421823,21.74380517237281,0.0,2422.0577688484727,0.0,0.0,158824.11008383433,151.6517918775689,135.59469331515282,1.3837930403753114,6.497253877172674,0.0,-59.510940288406104,0.21287352593243047,99513.41602534172,0.00022812147430569148
899,2021-01-08 09:00:00,0.225,-7.9,80.25,0.5,62.083,67.513,0.0,0.0,788.633,0,198.685,0.35,0,17,0.0,-0.4008968261154918,0.14143394760125547,-60.463070001226924,49.590868449803686,-101.18953883563893,-12.331581526031426,-21.337143979494112,3.72917073789904,-0.26198882725929534,0.0,0.0,0.0,6.1363890845786155,56117.340185953544,61.196663234409534,22.092061140659556,1.0357704653345199,2422.0577688484727,0.0,0.0,159057.36627866197,150.6160214122344,135.5969744255196,1.3843294269762232,6.497253877172674,0.0,-60.463070001226924,0.2129812173781762,99598.41602534172,0.00017487330549228314
900,2021-01-08 09:15:00,0.251,-8.1,80.2,1.0,70.152,79.768,0.0,0.0,788.651,0,201.8,0.35,0,17,0.0,-0.4006251322888364,0.15359652837507679,-60.98262324344186,58.85301737806945,-98.07453883563892,-25.288124097478367,-42.67429046003282,3.788833585084878,-0.2618112734789156,0.0,0.0,0.0,6.136389444218659,56139.432247094206,61.22075490413763,22.282277047685263,2.071576472422608,2423.0935393138075,0.0,0.0,159290.2742175213,148.5444449398118,135.5992929369657,1.3848744045221695,6.497253877172674,0.0,-60.98262324344186,0.213063773271951,99683.41602534172,0.00017767114517237357
901,2021-01-08 09:30:00,0.274,-8.1,81.2,0.5,78.221,92.023,0.0,0.0,788.67,0,204.915,0.35,0,0,0.0,-0.40035372479743353,0.16427017349478007,-39.69849420244959,68.16704520660788,-94.95953883563894,-12.644366666597941,-21.337146550009916,0.0,-0.2616339068205885,0.0,0.0,0.0,6.136389823838055,56161.71452414189,61.245054006697806,0.0,1.0358061697039105,2425.16511578623,0.0,-5.713316024212139,159522.9919404736,147.5086387701079,135.60163229534137,1.3854240744052204,6.497253877172674,-61.0356407524595,0.0,0.21314765140819886,99768.41602534172,0.00017919785593185824
902,2021-01-08 09:45:00,0.295,-7.9,80.3,0.0,86.29,104.278,0.0,0.0,788.688,0,208.03,0.35,0,0,-5.713316024212139,-0.4000826041049871,0.17392110152663484,13.475854872983378,77.53567370297667,-67.53159406909239,-0.0,-0.0,0.0,3.471775239099104,0.0,0.0,0.0,3.7941686963968277,56161.71452414189,61.245054006697806,0.0,0.0,2426.200921955934,0.0,1.2614239260308036,159522.9919404736,147.5086387701079,135.6351710004771,1.3850576035808382,6.498113370849748,13.475854872983378,0.0,0.21314765140819886,99768.41602534172,0.0
903,2021-01-08 10:00:00,0.314,-7.45,79.7,0.75,94.359,116.533,0.0,0.0,788.706,0,211.145,0.35,0,0,-4.451892098181335,-0.40368115493913903,0.1825958278753629,12.917828854597737,86.9456638196194,-69.65248052482124,-7.020538154925086,-22.044287462355925,0.0,2.6451837147246677,0.0,0.0,0.0,4.22650519961236,56161.71452414189,61.245054006697806,0.0,1.0703988184511883,2426.200921955934,0.0,-0.8542933532800264,159522.9919404736,146.4382399516567,135.6351710004771,1.3850576035808382,6.498113370849748,-9.126458607758188,0.0,0.21314765140819886,99768.41602534172,0.0
904,2021-01-08 10:15:00,0.33,-7.1,78.5,1.0,116.726,121.961,0.0,0.0,788.697,0,205.302,0.35,0,0,-5.306185451461362,-0.4064229303731898,0.189849862447936,19.338498216029308,93.67891977866356,-71.94142761034439,-5.600598860857314,-27.32399538705341,0.0,3.201604908567457,0.0,0.0,0.0,3.9290794307178487,56161.71452414189,61.245054006697806,0.0,1.326764243462734,2427.2713207743855,0.0,-0.7474922583928844,159522.9919404736,145.11147570819395,135.6351710004771,1.3850576035808382,6.498113370849748,-7.985497171024104,0.0,0.21314765140819886,99768.41602534172,0.0
905,2021-01-08 10:30:00,0.344,-6.9,77.6,0.25,139.094,127.389,0.0,0.0,788.688,0,199.46,0.35,0,0,-6.053677709854246,-0.40974144531753276,0.196157338246763,28.86346904074132,100.5376507239619,-74.70146136045591,-0.6605835549952809,-6.40602826779064,0.0,3.6878632322306086,0.0,0.0,0.0,3.684643265823297,56161.71452414189,61.245054006697806,0.0,0.3110558733421266,2428.598085017848,0.0,2.102156291784713,159522.9919404736,144.80041983485182,135.6351710004771,1.3850576035808382,6.498113370849748,22.457440772950683,0.0,0.21314765140819886,99768.41602534172,0.0
906,2021-01-08 10:45:00,0.354,-7.0,77.3,0.5,161.461,132.817,0.0,0.0,788.678,0,193.617,0.35,0,0,-3.951521418069533,-0.41356397482956,0.2006392113955113,15.663075965617113,107.38806501223493,-89.27793900335055,-4.758823699200342,-15.334611005357337,0.0,2.311773655933076,0.0,0.0,0.0,4.410109416703898,56161.71452414189,61.245054006697806,0.0,0.7445987777818999,2428.90914089119,0.0,0.030746365528549993,159522.9919404736,144.05582105706992,135.6351710004771,1.3850576035808382,6.498113370849748,0.328464960259776,0.0,0.21314765140819886,99768.41602534172,0.0
907,2021-01-08 11:00:00,0.362,-7.0,77.3,0.0,183.828,138.245,0.0,0.0,788.669,0,187.774,0.35,0,0,-3.920775052540983,-0.41596016537906316,0.20421028545743114,21.299883117721613,114.25996943079463,-95.25020394593042,-0.0,-0.0,0.0,2.2901176328574104,0.0,0.0,0.0,4.4216250812268,56161.71452414189,61.245054006697806,0.0,0.0,2429.653739668972,0.0,1.9938016875069957,159522.9919404736,144.05582105706992,135.6351710004771,1.3850576035808382,6.498113370849748,21.299883117721613,0.0,0.21314765140819886,99768.41602534172,0.0
908,2021-01-08 11:15:00,0.367,-7.1,77.3,0.5,200.834,132.434,0.0,0.0,788.585,0,184.346,0.35,0,0,-1.9269733650339873,-0.41833390911259,0.20643558441998522,-1.2136263004818768,113.03063470491215,-107.15564228004212,-8.074394559700668,-18.184398445505003,0.0,0.9857758343487616,0.0,0.0,0.0,5.22968510864737,56161.71452414189,61.245054006697806,0.0,0.8829751763831316,2429.653739668972,0.0,-1.815775901637349,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-19.39802474598688,0.0,0.21314765140819886,99768.41602534172,0.0
909,2021-01-08 11:30:00,0.37,-7.1,77.3,0.0,217.839,126.624,0.0,0.0,788.501,0,180.918,0.35,0,0,-3.7427492666713364,-0.41935568160841064,0.20776829013078535,11.04065979057706,111.7246237599701,-102.85553721794224,-0.0,-0.0,0.0,2.1715732485492008,0.0,0.0,0.0,4.4888416560927515,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,1.0334745031219603,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,11.04065979057706,0.0,0.21314765140819886,99768.41602534172,0.0
910,2021-01-08 11:45:00,0.369,-7.1,76.6,0.0,234.844,120.813,0.0,0.0,788.417,0,177.489,0.35,0,0,-2.7092747635493764,-0.42160655218234117,0.20732426207001833,1.0070202225380895,110.17620835102142,-110.6639972632452,-0.0,-0.0,0.0,1.494809134761867,0.0,0.0,0.0,4.897817525013973,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,0.09426336322848713,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,1.0070202225380895,0.0,0.21314765140819886,99768.41602534172,0.0
911,2021-01-08 12:00:00,0.365,-7.15,76.3,0.0,251.85,115.002,0.0,0.0,788.333,0,174.061,0.35,0,0,-2.6150114003208893,-0.42315594587528976,0.2055460810278897,-4.662045136606466,108.39970732946811,-114.49395558849548,-0.0,-0.0,0.0,1.4322031224209013,0.0,0.0,0.0,4.936760302528423,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,-0.4363964538784771,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-4.662045136606466,0.0,0.21314765140819886,99768.41602534172,0.0
912,2021-01-08 12:15:00,0.359,-7.2,76.0,0.0,256.431,108.281,0.0,0.0,788.281,0,172.023,0.35,0,0,-3.0514078541993666,-0.42464044743023494,0.20287265199578186,-8.760721302362054,104.19749406555472,-114.67459884303045,-0.0,-0.0,0.0,1.716383475113676,0.0,0.0,0.0,4.758807802295158,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,-0.8200580641635162,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-8.760721302362054,0.0,0.21314765140819886,99768.41602534172,0.0
913,2021-01-08 12:30:00,0.349,-7.3,77.2,0.0,261.012,101.56,0.0,0.0,788.228,0,169.985,0.35,0,0,-3.871465918362883,-0.42641950648812993,0.1984007548254058,-11.321304340192853,99.67423558201773,-113.24660361254865,-0.0,-0.0,0.0,2.251063690338072,0.0,0.0,0.0,4.440144312809718,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,-1.0597445804515426,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-11.321304340192853,0.0,0.21314765140819886,99768.41602534172,0.0
914,2021-01-08 12:45:00,0.337,-7.3,77.2,0.0,265.594,94.838,0.0,0.0,788.176,0,167.947,0.35,0,0,-4.931210498814425,-0.42875277018255536,0.19300832903210197,-12.945324639093801,94.96490519161887,-110.85222767296807,-0.0,-0.0,0.0,2.9419978422554,0.0,0.0,0.0,4.057186079626221,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,-1.2117629926934537,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-12.945324639093801,0.0,0.21314765140819886,99768.41602534172,0.0
915,2021-01-08 13:00:00,0.322,-7.35,76.0,0.0,270.175,88.117,0.0,0.0,788.124,0,165.909,0.35,0,0,-6.142973491507879,-0.4318021982302272,0.1862288044516089,-14.173829286425567,89.98038870776374,-107.88601396746975,-0.0,-0.0,0.0,3.731795973280446,0.0,0.0,0.0,3.6563839495106762,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,-1.32675867719664,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-14.173829286425567,0.0,0.21314765140819886,99768.41602534172,0.0
916,2021-01-08 13:15:00,0.305,-7.3,76.6,0.0,254.299,85.185,0.0,0.0,788.198,0,165.816,0.35,0,0,-7.469732168704519,-0.4356702647344453,0.17849477233000616,-13.10686147188602,84.87442737068636,-102.5774885608225,0.0,-0.0,0.0,4.596199718250118,0.0,0.0,0.0,3.2592555552212006,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,-1.2268838460819729,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-13.10686147188602,0.0,0.21314765140819886,99768.41602534172,0.0
917,2021-01-08 13:30:00,0.285,-7.4,76.0,0.0,238.422,82.252,0.0,0.0,788.272,0,165.724,0.35,0,0,-8.696616014786493,-0.44043429961313457,0.16933003875804467,-12.645708990096548,79.70560422550084,-97.74607098019482,0.0,-0.0,0.0,5.394757764597434,0.0,0.0,0.0,2.9275014710673823,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,-1.1837171023346842,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-12.645708990096548,0.0,0.21314765140819886,99768.41602534172,0.0
918,2021-01-08 13:45:00,0.263,-7.5,77.2,0.0,222.546,79.32,0.0,0.0,788.345,0,165.632,0.35,0,0,-9.880333117121177,-0.4460260527413922,0.15917074590706412,-12.404988829016602,74.58282833211176,-93.15238609202072,0.0,-0.0,0.0,6.164568930892358,0.0,0.0,0.0,2.636959517076268,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,-1.1611841963686962,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-12.404988829016602,0.0,0.21314765140819886,99768.41602534172,0.0
919,2021-01-08 14:00:00,0.239,-7.6,77.5,0.0,206.669,76.388,0.0,0.0,788.419,0,165.539,0.35,0,0,-11.041517313489873,-0.4524157275160202,0.14800019320841695,-12.256978939047674,69.53378375462371,-88.70989795156632,0.0,-0.0,0.0,6.919135257894932,0.0,0.0,0.0,2.3777967244193836,56161.71452414189,61.245054006697806,0.0,0.0,2430.536714845355,0.0,-1.1473295490564654,159522.9919404736,143.1728458806868,135.6351710004771,1.3850576035808382,6.498113370849748,-12.256978939047674,0.0,0.21314765140819886,99768.41602534172,0.0
920,2021-01-08 14:15:00,0.212,-7.7,78.4,1.0,181.313,71.889,0.0,0.0,788.5,0,166.107,0.35,0,0,-12.188846862546338,-0.4595875224160751,0.13533175055605542,0.6334163737242688,62.67716369757055,-83.71933955372037,14.01145460777525,-14.915642040203808,0.0,7.664137622098845,0.0,0.0,0.0,2.144808674791504,56161.71452414189,61.245054006697806,0.0,0.7242550090829172,2430.536714845355,0.0,-1.3369052533199357,159522.9919404736,142.44859087160387,135.6351710004771,1.3850576035808382,6.498113370849748,-14.28222566647954,0.0,0.21314765140819886,99768.41602534172,0.0
921,2021-01-08 14:30:00,0.184,-7.85,77.1,0.5,155.957,67.389,0.0,0.0,788.581,0,166.675,0.35,0,17,-13.525752115866274,-0.4675315242404028,0.12209002835235466,-148.99647515465938,56.179366458636316,-78.07109958929024,8.859036069638051,-6.605797947373642,-144.49628614140522,8.53250804776171,0.0,0.0,0.0,1.8997737681365412,56161.71452414189,61.245054006697806,54.4558267888129,0.32075603849163165,2431.260969854438,0.0,13.525752115866272,159522.9919404736,142.12783483311225,135.6351710004771,1.3850576035808382,6.498113370849748,144.4962861414052,-148.99647515465938,0.21314765140819886,99768.41602534172,0.0
922,2021-01-08 14:45:00,0.153,-7.9,76.5,0.5,130.601,62.89,0.0,0.0,788.662,0,167.243,0.35,0,17,-1.7763568394002505e-15,-0.47637560596749307,0.10734561033425952,-85.94728729114475,49.99113863592201,-132.63153883563893,-12.33203498900375,-21.33714599422345,9.336421448451729,-0.31127355087580816,0.0,0.0,0.0,6.136389663998388,56216.170350930704,61.30443876873577,31.41368206183818,1.0361060087359553,2431.5817258929296,0.0,1.6627806098448011e-15,159723.5361136848,141.0917288243763,135.64088898546402,1.3864005906600652,6.498113370849748,1.7763568394002505e-14,-85.94728729114475,0.21314765140819886,99853.41602534172,0.00043782716237925496
923,2021-01-08 15:00:00,0.121,-8.0,78.0,0.0,105.245,58.39,0.0,0.0,788.743,0,167.811,0.35,0,17,-1.1357622955544932e-16,-0.47605326487773275,0.09200638019946152,-82.74128691103664,44.247587464660015,-132.06353883563892,-0.0,-0.0,5.385727386566228,-0.3110629266239668,0.0,0.0,0.0,6.136391282369542,56247.58403299254,61.33869578297987,30.242626799949083,0.0,2432.617831901666,0.0,1.1357622955544932e-16,159947.12243162296,141.0917288243763,135.644189903828,1.3871753134327738,6.498113370849748,1.213340539152343e-15,-82.74128691103664,0.21335432479208463,99938.41602534172,0.0002525566921621216
924,2021-01-08 15:15:00,0.088,-8.2,78.3,0.0,83.847,48.319,0.0,0.0,788.764,0,167.624,0.35,0,17,0.0,-0.47573131396867724,0.07608909616097607,-91.8223098427431,35.55424758977609,-132.25053883563893,-0.0,-0.0,5.184833960443928,-0.31085255732416645,0.0,0.0,0.0,6.136391701945273,56277.82665979249,61.3716757467748,33.56260271575763,0.0,2432.617831901666,0.0,0.0,160171.87980482302,141.0917288243763,135.64736943513068,1.387921155694828,6.498113370849748,0.0,-91.8223098427431,0.21347354751543446,100023.41602534172,0.0002431358380945839
925,2021-01-08 15:30:00,0.053,-8.35,78.0,0.0,62.448,38.248,0.0,0.0,788.784,0,167.438,0.35,0,17,0.0,-0.4754097461481773,0.05911871277147939,-99.73241673028123,27.26089949384967,-132.43653883563894,-0.0,-0.0,5.75386504985029,-0.31064243834225275,0.0,0.0,0.0,6.136392101540454,56311.389262508244,61.40827618594138,36.45482896055644,0.0,2432.617831901666,0.0,0.0,160393.31720210725,141.0917288243763,135.65089992259195,1.3887488750492192,6.498113370849748,0.0,-99.73241673028123,0.21358832579329587,100108.41602534172,0.0002698204861546333
926,2021-01-08 15:45:00,0.016,-8.6,79.5,0.5,41.05,28.177,0.0,0.0,788.805,0,167.251,0.35,0,17,0.0,-0.4750885788614555,0.04110187231628208,-120.69987955532244,19.411750708079197,-132.62353883563893,-13.42718112187212,-21.337155928844457,6.249522275186703,-0.31043258107729055,0.0,0.0,0.0,6.1363925211145975,56347.8440914688,61.44803063409902,44.12023762691256,1.0362122700357568,2432.617831901666,0.0,0.0,160611.8623731467,140.05551655434056,135.65473692709878,1.3896479223533635,6.498113370849748,0.0,-120.69987955532244,0.21371570420409802,100193.41602534172,0.00029306438940195865
927,2021-01-08 16:00:00,0.0,-8.75,79.15,1.0,19.652,18.106,0.0,0.0,788.826,0,167.064,0.35,0,17,0.0,-0.47476782711184273,0.033308275565733805,-140.68650915453694,12.194373250421572,-132.81053883563894,-27.32347968419896,-42.67431477552755,7.56335911021215,-0.3102229953327627,0.0,0.0,0.0,6.136392940687928,56391.96432909572,61.496144306538405,51.4278462334787,2.0724956748170165,2433.6540441717016,0.0,0.0,160822.74213551977,137.98302087952354,135.65938391998387,1.3907360136111666,6.498113370849748,0.0,-140.68650915453694,0.2138540593316305,100278.41602534172,0.00035467742247170933
928,2021-01-08 16:15:00,0.0,-8.8,78.8,0.0,14.739,13.58,0.0,0.0,788.913,0,166.398,0.35,0,17,0.0,-0.4744475317251852,0.03333731956626318,-115.82444787514196,9.14638318950665,-133.47653883563893,-0.0,-0.0,8.815721478775448,-0.31001370778511106,0.0,0.0,0.0,6.136394678911646,56443.392175329194,61.55222701780719,42.34123059795191,0.0,2435.726539846519,0.0,0.0,161026.3142892863,137.98302087952354,135.6648049810395,1.3920043247741183,6.498113370849748,0.0,-115.82444787514196,0.2140215065883503,100363.41602534172,0.00041340827039187673
929,2021-01-08 16:30:00,0.0,-8.85,78.8,0.5,9.826,9.053,0.0,0.0,789.0,0,165.733,0.35,0,17,0.0,-0.4741277312794278,0.03336122926445364,-134.91687880134418,6.09752483518914,-134.14153883563893,-13.820921971702022,-21.33716947584374,7.257861914449587,-0.3098047436419526,0.0,0.0,0.0,6.13639641712142,56485.733405927145,61.59840066077115,49.32235696253435,1.0363239537664302,2435.726539846519,0.0,0.0,161238.97305868834,136.9466969257571,135.66927175906923,1.3930485422429322,6.498113370849748,0.0,-134.91687880134418,0.21421668803418983,100448.41602534172,0.0003403509330987788
930,2021-01-08 16:45:00,0.0,-9.0,78.8,0.5,4.913,4.526,0.0,0.0,789.086,0,165.068,0.35,0,17,0.0,-0.47380837543820814,0.03338907816082883,-137.67011815121487,3.0485263516526984,-134.80653883563892,-14.05670688272535,-21.33717545034039,8.454197285509197,-0.3095960700124802,0.0,0.0,0.0,6.136398135338069,56535.05576288968,61.65218730958525,50.33080660021315,1.0363640203683444,2436.7628638002852,0.0,0.0,161444.6507017258,135.91033290538874,135.6744790471346,1.3942649279269574,6.498113370849748,0.0,-137.67011815121487,0.21437738351751245,100533.41602534172,0.00039645417209597085
931,2021-01-08 17:00:00,0.0,-9.1,79.45,1.0,0.0,0.0,0.0,0.0,789.173,0,164.402,0.35,0,17,0.0,-0.4734895008902647,0.03341749315160664,-155.58413117732164,0.0,-135.47253883563894,-28.42891909005418,-42.67436298851952,8.626714459241366,-0.3093877108698647,0.0,0.0,0.0,6.136399873520128,56585.38656948989,61.70707368537611,56.882218684775886,2.0728098757011226,2437.7992278206534,0.0,0.0,161649.31989512558,133.83752302968762,135.67979728288242,1.395506183949261,6.498113370849748,0.0,-155.58413117732164,0.2145645741087819,100618.41602534172,0.0004045445847762274
932,2021-01-08 17:15:00,0.0,-9.1,79.4,1.0,0.0,0.0,0.0,0.0,789.241,0,164.592,0.35,0,17,0.0,-0.47317111190337857,0.03344960281396288,-154.2738911373063,0.0,-135.28253883563892,-28.43136870059347,-42.674372436417976,9.749196067928874,-0.3091796690027618,0.0,0.0,0.0,6.136401232089509,56642.26878817467,61.769104458205746,56.405690240218476,2.0729022414612426,2439.8720376963547,0.0,0.0,161847.4376764408,131.76462078822638,135.68581322296538,1.396909010593096,6.498113370849748,0.0,-154.2738911373063,0.21475559201682148,100703.41602534172,0.00045718503470569045
933,2021-01-08 17:30:00,0.0,-9.1,78.8,1.25,0.0,0.0,0.0,0.0,789.31,0,164.783,0.35,0,17,0.0,-0.4728532424403837,0.03348143925976442,-161.27573156998696,0.0,-135.09153883563894,-35.54231791852145,-53.342977528994545,9.667097150776595,-0.3089719666031805,0.0,0.0,0.0,6.136402610629154,56698.67447841488,61.83061557079049,58.9683012800884,2.5912424140226293,2441.944939937816,0.0,0.0,162046.0319862006,129.17337837420376,135.6917844697031,1.3983000851144916,6.498113370849748,0.0,-161.27573156998696,0.2149714741604184,100788.41602534172,0.00045333488537725746
934,2021-01-08 17:45:00,0.0,-9.2,78.8,1.0,0.0,0.0,0.0,0.0,789.378,0,164.974,0.35,0,17,0.0,-0.4725358885664752,0.033514717596407305,-153.85226900763834,0.0,-134.90053883563894,-28.74879080189883,-42.67439147097492,10.10582523099947,-0.3087646011000393,0.0,0.0,0.0,6.136403969181398,56757.64277969497,61.89492124285166,56.25660257327,2.0730898515177225,2444.5361823518383,0.0,0.0,162242.06368492052,127.10028852268604,135.6980330739608,1.3997543586307162,6.498113370849748,0.0,-153.85226900763834,0.21518554776024754,100873.41602534172,0.00047390984142833717
935,2021-01-08 18:00:00,0.0,-9.35,79.4,1.0,0.0,0.0,0.0,0.0,789.446,0,165.164,0.35,0,17,0.0,-0.47221906258763163,0.03354646131867048,-154.59845657204895,0.0,-134.71053883563894,-29.22003799424453,-42.67440091869504,9.64067783836883,-0.3085575805343156,0.0,0.0,0.0,6.136405327725135,56813.89938226824,61.95626977346591,56.53193434706025,2.0731814703863165,2446.609272203356,0.0,0.0,162440.80708234725,125.02710705229973,135.70400011736587,1.4011417563589719,6.498113370849748,0.0,-154.59845657204895,0.2154093471052618,100958.41602534172,0.0004520959458624991
936,2021-01-08 18:15:00,0.0,-9.5,78.7,1.0,0.0,0.0,0.0,0.0,789.49,0,166.134,0.35,0,17,0.0,-0.47190274863354015,0.033578356181533216,-154.05192019358302,0.0,-133.74053883563894,-29.690463371548276,-42.67440703189421,9.687432908140243,-0.308350894536023,0.0,0.0,0.0,6.136406206778317,56870.4313166153,62.01791855683239,56.33457414801992,2.0732734603793244,2448.682453673742,0.0,0.0,162639.2751480002,122.9538335919204,135.71000205496821,1.402535944306686,6.498113370849748,0.0,-154.05192019358302,0.21562285488037689,101043.41602534172,0.0004542886231294578
937,2021-01-08 18:30:00,0.0,-9.65,80.0,1.0,0.0,0.0,0.0,0.0,789.535,0,167.103,0.35,0,17,0.0,-0.4715869468149168,0.033610135484010574,-153.58747557636622,0.0,-132.77153883563892,-30.1609792039277,-42.674413284004125,9.653187006377928,-0.3081445431775056,0.0,0.0,0.0,6.1364071058063,56926.76589076332,62.07935211642674,56.167211052520244,2.0733652237113818,2450.7557271341216,0.0,0.0,162837.94057385216,120.88046836820902,135.7159887125624,1.4039252649663083,6.498113370849748,0.0,-153.58747557636622,0.21583740760793754,101128.41602534172,0.0004526826222393534
938,2021-01-08 18:45:00,0.0,-9.7,80.6,2.1,0.0,0.0,0.0,0.0,789.58,0,168.072,0.35,0,17,0.0,-0.47127165473331395,0.03364181618559588,-186.1562539384959,0.0,-131.80253883563893,-63.66986147934776,-89.61628102578513,9.624084901382375,-0.3079385248915688,0.0,0.0,0.0,6.136408004830561,56982.93310181584,62.14060316446657,68.08066774118683,4.354259283110841,2452.829092357833,0.0,0.0,163036.77336279963,116.52620908509819,135.721963222174,1.4053104581250178,6.498113370849748,0.0,-186.1562539384959,0.21605121130453886,101213.41602534172,0.0004513178485517392
939,2021-01-08 19:00:00,0.0,-9.7,80.3,1.8,0.0,0.0,0.0,0.0,789.624,0,169.042,0.35,0,17,0.0,-0.4709568701626249,0.03368021097308217,-174.0526825522678,0.0,-130.83253883563893,-54.57720817299086,-76.81396616858153,11.664797294585611,-0.3077328382236289,0.0,0.0,0.0,6.136408883872907,57051.01376955703,62.21484598643079,63.657575403262065,3.7324221257897903,2457.183351640944,0.0,0.0,163223.69269505845,112.79378695930839,135.7292125127095,1.406989460401048,6.498113370849748,0.0,-174.0526825522678,0.21626437981663707,101298.41602534172,0.0005470214267581945
940,2021-01-08 19:15:00,0.0,-9.7,80.0,0.5,0.0,0.0,0.0,0.0,789.66,0,169.578,0.35,0,17,0.0,-0.4706426544600163,0.03371610574443435,-134.85868437981264,0.0,-130.29653883563893,-15.161026783311485,-21.337215325420157,10.906408762403476,-0.30752752326571187,0.0,0.0,0.0,6.136409603086727,57114.67134496029,62.28426537073096,49.32533035732411,1.0368358794679102,2460.9157737667338,0.0,0.0,163415.0351196552,111.75695107984048,135.73599830823593,1.4085593805786076,6.498113370849748,0.0,-134.85868437981264,0.2165227628549451,101383.41602534172,0.0005114549993699875
