,When,h_ice,h_f,r_ice,ice,T_a,Discharge
0,2021-01-30 17:00:00,0.0,1.35,0.0,0.0,-0.415,0.0
1,2021-01-30 17:15:00,0.005,1.35,1.67602885415807,0.0,-0.936,0.0
2,2021-01-30 17:30:00,0.004999999999999999,1.35,1.6760288541580697,0.01470827036743091,-1.458,3.58
3,2021-01-30 17:45:00,0.0026872124900959075,1.35,0.9007691341309395,2.0937602738339245,-1.77,3.58
4,2021-01-30 18:00:00,0.0028905549548959996,1.35,0.9689307017870546,2.6059412397759356,-2.081,3.58
5,2021-01-30 18:15:00,0.0031477935658439722,1.35,1.0551585686575236,3.365422989696735,-2.269,3.58
6,2021-01-30 18:30:00,0.0034089089950872812,1.35,1.1426859673930547,4.274321145990877,-2.457,3.58
7,2021-01-30 18:45:00,0.003675960529246248,1.35,1.2322031827525763,5.3596131696101885,-2.587,3.58
8,2021-01-30 19:00:00,0.003946026516622494,1.35,1.3227308602264318,6.6298075984538904,-2.717,3.58
9,2021-01-30 19:15:00,0.004219100692350223,1.35,1.4142668997954528,8.103648556689999,-2.895,3.58
10,2021-01-30 19:30:00,0.004494737511354018,1.35,1.5066619521791937,9.797920929836469,-3.072,3.58
11,2021-01-30 19:45:00,0.00477285998048021,1.35,1.5998902088282307,11.731593563690016,-3.393,3.58
12,2021-01-30 20:00:00,0.005054730981944326,1.35,1.6943749951490887,13.935259739433974,-3.714,3.58
13,2021-01-30 20:15:00,0.005960219267664409,1.35,1.6943749951490887,16.43157744607294,-4.41,3.58
14,2021-01-30 20:30:00,0.006873880274446642,1.35,1.6943749951490887,18.950426320282602,-5.105,3.58
15,2021-01-30 20:45:00,0.007801100738472292,1.35,1.6943749951490887,21.506656918522232,-5.269,3.58
16,2021-01-30 21:00:00,0.008728532360846074,1.35,1.6943749951490887,24.063469653860327,-5.434,3.58
17,2021-01-30 21:15:00,0.00965705357819049,1.35,1.6943749951490887,26.623286265958793,-5.437,3.58
18,2021-01-30 21:30:00,0.010585903577848152,1.35,1.6943749951490887,29.18400928968414,-5.44,3.58
19,2021-01-30 21:45:00,0.01151516466018631,1.35,1.6943749951490887,31.745865616833065,-5.668,3.58
20,2021-01-30 22:00:00,0.012457253867359824,1.35,1.6943749951490887,34.343087476230714,-5.897,3.58
21,2021-01-30 22:15:00,0.013411062360793017,1.35,1.6943749951490887,36.97261793890968,-6.027,3.58
22,2021-01-30 22:30:00,0.014363451869205545,1.35,1.6943749951490887,39.598236437747246,-6.158,3.58
23,2021-01-30 22:45:00,0.015315398009914091,1.35,1.6943749951490887,42.222632627398205,-6.084,3.58
24,2021-01-30 23:00:00,0.016265174134571847,1.35,1.6943749951490887,44.84104635479459,-6.01,3.58
25,2021-01-30 23:15:00,0.017212864780663348,1.35,1.6943749951490887,47.45371067918505,-6.232,3.58
26,2021-01-30 23:30:00,0.018167074298687982,1.35,1.6943749951490887,50.08434671639678,-6.453,3.58
27,2021-01-30 23:45:00,0.019127076227049233,1.35,1.6943749951490887,52.730951702865454,-6.589,3.58
28,2021-01-31 00:00:00,0.020086899452203415,1.35,1.6943749951490887,55.377064026991526,-6.725,3.58
29,2021-01-31 00:15:00,0.021047000108425865,1.35,1.6943749951490887,58.02394119379862,-7.016,3.58
30,2021-01-31 00:30:00,0.022013415926086004,1.35,1.6943749951490887,60.68822846912484,-7.306,3.58
31,2021-01-31 00:45:00,0.022985657013424886,1.35,1.6943749951490887,63.36857528279555,-7.489,3.58
32,2021-01-31 01:00:00,0.023962215136787673,1.35,1.6943749951490887,66.06082362367165,-7.672,3.58
33,2021-01-31 01:15:00,0.024943043376618148,1.35,1.6943749951490887,68.76484414041774,-7.81,3.58
34,2021-01-31 01:30:00,0.025924494333391203,1.35,1.6943749951490887,71.47058140972095,-7.948,3.58
35,2021-01-31 01:45:00,0.026906850781610165,1.35,1.6943749951490887,74.17881500544307,-8.044,3.58
36,2021-01-31 02:00:00,0.02789214266273479,1.35,1.6943749951490887,76.8951412217486,-8.141,3.58
37,2021-01-31 02:15:00,0.028880351660666107,1.35,1.6943749951490887,79.61950956344849,-8.335,3.58
38,2021-01-31 02:30:00,0.02986781268464027,1.35,1.6943749951490887,82.34181583470217,-8.53,3.58
