,When,sea,T_a,RH,v_a,Discharge,SW_direct,SW_diffuse,Prec,p_a,a,vp_a,LW_in,T_s,T_bulk,f_cone,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,TotalE,SW,LW,Qs,Ql,Qf,Qg,meltwater,SA,h_ice,r_ice,ppt,dpt,cdt,s_cone,input,vp_ice,thickness,$q_{T}$,$q_{melt}$
0,2021-01-20 17:00:00,0.0,-0.106,15.662,4.595,0.0,111.24675,37.08225,0,67.605,0.0,0.0,196.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
1,2021-01-20 17:15:00,0.0,-0.632,16.418,4.729,0.0,59.03025,19.67675,0,67.619,0.85,0.95746,193.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
2,2021-01-20 17:30:00,0.0,-1.157,17.173,4.862,0.0,6.8145,2.2715,0,67.634,0.84983,0.96367,191.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
3,2021-01-20 17:45:00,0.0,-1.275,16.634,4.144,0.0,2.29425,0.76475,0,67.645,0.84965,0.92536,190.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
4,2021-01-20 18:00:00,0.0,-1.392,16.094,3.425,0.0,-2.226,-0.742,0,67.656,0.84948,0.88764,189.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
5,2021-01-20 18:15:00,0.0,-1.507,15.607,3.3,0.0,-3.225,-1.075,0,67.673,0.84931,0.85352,189.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
6,2021-01-20 18:30:00,0.0,-1.622,15.12,3.176,0.0,-4.22475,-1.40825,0,67.691,0.84913,0.8199,189.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
7,2021-01-20 18:45:00,0.0,-1.772,16.118,2.881,0.0,-4.182,-1.394,0,67.716,0.84896,0.8644,190.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
8,2021-01-20 19:00:00,0.0,-1.921,17.117,2.586,0.0,-4.14,-1.38,0,67.742,0.84879,0.90792,190.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
9,2021-01-20 19:15:00,0.0,-2.105,18.302,2.589,0.0,-4.13175,-1.37725,0,67.758,0.84861,0.95764,190.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
10,2021-01-20 19:30:00,0.0,-2.288,19.488,2.592,0.0,-4.1235,-1.3745,0,67.774,0.84844,1.00595,190.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,0.0,0.0
