When,cam_temp
2019-12-09 13:00:00,1.971568627450981
2019-12-09 14:00:00,1.971568627450981
2019-12-09 17:00:00,-0.8449019607843138
2019-12-09 18:00:00,-0.8449019607843138
2019-12-09 22:00:00,-1.3554901960784316
2019-12-10 01:00:00,-2.201764705882353
2019-12-10 02:00:00,-2.035490196078431
2019-12-12 00:00:00,-2.4205882352941175
2019-12-12 07:00:00,-2.4080392156862747
2019-12-13 02:00:00,-4.4715686274509805
2019-12-13 04:00:00,-4.601764705882353
2019-12-14 01:00:00,-4.524901960784313
2019-12-14 02:00:00,-4.677058823529412
2019-12-14 10:00:00,0.5613725490196079
2019-12-15 12:00:00,2.719803921568627
2019-12-15 13:00:00,2.202941176470588
2019-12-15 17:00:00,-0.18686274509803924
2019-12-16 02:00:00,0.37549019607843137
2019-12-16 06:00:00,2.8013725490196073
2019-12-16 08:00:00,2.621764705882353
2019-12-16 12:00:00,4.402156862745098
2019-12-16 14:00:00,4.9974509803921565
2019-12-16 16:00:00,4.220196078431373
2019-12-16 17:00:00,4.061764705882353
2019-12-16 19:00:00,4.759019607843137
2019-12-16 20:00:00,4.388039215686275
2019-12-17 07:00:00,5.785686274509803
2019-12-17 11:00:00,6.228039215686274
2019-12-17 20:00:00,7.1135294117647065
2019-12-18 00:00:00,7.807647058823529
2019-12-18 14:00:00,8.407647058823532
2019-12-18 22:00:00,5.669607843137255
2019-12-19 00:00:00,5.65705882352941
2019-12-19 02:00:00,4.9017647058823535
2019-12-19 06:00:00,5.7001960784313725
2019-12-19 08:00:00,5.9974509803921565
2019-12-19 10:00:00,6.006862745098037
2019-12-19 11:00:00,5.757450980392157
2019-12-19 12:00:00,6.64764705882353
2019-12-20 02:00:00,5.520588235294117
2019-12-20 04:00:00,6.222549019607845
2019-12-20 12:00:00,5.999803921568627
2019-12-20 14:00:00,5.126078431372548
2019-12-20 17:00:00,3.0398039215686268
2019-12-22 02:00:00,0.6845098039215686
2019-12-23 00:00:00,-1.501372549019608
2019-12-23 01:00:00,-1.3656862745098037
2019-12-23 07:00:00,-1.2472549019607841
2019-12-23 12:00:00,0.29
2019-12-23 16:00:00,-0.742156862745098
2019-12-23 22:00:00,-1.082549019607843
2019-12-24 06:00:00,-1.0794117647058825
2019-12-24 15:00:00,0.5331372549019606
2019-12-24 18:00:00,-0.506078431372549
2019-12-24 21:00:00,-0.8441176470588236
2019-12-25 08:00:00,0.016274509803921564
2019-12-25 13:00:00,0.9794117647058823
2019-12-25 20:00:00,-0.7954901960784315
2019-12-25 22:00:00,-1.6888235294117644
2019-12-26 00:00:00,-2.174313725490196
2019-12-26 07:00:00,-6.027647058823531
2019-12-26 16:00:00,-1.75
2019-12-26 20:00:00,-3.1256862745098037
2019-12-26 22:00:00,-3.0598039215686272
2019-12-27 00:00:00,-2.9594117647058824
2019-12-27 03:00:00,-2.757058823529412
2019-12-27 05:00:00,-1.2111764705882353
2019-12-27 16:00:00,-0.1303921568627451
2019-12-27 21:00:00,-0.41588235294117654
2019-12-28 14:00:00,-6.306862745098039
2019-12-28 15:00:00,-6.059803921568626
2019-12-28 17:00:00,-7.666862745098039
2019-12-29 16:00:00,-6.879411764705882
2019-12-29 19:00:00,-6.324901960784314
2019-12-30 07:00:00,-5.313137254901961
2019-12-30 14:00:00,-5.712352941176471
2019-12-30 16:00:00,-6.183725490196078
2019-12-31 07:00:00,-4.050392156862745
2019-12-31 08:00:00,-4.595490196078431
2019-12-31 11:00:00,0.2445098039215686
2019-12-31 13:00:00,-3.1868627450980394
2019-12-31 14:00:00,-2.7703921568627456
2019-12-31 15:00:00,-1.8276470588235296
2019-12-31 21:00:00,-5.882549019607844
2020-01-01 00:00:00,-6.251960784313725
2020-01-01 01:00:00,-7.020588235294117
2020-01-01 02:00:00,-6.807254901960785
2020-01-01 03:00:00,-4.482549019607843
2020-01-01 04:00:00,-4.9766666666666675
2020-01-01 05:00:00,-5.568823529411766
2020-01-01 06:00:00,-5.533529411764707
2020-01-01 07:00:00,-5.626078431372551
2020-01-01 08:00:00,-5.528823529411765
2020-01-01 09:00:00,-6.43
2020-01-01 10:00:00,-5.236274509803921
2020-01-01 11:00:00,-0.4527450980392157
2020-01-01 12:00:00,-4.1201960784313725
2020-01-01 13:00:00,-5.833137254901961
2020-01-01 14:00:00,-7.540588235294116
2020-01-01 15:00:00,-6.841764705882353
2020-01-01 16:00:00,-6.538235294117647
2020-01-01 17:00:00,-6.555490196078432
2020-01-01 18:00:00,-7.658235294117647
2020-01-01 19:00:00,-4.953137254901961
2020-01-01 20:00:00,-5.070784313725491
2020-01-01 21:00:00,-4.960196078431372
2020-01-01 22:00:00,-5.680196078431372
2020-01-01 23:00:00,-5.617450980392157
2020-01-02 00:00:00,-6.912352941176469
2020-01-02 01:00:00,-6.715490196078431
2020-01-02 02:00:00,-6.942941176470588
2020-01-02 03:00:00,-6.880196078431373
2020-01-02 04:00:00,-7.517843137254903
2020-01-02 05:00:00,-6.50921568627451
2020-01-02 06:00:00,-6.06607843137255
2020-01-02 07:00:00,-5.603333333333333
2020-01-02 08:00:00,-4.866078431372549
2020-01-02 09:00:00,-6.044901960784314
2020-01-02 10:00:00,-0.32176470588235295
2020-01-02 11:00:00,1.158235294117647
2020-01-02 12:00:00,0.8735294117647058
2020-01-02 13:00:00,0.946470588235294
2020-01-02 14:00:00,-5.681764705882354
2020-01-02 15:00:00,-3.11156862745098
2020-01-02 16:00:00,-0.9750980392156864
2020-01-02 17:00:00,-5.145294117647058
2020-01-02 18:00:00,-7.0401960784313715
