time,temp,RH,wind,SW_global,ppt,vp_a,press,LW_in
2020-03-12 09:00:00,7.983,71.9,1.0,421.033,0.0,7.683,799.631,240.054
2020-03-12 10:00:00,9.35,68.167,0.417,528.057,0.0,8.017,799.322,251.172
2020-03-12 11:00:00,9.917,64.8,1.0,567.398,0.0,7.9,799.099,269.717
2020-03-12 12:00:00,13.45,55.133,0.75,607.266,0.0,8.5,799.038,270.524
2020-03-12 13:00:00,13.867,55.233,0.667,589.626,0.0,8.733,798.225,272.384
2020-03-12 14:00:00,11.95,61.4,0.583,524.514,0.0,8.567,798.0,265.664
2020-03-12 15:00:00,10.95,64.617,0.583,373.759,0.0,8.467,797.653,271.402
2020-03-12 16:00:00,9.75,69.117,1.267,216.052,0.0,8.35,797.257,286.474
2020-03-12 17:00:00,8.533,72.617,1.633,86.746,0.0,8.067,797.504,286.972
2020-03-12 18:00:00,7.917,75.833,1.717,5.275,0.0,8.083,797.175,302.213
2020-03-12 19:00:00,7.383,81.933,1.433,0.0,0.0,8.417,797.9,294.819
2020-03-12 20:00:00,6.533,89.833,1.417,0.0,0.6,8.733,797.357,308.803
2020-03-12 21:00:00,5.933,93.05,1.35,0.0,0.0,8.667,797.429,312.928
2020-03-12 22:00:00,5.633,94.233,0.833,0.0,1.2,8.583,797.272,314.098
2020-03-12 23:00:00,5.317,95.117,0.583,0.0,3.6,8.467,797.224,307.487
2020-03-13 00:00:00,5.133,95.9,0.75,0.0,1.2,8.433,797.172,312.872
2020-03-13 01:00:00,5.367,96.483,2.217,0.0,1.0,8.633,797.303,313.995
2020-03-13 02:00:00,5.267,96.817,3.267,0.0,0.4,8.6,796.784,317.966
2020-03-13 03:00:00,4.75,97.0,2.833,0.0,0.4,8.3,796.739,317.511
2020-03-13 04:00:00,4.3,96.0,2.483,0.0,0.6,8.0,796.781,312.467
2020-03-13 05:00:00,3.967,96.533,1.817,0.0,0.6,7.833,796.619,307.002
2020-03-13 06:00:00,3.767,96.617,3.183,0.734,0.2,7.7,796.862,299.14
2020-03-13 07:00:00,3.133,97.083,5.217,28.014,0.6,7.417,797.249,305.869
2020-03-13 08:00:00,2.433,97.083,4.683,97.377,1.0,7.083,797.686,299.898
2020-03-13 09:00:00,1.95,96.267,2.667,210.786,0.2,6.8,797.773,300.126
2020-03-13 10:00:00,1.933,94.867,2.167,351.847,0.0,6.667,797.746,281.525
2020-03-13 11:00:00,2.217,92.75,0.833,461.791,0.0,6.667,798.057,281.256
2020-03-13 12:00:00,2.2,91.85,0.5,445.648,0.0,6.567,798.126,288.237
2020-03-13 13:00:00,2.233,92.867,0.333,499.162,0.0,6.667,797.938,288.834
2020-03-13 14:00:00,2.45,92.55,0.083,424.868,0.0,6.75,797.924,282.686
2020-03-13 15:00:00,2.733,90.567,0.25,382.756,0.0,6.75,797.762,267.586
2020-03-13 16:00:00,2.633,90.033,0.167,243.624,0.0,6.667,797.47,268.462
2020-03-13 17:00:00,2.417,91.35,0.583,92.486,0.0,6.65,797.363,268.417
2020-03-13 18:00:00,1.65,92.95,1.083,6.078,0.0,6.4,797.345,278.535
2020-03-13 19:00:00,1.05,94.167,1.0,0.0,0.0,6.217,797.377,233.287
2020-03-13 20:00:00,0.55,94.017,1.25,0.0,0.0,5.967,797.494,220.131
2020-03-13 21:00:00,0.117,94.883,1.333,0.0,0.0,5.833,797.478,214.528
2020-03-13 22:00:00,-0.167,95.0,1.25,0.0,0.0,5.733,797.352,209.262
2020-03-13 23:00:00,-0.35,95.0,0.917,0.0,0.0,5.667,796.921,206.375
2020-03-14 00:00:00,-0.317,95.7,0.667,0.0,0.0,5.717,796.576,206.201
2020-03-14 01:00:00,0.2,96.05,1.1,0.0,0.0,5.95,796.224,214.093
2020-03-14 02:00:00,0.467,96.05,0.5,0.0,0.0,6.1,795.873,209.275
2020-03-14 03:00:00,0.517,95.817,0.583,0.0,0.0,6.1,795.464,223.227
2020-03-14 04:00:00,0.667,95.283,1.983,0.0,0.0,6.133,795.159,256.273
2020-03-14 05:00:00,0.617,94.267,1.3,0.0,0.0,6.017,795.224,253.381
2020-03-14 06:00:00,0.567,94.6,0.583,1.904,0.0,6.0,795.181,228.444
2020-03-14 07:00:00,0.917,94.967,0.333,84.414,0.0,6.2,795.479,242.099
2020-03-14 08:00:00,2.0,91.633,0.583,227.895,0.0,6.45,795.724,226.793
2020-03-14 09:00:00,3.55,84.033,0.583,391.842,0.0,6.65,796.141,238.99
2020-03-14 10:00:00,4.333,82.567,2.233,477.269,0.0,6.883,796.348,246.549
2020-03-14 11:00:00,3.483,84.367,2.05,590.752,0.0,6.633,796.367,257.308
2020-03-14 12:00:00,3.517,86.0,0.583,612.254,0.0,6.767,796.388,252.723
2020-03-14 13:00:00,3.3,88.183,0.667,503.152,0.0,6.833,796.317,274.329
2020-03-14 14:00:00,3.033,89.45,0.75,391.729,0.2,6.817,796.32,280.145
2020-03-14 15:00:00,2.7,90.9,0.333,325.925,0.2,6.75,796.402,273.612
2020-03-14 16:00:00,2.533,91.8,0.083,222.943,0.0,6.733,796.636,274.756
2020-03-14 17:00:00,2.433,92.55,0.25,84.023,0.0,6.75,796.979,273.261
2020-03-14 18:00:00,2.283,93.317,0.5,6.805,0.0,6.733,797.508,276.045
2020-03-14 19:00:00,2.1,93.717,0.25,0.0,0.0,6.683,797.901,259.002
2020-03-14 20:00:00,1.95,94.4,1.0,0.0,0.0,6.65,798.118,262.263
2020-03-14 21:00:00,1.8,94.517,1.0,0.0,0.0,6.583,798.245,246.324
2020-03-14 22:00:00,1.033,93.7,1.167,0.0,0.0,6.167,798.441,235.43
2020-03-14 23:00:00,0.317,92.883,1.167,0.0,0.0,5.8,798.218,228.534
2020-03-15 00:00:00,-0.1,92.95,0.75,0.0,0.0,5.633,798.177,209.624
2020-03-15 01:00:00,-0.433,93.017,0.917,0.0,0.0,5.517,798.02,216.106
2020-03-15 02:00:00,-0.75,92.567,0.667,0.0,0.0,5.367,797.808,220.813
2020-03-15 03:00:00,-1.0,92.2,1.0,0.0,0.0,5.233,797.501,205.969
2020-03-15 04:00:00,-1.2,91.967,0.833,0.0,0.0,5.15,797.387,214.507
2020-03-15 05:00:00,-1.25,90.267,0.667,0.0,0.0,5.017,797.268,227.797
2020-03-15 06:00:00,-0.85,87.7,1.283,2.584,0.0,5.017,797.244,238.7
2020-03-15 07:00:00,0.067,82.317,1.8,84.683,0.0,5.05,797.312,241.182
2020-03-15 08:00:00,2.35,70.917,2.333,234.148,0.0,5.15,797.654,240.0
2020-03-15 09:00:00,3.217,70.533,2.517,402.53,0.0,5.417,797.842,248.061
2020-03-15 10:00:00,4.7,67.567,3.35,550.228,0.0,5.767,797.722,242.726
2020-03-15 11:00:00,6.117,66.15,2.6,608.909,0.0,6.233,797.738,250.542
2020-03-15 12:00:00,7.9,62.267,2.767,665.336,0.0,6.65,797.622,236.372
2020-03-15 13:00:00,9.45,53.9,2.567,654.446,0.0,6.367,797.247,252.851
2020-03-15 14:00:00,9.25,45.717,5.2,552.369,0.0,5.317,797.126,246.179
2020-03-15 15:00:00,8.333,48.9,7.117,436.433,0.0,5.4,797.242,251.215
2020-03-15 16:00:00,8.183,49.233,8.2,279.62,0.0,5.367,797.142,259.128
2020-03-15 17:00:00,8.017,48.85,8.8,113.893,0.0,5.25,797.169,256.337
2020-03-15 18:00:00,7.883,48.0,7.617,9.462,0.0,5.117,797.306,247.179
2020-03-15 19:00:00,7.867,45.983,7.2,0.0,0.0,4.9,797.459,258.779
2020-03-15 20:00:00,7.833,44.933,5.133,0.0,0.0,4.733,797.487,260.199
2020-03-15 21:00:00,7.717,44.733,6.117,0.0,0.0,4.683,797.717,253.646
2020-03-15 22:00:00,7.467,45.4,8.033,0.0,0.0,4.7,797.541,251.894
2020-03-15 23:00:00,7.05,46.55,8.467,0.0,0.0,4.667,797.592,246.844
2020-03-16 00:00:00,6.633,47.917,9.35,0.0,0.0,4.667,797.83,242.948
2020-03-16 01:00:00,6.45,48.033,9.95,0.0,0.0,4.617,797.721,248.976
2020-03-16 02:00:00,6.3,47.733,9.7,0.0,0.0,4.55,797.814,252.001
2020-03-16 03:00:00,6.383,46.667,8.817,0.0,0.0,4.467,797.937,248.89
2020-03-16 04:00:00,6.333,45.267,7.283,0.0,0.0,4.333,797.952,239.611
2020-03-16 05:00:00,6.167,45.683,4.633,0.0,0.0,4.3,798.315,248.767
2020-03-16 06:00:00,5.967,46.467,3.25,3.196,0.0,4.333,798.578,243.685
2020-03-16 07:00:00,3.317,62.0,0.5,92.624,0.0,4.8,799.134,242.056
2020-03-16 08:00:00,2.967,68.15,0.75,264.187,0.0,5.167,799.604,249.706
2020-03-16 09:00:00,6.017,58.75,0.417,446.128,0.0,5.483,800.336,233.962
2020-03-16 10:00:00,8.617,51.95,0.933,600.04,0.0,5.817,800.63,226.236
2020-03-16 11:00:00,10.05,47.55,3.683,696.492,0.0,5.867,800.959,218.885
2020-03-16 12:00:00,10.517,51.433,3.35,729.283,0.0,6.55,801.158,223.467
2020-03-16 13:00:00,11.333,50.417,2.067,699.098,0.0,6.783,801.103,226.681
2020-03-16 14:00:00,11.35,49.467,0.667,618.804,0.0,6.65,801.544,228.688
2020-03-16 15:00:00,8.633,59.05,0.667,485.685,0.0,6.617,801.906,233.538
2020-03-16 16:00:00,7.333,63.933,0.833,324.786,0.0,6.567,802.177,232.863
2020-03-16 17:00:00,6.2,65.683,1.183,133.821,0.0,6.233,802.529,226.225
2020-03-16 18:00:00,5.283,67.433,1.533,12.07,0.0,6.0,803.131,227.077
2020-03-16 19:00:00,4.55,68.6,1.083,0.0,0.0,5.8,803.878,224.997
2020-03-16 20:00:00,4.017,68.983,1.517,0.0,0.0,5.617,804.271,222.715
2020-03-16 21:00:00,3.75,69.017,1.8,0.0,0.0,5.517,805.05,222.016
2020-03-16 22:00:00,3.417,69.2,2.1,0.0,0.0,5.417,805.244,221.404
2020-03-16 23:00:00,3.033,69.533,1.9,0.0,0.0,5.283,805.421,222.082
2020-03-17 00:00:00,3.05,68.183,2.1,0.0,0.0,5.2,805.556,221.676
2020-03-17 01:00:00,2.7,69.483,1.7,0.0,0.0,5.167,805.681,225.887
2020-03-17 02:00:00,2.1,71.533,2.0,0.0,0.0,5.083,805.801,223.635
2020-03-17 03:00:00,2.033,70.55,2.0,0.0,0.0,4.983,805.808,224.239
2020-03-17 04:00:00,1.933,70.433,1.333,0.0,0.0,4.95,806.257,223.593
2020-03-17 05:00:00,1.867,71.133,1.417,0.0,0.0,4.967,806.681,220.274
2020-03-17 06:00:00,1.75,72.733,1.717,5.001,0.0,5.017,807.102,220.469
2020-03-17 07:00:00,2.567,69.7,1.7,100.091,0.0,5.117,807.632,246.156
2020-03-17 08:00:00,4.317,65.7,1.167,286.971,0.0,5.467,807.9,226.126
2020-03-17 09:00:00,7.4,52.833,0.917,463.66,0.0,5.433,807.996,229.056
2020-03-17 10:00:00,10.983,40.75,1.617,606.298,0.0,5.35,808.164,232.108
2020-03-17 11:00:00,12.783,41.233,2.317,694.431,0.0,6.117,808.319,237.432
2020-03-17 12:00:00,13.283,47.133,2.4,732.912,0.0,7.2,808.232,237.342
2020-03-17 13:00:00,14.617,40.233,1.433,710.235,0.0,6.683,807.971,237.503
2020-03-17 14:00:00,13.433,45.05,0.5,629.017,0.0,6.95,807.934,240.245
2020-03-17 15:00:00,10.4,57.233,0.667,485.086,0.0,7.217,807.64,242.37
2020-03-17 16:00:00,8.583,63.1,0.833,321.494,0.0,7.05,807.374,240.634
2020-03-17 17:00:00,7.333,66.133,0.917,145.737,0.0,6.767,807.448,233.55
2020-03-17 18:00:00,6.167,69.533,1.817,13.818,0.0,6.583,807.548,231.271
2020-03-17 19:00:00,5.467,72.633,1.6,0.0,0.0,6.533,808.034,231.707
2020-03-17 20:00:00,4.833,75.45,1.25,0.0,0.0,6.5,808.285,230.883
2020-03-17 21:00:00,4.6,76.25,1.267,0.0,0.0,6.467,808.389,233.6
2020-03-17 22:00:00,4.75,75.617,1.25,0.0,0.0,6.483,808.654,228.74
2020-03-17 23:00:00,4.733,74.983,1.7,0.0,0.0,6.433,808.359,228.291
2020-03-18 00:00:00,4.55,75.05,1.433,0.0,0.0,6.317,807.928,226.613
2020-03-18 01:00:00,4.0,76.967,0.917,0.0,0.0,6.25,807.612,226.453
2020-03-18 02:00:00,3.417,78.533,1.7,0.0,0.0,6.1,807.328,228.091
2020-03-18 03:00:00,3.283,78.9,1.7,0.0,0.0,6.1,807.2,225.596
2020-03-18 04:00:00,3.167,78.9,1.9,0.0,0.0,6.067,806.928,228.073
2020-03-18 05:00:00,2.917,79.817,1.817,0.0,0.0,6.0,806.904,224.665
2020-03-18 06:00:00,2.817,81.0,1.25,6.104,0.0,6.083,807.062,225.728
2020-03-18 07:00:00,2.983,82.1,1.35,113.788,0.0,6.233,807.127,227.114
2020-03-18 08:00:00,4.45,80.267,1.9,289.428,0.0,6.75,807.254,237.488
2020-03-18 09:00:00,8.317,64.983,1.0,473.348,0.0,7.117,807.41,229.121
2020-03-18 10:00:00,11.367,55.3,1.9,615.828,0.0,7.467,807.269,233.219
2020-03-18 11:00:00,13.217,49.8,1.9,707.503,0.0,7.567,806.984,235.583
2020-03-18 12:00:00,14.583,47.983,2.183,744.673,0.0,7.967,806.553,237.008
2020-03-18 13:00:00,15.75,44.85,1.7,721.346,0.0,8.033,806.179,238.274
2020-03-18 14:00:00,14.95,45.983,0.917,629.947,0.0,7.783,805.976,241.763
2020-03-18 15:00:00,11.883,54.4,0.833,489.217,0.0,7.567,805.462,243.208
2020-03-18 16:00:00,9.533,63.417,1.083,327.204,0.0,7.55,805.189,242.558
2020-03-18 17:00:00,8.05,67.95,1.183,147.456,0.0,7.35,805.295,239.147
2020-03-18 18:00:00,7.017,70.3,1.8,14.87,0.0,7.067,805.38,241.172
2020-03-18 19:00:00,6.367,71.95,1.617,0.0,0.0,6.917,805.544,233.55
2020-03-18 20:00:00,5.717,74.267,1.367,0.0,0.0,6.833,805.494,231.77
2020-03-18 21:00:00,5.3,75.15,1.8,0.0,0.0,6.7,805.49,230.948
2020-03-18 22:00:00,4.95,75.65,2.1,0.0,0.0,6.583,805.529,229.645
2020-03-18 23:00:00,4.883,76.283,2.1,0.0,0.0,6.6,805.371,228.484
2020-03-19 00:00:00,4.75,75.983,1.8,0.0,0.0,6.5,805.077,227.819
2020-03-19 01:00:00,4.317,77.3,1.817,0.0,0.0,6.417,804.967,227.574
2020-03-19 02:00:00,4.267,76.617,1.733,0.0,0.0,6.35,804.692,226.935
2020-03-19 03:00:00,4.15,76.35,1.0,0.0,0.0,6.267,804.372,226.392
2020-03-19 04:00:00,4.2,75.067,0.583,0.0,0.0,6.2,804.315,226.331
2020-03-19 05:00:00,4.117,74.867,0.917,0.0,0.0,6.133,804.298,225.63
2020-03-19 06:00:00,3.35,78.933,1.083,7.368,0.0,6.133,804.206,225.935
2020-03-19 07:00:00,3.533,79.733,1.517,123.532,0.0,6.25,804.194,227.8
2020-03-19 08:00:00,5.133,76.65,2.1,305.921,0.0,6.75,804.486,228.102
2020-03-19 09:00:00,9.083,62.35,1.65,478.16,0.0,7.183,804.507,232.194
2020-03-19 10:00:00,11.833,51.133,1.717,625.06,0.0,7.1,804.431,232.731
2020-03-19 11:00:00,13.35,51.733,3.267,698.067,0.0,7.933,804.219,234.538
2020-03-19 12:00:00,14.1,50.617,4.433,752.559,0.0,8.133,803.919,235.157
2020-03-19 13:00:00,15.133,45.75,2.433,699.371,0.0,7.883,803.666,245.923
2020-03-19 14:00:00,15.383,43.467,1.1,625.526,0.0,7.6,803.399,244.106
2020-03-19 15:00:00,12.767,51.2,0.333,480.649,0.0,7.55,803.031,246.784
2020-03-19 16:00:00,9.933,60.15,0.75,314.513,0.0,7.35,802.827,242.125
2020-03-19 17:00:00,8.3,64.617,0.833,148.248,0.0,7.117,802.637,242.315
2020-03-19 18:00:00,7.067,67.5,0.833,15.536,0.0,6.817,802.642,241.795
2020-03-19 19:00:00,6.167,70.533,1.35,0.0,0.0,6.683,802.878,235.974
2020-03-19 20:00:00,5.817,70.467,0.75,0.0,0.0,6.517,802.812,245.795
2020-03-19 21:00:00,8.5,58.383,2.267,0.0,0.0,6.467,802.797,230.806
2020-03-19 22:00:00,9.567,53.617,2.517,0.0,0.0,6.4,802.749,234.995
2020-03-19 23:00:00,10.083,50.95,3.183,0.0,0.0,6.267,802.393,230.856
2020-03-20 00:00:00,9.9,50.45,3.183,0.0,0.0,6.117,802.219,228.182
2020-03-20 01:00:00,9.683,49.85,3.933,0.0,0.0,6.0,801.911,224.504
2020-03-20 02:00:00,9.533,49.367,4.517,0.0,0.0,5.867,801.626,229.461
2020-03-20 03:00:00,9.183,49.6,3.933,0.0,0.0,5.783,801.418,221.198
2020-03-20 04:00:00,8.717,50.417,2.683,0.0,0.0,5.683,801.373,223.944
2020-03-20 05:00:00,8.2,50.9,2.517,0.0,0.0,5.533,801.272,225.372
2020-03-20 06:00:00,7.2,55.233,2.1,8.678,0.0,5.617,801.113,219.358
2020-03-20 07:00:00,6.767,59.217,1.083,105.606,0.0,5.817,801.307,244.658
2020-03-20 08:00:00,7.617,59.483,0.833,261.487,0.0,6.217,801.156,256.825
2020-03-20 09:00:00,10.017,56.433,1.9,459.382,0.0,6.95,801.175,229.654
2020-03-20 10:00:00,12.283,41.433,4.383,601.822,0.0,5.9,801.061,225.504
2020-03-20 11:00:00,12.733,38.767,5.1,673.195,0.0,5.717,800.729,230.996
2020-03-20 12:00:00,14.333,35.95,5.1,653.623,0.0,5.867,800.422,239.102
2020-03-20 13:00:00,13.833,37.183,3.417,643.528,0.0,5.883,800.094,239.089
2020-03-20 14:00:00,12.9,56.4,2.833,520.621,0.0,8.383,799.746,245.266
2020-03-20 15:00:00,11.617,66.1,3.75,429.933,0.0,9.017,799.332,262.073
2020-03-20 16:00:00,10.883,67.533,0.75,286.15,0.0,8.8,799.158,253.74
2020-03-20 17:00:00,9.417,71.95,3.6,123.558,0.0,8.5,799.189,262.946
2020-03-20 18:00:00,7.983,76.417,2.6,14.571,0.0,8.167,799.074,243.145
2020-03-20 19:00:00,6.817,82.983,1.1,0.0,0.0,8.2,799.149,234.546
2020-03-20 20:00:00,6.433,87.967,0.333,0.0,0.2,8.467,799.099,232.791
2020-03-20 21:00:00,5.567,90.383,0.25,0.0,0.0,8.183,799.058,252.172
2020-03-20 22:00:00,5.05,91.9,0.917,0.0,0.0,8.05,798.893,249.628
2020-03-20 23:00:00,5.217,91.6,1.183,0.0,0.0,8.117,798.605,232.068
2020-03-21 00:00:00,5.35,90.783,0.583,0.0,0.0,8.083,798.237,226.885
2020-03-21 01:00:00,5.15,89.917,0.667,0.0,0.0,7.933,797.891,232.529
2020-03-21 02:00:00,4.133,89.4,1.167,0.0,0.0,7.35,797.259,224.774
2020-03-21 03:00:00,3.25,89.883,1.167,0.0,0.0,6.95,797.011,228.847
2020-03-21 04:00:00,2.633,90.35,1.083,0.0,0.0,6.683,796.708,217.186
2020-03-21 05:00:00,2.217,91.533,1.35,0.0,0.0,6.55,796.482,222.233
2020-03-21 06:00:00,2.333,91.317,1.417,10.249,0.0,6.617,796.402,217.753
2020-03-21 07:00:00,2.883,89.633,1.817,136.704,0.0,6.767,796.081,214.094
2020-03-21 08:00:00,4.667,86.583,1.183,319.45,0.0,7.383,796.256,217.366
2020-03-21 09:00:00,7.45,74.983,1.183,490.786,0.0,7.717,796.062,222.516
2020-03-21 10:00:00,9.867,65.467,1.25,626.167,0.0,7.933,795.766,226.435
2020-03-21 11:00:00,11.55,60.083,3.6,705.714,0.0,8.183,795.492,228.463
2020-03-21 12:00:00,11.65,63.883,4.017,739.822,0.0,8.733,795.154,232.971
2020-03-21 13:00:00,11.5,67.5,3.683,712.102,0.0,9.15,794.833,231.714
2020-03-21 14:00:00,10.983,70.483,3.35,625.692,0.0,9.25,794.376,239.214
2020-03-21 15:00:00,9.767,75.167,2.767,491.848,0.0,9.083,794.176,238.073
2020-03-21 16:00:00,8.233,80.883,2.267,308.611,0.0,8.817,794.012,241.911
2020-03-21 17:00:00,6.917,86.4,2.35,138.592,0.0,8.6,794.032,252.005
2020-03-21 18:00:00,6.083,89.267,1.433,17.029,0.0,8.4,794.176,254.109
2020-03-21 19:00:00,5.133,91.3,1.983,0.0,0.0,8.05,794.489,279.639
2020-03-21 20:00:00,4.35,93.667,1.7,0.0,0.0,7.8,794.576,296.495
2020-03-21 21:00:00,3.667,94.033,2.683,0.0,0.0,7.483,794.776,282.46
2020-03-21 22:00:00,3.2,95.083,1.0,0.0,0.0,7.3,794.741,276.695
2020-03-21 23:00:00,3.283,95.083,0.167,0.0,0.0,7.383,794.847,271.897
2020-03-22 00:00:00,3.15,95.05,0.5,0.0,0.0,7.283,794.568,283.436
2020-03-22 01:00:00,3.217,95.8,0.083,0.0,0.0,7.383,794.559,262.122
2020-03-22 02:00:00,2.3,95.567,2.0,0.0,0.0,6.917,794.391,279.114
2020-03-22 03:00:00,1.717,96.033,2.0,0.0,0.0,6.667,794.32,259.819
2020-03-22 04:00:00,1.417,96.15,1.8,0.0,0.0,6.517,794.473,265.973
2020-03-22 05:00:00,1.25,96.267,1.167,0.0,0.0,6.433,794.841,264.829
2020-03-22 06:00:00,1.433,96.967,0.583,8.856,0.0,6.567,795.002,262.483
2020-03-22 07:00:00,2.1,96.967,0.25,59.023,0.0,6.917,795.474,283.165
2020-03-22 08:00:00,3.4,96.5,1.7,172.424,0.0,7.517,795.74,291.528
2020-03-22 09:00:00,2.317,95.0,3.6,289.379,0.0,6.883,796.102,284.498
2020-03-22 10:00:00,2.35,94.333,2.433,420.108,0.0,6.833,796.524,281.216
2020-03-22 11:00:00,2.483,91.667,3.017,569.228,0.0,6.717,797.018,263.261
2020-03-22 12:00:00,1.883,91.833,3.017,650.979,0.0,6.433,796.952,263.932
2020-03-22 13:00:00,1.667,92.617,2.333,600.782,0.0,6.367,797.016,254.248
2020-03-22 14:00:00,2.05,92.4,1.883,554.17,0.0,6.55,797.064,275.043
2020-03-22 15:00:00,1.583,92.167,2.517,357.747,0.0,6.283,797.11,263.519
2020-03-22 16:00:00,1.217,92.8,2.0,258.847,0.0,6.2,797.309,280.018
2020-03-22 17:00:00,0.883,93.817,2.0,131.568,0.0,6.133,797.641,257.931
2020-03-22 18:00:00,0.683,94.617,1.6,20.282,0.0,6.083,797.966,235.036
2020-03-22 19:00:00,0.667,95.067,0.417,0.0,0.0,6.1,798.311,228.449
2020-03-22 20:00:00,0.7,95.317,1.0,0.0,0.0,6.117,798.519,228.136
2020-03-22 21:00:00,0.7,96.183,0.667,0.0,0.0,6.183,798.739,239.965
2020-03-22 22:00:00,0.7,96.167,1.0,0.0,0.0,6.167,798.916,252.636
2020-03-22 23:00:00,0.417,95.717,1.433,0.0,0.0,6.017,798.946,256.97
2020-03-23 00:00:00,0.25,95.583,0.833,0.0,0.0,5.95,798.675,230.237
2020-03-23 01:00:00,0.167,94.55,1.817,0.0,0.0,5.85,798.744,229.968
2020-03-23 02:00:00,-0.283,92.05,2.267,0.0,0.0,5.517,798.621,229.244
2020-03-23 03:00:00,-0.9,90.883,1.367,0.0,0.0,5.2,798.562,228.76
2020-03-23 04:00:00,-1.067,91.4,0.5,0.0,0.0,5.2,798.655,224.019
2020-03-23 05:00:00,-1.317,90.617,0.917,0.0,0.0,5.033,798.861,214.522
2020-03-23 06:00:00,-1.75,91.033,1.167,12.505,0.0,4.9,799.063,211.483
2020-03-23 07:00:00,-1.583,91.033,1.45,134.871,0.0,4.933,799.174,220.237
2020-03-23 08:00:00,-0.75,88.9,0.833,312.074,0.0,5.15,799.448,227.55
2020-03-23 09:00:00,0.55,85.283,0.833,499.269,0.0,5.433,799.615,216.825
2020-03-23 10:00:00,2.383,78.05,1.367,652.22,0.0,5.667,799.424,210.435
2020-03-23 11:00:00,3.3,74.65,3.767,761.917,0.0,5.767,799.698,185.986
2020-03-23 12:00:00,3.6,70.417,4.433,804.653,0.0,5.567,799.585,186.956
2020-03-23 13:00:00,3.783,67.367,4.183,777.868,0.0,5.4,799.529,192.316
2020-03-23 14:00:00,3.65,65.583,3.933,686.81,0.0,5.233,799.504,192.646
2020-03-23 15:00:00,2.15,68.817,2.6,551.749,0.0,4.9,799.335,193.991
2020-03-23 16:00:00,0.95,74.467,1.517,374.987,0.0,4.9,799.105,192.706
2020-03-23 17:00:00,0.333,77.583,0.333,181.247,0.0,4.867,799.221,190.987
2020-03-23 18:00:00,-0.55,81.417,0.583,25.746,0.0,4.783,799.265,185.997
2020-03-23 19:00:00,-1.283,84.733,0.5,0.0,0.0,4.717,799.606,179.768
2020-03-23 20:00:00,-1.717,86.4,0.25,0.0,0.0,4.633,799.535,176.651
2020-03-23 21:00:00,-1.9,88.333,0.167,0.0,0.0,4.683,799.695,174.217
2020-03-23 22:00:00,-1.75,87.9,0.167,0.0,0.0,4.733,799.474,171.782
2020-03-23 23:00:00,-2.317,88.317,0.5,0.0,0.0,4.533,799.223,170.07
2020-03-24 00:00:00,-2.783,88.933,0.083,0.0,0.0,4.417,799.002,166.453
2020-03-24 01:00:00,-3.283,89.567,0.417,0.0,0.0,4.283,798.699,165.766
2020-03-24 02:00:00,-3.667,90.35,0.333,0.0,0.0,4.2,798.446,161.057
2020-03-24 03:00:00,-3.633,91.617,0.083,0.0,0.0,4.267,798.118,160.975
2020-03-24 04:00:00,-3.283,92.1,0.0,0.0,0.0,4.4,797.714,155.945
2020-03-24 05:00:00,-3.033,91.067,0.417,0.0,0.0,4.433,797.571,153.316
2020-03-24 06:00:00,-2.917,88.817,0.75,18.701,0.0,4.367,797.565,150.394
2020-03-24 07:00:00,-3.067,87.45,0.083,153.337,0.0,4.25,797.682,187.486
2020-03-24 08:00:00,-2.283,87.867,0.417,347.373,0.0,4.517,797.75,183.82
2020-03-24 09:00:00,-0.917,83.333,2.167,550.158,0.0,4.767,797.618,166.825
2020-03-24 10:00:00,0.533,74.033,3.183,703.095,0.0,4.683,797.81,155.777
2020-03-24 11:00:00,1.817,64.783,3.933,784.457,0.0,4.517,797.854,164.468
2020-03-24 12:00:00,2.333,62.883,4.183,816.562,0.0,4.533,797.489,172.084
2020-03-24 13:00:00,2.483,63.033,4.1,782.325,0.0,4.6,797.363,178.32
2020-03-24 14:00:00,2.783,62.067,2.667,694.775,0.0,4.617,797.156,182.921
2020-03-24 15:00:00,2.5,61.25,1.017,558.965,0.0,4.433,796.685,184.938
2020-03-24 16:00:00,1.45,66.583,1.167,379.378,0.0,4.517,796.419,186.057
2020-03-24 17:00:00,0.683,70.45,0.75,184.931,0.0,4.5,796.245,185.464
2020-03-24 18:00:00,-0.417,74.433,0.75,27.439,0.0,4.4,796.365,182.522
2020-03-24 19:00:00,-1.15,77.933,1.083,0.0,0.0,4.383,796.564,179.156
2020-03-24 20:00:00,-1.683,78.933,0.75,0.0,0.0,4.25,796.66,178.411
2020-03-24 21:00:00,-2.25,80.7,0.5,0.0,0.0,4.2,796.618,177.384
2020-03-24 22:00:00,-2.717,81.717,0.5,0.0,0.0,4.1,796.462,177.267
2020-03-24 23:00:00,-2.967,81.7,0.5,0.0,0.0,4.033,796.508,177.606
2020-03-25 00:00:00,-3.483,83.2,0.5,0.0,0.0,3.917,795.874,180.338
2020-03-25 01:00:00,-3.733,84.0,0.5,0.0,0.0,3.9,796.013,182.364
2020-03-25 02:00:00,-3.633,84.0,0.833,0.0,0.0,3.9,795.072,189.241
2020-03-25 03:00:00,-3.95,84.0,0.5,0.0,0.0,3.833,794.968,193.734
2020-03-25 04:00:00,-4.45,84.8,0.417,0.0,0.0,3.733,794.422,198.222
2020-03-25 05:00:00,-4.85,86.617,0.333,0.0,0.0,3.7,794.011,197.185
