time,temp,RH,wind,SW_direct,SW_diffuse,ppt,vp_a,press,LW_in,SW_global
2020-01-05 01:00:00,-0.7,95.933,2.083,0.0,0.0,0.0,5.583,806.192,267.79,0.0
2020-01-05 02:00:00,-0.65,95.0,0.667,0.0,0.0,0.0,5.55,806.179,258.696,0.0
2020-01-05 03:00:00,-0.6,94.067,0.167,0.0,0.0,0.0,5.517,805.959,259.426,0.0
2020-01-05 04:00:00,-0.567,94.3,0.0,0.0,0.0,0.0,5.533,806.137,234.099,0.0
2020-01-05 05:00:00,-0.583,93.95,0.25,0.0,0.0,0.0,5.517,805.982,238.149,0.0
2020-01-05 06:00:00,-0.733,94.067,0.5,0.0,0.0,0.0,5.433,806.132,227.096,0.0
2020-01-05 07:00:00,-0.8,93.717,0.333,0.0,0.0,0.0,5.4,806.258,218.674,0.0
2020-01-05 08:00:00,-0.833,93.833,0.167,8.938,11.322,0.0,5.383,806.604,220.872,20.259999999999998
2020-01-05 09:00:00,-0.883,92.35,0.167,61.079,51.787,0.0,5.3,806.678,223.78,112.866
2020-01-05 10:00:00,-0.983,90.533,0.0,159.851,78.698,0.0,5.133,806.606,223.274,238.54899999999998
2020-01-05 11:00:00,-1.133,89.75,0.083,231.561,87.905,0.0,5.05,806.838,216.297,319.466
2020-01-05 12:00:00,-1.2,89.067,0.417,268.093,89.635,0.0,4.983,806.056,205.491,357.728
2020-01-05 13:00:00,-1.567,88.483,0.0,256.037,80.293,0.0,4.817,806.332,205.789,336.33
2020-01-05 14:00:00,-1.55,88.5,0.75,179.194,75.922,0.0,4.833,806.266,208.431,255.11599999999999
2020-01-05 15:00:00,-1.483,85.9,1.083,91.617,51.978,0.0,4.7,806.876,211.387,143.595
2020-01-05 16:00:00,-1.65,83.517,1.0,13.039,14.663,0.0,4.517,806.425,206.558,27.701999999999998
2020-01-05 17:00:00,-2.133,84.85,1.25,0.0,0.0,0.0,4.4,806.737,206.321,0.0
2020-01-05 18:00:00,-2.3,84.6,1.167,0.0,0.0,0.0,4.367,806.431,208.592,0.0
2020-01-05 19:00:00,-2.5,85.117,1.35,0.0,0.0,0.0,4.317,806.869,208.82,0.0
2020-01-05 20:00:00,-2.367,83.767,1.517,0.0,0.0,0.0,4.3,806.915,210.459,0.0
2020-01-05 21:00:00,-1.983,80.6,1.467,0.0,0.0,0.0,4.233,806.553,211.97,0.0
2020-01-05 22:00:00,-2.083,80.9,1.617,0.0,0.0,0.0,4.233,806.424,211.51,0.0
2020-01-05 23:00:00,-1.8,80.0,1.6,0.0,0.0,0.0,4.3,806.452,212.361,0.0
2020-01-06 00:00:00,-1.9,81.0,1.6,0.0,0.0,0.0,4.3,805.956,212.752,0.0
2020-01-06 01:00:00,-2.2,81.9,0.917,0.0,0.0,0.0,4.25,806.014,212.077,0.0
2020-01-06 02:00:00,-2.333,83.783,1.617,0.0,0.0,0.0,4.3,805.768,212.469,0.0
2020-01-06 03:00:00,-2.55,84.7,0.667,0.0,0.0,0.0,4.283,805.594,212.187,0.0
2020-01-06 04:00:00,-3.083,85.7,0.933,0.0,0.0,0.0,4.167,805.495,212.702,0.0
2020-01-06 05:00:00,-2.867,88.017,1.717,0.0,0.0,0.0,4.35,805.536,213.61,0.0
2020-01-06 06:00:00,-2.067,86.8,2.0,0.0,0.0,0.0,4.55,805.708,214.448,0.0
2020-01-06 07:00:00,-1.317,84.5,1.717,0.0,0.0,0.0,4.683,805.852,208.993,0.0
2020-01-06 08:00:00,-0.967,84.233,2.0,11.205,12.483,0.0,4.8,806.061,212.372,23.688000000000002
2020-01-06 09:00:00,-0.333,83.917,2.0,81.798,52.089,0.0,5.0,806.048,214.796,133.887
2020-01-06 10:00:00,0.783,79.35,0.5,173.432,74.342,0.0,5.117,805.865,218.72,247.774
2020-01-06 11:00:00,1.15,76.567,0.25,247.946,82.385,0.0,5.083,805.468,214.932,330.331
2020-01-06 12:00:00,1.017,77.017,0.417,266.775,89.819,0.0,5.05,804.934,219.248,356.594
2020-01-06 13:00:00,1.05,78.3,1.467,241.82,85.579,0.0,5.167,804.421,219.941,327.399
2020-01-06 14:00:00,1.8,76.983,1.9,186.357,75.088,0.0,5.367,804.316,210.762,261.445
2020-01-06 15:00:00,2.0,74.583,2.0,97.195,52.831,0.0,5.25,804.085,211.761,150.026
2020-01-06 16:00:00,1.85,74.183,2.1,16.082,15.367,0.0,5.2,804.089,207.287,31.449
2020-01-06 17:00:00,1.533,74.5,1.083,0.0,0.0,0.0,5.083,804.346,206.082,0.0
2020-01-06 18:00:00,0.617,77.917,0.917,0.0,0.0,0.0,4.967,804.338,205.149,0.0
2020-01-06 19:00:00,0.183,79.7,1.8,0.0,0.0,0.0,4.9,804.594,202.892,0.0
2020-01-06 20:00:00,0.167,79.717,2.0,0.0,0.0,0.0,4.917,804.776,202.694,0.0
2020-01-06 21:00:00,0.517,77.15,1.533,0.0,0.0,0.0,4.9,804.898,204.209,0.0
2020-01-06 22:00:00,0.517,76.1,1.017,0.0,0.0,0.0,4.833,804.551,206.033,0.0
2020-01-06 23:00:00,0.217,77.367,1.617,0.0,0.0,0.0,4.8,804.267,206.821,0.0
2020-01-07 00:00:00,0.133,76.883,1.433,0.0,0.0,0.0,4.75,804.064,207.973,0.0
2020-01-07 01:00:00,0.1,76.583,1.25,0.0,0.0,0.0,4.717,803.812,209.457,0.0
2020-01-07 02:00:00,0.133,75.367,1.433,0.0,0.0,0.0,4.633,803.912,208.525,0.0
2020-01-07 03:00:00,0.167,75.867,1.45,0.0,0.0,0.0,4.683,803.829,209.941,0.0
2020-01-07 04:00:00,-1.033,81.167,1.017,0.0,0.0,0.0,4.583,803.824,214.204,0.0
2020-01-07 05:00:00,-0.3,80.85,1.167,0.0,0.0,0.0,4.833,803.753,212.77,0.0
2020-01-07 06:00:00,-0.2,79.167,1.083,0.0,0.0,0.0,4.783,803.602,209.747,0.0
2020-01-07 07:00:00,-0.533,79.3,1.35,0.0,0.0,0.0,4.633,803.667,211.345,0.0
2020-01-07 08:00:00,-0.2,80.35,0.933,5.293,15.276,0.0,4.833,804.339,218.306,20.569
2020-01-07 09:00:00,0.917,79.333,0.25,73.744,49.865,0.0,5.167,804.8,229.517,123.60900000000001
2020-01-07 10:00:00,2.333,70.45,0.75,95.171,79.82,0.0,5.083,804.951,238.545,174.99099999999999
2020-01-07 11:00:00,2.017,71.083,0.583,160.491,101.705,0.0,5.0,805.324,235.416,262.196
2020-01-07 12:00:00,1.017,76.183,0.333,133.229,131.177,0.0,5.0,804.624,243.701,264.406
2020-01-07 13:00:00,0.7,78.8,0.833,141.975,120.354,0.0,5.05,804.069,238.457,262.329
2020-01-07 14:00:00,1.433,80.3,1.0,150.367,78.108,0.0,5.45,804.049,224.456,228.475
2020-01-07 15:00:00,2.5,78.8,0.75,59.551,58.065,0.0,5.767,804.266,235.818,117.616
2020-01-07 16:00:00,2.233,77.783,1.35,14.379,13.576,0.0,5.583,804.345,228.906,27.955
2020-01-07 17:00:00,1.65,80.333,0.333,0.0,0.0,0.0,5.55,804.584,225.842,0.0
2020-01-07 18:00:00,1.067,83.783,0.25,0.0,0.0,0.0,5.55,804.975,261.013,0.0
2020-01-07 19:00:00,0.75,85.1,0.75,0.0,0.0,0.0,5.5,805.278,222.521,0.0
2020-01-07 20:00:00,0.483,84.817,1.1,0.0,0.0,0.0,5.367,805.315,243.505,0.0
2020-01-07 21:00:00,-0.05,85.0,1.167,0.0,0.0,0.0,5.183,805.272,228.171,0.0
2020-01-07 22:00:00,-0.35,85.467,1.167,0.0,0.0,0.0,5.083,805.288,224.561,0.0
2020-01-07 23:00:00,-0.65,84.783,1.083,0.0,0.0,0.0,4.933,805.272,208.636,0.0
2020-01-08 00:00:00,-0.95,83.7,1.533,0.0,0.0,0.0,4.783,805.258,197.207,0.0
2020-01-08 01:00:00,-0.9,80.883,1.617,0.0,0.0,0.0,4.65,805.366,193.86,0.0
2020-01-08 02:00:00,-0.967,77.483,1.333,0.0,0.0,0.0,4.4,805.454,195.162,0.0
2020-01-08 03:00:00,-0.583,69.633,1.433,0.0,0.0,0.0,4.083,805.769,194.348,0.0
2020-01-08 04:00:00,-0.317,64.933,0.583,0.0,0.0,0.0,3.867,805.709,194.726,0.0
2020-01-08 05:00:00,-0.65,65.383,1.617,0.0,0.0,0.0,3.8,805.822,195.374,0.0
2020-01-08 06:00:00,-0.4,61.367,1.35,0.0,0.0,0.0,3.65,806.179,203.268,0.0
2020-01-08 07:00:00,-0.45,60.567,0.767,0.0,0.0,0.0,3.583,806.371,207.056,0.0
2020-01-08 08:00:00,-0.067,59.75,0.917,10.267,13.372,0.0,3.633,806.954,212.931,23.639
2020-01-08 09:00:00,0.017,62.9,1.35,77.982,53.671,0.0,3.833,807.213,215.762,131.653
2020-01-08 10:00:00,1.4,58.667,0.667,177.947,71.46,0.0,3.967,807.444,215.429,249.40699999999998
2020-01-08 11:00:00,1.8,56.567,0.75,239.564,84.579,0.0,3.933,807.544,220.307,324.143
2020-01-08 12:00:00,1.783,60.2,0.583,248.257,98.694,0.0,4.2,806.718,229.239,346.951
2020-01-08 13:00:00,2.35,60.417,0.917,228.852,94.734,0.0,4.35,806.5,231.015,323.586
2020-01-08 14:00:00,2.933,58.133,1.1,174.135,82.562,0.0,4.383,806.534,230.678,256.697
2020-01-08 15:00:00,2.483,61.567,1.25,80.984,61.307,0.0,4.483,806.642,242.454,142.291
2020-01-08 16:00:00,1.483,67.25,1.367,13.983,18.055,0.0,4.55,806.643,231.256,32.038
2020-01-08 17:00:00,1.133,66.7,1.0,0.0,0.0,0.0,4.4,807.032,229.218,0.0
2020-01-08 18:00:00,1.233,68.3,1.8,0.0,0.0,0.0,4.55,806.916,228.378,0.0
2020-01-08 19:00:00,1.317,71.2,1.9,0.0,0.0,0.0,4.783,806.808,236.31,0.0
2020-01-08 20:00:00,1.283,73.733,1.333,0.0,0.0,0.0,4.933,806.649,236.167,0.0
2020-01-08 21:00:00,0.8,75.083,1.9,0.0,0.0,0.0,4.867,806.658,238.861,0.0
2020-01-08 22:00:00,0.75,73.8,1.9,0.0,0.0,0.0,4.767,806.126,237.64,0.0
2020-01-08 23:00:00,0.767,72.25,1.617,0.0,0.0,0.0,4.633,806.223,238.461,0.0
2020-01-09 00:00:00,0.983,69.533,1.717,0.0,0.0,0.0,4.55,805.906,239.098,0.0
2020-01-09 01:00:00,1.017,69.283,1.983,0.0,0.0,0.0,4.533,805.432,251.064,0.0
2020-01-09 02:00:00,0.833,71.117,1.517,0.0,0.0,0.0,4.6,805.271,243.058,0.0
2020-01-09 03:00:00,0.9,68.783,1.517,0.0,0.0,0.0,4.467,804.846,243.721,0.0
2020-01-09 04:00:00,1.583,66.3,0.25,0.0,0.0,0.0,4.533,804.369,244.79,0.0
2020-01-09 05:00:00,0.917,72.4,0.667,0.0,0.0,0.0,4.75,804.306,242.914,0.0
2020-01-09 06:00:00,0.067,77.817,1.25,0.0,0.0,0.0,4.783,804.069,244.077,0.0
2020-01-09 07:00:00,0.117,80.8,1.6,0.0,0.0,0.0,4.983,803.813,245.637,0.0
2020-01-09 08:00:00,0.7,80.983,1.433,3.231,16.954,0.0,5.2,803.789,248.071,20.185000000000002
2020-01-09 09:00:00,1.35,79.6,0.917,34.795,79.114,0.0,5.35,803.548,245.674,113.909
2020-01-09 10:00:00,2.517,71.917,0.25,78.009,130.357,0.0,5.267,803.034,243.936,208.36599999999999
2020-01-09 11:00:00,2.817,68.917,0.5,140.747,153.81,0.0,5.167,802.334,240.637,294.557
2020-01-09 12:00:00,3.1,67.867,0.917,202.073,130.864,0.0,5.183,801.344,229.848,332.937
2020-01-09 13:00:00,3.417,68.617,0.5,193.136,123.152,0.0,5.367,801.09,234.256,316.288
2020-01-09 14:00:00,3.6,69.933,0.583,157.574,94.345,0.0,5.533,800.579,231.023,251.919
2020-01-09 15:00:00,3.033,72.083,1.433,74.507,70.254,0.0,5.5,800.331,227.603,144.76100000000002
2020-01-09 16:00:00,2.467,72.117,1.817,15.084,19.445,0.0,5.267,800.033,224.716,34.528999999999996
2020-01-09 17:00:00,1.533,74.417,1.083,0.0,0.0,0.0,5.067,799.991,222.388,0.0
2020-01-09 18:00:00,0.817,76.25,1.517,0.0,0.0,0.0,4.95,799.917,224.256,0.0
2020-01-09 19:00:00,1.0,75.317,1.533,0.0,0.0,0.0,4.933,799.628,211.576,0.0
2020-01-09 20:00:00,4.933,57.5,3.15,0.0,0.0,0.0,4.883,799.443,210.233,0.0
2020-01-09 21:00:00,9.467,38.917,5.217,0.0,0.0,0.0,4.6,799.038,207.439,0.0
2020-01-09 22:00:00,5.75,55.333,3.433,0.0,0.0,0.0,5.0,798.469,210.066,0.0
2020-01-09 23:00:00,1.583,71.55,0.917,0.0,0.0,0.0,4.9,798.445,205.204,0.0
2020-01-10 00:00:00,0.483,74.467,1.0,0.0,0.0,0.0,4.717,798.558,201.501,0.0
2020-01-10 01:00:00,0.033,76.383,1.183,0.0,0.0,0.0,4.65,798.264,209.29,0.0
2020-01-10 02:00:00,-0.167,77.8,1.35,0.0,0.0,0.0,4.7,798.374,201.358,0.0
2020-01-10 03:00:00,-0.217,78.1,1.35,0.0,0.0,0.0,4.7,798.333,208.141,0.0
2020-01-10 04:00:00,-0.017,78.7,1.0,0.0,0.0,0.0,4.817,798.002,221.662,0.0
2020-01-10 05:00:00,0.617,76.583,1.433,0.0,0.0,0.0,4.883,798.184,233.642,0.0
2020-01-10 06:00:00,1.133,74.7,1.083,0.0,0.0,0.0,4.95,798.284,242.483,0.0
2020-01-10 07:00:00,0.417,76.267,1.0,0.0,0.0,0.0,4.817,798.583,264.227,0.0
2020-01-10 08:00:00,0.683,76.4,1.0,1.0,13.25,0.0,4.9,798.871,266.536,14.25
2020-01-10 09:00:00,3.367,62.783,3.25,19.767,80.606,0.0,4.8,799.224,259.124,100.37299999999999
2020-01-10 10:00:00,4.9,57.417,3.283,111.264,117.929,0.0,4.933,799.647,231.038,229.19299999999998
2020-01-10 11:00:00,2.667,66.8,0.833,198.145,110.3,0.0,4.95,799.689,231.467,308.445
2020-01-10 12:00:00,1.633,71.283,0.5,199.115,93.717,0.0,4.917,799.732,225.737,292.832
2020-01-10 13:00:00,2.0,74.117,0.5,138.917,119.237,0.0,5.217,799.745,246.548,258.154
2020-01-10 14:00:00,3.233,72.267,0.25,117.321,76.939,0.0,5.55,800.208,251.942,194.26
2020-01-10 15:00:00,3.317,74.467,0.167,57.285,52.746,0.0,5.783,800.78,256.544,110.031
2020-01-10 16:00:00,2.867,76.567,0.417,7.172,12.284,0.0,5.767,801.432,265.687,19.456
2020-01-10 17:00:00,3.033,75.517,0.75,0.0,0.0,0.0,5.717,802.004,260.572,0.0
2020-01-10 18:00:00,2.6,85.933,0.583,0.0,0.0,0.2,6.317,802.512,275.799,0.0
2020-01-10 19:00:00,1.767,90.2,0.583,0.0,0.0,0.0,6.25,802.974,265.278,0.0
2020-01-10 20:00:00,1.333,92.6,0.417,0.0,0.0,0.0,6.2,803.365,265.437,0.0
2020-01-10 21:00:00,1.25,93.0,0.333,0.0,0.0,0.0,6.2,803.818,254.861,0.0
2020-01-10 22:00:00,1.183,93.0,0.583,0.0,0.0,0.0,6.2,804.028,277.71,0.0
2020-01-10 23:00:00,0.767,92.417,0.417,0.0,0.0,0.0,5.967,804.332,270.969,0.0
2020-01-11 00:00:00,0.2,92.883,0.833,0.0,0.0,0.0,5.767,804.218,267.612,0.0
2020-01-11 01:00:00,0.117,93.233,0.417,0.0,0.0,0.0,5.733,804.719,256.316,0.0
2020-01-11 02:00:00,0.433,93.9,0.333,0.0,0.0,0.0,5.917,804.822,265.772,0.0
2020-01-11 03:00:00,0.6,93.7,0.333,0.0,0.0,0.0,6.0,804.96,264.685,0.0
2020-01-11 04:00:00,0.6,94.283,0.667,0.0,0.0,0.0,6.0,805.386,248.142,0.0
2020-01-11 05:00:00,0.117,92.767,0.75,0.0,0.0,0.0,5.717,805.161,245.236,0.0
2020-01-11 06:00:00,-0.983,91.417,0.583,0.0,0.0,0.0,5.2,805.059,255.481,0.0
2020-01-11 07:00:00,-1.7,90.917,1.267,0.0,0.0,0.0,4.9,805.767,223.419,0.0
2020-01-11 08:00:00,-1.967,90.0,0.917,6.133,13.383,0.0,4.783,805.887,224.901,19.516
2020-01-11 09:00:00,-1.717,89.017,1.25,32.874,51.237,0.0,4.8,806.006,242.272,84.111
2020-01-11 10:00:00,-0.767,82.85,0.667,109.698,110.751,0.0,4.767,806.034,243.016,220.449
2020-01-11 11:00:00,-0.567,80.3,0.5,214.384,116.086,0.0,4.7,805.849,199.072,330.46999999999997
2020-01-11 12:00:00,-0.633,78.333,0.933,298.452,83.572,0.0,4.55,805.426,189.559,382.024
2020-01-11 13:00:00,-0.75,78.683,0.25,268.329,84.831,0.0,4.533,805.291,194.525,353.16
2020-01-11 14:00:00,-1.067,80.3,1.283,205.124,74.328,0.0,4.533,805.172,191.302,279.452
2020-01-11 15:00:00,-1.067,79.3,1.35,100.825,59.01,0.0,4.483,805.24,204.2,159.835
2020-01-11 16:00:00,-1.617,78.533,1.633,20.233,19.139,0.0,4.25,805.304,199.26,39.372
2020-01-11 17:00:00,-2.05,79.3,1.8,0.0,0.0,0.0,4.167,805.355,187.008,0.0
2020-01-11 18:00:00,-2.333,77.833,1.5,0.0,0.0,0.0,4.0,805.374,183.667,0.0
2020-01-11 19:00:00,-2.583,76.6,1.717,0.0,0.0,0.0,3.85,805.522,182.485,0.0
2020-01-11 20:00:00,-2.683,77.2,1.617,0.0,0.0,0.0,3.883,805.509,192.242,0.0
2020-01-11 21:00:00,-2.767,76.2,1.35,0.0,0.0,0.0,3.8,805.488,192.418,0.0
2020-01-11 22:00:00,-2.917,76.183,1.617,0.0,0.0,0.0,3.767,805.248,185.372,0.0
2020-01-11 23:00:00,-3.183,77.5,1.433,0.0,0.0,0.0,3.75,804.996,184.055,0.0
2020-01-12 00:00:00,-3.217,77.9,1.517,0.0,0.0,0.0,3.783,804.775,188.039,0.0
2020-01-12 01:00:00,-3.4,78.5,1.633,0.0,0.0,0.0,3.717,804.688,188.048,0.0
2020-01-12 02:00:00,-3.067,75.567,1.55,0.0,0.0,0.0,3.667,804.597,188.679,0.0
2020-01-12 03:00:00,-3.183,75.833,1.517,0.0,0.0,0.0,3.65,804.491,194.367,0.0
2020-01-12 04:00:00,-3.167,74.867,1.1,0.0,0.0,0.0,3.633,804.245,193.59,0.0
2020-01-12 05:00:00,-3.517,76.567,1.0,0.0,0.0,0.0,3.633,804.178,192.379,0.0
2020-01-12 06:00:00,-3.917,79.5,1.0,0.0,0.0,0.0,3.633,804.3,193.182,0.0
2020-01-12 07:00:00,-4.167,79.983,0.917,0.0,0.0,0.0,3.583,804.644,197.044,0.0
2020-01-12 08:00:00,-3.733,80.35,1.617,12.717,13.831,0.0,3.717,804.567,198.809,26.548000000000002
2020-01-12 09:00:00,-2.5,77.617,1.45,89.754,53.084,0.0,3.95,804.846,198.841,142.83800000000002
2020-01-12 10:00:00,-0.667,69.05,0.25,177.908,79.271,0.0,4.017,804.929,201.773,257.179
2020-01-12 11:00:00,-0.283,65.5,0.417,259.022,83.421,0.0,3.933,804.786,198.805,342.443
2020-01-12 12:00:00,-0.617,67.9,0.25,291.374,88.44,0.0,3.967,804.196,203.855,379.814
2020-01-12 13:00:00,-0.783,69.55,0.917,264.617,89.941,0.0,4.017,803.971,209.043,354.558
2020-01-12 14:00:00,0.017,68.7,1.183,184.267,90.243,0.0,4.2,803.828,211.306,274.51
2020-01-12 15:00:00,0.417,65.383,1.017,66.996,81.953,0.0,4.117,803.819,224.484,148.949
2020-01-12 16:00:00,-0.2,72.167,1.55,6.537,28.892,0.0,4.333,803.824,226.834,35.429
2020-01-12 17:00:00,-0.35,72.233,1.8,0.0,0.0,0.0,4.283,804.074,234.28,0.0
2020-01-12 18:00:00,-0.117,70.383,1.8,0.0,0.0,0.0,4.25,804.285,225.575,0.0
2020-01-12 19:00:00,0.25,66.15,1.167,0.0,0.0,0.0,4.133,804.329,230.048,0.0
2020-01-12 20:00:00,0.117,67.8,0.833,0.0,0.0,0.0,4.183,804.317,228.674,0.0
2020-01-12 21:00:00,-0.4,68.75,1.0,0.0,0.0,0.0,4.083,804.048,222.356,0.0
2020-01-12 22:00:00,-0.917,70.867,1.417,0.0,0.0,0.0,4.05,803.584,225.391,0.0
2020-01-12 23:00:00,-1.233,71.217,1.817,0.0,0.0,0.0,3.983,803.286,215.115,0.0
2020-01-13 00:00:00,-1.383,71.55,2.0,0.0,0.0,0.0,3.933,803.064,211.888,0.0
2020-01-13 01:00:00,-1.7,72.067,1.9,0.0,0.0,0.0,3.867,802.8,206.432,0.0
2020-01-13 02:00:00,-1.567,70.6,2.1,0.0,0.0,0.0,3.833,802.126,202.172,0.0
2020-01-13 03:00:00,-1.583,69.883,2.1,0.0,0.0,0.0,3.8,802.079,199.435,0.0
2020-01-13 04:00:00,-1.55,69.1,1.8,0.0,0.0,0.0,3.783,801.418,196.794,0.0
2020-01-13 05:00:00,-1.817,70.4,2.0,0.0,0.0,0.0,3.767,801.253,197.654,0.0
2020-01-13 06:00:00,-2.033,71.25,1.517,0.0,0.0,0.0,3.733,800.654,197.742,0.0
2020-01-13 07:00:00,-2.183,72.8,1.8,0.0,0.0,0.0,3.8,800.897,195.418,0.0
2020-01-13 08:00:00,-1.65,72.883,1.367,7.728,18.282,0.0,3.95,800.818,198.871,26.009999999999998
2020-01-13 09:00:00,-0.517,70.85,0.75,64.102,71.791,0.0,4.183,800.813,203.635,135.893
2020-01-13 10:00:00,1.25,64.167,0.667,110.134,124.034,0.0,4.283,800.564,212.806,234.168
2020-01-13 11:00:00,2.183,61.6,0.417,148.716,155.848,0.0,4.383,800.161,225.109,304.564
2020-01-13 12:00:00,2.75,60.45,0.417,165.956,160.888,0.0,4.483,799.441,226.157,326.844
2020-01-13 13:00:00,2.633,62.567,0.667,109.844,184.308,0.0,4.633,798.9,227.149,294.152
2020-01-13 14:00:00,2.283,65.45,0.5,82.702,150.729,0.0,4.733,798.605,227.806,233.431
2020-01-13 15:00:00,0.833,67.683,1.6,60.701,87.274,0.0,4.367,798.02,214.502,147.975
2020-01-13 16:00:00,-0.133,68.867,1.617,23.627,20.794,0.0,4.15,797.735,199.697,44.421
2020-01-13 17:00:00,-0.683,68.833,1.7,0.0,0.0,0.0,4.0,798.001,200.497,0.0
2020-01-13 18:00:00,-0.667,67.467,1.7,0.0,0.0,0.0,3.933,798.218,194.719,0.0
2020-01-13 19:00:00,-0.933,68.2,1.8,0.0,0.0,0.0,3.9,797.971,193.72,0.0
2020-01-13 20:00:00,-1.217,68.567,1.333,0.0,0.0,0.0,3.833,797.706,191.123,0.0
2020-01-13 21:00:00,-1.417,68.783,1.083,0.0,0.0,0.0,3.783,797.431,192.67,0.0
2020-01-13 22:00:00,-1.967,70.55,1.717,0.0,0.0,0.0,3.717,796.971,203.029,0.0
2020-01-13 23:00:00,-2.0,70.983,1.8,0.0,0.0,0.0,3.733,797.207,200.596,0.0
2020-01-14 00:00:00,-2.0,71.717,1.333,0.0,0.0,0.0,3.783,797.132,194.026,0.0
2020-01-14 01:00:00,-2.033,71.433,1.6,0.0,0.0,0.0,3.75,797.02,192.251,0.0
2020-01-14 02:00:00,-2.15,71.867,1.5,0.0,0.0,0.0,3.767,796.991,200.312,0.0
2020-01-14 03:00:00,-2.317,72.217,1.533,0.0,0.0,0.0,3.733,796.815,209.148,0.0
2020-01-14 04:00:00,-2.117,71.217,1.433,0.0,0.0,0.0,3.733,796.486,211.322,0.0
2020-01-14 05:00:00,-1.95,69.833,1.25,0.0,0.0,0.0,3.683,796.796,207.2,0.0
2020-01-14 06:00:00,-2.517,71.7,0.833,0.0,0.0,0.0,3.633,797.228,202.774,0.0
2020-01-14 07:00:00,-2.917,73.783,1.167,0.0,0.0,0.0,3.65,797.376,203.121,0.0
2020-01-14 08:00:00,-2.4,72.583,1.417,13.787,14.219,0.0,3.733,797.621,200.852,28.006
2020-01-14 09:00:00,-0.35,63.917,1.533,71.225,60.555,0.0,3.8,798.051,202.396,131.78
