time,cam_temp,cam_temp_full,mean,std
2019-12-05 04:00:00,5.313,6.224,5.392,3.085
2019-12-05 23:00:00,5.313,6.224,5.392,3.085
2019-12-06 02:00:00,5.313,6.224,5.392,3.085
2019-12-06 05:00:00,5.313,6.224,5.392,3.085
2019-12-06 21:00:00,5.313,6.224,5.392,3.085
2019-12-06 22:00:00,5.313,6.224,5.392,3.085
2019-12-07 06:00:00,5.313,6.224,5.392,3.085
2019-12-07 07:00:00,5.313,6.224,5.392,3.085
2019-12-07 09:00:00,5.313,6.224,5.392,3.085
2019-12-07 18:00:00,5.313,6.224,5.392,3.085
2019-12-07 19:00:00,5.313,6.224,5.392,3.085
2019-12-07 20:00:00,5.313,6.224,5.392,3.085
2019-12-07 21:00:00,5.313,6.224,5.392,3.085
2019-12-08 13:00:00,5.313,6.224,5.392,3.085
2019-12-08 14:00:00,5.313,6.224,5.392,3.085
2019-12-08 22:00:00,5.313,6.224,5.392,3.085
2019-12-09 12:00:00,5.313,6.224,5.392,3.085
2019-12-09 13:00:00,0.741,1.225,1.407,0.835
2019-12-09 14:00:00,0.741,1.225,1.407,0.835
2019-12-09 17:00:00,-1.058,-0.657,-0.781,0.435
2019-12-09 18:00:00,-1.058,-0.657,-0.781,0.435
2019-12-09 22:00:00,-1.444,-1.421,-1.365,0.323
2019-12-10 01:00:00,-2.103,-2.314,-2.183,0.319
2019-12-10 02:00:00,-1.767,-1.933,-1.923,0.294
2019-12-12 00:00:00,-1.68,-2.45,-2.355,0.458
2019-12-12 07:00:00,-1.699,-2.482,-2.356,0.447
2019-12-13 02:00:00,-4.962,-4.584,-4.929,1.083
2019-12-13 04:00:00,-4.132,-4.954,-4.914,0.855
2019-12-14 01:00:00,-2.367,-4.126,-4.272,1.073
2019-12-14 02:00:00,-3.042,-4.561,-4.477,0.802
2019-12-14 10:00:00,-1.471,1.67,0.306,1.785
2019-12-15 12:00:00,-1.483,4.196,1.587,3.887
2019-12-15 13:00:00,-2.168,3.749,1.075,4.048
2019-12-15 17:00:00,-3.748,0.565,-1.314,3.106
2019-12-16 02:00:00,-3.833,1.768,-0.549,3.674
2019-12-16 06:00:00,-1.339,4.052,1.985,3.285
2019-12-16 08:00:00,-1.554,3.755,1.808,3.219
2019-12-16 12:00:00,-0.487,5.552,3.563,3.558
2019-12-16 14:00:00,0.062,6.092,4.203,3.671
2019-12-16 16:00:00,-0.443,5.568,3.605,3.632
2019-12-16 17:00:00,-0.12,5.604,3.717,3.57
2019-12-16 19:00:00,0.751,6.087,4.408,3.429
2019-12-16 20:00:00,0.592,5.972,4.304,3.478
2019-12-17 07:00:00,2.225,7.434,5.936,3.049
2019-12-17 11:00:00,2.26,7.163,6.204,2.849
2019-12-17 20:00:00,2.526,7.965,7.017,2.837
2019-12-18 00:00:00,3.23,8.447,7.602,2.616
2019-12-18 14:00:00,3.831,8.963,8.184,2.538
2019-12-18 22:00:00,1.89,5.829,5.217,2.142
2019-12-19 00:00:00,1.882,5.908,5.186,2.129
2019-12-19 02:00:00,1.544,5.472,4.725,2.135
2019-12-19 06:00:00,2.79,5.77,5.291,1.896
2019-12-19 08:00:00,3.129,6.582,5.833,2.024
2019-12-19 10:00:00,3.32,6.243,5.826,1.842
2019-12-19 11:00:00,2.722,5.671,5.148,1.71
2019-12-19 12:00:00,3.95,6.46,6.231,1.761
2019-12-20 02:00:00,3.848,5.741,5.249,1.512
2019-12-20 04:00:00,4.763,6.952,6.198,1.459
2019-12-20 12:00:00,5.089,5.797,5.567,0.792
2019-12-20 14:00:00,4.256,4.948,4.718,0.714
2019-12-20 17:00:00,2.583,2.652,2.751,0.455
2019-12-22 02:00:00,0.148,0.787,0.597,0.54
2019-12-23 00:00:00,-1.707,-1.386,-1.448,0.396
2019-12-23 01:00:00,-1.658,-1.306,-1.384,0.437
2019-12-23 07:00:00,-1.614,-1.281,-1.341,0.424
2019-12-23 12:00:00,-0.929,-0.189,-0.333,0.764
2019-12-23 16:00:00,-1.431,-0.955,-1.042,0.53
2019-12-23 22:00:00,-1.749,-1.352,-1.417,0.541
2019-12-24 06:00:00,-1.757,-1.387,-1.472,0.551
2019-12-24 15:00:00,-0.282,0.762,0.116,0.967
2019-12-24 18:00:00,-2.21,0.418,-0.806,1.42
2019-12-24 21:00:00,-2.312,0.483,-1.092,1.695
2019-12-25 08:00:00,-2.015,0.765,-0.404,1.644
2019-12-25 13:00:00,-1.536,0.591,-0.122,1.82
2019-12-25 20:00:00,-2.017,-1.716,-1.658,0.908
2019-12-25 22:00:00,-2.623,-2.342,-2.374,0.81
2019-12-26 00:00:00,-2.923,-2.836,-2.81,0.699
2019-12-26 07:00:00,-8.281,-5.105,-7.361,2.893
2019-12-26 16:00:00,-2.872,-1.283,-1.939,1.191
2019-12-26 20:00:00,-3.49,-3.41,-3.381,0.319
2019-12-26 22:00:00,-3.594,-3.343,-3.387,0.443
2019-12-27 00:00:00,-3.508,-3.282,-3.329,0.423
2019-12-27 03:00:00,-3.431,-3.054,-3.173,0.468
2019-12-27 05:00:00,-1.605,-1.051,-1.229,0.503
2019-12-27 16:00:00,-1.14,-0.03,-0.443,0.907
2019-12-27 21:00:00,-1.004,0.082,-0.507,0.774
2019-12-28 14:00:00,-8.344,-5.913,-8.538,3.462
2019-12-28 15:00:00,-8.729,-5.997,-8.485,3.381
2019-12-28 17:00:00,-9.991,-7.225,-9.585,3.064
2019-12-29 16:00:00,-7.454,-4.794,-7.717,3.692
2019-12-29 19:00:00,-5.945,-3.333,-6.218,3.283
2019-12-30 07:00:00,-5.19,-2.005,-5.179,3.464
2019-12-30 14:00:00,-6.153,-3.304,-5.997,3.227
2019-12-30 16:00:00,-6.236,-2.306,-5.85,3.715
2019-12-31 07:00:00,-4.279,-0.359,-3.759,3.523
2019-12-31 08:00:00,-4.71,-1.276,-4.388,3.358
2019-12-31 11:00:00,-1.794,1.943,-0.376,3.153
2019-12-31 13:00:00,-4.464,0.556,-3.025,3.846
2019-12-31 14:00:00,-4.534,0.359,-2.8,3.461
2019-12-31 15:00:00,-3.791,0.912,-1.939,3.149
2019-12-31 21:00:00,-7.004,-2.743,-6.279,3.956
2020-01-01 00:00:00,-6.903,-2.429,-6.274,4.19
2020-01-01 01:00:00,-7.217,-2.864,-6.864,4.316
2020-01-01 02:00:00,-7.521,-3.414,-7.238,4.342
2020-01-01 03:00:00,-4.855,-0.673,-4.482,4.122
2020-01-01 04:00:00,-5.338,-1.352,-4.922,3.91
2020-01-01 05:00:00,-5.412,-2.053,-5.614,4.008
2020-01-01 06:00:00,-5.613,-1.923,-5.631,4.184
2020-01-01 07:00:00,-5.609,-1.496,-5.431,4.292
2020-01-01 08:00:00,-5.332,-1.819,-5.489,4.107
2020-01-01 09:00:00,-6.065,-2.903,-6.528,4.194
2020-01-01 10:00:00,-4.93,-1.309,-5.087,4.214
2020-01-01 11:00:00,-1.945,0.811,-1.48,3.46
2020-01-01 12:00:00,-4.484,-1.995,-4.661,3.543
2020-01-01 13:00:00,-5.89,-2.802,-6.187,4.122
2020-01-01 14:00:00,-7.518,-3.062,-7.422,4.749
2020-01-01 15:00:00,-7.277,-2.513,-6.847,4.756
2020-01-01 16:00:00,-7.165,-1.992,-6.524,4.852
2020-01-01 17:00:00,-6.572,-1.966,-6.605,4.925
2020-01-01 18:00:00,-5.847,-3.021,-7.516,4.885
2020-01-01 19:00:00,-2.956,-0.187,-4.457,4.464
2020-01-01 20:00:00,-2.964,-0.284,-4.518,4.433
2020-01-01 21:00:00,-2.419,0.1,-4.19,4.472
2020-01-01 22:00:00,-2.85,-0.342,-4.711,4.516
2020-01-01 23:00:00,-2.733,-1.101,-5.152,4.408
2020-01-02 00:00:00,-3.39,-2.826,-6.409,4.099
2020-01-02 01:00:00,-3.117,-2.391,-6.174,4.287
2020-01-02 02:00:00,-3.593,-3.396,-6.629,3.806
2020-01-02 03:00:00,-2.7,-3.684,-6.613,3.683
2020-01-02 04:00:00,-3.701,-4.16,-7.232,3.689
2020-01-02 05:00:00,-3.355,-3.344,-6.432,3.699
2020-01-02 06:00:00,-3.27,-2.609,-5.804,3.628
2020-01-02 07:00:00,-2.816,-2.332,-4.946,2.982
2020-01-02 08:00:00,-2.633,-2.751,-4.739,2.545
2020-01-02 09:00:00,-2.814,-1.98,-5.18,3.491
2020-01-02 10:00:00,-2.691,1.53,-0.732,2.886
2020-01-02 11:00:00,0.547,2.726,1.367,2.142
2020-01-02 12:00:00,-2.772,2.482,0.077,3.365
2020-01-02 13:00:00,-3.195,2.08,-0.224,3.44
2020-01-02 14:00:00,-4.752,-2.835,-5.276,2.881
2020-01-02 15:00:00,-4.006,-0.159,-3.125,3.085
2020-01-02 16:00:00,-4.212,0.086,-2.202,3.259
2020-01-02 17:00:00,-4.733,-3.722,-5.36,2.277
2020-01-02 18:00:00,-4.578,-4.968,-6.935,2.71
2020-01-02 19:00:00,-3.202,-3.824,-5.448,2.361
2020-01-02 20:00:00,-2.844,-3.562,-5.49,2.585
2020-01-02 21:00:00,-3.152,-3.617,-5.534,2.496
2020-01-02 22:00:00,-3.013,-3.716,-5.466,2.342
2020-01-02 23:00:00,-2.009,-1.724,-3.353,1.936
2020-01-03 00:00:00,-2.127,-1.294,-3.049,1.983
2020-01-03 01:00:00,-1.875,0.105,-1.869,1.961
2020-01-03 02:00:00,-1.676,1.059,-1.339,2.247
2020-01-03 03:00:00,-2.301,0.349,-2.01,2.214
2020-01-03 04:00:00,-2.376,0.768,-2.383,3.002
2020-01-03 05:00:00,-2.025,1.446,-1.363,2.589
2020-01-03 06:00:00,-2.351,1.58,-1.851,3.209
2020-01-03 07:00:00,-2.105,1.736,-1.765,3.491
2020-01-03 08:00:00,-1.982,1.504,-1.886,3.322
2020-01-03 09:00:00,-2.508,1.233,-0.76,2.167
2020-01-03 10:00:00,-1.793,2.856,-0.008,2.746
2020-01-03 11:00:00,-1.709,0.602,-0.951,1.889
2020-01-03 12:00:00,-0.895,1.872,0.115,2.189
2020-01-03 13:00:00,-1.236,2.436,0.313,2.448
2020-01-03 14:00:00,-0.939,0.952,-0.709,2.136
2020-01-03 15:00:00,-1.745,0.348,-1.701,2.364
2020-01-03 16:00:00,-2.4,-0.844,-3.137,2.512
2020-01-03 17:00:00,-1.819,-0.589,-2.952,2.633
2020-01-03 18:00:00,-2.893,-1.36,-4.365,3.218
2020-01-03 19:00:00,-2.279,-0.894,-3.841,3.171
2020-01-03 20:00:00,-2.275,-0.109,-2.289,2.151
2020-01-03 21:00:00,-2.279,-0.894,-3.841,3.171
2020-01-03 22:00:00,-1.708,-0.732,-1.475,0.902
2020-01-03 23:00:00,-1.577,-0.833,-1.276,0.686
2020-01-04 00:00:00,-1.593,-0.541,-1.046,0.669
2020-01-04 01:00:00,-1.159,0.327,-0.386,0.805
2020-01-04 02:00:00,-1.9,-0.367,-1.096,0.807
2020-01-04 03:00:00,-1.641,-0.1,-0.801,0.797
2020-01-04 04:00:00,-1.431,0.056,-0.637,0.8
2020-01-04 05:00:00,-1.541,0.099,-0.678,0.888
2020-01-04 06:00:00,-1.557,0.109,-0.621,0.876
2020-01-04 07:00:00,-1.656,-0.122,-0.792,0.849
2020-01-04 08:00:00,-1.249,0.419,-0.311,0.894
2020-01-04 09:00:00,-1.298,0.402,-0.339,0.939
2020-01-04 10:00:00,-0.98,0.854,-0.061,1.166
2020-01-04 11:00:00,-0.156,1.931,1.127,1.418
2020-01-04 12:00:00,-0.987,1.727,0.764,1.569
2020-01-04 13:00:00,-0.367,2.39,1.501,1.641
2020-01-04 14:00:00,-1.575,1.138,0.241,1.586
2020-01-04 15:00:00,-1.443,1.198,0.305,1.481
2020-01-04 16:00:00,-0.475,1.627,0.915,1.206
2020-01-04 17:00:00,-0.947,0.951,0.316,1.07
2020-01-04 18:00:00,-1.077,0.804,0.145,1.011
2020-01-04 19:00:00,-1.084,0.842,0.171,1.012
2020-01-04 20:00:00,-1.192,0.518,-0.057,0.957
2020-01-04 21:00:00,-1.192,0.518,-0.057,0.957
2020-01-04 22:00:00,-1.734,-0.103,-0.603,0.935
2020-01-04 23:00:00,-0.903,0.582,-0.02,0.702
2020-01-05 00:00:00,-1.077,-0.027,-0.456,0.543
2020-01-05 01:00:00,-1.8,-1.989,-1.705,0.521
2020-01-05 02:00:00,-1.827,-2.188,-1.884,0.517
2020-01-05 03:00:00,-2.248,-2.682,-2.371,0.495
2020-01-05 04:00:00,-1.91,-2.43,-2.091,0.498
2020-01-05 05:00:00,-1.966,-2.37,-2.148,0.464
2020-01-05 06:00:00,-1.987,-2.421,-2.16,0.5
2020-01-05 07:00:00,-1.781,-2.471,-2.168,0.494
2020-01-05 08:00:00,-1.396,-2.212,-1.868,0.54
2020-01-05 09:00:00,-2.914,-4.03,-3.586,0.629
2020-01-05 10:00:00,-2.62,-3.568,-3.82,0.996
2020-01-05 11:00:00,-2.989,-4.138,-3.531,1.906
2020-01-05 12:00:00,-4.779,-5.28,-5.779,1.691
2020-01-05 13:00:00,-6.045,-5.159,-6.402,2.142
2020-01-05 14:00:00,-6.964,-5.688,-7.121,2.206
2020-01-05 15:00:00,-8.42,-6.421,-8.133,2.458
2020-01-05 16:00:00,-8.626,-6.374,-8.382,2.695
2020-01-05 17:00:00,-8.599,-6.133,-8.312,2.771
2020-01-05 18:00:00,-2.758,-4.174,-5.86,2.44
2020-01-05 19:00:00,-3.038,-4.322,-6.154,2.55
2020-01-05 20:00:00,-3.123,-4.894,-6.482,2.429
2020-01-05 21:00:00,-2.868,-4.174,-5.854,2.479
2020-01-05 22:00:00,-2.923,-3.732,-5.877,2.758
2020-01-05 23:00:00,-3.206,-4.238,-6.175,2.615
2020-01-06 00:00:00,-2.893,-3.645,-5.816,2.765
2020-01-06 01:00:00,-3.26,-4.19,-6.18,2.601
2020-01-06 02:00:00,-2.707,-3.338,-5.56,2.73
2020-01-06 03:00:00,-3.413,-4.671,-6.597,2.653
2020-01-06 04:00:00,-3.757,-5.035,-7.027,2.653
2020-01-06 05:00:00,-3.364,-4.988,-6.868,2.612
2020-01-06 06:00:00,-3.253,-4.471,-6.65,2.778
2020-01-06 07:00:00,-3.417,-3.901,-6.32,2.861
2020-01-06 08:00:00,-3.354,-2.892,-5.768,3.113
2020-01-06 09:00:00,-2.877,-2.034,-4.994,3.091
2020-01-06 10:00:00,-3.022,-1.91,-4.892,3.15
2020-01-06 11:00:00,-1.37,0.194,-1.398,2.696
2020-01-06 12:00:00,-2.419,0.166,-2.578,3.007
2020-01-06 13:00:00,-3.081,-0.42,-3.673,3.399
2020-01-06 14:00:00,-3.902,-0.81,-4.46,3.718
2020-01-06 15:00:00,-4.836,-1.682,-5.343,3.856
2020-01-06 16:00:00,-4.021,-0.735,-4.572,3.962
2020-01-06 17:00:00,-4.676,-1.686,-5.539,3.991
2020-01-06 18:00:00,-3.926,-1.333,-4.837,3.695
2020-01-06 19:00:00,-4.933,-2.534,-6.319,3.822
2020-01-06 20:00:00,-4.145,-2.502,-5.973,3.696
2020-01-06 21:00:00,-2.529,-0.652,-4.054,3.478
2020-01-06 22:00:00,-2.557,-0.625,-3.96,3.412
2020-01-06 23:00:00,-2.546,-0.42,-3.572,3.274
2020-01-07 00:00:00,-2.804,-1.786,-4.406,2.914
2020-01-07 01:00:00,-2.798,-1.5,-4.209,2.979
2020-01-07 02:00:00,-2.334,-0.94,-3.561,2.837
2020-01-07 03:00:00,-2.612,-1.157,-4.058,3.139
2020-01-07 04:00:00,-2.829,-1.618,-4.215,2.859
2020-01-07 05:00:00,-2.706,-3.325,-5.122,2.423
2020-01-07 06:00:00,-1.769,-0.752,-1.999,1.33
2020-01-07 07:00:00,-2.636,-1.879,-3.614,2.016
2020-01-07 08:00:00,-2.832,-2.599,-4.501,2.256
2020-01-07 09:00:00,-2.731,-1.718,-3.75,2.24
2020-01-07 10:00:00,-2.524,-1.124,-2.578,1.801
2020-01-07 11:00:00,-1.096,1.047,0.463,2.23
2020-01-07 12:00:00,-1.942,-0.606,-1.9,2.162
2020-01-07 13:00:00,-3.704,-2.648,-4.429,2.49
2020-01-07 14:00:00,-3.433,-2.157,-4.525,2.857
2020-01-07 15:00:00,-3.173,-0.852,-2.854,2.345
2020-01-07 16:00:00,-3.241,-0.453,-1.924,1.786
2020-01-07 17:00:00,-3.597,-1.48,-2.821,1.554
2020-01-07 18:00:00,-3.758,-2.613,-3.454,1.172
2020-01-07 19:00:00,-4.165,-3.264,-4.116,1.15
2020-01-07 20:00:00,-3.542,-2.667,-3.457,1.065
2020-01-07 21:00:00,-4.194,-3.769,-5.004,1.686
2020-01-07 22:00:00,-4.768,-4.775,-6.394,2.358
2020-01-07 23:00:00,-4.648,-4.585,-6.623,2.752
2020-01-08 00:00:00,-2.021,-1.657,-3.786,2.601
2020-01-08 01:00:00,-3.106,-3.019,-5.199,2.762
2020-01-08 02:00:00,-2.397,-2.214,-4.417,2.722
2020-01-08 03:00:00,-2.886,-2.507,-4.988,3.02
2020-01-08 04:00:00,-2.278,-1.687,-4.143,3.038
2020-01-08 05:00:00,-3.298,-2.44,-5.043,3.154
2020-01-08 06:00:00,-2.415,-1.746,-4.449,3.195
2020-01-08 07:00:00,-2.786,-1.665,-4.412,3.237
2020-01-08 08:00:00,-2.779,-1.586,-4.652,3.405
2020-01-08 09:00:00,-2.883,-1.113,-4.481,3.536
2020-01-08 10:00:00,-2.813,-2.108,-4.699,2.993
2020-01-08 11:00:00,-1.459,0.194,-1.224,2.867
2020-01-08 12:00:00,-1.911,1.123,-1.623,3.18
2020-01-08 13:00:00,-3.069,-0.818,-3.251,2.963
2020-01-08 14:00:00,-3.11,-0.293,-2.54,2.715
2020-01-08 15:00:00,-3.585,0.826,-2.434,3.397
2020-01-08 16:00:00,-3.891,-0.985,-3.77,3.142
2020-01-08 17:00:00,-4.226,-1.833,-4.633,3.077
2020-01-08 18:00:00,-3.937,-1.953,-4.731,3.08
2020-01-08 19:00:00,-4.665,-2.606,-5.294,3.09
2020-01-08 20:00:00,-4.84,-2.24,-5.192,3.168
2020-01-08 21:00:00,-4.068,-1.717,-4.452,2.996
2020-01-08 22:00:00,-4.205,-2.48,-5.26,3.091
2020-01-08 23:00:00,-4.441,-2.513,-5.465,3.256
2020-01-09 00:00:00,-4.532,-2.669,-5.607,3.229
2020-01-09 01:00:00,-4.598,-2.596,-5.525,3.213
2020-01-09 02:00:00,-4.681,-2.822,-5.811,3.247
2020-01-09 03:00:00,-4.68,-2.454,-5.685,3.527
2020-01-09 04:00:00,-2.649,-0.362,-3.535,3.327
2020-01-09 05:00:00,-2.285,0.841,-2.456,3.359
2020-01-09 06:00:00,-2.507,-0.339,-3.407,3.129
2020-01-09 07:00:00,-2.901,-1.569,-4.226,2.85
2020-01-09 08:00:00,-2.356,-0.242,-3.4,3.169
2020-01-09 09:00:00,-2.271,-0.149,-3.004,2.917
2020-01-09 10:00:00,-2.394,0.319,-2.449,2.852
2020-01-09 11:00:00,-2.147,0.753,-0.928,2.79
2020-01-09 12:00:00,-2.058,1.243,-0.972,2.734
2020-01-09 13:00:00,-2.6,1.413,-1.32,3.076
2020-01-09 14:00:00,-2.617,1.432,-1.274,3.036
2020-01-09 15:00:00,-3.581,0.405,-2.216,2.97
2020-01-09 16:00:00,-3.109,0.485,-2.335,3.094
2020-01-09 17:00:00,-3.96,-0.534,-3.784,3.408
2020-01-09 18:00:00,-4.699,-2.12,-5.154,3.188
2020-01-09 19:00:00,-3.526,-4.836,-4.608,0.527
2020-01-09 20:00:00,-4.692,-2.326,-5.756,3.552
2020-01-09 21:00:00,-4.211,0.563,-3.668,4.081
2020-01-09 22:00:00,-3.438,2.627,-0.042,3.68
2020-01-09 23:00:00,-3.417,2.823,0.209,3.685
2020-01-10 00:00:00,-4.74,-2.681,-4.787,2.526
2020-01-10 01:00:00,-4.041,-2.067,-4.994,3.152
2020-01-10 02:00:00,-5.093,-3.544,-6.529,3.226
2020-01-10 03:00:00,-4.709,-3.578,-6.616,3.31
2020-01-10 04:00:00,-3.424,-2.409,-5.271,3.161
2020-01-10 05:00:00,-2.643,-1.619,-3.728,2.241
2020-01-10 06:00:00,-2.559,-1.332,-3.209,2.077
2020-01-10 07:00:00,-2.376,-0.706,-2.549,1.938
2020-01-10 08:00:00,-2.643,-1.76,-3.928,2.368
2020-01-10 09:00:00,-2.419,-0.975,-2.818,2.062
2020-01-10 10:00:00,-1.781,0.566,-1.535,2.368
2020-01-10 11:00:00,-1.374,2.325,0.887,2.498
2020-01-10 12:00:00,-2.076,-0.125,-1.569,2.354
2020-01-10 13:00:00,-3.135,-1.651,-3.546,2.635
2020-01-10 14:00:00,-3.449,-0.935,-2.743,2.396
2020-01-10 15:00:00,-2.642,0.834,-0.587,1.949
2020-01-10 16:00:00,-3.395,-0.331,-1.69,1.69
2020-01-10 17:00:00,-3.005,-0.322,-1.53,1.444
2020-01-10 18:00:00,-2.598,-0.067,-1.198,1.401
2020-01-10 19:00:00,-2.963,-1.42,-1.949,0.963
2020-01-10 20:00:00,-3.453,-2.168,-2.808,0.877
2020-01-10 21:00:00,-3.751,-2.435,-3.247,1.004
2020-01-10 22:00:00,-3.757,-2.379,-3.228,1.03
2020-01-10 23:00:00,-3.388,-2.006,-2.893,1.051
2020-01-11 00:00:00,-3.897,-3.175,-4.341,1.508
2020-01-11 01:00:00,-4.076,-3.907,-5.265,1.763
2020-01-11 02:00:00,-4.084,-3.477,-4.453,1.18
2020-01-11 03:00:00,-3.451,-2.763,-3.371,0.849
2020-01-11 04:00:00,-1.789,-1.026,-1.685,0.869
2020-01-11 05:00:00,-1.746,-0.859,-1.458,0.793
2020-01-11 06:00:00,-1.879,-1.714,-2.707,1.35
2020-01-11 07:00:00,-2.97,-3.571,-5.142,2.096
2020-01-11 08:00:00,-2.872,-4.006,-5.722,2.358
2020-01-11 09:00:00,-2.897,-4.083,-5.76,2.365
2020-01-11 10:00:00,-3.624,-4.736,-6.631,2.546
2020-01-11 11:00:00,0.224,-0.124,-0.621,2.287
2020-01-11 12:00:00,-3.277,-3.92,-4.871,2.164
2020-01-11 13:00:00,-4.173,-4.34,-6.211,2.722
2020-01-11 14:00:00,-4.853,-5.257,-7.333,2.869
2020-01-11 15:00:00,-5.066,-5.211,-7.47,2.935
2020-01-11 16:00:00,-5.086,-5.963,-8.001,2.965
2020-01-11 17:00:00,-2.999,-4.12,-6.06,2.789
2020-01-11 18:00:00,-2.635,-3.991,-5.88,2.717
2020-01-11 19:00:00,-3.977,-5.479,-7.329,2.77
2020-01-11 20:00:00,-3.19,-4.655,-6.665,2.935
2020-01-11 21:00:00,-3.041,-4.797,-6.761,2.936
2020-01-11 22:00:00,-3.592,-5.121,-7.276,3.068
2020-01-11 23:00:00,-3.164,-4.876,-6.799,2.872
2020-01-12 00:00:00,-3.376,-5.547,-7.477,2.918
2020-01-12 01:00:00,-3.496,-5.681,-7.524,2.908
2020-01-12 02:00:00,-3.637,-5.785,-7.71,2.927
2020-01-12 03:00:00,-3.379,-4.706,-7.05,3.186
2020-01-12 04:00:00,-3.652,-5.399,-7.548,3.039
2020-01-12 05:00:00,-3.733,-4.74,-7.311,3.266
2020-01-12 06:00:00,-3.539,-6.081,-7.787,2.785
2020-01-12 07:00:00,-4.032,-6.076,-8.085,2.913
2020-01-12 08:00:00,-3.439,-6.038,-7.746,2.787
2020-01-12 09:00:00,-3.565,-5.923,-7.654,2.767
2020-01-12 10:00:00,-3.04,-3.548,-6.12,3.216
2020-01-12 11:00:00,-0.111,0.479,-0.643,2.37
2020-01-12 12:00:00,-1.875,-1.389,-3.065,2.496
2020-01-12 13:00:00,-3.724,-3.376,-5.617,2.97
2020-01-12 14:00:00,-4.093,-3.623,-6.113,3.107
2020-01-12 15:00:00,-4.004,-1.928,-5.15,3.544
2020-01-12 16:00:00,-4.659,-4.223,-6.382,2.808
2020-01-12 17:00:00,-4.427,-3.317,-5.797,2.839
2020-01-12 18:00:00,-4.317,-3.866,-6.408,3.063
2020-01-12 19:00:00,-4.352,-3.361,-5.838,2.888
2020-01-12 20:00:00,-4.594,-3.058,-5.96,3.284
2020-01-12 21:00:00,-4.73,-3.148,-5.905,3.071
2020-01-12 22:00:00,-4.683,-4.821,-6.839,2.633
2020-01-12 23:00:00,-4.034,-4.343,-6.352,2.605
