,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,vp_a,p_a,missing_type,LW_in,DroneV,dia,h_s,cam_temp,h_f,a,cld,Discharge,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt
0,2020-01-03 16:15:00,0.0,0.4,82.0,1.0,7.724,11.286,0.0,5.2,803.835,-p_aSW_directSW_diffuseLW_in,208.19,,,,,2.5,0.85,0,1.986,0,0,1,-78.055,12.356,-91.685,1.273,0,0,0,0,0,0
1,2020-01-03 16:30:00,0.0,0.35,82.65,1.0,5.149,7.524,0.0,5.2,803.914,-p_aSW_directSW_diffuseLW_in,206.921,,,,,2.5,0.849,0,2.127,0,0,1,-83.602,8.237,-92.954,1.114,0,0,0,0,0,0
2,2020-01-03 16:45:00,0.0,0.1,83.2,2.1,2.575,3.762,0.0,5.1,803.994,-p_aSW_directSW_diffuseLW_in,205.652,,,,,2.5,0.849,0,2.276,0,0,1,-89.435,4.119,-94.223,0.668,0,0,0,0,0,0
3,2020-01-03 17:00:00,0.0,0.1,82.6,1.25,0.0,0.0,0.0,5.1,804.074,-p_aSW_directSW_diffuseLW_in,204.382,,,,-2.687,2.5,0.848,0,2.42,0,0,1,-95.095,0.0,-95.493,0.398,0,0,0,0,0,0
4,2020-01-03 17:15:00,0.0,0.0,83.2,1.5,0.0,0.0,0.0,5.1,804.082,-p_aSW_directSW_diffuseLW_in,208.07,,,,,2.5,0.848,0,2.336,0,0,1,-91.805,0.0,-91.805,0.0,0,0,0,0,0,0
5,2020-01-03 17:30:00,0.0,-0.05,82.0,1.0,0.0,0.0,0.0,5.0,804.091,-p_aSW_directSW_diffuseLW_in,211.758,,,,,2.5,0.847,0,2.246,0,0,1,-88.276,0.0,-88.117,-0.159,0,0,0,0,0,0
6,2020-01-03 17:45:00,0.0,-0.2,83.2,2.1,0.0,0.0,0.0,5.0,804.099,-p_aSW_directSW_diffuseLW_in,215.447,,,,,2.5,0.847,0,2.182,0,0,1,-85.764,0.0,-84.428,-1.337,0,0,0,0,0,0
7,2020-01-03 18:00:00,0.0,-0.05,81.4,1.8,0.0,0.0,0.0,4.95,804.108,-p_aSW_directSW_diffuseLW_in,219.135,,,,-4.195,2.5,0.846,0,2.062,0,0,1,-81.026,0.0,-80.74,-0.286,0,0,0,0,0,0
8,2020-01-03 18:15:00,0.0,0.1,80.2,1.0,0.0,0.0,0.0,4.9,804.204,-p_aSW_directSW_diffuseLW_in,218.544,,,,,2.5,0.846,0,2.062,0,0,1,-81.012,0.0,-81.331,0.318,0,0,0,0,0,0
9,2020-01-03 18:30:00,0.0,0.2,79.0,1.3,0.0,0.0,0.0,4.9,804.3,-p_aSW_directSW_diffuseLW_in,217.952,,,,,2.5,0.845,0,2.064,0,0,1,-81.095,0.0,-81.923,0.828,0,0,0,0,0,0
10,2020-01-03 18:45:00,0.0,0.3,80.2,1.5,0.0,0.0,0.0,5.0,804.396,-p_aSW_directSW_diffuseLW_in,217.361,,,,,2.5,0.845,0,2.063,0,0,1,-81.081,0.0,-82.514,1.433,0,0,0,0,0,0
11,2020-01-03 19:00:00,0.0,0.5,79.95,1.25,0.0,0.0,0.0,5.05,804.492,-p_aSW_directSW_diffuseLW_in,216.77,,,,-3.474,2.5,0.844,0,2.064,0,0,1,-81.114,0.0,-83.105,1.99,0,0,0,0,0,0
12,2020-01-03 19:15:00,0.0,0.6,80.3,2.1,0.0,0.0,0.0,5.1,804.476,-p_aSW_directSW_diffuseLW_in,218.184,,,,,2.5,0.844,0,1.977,0,0,1,-77.678,0.0,-81.691,4.013,0,0,0,0,0,0
13,2020-01-03 19:30:00,0.0,0.6,80.9,1.0,0.0,0.0,0.0,5.2,804.46,-p_aSW_directSW_diffuseLW_in,219.598,,,,,2.5,0.843,0,1.994,0,0,1,-78.366,0.0,-80.277,1.911,0,0,0,0,0,0
14,2020-01-03 19:45:00,0.0,0.5,82.1,0.5,0.0,0.0,0.0,5.2,804.444,-p_aSW_directSW_diffuseLW_in,221.013,,,,,2.5,0.843,0,1.987,0,0,1,-78.065,0.0,-78.862,0.796,0,0,0,0,0,0
15,2020-01-03 20:00:00,0.0,0.4,83.0,0.5,0.0,0.0,0.0,5.2,804.428,-p_aSW_directSW_diffuseLW_in,222.427,,,,-2.441,2.5,0.842,0,1.955,0,0,1,-76.811,0.0,-77.448,0.637,0,0,0,0,0,0
16,2020-01-03 20:15:00,0.0,0.4,82.7,1.0,0.0,0.0,0.0,5.2,804.458,-p_aSW_directSW_diffuseLW_in,230.029,,,,,2.5,0.842,0,1.745,0,0,1,-68.572,0.0,-69.846,1.274,0,0,0,0,0,0
17,2020-01-03 20:30:00,0.0,0.4,84.5,0.75,0.0,0.0,0.0,5.3,804.488,-p_aSW_directSW_diffuseLW_in,237.63,,,,,2.5,0.841,0,1.56,0,0,1,-61.289,0.0,-62.245,0.955,0,0,0,0,0,0
18,2020-01-03 20:45:00,0.0,0.5,83.9,2.335,0.0,0.0,0.0,5.3,804.518,-v_ap_aSW_directSW_diffuseLW_in,245.232,,,,,2.5,0.841,0,1.296,0,0,1,-50.924,0.0,-54.643,3.718,0,0,0,0,0,0
19,2020-01-03 21:00:00,0.0,0.55,84.2,0.5,0.0,0.0,0.0,5.35,804.548,-p_aSW_directSW_diffuseLW_in,252.834,,,,-3.474,2.5,0.84,0,1.175,0,0,1,-46.165,0.0,-47.041,0.876,0,0,0,0,0,0
20,2020-01-03 21:15:00,0.0,0.6,85.8,1.0,0.0,0.0,0.0,5.5,804.544,-p_aSW_directSW_diffuseLW_in,260.082,,,,,2.5,0.84,0,0.964,0,0,1,-37.882,0.0,-39.793,1.911,0,0,0,0,0,0
21,2020-01-03 21:30:00,0.0,0.7,86.75,0.5,0.0,0.0,0.0,5.55,804.54,-p_aSW_directSW_diffuseLW_in,267.33,,,,,2.5,0.839,0,0.8,0,0,1,-31.43,0.0,-32.545,1.115,0,0,0,0,0,0
22,2020-01-03 21:45:00,0.0,0.7,88.4,0.5,0.0,0.0,0.0,5.7,804.536,-p_aSW_directSW_diffuseLW_in,274.577,,,,,2.5,0.839,0,0.615,0,0,1,-24.183,0.0,-25.298,1.115,0,0,0,0,0,0
23,2020-01-03 22:00:00,0.0,0.7,88.7,0.25,0.0,0.0,0.0,5.7,804.532,-p_aSW_directSW_diffuseLW_in,281.825,,,,-1.566,2.5,0.838,0,0.445,0,0,1,-17.492,0.0,-18.05,0.557,0,0,0,0,0,0
24,2020-01-03 22:15:00,0.0,0.7,89.0,0.5,0.0,0.0,0.0,5.7,804.586,-p_aSW_directSW_diffuseLW_in,283.785,,,,,2.5,0.838,0,0.381,0,0,1,-14.975,0.0,-16.09,1.115,0,0,0,0,0,0
25,2020-01-03 22:30:00,0.0,0.7,90.0,0.75,0.0,0.0,0.0,5.8,804.64,-p_aSW_directSW_diffuseLW_in,285.744,,,,,2.5,0.837,0,0.317,0,0,1,-12.458,0.0,-14.131,1.672,0,0,0,0,0,0
26,2020-01-03 22:45:00,0.0,0.7,91.0,0.5,0.0,0.0,0.0,5.8,804.694,-p_aSW_directSW_diffuseLW_in,287.704,,,,,2.5,0.837,0,0.281,0,0,1,-11.056,0.0,-12.171,1.115,0,0,0,0,0,0
27,2020-01-03 23:00:00,0.0,0.7,91.0,0.5,0.0,0.0,0.0,5.8,804.748,-p_aSW_directSW_diffuseLW_in,289.664,,,,-1.237,2.5,0.836,0,0.231,0,0,1,-9.096,0.0,-10.211,1.115,0,0,0,0,0,0
28,2020-01-03 23:15:00,0.0,0.8,91.7,2.432,0.0,0.0,0.0,5.9,804.685,-v_ap_aSW_directSW_diffuseLW_in,285.496,,,,,2.5,0.836,0,0.208,0,0,1,-8.181,0.0,-14.379,6.198,0,0,0,0,0,0
29,2020-01-03 23:30:00,0.0,0.8,91.7,0.75,0.0,0.0,0.0,5.9,804.622,-p_aSW_directSW_diffuseLW_in,281.328,,,,,2.5,0.835,0,0.423,0,0,1,-16.635,0.0,-18.547,1.911,0,0,0,0,0,0
30,2020-01-03 23:45:00,0.0,0.8,92.3,0.5,0.0,0.0,0.0,6.0,804.56,-p_aSW_directSW_diffuseLW_in,277.16,,,,,2.5,0.835,0,0.546,0,0,1,-21.441,0.0,-22.715,1.274,0,0,0,0,0,0
31,2020-01-04 00:00:00,0.0,0.85,92.0,0.5,0.0,0.0,0.0,6.0,804.497,-p_aSW_directSW_diffuseLW_in,272.992,,,,-1.173,2.5,0.834,0,0.65,0,0,1,-25.529,0.0,-26.883,1.354,0,0,0,0,0,0
32,2020-01-04 00:15:00,0.0,0.9,93.0,0.5,0.0,0.0,0.0,6.1,804.47,-p_aSW_directSW_diffuseLW_in,271.266,,,,,2.5,0.834,0,0.692,0,0,1,-27.175,0.0,-28.609,1.433,0,0,0,0,0,0
33,2020-01-04 00:30:00,0.0,1.05,92.65,2.432,0.0,0.0,0.0,6.1,804.443,-v_ap_aSW_directSW_diffuseLW_in,269.54,,,,,2.5,0.833,0,0.565,0,0,1,-22.203,0.0,-30.335,8.132,0,0,0,0,0,0
34,2020-01-04 00:45:00,0.0,1.1,92.3,2.443,0.0,0.0,0.0,6.1,804.416,-v_ap_aSW_directSW_diffuseLW_in,267.814,,,,,2.5,0.833,0,0.598,0,0,1,-23.503,0.0,-32.061,8.557,0,0,0,0,0,0
35,2020-01-04 01:00:00,0.0,1.1,92.3,2.453,0.0,0.0,0.0,6.1,804.389,-v_ap_aSW_directSW_diffuseLW_in,266.088,,,,-0.548,2.5,0.832,0,0.641,0,0,1,-25.194,0.0,-33.787,8.592,0,0,0,0,0,0
36,2020-01-04 01:15:00,0.0,1.1,93.0,2.462,0.0,0.0,0.0,6.2,804.431,-v_ap_aSW_directSW_diffuseLW_in,264.958,,,,,2.5,0.832,0,0.669,0,0,1,-26.292,0.0,-34.917,8.624,0,0,0,0,0,0
37,2020-01-04 01:30:00,0.0,1.1,93.0,2.47,0.0,0.0,0.0,6.2,804.474,-v_ap_aSW_directSW_diffuseLW_in,263.828,,,,,2.5,0.831,0,0.697,0,0,1,-27.394,0.0,-36.047,8.653,0,0,0,0,0,0
38,2020-01-04 01:45:00,0.0,1.1,93.0,2.479,0.0,0.0,0.0,6.2,804.516,-v_ap_aSW_directSW_diffuseLW_in,262.699,,,,,2.5,0.831,0,0.725,0,0,1,-28.491,0.0,-37.176,8.685,0,0,0,0,0,0
39,2020-01-04 02:00:00,0.0,1.2,93.7,2.487,0.0,0.0,0.0,6.2,804.558,-v_ap_aSW_directSW_diffuseLW_in,261.569,,,,-1.347,2.5,0.83,0,0.733,0,0,1,-28.8,0.0,-38.306,9.505,0,0,0,0,0,0
40,2020-01-04 02:15:00,0.0,1.2,93.7,2.445,0.0,0.0,0.0,6.2,804.606,-v_ap_aSW_directSW_diffuseLW_in,263.558,,,,,2.5,0.83,0,0.686,0,0,1,-26.971,0.0,-36.317,9.345,0,0,0,0,0,0
41,2020-01-04 02:30:00,0.0,1.2,94.05,2.404,0.0,0.0,0.0,6.25,804.654,-v_ap_aSW_directSW_diffuseLW_in,265.548,,,,,2.5,0.829,0,0.64,0,0,1,-25.137,0.0,-34.327,9.189,0,0,0,0,0,0
42,2020-01-04 02:45:00,0.0,1.2,94.4,2.362,0.0,0.0,0.0,6.3,804.701,-v_ap_aSW_directSW_diffuseLW_in,267.538,,,,,2.5,0.829,0,0.593,0,0,1,-23.307,0.0,-32.337,9.029,0,0,0,0,0,0
43,2020-01-04 03:00:00,0.0,1.25,94.05,0.5,0.0,0.0,0.0,6.3,804.749,-p_aSW_directSW_diffuseLW_in,269.527,,,,-0.986,2.5,0.828,0,0.722,0,0,1,-28.356,0.0,-30.348,1.991,0,0,0,0,0,0
44,2020-01-04 03:15:00,0.0,1.4,94.4,1.0,0.0,0.0,0.0,6.4,804.632,-p_aSW_directSW_diffuseLW_in,272.967,,,,,2.5,0.828,0,0.571,0,0,1,-22.448,0.0,-26.908,4.459,0,0,0,0,0,0
45,2020-01-04 03:30:00,0.0,1.4,94.4,0.5,0.0,0.0,0.0,6.4,804.514,-p_aSW_directSW_diffuseLW_in,276.406,,,,,2.5,0.827,0,0.54,0,0,1,-21.239,0.0,-23.469,2.229,0,0,0,0,0,0
46,2020-01-04 03:45:00,0.0,1.4,94.4,0.5,0.0,0.0,0.0,6.4,804.397,-p_aSW_directSW_diffuseLW_in,279.846,,,,,2.5,0.827,0,0.453,0,0,1,-17.8,0.0,-20.029,2.229,0,0,0,0,0,0
47,2020-01-04 04:00:00,0.0,1.4,94.75,0.25,0.0,0.0,0.0,6.4,804.28,-p_aSW_directSW_diffuseLW_in,283.286,,,,-0.828,2.5,0.826,0,0.394,0,0,1,-15.474,0.0,-16.589,1.114,0,0,0,0,0,0
48,2020-01-04 04:15:00,0.0,1.4,94.4,2.336,0.0,0.0,0.0,6.4,804.263,-v_ap_aSW_directSW_diffuseLW_in,282.773,,,,,2.5,0.826,0,0.17,0,0,1,-6.689,0.0,-17.102,10.412,0,0,0,0,0,0
49,2020-01-04 04:30:00,0.0,1.4,94.05,0.5,0.0,0.0,0.0,6.35,804.246,-p_aSW_directSW_diffuseLW_in,282.26,,,,,2.5,0.825,0,0.392,0,0,1,-15.386,0.0,-17.615,2.229,0,0,0,0,0,0
50,2020-01-04 04:45:00,0.0,1.4,93.7,0.5,0.0,0.0,0.0,6.3,804.229,-p_aSW_directSW_diffuseLW_in,281.747,,,,,2.5,0.825,0,0.405,0,0,1,-15.899,0.0,-18.128,2.229,0,0,0,0,0,0
51,2020-01-04 05:00:00,0.0,1.45,95.1,0.75,0.0,0.0,0.0,6.45,804.212,-p_aSW_directSW_diffuseLW_in,281.234,,,,-0.9,2.5,0.824,0,0.386,0,0,1,-15.178,0.0,-18.641,3.462,0,0,0,0,0,0
52,2020-01-04 05:15:00,0.0,1.5,95.1,0.5,0.0,0.0,0.0,6.5,804.248,-p_aSW_directSW_diffuseLW_in,282.122,,,,,2.5,0.824,0,0.391,0,0,1,-15.365,0.0,-17.753,2.388,0,0,0,0,0,0
53,2020-01-04 05:30:00,0.0,1.5,95.1,0.25,0.0,0.0,0.0,6.5,804.283,-p_aSW_directSW_diffuseLW_in,283.01,,,,,2.5,0.823,0,0.399,0,0,1,-15.671,0.0,-16.865,1.194,0,0,0,0,0,0
54,2020-01-04 05:45:00,0.0,1.4,95.1,1.0,0.0,0.0,0.0,6.4,804.319,-p_aSW_directSW_diffuseLW_in,283.898,,,,,2.5,0.823,0,0.293,0,0,1,-11.519,0.0,-15.977,4.458,0,0,0,0,0,0
55,2020-01-04 06:00:00,0.0,1.5,95.1,0.25,0.0,0.0,0.0,6.5,804.354,-p_aSW_directSW_diffuseLW_in,284.786,,,,-0.781,2.5,0.822,0,0.354,0,0,1,-13.894,0.0,-15.089,1.194,0,0,0,0,0,0
56,2020-01-04 06:15:00,0.0,1.5,95.1,0.5,0.0,0.0,0.0,6.5,804.483,-p_aSW_directSW_diffuseLW_in,283.272,,,,,2.5,0.822,0,0.362,0,0,1,-14.214,0.0,-16.603,2.388,0,0,0,0,0,0
57,2020-01-04 06:30:00,0.0,1.5,95.1,2.688,0.0,0.0,0.0,6.5,804.611,-v_ap_aSW_directSW_diffuseLW_in,281.758,,,,,2.5,0.821,0,0.134,0,0,1,-5.274,0.0,-18.117,12.843,0,0,0,0,0,0
58,2020-01-04 06:45:00,0.0,1.6,94.4,1.0,0.0,0.0,0.0,6.5,804.74,-p_aSW_directSW_diffuseLW_in,280.244,,,,,2.5,0.821,0,0.37,0,0,1,-14.533,0.0,-19.631,5.097,0,0,0,0,0,0
59,2020-01-04 07:00:00,0.0,1.55,94.75,0.25,0.0,0.0,0.0,6.5,804.868,-p_aSW_directSW_diffuseLW_in,278.73,,,,-0.813,2.5,0.82,0,0.507,0,0,1,-19.91,0.0,-21.145,1.235,0,0,0,0,0,0
60,2020-01-04 07:15:00,0.0,1.5,95.1,2.857,0.444,1.914,0.0,6.5,804.939,-v_ap_aSW_directSW_diffuseLW_in,280.27,,,,,2.5,0.82,0,0.112,0,0,1,-4.416,1.533,-19.605,13.656,0,0,0,0,0,0
61,2020-01-04 07:30:00,0.032,1.6,94.4,0.25,0.889,3.828,0.0,6.5,805.01,-p_aSW_directSW_diffuseLW_in,281.811,,,,,2.5,0.819,0,0.349,0,0,1,-13.723,3.066,-18.064,1.275,0,0,0,0,0,0
62,2020-01-04 07:45:00,0.067,1.6,94.4,2.881,1.334,5.743,0.0,6.5,805.08,-v_ap_aSW_directSW_diffuseLW_in,283.352,,,,,2.5,0.819,0,0.0,0,0,1,2.768,4.6,-16.523,14.691,0,0,0,0,0,0
63,2020-01-04 08:00:00,0.101,1.7,95.1,0.25,1.778,7.657,0.0,6.6,805.151,-p_aSW_directSW_diffuseLW_in,284.892,,,,-0.41,2.5,0.818,0,0.191,0,0,1,-7.495,6.133,-14.983,1.355,0,0,0,0,0,0
64,2020-01-04 08:15:00,0.133,1.8,95.1,0.5,3.32,17.563,0.0,6.6,805.194,-p_aSW_directSW_diffuseLW_in,284.821,,,,,2.5,0.818,0,0.0,0,0,1,1.389,13.574,-15.054,2.869,0,0,0,0,0,0
65,2020-01-04 08:30:00,0.164,1.8,94.75,0.5,4.861,27.469,0.0,6.6,805.236,-p_aSW_directSW_diffuseLW_in,284.75,,,,,2.5,0.817,0,0.0,0,0,1,8.759,21.014,-15.125,2.869,0,0,0,0,0,0
66,2020-01-04 08:45:00,0.193,1.8,95.1,0.5,6.403,37.374,0.0,6.6,805.279,-p_aSW_directSW_diffuseLW_in,284.68,,,,,2.5,0.817,0,0.0,0,0,1,16.13,28.455,-15.195,2.869,0,0,0,0,0,0
67,2020-01-04 09:00:00,0.22,1.85,94.75,0.5,7.945,47.28,0.0,6.6,805.322,-p_aSW_directSW_diffuseLW_in,284.609,,,,-0.353,2.5,0.816,0,0.0,0,0,1,23.58,35.896,-15.266,2.949,0,0,0,0,0,0
68,2020-01-04 09:15:00,0.245,1.9,94.4,1.0,9.496,59.738,0.0,6.6,805.41,-p_aSW_directSW_diffuseLW_in,285.188,,,,,2.5,0.816,0,0.0,0,0,1,36.373,45.002,-14.687,6.058,0,0,0,0,0,0
69,2020-01-04 09:30:00,0.268,2.0,93.7,0.5,11.048,72.196,0.0,6.6,805.499,-p_aSW_directSW_diffuseLW_in,285.768,,,,,2.5,0.815,0,0.0,0,0,1,43.191,54.109,-14.107,3.189,0,0,0,0,0,0
70,2020-01-04 09:45:00,0.289,2.1,93.7,3.624,12.599,84.653,0.0,6.7,805.588,-v_ap_aSW_directSW_diffuseLW_in,286.348,,,,,2.5,0.815,0,0.0,0,0,1,73.957,63.214,-13.527,24.27,0,0,0,0,0,0
71,2020-01-04 10:00:00,0.307,2.1,93.7,0.5,14.15,97.111,0.0,6.7,805.676,-p_aSW_directSW_diffuseLW_in,286.927,,,,0.015,2.5,0.814,0,0.0,0,0,1,62.721,72.32,-12.948,3.349,0,0,0,0,0,0
72,2020-01-04 10:15:00,0.322,2.2,94.4,0.5,18.826,106.77,0.0,6.8,805.7,-p_aSW_directSW_diffuseLW_in,286.452,,,,,2.5,0.814,0,0.0,0,0,1,71.723,81.637,-13.423,3.508,0,0,0,0,0,0
73,2020-01-04 10:30:00,0.335,2.3,93.1,1.25,23.502,116.428,0.0,6.7,805.724,-p_aSW_directSW_diffuseLW_in,285.978,,,,,2.5,0.813,0,0.0,0,0,1,86.228,90.955,-13.897,9.17,0,0,0,0,0,0
74,2020-01-04 10:45:00,0.346,2.6,92.4,1.0,28.179,126.086,0.0,6.8,805.749,-p_aSW_directSW_diffuseLW_in,285.504,,,,,2.5,0.813,0,0.0,0,0,1,94.195,100.272,-14.371,8.293,0,0,0,0,0,0
75,2020-01-04 11:00:00,0.353,2.85,92.45,0.5,32.855,135.745,0.0,6.95,805.773,-p_aSW_directSW_diffuseLW_in,285.029,,,,1.887,2.5,0.812,0,0.0,0,0,1,99.29,109.59,-14.846,4.545,0,0,0,0,0,0
76,2020-01-04 11:15:00,0.358,3.2,91.8,0.5,37.81,124.561,0.0,7.1,805.697,-p_aSW_directSW_diffuseLW_in,284.827,,,,,2.5,0.812,0,0.0,0,0,1,95.597,105.541,-15.048,5.103,0,0,0,0,0,0
77,2020-01-04 11:30:00,0.36,3.35,90.85,1.55,42.766,113.377,0.0,7.1,805.62,-p_aSW_directSW_diffuseLW_in,284.624,,,,,2.5,0.811,0,0.0,0,0,1,102.802,101.493,-15.251,16.56,0,0,0,0,0,0
78,2020-01-04 11:45:00,0.358,3.4,88.0,3.1,47.722,102.193,0.0,6.9,805.544,-p_aSW_directSW_diffuseLW_in,284.422,,,,,2.5,0.811,0,0.0,0,0,1,115.603,97.445,-15.453,33.611,0,0,0,0,0,0
79,2020-01-04 12:00:00,0.354,3.45,87.35,1.8,52.677,91.009,0.0,6.85,805.468,-p_aSW_directSW_diffuseLW_in,284.22,,,,1.543,2.5,0.811,0,0.0,0,0,1,97.542,93.396,-15.655,19.801,0,0,0,0,0,0
80,2020-01-04 12:15:00,0.348,3.6,86.7,1.5,48.166,103.268,0.0,6.9,805.374,-p_aSW_directSW_diffuseLW_in,283.864,,,,,2.5,0.81,0,0.0,0,0,1,99.638,98.432,-16.011,17.216,0,0,0,0,0,0
81,2020-01-04 12:30:00,0.338,3.65,86.4,1.8,43.654,115.526,0.0,6.9,805.28,-p_aSW_directSW_diffuseLW_in,283.508,,,,,2.5,0.81,0,0.0,0,0,1,108.044,103.467,-16.367,20.944,0,0,0,0,0,0
82,2020-01-04 12:45:00,0.326,3.7,84.9,2.1,39.143,127.785,0.0,6.8,805.186,-p_aSW_directSW_diffuseLW_in,283.152,,,,,2.5,0.809,0,0.0,0,0,1,116.547,108.503,-16.723,24.766,0,0,0,0,0,0
83,2020-01-04 13:00:00,0.31,3.6,85.5,1.25,34.632,140.044,0.0,6.8,805.092,-p_aSW_directSW_diffuseLW_in,282.796,,,,2.608,2.5,0.809,0,0.0,0,0,1,110.803,113.539,-17.079,14.342,0,0,0,0,0,0
84,2020-01-04 13:15:00,0.293,3.7,85.5,2.1,29.745,129.191,0.0,6.8,805.055,-p_aSW_directSW_diffuseLW_in,284.622,,,,,2.5,0.808,0,0.0,0,0,1,112.818,103.308,-15.253,24.762,0,0,0,0,0,0
85,2020-01-04 13:30:00,0.273,3.65,85.8,2.1,24.858,118.339,0.0,6.8,805.018,-p_aSW_directSW_diffuseLW_in,286.448,,,,,2.5,0.808,0,0.0,0,0,1,104.078,93.078,-13.427,24.427,0,0,0,0,0,0
86,2020-01-04 13:45:00,0.25,3.6,85.5,1.0,19.972,107.486,0.0,6.8,804.981,-p_aSW_directSW_diffuseLW_in,288.274,,,,,2.5,0.807,0,0.0,0,0,1,82.719,82.848,-11.601,11.472,0,0,0,0,0,0
87,2020-01-04 14:00:00,0.226,3.45,86.1,1.0,15.085,96.633,0.0,6.75,804.944,-p_aSW_directSW_diffuseLW_in,290.1,,,,1.14,2.5,0.807,0,0.0,0,0,1,73.836,72.617,-9.775,10.993,0,0,0,0,0,0
88,2020-01-04 14:15:00,0.199,3.3,86.7,2.1,14.908,88.327,0.0,6.7,805.068,-p_aSW_directSW_diffuseLW_in,289.323,,,,,2.5,0.806,0,0.0,0,0,1,78.637,67.103,-10.552,22.086,0,0,0,0,0,0
89,2020-01-04 14:30:00,0.171,3.15,87.3,1.55,14.731,80.022,0.0,6.7,805.193,-p_aSW_directSW_diffuseLW_in,288.546,,,,,2.5,0.806,0,0.0,0,0,1,65.824,61.589,-11.329,15.563,0,0,0,0,0,0
90,2020-01-04 14:45:00,0.14,3.1,87.9,1.0,14.554,71.716,0.0,6.7,805.318,-p_aSW_directSW_diffuseLW_in,287.768,,,,,2.5,0.805,0,0.0,0,0,1,53.852,56.076,-12.107,9.883,0,0,0,0,0,0
91,2020-01-04 15:00:00,0.108,3.0,88.55,0.75,14.377,63.41,0.0,6.7,805.442,-p_aSW_directSW_diffuseLW_in,286.991,,,,1.081,2.5,0.805,0,0.0,0,0,1,44.852,50.562,-12.884,7.174,0,0,0,0,0,0
92,2020-01-04 15:15:00,0.075,2.9,89.2,1.0,11.205,50.486,0.0,6.7,805.528,-p_aSW_directSW_diffuseLW_in,286.444,,,,,2.5,0.804,0,0.0,0,0,1,35.916,40.099,-13.431,9.248,0,0,0,0,0,0
93,2020-01-04 15:30:00,0.04,2.85,89.8,2.1,8.034,37.561,0.0,6.75,805.613,-p_aSW_directSW_diffuseLW_in,285.898,,,,,2.5,0.804,0,0.0,0,0,1,34.747,29.637,-13.977,19.087,0,0,0,0,0,0
94,2020-01-04 15:45:00,0.003,2.8,91.1,1.5,4.862,24.637,0.0,6.8,805.698,-p_aSW_directSW_diffuseLW_in,285.352,,,,,2.5,0.803,0,0.0,0,0,1,18.048,19.174,-14.523,13.396,0,0,0,0,0,0
95,2020-01-04 16:00:00,0.0,2.7,91.45,1.8,1.69,11.713,0.0,6.8,805.784,-p_aSW_directSW_diffuseLW_in,284.805,,,,1.485,2.5,0.803,0,0.0,0,0,1,9.145,8.712,-15.07,15.502,0,0,0,0,0,0
96,2020-01-04 16:15:00,0.0,2.7,91.8,1.0,1.268,8.785,0.0,6.8,805.697,-p_aSW_directSW_diffuseLW_in,284.459,,,,,2.5,0.802,0,0.007,0,0,1,-0.27,6.534,-15.416,8.612,0,0,0,0,0,0
97,2020-01-04 16:30:00,0.0,2.6,92.45,1.25,0.845,5.856,0.0,6.85,805.61,-p_aSW_directSW_diffuseLW_in,284.114,,,,,2.5,0.802,0,0.026,0,0,1,-1.04,4.356,-15.761,10.365,0,0,0,0,0,0
98,2020-01-04 16:45:00,0.0,2.6,92.4,1.0,0.422,2.928,0.0,6.8,805.523,-p_aSW_directSW_diffuseLW_in,283.768,,,,,2.5,0.801,0,0.143,0,0,1,-5.638,2.178,-16.107,8.291,0,0,0,0,0,0
99,2020-01-04 17:00:00,0.0,2.4,93.1,1.25,0.0,0.0,0.0,6.8,805.436,-p_aSW_directSW_diffuseLW_in,283.422,,,,0.848,2.5,0.801,0,0.175,0,0,1,-6.887,0.0,-16.453,9.565,0,0,0,0,0,0
100,2020-01-04 17:15:00,0.0,2.4,93.1,1.5,0.0,0.0,0.0,6.8,805.496,-p_aSW_directSW_diffuseLW_in,284.497,,,,,2.5,0.801,0,0.099,0,0,1,-3.898,0.0,-15.378,11.479,0,0,0,0,0,0
101,2020-01-04 17:30:00,0.0,2.3,94.1,1.5,0.0,0.0,0.0,6.8,805.557,-p_aSW_directSW_diffuseLW_in,285.572,,,,,2.5,0.8,0,0.084,0,0,1,-3.301,0.0,-14.303,11.002,0,0,0,0,0,0
102,2020-01-04 17:45:00,0.0,2.3,94.4,1.5,0.0,0.0,0.0,6.8,805.618,-p_aSW_directSW_diffuseLW_in,286.648,,,,,2.5,0.8,0,0.057,0,0,1,-2.224,0.0,-13.227,11.003,0,0,0,0,0,0
103,2020-01-04 18:00:00,0.0,2.3,95.1,1.25,0.0,0.0,0.0,6.9,805.678,-p_aSW_directSW_diffuseLW_in,287.723,,,,0.47,2.5,0.799,0,0.076,0,0,1,-2.982,0.0,-12.152,9.17,0,0,0,0,0,0
104,2020-01-04 18:15:00,0.0,2.3,95.1,2.1,0.0,0.0,0.0,6.9,805.852,-p_aSW_directSW_diffuseLW_in,283.061,,,,,2.5,0.799,0,0.036,0,0,1,-1.405,0.0,-16.814,15.408,0,0,0,0,0,0
105,2020-01-04 18:30:00,0.0,2.3,95.1,2.1,0.0,0.0,0.0,6.9,806.027,-p_aSW_directSW_diffuseLW_in,278.4,,,,,2.5,0.798,0,0.154,0,0,1,-6.063,0.0,-21.475,15.411,0,0,0,0,0,0
