,time,sea,temp,RH,ppt,wind,SW_global,LW_in,press,missing_type,alb,vp_a,cld,SW_diffuse,SW_direct,Discharge,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,unfrozen_water,Qsurf,SW,LW,Qs,Ql,Qf,Qg,meltwater,SA,h_ice,r_ice,snow2ice,dep,t_cone,fountain_runoff,fountain_froze,Qt,Qmelt,Qfreeze,input,event,s_cone,vp_ice
0,2019-12-01 00:00:00,0.0,-4.344,36.1,0.0,0.948,-2.0,183.829,644.835,-,0.25,0.0,0,-0.0,-2.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.002,
1,2019-12-01 01:00:00,0.0,-4.384,30.76,0.0,0.836,-0.05,181.763,644.977,-,0.25,1.357,0,-0.0,-0.05,60,0.0,0.0,0.00026525770797160677,1920.56030889456,2.0943951023931953,11.86770134134604,0.0,0.0,-2.331185560062461,0.0,-124.44623098245528,-9.947164048935255e-06,-124.42468702165237,-8.42842508328798,-24.904171897425275,33.31106296707439,0.0,0.0,376.991872412258,0.019999999999999997,9.999999999999998,0.0,0.0,0.0,3195.5222453363667,404.4777546636331,-24.904171897425275,,-99.54205908503,1920.56030889456,1.0,0.002,6.112911778902558
2,2019-12-01 02:00:00,0.0,-4.274,27.69,0.0,0.664,15.983,181.696,644.907,-,0.25,1.232,0,0.0,15.983,60,-2.331185560062461,0.0,0.00026525770797160677,2313.170362216847,2.5225412892222976,8.53530159385362,11.86770134134604,0.0,0.850114165564356,3195.5222453363667,-103.06671378417265,0.0031797104598826433,-114.17216137616114,-2.9663464544892566,-15.822359760992981,29.42628101792126,0.4646930790895877,0.0,426.7613699587759,0.021279261532871654,10.639630766435827,0.0,0.0,0.0011356907619507106,3084.1366143154346,515.8633856845652,9.081812136432294,,-112.14852592060494,5520.56030889456,1.0,0.002,5.036268294151378
3,2019-12-01 03:00:00,0.0,-1.179,27.48,0.0,0.814,272.9,189.125,645.936,-,0.25,1.54,0,0.0,272.9,60,-1.4810713944981049,-0.1471796466877782,0.0003234341218891943,2820.498446307559,3.0757889272710566,10.636136711214801,20.40300293519966,0.0,-0.36454147840956513,6279.658859651801,-99.86785541222882,0.06619887889767084,-110.47567169481135,0.5663030168765294,-19.716774601916285,29.42625237188644,0.26583661683817295,0.0,426.76178540485137,0.025946261923621504,10.639630766435827,0.0,0.0,0.0012963864046602938,3158.5387165905263,441.4612834094739,-3.8944148409233055,,-95.97344057130552,9120.56030889456,1.0,0.002,5.407046807304332
4,2019-12-01 04:00:00,0.0,1.673,29.5,0.0,1.558,516.85,206.099,646.401,-,0.25,2.033,0,0.0,516.85,60,-1.84561287290767,-0.21623200733793246,0.0003728376324610371,3251.3235930058177,3.5456091526781,16.91349136852161,31.039139646414462,0.0,-1.089261670512681,9438.197576242328,-80.71730516223883,0.14452584775311528,-91.8968177510447,12.637509202988165,-31.353411491086785,29.426223600116987,0.32466542903438705,0.0,426.7622026752381,0.029909498320418563,10.639630766435827,0.0,0.0,0.0011008957256126962,3282.240522885714,317.75947711428586,-11.636636889170497,,-69.08066827306833,12720.56030889456,1.0,0.002438643078242202,5.245108202828916
5,2019-12-01 05:00:00,0.0,3.202,27.7,0.0,1.61,657.033,216.116,645.924,-,0.25,2.129,0,0.0,657.033,60,-2.934874543420351,-0.289390688778069,0.0004073361032038119,3552.169578751582,3.8736854730115398,14.466756098890395,47.952631014936074,0.0,0.4245660096568534,12720.438099128041,-51.02224273333124,0.2007249464222326,-77.12286085178076,22.764381127153598,-26.817751581622137,29.42620108773072,0.5270625387651107,0.0,426.7625291677922,0.03267703352507314,10.639630766435827,0.0,0.0,0.0007687567415221692,3344.4427791330804,255.55722086691958,4.535659909464648,,-55.55790264279589,16320.56030889456,1.0,0.0028111406285613004,4.787205328127479
6,2019-12-01 06:00:00,0.0,4.157,29.82,0.0,2.421,735.267,222.317,645.656,-,0.25,2.452,0,0.0,735.267,60,-2.5103085337634976,-0.3980980139165022,0.0004349822573365996,3793.260043519611,4.136597648331091,20.537005726045518,62.41938711382647,0.0,-1.0533228881467775,16064.880878261121,-43.57324030371584,0.2398710745538322,-72.76917391981777,37.1795594517419,-38.070452661838566,29.42618160985169,0.42077414179307343,0.0,426.7628116519088,0.03489486716874989,10.639630766435827,0.0,0.0,0.0006160619954901921,3451.3307332477393,148.66926675226068,-11.252701080216433,,-32.32053922349941,19920.56030889456,1.0,0.003071256347368493,4.961163072922644
7,2019-12-01 07:00:00,0.011,4.263,37.49,0.0,3.07,740.967,225.969,645.199,-,0.25,3.105,0,0.0,740.967,60,-3.563631421910275,-0.47936741599369337,0.0050328626812154295,3921.392304545826,4.276327485873311,14.893051791942037,82.95639283987198,0.0,-0.37534129135554156,19516.21161150886,-4.009789782615817,2.796888871734115,-64.55005131573131,55.31078748904909,-27.607968820385793,29.426170737622332,0.6143832550957511,0.0,426.76296933002504,0.03607357840321426,10.639630766435827,0.0,0.0,0.0003274180264239868,3600.0,0.0,-4.009789782615819,0.0,,23520.56030889456,0.0,0.003279706592716594,4.539783996457404
8,2019-12-01 08:00:00,0.15,4.408,48.92,0.0,2.846,670.3,230.199,644.691,-,0.25,4.093,0,0.0,670.3,60,-3.9389727132658168,-0.5941536683382729,0.06269565152809062,3906.499252753884,4.260086426122011,2.990081180797039,97.84944463181402,44.34459269998077,3.9389727132658168,23116.21161150886,51.53349619828434,31.518671414459355,-58.70548485886593,54.640969378895754,-5.4352201959727555,28.854739522184115,0.659820937583806,0.0,435.21446417304,0.03523870385439657,10.744468402342116,0.0,0.0,-3.805639410747537e-05,3600.0,0.0,42.080242444454385,9.453253753829955,,27120.56030889456,0.0,0.003279706592716594,4.39770016619906
9,2019-12-01 09:00:00,0.262,4.034,57.21,0.0,2.807,536.217,231.067,644.722,-,0.25,4.663,0,0.0,536.217,60,0.0,-0.7203497114600423,0.1083415644100085,3859.164578873106,4.208467370635884,13.91969607798712,100.83952581261106,0.0,-0.19324697179362807,26716.21161150886,-2.064467062019919,43.570941482431145,-75.12068702165237,26.04675920190235,-25.509006653149413,29.090205457422154,-0.14267952897378358,44.34459269998077,431.69169150009964,0.035095797105380265,10.700895373787164,0.0,0.0,-0.00011860602010139731,3600.0,0.0,-2.0644670620199186,0.0,,30720.56030889456,0.0,0.003279706592716594,6.112911778902558
10,2019-12-01 10:00:00,0.34,2.832,67.05,0.0,2.304,356.633,239.484,644.701,-,0.25,5.02,0,0.0,356.633,60,-0.19324697179362807,-0.6929499912937724,0.1393622892952108,3845.244882795119,4.193287767497403,7.831852185732265,114.75922189059818,0.37159749537465914,0.19324697179362807,30316.21161150886,2.1445222076874204,37.27589348866418,-65.8381247870764,16.03262195189712,-14.387140154101532,29.16036707592597,-0.09909536762192349,44.34459269998077,430.6530150084275,0.03505355036576373,10.688014117972893,0.0,0.0,-3.516306530184334e-05,3600.0,0.0,2.0644670620199186,0.0800551456675028,,34320.560308894565,0.0,0.003279706592716594,6.016282365408009
