,time,ghi,sea,temp,RH,wind,SW_global,ppt,vp_a,press,LW_in,Discharge,alb,SW_direct,SW_diffuse,T_F,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,rain2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,rho_air,s_cone,vp_ice,Qr
0,2020-01-03 16:00:00,69.5,0.106,0.4,82.25,1.267,25.345,0.0,5.183,803.755,209.46,11.0,0.85,12.672,12.672,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4331148234279973,7.67,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.056468686235723244,,
1,2020-01-03 17:00:00,0.0,0.0,-0.017,82.6,1.35,0.0,0.0,5.05,804.074,204.382,11.0,0.845,0.0,0.0,0.0,0.0,0.0,0.008972975810522442,24467.620133008364,26.68224660088153,2.951977988814332,0.0,0.0,-0.5248568877174544,0.0,-114.49413750663582,0.0,-101.78586980679893,-0.09235485759449698,-12.615912842242393,0.0,0.0,0.0,185.11086878207684,0.43311482342799723,7.669999999999999,0.0,0.0,0.0,0.0,0.0,456.73185616956494,203.26814383043504,-12.615912842242393,,-101.87822466439343,24467.620133008364,1.0,917.0,0.056468686235723244,6.112911778902558,-0.0
2,2020-01-03 18:00:00,0.0,0.0,0.117,80.2,1.45,0.0,0.0,4.933,804.108,219.135,11.0,0.839,0.0,0.0,1.5,-0.5248568877174544,0.0,0.008972975810522442,24667.936298849985,26.900693891875665,2.761408100646008,2.951977988814332,0.0,0.03654459811109927,456.73185616956494,-86.35260923956338,0.0,-84.68644113629324,3.7454294838202618,-11.737495362328138,6.1849938593516995,0.14090391588603687,0.0,186.11982908591952,0.43429358136598567,7.690874541565706,0.0,0.0,0.0,0.0,0.0011800889511858084,485.00740831596875,174.99259168403128,0.878417479914253,,-87.23102671947764,25127.620133008364,1.0,917.0,0.056468686235723244,5.853703384819262,0.0
3,2020-01-03 19:00:00,0.0,0.0,0.55,80.683,1.183,0.0,0.0,5.133,804.492,216.77,11.0,0.834,0.0,0.0,1.5,-0.48831228960635514,-0.0018251012389985406,0.00903542378222649,24840.16748243337,27.088514157506403,1.8069320377681939,5.713386089460339,0.0,0.16879143686429104,941.7392644855337,-83.63366365139254,0.0,-87.21437937492877,4.945560313183165,-7.680278803243743,6.184856122566408,0.13057809103040396,0.0,186.12397397570018,0.4373258130304083,7.690874541565706,0.0,0.0,0.0,0.0,0.0010091362460043565,484.0809868792701,175.9190131207299,4.057216559084395,,-87.69088021047693,25787.620133008364,1.0,917.0,0.056468686235723244,5.871421867653353,0.0
4,2020-01-03 20:00:00,0.0,0.0,0.417,83.6,0.583,0.0,0.0,5.25,804.428,222.427,11.0,0.829,0.0,0.0,1.5,-0.3195208527420641,-0.0035047643430393227,0.009098549478678948,25014.27956351633,27.278385565448563,0.8490283330994108,7.520318127228533,0.0,0.1693900777168814,1425.8202513648039,-77.92091700313102,0.0,-82.31080572513761,1.7290401141790732,-3.608672796298749,6.184715916954005,0.08480548717226008,0.0,186.1281933490885,0.4403911590057071,7.690874541565706,0.0,0.0,0.0,0.0,0.0010201340745440415,495.50888433054956,164.49111566945047,4.071606006944992,,-81.99252301007601,26447.620133008364,1.0,917.0,0.05686294980718508,5.953895201957191,0.0
5,2020-01-03 21:00:00,0.0,0.0,0.633,86.017,0.583,0.0,0.0,5.5,804.548,252.834,11.0,0.824,0.0,0.0,1.5,-0.1501307750251827,-0.004588072931518316,0.009157875270527022,25177.92165085268,27.456839313906958,0.6487302753512939,8.369346460327943,0.0,0.03542048071342715,1921.3291356953534,-47.35586208121404,0.0,-52.66131131751979,1.8390910925039405,-2.7572755717062,6.184583258448476,0.03905045705953428,0.0,186.13218577459793,0.44327217456008977,7.690874541565706,0.0,0.0,0.0,0.0,0.0009587679611959707,563.2858647866665,96.71413521333349,0.8513972245925503,,-48.20725930580659,27107.620133008364,1.0,917.0,0.05726151904124708,6.03772041475896,0.0
6,2020-01-03 22:00:00,0.0,0.0,0.7,89.567,0.5,0.0,0.0,5.75,804.532,281.825,11.0,0.819,0.0,0.0,1.5,-0.11471029431175556,-0.005083673494745508,0.009192700446748072,25273.98705579066,27.56159984273791,0.31603852247823133,9.018076735679237,0.0,0.05882818973305682,2484.61500048202,-17.317069437467328,0.0,-23.828888637243722,1.64113398482903,-1.3432304639688015,6.1845049828767795,0.029410696039389544,0.0,186.13454159827228,0.44496346272665743,7.690874541565706,0.0,0.0,0.0,0.0,0.0005628286606907091,622.4208781132123,37.57912188678768,1.4140451077373986,,-18.731114545204726,27767.620133008364,1.0,917.0,0.05763612085522962,6.055384058593605,0.0
7,2020-01-03 23:00:00,0.0,0.0,0.767,91.567,0.5,0.0,0.0,5.883,804.748,289.664,11.0,0.814,0.0,0.0,1.5,-0.05588210457869874,-0.005455519044624011,0.009206208527150078,25311.250139154974,27.602235702459076,0.20888953846213712,9.33411525815747,0.0,0.01894632382859092,3107.0358785952326,-9.284999063160704,0.0,-16.253398560939843,1.6582173260222164,-0.8878202832204884,6.18447454090658,0.013527914070832186,0.0,186.1354578122741,0.44561950130771133,7.690874541565706,0.0,0.0,0.0,0.0,0.0002183144480988923,640.4582996346765,19.541700365323596,0.4554101807483135,,-9.740409243909017,28427.620133008364,1.0,917.0,0.057856029287934777,6.084824776417535,0.0
8,2020-01-04 00:00:00,0.0,0.0,0.967,92.433,0.25,0.0,0.0,6.067,804.497,272.992,11.0,0.809,0.0,0.0,1.5,-0.03693578075010782,-0.005626304319198544,0.009213216702788329,25330.582949981836,27.623318375116504,0.014146145131442406,9.543004796619606,0.0,0.034434470330029374,3747.4941782299093,-25.866308330857425,0.0,-33.01030135315153,1.0112587509464812,-0.060123654637242833,6.184458729528471,0.008399196456398732,0.0,186.13593369193177,0.4459598668555282,7.690874541565706,0.0,0.0,0.0,0.0,0.00011326521504941344,606.445003791709,53.55499620829092,0.8276966285832458,,-26.694004959440672,29087.620133008364,1.0,917.0,0.057941330195849516,6.094334226116947,0.0
9,2020-01-04 01:00:00,0.0,0.0,1.1,92.767,0.0,0.0,0.0,6.167,804.389,266.088,11.0,0.804,0.0,0.0,1.5,-0.002501310420078444,-0.005732260634566064,0.009232625067972563,25384.123800044996,27.68170534356052,0.0,9.557150941751049,0.0,0.002501310420078444,4353.939182021619,-33.88510712037302,0.0,-40.068655303941796,0.0,0.0,6.1844148786597275,-0.0008666950909591699,0.0,186.13725349704782,0.44690248512896646,7.690874541565706,0.0,0.0,0.0,0.0,0.00031367918749449983,591.8967087041259,68.1032912958741,0.06012365463724279,,-33.945230775010266,29747.620133008364,1.0,917.0,0.0579855859623397,6.111652071267002,0.0
10,2020-01-04 02:00:00,0.0,0.0,1.2,93.933,0.0,0.0,0.0,6.233,804.558,261.569,11.0,0.799,0.0,0.0,1.5,0.0,-0.005721350213006098,0.009257311668338238,25452.22709134087,27.75597283679484,0.0,9.557150941751049,0.0,0.0,4945.835890725744,-38.41604546134603,0.0,-44.598869806798916,0.0,0.0,6.184358968467911,-0.0015346230150274783,0.0,186.13893628577344,0.448101483777308,7.690874541565706,0.0,0.0,0.0,0.0,0.0003989931721835458,582.9263514415236,77.07364855847638,0.0,,-38.41604546134603,30407.620133008364,1.0,917.0,0.05810814917258892,6.112911778902558,0.0
11,2020-01-04 03:00:00,0.0,0.0,1.35,94.283,0.583,0.0,0.0,6.367,804.749,269.527,11.0,0.794,0.0,0.0,1.5,0.0,-0.00570208307466499,0.009285249103419546,25529.300739899343,27.84002261712033,0.0,9.557150941751049,0.0,-0.0,5528.762242167268,-25.981922838447048,0.0,-36.640869806798946,3.1726545716943626,1.303526205508594,6.184295515096225,-0.0015293239472867232,0.0,186.14084614649735,0.4494584108609475,7.690874541565706,0.0,0.0,0.0,0.3067071963212815,0.00045154325044842176,605.2569710745373,54.74302892546271,2.220446049250313e-16,,-27.28544904395564,31067.620133008364,1.0,917.0,0.058264048042328834,6.112911778902558,0.0
12,2020-01-04 04:00:00,0.0,0.0,1.4,94.283,0.333,0.0,0.0,6.367,804.28,283.286,11.0,0.79,0.0,0.0,1.5,0.0,-0.005682940236679427,0.00930520284679507,25584.350476021125,27.900055044734053,0.0,9.557150941751049,0.0,-0.0,6134.019213241805,-14.076176147329953,0.0,-22.88186980679893,1.8783511518507083,0.7446165266993439,6.184250077367387,-0.0015240964484592512,0.0,186.14221378480227,0.4504275939642255,7.690874541565706,0.0,0.0,0.0,0.17520240425633368,0.0003225107699708029,630.2646988916114,29.735301108388665,0.0,,-14.820792674029297,31727.926840204684,1.0,917.0,0.05844048143443605,6.112911778902558,0.0
13,2020-01-04 05:00:00,0.0,0.0,1.467,95.1,0.583,0.0,0.0,6.467,804.212,281.234,11.0,0.785,0.0,0.0,1.5,0.0,-0.005663903741190444,0.00931604424939661,25614.26097953377,27.932672823919052,0.0,9.557150941751049,0.0,-0.0,6764.283912133416,-13.488525472368972,0.0,-24.933869806798953,3.445823681626592,1.8168142445722208,6.184225348798438,-0.0015189405672704638,0.0,186.14295810285478,0.4509541860363629,7.690874541565706,0.0,0.0,0.0,0.42748379217313065,0.0001752304247477603,629.2924180992517,30.707581900748373,2.220446049250313e-16,,-15.305339716941193,32388.10204260894,1.0,917.0,0.05856649871609108,6.112911778902558,0.0
14,2020-01-04 06:00:00,0.0,0.0,1.517,94.983,0.333,0.0,0.0,6.5,804.354,284.786,11.0,0.78,0.0,0.0,1.5,0.0,-0.0056449537229378574,0.009327329370275054,25645.39604522669,27.966626003518748,0.0,9.557150941751049,0.0,-0.0,7393.576330232668,-12.028990846699438,0.0,-21.38186980679893,2.0357072278411996,1.1344859609724771,6.184199577444213,-0.0015138061583954098,0.0,186.1437338145778,0.45150233724860983,7.690874541565706,0.0,0.0,0.0,0.26693779137931556,0.00018240378226359958,633.5895946028086,26.410405397191433,2.220446049250313e-16,,-13.163476807671914,33048.529526401115,1.0,917.0,0.05863496844203595,6.112911778902558,0.0
15,2020-01-04 07:00:00,0.0,0.0,1.567,94.633,0.167,0.0,0.0,6.5,804.868,278.73,11.0,0.775,0.0,0.0,1.5,0.0,-0.0056260906107051065,0.009336998646368737,25672.073388415265,27.995717980823628,0.0,9.557150941751049,0.0,-0.0,8027.165924835476,-19.63096529022578,0.0,-27.437869806798915,1.0552696376261341,0.5689661106122876,6.18417747122244,-0.0015087028877248836,0.0,186.14439921182432,0.45197200762453155,7.690874541565706,0.0,0.0,0.0,0.1338748165008868,0.0001562877068634451,619.4719319130999,40.52806808690012,-1.1102230246251565e-16,,-20.199931400838068,33708.79646419249,1.0,917.0,0.058706241378460075,6.112911778902558,0.0
