,time,ghi,sea,temp,RH,wind,SW_global,ppt,vp_a,press,cld,Discharge,alb,LW_in,SW_direct,SW_diffuse,T_F,e_a,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,rain2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,rho_air,s_cone,vp_ice,Qr
10,2020-11-23 01:00:00,0.0,0.0,0.067,91.267,1.167,0.0,0.0,5.6,804.777,0.0,3.109,0.799,224.826,0.0,0.0,1.5,0.712,-0.07134028944587105,-0.0004364682031516521,0.007564022137487488,15113.541870435489,16.48150694703979,0.9265842148270109,0.7103994446738018,0.0,-0.13138470251843146,279.7013379087678,-83.06360760244642,0.0,-81.02214000291318,0.6473139982390896,-4.872872757159544,2.1628312912169947,0.021259868170218417,0.0,150.43098891773766,0.32905757658700374,6.915891997624607,0.0,0.0,0.0,0.0,0.0008672425876004011,56.98022369908168,129.55977630091832,-3.1580760290389405,,-79.90553157340749,15393.95360778893,1.0,917,0.04720330393053972,6.077076089132764,0.0
11,2020-11-23 02:00:00,0.0,0.0,-0.25,92.6,1.0,0.0,0.0,5.583,805.022,0.0,3.236,0.794,223.725,0.0,0.0,0.0,0.711,-0.2027249919643025,-0.0007997433562666927,0.007628253178384874,15242.175062521581,16.62178305618493,0.7134205258619158,1.6369836595008127,0.0,0.046640552016390995,336.6815616078495,-85.41585186587106,0.0,-81.5349611072044,-0.18964402095484645,-3.751780221417456,0.0,0.060533483705646415,0.0,150.43389313749833,0.3318582256221118,6.915891997624607,0.0,0.0,0.0,0.0,0.0009324947615803429,53.84526345027405,140.31473654972595,1.121092535742088,,-86.53694440161314,15580.49360778893,1.0,917,0.04757991835326878,6.011579049413392,-0.0
12,2020-11-23 03:00:00,0.0,0.0,-0.183,93.033,1.617,0.0,0.0,5.617,804.644,0.0,3.245,0.79,224.131,0.0,0.0,0.0,0.712,-0.1560844399479115,-0.0018253917121067542,0.0076979567581941105,15381.776378545444,16.77402004203429,1.1247149510476886,2.3504041853627284,0.0,-0.08997911784773037,390.52682505812356,-87.38056782717526,0.0,-81.33766284728992,-0.17454318489454784,-5.914595904994647,0.0,0.046234110003849534,0.0,150.43707277706594,0.3348976766742195,6.915891997624607,0.0,0.0,0.0,0.0,0.001011985947277276,56.521338167521094,138.1786618324789,-2.162815683577191,,-85.21775214359808,15774.65360778893,1.0,917,0.04798487682226599,6.0347560251469226,-0.0
13,2020-11-23 04:00:00,0.0,0.0,0.183,93.0,1.517,0.0,0.0,5.767,804.584,0.0,3.008,0.785,226.142,0.0,0.0,1.5,0.715,-0.24606355779564187,-0.002601665556343922,0.007766384106153929,15518.830325426876,16.923479089887543,0.563673406391535,3.475119136410417,0.0,0.12274646332333108,447.04816322564466,-77.11218884164647,0.0,-78.92413058258722,2.6107029992283577,-2.964156043730444,2.092440403935182,0.07295438150765157,0.0,150.4402225305869,0.337881665471095,6.915891997624607,0.0,0.0,0.0,0.0,0.0009934987772245276,50.657536399944036,129.82246360005595,2.9504398612642024,,-80.06262870291067,15969.353607788931,1.0,917,0.0484243647513938,5.9901156110791245,0.0
14,2020-11-23 05:00:00,0.0,0.0,0.5,92.183,1.35,0.0,0.0,5.8,804.533,0.0,2.843,0.78,227.341,0.0,0.0,1.5,0.715,-0.12331709447231079,-0.003815782255751762,0.007830915587235069,15648.08911562054,17.064437421614546,0.5646395022166758,4.038792542801952,0.0,-0.0002088965361049968,497.7056996255887,-75.85445596644364,0.0,-78.27435035813483,3.3756468211726123,-2.9691772610455267,1.9776228707104384,0.03580196085367561,0.0,150.44321867754257,0.34069593525764297,6.915891997624607,0.0,0.0,0.0,0.0,0.0009369723691969652,47.58682887810744,122.99317112189254,-0.005021217315082094,,-75.84943474912855,16149.83360778893,1.0,917,0.048855833143019986,6.051087658155397,0.0
15,2020-11-23 06:00:00,0.0,0.0,0.133,90.933,0.667,0.0,0.0,5.617,804.679,0.0,3.08,0.775,225.133,0.0,0.0,1.5,0.712,-0.12352599100841578,-0.004406693411882504,0.007892033543579079,15770.517647240216,17.19794727070907,0.4822870440528514,4.603432045018628,0.0,0.018018225375554864,545.2925285036961,-80.15271625406862,0.0,-80.48141503688171,0.6866516320075498,-2.536075655199303,2.1424420055521494,0.03568080045267567,0.0,150.44607936396923,0.3433614941494791,6.915891997624607,0.0,0.0,0.0,0.0,0.0008874434505465183,54.12409204279274,130.67590795720727,0.43310160584622315,,-80.58581785991485,16320.41360778893,1.0,917,0.0492627610978687,6.05098341429204,0.0
16,2020-11-23 07:00:00,0.0,0.0,-0.367,91.7,1.167,1.946,0.0,5.45,805.061,0.0,3.33,0.771,222.587,1.946,0.0,0.0,0.709,-0.10550776563286092,-0.0049910441335147765,0.007957024095591902,15900.71126815337,17.339925047059292,1.1862719366908612,5.085719089071479,0.0,-0.15400231643746468,599.4166205464888,-90.53771116216342,0.0035459204758150013,-83.10809841474679,-1.22545310324419,-6.237808160088131,0.0,0.030102595439885617,0.0,150.44914589072224,0.3461961174133067,6.915891997624607,0.0,0.0,0.0,0.0,0.0009437120392266372,58.98612048605091,140.8138795139491,-3.7017325048888283,,-86.83597865727458,16505.21360778893,1.0,917,0.04964818627407904,6.059980911774896,-0.0
17,2020-11-23 08:00:00,15.487,0.035,0.117,93.083,1.167,78.268,0.0,5.75,805.085,0.0,2.961,0.766,225.836,78.268,0.0,1.5,0.714,-0.2595100820703256,-0.005480012977041574,0.025495965482241166,16040.33887573063,17.49219070417735,0.4541468228250952,6.271991025762341,0.0,0.16016264112902467,658.4027410325398,-77.19054457961903,0.46695126496918804,-79.17001014581814,1.7648763951637478,-2.3880007776329215,2.059578452276045,0.07606023142305293,0.0,150.45246256949497,0.3492361408947576,6.915891997624607,0.0,0.0,0.0,0.0,0.0010120739218330611,46.24145547097717,131.41854452902282,3.849807382455211,,-81.04035196207424,16705.01360778893,1.0,917,0.050058057229958805,5.983470415768809,0.0
18,2020-11-23 09:00:00,132.484,0.174,1.467,92.367,0.933,208.086,0.0,6.25,805.278,0.0,1.673,0.762,232.928,208.086,0.0,1.5,0.722,-0.09934744094130094,-0.006704763050519332,0.09441960071930502,16171.303273436826,17.635009022286614,0.0,6.7261378485874355,0.0,0.09934744094130094,704.6441965035169,-59.52556112618093,4.6760804943959995,-72.79468724878348,5.872645480874159,1.5290052763576254,1.1636619061642743,0.02773296481049053,0.0,150.45559975156908,0.35208754579361035,6.915891997624607,0.0,0.0,0.0,0.29079026023866594,0.000949258760342954,0.0,100.38000000000001,-1.6716405813300987,,-61.89888145546547,16882.67360778893,1.0,917,0.0504976279292258,6.063059896686968,0.0
19,2020-11-23 10:00:00,246.933,0.287,2.967,85.583,0.583,314.664,0.0,6.467,805.135,0.0,0.7,0.757,239.037,314.664,0.0,1.5,0.725,0.0,-0.007147722229201743,0.1491620468637552,16271.974063697064,17.744791781567137,0.0,6.7261378485874355,0.0,-0.0,704.6441965035169,-46.47943358734125,11.405430094383808,-67.13086980679893,6.9512086895720016,1.810056837686208,0.4868799671224975,-0.0021393693068382956,0.0,150.4580285628578,0.3542793871607841,6.915891997624607,0.0,0.0,0.0,0.3442469452900124,0.0007296688156625352,0.0,41.999999999999986,-58.88603520982621,,-25.898695495925168,16983.34439804917,1.0,917,0.050909925417363576,6.112911778902558,0.0
20,2020-11-23 11:00:00,328.153,0.364,3.783,80.433,0.25,375.086,0.0,6.45,804.989,0.0,0.341,0.753,241.682,375.086,0.0,1.5,0.725,0.0,-0.007113762442429266,0.18540177498440125,16314.318310642353,17.790968713895694,0.0,6.7261378485874355,0.0,-0.0,704.6441965035169,-42.534527196029394,17.176777712434387,-64.48586980679895,3.8004841198942896,0.7390313642030008,0.23717848074889264,-0.0021290665110230596,0.0,150.45905466348515,0.35520132163528834,6.915891997624607,0.0,0.0,0.0,0.1405541634581241,0.0003069090614148579,0.0,20.46,-80.62734278252418,,-12.616278479077902,17025.688644994458,1.0,917,0.05122685364121765,6.112911778902558,0.0
21,2020-11-23 12:00:00,363.989,0.398,4.15,80.117,0.0,390.616,0.0,6.617,804.837,0.0,0.301,0.748,243.808,390.616,0.0,1.5,0.727,0.0,-0.007080053688693052,0.2010668577106916,16334.91886480581,17.813433876560318,0.0,6.7261378485874355,0.0,0.0,704.6441965035169,-42.3605696692883,19.792062786262917,-62.35986980679894,0.0,0.0,0.2093562621305345,-0.0021189108828165294,0.0,150.4595548250658,0.35564984445591435,6.915891997624607,0.0,0.0,0.0,0.0,0.00014931080561996624,0.0,18.05999999999998,-82.11897861967823,,-11.136326095174145,17046.289199157916,1.0,917,0.05136016030286316,6.112911778902558,0.0
22,2020-11-23 13:00:00,349.879,0.385,3.967,79.583,0.167,346.989,0.0,6.467,804.533,0.0,0.263,0.744,242.393,346.989,0.0,1.5,0.725,0.0,-0.007046547922573858,0.19511498493086823,16352.97886480581,17.833128533048864,0.0,6.7261378485874355,0.0,-0.0,704.6441965035169,-43.082576001080476,17.33190489758132,-63.77486980679893,2.660952449376873,0.5186199138933544,0.18292536973322512,-0.0021088248663207495,0.0,150.45999382228362,0.35604305339952974,6.915891997624607,0.0,0.0,0.0,0.09863538502311324,0.00013089668191192523,0.0,15.779999999999989,-89.07991009388813,,-9.730382782433054,17064.349199157918,1.0,917,0.05142501423938792,6.112911778902558,0.0
23,2020-11-23 14:00:00,287.577,0.326,3.3,84.217,1.417,256.875,0.0,6.517,804.506,0.0,0.0,0.739,240.415,256.875,0.0,1.5,0.726,0.0,-0.007013238373886504,0.1676752346105542,16368.857500190834,17.85044438406852,0.0,6.7261378485874355,0.0,-1.2775939377862973,704.6441965035169,-30.709349813402785,11.241681307442976,-65.75286980679894,18.781907343357794,5.022030147750256,0.0,-0.002098805154869778,0.0,150.460380195208,0.3563887688727191,6.915891997624607,0.0,0.0,0.0,0.9551332989383005,0.00011508608088944343,0.0,0.0,-30.70934981340278,0.0,,17080.22783454294,0.0,917,0.05148187009308697,6.112911778902558,0.0
24,2020-11-23 15:00:00,185.551,0.228,2.717,84.483,1.183,135.627,0.0,6.267,804.252,0.0,0.754,0.735,237.136,135.627,0.0,1.5,0.722,-1.2775939377862973,-0.006980119163083169,0.12084426618613334,16369.812633489772,17.851485968909238,0.0,6.7261378485874355,0.0,1.2775939377862973,704.6441965035169,-31.156106451434553,4.343282501857077,-63.343823855685656,18.975216131889265,7.964540188864978,0.5244310010581984,0.3802475805815817,0.0,150.4604034482764,0.35640956438520455,6.915891997624607,0.0,0.0,0.0,1.5147656419760849,6.922651925813818e-06,0.0,45.24000000000001,-79.57684829316915,,-27.896154539486908,17081.18296784188,1.0,917,0.05153185865180189,5.499405053180138,0.0
25,2020-11-23 16:00:00,62.955,0.099,1.717,85.2,1.533,20.688,0.0,5.9,804.37,0.0,1.836,0.731,231.831,20.688,0.0,1.5,0.716,0.0,-0.012980088669446051,0.05752758245929957,16416.56739913175,17.902472627188384,0.5444705128118242,6.7261378485874355,0.0,-0.11909912125700685,704.6441965035169,-65.03563281340953,0.3201451383719392,-74.33686980679894,10.57075846868295,-2.862769201525501,1.2769867682041283,-0.0038841803441159754,0.0,150.46154336447015,0.3574275262903578,6.915891997624607,0.0,0.0,0.0,0.0,0.00033887093953376477,9.331706431263498,100.82829356873651,-2.862769201525501,,-62.17286361188403,17127.937733483857,1.0,917,0.051534865568696,6.112911778902558,0.0
26,2020-11-23 17:00:00,0.0,0.0,1.133,85.3,1.7,0.0,0.0,5.65,804.41,0.0,2.521,0.727,228.519,0.0,0.0,1.5,0.712,-0.11909912125700685,-0.012918973838503434,0.008264536536677851,16516.851222187674,18.011833393879687,1.1434904190770117,7.27060836139926,0.0,-0.13102733729228955,713.9759029347804,-72.7929598908372,0.0,-77.11523653029809,8.549369476893157,-6.012255291761387,1.7533938432857603,0.0317686110433596,0.0,150.4639992949966,0.3596109424656367,6.915891997624607,0.0,0.0,0.0,0.0,0.0007268353377606478,38.3144666640562,112.94553333594382,-3.1494860902358863,,-69.6434738006013,17238.097733483857,1.0,917,0.051682057269419907,6.053192867421767,0.0
27,2020-11-23 18:00:00,0.0,0.0,0.9,86.483,1.8,0.0,0.0,5.617,804.583,0.0,2.634,0.722,227.58,0.0,0.0,1.5,0.712,-0.2501264585492964,-0.013415803644124966,0.008320326544540688,16628.65326510454,18.133754923778127,1.1145953938088158,8.414098780476271,0.0,0.006324946738014219,752.2903695988366,-73.10731132637216,0.0,-77.46796410614209,8.318112093061607,-5.860223416699914,1.831953511613444,0.07081059179477935,0.0,150.46675488900934,0.3620451375481055,6.915891997624607,0.0,0.0,0.0,0.0,0.0008103036637980316,39.22819074086304,118.81180925913695,0.1520318750614713,,-73.25934320143364,17389.357733483856,1.0,917,0.05199776725679808,5.988107040533028,0.0
28,2020-11-23 19:00:00,0.0,0.0,0.867,86.233,2.0,0.0,0.0,5.6,804.511,0.0,2.627,0.718,227.376,0.0,0.0,1.5,0.711,-0.24380151181128215,-0.014515786132546548,0.0083790549609969,16746.350478969867,18.262105211526574,1.3058558140792837,9.528694174285087,0.0,-0.04182988703039993,791.5185603396997,-73.7432352404009,0.0,-77.70024523618312,8.927066041285114,-6.8656826596401705,1.8270495268606561,0.06857708727660479,0.0,150.46967581244283,0.36460768445455416,6.915891997624607,0.0,0.0,0.0,0.0,0.0008530142611444183,39.651777050414466,117.96822294958551,-1.0054592429402565,,-72.73777599746064,17547.397733483856,1.0,917,0.05234973849684997,5.9912341614646705,0.0
29,2020-11-23 20:00:00,0.0,0.0,0.767,86.233,1.8,0.0,0.0,5.567,804.513,0.0,2.733,0.714,226.865,0.0,0.0,1.5,0.711,-0.2856313988416821,-0.01557360647500416,0.008437263624014733,16863.012846105372,18.389326985938247,1.2126013847967207,10.83454998836437,0.0,0.020402791575249952,831.1703373901141,-74.80300496287308,0.0,-78.02424514241363,7.615012055372681,-6.375263563929729,1.9007345289693292,0.08075715912827945,0.0,150.47259132767357,0.3671477002984647,6.915891997624607,0.0,0.0,0.0,0.0,0.0008454977637504331,41.86458724280703,122.11541275719298,0.4904190957104415,,-75.29342405858351,17705.017733483855,1.0,917,0.05272026870572668,5.970580596108793,0.0
30,2020-11-23 21:00:00,0.0,0.0,0.7,85.6,1.9,0.0,0.0,5.5,804.501,0.0,2.781,0.71,226.259,0.0,0.0,1.5,0.71,-0.26522860726643216,-0.01681071366935663,0.008497584473009008,16983.91565747777,18.521173017969215,1.524688205610213,12.04715137316109,0.0,-0.06825505613983517,873.0349246329212,-77.35714049274334,0.0,-78.72144487631871,7.37185483569995,-8.01590096329273,1.9340782427372423,0.07427226843092093,0.0,150.47563411297764,0.3697800406495098,6.915891997624607,0.0,0.0,0.0,0.0,0.0008762129426205982,44.055928931565575,122.80407106843444,-1.6406373993629986,,-75.71650309338034,17868.997733483855,1.0,917,0.05308754104670352,5.980646388662909,0.0
31,2020-11-23 22:00:00,0.0,0.0,0.467,86.1,1.517,0.0,0.0,5.433,804.277,0.0,2.968,0.706,225.123,0.0,0.0,1.5,0.708,-0.33348366340626734,-0.017940403232293643,0.008558089511720825,17105.195040340594,18.653429705933036,1.3021701070390306,13.571839578771304,0.0,0.04867554001979622,917.0908535644867,-79.35911441313755,0.0,-79.55242750893228,4.880795482803738,-6.84589370072364,2.064087363674718,0.09432395003991532,0.0,150.47870815265938,0.37242057985315435,6.915891997624607,0.0,0.0,0.0,0.0,0.0008789242772987562,47.46770804088871,130.61229195911127,1.1700072625690892,,-80.52912167570665,18035.857733483856,1.0,917,0.05346816300435543,5.947033005994009,0.0
32,2020-11-23 23:00:00,0.0,0.0,0.2,87.35,2.0,0.0,0.0,5.4,804.182,0.0,3.107,0.702,224.082,0.0,0.0,1.5,0.708,-0.2848081233864711,-0.01936493806645103,0.008622596904155023,17234.505162192665,18.79444401547728,1.9073799511090284,14.874009685810334,0.0,-0.1323611717373438,964.5585616053754,-84.70086466816727,0.0,-80.81092475759198,3.897461922959807,-10.027440986113058,2.1607071203964288,0.07933203218153477,0.0,150.4820097692577,0.3752359672513954,6.915891997624607,0.0,0.0,0.0,0.0,0.000937104732459459,54.19878271496344,132.22121728503657,-3.181547285389419,,-81.51931738277784,18213.937733483857,1.0,917,0.053849970471064205,5.9709864631780665,0.0
33,2020-11-24 00:00:00,0.0,0.0,0.133,87.35,1.9,0.0,0.0,5.4,804.112,0.0,3.156,0.698,223.87,0.0,0.0,1.5,0.708,-0.4171692951238149,-0.02055409292349259,0.008687600696554689,17364.818999526593,18.93655288934198,1.6063080035822952,16.78138963691936,0.0,0.06585625468279811,1018.7573443203389,-82.3607502249091,0.0,-80.43176646096714,4.202233824767186,-8.444463247537659,2.194734394115161,0.11851126471334426,0.0,150.485362094649,0.3780732079112263,6.915891997624607,0.0,0.0,0.0,0.0,0.0009443578942267143,53.20344828330889,136.15655171669113,1.5829777385753996,,-83.9437279634845,18400.357733483856,1.0,917,0.05425706002642569,5.9060554075321265,0.0
34,2020-11-24 01:00:00,0.0,0.0,0.0,88.2,1.8,0.0,0.0,5.4,803.81,0.0,3.23,0.694,223.45,0.0,0.0,1.5,0.708,-0.3513130404410168,-0.02231723658361625,0.008754713138435235,17499.369243239704,19.083281617491497,1.6190322668052912,18.387697640501656,0.0,-0.0027746966322224893,1071.9607926036479,-84.77084016887974,0.0,-81.14578950675786,2.5416785557783124,-8.511158248965604,2.2461431554950884,0.0982858755703117,0.0,150.48884981932275,0.3810026851644726,6.915891997624607,0.0,0.0,0.0,0.0,0.0009750365491178647,56.40686894537856,137.39313105462145,-0.06669500142794504,,-84.7041451674518,18589.717733483856,1.0,917,0.054667309443392494,5.938281009751281,0.0
35,2020-11-24 02:00:00,0.0,0.0,0.183,86.617,1.817,0.0,0.0,5.367,803.668,0.0,3.135,0.69,223.832,0.0,0.0,1.5,0.707,-0.35408773707323926,-0.023768268980948835,0.008822431279945718,17635.14334202752,19.23134497494822,1.7307827265694347,20.006729907306948,0.0,-0.02443127614863399,1128.3676615490265,-83.64858235794092,0.0,-80.75139724744957,3.9225348271572016,-9.098409474449848,2.1800287435618393,0.09866079323946583,0.0,150.49239647362185,0.38395880863926174,6.915891997624607,0.0,0.0,0.0,0.0,0.0009838825775762754,53.36839642190162,134.73160357809837,-0.5872512254842448,,-83.06133113245667,18783.517733483855,1.0,917,0.05509089576519343,5.9369200357443725,0.0
36,2020-11-24 03:00:00,0.0,0.0,0.183,85.0,1.5,0.0,0.0,5.25,803.136,0.0,3.167,0.686,223.128,0.0,0.0,1.5,0.705,-0.37851901322187326,-0.02521365629012894,0.008888761573018813,17768.14416287905,19.37638403803604,1.6925295616623788,21.73751263387638,0.0,0.008374507308442154,1181.7360579709282,-84.5517182901261,0.0,-81.34629940317063,3.383959108780977,-8.89711259377158,2.202229802999943,0.10550479503520026,0.0,150.49589718044908,0.3868545512897055,6.915891997624607,0.0,0.0,0.0,0.0,0.0009637633959350266,52.54116226119069,137.4788377388093,0.20129688067826912,,-84.75301517080437,18971.617733483854,1.0,917,0.05551833498428541,5.924948881266077,0.0
37,2020-11-24 04:00:00,0.0,0.0,-0.183,86.567,1.517,0.0,0.0,5.2,803.139,0.0,3.363,0.682,221.675,0.0,0.0,0.0,0.704,-0.3701445059134311,-0.026747774621996574,0.008956476253776713,17903.930471056196,19.524460709984947,1.849335802636666,23.43004219553876,0.0,-0.0342827629324002,1234.277220232119,-91.31449744173256,0.0,-82.83669245707779,1.1408331248756927,-9.721162652497782,0.0,0.10252454296731853,0.0,150.49949825348682,0.38981094059179694,6.915891997624607,0.0,0.0,0.0,0.0,0.000983924975518492,54.99089538816281,146.7891046118372,-0.8240500587262005,,-90.49044738300636,19161.637733483854,1.0,917,0.05593704346779532,5.929049852661018,-0.0
38,2020-11-24 05:00:00,0.0,0.0,-0.733,87.25,0.75,0.0,0.0,5.05,803.115,0.0,3.497,0.679,219.039,0.0,0.0,0.0,0.701,-0.4044272688458313,-0.028227286927626605,0.00902875024949962,18048.8702398654,19.682519345545693,1.0816407201109661,25.279377998175427,0.0,0.16789167493752344,1289.2681156202816,-91.8833614640431,0.0,-85.31963813031024,-0.9904431523119003,-5.6855735471298345,0.0,0.11229336570887034,0.0,150.50337223092967,0.39296662239585733,6.915891997624607,0.0,0.0,0.0,0.0,0.001050226993411813,54.22104228271385,155.59895771728614,4.035589105367947,,-95.91895056941105,19363.417733483853,1.0,917,0.05636452112405527,5.912278039017161,-0.0
