 

stn;time;pva200s0;tre200s0;rre150z0;ure200s0;tde200s0;fkl010z0;dkl010z0;gre000z0
MMGTT;201912031000;4.9;-2.1;0.0;94.2;-2.9;1.0;320;-
MMGTT;201912031010;4.9;-2.1;0.0;93.5;-3.0;1.0;320;-
MMGTT;201912031020;4.9;-2.0;0.0;93.5;-2.9;0.5;320;-
MMGTT;201912031030;5.0;-1.8;0.0;92.9;-2.8;0.5;320;-
MMGTT;201912031040;4.9;-1.8;0.0;91.5;-3.0;0.5;320;-
MMGTT;201912031050;5.0;-1.7;0.0;92.2;-2.8;0.5;320;-
MMGTT;201912031100;5.0;-1.7;0.0;92.2;-2.8;1.0;320;-
MMGTT;201912031110;4.9;-1.7;0.0;90.8;-3.0;1.5;320;-
MMGTT;201912031120;4.9;-1.8;0.0;90.8;-3.1;1.0;320;-
MMGTT;201912031130;4.9;-1.8;0.0;90.8;-3.1;1.0;320;-
MMGTT;201912031140;4.9;-1.8;0.0;90.8;-3.1;0.5;320;-
MMGTT;201912031150;4.9;-1.8;0.0;90.8;-3.1;0.0;320;-
MMGTT;201912031200;4.9;-1.8;0.0;90.8;-3.1;0.0;320;-
MMGTT;201912031210;4.8;-1.9;0.0;90.8;-3.2;0.0;320;-
MMGTT;201912031220;4.9;-1.9;0.0;92.2;-3.0;0.0;320;-
MMGTT;201912031230;4.9;-1.9;0.0;92.2;-3.0;0.5;320;-
MMGTT;201912031240;4.9;-2.0;0.0;92.2;-3.1;0.5;320;-
MMGTT;201912031250;4.9;-2.0;0.0;92.2;-3.1;0.0;320;-
MMGTT;201912031300;4.9;-2.0;0.0;92.2;-3.1;0.0;-;-
MMGTT;201912031310;4.9;-2.0;0.0;93.5;-2.9;0.0;-;-
MMGTT;201912031320;4.9;-2.0;0.0;93.5;-2.9;0.0;-;-
MMGTT;201912031330;4.9;-1.9;0.0;92.9;-2.9;0.0;-;-
MMGTT;201912031340;4.9;-1.9;0.0;92.9;-2.9;0.0;-;-
MMGTT;201912031350;5.0;-1.8;0.0;92.9;-2.8;0.0;-;-
MMGTT;201912031400;5.0;-1.8;0.0;92.9;-2.8;0.0;-;-
MMGTT;201912031410;5.0;-1.8;0.0;92.9;-2.8;0.0;-;-
MMGTT;201912031420;5.0;-1.8;0.0;92.9;-2.8;0.0;-;-
MMGTT;201912031430;5.0;-1.8;0.0;92.9;-2.8;0.0;-;-
MMGTT;201912031440;5.0;-1.8;0.0;92.9;-2.8;0.0;-;-
MMGTT;201912031450;4.9;-2.0;0.0;93.5;-2.9;0.0;-;-
MMGTT;201912031500;4.9;-2.0;0.0;92.8;-3.0;0.0;-;-
MMGTT;201912031510;4.9;-2.1;0.0;93.5;-3.0;0.0;-;-
MMGTT;201912031520;4.9;-2.2;0.0;93.5;-3.1;0.0;-;-
MMGTT;201912031530;4.8;-2.3;0.0;92.8;-3.3;0.5;320;-
MMGTT;201912031540;4.8;-2.4;0.0;92.8;-3.4;0.5;320;-
MMGTT;201912031550;4.8;-2.5;0.0;93.5;-3.4;0.0;320;-
MMGTT;201912031600;4.7;-2.5;0.0;92.8;-3.5;0.5;320;-
MMGTT;201912031610;4.7;-2.6;0.0;92.8;-3.6;0.0;320;-
MMGTT;201912031620;4.6;-2.7;0.0;92.8;-3.7;0.0;320;-
MMGTT;201912031630;4.6;-2.9;0.0;92.8;-3.9;0.5;320;-
MMGTT;201912031640;4.5;-3.1;0.0;93.5;-4.0;0.0;-;-
MMGTT;201912031650;4.5;-3.1;0.0;92.8;-4.1;0.0;-;-
MMGTT;201912031700;4.5;-3.2;0.0;92.8;-4.2;0.0;-;-
MMGTT;201912031710;4.4;-3.3;0.0;92.8;-4.3;0.0;-;-
MMGTT;201912031720;4.4;-3.4;0.0;92.8;-4.4;0.5;320;-
MMGTT;201912031730;4.4;-3.5;0.0;94.2;-4.3;1.0;320;-
MMGTT;201912031740;4.4;-3.5;0.0;94.2;-4.3;0.0;320;-
MMGTT;201912031750;4.4;-3.6;0.0;94.2;-4.4;0.0;320;-
MMGTT;201912031800;4.4;-3.7;0.0;94.2;-4.5;0.0;-;-
MMGTT;201912031810;4.4;-3.7;0.0;94.2;-4.5;0.0;-;-
MMGTT;201912031820;4.4;-3.7;0.0;94.2;-4.5;0.5;320;-
MMGTT;201912031830;4.4;-3.7;0.0;94.2;-4.5;0.5;320;-
MMGTT;201912031840;4.4;-3.7;0.0;94.2;-4.5;0.5;320;-
MMGTT;201912031850;4.4;-3.7;0.0;94.2;-4.5;0.5;320;-
MMGTT;201912031900;4.4;-3.7;0.0;94.2;-4.5;1.5;320;-
MMGTT;201912031910;4.4;-3.7;0.0;94.2;-4.5;1.0;320;-
MMGTT;201912031920;4.4;-3.7;0.0;94.2;-4.5;0.0;320;-
MMGTT;201912031930;4.4;-3.7;0.0;94.2;-4.5;0.5;320;-
MMGTT;201912031940;4.4;-3.7;0.0;94.9;-4.4;1.0;320;-
MMGTT;201912031950;4.4;-3.8;0.0;94.9;-4.5;0.0;320;-
MMGTT;201912032000;4.4;-3.8;0.0;94.9;-4.5;1.0;320;-
MMGTT;201912032010;4.4;-3.8;0.0;94.9;-4.5;1.0;320;-
MMGTT;201912032020;4.4;-3.7;0.0;94.9;-4.4;0.0;320;-
MMGTT;201912032030;4.4;-3.7;0.0;94.9;-4.4;0.0;320;-
MMGTT;201912032040;4.4;-3.8;0.0;94.9;-4.5;1.0;320;-
MMGTT;201912032050;4.4;-3.8;0.0;94.9;-4.5;1.0;320;-
MMGTT;201912032100;4.4;-3.8;0.0;94.9;-4.5;0.5;320;-
MMGTT;201912032110;4.3;-3.9;0.0;94.9;-4.6;0.5;320;-
MMGTT;201912032120;4.3;-3.9;0.0;94.9;-4.6;0.5;320;-
MMGTT;201912032130;4.3;-3.9;0.0;94.9;-4.6;1.0;320;-
MMGTT;201912032140;4.3;-3.9;0.0;94.9;-4.6;1.0;320;-
MMGTT;201912032150;4.3;-4.0;0.0;95.6;-4.6;0.5;320;-
MMGTT;201912032200;4.3;-4.0;0.0;95.6;-4.6;0.5;320;-
MMGTT;201912032210;4.3;-4.0;0.0;95.6;-4.6;0.5;320;-
MMGTT;201912032220;4.3;-4.0;0.0;95.6;-4.6;1.0;320;-
MMGTT;201912032230;4.3;-4.0;0.0;94.9;-4.7;0.5;320;-
MMGTT;201912032240;4.3;-4.0;0.0;94.9;-4.7;0.5;320;-
MMGTT;201912032250;4.3;-4.1;0.0;95.6;-4.7;0.0;320;-
MMGTT;201912032300;4.3;-4.1;0.0;95.6;-4.7;0.5;320;-
MMGTT;201912032310;4.2;-4.2;0.0;94.9;-4.9;0.5;320;-
MMGTT;201912032320;4.2;-4.2;0.0;94.9;-4.9;0.5;320;-
MMGTT;201912032330;4.2;-4.2;0.0;94.9;-4.9;0.5;320;-
MMGTT;201912032340;4.2;-4.2;0.0;94.9;-4.9;1.0;320;-
MMGTT;201912032350;4.2;-4.2;0.0;94.9;-4.9;1.0;320;-
MMGTT;201912040000;4.2;-4.2;0.0;94.9;-4.9;1.0;320;-
MMGTT;201912040010;4.2;-4.2;0.0;94.9;-4.9;0.5;320;-
MMGTT;201912040020;4.2;-4.2;0.0;94.9;-4.9;1.0;320;-
MMGTT;201912040030;4.2;-4.2;0.0;94.9;-4.9;1.0;320;-
MMGTT;201912040040;4.2;-4.2;0.0;94.9;-4.9;0.5;320;-
MMGTT;201912040050;4.2;-4.3;0.0;94.8;-5.0;0.5;320;-
MMGTT;201912040100;4.2;-4.3;0.0;94.8;-5.0;1.0;320;-
MMGTT;201912040110;4.2;-4.3;0.0;94.8;-5.0;1.0;320;-
MMGTT;201912040120;4.2;-4.3;0.0;94.8;-5.0;0.5;320;-
MMGTT;201912040130;4.2;-4.3;0.0;94.8;-5.0;1.0;320;-
MMGTT;201912040140;4.2;-4.3;0.0;94.8;-5.0;1.0;320;-
MMGTT;201912040150;4.2;-4.3;0.0;94.8;-5.0;1.0;320;-
MMGTT;201912040200;4.2;-4.3;0.0;94.8;-5.0;0.5;320;-
MMGTT;201912040210;4.2;-4.4;0.0;94.8;-5.1;0.0;320;-
MMGTT;201912040220;4.2;-4.4;0.0;94.8;-5.1;1.0;320;-
MMGTT;201912040230;4.2;-4.4;0.0;94.8;-5.1;1.0;320;-
MMGTT;201912040240;4.1;-4.5;0.0;94.8;-5.2;0.5;320;-
MMGTT;201912040250;4.2;-4.6;0.0;95.6;-5.2;0.5;320;-
MMGTT;201912040300;4.2;-4.6;0.0;95.6;-5.2;1.0;320;-
MMGTT;201912040310;4.1;-4.6;0.0;94.8;-5.3;1.0;320;-
MMGTT;201912040320;4.1;-4.6;0.0;94.8;-5.3;1.0;320;-
MMGTT;201912040330;4.1;-4.6;0.0;94.8;-5.3;0.5;320;-
MMGTT;201912040340;4.2;-4.6;0.0;95.6;-5.2;1.0;320;-
MMGTT;201912040350;4.2;-4.6;0.0;95.6;-5.2;1.0;320;-
MMGTT;201912040400;4.2;-4.6;0.0;95.6;-5.2;1.0;320;-
MMGTT;201912040410;4.2;-4.6;0.0;95.6;-5.2;0.0;320;-
MMGTT;201912040420;4.2;-4.6;0.0;95.6;-5.2;0.0;320;-
MMGTT;201912040430;4.1;-4.6;0.0;94.8;-5.3;0.0;320;-
MMGTT;201912040440;4.1;-4.6;0.0;94.8;-5.3;1.0;320;-
MMGTT;201912040450;4.2;-4.6;0.0;95.6;-5.2;1.0;320;-
MMGTT;201912040500;4.1;-4.5;0.0;94.8;-5.2;1.5;320;-
MMGTT;201912040510;4.2;-4.4;0.0;94.8;-5.1;1.0;320;-
MMGTT;201912040520;4.2;-4.3;0.0;94.8;-5.0;1.0;320;-
MMGTT;201912040530;4.2;-4.2;0.0;94.9;-4.9;1.0;320;-
MMGTT;201912040540;4.3;-4.1;0.0;94.9;-4.8;1.0;320;-
MMGTT;201912040550;4.3;-4.0;0.0;94.9;-4.7;1.5;320;-
MMGTT;201912040600;4.4;-3.8;0.0;94.9;-4.5;1.5;320;-
MMGTT;201912040610;4.4;-3.7;0.0;95.6;-4.3;1.5;320;-
MMGTT;201912040620;4.5;-3.6;0.0;96.3;-4.1;1.5;320;-
MMGTT;201912040630;4.5;-3.5;0.0;96.3;-4.0;1.5;250;-
MMGTT;201912040640;4.6;-3.3;0.0;95.6;-3.9;1.0;250;-
MMGTT;201912040650;4.6;-3.3;0.0;95.6;-3.9;0.5;250;-
MMGTT;201912040700;4.5;-3.5;0.0;95.6;-4.1;0.5;250;-
MMGTT;201912040710;4.4;-3.6;0.0;94.9;-4.3;0.5;250;-
MMGTT;201912040720;4.4;-3.7;0.0;94.9;-4.4;0.0;250;-
MMGTT;201912040730;4.4;-3.8;0.0;94.9;-4.5;0.5;250;-
MMGTT;201912040740;4.3;-3.9;0.0;94.9;-4.6;1.0;250;-
MMGTT;201912040750;4.4;-3.8;0.0;94.9;-4.5;1.0;250;-
MMGTT;201912040800;4.5;-3.6;0.0;95.6;-4.2;1.0;250;-
MMGTT;201912040810;4.6;-3.3;0.0;95.6;-3.9;1.5;250;-
MMGTT;201912040820;4.6;-3.1;0.0;95.6;-3.7;1.0;250;-
MMGTT;201912040830;4.8;-2.9;0.0;96.3;-3.4;1.5;250;-
MMGTT;201912040840;4.8;-2.7;0.0;96.3;-3.2;1.0;250;-
MMGTT;201912040850;4.9;-2.6;0.0;96.3;-3.1;1.5;250;-
MMGTT;201912040900;4.9;-2.4;0.0;96.4;-2.9;1.5;250;-
MMGTT;201912040910;5.0;-2.2;0.0;96.4;-2.7;1.0;250;-
MMGTT;201912040920;5.1;-1.9;0.0;96.4;-2.4;1.0;160;-
MMGTT;201912040930;5.2;-1.6;0.0;95.7;-2.2;1.0;140;-
MMGTT;201912040940;5.3;-1.4;0.0;96.4;-1.9;0.5;140;-
MMGTT;201912040950;5.4;-1.2;0.0;96.4;-1.7;0.5;140;-
MMGTT;201912041000;5.5;-1.0;0.0;96.4;-1.5;1.0;160;-
MMGTT;201912041010;5.5;-0.8;0.0;95.7;-1.4;0.5;160;-
MMGTT;201912041020;5.6;-0.8;0.0;96.4;-1.3;0.5;160;-
MMGTT;201912041030;5.5;-0.8;0.0;95.0;-1.5;1.0;160;-
MMGTT;201912041040;5.5;-0.7;0.0;95.0;-1.4;0.5;140;-
MMGTT;201912041050;5.5;-0.6;0.0;93.6;-1.5;0.5;140;-
MMGTT;201912041100;5.4;-0.6;0.0;92.9;-1.6;1.0;160;-
MMGTT;201912041110;5.5;-0.5;0.0;93.6;-1.4;1.0;160;-
MMGTT;201912041120;5.5;-0.3;0.0;92.3;-1.4;1.0;140;-
MMGTT;201912041130;5.5;-0.2;0.0;90.9;-1.5;1.0;90;-
MMGTT;201912041140;5.4;-0.1;0.0;89.6;-1.6;0.5;90;-
MMGTT;201912041150;5.4;-0.2;0.0;90.3;-1.6;0.5;140;-
MMGTT;201912041200;5.4;-0.2;0.0;90.3;-1.6;0.5;140;-
MMGTT;201912041210;5.4;-0.2;0.0;88.9;-1.8;1.0;90;-
MMGTT;201912041220;5.4;-0.2;0.0;89.6;-1.7;1.0;110;-
MMGTT;201912041230;5.4;-0.3;0.0;90.2;-1.7;2.1;140;-
MMGTT;201912041240;5.3;-0.3;0.0;88.9;-1.9;1.5;290;-
MMGTT;201912041250;5.3;-0.3;0.0;88.9;-1.9;2.1;290;-
MMGTT;201912041300;5.3;-0.3;0.0;88.9;-1.9;1.5;90;-
MMGTT;201912041310;5.3;-0.5;0.0;89.6;-2.0;1.0;270;-
MMGTT;201912041320;5.2;-0.6;0.0;89.6;-2.1;1.0;230;-
MMGTT;201912041330;5.2;-0.7;0.0;90.2;-2.1;1.0;160;-
MMGTT;201912041340;5.2;-0.8;0.0;90.2;-2.2;1.5;140;-
MMGTT;201912041350;5.2;-0.8;0.0;89.5;-2.3;1.5;160;-
MMGTT;201912041400;5.2;-0.9;0.0;90.9;-2.2;1.0;160;-
MMGTT;201912041410;5.2;-1.0;0.0;91.5;-2.2;1.5;160;-
MMGTT;201912041420;5.2;-1.0;0.0;91.5;-2.2;1.0;270;-
MMGTT;201912041430;5.2;-1.0;0.0;90.9;-2.3;1.0;270;-
MMGTT;201912041440;5.2;-1.0;0.0;90.9;-2.3;1.0;320;-
MMGTT;201912041450;5.2;-1.0;0.0;91.5;-2.2;1.0;90;-
MMGTT;201912041500;5.2;-0.9;0.0;90.9;-2.2;1.0;160;-
MMGTT;201912041510;5.2;-0.7;0.0;89.5;-2.2;2.1;140;-
MMGTT;201912041520;5.0;2.0;0.0;71.0;-2.7;3.6;160;-
MMGTT;201912041530;4.6;5.7;0.0;50.0;-3.9;3.6;110;-
MMGTT;201912041540;5.8;6.1;0.0;61.2;-0.8;2.1;320;-
MMGTT;201912041550;5.5;3.6;0.0;69.2;-1.5;2.1;320;-
MMGTT;201912041600;5.3;2.1;0.0;74.8;-1.9;1.0;320;-
MMGTT;201912041610;5.1;0.8;0.0;79.1;-2.4;1.5;320;-
MMGTT;201912041620;5.0;0.1;0.0;82.0;-2.6;1.5;320;-
MMGTT;201912041630;5.0;0.1;0.0;80.8;-2.8;3.1;290;-
MMGTT;201912041640;4.1;4.5;0.0;48.9;-5.3;4.6;140;-
MMGTT;201912041650;4.2;7.2;0.0;41.8;-4.9;5.1;140;-
MMGTT;201912041700;5.6;8.0;0.0;51.8;-1.3;3.6;140;-
MMGTT;201912041710;5.4;5.5;0.0;59.7;-1.7;1.5;320;-
MMGTT;201912041720;3.9;4.6;0.0;46.0;-6.0;2.1;90;-
MMGTT;201912041730;3.9;6.9;0.0;38.9;-6.1;4.1;140;-
MMGTT;201912041740;3.7;8.8;0.0;32.9;-6.6;4.6;140;-
MMGTT;201912041750;3.7;9.7;0.0;31.0;-6.6;4.6;140;-
MMGTT;201912041800;3.8;9.9;0.0;30.8;-6.5;4.1;140;-
MMGTT;201912041810;3.4;9.8;0.0;28.1;-7.8;4.6;140;-
MMGTT;201912041820;3.5;9.9;0.0;29.0;-7.3;4.1;140;-
MMGTT;201912041830;3.6;9.7;0.0;29.8;-7.1;5.1;110;-
MMGTT;201912041840;5.3;8.8;0.0;46.9;-1.9;3.6;110;-
MMGTT;201912041850;4.9;6.7;0.0;49.9;-3.0;1.5;110;-
MMGTT;201912041900;5.2;4.6;0.0;60.8;-2.3;1.5;320;-
MMGTT;201912041910;5.0;1.4;0.0;74.1;-2.7;4.1;320;-
MMGTT;201912041920;4.9;-0.6;0.0;83.8;-3.0;3.6;320;-
MMGTT;201912041930;4.9;-1.2;0.0;86.9;-3.1;1.5;230;-
MMGTT;201912041940;4.9;-1.5;0.0;88.8;-3.1;0.5;230;-
MMGTT;201912041950;4.9;-1.7;0.0;90.1;-3.1;1.0;230;-
MMGTT;201912042000;4.8;-1.9;0.0;90.8;-3.2;1.5;270;-
MMGTT;201912042010;4.9;-2.0;0.0;92.2;-3.1;1.0;70;-
MMGTT;201912042020;4.8;-2.1;0.0;92.1;-3.2;1.5;70;-
MMGTT;201912042030;4.9;-2.2;0.0;93.5;-3.1;0.5;290;-
MMGTT;201912042040;4.8;-2.2;0.0;92.8;-3.2;0.5;110;-
MMGTT;201912042050;4.8;-2.2;0.0;92.8;-3.2;1.0;180;-
MMGTT;201912042100;4.8;-2.2;0.0;92.8;-3.2;1.5;140;-
MMGTT;201912042110;4.9;-2.1;0.0;94.2;-2.9;1.0;110;-
MMGTT;201912042120;5.0;-2.0;0.0;94.2;-2.8;1.5;160;-
MMGTT;201912042130;5.0;-1.7;0.0;93.6;-2.6;1.0;160;-
MMGTT;201912042140;5.1;-1.6;0.0;93.6;-2.5;1.0;140;-
MMGTT;201912042150;5.1;-1.4;0.0;92.2;-2.5;1.0;140;-
MMGTT;201912042200;5.1;-1.1;0.0;90.9;-2.4;1.0;270;-
MMGTT;201912042210;5.1;-0.8;0.0;88.9;-2.4;1.0;110;-
MMGTT;201912042220;5.1;-0.6;0.0;86.9;-2.5;1.0;110;-
MMGTT;201912042230;5.1;-0.2;0.0;85.1;-2.4;1.0;110;-
MMGTT;201912042240;5.1;-0.1;0.0;83.8;-2.5;1.0;340;-
MMGTT;201912042250;5.0;-0.1;0.0;83.2;-2.6;0.5;160;-
MMGTT;201912042300;5.0;-0.2;0.0;83.2;-2.7;0.5;70;-
MMGTT;201912042310;4.9;-0.3;0.0;82.6;-2.9;0.0;70;-
MMGTT;201912042320;4.9;-0.5;0.0;83.8;-2.9;0.5;140;-
MMGTT;201912042330;4.9;-0.6;0.0;83.8;-3.0;0.5;140;-
MMGTT;201912042340;4.9;-0.7;0.0;85.0;-2.9;1.0;140;-
MMGTT;201912042350;4.9;-0.8;0.0;85.0;-3.0;1.0;70;-
MMGTT;201912050000;4.8;-1.0;0.0;85.0;-3.2;1.0;140;-
MMGTT;201912050010;4.8;-1.0;0.0;85.0;-3.2;0.5;160;-
MMGTT;201912050020;4.8;-1.0;0.0;85.0;-3.2;1.0;160;-
MMGTT;201912050030;4.8;-1.0;0.0;85.0;-3.2;1.0;110;-
MMGTT;201912050040;4.8;-0.9;0.0;83.7;-3.3;1.5;160;-
MMGTT;201912050050;4.8;-0.8;0.0;83.7;-3.2;1.0;140;-
MMGTT;201912050100;4.8;-0.9;0.0;83.7;-3.3;1.0;140;-
MMGTT;201912050110;4.8;-0.8;0.0;83.7;-3.2;1.5;110;-
MMGTT;201912050120;4.8;-0.8;0.0;82.5;-3.4;1.5;140;-
MMGTT;201912050130;4.8;-0.8;0.0;82.5;-3.4;1.5;110;-
MMGTT;201912050140;4.7;-0.8;0.0;81.9;-3.5;1.5;140;-
MMGTT;201912050150;4.7;-0.8;0.0;81.9;-3.5;1.5;140;-
MMGTT;201912050200;4.7;-0.8;0.0;81.9;-3.5;2.1;140;-
MMGTT;201912050210;4.7;-0.8;0.0;81.9;-3.5;1.5;140;-
MMGTT;201912050220;4.7;-0.7;0.0;80.7;-3.6;2.1;140;-
MMGTT;201912050230;4.8;-0.6;0.0;81.3;-3.4;2.1;140;-
MMGTT;201912050240;4.7;-0.5;0.0;80.1;-3.5;1.5;140;-
MMGTT;201912050250;4.8;-0.4;0.0;80.1;-3.4;2.1;140;-
MMGTT;201912050300;4.8;-0.2;0.0;79.0;-3.4;2.1;140;-
MMGTT;201912050310;4.7;-0.1;0.0;77.8;-3.5;2.1;140;-
MMGTT;201912050320;4.8;0.0;0.0;77.8;-3.4;2.1;140;-
MMGTT;201912050330;4.7;0.1;0.0;76.7;-3.5;2.1;140;-
MMGTT;201912050340;4.8;0.1;0.0;77.3;-3.4;2.1;140;-
MMGTT;201912050350;4.7;0.3;0.0;75.6;-3.5;2.6;140;-
MMGTT;201912050400;4.8;0.4;0.0;76.2;-3.3;2.1;140;-
MMGTT;201912050410;4.7;0.5;0.0;75.0;-3.4;2.6;140;-
MMGTT;201912050420;4.7;0.6;0.0;73.9;-3.5;2.1;140;-
MMGTT;201912050430;4.7;0.7;0.0;72.9;-3.6;2.1;140;-
MMGTT;201912050440;4.7;0.9;0.0;71.8;-3.6;1.5;140;-
MMGTT;201912050450;4.7;0.9;0.0;72.4;-3.5;2.1;110;-
MMGTT;201912050500;4.7;1.0;0.0;71.8;-3.5;2.1;140;-
MMGTT;201912050510;4.6;1.0;0.0;69.7;-3.9;2.1;140;-
MMGTT;201912050520;4.6;1.0;0.0;70.8;-3.7;1.5;140;-
MMGTT;201912050530;4.7;1.1;0.0;70.8;-3.6;1.5;110;-
MMGTT;201912050540;4.6;1.0;0.0;70.8;-3.7;1.5;140;-
MMGTT;201912050550;4.7;0.8;0.0;72.3;-3.6;1.5;110;-
MMGTT;201912050600;4.6;0.8;0.0;71.8;-3.7;2.1;140;-
MMGTT;201912050610;4.6;0.7;0.0;72.3;-3.7;1.0;140;-
MMGTT;201912050620;4.6;0.7;0.0;71.8;-3.8;1.5;140;-
MMGTT;201912050630;4.6;0.6;0.0;72.8;-3.7;1.0;140;-
MMGTT;201912050640;4.6;0.4;0.0;73.9;-3.7;1.0;110;-
MMGTT;201912050650;4.6;0.2;0.0;73.9;-3.9;2.1;140;-
MMGTT;201912050700;4.5;0.2;0.0;72.8;-4.1;1.5;140;-
MMGTT;201912050710;4.6;0.3;0.0;73.9;-3.8;2.1;140;-
MMGTT;201912050720;4.6;0.3;0.0;73.9;-3.8;2.1;140;-
MMGTT;201912050730;4.5;0.4;0.0;72.3;-4.0;2.1;140;-
MMGTT;201912050740;4.6;0.6;0.0;72.8;-3.7;2.1;140;-
MMGTT;201912050750;4.7;0.7;0.0;72.9;-3.6;1.5;140;-
MMGTT;201912050800;4.7;0.8;0.0;72.9;-3.5;2.1;140;-
MMGTT;201912050810;4.8;0.9;0.0;72.9;-3.4;1.5;140;-
MMGTT;201912050820;4.8;1.1;0.0;71.9;-3.4;2.1;140;-
MMGTT;201912050830;4.9;1.2;0.0;73.0;-3.1;1.5;140;-
MMGTT;201912050840;4.9;1.3;0.0;73.0;-3.0;2.1;160;-
MMGTT;201912050850;5.0;1.5;0.0;73.0;-2.8;2.1;140;-
MMGTT;201912050900;4.8;1.7;0.0;69.9;-3.2;2.1;160;-
MMGTT;201912050910;5.0;1.9;0.0;71.0;-2.8;2.1;140;-
MMGTT;201912050920;5.1;2.1;0.0;71.5;-2.5;1.5;140;-
MMGTT;201912050930;5.2;2.2;0.0;73.2;-2.1;0.5;140;-
MMGTT;201912050940;5.2;2.3;0.0;72.6;-2.1;1.0;140;-
MMGTT;201912050950;5.2;2.4;0.0;72.1;-2.1;0.5;140;-
MMGTT;201912051000;5.3;2.5;0.0;72.1;-2.0;1.0;140;-
MMGTT;201912051010;5.2;2.6;0.0;71.1;-2.1;0.5;140;-
MMGTT;201912051020;5.0;2.7;0.0;67.0;-2.8;0.5;140;-
MMGTT;201912051030;4.9;2.7;0.0;66.0;-3.0;0.5;140;-
MMGTT;201912051040;5.0;2.8;0.0;67.0;-2.7;0.0;140;-
MMGTT;201912051050;5.0;2.9;0.0;66.1;-2.8;0.0;140;-
MMGTT;201912051100;4.9;2.9;0.0;65.1;-3.0;0.5;140;-
MMGTT;201912051110;4.9;3.1;0.0;63.7;-3.1;0.5;140;-
MMGTT;201912051120;5.0;3.2;0.0;65.2;-2.7;1.0;90;-
MMGTT;201912051130;5.0;3.2;0.0;65.7;-2.6;0.5;110;-
MMGTT;201912051140;5.2;3.1;0.0;67.6;-2.3;0.5;110;-
MMGTT;201912051150;5.2;3.0;0.0;68.1;-2.3;0.5;110;-
MMGTT;201912051200;5.3;2.9;0.0;70.1;-2.0;0.5;110;-
MMGTT;201912051210;5.2;2.7;0.0;70.1;-2.2;0.5;110;-
MMGTT;201912051220;5.1;2.6;0.0;69.5;-2.4;0.5;110;-
MMGTT;201912051230;5.1;2.5;0.0;70.0;-2.4;0.5;110;-
MMGTT;201912051240;5.2;2.4;0.0;71.1;-2.3;1.0;110;-
MMGTT;201912051250;5.1;2.3;0.0;71.0;-2.4;1.0;110;-
MMGTT;201912051300;5.1;2.2;0.0;71.5;-2.4;0.5;110;-
MMGTT;201912051310;5.2;2.1;0.0;73.1;-2.2;0.5;110;-
MMGTT;201912051320;5.2;2.0;0.0;74.2;-2.1;1.0;110;-
MMGTT;201912051330;5.1;1.9;0.0;73.1;-2.4;1.5;160;-
MMGTT;201912051340;5.3;1.8;0.0;75.8;-2.0;1.0;140;-
MMGTT;201912051350;5.2;1.7;0.0;75.8;-2.1;2.1;140;-
MMGTT;201912051400;5.3;1.7;0.0;76.9;-1.9;1.0;140;-
MMGTT;201912051410;5.2;1.7;0.0;75.3;-2.2;1.0;140;-
MMGTT;201912051420;5.1;1.8;0.0;73.6;-2.4;2.1;140;-
MMGTT;201912051430;5.1;1.8;0.0;73.6;-2.4;2.1;140;-
MMGTT;201912051440;5.2;1.8;0.0;74.2;-2.3;1.5;140;-
MMGTT;201912051450;5.2;1.8;0.0;74.2;-2.3;2.1;140;-
MMGTT;201912051500;5.2;1.8;0.0;74.2;-2.3;2.1;140;-
MMGTT;201912051510;5.1;1.9;0.0;73.1;-2.4;1.5;140;-
MMGTT;201912051520;5.1;1.9;0.0;73.1;-2.4;2.1;140;-
MMGTT;201912051530;5.0;1.9;0.0;72.0;-2.6;2.1;140;-
MMGTT;201912051540;5.0;2.0;0.0;71.0;-2.7;2.1;140;-
MMGTT;201912051550;4.9;2.0;0.0;69.9;-2.9;2.1;140;-
MMGTT;201912051600;4.9;2.0;0.0;69.9;-2.9;2.1;140;-
MMGTT;201912051610;4.9;2.0;0.0;69.9;-2.9;1.5;110;-
MMGTT;201912051620;5.0;1.9;0.0;71.0;-2.8;1.0;140;-
MMGTT;201912051630;4.8;1.7;0.0;69.9;-3.2;0.5;140;-
MMGTT;201912051640;4.9;1.6;0.0;72.0;-2.9;1.5;140;-
MMGTT;201912051650;4.9;1.3;0.0;73.0;-3.0;1.0;160;-
MMGTT;201912051700;4.8;1.1;0.0;72.9;-3.2;1.5;140;-
MMGTT;201912051710;4.9;1.0;0.0;74.0;-3.1;1.5;140;-
MMGTT;201912051720;4.8;0.9;0.0;74.0;-3.2;2.1;140;-
MMGTT;201912051730;4.8;0.8;0.0;74.0;-3.3;2.1;140;-
MMGTT;201912051740;4.8;0.8;0.0;74.0;-3.3;2.1;140;-
MMGTT;201912051750;4.8;0.9;0.0;72.9;-3.4;2.1;140;-
MMGTT;201912051800;4.8;0.9;0.0;72.9;-3.4;1.5;140;-
MMGTT;201912051810;4.8;0.9;0.0;74.0;-3.2;2.1;140;-
MMGTT;201912051820;4.8;0.9;0.0;72.9;-3.4;1.5;140;-
MMGTT;201912051830;4.8;0.9;0.0;72.9;-3.4;2.1;140;-
MMGTT;201912051840;4.7;0.8;0.0;72.3;-3.6;2.1;140;-
MMGTT;201912051850;4.7;0.8;0.0;72.3;-3.6;1.5;140;-
