,When,T_a,RH,p_a,v_a,SnowHeight,SW_global,LW_in,SW_diffuse,SW_direct
3953,2021-01-24 04:15:00,-5.437,46.198,67.206,2.43,104.4,-3.632,204.794,-0.908,-2.724
3954,2021-01-24 04:30:00,-5.49,46.33,67.216,2.061,104.4,-3.426,207.671,-0.8565,-2.5695
3955,2021-01-24 04:45:00,-5.646,47.099,67.226,2.172,104.4,-3.185,211.229,-0.79625,-2.38875
3956,2021-01-24 05:00:00,-5.802,47.868,67.235,2.282,104.4,-2.943,214.788,-0.73575,-2.20725
3957,2021-01-24 05:15:00,-5.912,48.321,67.252,2.103,104.4,-2.865,217.18,-0.71625,-2.14875
3958,2021-01-24 05:30:00,-6.021,48.775,67.269,1.924,104.4,-2.787,219.573,-0.69675,-2.09025
3959,2021-01-24 05:45:00,-6.131,49.586,67.29,2.061,104.4,-2.331,226.419,-0.58275,-1.74825
3960,2021-01-24 06:00:00,-6.24,50.398,67.311,2.199,104.4,-1.876,233.266,-0.469,-1.407
3961,2021-01-24 06:15:00,-6.303,50.485,67.33,2.204,104.4,-2.211,230.572,-0.55275,-1.6582499999999998
3962,2021-01-24 06:30:00,-6.367,50.571,67.349,2.209,104.4,-2.545,227.878,-0.63625,-1.90875
3963,2021-01-24 06:45:00,-6.966,53.589,67.368,1.621,104.4,-2.917,221.328,-0.72925,-2.18775
3964,2021-01-24 07:00:00,-7.565,56.606,67.387,1.033,104.4,-3.288,214.779,-0.822,-2.4659999999999997
3965,2021-01-24 07:15:00,-7.924,57.919,67.407,0.861,104.4,-2.074,208.613,-0.5185,-1.5554999999999999
3966,2021-01-24 07:30:00,-8.283,59.232,67.427,0.688,104.4,-0.86,202.447,-0.215,-0.645
3967,2021-01-24 07:45:00,-8.194,59.401,67.448,0.817,104.4,10.1,198.288,2.525,7.574999999999999
3968,2021-01-24 08:00:00,-8.106,59.57,67.469,0.945,104.4,21.06,194.13,5.265,15.794999999999998
3969,2021-01-24 08:15:00,-7.736,58.605,67.488,1.166,104.4,60.882,193.622,15.2205,45.6615
3970,2021-01-24 08:30:00,-7.367,57.64,67.507,1.386,104.4,100.705,193.114,25.17625,75.52875
3971,2021-01-24 08:45:00,-6.715,57.296,67.528,1.391,104.4,180.308,194.511,45.077,135.231
3972,2021-01-24 09:00:00,-6.062,56.952,67.549,1.397,104.4,259.91,195.909,64.9775,194.9325
3973,2021-01-24 09:15:00,-5.599,56.053,67.57,1.322,104.4,318.489,199.121,79.62225,238.86674999999997
3974,2021-01-24 09:30:00,-5.135,55.154,67.591,1.248,104.4,377.068,202.333,94.267,282.801
3975,2021-01-24 09:45:00,-5.156,54.654,67.613,1.575,104.4,412.84,204.87,103.21,309.63
3976,2021-01-24 10:00:00,-5.177,54.154,67.634,1.902,104.4,448.612,207.406,112.153,336.459
3977,2021-01-24 10:15:00,-5.413,53.851,67.657,2.345,104.4,398.889,207.472,99.72225,299.16675
3978,2021-01-24 10:30:00,-5.648,53.548,67.68,2.788,104.4,349.166,207.538,87.2915,261.8745
3979,2021-01-24 10:45:00,-5.413,53.167,67.69,2.874,104.4,300.257,207.073,75.06425,225.19275
3980,2021-01-24 11:00:00,-5.179,52.786,67.7,2.959,104.4,251.348,206.608,62.837,188.51100000000002
3981,2021-01-24 11:15:00,-4.996,52.645,67.7,2.905,104.4,391.208,210.961,97.802,293.406
3982,2021-01-24 11:30:00,-4.813,52.503,67.699,2.851,104.4,531.067,215.314,132.76675,398.30025
3983,2021-01-24 11:45:00,-4.365,51.051,67.693,2.457,104.4,618.785,215.696,154.69625,464.08875
3984,2021-01-24 12:00:00,-3.918,49.599,67.686,2.063,104.4,706.503,216.078,176.62575,529.87725
3985,2021-01-24 12:15:00,-3.492,47.317,67.674,1.908,104.4,719.974,215.125,179.9935,539.9805
3986,2021-01-24 12:30:00,-3.065,45.035,67.662,1.754,104.4,733.445,214.172,183.36125,550.08375
3987,2021-01-24 12:45:00,-2.822,44.419,67.646,1.654,104.4,740.029,215.403,185.00725,555.02175
3988,2021-01-24 13:00:00,-2.579,43.802,67.63,1.555,104.4,746.614,216.634,186.6535,559.9605
3989,2021-01-24 13:15:00,-2.434,42.903,67.614,1.641,104.4,679.696,217.91,169.924,509.77200000000005
3990,2021-01-24 13:30:00,-2.29,42.005,67.598,1.727,104.4,612.778,219.185,153.1945,459.5835
3991,2021-01-24 13:45:00,-2.033,40.386,67.585,1.729,104.4,581.887,221.458,145.47175,436.41524999999996
3992,2021-01-24 14:00:00,-1.776,38.767,67.572,1.73,104.4,550.997,223.731,137.74925,413.24775
3993,2021-01-24 14:15:00,-1.96,38.864,67.562,1.823,104.4,450.134,224.086,112.5335,337.6005
3994,2021-01-24 14:30:00,-2.144,38.96,67.551,1.915,104.4,349.272,224.442,87.318,261.954
3995,2021-01-24 14:45:00,-1.787,37.983,67.544,2.502,104.4,479.115,223.18,119.77875,359.33625
3996,2021-01-24 15:00:00,-1.431,37.007,67.538,3.089,104.4,608.959,221.918,152.23975,456.71925
3997,2021-01-24 15:15:00,-1.387,36.169,67.54,2.963,104.4,546.544,217.15,136.636,409.908
3998,2021-01-24 15:30:00,-1.343,35.33,67.542,2.836,104.4,484.13,212.382,121.0325,363.09749999999997
3999,2021-01-24 15:45:00,-1.508,35.374,67.545,2.99,104.4,430.814,210.033,107.7035,323.1105
4000,2021-01-24 16:00:00,-1.674,35.417,67.548,3.143,104.4,377.498,207.684,94.3745,283.1235
4001,2021-01-24 16:15:00,-1.758,35.569,67.547,3.12,104.4,324.201,206.219,81.05025,243.15075000000002
4002,2021-01-24 16:30:00,-1.843,35.72,67.547,3.097,104.4,270.904,204.755,67.726,203.178
4003,2021-01-24 16:45:00,-2.259,35.708,67.553,2.739,104.4,169.647,202.699,42.41175,127.23525
4004,2021-01-24 17:00:00,-2.675,35.696,67.559,2.382,104.4,68.39,200.643,17.0975,51.292500000000004
4005,2021-01-24 17:15:00,-3.006,36.115,67.561,2.596,104.4,40.879,199.036,10.21975,30.65925
4006,2021-01-24 17:30:00,-3.337,36.535,67.562,2.811,104.4,13.368,197.43,3.342,10.026
4007,2021-01-24 17:45:00,-3.52,36.885,67.57,2.841,104.4,5.947,196.803,1.48675,4.46025
4008,2021-01-24 18:00:00,-3.704,37.235,67.577,2.872,104.4,-1.474,196.177,-0.3685,-1.1055
4009,2021-01-24 18:15:00,-3.791,38.272,67.586,2.824,104.4,-3.152,196.129,-0.788,-2.364
4010,2021-01-24 18:30:00,-3.879,39.309,67.595,2.775,104.4,-4.829,196.081,-1.20725,-3.6217499999999996
4011,2021-01-24 18:45:00,-4.049,40.573,67.606,2.903,104.4,-4.773,196.313,-1.19325,-3.5797499999999998
4012,2021-01-24 19:00:00,-4.219,41.836,67.618,3.03,104.4,-4.717,196.546,-1.17925,-3.53775
4013,2021-01-24 19:15:00,-4.483,42.823,67.631,2.498,104.4,-4.818,196.566,-1.2045,-3.6134999999999997
4014,2021-01-24 19:30:00,-4.747,43.81,67.644,1.965,104.4,-4.919,196.587,-1.22975,-3.6892499999999995
4015,2021-01-24 19:45:00,-5.016,44.766,67.658,1.941,104.4,-4.572,196.152,-1.143,-3.4290000000000003
4016,2021-01-24 20:00:00,-5.284,45.723,67.672,1.917,104.4,-4.225,195.718,-1.05625,-3.1687499999999997
4017,2021-01-24 20:15:00,-5.655,46.706,67.683,1.305,104.4,-4.448,194.879,-1.112,-3.3360000000000003
4018,2021-01-24 20:30:00,-6.025,47.689,67.693,0.693,104.4,-4.671,194.04,-1.16775,-3.5032500000000004
4019,2021-01-24 20:45:00,-6.531,49.38,67.704,0.798,104.4,-3.941,194.305,-0.98525,-2.95575
4020,2021-01-24 21:00:00,-7.037,51.071,67.716,0.903,104.4,-3.211,194.569,-0.80275,-2.40825
4021,2021-01-24 21:15:00,-6.993,51.292,67.727,1.294,104.4,-3.101,194.563,-0.77525,-2.32575
4022,2021-01-24 21:30:00,-6.949,51.514,67.738,1.686,104.4,-2.99,194.557,-0.7475,-2.2425
4023,2021-01-24 21:45:00,-7.175,51.992,67.749,1.243,104.4,-3.12,196.253,-0.78,-2.34
4024,2021-01-24 22:00:00,-7.402,52.471,67.761,0.801,104.4,-3.25,197.95,-0.8125,-2.4375
4025,2021-01-24 22:15:00,-7.709,53.637,67.768,0.791,104.4,-2.9,198.045,-0.725,-2.175
4026,2021-01-24 22:30:00,-8.016,54.804,67.776,0.782,104.4,-2.55,198.14,-0.6375,-1.9124999999999999
4027,2021-01-24 22:45:00,-7.964,54.924,67.779,0.798,104.4,-2.309,195.911,-0.57725,-1.7317500000000001
4028,2021-01-24 23:00:00,-7.912,55.045,67.781,0.813,104.4,-2.068,193.682,-0.517,-1.5510000000000002
4029,2021-01-24 23:15:00,-7.855,55.348,67.782,0.775,104.4,-2.205,193.93,-0.55125,-1.65375
4030,2021-01-24 23:30:00,-7.798,55.652,67.784,0.736,104.4,-2.343,194.178,-0.58575,-1.75725
4031,2021-01-24 23:45:00,-7.438,54.459,67.787,0.989,104.4,-1.762,203.275,-0.4405,-1.3215
4032,2021-01-25 00:00:00,-7.079,53.266,67.791,1.241,104.4,-1.181,212.372,-0.29525,-0.88575
4033,2021-01-25 00:15:00,-7.497,54.474,67.794,0.888,104.4,-1.207,222.807,-0.30175,-0.9052500000000001
4034,2021-01-25 00:30:00,-7.915,55.682,67.797,0.536,104.4,-1.233,233.243,-0.30825,-0.9247500000000001
4035,2021-01-25 00:45:00,-8.057,56.57,67.795,0.586,104.4,-1.527,227.154,-0.38175,-1.1452499999999999
4036,2021-01-25 01:00:00,-8.199,57.457,67.792,0.636,104.4,-1.821,221.064,-0.45525,-1.36575
4037,2021-01-25 01:15:00,-8.292,57.975,67.791,0.827,104.4,-2.262,212.66,-0.5655,-1.6965
4038,2021-01-25 01:30:00,-8.386,58.493,67.789,1.019,104.4,-2.704,204.256,-0.676,-2.028
4039,2021-01-25 01:45:00,-8.608,59.507,67.794,1.038,104.4,-1.778,218.862,-0.4445,-1.3335
4040,2021-01-25 02:00:00,-8.83,60.522,67.799,1.057,104.4,-0.852,233.468,-0.213,-0.639
4041,2021-01-25 02:15:00,-8.706,60.392,67.801,1.085,104.4,-0.938,234.566,-0.2345,-0.7035
4042,2021-01-25 02:30:00,-8.582,60.262,67.804,1.112,104.4,-1.025,235.664,-0.25625,-0.7687499999999999
4043,2021-01-25 02:45:00,-8.531,59.991,67.8,1.063,104.4,-1.521,228.541,-0.38025,-1.14075
4044,2021-01-25 03:00:00,-8.481,59.719,67.796,1.014,104.4,-2.017,221.417,-0.50425,-1.51275
4045,2021-01-25 03:15:00,-9.008,61.569,67.793,0.91,104.4,-2.298,219.197,-0.5745,-1.7235
4046,2021-01-25 03:30:00,-9.535,63.418,67.791,0.807,104.4,-2.578,216.977,-0.6445,-1.9335
4047,2021-01-25 03:45:00,-9.599,64.28,67.785,0.881,104.4,-2.401,215.365,-0.60025,-1.8007499999999999
4048,2021-01-25 04:00:00,-9.663,65.143,67.779,0.956,104.4,-2.223,213.752,-0.55575,-1.66725
4049,2021-01-25 04:15:00,-9.823,66.769,67.779,0.758,104.4,-2.001,213.881,-0.50025,-1.50075
4050,2021-01-25 04:30:00,-9.983,68.396,67.779,0.56,104.4,-1.779,214.011,-0.44475,-1.33425
4051,2021-01-25 04:45:00,-10.321,70.299,67.78,0.87,104.4,-1.624,218.054,-0.406,-1.218
4052,2021-01-25 05:00:00,-10.659,72.202,67.781,1.181,104.4,-1.469,222.097,-0.36725,-1.10175
4053,2021-01-25 05:15:00,-10.61,74.461,67.787,0.91,104.4,-1.341,225.96,-0.33525,-1.00575
4054,2021-01-25 05:30:00,-10.56,76.72,67.793,0.638,104.4,-1.213,229.823,-0.30325,-0.9097500000000001
4055,2021-01-25 05:45:00,-10.665,78.824,67.807,0.593,104.4,-1.638,222.888,-0.4095,-1.2285
4056,2021-01-25 06:00:00,-10.77,80.928,67.821,0.548,104.4,-2.063,215.953,-0.51575,-1.54725
4057,2021-01-25 06:15:00,-10.825,81.658,67.833,0.682,104.4,-2.089,212.744,-0.52225,-1.5667499999999999
4058,2021-01-25 06:30:00,-10.88,82.387,67.845,0.817,104.4,-2.116,209.536,-0.529,-1.5870000000000002
4059,2021-01-25 06:45:00,-11.097,82.583,67.855,0.763,104.4,-2.086,210.791,-0.5215,-1.5644999999999998
4060,2021-01-25 07:00:00,-11.314,82.778,67.865,0.709,104.4,-2.055,212.047,-0.51375,-1.5412500000000002
4061,2021-01-25 07:15:00,-11.292,82.201,67.876,0.707,104.4,-0.428,220.408,-0.107,-0.321
4062,2021-01-25 07:30:00,-11.27,81.625,67.887,0.705,104.4,1.198,228.77,0.2995,0.8985
4063,2021-01-25 07:45:00,-11.127,81.917,67.9,0.745,104.4,20.773,238.531,5.19325,15.57975
4064,2021-01-25 08:00:00,-10.984,82.209,67.914,0.784,104.4,40.349,248.293,10.08725,30.26175
4065,2021-01-25 08:15:00,-10.577,82.253,67.924,0.594,104.4,76.614,254.193,19.1535,57.4605
4066,2021-01-25 08:30:00,-10.17,82.298,67.934,0.403,104.4,112.88,260.093,28.22,84.66
4067,2021-01-25 08:45:00,-10.051,81.981,67.942,0.476,104.4,148.564,262.192,37.141,111.423
4068,2021-01-25 09:00:00,-9.932,81.665,67.951,0.55,104.4,184.249,264.291,46.06225,138.18675
4069,2021-01-25 09:15:00,-9.584,81.15,67.962,0.509,104.4,198.677,265.004,49.66925,149.00775
4070,2021-01-25 09:30:00,-9.236,80.636,67.973,0.469,104.4,213.106,265.718,53.2765,159.8295
4071,2021-01-25 09:45:00,-8.917,79.577,67.985,0.537,104.4,302.01,268.206,75.5025,226.5075
4072,2021-01-25 10:00:00,-8.598,78.519,67.996,0.604,104.4,390.914,270.694,97.7285,293.1855
4073,2021-01-25 10:15:00,-8.077,77.594,67.997,0.667,104.4,471.515,268.856,117.87875,353.63625
4074,2021-01-25 10:30:00,-7.557,76.669,67.998,0.729,104.4,552.116,267.017,138.029,414.087
4075,2021-01-25 10:45:00,-7.215,73.361,67.997,0.835,104.4,378.882,251.226,94.7205,284.1615
4076,2021-01-25 11:00:00,-6.873,70.053,67.997,0.942,104.4,205.648,235.435,51.412,154.236
4077,2021-01-25 11:15:00,-6.519,65.5,67.988,1.003,104.4,434.697,218.722,108.67425,326.02275
4078,2021-01-25 11:30:00,-6.166,60.948,67.979,1.064,104.4,663.746,202.008,165.9365,497.80949999999996
4079,2021-01-25 11:45:00,-5.92,57.076,67.961,1.222,104.4,682.147,201.305,170.53675,511.61025000000006
4080,2021-01-25 12:00:00,-5.675,53.203,67.943,1.379,104.4,700.548,200.602,175.137,525.4110000000001
4081,2021-01-25 12:15:00,-5.1,50.554,67.92,1.425,104.4,717.435,204.319,179.35875,538.07625
4082,2021-01-25 12:30:00,-4.526,47.906,67.897,1.471,104.4,734.322,208.036,183.5805,550.7415
4083,2021-01-25 12:45:00,-4.244,44.777,67.872,1.373,104.4,723.795,210.335,180.94875,542.8462499999999
4084,2021-01-25 13:00:00,-3.962,41.648,67.847,1.275,104.4,713.269,212.635,178.31725,534.95175
4085,2021-01-25 13:15:00,-3.65,40.952,67.824,1.509,104.4,710.308,210.504,177.577,532.731
4086,2021-01-25 13:30:00,-3.338,40.256,67.801,1.744,104.4,707.346,208.374,176.8365,530.5095
4087,2021-01-25 13:45:00,-3.136,39.005,67.782,1.662,104.4,686.253,206.777,171.56325,514.68975
4088,2021-01-25 14:00:00,-2.934,37.754,67.764,1.581,104.4,665.159,205.179,166.28975,498.86924999999997
4089,2021-01-25 14:15:00,-2.742,36.173,67.747,1.766,104.4,642.034,204.715,160.5085,481.52549999999997
4090,2021-01-25 14:30:00,-2.55,34.592,67.73,1.951,104.4,618.908,204.25,154.727,464.18100000000004
4091,2021-01-25 14:45:00,-2.451,33.913,67.718,1.971,104.4,587.571,203.747,146.89275,440.67825000000005
4092,2021-01-25 15:00:00,-2.352,33.234,67.706,1.992,104.4,556.233,203.244,139.05825,417.17474999999996
4093,2021-01-25 15:15:00,-2.13,32.084,67.693,1.79,104.4,514.413,203.024,128.60325,385.80975
4094,2021-01-25 15:30:00,-1.908,30.934,67.679,1.588,104.4,472.592,202.804,118.148,354.44399999999996
4095,2021-01-25 15:45:00,-1.876,30.259,67.672,1.563,104.4,424.287,202.26,106.07175,318.21524999999997
4096,2021-01-25 16:00:00,-1.844,29.583,67.665,1.538,104.4,375.981,201.716,93.99525,281.98575
4097,2021-01-25 16:15:00,-1.801,29.091,67.659,1.556,104.4,323.705,201.117,80.92625,242.77875
4098,2021-01-25 16:30:00,-1.759,28.599,67.654,1.574,104.4,271.429,200.519,67.85725,203.57174999999998
4099,2021-01-25 16:45:00,-1.855,28.063,67.651,1.375,104.4,217.077,199.23,54.26925,162.80775
4100,2021-01-25 17:00:00,-1.951,27.527,67.648,1.177,104.4,162.725,197.941,40.68125,122.04374999999999
4101,2021-01-25 17:15:00,-2.478,28.487,67.649,1.151,104.4,88.393,196.564,22.09825,66.29475
4102,2021-01-25 17:30:00,-3.004,29.447,67.651,1.125,104.4,14.062,195.187,3.5155,10.5465
4103,2021-01-25 17:45:00,-3.34,30.931,67.656,0.856,104.4,5.952,194.518,1.488,4.464
4104,2021-01-25 18:00:00,-3.675,32.414,67.661,0.587,104.4,-2.158,193.85,-0.5395,-1.6185
4105,2021-01-25 18:15:00,-3.796,32.163,67.668,1.181,104.4,-3.283,193.39,-0.82075,-2.46225
4106,2021-01-25 18:30:00,-3.916,31.912,67.675,1.776,104.4,-4.409,192.93,-1.10225,-3.30675
4107,2021-01-25 18:45:00,-4.041,32.282,67.685,1.711,104.4,-4.601,192.808,-1.15025,-3.45075
4108,2021-01-25 19:00:00,-4.166,32.652,67.695,1.645,104.4,-4.793,192.686,-1.19825,-3.5947500000000003
4109,2021-01-25 19:15:00,-4.389,32.892,67.701,1.875,104.4,-4.786,192.509,-1.1965,-3.5894999999999997
4110,2021-01-25 19:30:00,-4.612,33.131,67.708,2.105,104.4,-4.779,192.332,-1.19475,-3.58425
4111,2021-01-25 19:45:00,-4.89,34.593,67.714,1.986,104.4,-4.85,192.148,-1.2125,-3.6374999999999997
4112,2021-01-25 20:00:00,-5.167,36.055,67.72,1.867,104.4,-4.921,191.963,-1.23025,-3.6907500000000004
4113,2021-01-25 20:15:00,-5.392,37.78,67.727,1.926,104.4,-4.843,191.427,-1.21075,-3.63225
4114,2021-01-25 20:30:00,-5.617,39.506,67.734,1.986,104.4,-4.766,190.89,-1.1915,-3.5745
4115,2021-01-25 20:45:00,-6.048,40.281,67.74,1.779,104.4,-4.578,191.52,-1.1445,-3.4335000000000004
4116,2021-01-25 21:00:00,-6.479,41.057,67.747,1.572,104.4,-4.391,192.15,-1.09775,-3.29325
4117,2021-01-25 21:15:00,-6.637,42.346,67.76,1.446,104.4,-4.032,192.515,-1.008,-3.024
4118,2021-01-25 21:30:00,-6.795,43.635,67.773,1.32,104.4,-3.673,192.879,-0.91825,-2.75475
4119,2021-01-25 21:45:00,-7.084,44.494,67.781,0.9,104.4,-3.777,190.318,-0.94425,-2.83275
4120,2021-01-25 22:00:00,-7.374,45.353,67.789,0.48,104.4,-3.881,187.757,-0.97025,-2.9107499999999997
4121,2021-01-25 22:15:00,-7.423,46.052,67.792,0.479,104.4,-2.986,187.114,-0.7465,-2.2395
4122,2021-01-25 22:30:00,-7.473,46.75,67.795,0.478,104.4,-2.091,186.471,-0.52275,-1.5682500000000001
4123,2021-01-25 22:45:00,-7.639,47.737,67.798,0.583,104.4,-2.261,186.262,-0.56525,-1.69575
4124,2021-01-25 23:00:00,-7.806,48.723,67.801,0.689,104.4,-2.431,186.054,-0.60775,-1.82325
4125,2021-01-25 23:15:00,-8.124,50.009,67.801,0.677,104.4,-2.6,185.529,-0.65,-1.9500000000000002
4126,2021-01-25 23:30:00,-8.443,51.295,67.802,0.666,104.4,-2.77,185.005,-0.6925,-2.0775
4127,2021-01-25 23:45:00,-8.44,51.464,67.799,0.82,104.4,-2.792,184.638,-0.698,-2.094
4128,2021-01-26 00:00:00,-8.437,51.633,67.796,0.973,104.4,-2.815,184.27,-0.70375,-2.11125
4129,2021-01-26 00:15:00,-8.629,52.487,67.793,0.812,104.4,-2.776,184.062,-0.694,-2.082
4130,2021-01-26 00:30:00,-8.822,53.341,67.79,0.65,104.4,-2.736,183.854,-0.684,-2.052
4131,2021-01-26 00:45:00,-8.882,53.907,67.787,0.701,104.4,-2.454,183.462,-0.6135,-1.8405
4132,2021-01-26 01:00:00,-8.943,54.472,67.784,0.753,104.4,-2.171,183.07,-0.54275,-1.62825
4133,2021-01-26 01:15:00,-8.927,54.461,67.784,0.974,104.4,-2.309,183.093,-0.57725,-1.7317500000000001
4134,2021-01-26 01:30:00,-8.91,54.449,67.784,1.195,104.4,-2.448,183.116,-0.612,-1.8359999999999999
4135,2021-01-26 01:45:00,-9.269,55.415,67.789,0.896,104.4,-2.703,182.555,-0.67575,-2.02725
4136,2021-01-26 02:00:00,-9.627,56.382,67.795,0.597,104.4,-2.959,181.995,-0.73975,-2.21925
4137,2021-01-26 02:15:00,-9.682,56.828,67.794,0.679,104.4,-2.637,181.593,-0.65925,-1.97775
4138,2021-01-26 02:30:00,-9.738,57.274,67.792,0.76,104.4,-2.315,181.192,-0.57875,-1.73625
4139,2021-01-26 02:45:00,-10.032,57.709,67.791,0.701,104.4,-2.446,180.882,-0.6115,-1.8345000000000002
4140,2021-01-26 03:00:00,-10.326,58.144,67.789,0.643,104.4,-2.577,180.573,-0.64425,-1.93275
4141,2021-01-26 03:15:00,-10.486,58.886,67.79,0.81,104.4,-2.542,180.25,-0.6355,-1.9064999999999999
4142,2021-01-26 03:30:00,-10.645,59.628,67.792,0.977,104.4,-2.508,179.928,-0.627,-1.881
4143,2021-01-26 03:45:00,-10.65,59.72,67.791,0.974,104.4,-2.604,179.783,-0.651,-1.953
4144,2021-01-26 04:00:00,-10.654,59.811,67.789,0.971,104.4,-2.701,179.638,-0.67525,-2.02575
4145,2021-01-26 04:15:00,-10.773,60.091,67.792,0.836,104.4,-2.841,179.363,-0.71025,-2.13075
4146,2021-01-26 04:30:00,-10.892,60.371,67.794,0.702,104.4,-2.98,179.088,-0.745,-2.235
4147,2021-01-26 04:45:00,-11.457,62.142,67.796,0.503,104.4,-2.859,178.334,-0.71475,-2.14425
4148,2021-01-26 05:00:00,-12.022,63.913,67.797,0.305,104.4,-2.738,177.581,-0.6845,-2.0535
4149,2021-01-26 05:15:00,-12.002,64.027,67.796,0.438,104.4,-2.022,177.259,-0.5055,-1.5164999999999997
4150,2021-01-26 05:30:00,-11.983,64.14,67.795,0.571,104.4,-1.305,176.936,-0.32625,-0.97875
4151,2021-01-26 05:45:00,-12.111,63.864,67.802,0.644,104.4,-1.836,176.691,-0.459,-1.377
4152,2021-01-26 06:00:00,-12.239,63.588,67.808,0.717,104.4,-2.367,176.446,-0.59175,-1.77525
4153,2021-01-26 06:15:00,-12.336,64.355,67.818,0.619,104.4,-2.069,176.148,-0.51725,-1.55175
4154,2021-01-26 06:30:00,-12.434,65.121,67.829,0.521,104.4,-1.771,175.85,-0.44275,-1.32825
4155,2021-01-26 06:45:00,-12.385,64.701,67.835,0.48,104.4,-1.872,175.527,-0.468,-1.4040000000000001
4156,2021-01-26 07:00:00,-12.336,64.281,67.841,0.439,104.4,-1.972,175.205,-0.493,-1.479
4157,2021-01-26 07:15:00,-12.643,64.782,67.849,0.422,104.4,-0.635,174.679,-0.15875,-0.47625
4158,2021-01-26 07:30:00,-12.949,65.283,67.858,0.404,104.4,0.702,174.153,0.1755,0.5265
4159,2021-01-26 07:45:00,-12.688,65.217,67.866,0.387,104.4,28.012,174.194,7.003,21.009
4160,2021-01-26 08:00:00,-12.428,65.152,67.874,0.37,104.4,55.322,174.235,13.8305,41.4915
4161,2021-01-26 08:15:00,-11.174,61.758,67.88,0.344,104.4,108.492,175.499,27.123,81.369
4162,2021-01-26 08:30:00,-9.919,58.365,67.886,0.319,104.4,161.662,176.762,40.4155,121.2465
4163,2021-01-26 08:45:00,-9.958,58.15,67.893,0.42,104.4,214.959,178.33,53.73975,161.21925
4164,2021-01-26 09:00:00,-9.998,57.934,67.9,0.52,104.4,268.256,179.897,67.064,201.19199999999998
4165,2021-01-26 09:15:00,-10.017,57.469,67.91,0.702,104.4,320.092,181.401,80.023,240.069
4166,2021-01-26 09:30:00,-10.036,57.004,67.919,0.884,104.4,371.928,182.906,92.982,278.946
4167,2021-01-26 09:45:00,-9.524,55.144,67.926,0.881,104.4,415.554,184.164,103.8885,311.66549999999995
4168,2021-01-26 10:00:00,-9.012,53.284,67.934,0.879,104.4,459.181,185.423,114.79525,344.38575
4169,2021-01-26 10:15:00,-8.57,51.474,67.938,0.934,104.4,499.934,187.011,124.9835,374.95050000000003
4170,2021-01-26 10:30:00,-8.128,49.663,67.942,0.988,104.4,540.687,188.598,135.17175,405.51525000000004
4171,2021-01-26 10:45:00,-7.706,48.134,67.936,1.02,104.4,364.493,188.276,91.12325,273.36975
4172,2021-01-26 11:00:00,-7.285,46.604,67.93,1.052,104.4,188.299,187.954,47.07475,141.22425
4173,2021-01-26 11:15:00,-6.754,44.753,67.914,1.144,104.4,424.685,190.903,106.17125,318.51375
4174,2021-01-26 11:30:00,-6.224,42.901,67.899,1.236,104.4,661.07,193.852,165.2675,495.8025
4175,2021-01-26 11:45:00,-5.778,41.683,67.879,1.196,104.4,679.343,195.173,169.83575,509.50725
4176,2021-01-26 12:00:00,-5.332,40.466,67.86,1.156,104.4,697.616,196.495,174.404,523.212
4177,2021-01-26 12:15:00,-5.119,39.402,67.834,1.286,104.4,707.246,197.441,176.8115,530.4345
4178,2021-01-26 12:30:00,-4.907,38.339,67.809,1.417,104.4,716.876,198.388,179.219,537.6569999999999
4179,2021-01-26 12:45:00,-4.561,36.971,67.779,1.503,104.4,720.277,198.961,180.06925,540.20775
4180,2021-01-26 13:00:00,-4.214,35.604,67.75,1.589,104.4,723.678,199.534,180.9195,542.7585
4181,2021-01-26 13:15:00,-3.791,34.361,67.723,1.539,104.4,717.323,199.992,179.33075,537.99225
4182,2021-01-26 13:30:00,-3.367,33.118,67.696,1.489,104.4,710.968,200.45,177.742,533.226
4183,2021-01-26 13:45:00,-3.055,31.5,67.675,1.554,104.4,694.813,200.581,173.70325,521.10975
4184,2021-01-26 14:00:00,-2.742,29.882,67.653,1.619,104.4,678.657,200.712,169.66425,508.99275
4185,2021-01-26 14:15:00,-2.475,28.135,67.635,1.592,104.4,655.888,200.772,163.972,491.91600000000005
4186,2021-01-26 14:30:00,-2.207,26.388,67.617,1.566,104.4,633.12,200.832,158.28,474.84000000000003
4187,2021-01-26 14:45:00,-1.988,24.572,67.601,1.579,104.4,600.71,200.357,150.1775,450.5325
4188,2021-01-26 15:00:00,-1.769,22.756,67.585,1.592,104.4,568.3,199.882,142.075,426.22499999999997
4189,2021-01-26 15:15:00,-1.499,22.423,67.571,1.548,104.4,526.484,200.089,131.621,394.86300000000006
4190,2021-01-26 15:30:00,-1.229,22.09,67.556,1.505,104.4,484.668,200.296,121.167,363.501
4191,2021-01-26 15:45:00,-1.091,20.972,67.547,1.525,104.4,437.488,199.739,109.372,328.116
4192,2021-01-26 16:00:00,-0.954,19.853,67.538,1.546,104.4,390.308,199.182,97.577,292.731
4193,2021-01-26 16:15:00,-0.849,19.43,67.533,1.409,104.4,339.394,198.587,84.8485,254.5455
4194,2021-01-26 16:30:00,-0.743,19.006,67.528,1.272,104.4,288.48,197.991,72.12,216.36
4195,2021-01-26 16:45:00,-0.801,19.647,67.525,1.243,104.4,232.796,197.314,58.199,174.59699999999998
4196,2021-01-26 17:00:00,-0.859,20.287,67.521,1.214,104.4,177.111,196.636,44.27775,132.83325
