,When,sea,Discharge,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,LW_in,h_f,missing_type,a,vp_a,cld
0,2021-01-19 16:00:00,0.0,14.128,-16.667,-24.704,0.895,21.294,29.422,0.0,772.5,200.194,5.0,SW_directSW_diffuseLW_in,0.35,0.0,0
1,2021-01-19 17:00:00,0.0,15.811,-9.868,68.952,0.559,0.0,0.0,0.0,772.5,190.124,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.99,0
2,2021-01-19 18:00:00,0.0,15.811,-11.028,70.65,0.544,0.0,0.0,0.0,772.7,186.898,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.86,0
3,2021-01-19 19:00:00,0.0,15.811,-12.274,71.053,0.525,0.0,0.0,0.0,772.6,211.713,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.692,0
4,2021-01-19 20:00:00,0.0,15.811,-12.401,70.882,0.601,0.0,0.0,0.0,772.4,202.285,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.67,0
5,2021-01-19 21:00:00,0.0,15.811,-12.967,69.928,0.662,0.0,0.0,0.0,772.3,199.262,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.574,0
6,2021-01-19 22:00:00,0.0,15.811,-12.984,74.549,1.177,0.0,0.0,0.0,772.05,193.995,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.676,0
7,2021-01-19 23:00:00,0.0,15.811,-13.336,75.116,0.769,0.0,0.0,0.0,771.75,204.508,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.64,0
8,2021-01-20 00:00:00,0.0,15.811,-12.704,73.057,0.918,0.0,0.0,0.0,771.6,200.4,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.68,0
9,2021-01-20 01:00:00,0.0,15.811,-12.324,71.017,0.88,0.0,0.0,0.0,771.4,205.32,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.684,0
10,2021-01-20 02:00:00,0.0,15.811,-11.858,69.005,0.903,0.0,0.0,0.0,771.3,204.152,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.699,0
11,2021-01-20 03:00:00,0.0,15.811,-11.375,66.736,0.882,0.0,0.0,0.0,770.95,194.472,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.708,0
12,2021-01-20 04:00:00,0.0,15.811,-11.276,67.652,0.871,0.0,0.0,0.0,770.75,183.413,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.746,0
13,2021-01-20 05:00:00,0.0,15.811,-11.408,68.259,0.881,0.0,0.0,0.0,770.85,185.163,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.743,0
14,2021-01-20 06:00:00,0.0,15.811,-11.132,70.411,0.544,0.0,0.0,0.0,771.2,191.838,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.838,0
15,2021-01-20 07:00:00,0.0,15.811,-11.202,72.114,0.759,0.0,0.0,0.0,771.25,219.959,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.872,0
16,2021-01-20 08:00:00,0.144,15.811,-11.034,74.479,1.119,20.205,24.884,0.0,771.3,203.738,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,1.959,0
17,2021-01-20 09:00:00,0.267,15.811,-10.59,77.713,0.92,88.49,69.201,0.0,771.6,230.408,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.118,0
18,2021-01-20 10:00:00,0.356,15.811,-9.976,73.681,0.748,152.774,98.584,0.0,771.55,223.372,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.109,0
19,2021-01-20 11:00:00,0.404,15.811,-8.339,71.211,0.836,176.825,126.087,0.0,770.95,218.169,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.319,0
20,2021-01-20 12:00:00,0.405,15.811,-7.511,73.164,1.002,193.537,138.072,0.0,770.45,230.373,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.541,0
21,2021-01-20 13:00:00,0.359,15.811,-6.774,73.994,0.96,171.977,138.293,0.0,769.8,231.872,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.72,0
22,2021-01-20 14:00:00,0.271,15.811,-6.722,77.375,1.107,70.616,131.148,0.0,769.5,249.939,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.856,0
23,2021-01-20 15:00:00,0.15,15.811,-6.848,80.34,1.39,32.43,83.771,0.0,769.4,257.523,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.937,0
24,2021-01-20 16:00:00,0.003,15.811,-7.28,82.089,1.362,4.468,28.056,0.0,769.05,254.786,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.902,0
25,2021-01-20 17:00:00,0.0,15.811,-7.283,84.109,1.336,0.0,0.014,0.0,769.05,261.947,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.973,0
26,2021-01-20 18:00:00,0.0,15.811,-7.267,83.095,1.486,0.0,0.0,0.0,768.95,255.174,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.941,0
27,2021-01-20 19:00:00,0.0,15.811,-7.432,84.295,1.706,0.0,0.0,0.0,768.8,265.044,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,2.945,0
28,2021-01-20 20:00:00,0.0,15.811,-7.16,85.939,1.818,0.0,0.0,0.0,768.35,262.489,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.067,0
29,2021-01-20 21:00:00,0.0,15.811,-7.222,85.126,1.802,0.0,0.0,0.0,768.35,271.737,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.023,0
30,2021-01-20 22:00:00,0.0,15.811,-6.98,84.756,1.512,0.0,0.0,0.0,768.45,267.811,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.067,0
31,2021-01-20 23:00:00,0.0,15.811,-6.673,85.273,1.758,0.0,0.0,0.0,768.15,272.016,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.16,0
32,2021-01-21 00:00:00,0.0,15.811,-6.33,85.371,1.961,0.0,0.0,0.0,767.8,268.873,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.248,0
33,2021-01-21 01:00:00,0.0,15.811,-6.282,86.626,2.003,0.0,0.0,0.0,767.1,271.204,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.308,0
34,2021-01-21 02:00:00,0.0,15.811,-6.437,87.863,2.198,0.0,0.0,0.0,766.9,262.607,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.315,0
35,2021-01-21 03:00:00,0.0,15.811,-6.27,86.784,2.311,0.0,0.0,0.0,766.7,267.315,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.317,0
36,2021-01-21 04:00:00,0.0,15.811,-6.664,85.628,2.298,0.0,0.0,0.0,766.55,264.143,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.175,0
37,2021-01-21 05:00:00,0.0,15.811,-6.604,84.702,2.15,0.0,0.0,0.0,766.55,273.815,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.155,0
38,2021-01-21 06:00:00,0.0,15.811,-6.439,84.641,1.954,0.0,0.0,0.0,766.7,273.094,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.193,0
39,2021-01-21 07:00:00,0.0,15.811,-6.226,85.676,1.839,0.0,0.0,0.0,766.95,276.527,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.286,0
40,2021-01-21 08:00:00,0.146,15.811,-5.68,86.092,1.663,3.532,21.56,0.0,766.9,275.017,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.442,0
41,2021-01-21 09:00:00,0.27,15.811,-5.214,87.115,1.025,10.636,72.761,0.0,766.95,267.269,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.609,0
42,2021-01-21 10:00:00,0.36,15.811,-4.612,86.516,0.971,23.559,123.533,0.0,767.25,277.253,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.752,0
43,2021-01-21 11:00:00,0.408,15.811,-4.044,83.947,1.369,39.687,141.18,0.0,766.85,275.741,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.8,0
44,2021-01-21 12:00:00,0.409,15.811,-3.764,85.398,1.491,52.871,153.793,0.0,766.2,273.555,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.948,0
45,2021-01-21 13:00:00,0.363,15.811,-3.711,86.164,1.438,34.613,161.882,0.0,765.6,277.405,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.999,0
46,2021-01-21 14:00:00,0.275,15.811,-3.97,87.375,1.598,42.216,104.517,0.0,765.4,269.915,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,3.977,0
47,2021-01-21 15:00:00,0.154,15.811,-4.109,89.791,1.663,20.769,76.753,0.0,765.3,276.303,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.045,0
48,2021-01-21 16:00:00,0.007,15.811,-4.104,90.594,1.596,2.476,18.833,0.0,764.95,285.501,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.083,0
49,2021-01-21 17:00:00,0.0,15.811,-4.147,90.404,1.673,0.0,0.036,0.0,764.75,290.204,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.061,0
50,2021-01-21 18:00:00,0.0,15.811,-3.974,90.59,1.731,0.0,0.0,0.0,764.45,288.88,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.123,0
51,2021-01-21 19:00:00,0.0,15.811,-3.751,88.305,1.769,0.0,0.0,0.0,763.95,292.948,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.087,0
52,2021-01-21 20:00:00,0.0,15.811,-3.927,88.85,1.79,0.0,0.0,0.0,763.55,290.952,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.058,0
53,2021-01-21 21:00:00,0.0,15.811,-3.827,88.809,1.808,0.0,0.0,0.0,763.05,293.801,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.086,0
54,2021-01-21 22:00:00,0.0,15.811,-3.566,88.149,1.728,0.0,0.0,0.0,762.65,289.344,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.136,0
55,2021-01-21 23:00:00,0.0,15.811,-3.623,89.871,1.891,0.0,0.0,0.0,762.3,289.356,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.199,0
56,2021-01-22 00:00:00,0.0,15.811,-3.643,91.397,1.189,0.0,0.0,0.0,761.55,292.106,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.264,0
57,2021-01-22 01:00:00,0.0,15.811,-3.866,90.718,1.176,0.0,0.0,0.0,761.1,291.796,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.162,0
58,2021-01-22 02:00:00,0.0,15.811,-3.712,91.937,0.935,0.0,0.0,0.0,760.65,294.111,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.267,0
59,2021-01-22 03:00:00,0.0,15.811,-3.73,91.628,1.089,0.0,0.0,0.0,760.45,292.594,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.247,0
60,2021-01-22 04:00:00,0.0,15.811,-3.703,91.484,1.012,0.0,0.0,0.0,760.15,291.166,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.249,0
61,2021-01-22 05:00:00,0.0,15.811,-3.699,91.71,1.385,0.0,0.0,0.0,760.15,289.364,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.261,0
62,2021-01-22 06:00:00,0.0,15.811,-3.771,92.262,1.459,0.0,0.0,0.0,760.15,284.423,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.263,0
63,2021-01-22 07:00:00,0.001,15.811,-3.609,91.484,1.69,0.0,0.007,0.0,759.95,276.505,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.279,0
64,2021-01-22 08:00:00,0.149,15.811,-3.676,91.021,1.434,6.406,24.166,0.0,760.2,261.947,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.236,0
65,2021-01-22 09:00:00,0.273,15.811,-3.099,88.12,1.428,17.698,74.215,0.0,760.05,277.142,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.282,0
66,2021-01-22 10:00:00,0.363,15.811,-3.196,85.917,1.516,34.191,147.851,0.0,760.05,279.426,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.145,0
67,2021-01-22 11:00:00,0.412,15.811,-2.673,84.119,1.272,95.919,175.729,0.0,759.35,270.326,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.22,0
68,2021-01-22 12:00:00,0.414,15.811,-2.462,82.727,1.538,106.907,187.694,0.0,758.55,256.343,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.215,0
69,2021-01-22 13:00:00,0.368,15.811,-2.682,84.663,1.627,72.252,161.224,0.0,757.2,268.053,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.244,0
70,2021-01-22 14:00:00,0.279,15.811,-2.627,88.955,1.468,11.174,113.934,0.0,756.75,287.436,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.478,0
71,2021-01-22 15:00:00,0.158,15.811,-2.72,91.664,1.294,5.316,75.056,0.0,756.45,289.224,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.582,0
72,2021-01-22 16:00:00,0.011,15.811,-3.004,93.579,1.368,2.156,24.185,0.0,755.65,289.593,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.35,4.58,0
73,2021-01-22 17:00:00,0.0,15.811,-3.573,94.49,1.771,0.0,0.121,3.6,755.0,281.125,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.85,4.432,0
74,2021-01-22 18:00:00,0.0,15.811,-3.735,94.973,1.432,0.0,0.0,3.6,754.4,281.49,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.85,4.4,0
75,2021-01-22 19:00:00,0.0,15.811,-3.744,95.237,1.351,0.0,0.0,3.6,753.4,288.581,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.85,4.41,0
76,2021-01-22 20:00:00,0.0,15.811,-3.749,96.522,1.343,0.0,0.0,3.6,752.65,296.149,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.85,4.467,0
77,2021-01-22 21:00:00,0.0,15.811,-3.574,95.163,1.31,0.0,0.0,3.6,752.25,294.069,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.85,4.463,0
78,2021-01-22 22:00:00,0.0,15.811,-3.497,95.892,1.269,0.0,0.0,0.0,751.75,295.603,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.848,4.523,0
79,2021-01-22 23:00:00,0.0,15.811,-3.484,94.713,1.355,0.0,0.0,0.0,751.65,293.153,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.846,4.472,0
80,2021-01-23 00:00:00,0.0,15.811,-3.724,93.05,1.012,0.0,0.0,0.0,751.85,294.328,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.844,4.315,0
81,2021-01-23 01:00:00,0.0,15.811,-4.041,91.629,1.115,0.0,0.0,0.0,751.65,293.691,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.842,4.149,0
82,2021-01-23 02:00:00,0.0,15.811,-3.971,91.71,1.412,0.0,0.0,0.0,751.4,292.378,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.84,4.174,0
83,2021-01-23 03:00:00,0.0,15.811,-4.376,90.46,1.77,0.0,0.0,0.0,751.4,281.214,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.838,3.994,0
84,2021-01-23 04:00:00,0.0,15.811,-5.026,86.617,2.236,0.0,0.0,0.0,752.6,279.414,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.836,3.64,0
85,2021-01-23 05:00:00,0.0,15.811,-5.421,84.552,1.999,0.0,0.0,0.0,753.0,277.765,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.834,3.448,0
86,2021-01-23 06:00:00,0.0,15.811,-6.049,82.969,1.994,0.0,0.0,0.0,753.5,271.33,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.832,3.225,0
87,2021-01-23 07:00:00,0.003,15.811,-6.482,77.696,1.971,0.0,0.011,0.0,754.0,265.689,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.83,2.922,0
88,2021-01-23 08:00:00,0.152,15.811,-7.032,76.215,2.02,2.386,33.765,0.0,754.05,237.25,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.828,2.747,0
89,2021-01-23 09:00:00,0.276,15.811,-7.148,73.795,2.041,8.238,108.346,0.0,753.9,238.07,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.826,2.636,0
90,2021-01-23 10:00:00,0.367,15.811,-7.28,71.256,1.88,45.097,155.029,0.0,753.8,238.132,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.824,2.519,0
91,2021-01-23 11:00:00,0.416,15.811,-6.943,71.166,1.418,36.95,211.06,0.0,753.6,244.563,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.822,2.583,0
92,2021-01-23 12:00:00,0.418,15.811,-6.807,70.593,1.238,10.829,194.675,0.0,753.25,248.502,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.82,2.589,0
93,2021-01-23 13:00:00,0.372,15.811,-6.706,73.47,0.92,21.508,228.729,0.0,752.6,240.045,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.818,2.715,0
94,2021-01-23 14:00:00,0.284,15.811,-6.861,69.626,0.954,119.896,150.308,0.0,752.9,208.862,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.816,2.543,0
95,2021-01-23 15:00:00,0.162,15.811,-6.455,65.385,0.792,108.534,90.438,0.0,752.95,193.121,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.814,2.464,0
96,2021-01-23 16:00:00,0.015,15.811,-7.039,69.797,0.6,16.245,44.185,0.0,752.65,198.062,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.812,2.514,0
97,2021-01-23 17:00:00,0.0,15.811,-7.804,73.924,0.53,0.007,0.32,0.0,752.35,215.418,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.81,2.509,0
98,2021-01-23 18:00:00,0.0,15.811,-7.773,74.119,0.59,0.0,0.0,0.0,752.3,233.793,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.808,2.522,0
99,2021-01-23 19:00:00,0.0,15.811,-7.724,74.996,0.666,0.0,0.0,0.0,752.45,217.224,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.806,2.562,0
100,2021-01-23 20:00:00,0.0,15.811,-7.747,75.606,0.786,0.0,0.0,0.0,752.5,196.571,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.804,2.578,0
101,2021-01-23 21:00:00,0.0,15.811,-7.96,77.096,0.744,0.0,0.0,0.0,752.35,180.761,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.802,2.586,0
102,2021-01-23 22:00:00,0.0,15.811,-9.242,82.971,0.682,0.0,0.0,0.0,752.35,184.695,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.801,2.517,0
103,2021-01-23 23:00:00,0.0,15.811,-9.534,82.884,0.546,0.0,0.0,0.0,752.35,183.375,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.799,2.457,0
104,2021-01-24 00:00:00,0.0,15.811,-9.873,82.758,0.557,0.0,0.0,0.0,752.15,190.989,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.797,2.388,0
105,2021-01-24 01:00:00,0.0,15.811,-9.657,82.439,0.624,0.0,0.0,0.0,752.35,176.841,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.795,2.42,0
106,2021-01-24 02:00:00,0.0,15.811,-10.534,83.885,0.687,0.0,0.0,0.0,752.3,178.977,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.793,2.297,0
107,2021-01-24 03:00:00,0.0,15.811,-11.362,83.082,0.862,0.0,0.0,0.0,752.4,179.5,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.791,2.129,0
108,2021-01-24 04:00:00,0.0,15.811,-11.879,81.6,1.546,0.0,0.0,0.0,752.7,187.718,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.789,2.006,0
109,2021-01-24 05:00:00,0.0,15.811,-12.728,80.513,1.41,0.0,0.0,0.0,752.7,195.374,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.788,1.848,0
110,2021-01-24 06:00:00,0.0,15.811,-13.486,80.313,1.84,0.0,0.0,0.0,752.9,187.215,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.786,1.733,0
111,2021-01-24 07:00:00,0.006,15.811,-14.223,81.28,2.216,0.007,0.046,0.0,753.0,167.722,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.784,1.651,0
112,2021-01-24 08:00:00,0.155,15.811,-14.625,80.767,2.17,32.294,29.569,0.0,753.4,161.712,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.782,1.587,0
113,2021-01-24 09:00:00,0.279,15.811,-12.829,78.924,2.029,128.24,78.34,0.0,753.8,164.515,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.78,1.796,0
114,2021-01-24 10:00:00,0.37,15.811,-11.207,72.349,2.023,228.504,107.146,0.0,754.15,168.133,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.779,1.877,0
115,2021-01-24 11:00:00,0.42,15.811,-9.238,53.885,2.056,304.643,117.606,0.0,754.2,164.029,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.777,1.635,0
116,2021-01-24 12:00:00,0.422,15.811,-9.288,41.412,2.017,326.569,127.786,0.0,753.85,158.904,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.775,1.252,0
117,2021-01-24 13:00:00,0.376,15.811,-9.414,38.822,2.249,325.018,109.511,0.0,753.75,150.851,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.773,1.162,0
118,2021-01-24 14:00:00,0.288,15.811,-9.934,39.969,2.136,267.015,88.508,0.0,754.05,146.662,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.771,1.148,0
119,2021-01-24 15:00:00,0.166,15.811,-10.393,37.859,2.243,158.956,67.817,0.0,754.6,144.682,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.77,1.048,0
120,2021-01-24 16:00:00,0.019,15.811,-10.64,40.828,1.987,44.271,32.394,0.0,755.0,141.492,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.768,1.108,0
121,2021-01-24 17:00:00,0.0,15.811,-13.051,45.0,1.988,0.103,0.544,0.0,755.35,139.959,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.766,1.006,0
122,2021-01-24 18:00:00,0.0,15.811,-13.777,50.75,1.91,0.0,0.0,0.0,755.85,139.096,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.765,1.069,0
123,2021-01-24 19:00:00,0.0,15.811,-14.571,53.89,1.795,0.0,0.0,0.0,755.85,159.372,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.763,1.063,0
124,2021-01-24 20:00:00,0.0,15.811,-15.09,57.812,1.603,0.0,0.0,0.0,755.5,156.002,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.761,1.093,0
125,2021-01-24 21:00:00,0.0,15.811,-16.448,63.463,1.405,0.0,0.0,0.0,755.3,174.051,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.759,1.071,0
126,2021-01-24 22:00:00,0.0,15.811,-15.769,61.939,1.675,0.0,0.0,0.0,755.15,203.944,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.758,1.106,0
127,2021-01-24 23:00:00,0.0,15.811,-15.808,61.212,1.373,0.0,0.0,0.0,755.0,204.003,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.756,1.09,0
128,2021-01-25 00:00:00,0.0,15.811,-15.261,57.224,1.108,0.0,0.0,0.0,754.7,205.199,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.754,1.066,0
129,2021-01-25 01:00:00,0.0,15.811,-14.359,51.022,1.109,0.0,0.0,0.0,754.1,207.105,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.753,1.025,0
130,2021-01-25 02:00:00,0.0,15.811,-13.397,47.176,1.049,0.0,0.0,0.0,754.3,208.205,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.751,1.025,0
131,2021-01-25 03:00:00,0.0,15.811,-12.768,49.246,0.949,0.0,0.0,0.0,753.85,217.661,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.749,1.126,0
132,2021-01-25 04:00:00,0.0,15.811,-13.026,53.136,0.673,0.0,0.0,0.0,754.05,204.737,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.748,1.19,0
133,2021-01-25 05:00:00,0.0,15.811,-13.651,57.404,1.247,0.0,0.0,0.0,753.8,198.295,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.746,1.222,0
134,2021-01-25 06:00:00,0.0,15.811,-14.099,63.232,1.556,0.0,0.0,0.0,753.5,204.143,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.744,1.297,0
135,2021-01-25 07:00:00,0.009,15.811,-14.305,62.825,1.622,0.0,0.089,0.0,753.5,202.286,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.743,1.267,0
136,2021-01-25 08:00:00,0.158,15.811,-14.094,62.53,1.669,8.139,38.266,0.0,754.05,204.11,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.741,1.283,0
137,2021-01-25 09:00:00,0.283,15.811,-13.763,66.712,1.707,45.178,115.196,0.0,754.25,198.265,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.739,1.407,0
138,2021-01-25 10:00:00,0.374,15.811,-11.847,66.741,1.539,172.272,134.739,0.0,754.7,178.859,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.738,1.645,0
139,2021-01-25 11:00:00,0.424,15.811,-10.459,65.226,1.506,284.792,119.601,0.0,754.9,178.318,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.736,1.797,0
140,2021-01-25 12:00:00,0.426,15.811,-9.437,62.191,1.792,302.857,134.978,0.0,755.0,183.123,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.735,1.858,0
141,2021-01-25 13:00:00,0.381,15.811,-9.481,64.402,2.003,274.295,134.995,0.0,755.1,182.841,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.733,1.917,0
142,2021-01-25 14:00:00,0.292,15.811,-9.576,65.439,1.961,204.793,122.06,0.0,755.65,185.57,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.731,1.933,0
143,2021-01-25 15:00:00,0.17,15.811,-10.25,66.063,1.888,103.978,97.005,0.0,756.25,180.77,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.73,1.85,0
144,2021-01-25 16:00:00,0.023,15.811,-10.544,65.559,1.964,30.273,39.116,0.0,757.15,176.932,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.728,1.794,0
145,2021-01-25 17:00:00,0.0,15.811,-11.75,73.596,2.034,0.082,0.743,0.0,757.9,169.584,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.727,1.828,0
146,2021-01-25 18:00:00,0.0,15.811,-13.164,77.744,2.108,0.0,0.0,0.0,758.45,179.054,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.725,1.722,0
147,2021-01-25 19:00:00,0.0,15.811,-13.801,81.489,2.146,0.0,0.0,0.0,758.9,188.911,5.0,T_aRHv_aSW_directSW_diffuseLW_in,0.724,1.713,0
