,When,Discharge,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing_type,LW_in
0,2021-01-19 16:00:00,10.596,-28.678,-24.705,0.814,21.294,29.422,0.0,790.356,Precp_aSW_directSW_diffuseLW_in,200.194
1,2021-01-19 16:30:00,3.339,-8.167,-24.708,0.806,10.647,14.711,0.0,790.349,T_aPrecp_aSW_directSW_diffuseLW_in,195.159
2,2021-01-19 17:00:00,14.293,-8.485,62.426,0.984,0.0,0.0,0.0,790.342,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,190.124
3,2021-01-19 17:30:00,14.293,-8.674,63.223,0.971,0.0,0.0,0.0,790.342,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,188.511
4,2021-01-19 18:00:00,14.293,-8.864,64.02,0.957,0.0,0.0,0.0,790.341,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,186.898
5,2021-01-19 18:30:00,14.293,-9.068,64.209,0.941,0.0,0.0,0.0,790.342,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,199.306
6,2021-01-19 19:00:00,14.293,-9.272,64.398,0.924,0.0,0.0,0.0,790.344,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,211.713
7,2021-01-19 19:30:00,14.293,-9.293,64.318,0.991,0.0,0.0,0.0,790.296,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,206.999
8,2021-01-19 20:00:00,14.293,-9.314,64.238,1.058,0.0,0.0,0.0,790.248,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,202.285
9,2021-01-19 20:30:00,14.293,-9.407,63.79,1.111,0.0,0.0,0.0,790.153,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,200.774
10,2021-01-19 21:00:00,14.293,-9.499,63.342,1.165,0.0,0.0,0.0,790.058,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,199.262
11,2021-01-19 21:30:00,14.293,-9.502,65.511,1.617,0.0,0.0,0.0,790.01,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,196.628
12,2021-01-19 22:00:00,14.293,-9.505,67.68,2.069,0.0,0.0,0.0,789.963,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,193.995
13,2021-01-19 22:30:00,14.293,-9.563,67.946,1.71,0.0,0.0,0.0,789.924,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,199.252
14,2021-01-19 23:00:00,14.293,-9.62,68.213,1.352,0.0,0.0,0.0,789.884,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,204.508
15,2021-01-19 23:30:00,14.293,-9.517,67.246,1.483,0.0,0.0,0.0,789.859,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,202.454
16,2021-01-20 00:00:00,14.293,-9.413,66.28,1.614,0.0,0.0,0.0,789.834,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,200.4
17,2021-01-20 00:30:00,14.293,-9.351,65.322,1.581,0.0,0.0,0.0,789.656,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,202.86
18,2021-01-20 01:00:00,14.293,-9.289,64.364,1.547,0.0,0.0,0.0,789.477,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,205.32
19,2021-01-20 01:30:00,14.293,-9.212,63.42,1.567,0.0,0.0,0.0,789.354,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,204.736
20,2021-01-20 02:00:00,14.293,-9.136,62.475,1.588,0.0,0.0,0.0,789.232,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,204.152
21,2021-01-20 02:30:00,14.293,-9.057,61.41,1.569,0.0,0.0,0.0,789.105,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,199.312
22,2021-01-20 03:00:00,14.293,-8.978,60.345,1.551,0.0,0.0,0.0,788.978,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,194.472
23,2021-01-20 03:30:00,14.293,-8.962,60.775,1.541,0.0,0.0,0.0,788.834,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,188.942
24,2021-01-20 04:00:00,14.293,-8.946,61.205,1.531,0.0,0.0,0.0,788.691,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,183.413
25,2021-01-20 04:30:00,14.293,-8.967,61.49,1.54,0.0,0.0,0.0,788.629,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,184.288
26,2021-01-20 05:00:00,14.293,-8.989,61.775,1.549,0.0,0.0,0.0,788.567,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,185.163
27,2021-01-20 05:30:00,14.293,-8.944,62.785,1.253,0.0,0.0,0.0,788.657,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,188.5
28,2021-01-20 06:00:00,14.293,-8.898,63.795,0.957,0.0,0.0,0.0,788.747,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,191.838
29,2021-01-20 06:30:00,14.293,-8.91,64.595,1.146,0.0,0.0,0.0,788.854,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,205.898
30,2021-01-20 07:00:00,14.293,-8.921,65.394,1.335,0.0,0.0,0.0,788.961,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,219.959
31,2021-01-20 07:30:00,14.293,-8.894,66.504,1.651,10.102,12.442,0.0,789.04,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,211.848
32,2021-01-20 08:00:00,14.293,-8.866,67.615,1.967,20.205,24.884,0.0,789.119,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,203.738
33,2021-01-20 08:30:00,14.293,-8.794,69.133,1.792,54.348,47.042,0.0,789.149,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,217.073
34,2021-01-20 09:00:00,14.293,-8.721,70.651,1.617,88.49,69.201,0.0,789.179,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,230.408
35,2021-01-20 09:30:00,14.293,-8.62,68.758,1.466,120.632,83.892,0.0,789.166,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,226.89
36,2021-01-20 10:00:00,14.293,-8.52,66.865,1.316,152.774,98.584,0.0,789.153,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,223.372
37,2021-01-20 10:30:00,14.293,-8.252,65.706,1.393,164.8,112.336,0.0,788.878,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,220.771
38,2021-01-20 11:00:00,14.293,-7.984,64.546,1.47,176.825,126.087,0.0,788.604,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,218.169
39,2021-01-20 11:30:00,14.293,-7.848,65.463,1.616,185.181,132.08,0.0,788.43,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,224.271
40,2021-01-20 12:00:00,14.293,-7.713,66.38,1.761,193.537,138.072,0.0,788.256,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,230.373
41,2021-01-20 12:30:00,14.293,-7.592,66.77,1.725,182.757,138.182,0.0,787.958,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,231.122
42,2021-01-20 13:00:00,14.293,-7.471,67.159,1.688,171.977,138.293,0.0,787.659,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,231.872
43,2021-01-20 13:30:00,14.293,-7.463,68.746,1.817,121.297,134.721,0.0,787.533,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,240.906
44,2021-01-20 14:00:00,14.293,-7.454,70.333,1.946,70.616,131.148,0.0,787.407,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,249.939
45,2021-01-20 14:30:00,14.293,-7.475,71.725,2.194,51.523,107.459,0.0,787.31,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,253.731
46,2021-01-20 15:00:00,14.293,-7.496,73.117,2.442,32.43,83.771,0.0,787.212,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,257.523
47,2021-01-20 15:30:00,14.293,-7.566,73.938,2.418,18.449,55.914,0.0,787.256,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,256.154
48,2021-01-20 16:00:00,14.293,-7.637,74.759,2.393,4.468,28.056,0.0,787.299,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,254.786
49,2021-01-20 16:30:00,14.293,-7.637,75.707,2.37,2.234,14.035,0.0,787.229,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,258.366
50,2021-01-20 17:00:00,14.293,-7.638,76.656,2.348,0.0,0.014,0.0,787.159,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,261.947
51,2021-01-20 17:30:00,14.293,-7.635,76.18,2.479,0.0,0.007,0.0,787.225,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,258.56
52,2021-01-20 18:00:00,14.293,-7.633,75.704,2.611,0.0,0.0,0.0,787.291,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,255.174
53,2021-01-20 18:30:00,14.293,-7.66,76.267,2.804,0.0,0.0,0.0,787.175,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,260.109
54,2021-01-20 19:00:00,14.293,-7.687,76.83,2.997,0.0,0.0,0.0,787.059,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,265.044
55,2021-01-20 19:30:00,14.293,-7.642,77.602,3.095,0.0,0.0,0.0,786.954,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,263.766
56,2021-01-20 20:00:00,14.293,-7.598,78.374,3.194,0.0,0.0,0.0,786.848,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,262.489
57,2021-01-20 20:30:00,14.293,-7.608,77.992,3.18,0.0,0.0,0.0,786.673,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,267.113
58,2021-01-20 21:00:00,14.293,-7.618,77.61,3.166,0.0,0.0,0.0,786.498,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,271.737
59,2021-01-20 21:30:00,14.293,-7.578,77.437,2.911,0.0,0.0,0.0,786.569,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,269.774
60,2021-01-20 22:00:00,14.293,-7.539,77.263,2.657,0.0,0.0,0.0,786.639,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,267.811
61,2021-01-20 22:30:00,14.293,-7.488,77.506,2.872,0.0,0.0,0.0,786.5,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,269.914
62,2021-01-20 23:00:00,14.293,-7.438,77.748,3.088,0.0,0.0,0.0,786.362,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,272.016
63,2021-01-20 23:30:00,14.293,-7.382,77.795,3.266,0.0,0.0,0.0,785.81,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,270.444
64,2021-01-21 00:00:00,14.293,-7.326,77.841,3.445,0.0,0.0,0.0,785.259,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,268.873
65,2021-01-21 00:30:00,14.293,-7.318,78.43,3.481,0.0,0.0,0.0,785.079,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,270.038
66,2021-01-21 01:00:00,14.293,-7.31,79.019,3.518,0.0,0.0,0.0,784.898,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,271.204
67,2021-01-21 01:30:00,14.293,-7.336,79.599,3.689,0.0,0.0,0.0,784.72,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,266.906
68,2021-01-21 02:00:00,14.293,-7.361,80.18,3.861,0.0,0.0,0.0,784.542,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,262.607
69,2021-01-21 02:30:00,14.293,-7.334,79.674,3.96,0.0,0.0,0.0,784.56,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,264.961
70,2021-01-21 03:00:00,14.293,-7.306,79.167,4.059,0.0,0.0,0.0,784.579,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,267.315
71,2021-01-21 03:30:00,14.293,-7.371,78.624,4.048,0.0,0.0,0.0,784.515,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,265.729
72,2021-01-21 04:00:00,14.293,-7.435,78.082,4.036,0.0,0.0,0.0,784.451,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,264.143
73,2021-01-21 04:30:00,14.293,-7.425,77.647,3.906,0.0,0.0,0.0,784.544,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,268.979
74,2021-01-21 05:00:00,14.293,-7.416,77.212,3.776,0.0,0.0,0.0,784.636,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,273.815
75,2021-01-21 05:30:00,14.293,-7.389,77.184,3.604,0.0,0.0,0.0,784.748,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,273.454
76,2021-01-21 06:00:00,14.293,-7.362,77.155,3.432,0.0,0.0,0.0,784.859,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,273.094
77,2021-01-21 06:30:00,14.293,-7.327,77.641,3.331,0.0,0.0,0.0,784.894,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,274.81
78,2021-01-21 07:00:00,14.293,-7.292,78.127,3.23,0.0,0.0,0.0,784.929,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,276.527
79,2021-01-21 07:30:00,14.293,-7.202,78.322,3.076,1.766,10.78,0.0,784.887,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,275.772
80,2021-01-21 08:00:00,14.293,-7.113,78.517,2.922,3.532,21.56,0.0,784.845,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,275.017
81,2021-01-21 08:30:00,14.293,-7.037,78.998,2.362,7.084,47.16,0.0,784.838,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,271.143
82,2021-01-21 09:00:00,14.293,-6.96,79.478,1.802,10.636,72.761,0.0,784.831,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,267.269
83,2021-01-21 09:30:00,14.293,-6.862,79.197,1.754,17.098,98.147,0.0,785.024,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,272.261
84,2021-01-21 10:00:00,14.293,-6.763,78.915,1.707,23.559,123.533,0.0,785.216,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,277.253
85,2021-01-21 10:30:00,14.293,-6.67,77.71,2.056,31.623,132.356,0.0,785.017,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,276.497
86,2021-01-21 11:00:00,14.293,-6.577,76.504,2.406,39.687,141.18,0.0,784.819,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,275.741
87,2021-01-21 11:30:00,14.293,-6.531,77.185,2.513,46.279,147.486,0.0,784.638,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,274.648
88,2021-01-21 12:00:00,14.293,-6.486,77.866,2.62,52.871,153.793,0.0,784.456,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,273.555
89,2021-01-21 12:30:00,14.293,-6.477,78.225,2.573,43.742,157.838,0.0,784.112,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,275.48
90,2021-01-21 13:00:00,14.293,-6.468,78.585,2.527,34.613,161.882,0.0,783.767,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,277.405
91,2021-01-21 13:30:00,14.293,-6.511,79.153,2.667,38.415,133.2,0.0,783.55,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,273.66
92,2021-01-21 14:00:00,14.293,-6.553,79.722,2.807,42.216,104.517,0.0,783.334,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,269.915
93,2021-01-21 14:30:00,14.293,-6.576,80.856,2.865,31.492,90.635,0.0,783.324,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,273.109
94,2021-01-21 15:00:00,14.293,-6.599,81.99,2.922,20.769,76.753,0.0,783.315,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,276.303
95,2021-01-21 15:30:00,14.293,-6.598,82.367,2.863,11.622,47.793,0.0,783.244,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,280.902
96,2021-01-21 16:00:00,14.293,-6.597,82.744,2.804,2.476,18.833,0.0,783.172,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,285.501
97,2021-01-21 16:30:00,14.293,-6.604,82.655,2.872,1.238,9.434,0.0,783.004,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,287.852
98,2021-01-21 17:00:00,14.293,-6.611,82.566,2.939,0.0,0.036,0.0,782.836,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,290.204
99,2021-01-21 17:30:00,14.293,-6.583,82.653,2.99,0.0,0.018,0.0,782.766,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,289.542
100,2021-01-21 18:00:00,14.293,-6.554,82.74,3.041,0.0,0.0,0.0,782.696,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,288.88
101,2021-01-21 18:30:00,14.293,-6.518,81.668,3.074,0.0,0.0,0.0,782.5,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,290.914
102,2021-01-21 19:00:00,14.293,-6.481,80.595,3.108,0.0,0.0,0.0,782.303,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,292.948
103,2021-01-21 19:30:00,14.293,-6.51,80.851,3.126,0.0,0.0,0.0,781.971,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,291.95
104,2021-01-21 20:00:00,14.293,-6.539,81.107,3.144,0.0,0.0,0.0,781.639,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,290.952
105,2021-01-21 20:30:00,14.293,-6.523,81.088,3.16,0.0,0.0,0.0,781.46,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,292.376
106,2021-01-21 21:00:00,14.293,-6.506,81.068,3.176,0.0,0.0,0.0,781.281,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,293.801
107,2021-01-21 21:30:00,14.293,-6.464,80.758,3.106,0.0,0.0,0.0,781.268,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,291.572
108,2021-01-21 22:00:00,14.293,-6.421,80.449,3.036,0.0,0.0,0.0,781.256,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,289.344
109,2021-01-21 22:30:00,14.293,-6.43,81.257,3.179,0.0,0.0,0.0,780.938,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,289.35
110,2021-01-21 23:00:00,14.293,-6.439,82.065,3.322,0.0,0.0,0.0,780.619,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,289.356
111,2021-01-21 23:30:00,14.293,-6.443,82.782,2.706,0.0,0.0,0.0,780.115,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,290.731
112,2021-01-22 00:00:00,14.293,-6.446,83.498,2.09,0.0,0.0,0.0,779.611,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,292.106
113,2021-01-22 00:30:00,14.293,-6.482,83.179,2.078,0.0,0.0,0.0,779.415,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,291.951
114,2021-01-22 01:00:00,14.293,-6.519,82.861,2.067,0.0,0.0,0.0,779.219,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,291.796
115,2021-01-22 01:30:00,14.293,-6.494,83.433,1.855,0.0,0.0,0.0,779.049,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,292.953
116,2021-01-22 02:00:00,14.293,-6.469,84.005,1.644,0.0,0.0,0.0,778.878,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,294.111
117,2021-01-22 02:30:00,14.293,-6.472,83.86,1.779,0.0,0.0,0.0,778.844,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,293.352
118,2021-01-22 03:00:00,14.293,-6.474,83.715,1.914,0.0,0.0,0.0,778.811,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,292.594
119,2021-01-22 03:30:00,14.293,-6.47,83.647,1.846,0.0,0.0,0.0,778.7,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,291.88
120,2021-01-22 04:00:00,14.293,-6.466,83.58,1.779,0.0,0.0,0.0,778.588,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,291.166
121,2021-01-22 04:30:00,14.293,-6.465,83.686,2.106,0.0,0.0,0.0,778.459,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,290.265
122,2021-01-22 05:00:00,14.293,-6.464,83.792,2.434,0.0,0.0,0.0,778.331,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,289.364
123,2021-01-22 05:30:00,14.293,-6.476,84.051,2.499,0.0,0.0,0.0,778.17,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,286.894
124,2021-01-22 06:00:00,14.293,-6.488,84.31,2.564,0.0,0.0,0.0,778.01,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,284.423
125,2021-01-22 06:30:00,14.293,-6.461,83.945,2.766,0.0,0.004,0.0,777.956,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,280.464
126,2021-01-22 07:00:00,14.293,-6.435,83.58,2.969,0.0,0.007,0.0,777.902,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,276.505
127,2021-01-22 07:30:00,14.293,-6.446,83.362,2.744,3.203,12.086,0.0,777.906,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,269.226
128,2021-01-22 08:00:00,14.293,-6.457,83.145,2.52,6.406,24.166,0.0,777.909,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,261.947
129,2021-01-22 08:30:00,14.293,-6.362,81.783,2.514,12.052,49.19,0.0,777.85,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,269.544
130,2021-01-22 09:00:00,14.293,-6.268,80.421,2.509,17.698,74.215,0.0,777.791,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,277.142
131,2021-01-22 09:30:00,14.293,-6.284,79.387,2.586,25.944,111.033,0.0,777.904,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,278.284
132,2021-01-22 10:00:00,14.293,-6.3,78.353,2.664,34.191,147.851,0.0,778.016,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,279.426
133,2021-01-22 10:30:00,14.293,-6.214,77.509,2.449,65.055,161.79,0.0,777.66,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,274.876
134,2021-01-22 11:00:00,14.293,-6.128,76.665,2.235,95.919,175.729,0.0,777.304,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,270.326
135,2021-01-22 11:30:00,14.293,-6.094,76.012,2.469,101.413,181.712,0.0,776.678,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,263.335
136,2021-01-22 12:00:00,14.293,-6.059,75.358,2.702,106.907,187.694,0.0,776.052,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,256.343
137,2021-01-22 12:30:00,14.293,-6.095,76.267,2.78,89.58,174.459,0.0,775.468,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,262.198
138,2021-01-22 13:00:00,14.293,-6.131,77.176,2.858,72.252,161.224,0.0,774.885,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,268.053
139,2021-01-22 13:30:00,14.293,-6.122,79.191,2.719,41.713,137.579,0.0,774.552,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,277.744
140,2021-01-22 14:00:00,14.293,-6.113,81.205,2.579,11.174,113.934,0.0,774.22,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,287.436
141,2021-01-22 14:30:00,14.293,-6.128,82.477,2.427,8.245,94.495,0.0,774.044,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,288.33
142,2021-01-22 15:00:00,14.293,-6.144,83.749,2.274,5.316,75.056,0.0,773.868,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,289.224
143,2021-01-22 15:30:00,14.293,-6.19,84.648,2.339,3.736,49.62,0.0,773.487,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,289.408
144,2021-01-22 16:00:00,14.293,-6.237,85.547,2.404,2.156,24.185,0.0,773.106,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,289.593
145,2021-01-22 16:30:00,14.293,-6.33,85.974,2.757,1.078,12.153,0.0,772.706,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,285.359
146,2021-01-22 17:00:00,14.293,-6.423,86.402,3.111,0.0,0.121,0.0,772.306,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,281.125
147,2021-01-22 17:30:00,14.293,-6.45,86.629,2.814,0.0,0.06,0.0,771.975,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,281.308
148,2021-01-22 18:00:00,14.293,-6.476,86.855,2.516,0.0,0.0,0.0,771.644,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,281.49
149,2021-01-22 18:30:00,14.293,-6.478,86.979,2.445,0.0,0.0,0.0,771.178,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,285.036
150,2021-01-22 19:00:00,14.293,-6.479,87.103,2.374,0.0,0.0,0.0,770.713,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,288.581
151,2021-01-22 19:30:00,14.293,-6.48,87.706,2.367,0.0,0.0,0.0,770.388,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,292.365
152,2021-01-22 20:00:00,14.293,-6.481,88.31,2.36,0.0,0.0,0.001,770.064,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,296.149
153,2021-01-22 20:30:00,14.293,-6.452,87.672,2.331,0.0,0.0,0.001,769.792,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,295.109
154,2021-01-22 21:00:00,14.293,-6.423,87.034,2.302,0.0,0.0,0.001,769.521,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,294.069
155,2021-01-22 21:30:00,14.293,-6.411,87.376,2.266,0.0,0.0,0.001,769.67,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,294.836
156,2021-01-22 22:00:00,14.293,-6.398,87.718,2.23,0.0,0.0,0.001,769.818,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,295.603
157,2021-01-22 22:30:00,14.293,-6.396,87.165,2.305,0.0,0.0,0.0,769.704,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,294.378
158,2021-01-22 23:00:00,14.293,-6.394,86.611,2.381,0.0,0.0,0.0,769.591,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,293.153
159,2021-01-22 23:30:00,14.293,-6.433,85.831,2.08,0.0,0.0,0.0,769.368,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,293.74
160,2021-01-23 00:00:00,14.293,-6.473,85.05,1.779,0.0,0.0,0.0,769.146,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,294.328
161,2021-01-23 00:30:00,14.293,-6.524,84.383,1.869,0.0,0.0,0.0,769.202,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,294.01
162,2021-01-23 01:00:00,14.293,-6.576,83.716,1.96,0.0,0.0,0.0,769.259,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,293.691
163,2021-01-23 01:30:00,14.293,-6.565,83.754,2.22,0.0,0.0,0.0,769.019,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,293.034
164,2021-01-23 02:00:00,14.293,-6.553,83.792,2.481,0.0,0.0,0.0,768.779,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,292.378
165,2021-01-23 02:30:00,14.293,-6.62,83.205,2.795,0.0,0.0,0.0,769.084,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,286.796
166,2021-01-23 03:00:00,14.293,-6.686,82.618,3.109,0.0,0.0,0.001,769.388,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,281.214
167,2021-01-23 03:30:00,14.293,-6.792,80.814,3.518,0.0,0.0,0.001,769.589,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,280.314
168,2021-01-23 04:00:00,14.293,-6.899,79.01,3.927,0.0,0.0,0.001,769.789,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,279.414
169,2021-01-23 04:30:00,14.293,-6.964,78.041,3.719,0.0,0.0,0.0,770.11,T_aRHv_aPrecp_aSW_directSW_diffuseLW_in,278.59
