time,d2m,fdir,sp,ssrd,strd,t2m,tcc,tp,u10,v10
2021-01-01 00:00:00,260.88,0.125,78352.34,0.0,913928.8,263.2958,0.9905696,0.00016969582,-0.62888604,1.9867545
2021-01-01 01:00:00,261.03113,0.125,78350.98,0.0,918693.06,263.5605,0.97897243,0.00012494205,-0.7419401,2.0404985
2021-01-01 02:00:00,261.0373,0.125,78369.55,0.0,884726.7,263.34808,0.9791403,0.000101860845,-0.71355546,2.1004696
2021-01-01 03:00:00,261.31097,0.125,78364.86,0.0,897311.56,263.51273,1.0,8.0405036e-05,-0.6941708,2.0251706
2021-01-01 04:00:00,261.44205,0.125,78344.914,0.0,917588.7,263.43332,1.0,7.888791e-05,-0.6261861,1.9908739
2021-01-01 05:00:00,261.42355,0.125,78333.12,0.0,928106.06,263.56244,1.0,9.600911e-05,-0.59572446,1.8683453
2021-01-01 06:00:00,261.30405,0.125,78347.06,0.0,920773.44,263.32938,1.0,0.00011518947,-0.56027824,1.7918007
2021-01-01 07:00:00,261.28632,0.125,78378.34,0.0,910975.2,263.24026,0.995239,7.628719e-05,-0.6308245,1.7255069
2021-01-01 08:00:00,261.459,7938.125,78391.7,53433.0,912644.6,263.40942,0.9916378,7.173605e-05,-0.7295478,1.7172681
2021-01-01 09:00:00,261.92157,85548.875,78431.266,339095.88,912773.0,263.84586,0.986297,8.744863e-05,-0.7082939,1.5553654
2021-01-01 10:00:00,262.50674,237368.38,78395.164,697883.4,849399.0,264.39594,0.99819934,9.7743e-05,-0.4889012,1.4158801
2021-01-01 11:00:00,263.1428,275879.0,78386.69,887529.75,868160.8,265.13904,1.0,0.0001035945,-0.48723966,1.2290694
2021-01-01 12:00:00,263.1027,291165.25,78364.336,839629.94,852750.75,265.24814,1.0,0.00010987953,-0.72940934,0.98008424
2021-01-01 13:00:00,263.7742,145560.0,78320.93,827695.7,897953.7,265.74268,1.0,0.00013762037,-0.6802554,0.880356
2021-01-01 14:00:00,263.8189,46902.25,78340.29,526843.6,938302.44,265.6962,1.0,0.00014011282,-0.54297054,1.138059
2021-01-01 15:00:00,263.4527,3901.0,78360.3,198868.25,958142.9,265.35468,0.96197337,0.00014022109,-0.56048596,1.1027087
2021-01-01 16:00:00,263.80966,90.875,78379.0,47899.75,920259.75,266.05646,0.9934384,0.00015810085,-0.70954007,0.9842994
2021-01-01 17:00:00,263.61383,0.125,78407.086,0.0,938096.94,265.84857,0.9934384,0.00017045415,-0.7544709,1.1298202
2021-01-01 18:00:00,263.32626,0.125,78409.76,0.0,959195.94,265.41537,0.9904628,0.00016720337,-0.637263,1.2497623
2021-01-01 19:00:00,263.24377,0.125,78430.875,0.0,890865.0,265.41794,0.98313826,0.00014206325,-0.582986,1.2683475
2021-01-01 20:00:00,263.47122,0.125,78454.73,0.0,900188.1,265.6988,0.99192774,0.00018865918,-0.6554707,1.2756283
2021-01-01 21:00:00,263.53058,0.125,78457.53,0.0,914481.0,265.78467,0.99560523,0.00020274636,-0.82633257,1.3373238
2021-01-01 22:00:00,263.482,0.125,78465.22,0.0,878241.56,265.86987,0.993881,0.00018150732,-0.32364708,0.3788411
2021-01-01 23:00:00,263.24686,0.125,78474.99,0.0,903026.1,265.62195,0.9889674,8.8857254e-05,-0.5228936,0.4349801
2021-01-02 00:00:00,263.38486,0.125,78503.87,0.0,909562.6,265.67297,0.993881,0.000117789954,-0.642663,0.8257498
