time,d2m,fdir,sp,ssrd,strd,t2m,tcc,tp,u10,v10
2022-01-01 00:00:00,264.4365,0.0,80826.055,0.0625,798910.5,275.67462,0.0,0.0,0.6907561,-0.379998
2022-01-01 01:00:00,265.02075,0.0,80814.83,0.0625,791857.4,275.36975,0.0,0.0,0.757004,-0.35798538
2022-01-01 02:00:00,265.01797,0.0,80801.85,0.0625,787867.6,274.80527,0.0,0.0,0.7236091,-0.20856193
2022-01-01 03:00:00,265.12076,0.0,80797.63,0.0625,785981.2,274.74088,0.0,0.0,0.7708039,-0.27299625
2022-01-01 04:00:00,265.0144,0.0,80797.37,0.0625,785430.3,275.15353,0.0,0.0,0.77559847,-0.31315833
2022-01-01 05:00:00,264.50922,0.0,80776.484,0.0625,784720.8,274.01797,0.0,0.0,0.61854625,-0.28305498
2022-01-01 06:00:00,264.28705,0.0,80795.8,0.0625,782525.6,273.3834,0.021393806,0.0,0.6464796,-0.23283413
2022-01-01 07:00:00,263.89493,,80819.63,,,273.2579,0.23099813,,0.68587816,-0.24216399
2022-01-01 08:00:00,263.7704,,80848.37,,,273.5535,0.2718783,,0.6782069,-0.22139049
2022-01-01 09:00:00,263.97675,,80851.875,,,274.0952,0.28295666,,0.6300948,-0.16162111
2022-01-01 10:00:00,264.02972,,80873.38,,,274.30963,0.21348023,,0.47525227,-0.13647422
2022-01-01 11:00:00,265.19388,,80864.31,,,274.964,0.40553614,,0.40091616,-0.20659393
2022-01-01 12:00:00,265.92322,,80812.81,,,275.62402,0.40202647,,0.3879501,-0.1277275
2022-01-01 13:00:00,265.37613,,80785.06,,,276.38196,0.30688357,,0.42005262,-0.24668312
2022-01-01 14:00:00,263.93445,,80744.875,,,276.90784,0.10310835,,0.41767618,-0.19981518
2022-01-01 15:00:00,263.0897,,80725.484,,,275.7938,0.008942068,,0.42743203,-0.07262303
2022-01-01 16:00:00,263.32806,,80726.56,,,274.2258,0.0,,0.44886148,-0.14631431
2022-01-01 17:00:00,262.57816,,80726.56,,,273.57596,0.0,,0.44623494,-0.29923645
2022-01-01 18:00:00,262.48605,,80718.88,,,273.47174,0.0,,0.33295888,-0.3114819
2022-01-01 19:00:00,262.57382,,80736.8,,,273.0989,0.035463065,,0.24190444,-0.16694203
2022-01-01 20:00:00,262.37537,,80736.88,,,273.1444,0.1413944,,0.21697286,0.036711194
2022-01-01 21:00:00,262.32635,,80704.016,,,272.4224,0.010284901,,0.054208875,0.40188754
2022-01-01 22:00:00,263.0952,,80677.89,,,273.4298,0.22330734,,0.27213085,0.47791126
2022-01-01 23:00:00,263.34586,,80649.06,,,273.63403,0.6629484,,0.19470957,0.4229526
2022-01-02 00:00:00,263.4,,80607.305,,,273.82092,0.75812185,,0.09898567,0.36937883
2022-01-02 01:00:00,263.181,,80596.58,,,273.62717,0.82993305,,0.16394114,0.20231612
2022-01-02 02:00:00,263.07388,,80580.55,,,273.1022,0.54805976,,0.1761151,0.28460836
2022-01-02 03:00:00,262.7118,,80530.89,,,272.5871,0.10637388,,0.30131495,0.3701806
2022-01-02 04:00:00,262.83392,,80483.38,,,272.72546,0.03993407,,0.34142226,0.5260912
2022-01-02 05:00:00,262.9952,,80446.3,,,272.50595,0.51134545,,0.28730658,0.4811184
2022-01-02 06:00:00,262.8699,,80420.88,,,271.95343,0.91933835,,0.16990304,0.41318542
2022-01-02 07:00:00,263.06793,,80435.93,,,271.61414,0.93331605,,0.23869419,0.30013382
2022-01-02 08:00:00,263.11102,,80427.62,,,272.01694,0.8348008,,0.27017134,0.23730306
2022-01-02 09:00:00,263.73245,,80444.95,,,272.96265,0.92600673,,0.37906978,0.10500865
2022-01-02 10:00:00,266.19638,,80475.89,,,272.83356,0.63485575,,0.6445618,-0.045508146
2022-01-02 11:00:00,267.45303,,80453.88,,,274.34558,0.7324554,,0.32024294,-0.35696492
2022-01-02 12:00:00,265.90463,,80414.33,,,276.99707,0.9883875,,0.55429953,-0.37402108
2022-01-02 13:00:00,265.71686,,80328.75,,,276.94345,0.6318496,,0.5341625,0.15887398
2022-01-02 14:00:00,265.74652,,80302.445,,,276.37866,0.064593405,,0.795944,0.095387235
2022-01-02 15:00:00,265.47296,,80319.01,,,275.7965,0.97688186,,1.0668559,0.17228565
2022-01-02 16:00:00,265.46863,,80355.336,,,276.31128,0.96682584,,0.94624215,-0.2420182
2022-01-02 17:00:00,265.32077,,80312.766,,,276.06033,0.675507,,0.8669448,-0.11963676
2022-01-02 18:00:00,265.5805,,80342.49,,,276.00403,0.8477866,,0.8206671,-0.03763608
2022-01-02 19:00:00,265.8513,,80277.61,,,275.99866,0.96819925,,0.57948124,0.15632284
2022-01-02 20:00:00,265.69473,,80282.1,,,275.82166,0.9777822,,1.5219197,-0.3086392
2022-01-02 21:00:00,265.7489,,80309.266,,,275.5707,0.9634688,,1.1715019,0.19386093
2022-01-02 22:00:00,267.0443,,80277.7,,,274.6726,0.83338165,,0.8636928,0.53126633
