,time,ghi,sea,temp,RH,wind,ppt,Discharge,alb,vp_a,LW_in,SW_global,press,SW_direct,SW_diffuse,T_F,e_a,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,rain2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,rho_air,s_cone,vp_ice,Qr
0,2019-06-23 00:00:00,0.0,0.0,8.03,8.243,1.38,0.0,1000000,0.85,0.0,0.0,0.0,626.352,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.005,,
1,2019-06-23 01:00:00,0.0,0.0,7.045,8.923,1.276,0.0,1000000,0.845,0.897,192.427,0.0,626.352,0.0,0.0,0.0,0.551,0.0,0.0,0.0007957647684620392,4801.4007722364,5.235987755982989,22.65576318238026,0.0,0.0,-2.13611981978567,0.0,-143.31745845505154,0.0,-113.74086980679894,27.474098453650658,-57.05068710190325,0.0,0.0,0.0,314.1631923252528,0.04999999999999999,9.999999999999998,0.0,0.0,0.0,0.0,0.0,59999707.88431315,292.1156868491971,-57.05068710190325,,-86.26677135314829,4801.4007722364,1.0,917.0,0.005,6.112911778902558,0.0
2,2019-06-23 02:00:00,0.0,0.0,6.115,9.686,1.188,0.0,1000000,0.839,0.913,190.464,0.0,626.352,0.0,0.0,0.0,0.552,-2.13611981978567,0.0,0.0007957647684620394,5070.860695903218,5.529837182010052,17.64074788547685,22.65576318238026,0.0,0.5323030197118462,59999707.88431315,-118.66966862230363,0.0,-106.23831153546189,29.958572299282014,-42.83413766507166,0.0,0.4442082789478999,0.0,325.8100295991386,0.05091838005735932,10.183676011471864,0.0,0.0,0.0,0.0,0.0009353400818605167,59999533.34016317,466.6598368293174,14.216549436831599,,-132.88621805913525,60004801.40077224,1.0,917.0,0.005,5.119235842090063,0.0
3,2019-06-23 03:00:00,0.0,0.0,5.087,10.666,0.977,0.0,1000000,0.834,0.936,188.446,0.0,626.352,0.0,0.0,0.0,0.555,-1.6038168000738238,-0.048997451093206086,0.0008662268534442969,5519.879784847058,6.019498129604207,15.231174034582056,40.29651106785711,0.0,0.2190707286121029,119999241.22447632,-127.2756247845076,0.0,-110.59422060061243,19.978619736540846,-36.983278796822844,0.0,0.32325487638682304,0.0,325.81078276542826,0.05542714612192964,10.183676011471864,0.0,0.0,0.0,0.0,0.0015029032353503996,59999532.495335795,467.5046642052958,5.850858868248814,,-133.1264836527564,120004801.40077224,1.0,917.0,0.005,5.352018458078681,0.0
4,2019-06-23 04:00:00,0.0,0.0,3.978,11.788,0.755,0.0,1000000,0.829,0.958,186.159,0.0,626.352,0.0,0.0,0.0,0.557,-1.3847460714617208,-0.08175300810847952,0.0009371991186096352,5972.153275017771,6.512708042549368,11.977020000970773,55.527685102439165,0.0,0.2958549949677874,179998773.71981212,-130.2810671970762,0.0,-113.84739552732293,12.377184187287522,-29.081694536846292,0.0,0.270838679805513,0.0,325.81160594899444,0.059968590827950856,10.183676011471864,0.0,0.0,0.0,0.0,0.0015137924802821963,59999514.73819848,485.2618015204941,7.901584259976552,,-138.18265145705274,180004801.40077224,1.0,917.0,0.005442744452935386,5.450591165170119,0.0
5,2019-06-23 05:00:00,0.0,0.0,2.989,12.869,0.531,0.0,1000000,0.824,0.975,184.08,0.0,626.352,0.0,0.0,0.0,0.558,-1.0888910764939335,-0.10711891322911317,0.0010114679463376968,6445.438056537295,7.028831032210791,8.648172186623155,67.50470510340993,0.0,0.3026445294916907,239998288.4580106,-131.4088240839694,0.0,-117.23492829529098,6.62085954913449,-20.998777934880774,0.0,0.20402259706787668,0.0,325.8125367512487,0.06472101764974171,10.183676011471864,0.0,0.0,0.0,0.0,0.001584114808182189,59999510.13961557,489.8603844294447,8.082916601965515,,-139.4917406859349,240004801.40077224,1.0,917.0,0.00588869782978136,5.586339290405521,0.0
6,2019-06-23 06:00:00,0.0,0.0,2.227,13.727,0.378,0.0,1000000,0.819,0.985,182.398,0.0,626.352,0.0,0.0,0.0,0.559,-0.7862465470022428,-0.12482398510202121,0.0010869800851495224,6926.650268780117,7.553598984493039,6.33410274339836,76.15287729003309,0.0,0.2103848822410884,299997798.5976262,-132.01892678430346,0.0,-120.25991468030847,3.4834672131590336,-15.379897394316629,0.0,0.13741807716260437,0.0,325.81355588715,0.06955304672342903,10.183676011471864,0.0,0.0,0.0,0.0,0.0016106438306973379,59999516.64865765,483.35134234877825,5.618880540564149,,-137.6378073248676,300004801.4007722,1.0,917.0,0.00635536888416656,5.728382959762306,0.0
7,2019-06-23 07:00:00,0.0,0.0,1.366,14.202,0.339,0.0,1000000,0.814,0.958,179.498,0.0,626.352,0.0,0.0,0.0,0.557,-0.5758616647611544,-0.13592068464143456,0.0011618332217016214,7403.667508385497,8.07379226650545,5.834881185554139,82.48698003343145,0.0,0.04538823163675869,359997315.2462839,-136.15869245576866,0.0,-124.0961400668267,2.013751799180727,-14.16768552434894,0.0,0.09138133622624839,0.0,325.81463852877107,0.07434295253168016,10.183676011471864,0.0,0.0,0.0,0.0,0.0015965980316441674,59999517.58435469,482.41564531178636,1.2122118699676872,,-137.37090432573635,360004801.4007722,1.0,917.0,0.006829856590594384,5.829055364632889,0.0
8,2019-06-23 08:00:00,0.0,0.0,0.742,15.077,0.321,0.0,1000000,0.809,0.972,178.307,0.0,626.352,0.0,0.0,0.0,0.559,-0.5304734331243958,-0.1428244378903844,0.0012366170969524402,7880.24827251173,8.593509566534056,5.535374923650851,88.32186121898559,0.0,0.027231147785389147,419996832.8306386,-137.59950186197605,0.0,-125.48940493944079,1.2498085381787114,-13.440406240977188,0.0,0.08050078026321299,0.0,325.8157921532901,0.07912847552887302,10.183676011471864,0.0,0.0,0.0,0.0,0.001595131828254895,59999514.22581081,485.7741891903911,0.7272792833717538,,-138.3267811453478,420004801.4007722,1.0,917.0000000000001,0.007300207945336553,5.850984550031218,0.0
9,2019-06-23 09:00:00,41.343,0.071,0.302,15.618,0.404,0.0,1000000,0.804,0.976,177.292,41.343,626.352,33.074,8.269,0.0,0.559,-0.5032422853390066,-0.14853838729154448,0.03677764513606641,8360.48708677847,9.117216016116107,6.9814266801841365,93.85723614263644,0.0,-0.13146373656255878,479996347.0564494,-140.6488845633364,1.8591352317051306,-126.62580437832688,0.9956331034847256,-16.951490418188797,0.0,0.07364189798943759,0.0,325.8170274027945,0.08395073035493937,10.183676011471864,0.0,0.0,0.0,0.0,0.001607369753690934,59999518.3994321,481.6005679009399,-3.5110841772116093,,-137.13780038612478,480004801.4007722,1.0,917.0,0.007770128923949972,5.864177233581077,0.0
10,2019-06-23 10:00:00,214.557,0.259,-0.059,15.898,0.386,0.001,1000000,0.85,0.968,176.178,214.557,626.352,171.645,42.911,0.0,0.559,-0.6347060219015654,-0.15346525884493945,0.12939236347098684,8835.106227999226,9.634794141765786,6.596300269652863,100.83866282282058,0.0,0.03501557380825686,539995865.4558815,-132.6221249491779,9.768082834196633,-127.15406065075513,0.6802708822836232,-16.016307603758055,0.0,0.09988958885503221,0.0,325.8183199680278,0.0887165559739907,10.183676011471864,0.0,0.32580595705012877,0.0,0.0,0.0015885545632021816,59999530.97154645,469.02845355080996,0.9351828144307461,,-133.55730776360866,540004801.4007722,1.0,917.0,0.008243656834758811,5.800736338415348,-0.0
11,2019-06-23 11:00:00,380.072,0.423,-0.436,16.167,0.33,0.0,1000000,0.848,0.957,174.975,380.072,626.352,304.058,76.014,0.0,0.558,-0.5996904480933086,-0.15978920291468485,0.20657087031556978,9297.864187237434,10.140159877161354,5.673151057782645,107.43496309247344,0.0,0.08389176616257189,599995396.4274279,-120.92990523029515,21.101175904334557,-128.51299161944982,0.1653987701075835,-13.774776397762698,0.0,0.09128811247521935,0.0,325.81965087669664,0.09336993070020369,10.183676011471864,0.0,0.0,0.0,0.0,0.0015510660525324628,59999567.44703719,432.5529628103895,2.240390216154138,,-123.17029544644929,600004801.7265781,1.0,916.9346736020386,0.008711643602374222,5.817572553095196,-0.0
12,2019-06-23 12:00:00,506.948,0.55,-0.559,16.56,0.23,0.001,1000000,0.85,0.972,175.047,506.948,626.352,405.559,101.39,0.0,0.559,-0.5157986819307367,-0.1652809733346389,0.2626326762793698,9724.74399899004,10.605677610948137,3.975692919389001,113.10811415025609,0.0,0.15433419266998719,659994963.8744651,-107.24027288908707,31.185456833877744,-128.81482206767865,-0.030431167493794535,-9.653200532700664,0.0,0.07272404490829781,0.0,325.8209370291074,0.09765638762691198,10.183676011471864,0.0,0.32580595705012877,0.0,0.0,0.001428758923945178,59999608.91458238,391.08541762306726,4.121619011435275,,-111.36189190052234,660004801.7265781,1.0,916.9375456926281,0.009168588100703803,5.858090669299961,-0.0
13,2019-06-23 13:00:00,580.097,0.627,2.187,14.987,0.501,0.0,1000000,0.848,1.072,184.522,580.097,626.352,464.078,116.019,0.0,0.566,-0.3614644892607496,-0.16946392558961107,0.29462960172579605,10112.17952965077,11.02890331391387,8.618000299780112,117.08380706964509,0.0,-0.4221185000621254,719994572.7890475,-98.58438755891598,38.41801767907501,-120.02845327715448,3.9111193346148556,-20.924899238158343,0.0,0.039827942706989417,0.0,325.82215642320034,0.10155342229255453,10.183676011471864,0.0,0.0,0.0,0.0,0.0012989518317170787,59999693.37257865,306.62742134796326,-11.272305806428072,,-87.3120817524879,720004802.052384,1.0,916.8798784275697,0.009589502603667135,5.933303159312159,0.0
14,2019-06-23 14:00:00,591.898,0.639,5.419,10.827,1.538,0.0,1000000,0.843,0.973,190.348,591.898,626.352,473.518,118.38,0.0,0.557,-0.783582989322875,-0.17166699300123875,0.2994922518608047,10410.188950698952,11.353885616284447,25.891509196145485,125.7018073694252,0.0,-1.5705604086701126,779994266.1616261,-104.98199482954634,40.85061062231006,-112.32175412117653,29.227816122183974,-62.86558266795591,0.0,0.12691521509207493,0.0,325.8231251381833,0.10454583813399272,10.183676011471864,0.0,0.0,0.0,0.0,0.0009974223543854624,59999778.60708052,221.3929194789801,-41.940603656703715,,-63.04139117284262,780004802.052384,1.0,916.8833738969514,0.009972177254868975,5.729647551383423,0.0
15,2019-06-23 15:00:00,541.166,0.586,7.423,9.292,2.331,0.0,1000000,0.838,0.959,195.274,541.166,626.352,432.933,108.233,0.0,0.556,-2.3541433979929876,-0.1784863127290943,0.2778880614001597,10605.690360981785,11.567079197277796,33.56164848827589,151.5933165655707,0.0,-2.79550181894493,839994044.7687066,-74.65191408939059,37.023465757957176,-100.47470603584179,69.83693839144415,-81.48881386022235,0.0,0.45120165727221945,0.0,325.82377590896544,0.10650891072103458,10.183676011471864,0.0,0.0,0.0,0.0,0.0006543230499766754,60000000.0,0.0,-74.65191408939059,0.0,,840004802.052384,0.0,916.8857738501295,0.01026602162286215,5.026584651868166,0.0
16,2019-06-23 16:00:00,433.075,0.476,9.069,8.344,2.998,0.0,1000000,0.833,0.963,199.851,433.075,626.352,346.46,86.615,0.0,0.556,-5.149645216937918,-0.20228311408170518,0.23055386350514703,10572.12871249351,11.53047523913441,32.20362026345283,185.15496505384658,0.0,-0.06800037282482221,899994044.7687066,-1.8159022311353967,27.804279488848874,-83.87312738379336,130.6233386555272,-77.39124162293292,0.0,1.020848631214818,0.0,329.19282950063314,0.10508506074627114,10.236200994575112,0.0,0.0,0.0,0.0,-0.00011234280875074453,60000000.0,0.0,-1.8159022311353965,0.0,,900004802.052384,0.0,916.8857738501295,0.01026602162286215,3.9665928576912926,0.0
17,2019-06-23 17:00:00,279.647,0.324,10.335,7.2,3.325,0.0,1000000,0.828,0.904,201.526,279.647,626.352,223.718,55.929,0.0,0.55,-5.21764558976274,-0.2568530377150992,0.16072089492946262,10539.925092230056,11.495352412298274,36.070449834386,217.3585853172994,0.0,0.24418673011236747,959994044.7687066,6.520835248462692,15.804247033554681,-81.91027694899026,158.46262964650143,-86.86042584028245,0.0,1.024661357679296,0.0,328.5239897307175,0.10497825282337009,10.225796971787629,0.0,0.0,0.0,0.0,-0.00010669377850487912,60000000.0,0.0,6.520835248462689,0.0,,960004802.052384,0.0,916.8857738501295,0.01026602162286215,3.9435632268897454,0.0
