Latitude,Longitude,Value,dataDate,shortName,validityTime
46.640,7.240,0.0000000000e+00,20181231,fdir,600
46.640,7.240,-6.3646000624e-01,20190101,10u,700
46.640,7.240,5.6522566080e-01,20190101,10v,700
46.640,7.240,2.6859936523e+02,20190101,2d,700
46.640,7.240,2.7119384766e+02,20190101,2t,700
46.640,7.240,9.0430625000e+04,20190101,sp,700
46.640,7.240,0.0000000000e+00,20190101,ssrd,700
46.640,7.240,9.5603768750e+05,20190101,strd,700
46.640,7.240,6.7234474421e-01,20190101,tcc,700
46.640,7.240,3.8224779786e-08,20190101,tp,700
46.640,7.240,0.0000000000e+00,20190101,fdir,700
46.640,7.240,-5.5777674913e-01,20190101,10u,800
46.640,7.240,6.4967095852e-01,20190101,10v,800
46.640,7.240,2.6863159180e+02,20190101,2d,800
46.640,7.240,2.7137817383e+02,20190101,2t,800
46.640,7.240,9.0430000000e+04,20190101,sp,800
46.640,7.240,4.7682410156e+04,20190101,ssrd,800
46.640,7.240,9.1576150000e+05,20190101,strd,800
46.640,7.240,6.4014071226e-01,20190101,tcc,800
46.640,7.240,3.8224779786e-08,20190101,tp,800
46.640,7.240,1.8237375000e+04,20190101,fdir,800
46.640,7.240,-2.4926054478e-01,20190101,10u,900
46.640,7.240,7.6345193386e-01,20190101,10v,900
46.640,7.240,2.6982617188e+02,20190101,2d,900
46.640,7.240,2.7312988281e+02,20190101,2t,900
46.640,7.240,9.0435750000e+04,20190101,sp,900
46.640,7.240,3.1062906250e+05,20190101,ssrd,900
46.640,7.240,9.1845218750e+05,20190101,strd,900
46.640,7.240,5.4655528069e-01,20190101,tcc,900
46.640,7.240,0.0000000000e+00,20190101,tp,900
46.640,7.240,1.3313731250e+05,20190101,fdir,900
46.640,7.240,-2.5841534138e-01,20190101,10u,1000
46.640,7.240,4.9091595411e-01,20190101,10v,1000
46.640,7.240,2.7035473633e+02,20190101,2d,1000
46.640,7.240,2.7424707031e+02,20190101,2t,1000
46.640,7.240,9.0432937500e+04,20190101,sp,1000
46.640,7.240,6.5969168750e+05,20190101,ssrd,1000
46.640,7.240,9.1735831250e+05,20190101,strd,1000
46.640,7.240,6.2968677282e-01,20190101,tcc,1000
46.640,7.240,0.0000000000e+00,20190101,tp,1000
46.640,7.240,3.8134318750e+05,20190101,fdir,1000
46.640,7.240,1.7823207378e-01,20190101,10u,1100
46.640,7.240,-2.2567451000e-01,20190101,10v,1100
46.640,7.240,2.7208154297e+02,20190101,2d,1100
46.640,7.240,2.7607885742e+02,20190101,2t,1100
46.640,7.240,9.0384187500e+04,20190101,sp,1100
46.640,7.240,9.8558075000e+05,20190101,ssrd,1100
46.640,7.240,8.4989118750e+05,20190101,strd,1100
46.640,7.240,2.6998829842e-01,20190101,tcc,1100
46.640,7.240,0.0000000000e+00,20190101,tp,1100
46.640,7.240,7.2318431250e+05,20190101,fdir,1100
46.640,7.240,4.2880463600e-01,20190101,10u,1200
46.640,7.240,-4.2074656487e-01,20190101,10v,1200
46.640,7.240,2.7311767578e+02,20190101,2d,1200
46.640,7.240,2.7639355469e+02,20190101,2t,1200
46.640,7.240,9.0347812500e+04,20190101,sp,1200
46.640,7.240,1.0764560000e+06,20190101,ssrd,1200
46.640,7.240,8.7852406250e+05,20190101,strd,1200
46.640,7.240,8.8437616825e-02,20190101,tcc,1200
46.640,7.240,3.8224779786e-08,20190101,tp,1200
46.640,7.240,7.6640643750e+05,20190101,fdir,1200
46.640,7.240,4.1600525379e-01,20190101,10u,1300
46.640,7.240,-4.8142421246e-01,20190101,10v,1300
46.640,7.240,2.7316870117e+02,20190101,2d,1300
46.640,7.240,2.7673925781e+02,20190101,2t,1300
46.640,7.240,9.0326750000e+04,20190101,sp,1300
46.640,7.240,9.9683168750e+05,20190101,ssrd,1300
46.640,7.240,8.8425725000e+05,20190101,strd,1300
46.640,7.240,8.9151501656e-02,20190101,tcc,1300
46.640,7.240,1.5289907651e-07,20190101,tp,1300
46.640,7.240,7.5766137500e+05,20190101,fdir,1300
46.640,7.240,2.8936636448e-01,20190101,10u,1400
46.640,7.240,-6.3869935274e-01,20190101,10v,1400
46.640,7.240,2.7351757812e+02,20190101,2d,1400
46.640,7.240,2.7676733398e+02,20190101,2t,1400
46.640,7.240,9.0351062500e+04,20190101,sp,1400
46.640,7.240,8.1262931250e+05,20190101,ssrd,1400
46.640,7.240,8.6752262500e+05,20190101,strd,1400
46.640,7.240,1.3011848927e-01,20190101,tcc,1400
46.640,7.240,3.8224779786e-08,20190101,tp,1400
46.640,7.240,5.8763556250e+05,20190101,fdir,1400
46.640,7.240,1.5889561176e-01,20190101,10u,1500
46.640,7.240,-2.0683139563e-01,20190101,10v,1500
46.640,7.240,2.7340478516e+02,20190101,2d,1500
46.640,7.240,2.7597265625e+02,20190101,2t,1500
46.640,7.240,9.0348750000e+04,20190101,sp,1500
46.640,7.240,4.5500381250e+05,20190101,ssrd,1500
46.640,7.240,8.4854731250e+05,20190101,strd,1500
46.640,7.240,1.5825945139e-01,20190101,tcc,1500
46.640,7.240,0.0000000000e+00,20190101,tp,1500
46.640,7.240,3.0257106250e+05,20190101,fdir,1500
46.640,7.240,4.6119636297e-01,20190101,10u,1600
46.640,7.240,-3.8639688492e-01,20190101,10v,1600
46.640,7.240,2.7264794922e+02,20190101,2d,1600
46.640,7.240,2.7465209961e+02,20190101,2t,1600
46.640,7.240,9.0337562500e+04,20190101,sp,1600
46.640,7.240,9.5529875000e+04,20190101,ssrd,1600
46.640,7.240,8.5122187500e+05,20190101,strd,1600
46.640,7.240,6.3551247120e-02,20190101,tcc,1600
46.640,7.240,0.0000000000e+00,20190101,tp,1600
46.640,7.240,4.8717449219e+04,20190101,fdir,1600
46.640,7.240,1.7443406582e-01,20190101,10u,1700
46.640,7.240,-5.3139066696e-01,20190101,10v,1700
46.640,7.240,2.7204467773e+02,20190101,2d,1700
46.640,7.240,2.7399609375e+02,20190101,2t,1700
46.640,7.240,9.0354437500e+04,20190101,sp,1700
46.640,7.240,0.0000000000e+00,20190101,ssrd,1700
46.640,7.240,8.2311093750e+05,20190101,strd,1700
46.640,7.240,1.0453474522e-01,20190101,tcc,1700
46.640,7.240,7.6449509834e-08,20190101,tp,1700
46.640,7.240,0.0000000000e+00,20190101,fdir,1700
46.640,7.240,1.7668966204e-02,20190101,10u,1800
46.640,7.240,-4.3246757239e-02,20190101,10v,1800
46.640,7.240,2.7183325195e+02,20190101,2d,1800
46.640,7.240,2.7385571289e+02,20190101,2t,1800
46.640,7.240,9.0364625000e+04,20190101,sp,1800
46.640,7.240,0.0000000000e+00,20190101,ssrd,1800
46.640,7.240,8.5558131250e+05,20190101,strd,1800
46.640,7.240,1.0547029972e-01,20190101,tcc,1800
46.640,7.240,0.0000000000e+00,20190101,tp,1800
46.640,7.240,0.0000000000e+00,20190101,fdir,1800
46.640,7.240,1.2610214949e-01,20190101,10u,1900
46.640,7.240,-2.7204625309e-02,20190101,10v,1900
46.640,7.240,2.7132617188e+02,20190101,2d,1900
46.640,7.240,2.7344140625e+02,20190101,2t,1900
46.640,7.240,9.0378375000e+04,20190101,sp,1900
46.640,7.240,0.0000000000e+00,20190101,ssrd,1900
46.640,7.240,8.8029400000e+05,20190101,strd,1900
46.640,7.240,1.4922004938e-01,20190101,tcc,1900
46.640,7.240,3.8224779786e-08,20190101,tp,1900
46.640,7.240,0.0000000000e+00,20190101,fdir,1900
46.640,7.240,1.3934880495e-01,20190101,10u,2000
46.640,7.240,5.2140124142e-02,20190101,10v,2000
46.640,7.240,2.7114086914e+02,20190101,2d,2000
46.640,7.240,2.7305834961e+02,20190101,2t,2000
46.640,7.240,9.0381000000e+04,20190101,sp,2000
46.640,7.240,0.0000000000e+00,20190101,ssrd,2000
46.640,7.240,8.8913662500e+05,20190101,strd,2000
46.640,7.240,1.5524429083e-01,20190101,tcc,2000
46.640,7.240,3.8224779786e-08,20190101,tp,2000
46.640,7.240,0.0000000000e+00,20190101,fdir,2000
46.640,7.240,1.6288661957e-01,20190101,10u,2100
46.640,7.240,-2.6387705002e-03,20190101,10v,2100
46.640,7.240,2.7093652344e+02,20190101,2d,2100
46.640,7.240,2.7284057617e+02,20190101,2t,2100
46.640,7.240,9.0356937500e+04,20190101,sp,2100
46.640,7.240,0.0000000000e+00,20190101,ssrd,2100
46.640,7.240,8.9947493750e+05,20190101,strd,2100
46.640,7.240,4.1582369804e-01,20190101,tcc,2100
46.640,7.240,6.8682214760e-07,20190101,tp,2100
46.640,7.240,0.0000000000e+00,20190101,fdir,2100
46.640,7.240,2.9220956564e-01,20190101,10u,2200
46.640,7.240,-1.0739231110e+00,20190101,10v,2200
46.640,7.240,2.7085595703e+02,20190101,2d,2200
46.640,7.240,2.7260522461e+02,20190101,2t,2200
46.640,7.240,9.0378875000e+04,20190101,sp,2200
46.640,7.240,0.0000000000e+00,20190101,ssrd,2200
46.640,7.240,9.1463962500e+05,20190101,strd,2200
46.640,7.240,6.1470085382e-01,20190101,tcc,2200
46.640,7.240,2.3978354875e-05,20190101,tp,2200
46.640,7.240,0.0000000000e+00,20190101,fdir,2200
46.640,7.240,4.1197657585e-01,20190101,10u,2300
46.640,7.240,-5.6751853228e-01,20190101,10v,2300
46.640,7.240,2.7112792969e+02,20190101,2d,2300
46.640,7.240,2.7276416016e+02,20190101,2t,2300
46.640,7.240,9.0333750000e+04,20190101,sp,2300
46.640,7.240,0.0000000000e+00,20190101,ssrd,2300
46.640,7.240,9.7236668750e+05,20190101,strd,2300
46.640,7.240,7.7251917124e-01,20190101,tcc,2300
46.640,7.240,1.5890182112e-05,20190101,tp,2300
46.640,7.240,0.0000000000e+00,20190101,fdir,2300
46.640,7.240,4.7002464533e-01,20190102,10u,0
46.640,7.240,-9.3058621883e-01,20190102,10v,0
46.640,7.240,2.7148364258e+02,20190102,2d,0
46.640,7.240,2.7301489258e+02,20190102,2t,0
46.640,7.240,9.0337812500e+04,20190102,sp,0
46.640,7.240,0.0000000000e+00,20190101,ssrd,0
46.640,7.240,9.6777456250e+05,20190101,strd,0
46.640,7.240,7.5534754992e-01,20190102,tcc,0
46.640,7.240,2.6609224733e-05,20190101,tp,0
46.640,7.240,0.0000000000e+00,20190101,fdir,0
46.640,7.240,4.5216929913e-01,20190102,10u,100
46.640,7.240,-3.4963303804e-01,20190102,10v,100
46.640,7.240,2.7169311523e+02,20190102,2d,100
46.640,7.240,2.7292138672e+02,20190102,2t,100
46.640,7.240,9.0335500000e+04,20190102,sp,100
46.640,7.240,0.0000000000e+00,20190101,ssrd,100
46.640,7.240,9.8508743750e+05,20190101,strd,100
46.640,7.240,8.4837317467e-01,20190102,tcc,100
46.640,7.240,5.6380828028e-05,20190101,tp,100
46.640,7.240,0.0000000000e+00,20190101,fdir,100
46.640,7.240,1.9077414274e-01,20190102,10u,200
46.640,7.240,6.7300379276e-02,20190102,10v,200
46.640,7.240,2.7158081055e+02,20190102,2d,200
46.640,7.240,2.7272998047e+02,20190102,2t,200
46.640,7.240,9.0328062500e+04,20190102,sp,200
46.640,7.240,0.0000000000e+00,20190101,ssrd,200
46.640,7.240,9.8770262500e+05,20190101,strd,200
46.640,7.240,9.6391677856e-01,20190102,tcc,200
46.640,7.240,6.8032401032e-05,20190101,tp,200
46.640,7.240,0.0000000000e+00,20190101,fdir,200
46.640,7.240,3.5202938318e-01,20190102,10u,300
46.640,7.240,1.2496209145e-01,20190102,10v,300
46.640,7.240,2.7164672852e+02,20190102,2d,300
46.640,7.240,2.7274902344e+02,20190102,2t,300
46.640,7.240,9.0314687500e+04,20190102,sp,300
46.640,7.240,0.0000000000e+00,20190101,ssrd,300
46.640,7.240,1.0110001875e+06,20190101,strd,300
46.640,7.240,9.5491653681e-01,20190102,tcc,300
46.640,7.240,8.2244005171e-05,20190101,tp,300
46.640,7.240,0.0000000000e+00,20190101,fdir,300
46.640,7.240,9.5127660036e-01,20190102,10u,400
46.640,7.240,8.9621245861e-02,20190102,10v,400
46.640,7.240,2.7162182617e+02,20190102,2d,400
46.640,7.240,2.7270117188e+02,20190102,2t,400
46.640,7.240,9.0279562500e+04,20190102,sp,400
46.640,7.240,0.0000000000e+00,20190101,ssrd,400
46.640,7.240,1.0455116875e+06,20190101,strd,400
46.640,7.240,8.3410143852e-01,20190102,tcc,400
46.640,7.240,1.6544145183e-04,20190101,tp,400
46.640,7.240,0.0000000000e+00,20190101,fdir,400
46.640,7.240,7.8965389729e-01,20190102,10u,500
46.640,7.240,-1.6242103577e+00,20190102,10v,500
46.640,7.240,2.7065258789e+02,20190102,2d,500
46.640,7.240,2.7182617188e+02,20190102,2t,500
46.640,7.240,9.0276437500e+04,20190102,sp,500
46.640,7.240,0.0000000000e+00,20190101,ssrd,500
46.640,7.240,9.5122662500e+05,20190101,strd,500
46.640,7.240,8.4142249823e-01,20190102,tcc,500
46.640,7.240,2.5932211429e-04,20190101,tp,500
46.640,7.240,0.0000000000e+00,20190101,fdir,500
46.640,7.240,3.8285553455e-01,20190102,10u,600
46.640,7.240,-1.9972295761e+00,20190102,10v,600
46.640,7.240,2.7164160156e+02,20190102,2d,600
46.640,7.240,2.7274975586e+02,20190102,2t,600
46.640,7.240,9.0303437500e+04,20190102,sp,600
46.640,7.240,0.0000000000e+00,20190101,ssrd,600
46.640,7.240,1.0174755000e+06,20190101,strd,600
46.640,7.240,8.3004069328e-01,20190102,tcc,600
46.640,7.240,3.4077046439e-04,20190101,tp,600
46.640,7.240,0.0000000000e+00,20190101,fdir,600
46.640,7.240,2.0562171936e-01,20190102,10u,700
46.640,7.240,-2.0876197815e+00,20190102,10v,700
46.640,7.240,2.7090307617e+02,20190102,2d,700
46.640,7.240,2.7276684570e+02,20190102,2t,700
46.640,7.240,9.0339500000e+04,20190102,sp,700
46.640,7.240,0.0000000000e+00,20190102,ssrd,700
46.640,7.240,9.6045443750e+05,20190102,strd,700
46.640,7.240,8.2946270704e-01,20190102,tcc,700
46.640,7.240,2.9371841811e-04,20190102,tp,700
46.640,7.240,0.0000000000e+00,20190102,fdir,700
46.640,7.240,-2.4349258747e-03,20190102,10u,800
46.640,7.240,-1.9832954407e+00,20190102,10v,800
46.640,7.240,2.6996264648e+02,20190102,2d,800
46.640,7.240,2.7213305664e+02,20190102,2t,800
46.640,7.240,9.0390125000e+04,20190102,sp,800
46.640,7.240,2.1132835938e+04,20190102,ssrd,800
46.640,7.240,9.7427237500e+05,20190102,strd,800
46.640,7.240,6.3527762890e-01,20190102,tcc,800
46.640,7.240,2.7708429843e-04,20190102,tp,800
46.640,7.240,3.0797419434e+03,20190102,fdir,800
46.640,7.240,-1.5037643909e-01,20190102,10u,900
46.640,7.240,-1.9267177582e+00,20190102,10v,900
46.640,7.240,2.6967431641e+02,20190102,2d,900
46.640,7.240,2.7234570312e+02,20190102,2t,900
46.640,7.240,9.0452062500e+04,20190102,sp,900
46.640,7.240,1.9852750000e+05,20190102,ssrd,900
46.640,7.240,9.9438050000e+05,20190102,strd,900
46.640,7.240,7.2928220034e-01,20190102,tcc,900
46.640,7.240,2.1533929976e-04,20190102,tp,900
46.640,7.240,5.3588187500e+04,20190102,fdir,900
46.640,7.240,9.0409338474e-02,20190102,10u,1000
46.640,7.240,-2.5942420959e+00,20190102,10v,1000
46.640,7.240,2.6939013672e+02,20190102,2d,1000
46.640,7.240,2.7261523438e+02,20190102,2t,1000
46.640,7.240,9.0495562500e+04,20190102,sp,1000
46.640,7.240,3.1692356250e+05,20190102,ssrd,1000
46.640,7.240,1.0058280000e+06,20190102,strd,1000
46.640,7.240,5.4254859686e-01,20190102,tcc,1000
46.640,7.240,1.5582769993e-04,20190102,tp,1000
46.640,7.240,5.2696718750e+04,20190102,fdir,1000
46.640,7.240,-5.8835899830e-01,20190102,10u,1100
46.640,7.240,-1.8991355896e+00,20190102,10v,1100
46.640,7.240,2.6790087891e+02,20190102,2d,1100
46.640,7.240,2.7267895508e+02,20190102,2t,1100
46.640,7.240,9.0464750000e+04,20190102,sp,1100
46.640,7.240,5.5368731250e+05,20190102,ssrd,1100
46.640,7.240,9.4471481250e+05,20190102,strd,1100
46.640,7.240,5.4515188932e-01,20190102,tcc,1100
46.640,7.240,8.2680999185e-05,20190102,tp,1100
46.640,7.240,2.7085675000e+05,20190102,fdir,1100
46.640,7.240,-1.6293072701e-01,20190102,10u,1200
46.640,7.240,-2.2219495773e+00,20190102,10v,1200
46.640,7.240,2.6641333008e+02,20190102,2d,1200
46.640,7.240,2.7298828125e+02,20190102,2t,1200
46.640,7.240,9.0403250000e+04,20190102,sp,1200
46.640,7.240,9.1016968750e+05,20190102,ssrd,1200
46.640,7.240,8.6526056250e+05,20190102,strd,1200
46.640,7.240,5.7640558481e-01,20190102,tcc,1200
46.640,7.240,3.8338155719e-05,20190102,tp,1200
46.640,7.240,5.4350706250e+05,20190102,fdir,1200
46.640,7.240,8.9107215405e-02,20190102,10u,1300
46.640,7.240,-2.6489048004e+00,20190102,10v,1300
46.640,7.240,2.6589111328e+02,20190102,2d,1300
46.640,7.240,2.7291528320e+02,20190102,2t,1300
46.640,7.240,9.0430062500e+04,20190102,sp,1300
46.640,7.240,7.8411231250e+05,20190102,ssrd,1300
46.640,7.240,8.5265093750e+05,20190102,strd,1300
46.640,7.240,5.1809495687e-01,20190102,tcc,1300
46.640,7.240,3.6735349568e-05,20190102,tp,1300
46.640,7.240,4.2174937500e+05,20190102,fdir,1300
46.640,7.240,1.5035772324e-01,20190102,10u,1400
46.640,7.240,-2.1930856705e+00,20190102,10v,1400
46.640,7.240,2.6602099609e+02,20190102,2d,1400
46.640,7.240,2.7252685547e+02,20190102,2t,1400
46.640,7.240,9.0450437500e+04,20190102,sp,1400
46.640,7.240,4.8607156250e+05,20190102,ssrd,1400
46.640,7.240,9.2478025000e+05,20190102,strd,1400
46.640,7.240,7.3367542028e-01,20190102,tcc,1400
46.640,7.240,4.6348694013e-05,20190102,tp,1400
46.640,7.240,1.4377756250e+05,20190102,fdir,1400
46.640,7.240,4.4048035145e-01,20190102,10u,1500
46.640,7.240,-1.6611728668e+00,20190102,10v,1500
46.640,7.240,2.6606835938e+02,20190102,2d,1500
46.640,7.240,2.7188134766e+02,20190102,2t,1500
46.640,7.240,9.0468937500e+04,20190102,sp,1500
46.640,7.240,2.5497675000e+05,20190102,ssrd,1500
46.640,7.240,9.2668981250e+05,20190102,strd,1500
46.640,7.240,6.0307431221e-01,20190102,tcc,1500
46.640,7.240,4.6748798923e-05,20190102,tp,1500
46.640,7.240,7.8568937500e+04,20190102,fdir,1500
46.640,7.240,3.4129637480e-01,20190102,10u,1600
46.640,7.240,-1.3885869980e+00,20190102,10v,1600
46.640,7.240,2.6588525391e+02,20190102,2d,1600
46.640,7.240,2.7092993164e+02,20190102,2t,1600
46.640,7.240,9.0493687500e+04,20190102,sp,1600
46.640,7.240,5.2231996094e+04,20190102,ssrd,1600
46.640,7.240,8.8288956250e+05,20190102,strd,1600
46.640,7.240,6.1573290825e-01,20190102,tcc,1600
46.640,7.240,4.2724641389e-05,20190102,tp,1600
46.640,7.240,1.3796175781e+04,20190102,fdir,1600
46.640,7.240,2.7336663008e-01,20190102,10u,1700
46.640,7.240,-1.2463941574e+00,20190102,10v,1700
46.640,7.240,2.6616625977e+02,20190102,2d,1700
46.640,7.240,2.7074194336e+02,20190102,2t,1700
46.640,7.240,9.0546312500e+04,20190102,sp,1700
46.640,7.240,0.0000000000e+00,20190102,ssrd,1700
46.640,7.240,9.1048856250e+05,20190102,strd,1700
46.640,7.240,6.2401938438e-01,20190102,tcc,1700
46.640,7.240,4.1313396650e-05,20190102,tp,1700
46.640,7.240,0.0000000000e+00,20190102,fdir,1700
46.640,7.240,1.8843370676e-01,20190102,10u,1800
46.640,7.240,-1.2403593063e+00,20190102,10v,1800
46.640,7.240,2.6666381836e+02,20190102,2d,1800
46.640,7.240,2.7080322266e+02,20190102,2t,1800
46.640,7.240,9.0562375000e+04,20190102,sp,1800
46.640,7.240,0.0000000000e+00,20190102,ssrd,1800
46.640,7.240,9.2078412500e+05,20190102,strd,1800
46.640,7.240,7.3344975710e-01,20190102,tcc,1800
46.640,7.240,6.0214253608e-05,20190102,tp,1800
46.640,7.240,0.0000000000e+00,20190102,fdir,1800
46.640,7.240,-6.3648641109e-02,20190102,10u,1900
46.640,7.240,-1.2147073746e+00,20190102,10v,1900
46.640,7.240,2.6632324219e+02,20190102,2d,1900
46.640,7.240,2.7014111328e+02,20190102,2t,1900
46.640,7.240,9.0588125000e+04,20190102,sp,1900
46.640,7.240,0.0000000000e+00,20190102,ssrd,1900
46.640,7.240,9.2167443750e+05,20190102,strd,1900
46.640,7.240,7.0342499018e-01,20190102,tcc,1900
46.640,7.240,1.9589053409e-04,20190102,tp,1900
46.640,7.240,0.0000000000e+00,20190102,fdir,1900
46.640,7.240,-4.7472131252e-01,20190102,10u,2000
46.640,7.240,-1.1313467026e+00,20190102,10v,2000
46.640,7.240,2.6605517578e+02,20190102,2d,2000
46.640,7.240,2.6984594727e+02,20190102,2t,2000
46.640,7.240,9.0610000000e+04,20190102,sp,2000
46.640,7.240,0.0000000000e+00,20190102,ssrd,2000
46.640,7.240,8.8946631250e+05,20190102,strd,2000
46.640,7.240,7.5490969419e-01,20190102,tcc,2000
46.640,7.240,8.5219086031e-05,20190102,tp,2000
46.640,7.240,0.0000000000e+00,20190102,fdir,2000
46.640,7.240,-9.0279006958e-01,20190102,10u,2100
46.640,7.240,-1.3072977066e+00,20190102,10v,2100
46.640,7.240,2.6565087891e+02,20190102,2d,2100
46.640,7.240,2.6949609375e+02,20190102,2t,2100
46.640,7.240,9.0580687500e+04,20190102,sp,2100
46.640,7.240,0.0000000000e+00,20190102,ssrd,2100
46.640,7.240,8.6614750000e+05,20190102,strd,2100
46.640,7.240,7.5540608168e-01,20190102,tcc,2100
46.640,7.240,4.2648956878e-05,20190102,tp,2100
46.640,7.240,0.0000000000e+00,20190102,fdir,2100
46.640,7.240,-8.3113443851e-01,20190102,10u,2200
46.640,7.240,-2.1652374268e+00,20190102,10v,2200
46.640,7.240,2.6578735352e+02,20190102,2d,2200
46.640,7.240,2.6937182617e+02,20190102,2t,2200
46.640,7.240,9.0550687500e+04,20190102,sp,2200
46.640,7.240,0.0000000000e+00,20190102,ssrd,2200
46.640,7.240,8.3620781250e+05,20190102,strd,2200
46.640,7.240,6.0081672668e-01,20190102,tcc,2200
46.640,7.240,2.0445862901e-05,20190102,tp,2200
46.640,7.240,0.0000000000e+00,20190102,fdir,2200
46.640,7.240,-1.1199388504e+00,20190102,10u,2300
46.640,7.240,-2.2573995590e+00,20190102,10v,2300
46.640,7.240,2.6564160156e+02,20190102,2d,2300
46.640,7.240,2.6910693359e+02,20190102,2t,2300
46.640,7.240,9.0535812500e+04,20190102,sp,2300
46.640,7.240,0.0000000000e+00,20190102,ssrd,2300
46.640,7.240,8.4300062500e+05,20190102,strd,2300
46.640,7.240,3.3001607656e-01,20190102,tcc,2300
46.640,7.240,9.9939970823e-06,20190102,tp,2300
46.640,7.240,0.0000000000e+00,20190102,fdir,2300
46.640,7.240,-1.2945051193e+00,20190103,10u,0
46.640,7.240,-2.3224163055e+00,20190103,10v,0
46.640,7.240,2.6576269531e+02,20190103,2d,0
46.640,7.240,2.6890747070e+02,20190103,2t,0
46.640,7.240,9.0554000000e+04,20190103,sp,0
46.640,7.240,0.0000000000e+00,20190102,ssrd,0
46.640,7.240,8.7727218750e+05,20190102,strd,0
46.640,7.240,5.3781080246e-01,20190103,tcc,0
46.640,7.240,5.2641644288e-06,20190102,tp,0
46.640,7.240,0.0000000000e+00,20190102,fdir,0
46.640,7.240,-1.4027175903e+00,20190103,10u,100
46.640,7.240,-1.8084831238e+00,20190103,10v,100
46.640,7.240,2.6513769531e+02,20190103,2d,100
46.640,7.240,2.6832446289e+02,20190103,2t,100
46.640,7.240,9.0543812500e+04,20190103,sp,100
46.640,7.240,0.0000000000e+00,20190102,ssrd,100
