Latitude,Longitude,Value,dataDate,shortName,validityTime
46.640,7.240,-1.6931276321e+00,20190204,10u,500
46.640,7.240,-2.7676957846e-01,20190204,10v,500
46.640,7.240,2.6576757812e+02,20190204,2d,500
46.640,7.240,2.6713354492e+02,20190204,2t,500
46.640,7.240,8.9820937500e+04,20190204,sp,500
46.640,7.240,0.0000000000e+00,20190203,ssrd,500
46.640,7.240,8.9530537500e+05,20190203,strd,500
46.640,7.240,9.6847975254e-01,20190204,tcc,500
46.640,7.240,2.1171566914e-05,20190203,tp,500
46.640,7.240,0.0000000000e+00,20190203,fdir,500
46.640,7.240,-1.8129186630e+00,20190204,10u,600
46.640,7.240,5.2760052681e-01,20190204,10v,600
46.640,7.240,2.6550903320e+02,20190204,2d,600
46.640,7.240,2.6698706055e+02,20190204,2t,600
46.640,7.240,8.9840312500e+04,20190204,sp,600
46.640,7.240,0.0000000000e+00,20190203,ssrd,600
46.640,7.240,9.2637418750e+05,20190203,strd,600
46.640,7.240,8.6940926313e-01,20190204,tcc,600
46.640,7.240,9.4984234238e-06,20190203,tp,600
46.640,7.240,0.0000000000e+00,20190203,fdir,600
46.640,7.240,-1.6781387329e+00,20190204,10u,700
46.640,7.240,8.8253194094e-01,20190204,10v,700
46.640,7.240,2.6487158203e+02,20190204,2d,700
46.640,7.240,2.6645214844e+02,20190204,2t,700
46.640,7.240,8.9825125000e+04,20190204,sp,700
46.640,7.240,2.7903222656e+02,20190204,ssrd,700
46.640,7.240,8.5306068750e+05,20190204,strd,700
46.640,7.240,6.8078857660e-01,20190204,tcc,700
46.640,7.240,8.2029549731e-07,20190204,tp,700
46.640,7.240,0.0000000000e+00,20190204,fdir,700
46.640,7.240,-1.3010835648e+00,20190204,10u,800
46.640,7.240,7.0319056511e-01,20190204,10v,800
46.640,7.240,2.6429492188e+02,20190204,2d,800
46.640,7.240,2.6615551758e+02,20190204,2t,800
46.640,7.240,8.9797062500e+04,20190204,sp,800
46.640,7.240,1.7314706250e+05,20190204,ssrd,800
46.640,7.240,8.0154668750e+05,20190204,strd,800
46.640,7.240,3.6817079782e-01,20190204,tcc,800
46.640,7.240,1.7201148239e-07,20190204,tp,800
46.640,7.240,5.8682179688e+04,20190204,fdir,800
46.640,7.240,-6.7286074162e-01,20190204,10u,900
46.640,7.240,-2.3657474667e-02,20190204,10v,900
46.640,7.240,2.6475634766e+02,20190204,2d,900
46.640,7.240,2.6709716797e+02,20190204,2t,900
46.640,7.240,8.9862750000e+04,20190204,sp,900
46.640,7.240,6.1669112500e+05,20190204,ssrd,900
46.640,7.240,8.2366012500e+05,20190204,strd,900
46.640,7.240,1.5846073627e-01,20190204,tcc,900
46.640,7.240,5.9135476249e-07,20190204,tp,900
46.640,7.240,3.2810618750e+05,20190204,fdir,900
46.640,7.240,-1.1999578476e+00,20190204,10u,1000
46.640,7.240,6.9607669115e-01,20190204,10v,1000
46.640,7.240,2.6516894531e+02,20190204,2d,1000
46.640,7.240,2.6888085938e+02,20190204,2t,1000
46.640,7.240,8.9921875000e+04,20190204,sp,1000
46.640,7.240,1.1106530000e+06,20190204,ssrd,1000
46.640,7.240,7.6265081250e+05,20190204,strd,1000
46.640,7.240,7.8252607584e-01,20190204,tcc,1000
46.640,7.240,5.1490525266e-07,20190204,tp,1000
46.640,7.240,7.5090306250e+05,20190204,fdir,1000
46.640,7.240,-9.2276960611e-01,20190204,10u,1100
46.640,7.240,9.5503509045e-02,20190204,10v,1100
46.640,7.240,2.6523437500e+02,20190204,2d,1100
46.640,7.240,2.6980322266e+02,20190204,2t,1100
46.640,7.240,8.9895000000e+04,20190204,sp,1100
46.640,7.240,1.4720240000e+06,20190204,ssrd,1100
46.640,7.240,7.5422637500e+05,20190204,strd,1100
46.640,7.240,5.9886656702e-02,20190204,tcc,1100
46.640,7.240,0.0000000000e+00,20190204,tp,1100
46.640,7.240,1.0152952500e+06,20190204,fdir,1100
46.640,7.240,-3.0617737770e-01,20190204,10u,1200
46.640,7.240,-8.4704059362e-01,20190204,10v,1200
46.640,7.240,2.6531396484e+02,20190204,2d,1200
46.640,7.240,2.7150219727e+02,20190204,2t,1200
46.640,7.240,8.9827812500e+04,20190204,sp,1200
46.640,7.240,1.6588540000e+06,20190204,ssrd,1200
46.640,7.240,7.2888100000e+05,20190204,strd,1200
46.640,7.240,4.1557110846e-02,20190204,tcc,1200
46.640,7.240,0.0000000000e+00,20190204,tp,1200
46.640,7.240,1.2338440000e+06,20190204,fdir,1200
46.640,7.240,-1.2568706274e-01,20190204,10u,1300
46.640,7.240,-1.2410516739e+00,20190204,10v,1300
46.640,7.240,2.6583300781e+02,20190204,2d,1300
46.640,7.240,2.7161523438e+02,20190204,2t,1300
46.640,7.240,8.9797750000e+04,20190204,sp,1300
46.640,7.240,1.6495410000e+06,20190204,ssrd,1300
46.640,7.240,7.2714618750e+05,20190204,strd,1300
46.640,7.240,2.3517582566e-02,20190204,tcc,1300
46.640,7.240,0.0000000000e+00,20190204,tp,1300
46.640,7.240,1.2587990000e+06,20190204,fdir,1300
46.640,7.240,-4.7460460663e-01,20190204,10u,1400
46.640,7.240,-9.0041142702e-01,20190204,10v,1400
46.640,7.240,2.6582153320e+02,20190204,2d,1400
46.640,7.240,2.7230908203e+02,20190204,2t,1400
46.640,7.240,8.9743562500e+04,20190204,sp,1400
46.640,7.240,1.3958190000e+06,20190204,ssrd,1400
46.640,7.240,7.2369206250e+05,20190204,strd,1400
46.640,7.240,1.8959490990e-04,20190204,tcc,1400
46.640,7.240,0.0000000000e+00,20190204,tp,1400
46.640,7.240,1.0424098750e+06,20190204,fdir,1400
46.640,7.240,2.3089969158e-01,20190204,10u,1500
46.640,7.240,-1.1010990143e+00,20190204,10v,1500
46.640,7.240,2.6633764648e+02,20190204,2d,1500
46.640,7.240,2.7072290039e+02,20190204,2t,1500
46.640,7.240,8.9764750000e+04,20190204,sp,1500
46.640,7.240,9.8913575000e+05,20190204,ssrd,1500
46.640,7.240,7.2502881250e+05,20190204,strd,1500
46.640,7.240,3.7796655670e-04,20190204,tcc,1500
46.640,7.240,0.0000000000e+00,20190204,tp,1500
46.640,7.240,7.2021543750e+05,20190204,fdir,1500
46.640,7.240,2.5873488188e-01,20190204,10u,1600
46.640,7.240,-1.3624219894e+00,20190204,10v,1600
46.640,7.240,2.6633642578e+02,20190204,2d,1600
46.640,7.240,2.6976293945e+02,20190204,2t,1600
46.640,7.240,8.9830687500e+04,20190204,sp,1600
46.640,7.240,4.7680056250e+05,20190204,ssrd,1600
46.640,7.240,7.1298806250e+05,20190204,strd,1600
46.640,7.240,5.8701001108e-03,20190204,tcc,1600
46.640,7.240,0.0000000000e+00,20190204,tp,1600
46.640,7.240,3.1616325000e+05,20190204,fdir,1600
46.640,7.240,-1.4709463120e+00,20190204,10u,1700
46.640,7.240,3.4820890427e-01,20190204,10v,1700
46.640,7.240,2.6673754883e+02,20190204,2d,1700
46.640,7.240,2.7008593750e+02,20190204,2t,1700
46.640,7.240,8.9845250000e+04,20190204,sp,1700
46.640,7.240,5.2808000000e+04,20190204,ssrd,1700
46.640,7.240,7.2228937500e+05,20190204,strd,1700
46.640,7.240,2.7286034822e-01,20190204,tcc,1700
46.640,7.240,0.0000000000e+00,20190204,tp,1700
46.640,7.240,2.4217800781e+04,20190204,fdir,1700
46.640,7.240,-9.9298745394e-01,20190204,10u,1800
46.640,7.240,5.6448793411e-01,20190204,10v,1800
46.640,7.240,2.6462890625e+02,20190204,2d,1800
46.640,7.240,2.6695898438e+02,20190204,2t,1800
46.640,7.240,8.9840687500e+04,20190204,sp,1800
46.640,7.240,0.0000000000e+00,20190204,ssrd,1800
46.640,7.240,7.3879456250e+05,20190204,strd,1800
46.640,7.240,9.3415099382e-01,20190204,tcc,1800
46.640,7.240,0.0000000000e+00,20190204,tp,1800
46.640,7.240,0.0000000000e+00,20190204,fdir,1800
46.640,7.240,-6.1695224047e-01,20190204,10u,1900
46.640,7.240,4.1242796183e-01,20190204,10v,1900
46.640,7.240,2.6498632812e+02,20190204,2d,1900
46.640,7.240,2.6821850586e+02,20190204,2t,1900
46.640,7.240,8.9854812500e+04,20190204,sp,1900
46.640,7.240,0.0000000000e+00,20190204,ssrd,1900
46.640,7.240,7.0684581250e+05,20190204,strd,1900
46.640,7.240,9.9950307608e-01,20190204,tcc,1900
46.640,7.240,0.0000000000e+00,20190204,tp,1900
46.640,7.240,0.0000000000e+00,20190204,fdir,1900
46.640,7.240,-5.4053121805e-01,20190204,10u,2000
46.640,7.240,4.9677014351e-01,20190204,10v,2000
46.640,7.240,2.6241381836e+02,20190204,2d,2000
46.640,7.240,2.6535205078e+02,20190204,2t,2000
46.640,7.240,8.9850875000e+04,20190204,sp,2000
46.640,7.240,0.0000000000e+00,20190204,ssrd,2000
46.640,7.240,7.2817437500e+05,20190204,strd,2000
46.640,7.240,9.5151007175e-01,20190204,tcc,2000
46.640,7.240,0.0000000000e+00,20190204,tp,2000
46.640,7.240,0.0000000000e+00,20190204,fdir,2000
46.640,7.240,-7.0740157366e-01,20190204,10u,2100
46.640,7.240,9.6198344231e-01,20190204,10v,2100
46.640,7.240,2.6221801758e+02,20190204,2d,2100
46.640,7.240,2.6576367188e+02,20190204,2t,2100
46.640,7.240,8.9882125000e+04,20190204,sp,2100
46.640,7.240,0.0000000000e+00,20190204,ssrd,2100
46.640,7.240,7.2397212500e+05,20190204,strd,2100
46.640,7.240,7.9102236032e-01,20190204,tcc,2100
46.640,7.240,0.0000000000e+00,20190204,tp,2100
46.640,7.240,0.0000000000e+00,20190204,fdir,2100
46.640,7.240,-9.3709748983e-01,20190204,10u,2200
46.640,7.240,1.1134510040e+00,20190204,10v,2200
46.640,7.240,2.6166577148e+02,20190204,2d,2200
46.640,7.240,2.6492285156e+02,20190204,2t,2200
46.640,7.240,8.9893625000e+04,20190204,sp,2200
46.640,7.240,0.0000000000e+00,20190204,ssrd,2200
46.640,7.240,7.3928775000e+05,20190204,strd,2200
46.640,7.240,9.9602371454e-01,20190204,tcc,2200
46.640,7.240,0.0000000000e+00,20190204,tp,2200
46.640,7.240,0.0000000000e+00,20190204,fdir,2200
46.640,7.240,-7.5964021683e-01,20190204,10u,2300
46.640,7.240,8.4510207176e-01,20190204,10v,2300
46.640,7.240,2.6127929688e+02,20190204,2d,2300
46.640,7.240,2.6420556641e+02,20190204,2t,2300
46.640,7.240,8.9871125000e+04,20190204,sp,2300
46.640,7.240,0.0000000000e+00,20190204,ssrd,2300
46.640,7.240,7.7174381250e+05,20190204,strd,2300
46.640,7.240,9.8400998116e-01,20190204,tcc,2300
46.640,7.240,0.0000000000e+00,20190204,tp,2300
46.640,7.240,0.0000000000e+00,20190204,fdir,2300
46.640,7.240,-7.5025141239e-01,20190205,10u,0
46.640,7.240,7.9734271765e-01,20190205,10v,0
46.640,7.240,2.6190136719e+02,20190205,2d,0
46.640,7.240,2.6434741211e+02,20190205,2t,0
46.640,7.240,8.9881875000e+04,20190205,sp,0
46.640,7.240,0.0000000000e+00,20190204,ssrd,0
46.640,7.240,8.5234668750e+05,20190204,strd,0
46.640,7.240,9.7853308916e-01,20190205,tcc,0
46.640,7.240,0.0000000000e+00,20190204,tp,0
46.640,7.240,0.0000000000e+00,20190204,fdir,0
46.640,7.240,-6.8275803328e-01,20190205,10u,100
46.640,7.240,7.2254198790e-01,20190205,10v,100
46.640,7.240,2.6239770508e+02,20190205,2d,100
46.640,7.240,2.6487329102e+02,20190205,2t,100
46.640,7.240,8.9859375000e+04,20190205,sp,100
46.640,7.240,0.0000000000e+00,20190204,ssrd,100
46.640,7.240,9.0728543750e+05,20190204,strd,100
46.640,7.240,8.9877057076e-01,20190205,tcc,100
46.640,7.240,0.0000000000e+00,20190204,tp,100
46.640,7.240,0.0000000000e+00,20190204,fdir,100
46.640,7.240,-4.8724347353e-01,20190205,10u,200
46.640,7.240,5.1701557636e-01,20190205,10v,200
46.640,7.240,2.6280932617e+02,20190205,2d,200
46.640,7.240,2.6543432617e+02,20190205,2t,200
46.640,7.240,8.9849625000e+04,20190205,sp,200
46.640,7.240,0.0000000000e+00,20190204,ssrd,200
46.640,7.240,9.3264325000e+05,20190204,strd,200
46.640,7.240,6.6228318214e-01,20190205,tcc,200
46.640,7.240,0.0000000000e+00,20190204,tp,200
46.640,7.240,0.0000000000e+00,20190204,fdir,200
46.640,7.240,-4.2594408989e-01,20190205,10u,300
46.640,7.240,4.5712667704e-01,20190205,10v,300
46.640,7.240,2.6252905273e+02,20190205,2d,300
46.640,7.240,2.6494335938e+02,20190205,2t,300
46.640,7.240,8.9844875000e+04,20190205,sp,300
46.640,7.240,0.0000000000e+00,20190204,ssrd,300
46.640,7.240,9.0293031250e+05,20190204,strd,300
46.640,7.240,3.6665767431e-01,20190205,tcc,300
46.640,7.240,0.0000000000e+00,20190204,tp,300
46.640,7.240,0.0000000000e+00,20190204,fdir,300
46.640,7.240,-4.6262609959e-01,20190205,10u,400
46.640,7.240,4.9799138308e-01,20190205,10v,400
46.640,7.240,2.6138208008e+02,20190205,2d,400
46.640,7.240,2.6399853516e+02,20190205,2t,400
46.640,7.240,8.9862125000e+04,20190205,sp,400
46.640,7.240,0.0000000000e+00,20190204,ssrd,400
46.640,7.240,8.2919581250e+05,20190204,strd,400
46.640,7.240,1.0011249781e-01,20190205,tcc,400
46.640,7.240,0.0000000000e+00,20190204,tp,400
46.640,7.240,0.0000000000e+00,20190204,fdir,400
46.640,7.240,-5.0746601820e-01,20190205,10u,500
46.640,7.240,6.0306030512e-01,20190205,10v,500
46.640,7.240,2.6083203125e+02,20190205,2d,500
46.640,7.240,2.6336425781e+02,20190205,2t,500
46.640,7.240,8.9845375000e+04,20190205,sp,500
46.640,7.240,0.0000000000e+00,20190204,ssrd,500
46.640,7.240,8.2235231250e+05,20190204,strd,500
46.640,7.240,3.9851397276e-02,20190205,tcc,500
46.640,7.240,0.0000000000e+00,20190204,tp,500
46.640,7.240,0.0000000000e+00,20190204,fdir,500
46.640,7.240,-5.5522614717e-01,20190205,10u,600
46.640,7.240,6.8333697319e-01,20190205,10v,600
46.640,7.240,2.5995263672e+02,20190205,2d,600
46.640,7.240,2.6280346680e+02,20190205,2t,600
46.640,7.240,8.9835437500e+04,20190205,sp,600
46.640,7.240,0.0000000000e+00,20190204,ssrd,600
46.640,7.240,8.0666237500e+05,20190204,strd,600
46.640,7.240,2.8234042227e-02,20190205,tcc,600
46.640,7.240,0.0000000000e+00,20190204,tp,600
46.640,7.240,0.0000000000e+00,20190204,fdir,600
46.640,7.240,-5.4738056660e-01,20190205,10u,700
46.640,7.240,6.6925185919e-01,20190205,10v,700
46.640,7.240,2.5983129883e+02,20190205,2d,700
46.640,7.240,2.6294555664e+02,20190205,2t,700
46.640,7.240,8.9895375000e+04,20190205,sp,700
46.640,7.240,6.5022705078e+02,20190205,ssrd,700
46.640,7.240,8.0211687500e+05,20190205,strd,700
46.640,7.240,2.3941505700e-02,20190205,tcc,700
46.640,7.240,0.0000000000e+00,20190205,tp,700
46.640,7.240,2.8162673950e+01,20190205,fdir,700
46.640,7.240,-5.5741298199e-01,20190205,10u,800
46.640,7.240,6.1328589916e-01,20190205,10v,800
46.640,7.240,2.6059252930e+02,20190205,2d,800
46.640,7.240,2.6383154297e+02,20190205,2t,800
46.640,7.240,8.9948375000e+04,20190205,sp,800
46.640,7.240,1.9464062500e+05,20190205,ssrd,800
46.640,7.240,8.1144843750e+05,20190205,strd,800
46.640,7.240,3.3098958433e-02,20190205,tcc,800
46.640,7.240,0.0000000000e+00,20190205,tp,800
46.640,7.240,9.8658812500e+04,20190205,fdir,800
46.640,7.240,-6.8163967133e-01,20190205,10u,900
46.640,7.240,5.3121912479e-01,20190205,10v,900
46.640,7.240,2.6267114258e+02,20190205,2d,900
46.640,7.240,2.6553857422e+02,20190205,2t,900
46.640,7.240,8.9991937500e+04,20190205,sp,900
46.640,7.240,6.3246287500e+05,20190205,ssrd,900
46.640,7.240,8.3422856250e+05,20190205,strd,900
46.640,7.240,3.7166237831e-02,20190205,tcc,900
46.640,7.240,0.0000000000e+00,20190205,tp,900
46.640,7.240,3.6122762500e+05,20190205,fdir,900
46.640,7.240,-9.6507000923e-01,20190205,10u,1000
46.640,7.240,1.1511812210e+00,20190205,10v,1000
46.640,7.240,2.6331445312e+02,20190205,2d,1000
46.640,7.240,2.6916064453e+02,20190205,2t,1000
46.640,7.240,9.0058062500e+04,20190205,sp,1000
46.640,7.240,1.0664000000e+06,20190205,ssrd,1000
46.640,7.240,7.9811393750e+05,20190205,strd,1000
46.640,7.240,5.7927984744e-02,20190205,tcc,1000
46.640,7.240,0.0000000000e+00,20190205,tp,1000
46.640,7.240,7.6208268750e+05,20190205,fdir,1000
46.640,7.240,-7.1533435583e-01,20190205,10u,1100
46.640,7.240,5.3381246328e-01,20190205,10v,1100
46.640,7.240,2.6418383789e+02,20190205,2d,1100
46.640,7.240,2.7169799805e+02,20190205,2t,1100
46.640,7.240,9.0031750000e+04,20190205,sp,1100
46.640,7.240,1.5377910000e+06,20190205,ssrd,1100
46.640,7.240,7.5574156250e+05,20190205,strd,1100
46.640,7.240,3.3419340849e-02,20190205,tcc,1100
46.640,7.240,0.0000000000e+00,20190205,tp,1100
46.640,7.240,1.1933370000e+06,20190205,fdir,1100
46.640,7.240,-5.3145748377e-01,20190205,10u,1200
46.640,7.240,-1.0916507244e-01,20190205,10v,1200
46.640,7.240,2.6457836914e+02,20190205,2d,1200
46.640,7.240,2.7279223633e+02,20190205,2t,1200
46.640,7.240,8.9996187500e+04,20190205,sp,1200
46.640,7.240,1.7053530000e+06,20190205,ssrd,1200
46.640,7.240,7.6014125000e+05,20190205,strd,1200
46.640,7.240,3.8882777095e-02,20190205,tcc,1200
46.640,7.240,0.0000000000e+00,20190205,tp,1200
46.640,7.240,1.3578490000e+06,20190205,fdir,1200
46.640,7.240,-5.2765369415e-01,20190205,10u,1300
46.640,7.240,-5.2673792839e-01,20190205,10v,1300
46.640,7.240,2.6540966797e+02,20190205,2d,1300
46.640,7.240,2.7349340820e+02,20190205,2t,1300
46.640,7.240,8.9964625000e+04,20190205,sp,1300
46.640,7.240,1.6855410000e+06,20190205,ssrd,1300
46.640,7.240,7.4726200000e+05,20190205,strd,1300
46.640,7.240,7.4720084667e-02,20190205,tcc,1300
46.640,7.240,0.0000000000e+00,20190205,tp,1300
46.640,7.240,1.3518600000e+06,20190205,fdir,1300
46.640,7.240,-7.8747224808e-01,20190205,10u,1400
46.640,7.240,-4.5376282930e-01,20190205,10v,1400
46.640,7.240,2.6682617188e+02,20190205,2d,1400
46.640,7.240,2.7313598633e+02,20190205,2t,1400
46.640,7.240,8.9958437500e+04,20190205,sp,1400
46.640,7.240,1.4408580000e+06,20190205,ssrd,1400
46.640,7.240,7.4747643750e+05,20190205,strd,1400
46.640,7.240,4.1550587863e-02,20190205,tcc,1400
46.640,7.240,0.0000000000e+00,20190205,tp,1400
46.640,7.240,1.1361570000e+06,20190205,fdir,1400
46.640,7.240,-1.0064811707e+00,20190205,10u,1500
46.640,7.240,-2.3901689053e-01,20190205,10v,1500
46.640,7.240,2.6710766602e+02,20190205,2d,1500
46.640,7.240,2.7318579102e+02,20190205,2t,1500
46.640,7.240,8.9957625000e+04,20190205,sp,1500
46.640,7.240,1.0181025625e+06,20190205,ssrd,1500
46.640,7.240,7.4520731250e+05,20190205,strd,1500
46.640,7.240,2.4256116152e-01,20190205,tcc,1500
46.640,7.240,0.0000000000e+00,20190205,tp,1500
46.640,7.240,7.6565612500e+05,20190205,fdir,1500
46.640,7.240,-1.4747152328e+00,20190205,10u,1600
46.640,7.240,-7.2696566582e-02,20190205,10v,1600
46.640,7.240,2.6729833984e+02,20190205,2d,1600
46.640,7.240,2.7294067383e+02,20190205,2t,1600
46.640,7.240,8.9944937500e+04,20190205,sp,1600
46.640,7.240,4.8793675000e+05,20190205,ssrd,1600
46.640,7.240,7.3933493750e+05,20190205,strd,1600
46.640,7.240,7.1190732718e-01,20190205,tcc,1600
46.640,7.240,0.0000000000e+00,20190205,tp,1600
46.640,7.240,3.2066381250e+05,20190205,fdir,1600
46.640,7.240,-1.4410572052e+00,20190205,10u,1700
46.640,7.240,1.2553936243e-01,20190205,10v,1700
46.640,7.240,2.6650781250e+02,20190205,2d,1700
46.640,7.240,2.7078369141e+02,20190205,2t,1700
46.640,7.240,8.9984000000e+04,20190205,sp,1700
46.640,7.240,5.7093480469e+04,20190205,ssrd,1700
46.640,7.240,7.4022468750e+05,20190205,strd,1700
46.640,7.240,9.4691455364e-02,20190205,tcc,1700
46.640,7.240,0.0000000000e+00,20190205,tp,1700
46.640,7.240,2.4717000000e+04,20190205,fdir,1700
46.640,7.240,-1.3289022446e+00,20190205,10u,1800
46.640,7.240,5.2908188105e-01,20190205,10v,1800
46.640,7.240,2.6557446289e+02,20190205,2d,1800
46.640,7.240,2.6927148438e+02,20190205,2t,1800
46.640,7.240,9.0015812500e+04,20190205,sp,1800
46.640,7.240,0.0000000000e+00,20190205,ssrd,1800
46.640,7.240,7.3699350000e+05,20190205,strd,1800
46.640,7.240,6.2130909413e-02,20190205,tcc,1800
46.640,7.240,0.0000000000e+00,20190205,tp,1800
46.640,7.240,0.0000000000e+00,20190205,fdir,1800
46.640,7.240,-1.2586765289e+00,20190205,10u,1900
46.640,7.240,1.0065698624e+00,20190205,10v,1900
46.640,7.240,2.6426586914e+02,20190205,2d,1900
46.640,7.240,2.6757128906e+02,20190205,2t,1900
46.640,7.240,9.0044250000e+04,20190205,sp,1900
46.640,7.240,0.0000000000e+00,20190205,ssrd,1900
46.640,7.240,7.1628493750e+05,20190205,strd,1900
46.640,7.240,3.8745950907e-02,20190205,tcc,1900
46.640,7.240,0.0000000000e+00,20190205,tp,1900
46.640,7.240,0.0000000000e+00,20190205,fdir,1900
46.640,7.240,-8.2508909702e-01,20190205,10u,2000
46.640,7.240,1.0204715729e+00,20190205,10v,2000
46.640,7.240,2.6304956055e+02,20190205,2d,2000
46.640,7.240,2.6663964844e+02,20190205,2t,2000
46.640,7.240,9.0025562500e+04,20190205,sp,2000
46.640,7.240,0.0000000000e+00,20190205,ssrd,2000
46.640,7.240,7.1919087500e+05,20190205,strd,2000
46.640,7.240,1.7792157829e-02,20190205,tcc,2000
46.640,7.240,0.0000000000e+00,20190205,tp,2000
46.640,7.240,0.0000000000e+00,20190205,fdir,2000
46.640,7.240,-6.6393470764e-01,20190205,10u,2100
46.640,7.240,7.4630689621e-01,20190205,10v,2100
46.640,7.240,2.6257202148e+02,20190205,2d,2100
46.640,7.240,2.6624536133e+02,20190205,2t,2100
46.640,7.240,9.0011687500e+04,20190205,sp,2100
46.640,7.240,0.0000000000e+00,20190205,ssrd,2100
46.640,7.240,7.1385025000e+05,20190205,strd,2100
46.640,7.240,2.9938209802e-02,20190205,tcc,2100
46.640,7.240,0.0000000000e+00,20190205,tp,2100
46.640,7.240,0.0000000000e+00,20190205,fdir,2100
46.640,7.240,-9.5588302612e-01,20190205,10u,2200
46.640,7.240,1.2347841263e+00,20190205,10v,2200
46.640,7.240,2.6200927734e+02,20190205,2d,2200
46.640,7.240,2.6484399414e+02,20190205,2t,2200
46.640,7.240,9.0079625000e+04,20190205,sp,2200
46.640,7.240,0.0000000000e+00,20190205,ssrd,2200
46.640,7.240,7.1118843750e+05,20190205,strd,2200
46.640,7.240,7.2249233723e-02,20190205,tcc,2200
46.640,7.240,0.0000000000e+00,20190205,tp,2200
46.640,7.240,0.0000000000e+00,20190205,fdir,2200
46.640,7.240,-9.7652000189e-01,20190205,10u,2300
46.640,7.240,1.0938434601e+00,20190205,10v,2300
46.640,7.240,2.6137573242e+02,20190205,2d,2300
46.640,7.240,2.6380078125e+02,20190205,2t,2300
46.640,7.240,9.0050812500e+04,20190205,sp,2300
46.640,7.240,0.0000000000e+00,20190205,ssrd,2300
46.640,7.240,7.3738687500e+05,20190205,strd,2300
46.640,7.240,4.3306663632e-02,20190205,tcc,2300
46.640,7.240,0.0000000000e+00,20190205,tp,2300
46.640,7.240,0.0000000000e+00,20190205,fdir,2300
46.640,7.240,-1.0304155350e+00,20190206,10u,0
46.640,7.240,1.1097421646e+00,20190206,10v,0
46.640,7.240,2.6058984375e+02,20190206,2d,0
46.640,7.240,2.6298632812e+02,20190206,2t,0
46.640,7.240,9.0022562500e+04,20190206,sp,0
46.640,7.240,0.0000000000e+00,20190205,ssrd,0
46.640,7.240,7.4376400000e+05,20190205,strd,0
46.640,7.240,6.5427482128e-02,20190206,tcc,0
46.640,7.240,0.0000000000e+00,20190205,tp,0
46.640,7.240,0.0000000000e+00,20190205,fdir,0
46.640,7.240,-9.3839889765e-01,20190206,10u,100
46.640,7.240,1.1833086014e+00,20190206,10v,100
46.640,7.240,2.6050122070e+02,20190206,2d,100
46.640,7.240,2.6292602539e+02,20190206,2t,100
46.640,7.240,9.0000437500e+04,20190206,sp,100
46.640,7.240,0.0000000000e+00,20190205,ssrd,100
46.640,7.240,7.5429275000e+05,20190205,strd,100
46.640,7.240,7.1470558643e-02,20190206,tcc,100
46.640,7.240,0.0000000000e+00,20190205,tp,100
46.640,7.240,0.0000000000e+00,20190205,fdir,100
46.640,7.240,-7.4540662766e-01,20190206,10u,200
46.640,7.240,1.1663703918e+00,20190206,10v,200
46.640,7.240,2.6041577148e+02,20190206,2d,200
46.640,7.240,2.6304345703e+02,20190206,2t,200
46.640,7.240,8.9986812500e+04,20190206,sp,200
46.640,7.240,0.0000000000e+00,20190205,ssrd,200
46.640,7.240,7.8313100000e+05,20190205,strd,200
46.640,7.240,6.8414926529e-02,20190206,tcc,200
46.640,7.240,0.0000000000e+00,20190205,tp,200
46.640,7.240,0.0000000000e+00,20190205,fdir,200
46.640,7.240,-5.7289820910e-01,20190206,10u,300
46.640,7.240,9.7461116314e-01,20190206,10v,300
46.640,7.240,2.6021435547e+02,20190206,2d,300
46.640,7.240,2.6270874023e+02,20190206,2t,300
46.640,7.240,8.9968750000e+04,20190206,sp,300
46.640,7.240,0.0000000000e+00,20190205,ssrd,300
46.640,7.240,7.7662087500e+05,20190205,strd,300
46.640,7.240,5.0452373922e-02,20190206,tcc,300
46.640,7.240,0.0000000000e+00,20190205,tp,300
46.640,7.240,0.0000000000e+00,20190205,fdir,300
46.640,7.240,-5.0329375267e-01,20190206,10u,400
46.640,7.240,8.7738269567e-01,20190206,10v,400
46.640,7.240,2.6053808594e+02,20190206,2d,400
46.640,7.240,2.6321582031e+02,20190206,2t,400
46.640,7.240,8.9973687500e+04,20190206,sp,400
46.640,7.240,0.0000000000e+00,20190205,ssrd,400
46.640,7.240,7.9751581250e+05,20190205,strd,400
46.640,7.240,6.1137016863e-02,20190206,tcc,400
46.640,7.240,5.7337167902e-08,20190205,tp,400
46.640,7.240,0.0000000000e+00,20190205,fdir,400
46.640,7.240,-4.2652916908e-01,20190206,10u,500
46.640,7.240,8.3598965406e-01,20190206,10v,500
46.640,7.240,2.6039990234e+02,20190206,2d,500
46.640,7.240,2.6309375000e+02,20190206,2t,500
46.640,7.240,8.9959812500e+04,20190206,sp,500
46.640,7.240,0.0000000000e+00,20190205,ssrd,500
46.640,7.240,8.2045150000e+05,20190205,strd,500
46.640,7.240,6.5937221050e-02,20190206,tcc,500
46.640,7.240,5.7337167902e-08,20190205,tp,500
46.640,7.240,0.0000000000e+00,20190205,fdir,500
46.640,7.240,-4.1206634045e-01,20190206,10u,600
46.640,7.240,8.5714089870e-01,20190206,10v,600
46.640,7.240,2.5921435547e+02,20190206,2d,600
46.640,7.240,2.6210546875e+02,20190206,2t,600
46.640,7.240,9.0002937500e+04,20190206,sp,600
46.640,7.240,0.0000000000e+00,20190205,ssrd,600
46.640,7.240,7.5789931250e+05,20190205,strd,600
