,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing,LW_in,vp_a,h_s,DroneV,a,cld,Discharge,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt,vp_ice,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,meltwater,SA,h_ice,r_ice,$q_{T}$,$q_{melt}$,s_cone,input,thickness
0,2019-01-30 17:15:00,0.0,-8.8,84.9,0.4,2.153,3.752,0.0,889.0,0,188.317,0.0,,,0.0,0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,1.67602885415807,0.0,0.0,0.0029832421963353855,,
1,2019-01-30 17:30:00,0.0,-9.3,84.3,0.6,1.436,2.501,0.0,889.0,0,188.339,0.0,,,0.35,0,3.58,0.0,0.0,0.0004747956292143973,-128.17569087714037,1.6260931742403086,-111.53553883563893,-18.26624521574174,-23.82459020020317,0.0,0.0,0.0,0,0.0,6.138386178795051,13.487483926934145,0.01470827036743091,3.048010768585369,0.0752692281701984,0.0,0.0,0.0,0.0,-0.0752692281701984,8.825001490279341,0.004999999999999999,1.6760288541580697,0.0,-128.17569087714037,0.0029832421963353855,13.487483926934145,
2,2019-01-30 17:45:00,0.0,-9.7,86.9,0.5,0.718,1.25,0.0,889.0,0,188.361,0.0,,,0.35,0,3.58,0.0,0.0,0.00047479562921439724,-119.56546203832015,0.8127215871201543,-111.51353883563894,-15.876575142714595,-19.853825166835975,7.011930352913239,0.0,0.0,0,0.0,6.138386178795051,16.535494695519514,0.018032164335353887,3.2569224010126248,0.07185004615052955,0.0752692281701984,0.0,0.0,50.65198923141463,-0.14711927432072797,10.108940077152774,0.005351375447361614,1.793811931842223,0.0,-119.56546203832015,0.0029832421963353855,31.387483926934145,0.00037664514522566537
3,2019-01-30 18:00:00,0.0,-10.0,85.6,0.4,0.0,0.0,0.0,888.9,0,188.383,0.0,,,0.35,0,3.58,0.0,0.0,0.0005683129054778707,-117.09163265386559,0.0,-111.49153883563892,-13.092609691750491,-15.883055003716208,7.492515873523826,0.0,0.0,0,0.0,6.13838419628022,19.792417096532137,0.021583879058377466,3.1895422740579265,0.05748012903710207,0.14711927432072797,0.0,0.0,101.095066830402,-0.20459940335783003,10.108959542485463,0.006405411924145316,1.793811931842223,0.0,-117.09163265386559,0.0029832421963353855,49.287483926934144,0.00035134392883095784
4,2019-01-30 18:15:00,0.0,-10.1,88.0,0.4,0.0,0.0,0.0,889.0,0,188.807,0.0,,,0.35,0,3.58,0.0,0.0,0.0006598949001607511,-116.95506994804327,0.0,-111.06753883563894,-13.22502341784886,-15.88306013346878,7.337492305444521,0.0,0.0,0,0.0,6.138386178795051,22.981959370590065,0.025062114907949906,3.1858294189668923,0.05748027522670162,0.20459940335783003,0.0,0.0,151.60552455634408,-0.26207967858453163,10.108981987771019,0.007437642197748223,1.793811931842223,0.0,-116.95506994804327,0.0035708380630331943,67.18748392693414,0.0003440745642471188
5,2019-01-30 18:30:00,0.0,-10.4,88.8,0.5,0.0,0.0,0.0,889.0,0,189.232,0.0,,,0.35,0,3.58,0.0,0.0,0.0007513696325264738,-120.3359139412173,0.0,-110.64253883563893,-17.022307369508432,-19.853825166835975,7.328932263930071,0.0,0.0,0,0.0,6.138386178795051,26.16778878955696,0.028536301842483052,3.2779311910013864,0.0718505271287182,0.26207967858453163,0.0,0.0,202.1196951373772,-0.33393020571324983,10.109007748364526,0.00846867088156264,1.793811931842223,0.0,-120.3359139412173,0.0041462775811229305,85.08748392693414,0.0003436732738010531
6,2019-01-30 18:45:00,0.0,-10.7,87.4,0.5,0.0,0.0,0.0,888.9,0,189.656,0.0,,,0.35,0,3.58,0.0,0.0,0.0008454881052789287,-120.18911625452748,0.0,-110.21853883563892,-17.51136546271628,-19.85381875464526,7.540788043827726,0.0,0.0,0,0.0,6.13838419628022,29.445719980558344,0.03211092691445839,3.2739421582944783,0.07185071708636963,0.33393020571324983,0.0,0.0,252.5417639463758,-0.40578092279961947,10.109037739366894,0.00952950642453667,1.793811931842223,0.0,-120.18911625452748,0.004721047246500037,102.98748392693415,0.00035360790702269033
7,2019-01-30 19:00:00,0.0,-11.0,88.3,0.4,0.0,0.0,0.0,888.7,0,190.08,0.0,,,0.35,0,3.58,0.0,0.0,0.0009394911564789668,-116.6615826755997,0.0,-109.79453883563892,-14.398630280531588,-15.883044744111087,7.531586440570803,0.0,0.0,0,0.0,6.138380231211918,32.719662138852826,0.03568120189624081,3.1778629443169026,0.05748072692794432,0.40578092279961947,0.0,0.0,302.9678217880813,-0.4632616497275638,10.10907122273198,0.010589050998472304,1.793811931842223,0.0,-116.6615826755997,0.0053124334025083575,120.88748392693415,0.00035317654101526955
8,2019-01-30 19:15:00,0.0,-10.9,88.0,0.4,0.0,0.0,0.0,888.6,0,187.971,0.0,,,0.35,0,3.58,0.0,0.0,0.0010307345941502355,-118.85913330179825,0.0,-111.90353883563893,-14.266128180422482,-15.883039614258514,7.3105337142631575,0.0,0.0,0,0.0,6.138378248658438,35.897525083169725,0.039146701290261425,3.2377357399472793,0.05748091234270202,0.4632616497275638,0.0,0.0,353.48995884376444,-0.5207425620702658,10.109107096423793,0.011617501495324128,1.793811931842223,0.0,-118.85913330179825,0.005903099879371121,138.78748392693416,0.0003428108594415522
9,2019-01-30 19:30:00,0.0,-11.0,90.0,0.5,0.0,0.0,0.0,888.6,0,185.862,0.0,,,0.35,0,3.58,0.0,0.0,0.0011236960656904502,-124.56056245232797,0.0,-114.01253883563894,-17.996262612918265,-19.85379951782314,7.448238996229227,0.0,0.0,0,0.0,6.138378248658438,39.13526082311701,0.04267749271877536,3.393056705664887,0.07185142449467366,0.5207425620702658,0.0,0.0,403.9522231038172,-0.5925939865649394,10.1091470631744,0.01266532860076258,1.793811931842223,0.0,-124.56056245232797,0.006476432277598408,156.68748392693416,0.0003492683770026526
