,When,h_ice,h_f,r_ice,ice,T_a,Discharge
12673,2019-03-15 21:00:00,0.23547953544739714,1.35,0.933733264457327,197.1500020176428,3.1,0.0
12674,2019-03-15 21:05:00,0.23547117062547251,1.35,0.9337000959169379,197.12899298079583,3.1,0.0
12675,2019-03-15 21:10:00,0.23546648405886025,1.35,0.9336815125477561,197.11722288044348,3.2,0.0
12676,2019-03-15 21:15:00,0.23545935279944497,1.35,0.9336532353808216,197.0993139433999,3.1,0.0
12677,2019-03-15 21:20:00,0.235455443999102,1.35,0.933637736042854,197.08949812083088,3.0,0.0
12678,2019-03-15 21:25:00,0.23544640407598724,1.35,0.9336018905630998,197.0667982145225,3.1,0.0
12679,2019-03-15 21:30:00,0.2354413662859322,1.35,0.9335819145080902,197.0541487125948,3.0,0.0
12680,2019-03-15 21:35:00,0.23543955013012594,1.35,0.9335747130114229,197.0495886183172,3.0,0.0
12681,2019-03-15 21:40:00,0.23543474909379644,1.35,0.9335556757421494,197.0375342764476,3.1,0.0
12682,2019-03-15 21:45:00,0.23542565733422502,1.35,0.9335196247183177,197.01470822315298,3.2,0.0
12683,2019-03-15 21:50:00,0.23541553984070374,1.35,0.9334795064114941,196.98930900292342,3.4,0.0
12684,2019-03-15 21:55:00,0.2354050825092093,1.35,0.9334380405649811,196.96305893886333,3.6,0.0
12685,2019-03-15 22:00:00,0.23539445614045937,1.35,0.9333959044449003,196.93638694528823,3.6,0.0
12686,2019-03-15 22:05:00,0.2353841783048035,1.35,0.9333551503427644,196.9105920542986,3.7,0.0
12687,2019-03-15 22:10:00,0.23537446819259236,1.35,0.9333166474012841,196.88622408168348,3.7,0.0
12688,2019-03-15 22:15:00,0.23536656759896413,1.35,0.9332853196382764,196.86639866246048,3.6,0.0
12689,2019-03-15 22:20:00,0.23535942294838766,1.35,0.9332569893721516,196.84847132111398,3.5,0.0
12690,2019-03-15 22:25:00,0.2353530327000696,1.35,0.9332316504932917,196.83243784630648,3.2,0.0
12691,2019-03-15 22:30:00,0.23535129152745593,1.35,0.9332247463231035,196.82806930202815,3.0,0.0
12692,2019-03-15 22:35:00,0.23534964311883874,1.35,0.9332182099845789,196.8239335591016,2.9,0.0
