,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing,LW_in,vp_a,h_s,DroneV,a,cld,Discharge,T_s,T_bulk,f_cone,ice,iceV,solid,gas,vapour,melted,delta_T_s,unfrozen_water,TotalE,SW,LW,Qs,Ql,Qf,Qg,meltwater,SA,h_ice,r_ice,ppt,dpt,cdt,$q_{T}$,$q_{melt}$,s_cone,input,vp_ice,thickness
10,2019-01-30 23:30:00,0.0,-10.0,90.3,0.4,0.0,0.0,0.0,886.9,0,220.328,0.0,,,0.35,0,4.06,0.0,0.0,0.0011638215009395596,39.956070149504455,0.04357259558288381,2.498725782134229,0.0569343796347741,0.5341158716014529,0.0,0.0,520.4314137774297,-92.60969052380803,0.0,-79.54653883563893,-13.063151688169096,-15.882952401651675,6.408867964492602,0.0,-0.591050251236227,10.013043949557558,0.013055099175322963,1.785263471667126,0.0,0,0.0,0.0,-92.60969052380803,0.006807673253805633,195.78748392693416,6.138344543273208,0.0003005292989062153
11,2019-01-30 23:45:00,0.0,-9.8,88.5,0.3,0.0,0.0,0.0,886.7,0,225.904,0.0,,,0.35,0,4.02,0.0,0.0,0.0012365989384263629,42.454795931638685,0.046297487384556905,2.254825690821802,0.042700904396511204,0.591050251236227,0.0,0.0,578.8326879952955,-83.56979016317999,0.0,-73.97053883563893,-9.599251327541056,-11.912206605531454,5.803335743256288,0.0,-0.6337511556327382,10.013078480259715,0.013871523632874461,1.785263471667126,0.0,0,0.0,0.0,-83.56979016317999,0.007312701672617414,216.08748392693417,6.138340577687823,0.0002721342096769184
12,2019-01-31 00:00:00,0.0,-9.4,88.1,0.5,0.0,0.0,0.0,886.6,0,231.48,0.0,,,0.35,0,4.02,0.0,0.0,0.001302271921148739,44.70962162246049,0.048756403077928556,2.2593864981050644,0.07116838525081609,0.6337511556327382,0.0,0.0,636.8778623044736,-83.73855009610641,0.0,-68.39453883563894,-15.344011260467472,-19.85367126273339,5.23685614081241,0.0,-0.7049195408835542,10.013111437669851,0.01460825707304012,1.785263471667126,0.0,0,0.0,0.0,-83.73855009610641,0.007770014820233154,236.18748392693416,6.138338594875669,0.00024557040057353774
13,2019-01-31 00:15:00,0.0,-9.1,87.3,0.3,0.0,0.0,0.0,886.4,0,236.122,0.0,,,0.35,0,4.02,0.0,0.0,0.001368077072492892,46.969008120565555,0.05122029238883921,1.9605620955818808,0.04270115168812203,0.7049195408835542,0.0,0.0,694.9184758063685,-72.66311359095324,0.0,-63.752538835638916,-8.910574755314332,-11.91219506178162,5.247430460513328,0.0,-0.7476206925716763,10.013146171929339,0.015346480694576963,1.785263471667126,0.0,0,0.0,0.0,-72.66311359095324,0.008182689728927543,256.28748392693416,6.138334629212419,0.0002460663027918942
14,2019-01-31 00:30:00,0.0,-9.0,88.2,0.4,0.0,0.0,0.0,886.6,0,240.764,0.0,,,0.35,0,4.02,0.0,0.0,0.0014251783269875742,48.92957021614743,0.0533583099412731,1.9120090468137674,0.05693508496654927,0.7476206925716763,0.0,0.0,753.2579137107866,-70.86339852450763,0.0,-59.11053883563892,-11.752859688868703,-15.882937010186712,4.553395745300936,0.0,-0.8045557775382256,10.013177699516548,0.015987067531606475,1.785263471667126,0.0,0,0.0,0.0,-70.86339852450763,0.00859619934991781,276.3874839269342,6.138338594875669,0.00021352105679107842
15,2019-01-31 00:45:00,0.0,-8.8,87.5,0.6,0.0,0.0,0.0,886.6,0,245.406,0.0,,,0.35,0,4.02,0.0,0.0,0.0014808649468830142,50.8415792629612,0.055443379785126715,1.934751768538147,0.08540290027900198,0.8045557775382256,0.0,0.0,811.6459046639728,-71.70606637931301,0.0,-54.468538835638924,-17.237527543674094,-23.824405515280066,4.440617344195977,0.0,-0.8899586778172276,10.013209687842005,0.01661179032433533,1.785263471667126,0.0,0,0.0,0.0,-71.70606637931301,0.008955018564670082,296.4874839269342,6.138338594875669,0.00020823258174618113
16,2019-01-31 01:00:00,0.0,-8.5,88.0,0.3,0.0,0.0,0.0,886.5,0,250.048,0.0,,,0.35,0,4.02,0.0,0.0,0.0015372133871522176,52.776331031499346,0.05755325085223484,1.5690059104136713,0.04270157970476689,0.8899586778172276,0.0,0.0,870.0111528954346,-58.1505421413901,0.0,-49.82653883563893,-8.324003305751171,-11.912198909723426,4.493421948409132,0.0,-0.9326602575219944,10.013243304555004,0.01724394399018353,1.785263471667126,0.0,0,0.0,0.0,-58.1505421413901,0.009304951671263852,316.5874839269342,6.138336612050535,0.0002107087670070384
17,2019-01-31 01:15:00,0.0,-8.4,87.5,0.4,0.0,0.0,0.0,886.6,0,247.204,0.0,,,0.35,0,4.04,0.0,0.0,0.0015829092835600782,54.34533694191302,0.0592642714742781,1.7171227759329444,0.05693561824994242,0.9326602575219944,0.0,0.0,928.742146985021,-63.63987454524971,0.0,-52.67053883563892,-10.96933570961079,-15.882937010186712,3.6439743154829145,0.0,-0.9895958757719369,10.013271488107238,0.01775659520163838,1.785263471667126,0.0,0,0.0,0.0,-63.63987454524971,0.009659047117611542,336.68748392693425,6.138338594875669,0.0001708757662230101
18,2019-01-31 01:30:00,0.0,-8.1,88.3,0.4,0.0,0.0,0.0,886.7,0,244.36,0.0,,,0.35,0,4.02,0.0,0.0,0.0016329185023564398,56.06245971784596,0.06113681539568807,1.7833265937702834,0.05693581740112227,0.9895958757719369,0.0,0.0,987.6250242090881,-66.09330560476579,0.0,-55.514538835638916,-10.578766769126878,-15.882942140708606,3.987959118128826,0.0,-1.046531693173059,10.013303278333254,0.018317641572118043,1.785263471667126,0.0,0,0.0,0.0,-66.09330560476579,0.009946204290539145,356.88748392693424,6.138340577687823,0.00018700620707567874
19,2019-01-31 01:45:00,0.0,-7.8,89.2,0.7,0.0,0.0,0.0,886.4,0,241.517,0.0,,,0.35,0,4.02,0.0,0.0,0.0016848553186814574,57.845786311616244,0.06308155541070473,2.055456928555128,0.09963792283628768,1.046531693173059,0.0,0.0,1046.1416976153178,-76.17868834626759,0.0,-58.357538835638934,-17.821149510628665,-27.79512181082378,4.1417011395193635,0.0,-1.1461696160093466,10.013337340882412,0.018900319134164286,1.785263471667126,0.0,0,0.0,0.0,-76.17868834626759,0.010260469596127761,376.98748392693426,6.138334629212419,0.00019421563104202462
20,2019-01-31 02:00:00,0.0,-7.4,89.5,0.3,0.0,0.0,0.0,886.2,0,238.673,0.0,,,0.35,0,4.04,0.0,0.0,0.0017447168698730394,59.901243240171375,0.06532305696856203,1.8468170344133117,0.042702112409843056,1.1461696160093466,0.0,0.0,1104.3862406867627,-68.4458658053771,0.0,-61.20153883563893,-7.244326969738165,-11.912187365822392,4.77369306899135,0.0,-1.1888717284191896,10.013377924225312,0.019571911559357405,1.785263471667126,0.0,0,0.0,0.0,-68.4458658053771,0.010586851427881773,397.0874839269343,6.138330663497216,0.00022385159727972902
21,2019-01-31 02:15:00,0.0,-7.3,88.9,0.3,0.0,0.0,0.0,886.0,0,243.432,0.0,,,0.35,0,4.04,0.0,0.0,0.0017985015219310005,61.74806027458469,0.0673370341053268,1.7157304374500697,0.04270224547479349,1.1888717284191896,0.0,0.0,1163.1394236523493,-63.58735666927916,0.0,-56.44253883563894,-7.144817833640216,-11.912179669762264,4.2891215021543205,0.0,-1.231573973893983,10.013415596450931,0.020175333754100962,1.785263471667126,0.0,0,0.0,0.0,-63.58735666927916,0.010963038156536434,417.28748392693427,6.138326697730022,0.00020112864529884416
22,2019-01-31 02:30:00,0.0,-7.3,89.3,0.3,0.0,0.0,0.0,885.8,0,248.192,0.0,,,0.35,0,4.04,0.0,0.0,0.001848468001449841,63.46379071203476,0.06920805966416003,1.587257083724047,0.04270237150633195,1.231573973893983,0.0,0.0,1222.0236932148991,-58.825743843583055,0.0,-51.68253883563892,-7.143205007944133,-11.912171973601184,3.9846664289773375,0.0,-1.274276345400315,10.013451619516898,0.020735925197033662,1.785263471667126,0.0,0,0.0,0.0,-58.825743843583055,0.01130103991611989,437.48748392693426,6.138322731910806,0.00018685188293756405
23,2019-01-31 02:45:00,0.0,-7.1,89.6,0.3,0.0,0.0,0.0,885.8,0,252.951,0.0,,,0.35,0,4.04,0.0,0.0,0.0018946925203010539,65.0510477957588,0.07093898341958431,1.4535724616833805,0.04270251737210513,1.274276345400315,0.0,0.0,1281.0364361311752,-53.871039596790084,0.0,-46.92353883563894,-6.947500761151144,-11.912171973601184,3.6862832723436965,0.0,-1.3169788627724202,10.013485824171374,0.02125453972962449,1.785263471667126,0.0,0,0.0,0.0,-53.871039596790084,0.011615050397950454,457.68748392693425,6.138322731910806,0.00017285985104782177
