,time,ghi,sea,Discharge,temp,RH,wind,SW_global,ppt,press,alb,vp_a,LW_in,SW_direct,SW_diffuse,T_F,e_a,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,rain2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,rho_air,s_cone,vp_ice,Qr
0,2022-06-01 00:00:00,0.0,0.0,30.0,-1.0,96.0,5.7,0.0,0.0,548.924,0.85,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.05,7.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0071428571428571435,,
1,2022-06-01 01:00:00,0.0,0.0,30.0,-2.1,96.0,3.1,0.0,0.0,548.924,0.845,5.031,214.713,0.0,0.0,0.0,0.702,0.0,0.0,0.0011367920226583563,2352.6863783958365,2.5656340004316647,5.600373153253338,0.0,0.0,-1.0776113281279025,0.0,-137.69073396288059,0,-91.45486980679894,-17.455424908689672,-28.78043924739197,0,0.0,0.0,153.9419669666289,0.049999999999999996,6.999999999999999,0.0,0.0,0.0,0.0,0.0,1619.2900779368167,180.70992206318334,-28.78043924739197,,-108.91029471548862,2352.6863783958365,1.0,917.0,0.0071428571428571435,6.112911778902558,-0.0
2,2022-06-01 02:00:00,0.0,0.0,30.0,-2.2,94.0,4.3,0.0,0.0,548.924,0.839,4.89,213.538,0.0,0.0,0.0,0.699,-1.0776113281279025,0.0,0.0011367920226583563,2527.795927305767,2.7565931595482733,5.2843484362488775,5.600373153253338,0.0,0.10832672363670219,1619.2900779368167,-126.3370323769383,0,-87.82690189070632,-12.940801240395931,-25.887289735024297,0,0.3179604891882526,0.0,161.48877714468043,0.05121092986113216,7.169530180558501,0.0,0.0,0.0,0.0,0.0012404619927846201,1575.0622558186851,224.9377441813148,2.8931495123676783,,-129.23018188930598,4152.686378395836,1.0,917.0,0.0071428571428571435,5.591575240585917,-0.0
3,2022-06-01 03:00:00,0.0,0.0,30.0,-2.7,98.0,4.4,0.0,0.0,548.924,0.834,4.912,212.162,0.0,0.0,0.0,0.699,-0.9692846044912004,-0.03487205675997996,0.0012355681056977626,2747.449323050833,2.996127942258269,5.627019014000191,10.884721589502217,0.0,-0.0628497703289179,3194.3523337555016,-137.39206714211235,0,-89.68314723872803,-20.418685030463106,-27.56585783230516,0,0.27562295938395087,0.0,161.48952416028553,0.05566091513160036,7.169530180558501,0.0,0.0,0.0,0.0,0.0014832905849264852,1563.7763168312638,236.2236831687363,-1.6785680972808663,,-135.71349904483148,5952.686378395836,1.0,917.0,0.007142857142857144,5.642087580149703,-0.0
4,2022-06-01 04:00:00,0.0,0.0,30.0,-2.8,96.0,4.4,0.0,0.0,548.924,0.829,4.776,211.012,0.0,0.0,0.0,0.697,-1.0321343748201182,-0.06268417877715453,0.0013392637361320514,2978.045987205569,3.2475964964073816,6.45097906850121,16.511740603502407,0.0,-0.1511284038645898,4758.128650586766,-142.734145408021,0,-90.55444522630756,-20.86342682487271,-31.602138569569174,0,0.2858652127284423,0.0,161.4903753238649,0.06033260142821761,7.169530180558501,0.0,0.0,0.0,0.0,0.0015571818386158516,1558.5804407177336,241.41955928226645,-4.036280737264015,,-138.69786467075699,7752.686378395836,1.0,917.0,0.007763537321111383,5.612730582975493,-0.0
5,2022-06-01 05:00:00,0.0,0.0,30.0,-2.2,93.0,4.1,0.0,0.0,548.924,0.824,4.838,213.212,0.0,0.0,0.0,0.698,-1.1832627786847079,-0.08929636924415184,0.0014449235919415469,3213.0145674193345,3.5038326798466026,5.064348043132134,22.962719672003615,0.0,0.2543464584713552,6316.709091304499,-123.3562592678223,0,-87.68506907632883,-11.184516598206741,-24.809148736638143,0,0.3224751433514111,0.0,161.49131314364294,0.06509285891218397,7.169530180558501,0.0,0.0,0.0,0.0,0.0015866963150302043,1573.458972122805,226.5410278771949,6.792989832931028,,-130.14924910075334,9552.686378395836,1.0,917.0,0.00841514017080513,5.542707557030461,-0.0
6,2022-06-01 06:00:00,0.0,0.0,30.0,-2.5,98.0,3.2,0.0,0.0,548.924,0.819,4.986,213.22,0.0,0.0,0.0,0.701,-0.9289163202133527,-0.11712147259733952,0.0015445147100466678,3434.4912472533974,3.7453557767212624,3.7874045282169453,28.02706771513575,0.0,0.23422449212869811,7890.168063427304,-120.61188295409372,0,-88.80425885241462,-13.493278461092435,-18.553568835049425,0,0.23922319446277315,0.0,161.49226228027624,0.06957978232017738,7.169530180558501,0.0,0.0,0.0,0.0,0.0014955794969592597,1579.1700332013081,220.82996679869183,6.255579901588721,,-126.86746285568245,11352.686378395836,1.0,917.0,0.009079096854727695,5.661017225603031,-0.0
7,2022-06-01 07:00:00,171.692,0.212,30.0,-2.7,96.0,2.3,0.0,0.0,548.924,0.814,4.812,211.538,0.0,0.0,0.0,0.697,-0.6946918280846546,-0.1364321122721461,0.10680751833902398,3651.533809523872,3.9820434127850297,3.8726880223343843,31.814472243352697,0.0,-0.015638474517108345,9469.338096628613,-122.71646345966847,0,-91.52707216710394,-12.382616128372858,-18.97123534802441,0,0.1644601838327284,0.0,161.4932537671929,0.07397687439285924,7.169530180558501,0.0,0.0,0.0,0.0,0.0014656283386072486,1587.1211067585473,212.8788932414526,-0.4176665129749857,,-122.2987969466935,13152.686378395836,1.0,917.0,0.009704929133132844,5.771997025158313,-0.0
8,2022-06-01 08:00:00,396.764,0.433,30.0,-2.7,98.0,2.2,0.0,0.0,548.924,0.809,4.912,212.162,0.0,0.0,0.0,0.699,-0.7103303026017629,-0.1489187036680141,0.21136129603985127,3860.5400147429905,4.209967300701189,3.290639535171736,35.68716026568708,0.0,0.10676339681542896,11056.45920338716,-118.54345496656578,0,-90.83349646459774,-11.755460056893625,-16.11983858215174,0,0.16534013707733716,0.0,161.49426594247996,0.07821115691558876,7.169530180558501,0.0,0.0,0.0,0.0,0.0014113523791200108,1588.6932308652251,211.3067691347749,2.8513967658726713,,-121.39485173243844,14952.686378395836,1.0,917.0000000000001,0.010318231812938193,5.764525946802403,-0.0
9,2022-06-01 09:00:00,596.91,0.636,30.0,-0.7,94.0,1.5,0.0,0.0,548.924,0.804,5.46,221.599,0.0,0.0,0.0,0.709,-0.603566905786334,-0.1607925496721071,0.2984434115732703,4068.556144342594,4.436811498737835,0.9364045019857571,38.97779980085882,0.0,0.4318133482840828,12645.152434252384,-86.71707364115005,0,-81.87172606193809,-0.3885804023643364,-4.587129606186064,0,0.13036242933845352,0.0,161.4953292395267,0.08242538137407326,7.169530180558501,0.0,0.0,0.0,0.0,0.0014046579097578707,1628.9797258405183,171.02027415948177,11.532708975965676,,-98.24978261711573,16752.686378395836,1.0,917.0,0.010908825954547577,5.8157064832841305,-0.0
