,time,ghi,sea,Discharge,temp,RH,wind,SW_global,ppt,press,alb,vp_a,LW_in,SW_direct,SW_diffuse,T_F,e_a,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,rain2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,rho_air,s_cone,vp_ice,Qr
10,2021-07-01 10:00:00,720.603,0.778,30,1.4,45.0,2.0,0,0.0,548.924,0.799,3.043,209.974,0,0,0.0,0.652,-0.08150902990506828,-0.017577087415023188,0.3518356840080605,8339.996248896365,9.09487050043224,21.619358255176987,12.48192501894659,0.0,-1.8654862681002982,12648.922598321089,-139.86781450353544,0,-95.82858658404558,7.947180852294737,-51.99962029589057,0,0.013211524105964921,0.0,328.91229654063227,0.08295678979602485,10.231939934262483,0.0,0.0,0.0,0.0,0.001251077996118727,1480.7754660294559,319.2245339705441,-49.822707691072225,,-90.04510681246323,21001.4007722364,1.0,917.0,0.007740804175086206,6.071983729934832,0.0
11,2021-07-01 11:00:00,813.244,0.894,30,3.7,22.0,3.5,0,0.0,548.924,0.794,1.752,200.399,0,0,0.0,0.602,-1.9469952980053664,-0.018471568675807327,0.3906148106455263,8637.601424611732,9.419412676784876,43.08641253544716,34.101283274123574,0.0,-1.9332698492429605,14129.698064350545,-147.34610308823545,0,-97.13238269142397,53.02047439291547,-103.6326664532781,0,0.39847166355115715,0.0,328.91308176535966,0.08591702733897288,10.231939934262483,0.0,0.0,0.0,0.0,0.0009867134180328349,1460.6808518769144,339.3191481230857,-51.633046157387525,,-95.71305693084793,22801.4007722364,1.0,917.0,0.00810763064765825,5.200863857327779,0.0
12,2021-07-01 12:00:00,835.215,0.924,30,5.8,18.0,5.3,0,0.0,548.924,0.79,1.66,204.744,0,0,0.0,0.596,-3.880265147248327,-0.044520475369896055,0.39982717434361653,8933.83416019937,9.742458189966598,52.21438497813859,77.18769580957073,0.0,-2.6784949032022807,15590.378916227459,-71.5362374391378,0,-84.3938610685324,137.6524123564395,-125.58721684697504,0,0.7924281199301351,0.0,328.9138907056963,0.08886361340969169,10.231939934262483,0.0,0.0,0.0,0.0,0.0009821607320932772,1800.0,0.0,-71.5362374391378,0.0,,24601.4007722364,0.0,917.0,0.008396944068374828,4.419652661471437,0.0
13,2021-07-01 13:00:00,784.52,0.857,30,7.0,13.0,6.2,0,0.0,548.924,0.785,1.303,201.07,0,0,0.0,0.576,-6.558760050450608,-0.0946055444809707,0.3788025291420819,8881.619775221232,9.68551774833286,49.845204520724735,129.4020807877093,0.0,1.215045538708208,17390.37891622746,32.450980605741805,0,-76.73387011048857,225.5445663024172,-117.68299384953109,0,1.323278263344266,0.0,335.07895951704023,0.08671859802322884,10.327399744132467,0.0,0.0,0.0,0.0,-0.00017311656102930387,1800.0,0.0,32.450980605741805,0.0,,26401.4007722364,0.0,917.0,0.008396944068374828,3.5135832559571867,0.0
14,2021-07-01 14:00:00,665.781,0.715,30,7.8,13.0,7.0,0,0.0,548.924,0.78,1.376,204.889,0,0,0.0,0.58,-5.3437145117424,-0.1803113478628915,0.3288062347590514,8831.774570700507,9.631160927699572,64.0453286439689,179.24728530843404,0.0,0.6784376499453005,19190.37891622746,18.119458340620348,0,-78.01419770505453,246.85212015846008,-151.7774501177763,0,1.0589860049911046,0.0,333.82410276157583,0.08655606694252943,10.308043764221686,0.0,0.0,0.0,0.0,-0.00016222093058792478,1800.0,0.0,18.119458340620355,0.0,,28201.4007722364,0.0,917.0,0.008396944068374828,3.9011900515592948,0.0
15,2021-07-01 15:00:00,490.292,0.528,30,8.0,13.0,7.5,0,0.0,548.924,0.775,1.395,205.853,0,0,0.0,0.581,-4.665276861797099,-0.24902831860429275,0.25304885500509994,8767.729242056537,9.56131869362763,74.07569808721746,243.29261395240295,0.0,-0.021137960759970827,20990.37891622746,-0.5645447292420297,0,-79.9278411446441,254.85705214583564,-176.40170442076953,0,0.9079486903359711,0.0,332.20828569959104,0.0863463331037741,10.283066363271114,0.0,0.0,0.0,0.0,-0.00020921866783784807,1800.0,0.0,-0.5645447292420158,0.0,,30001.4007722364,0.0,917.0,0.008396944068374828,4.134216575453427,0.0
16,2021-07-01 16:00:00,276.859,0.317,30,7.5,12.0,7.5,0,0.0,548.924,0.771,1.244,201.137,0,0,0.0,0.572,-4.68641482255707,-0.30808767462281256,0.15712301043571122,8693.65354396932,9.480538215888027,77.5180144941355,317.3683120396204,0.0,-0.9014750898755036,22790.37891622746,-24.076258647236244,0,-84.55385299520424,245.2211500619754,-185.64625744486963,0,0.9027017308622176,0.0,330.33449433147996,0.0861024743351663,10.25402499219348,0.0,0.0,0.0,0.0,-0.00024316214019011966,1800.0,0.0,-24.076258647236244,0.0,,31801.4007722364,0.0,917.0,0.008396944068374828,4.126768662772666,0.0
17,2021-07-01 17:00:00,59.63,0.092,30,6.7,10.0,5.1,0,0.0,548.924,0.766,0.982,192.307,0,0,0.0,0.553,-5.587889912432574,-0.36697203239830484,0.0472642339842148,8616.135529475185,9.396003848936951,51.59014663137881,394.8863265337559,0.0,-1.6714106687568235,24590.37891622746,-44.63940936215646,0,-89.56584720417678,168.13889624019768,-124.29209980133018,0,1.0796414031528214,0.0,328.36791951517455,0.08584579553481454,10.223456871426967,0.0,0.0,0.0,0.0,-0.0002559053577560929,1800.0,0.0,-44.63940936215646,0.0,,33601.400772236404,0.0,917.0,0.008396944068374828,3.820299406156827,0.0
18,2021-07-01 18:00:00,0.0,0.0,30,5.3,14.0,3.4,0,0.0,548.924,0.762,1.247,195.191,0,0,0.0,0.573,-7.259300581189397,-0.43760895997860294,0.0013363680434119824,8564.545382843806,9.339744147048862,24.85555377346126,446.4764731651347,0.0,-0.892822184044388,26390.37891622746,-23.8451600831385,0,-79.70434068199765,114.56846007566561,-60.122774077547476,0,1.413494600741013,0.0,327.0558463859727,0.08567411508696822,10.2030112847411,0.0,0.0,0.0,0.0,-0.0001713312980487116,1800.0,0.0,-23.845160083138495,0.0,,35401.400772236404,0.0,917.0,0.008396944068374828,3.3064201188197058,0.0
19,2021-07-01 19:00:00,0.0,0.0,30,2.8,22.0,2.5,0,0.0,548.924,0.757,1.644,196.106,0,0,0.0,0.596,-8.152122765233784,-0.5302739804702875,0.0013363680434119822,8539.689829070345,9.312638853948032,12.52919390738801,471.33202693859596,0.0,7.015163495308339,28190.37891622746,-30.43895267037745,0,-75.11566223652204,73.46136877870899,-30.365481821442625,0,1.5808226088782311,0.0,326.4227642322781,0.08559115520897768,10.193131514515764,0.0,0.0,0.0,0.0,-8.287665057924516e-05,1033.7173704319696,766.2826295680304,187.35835594638434,,-217.79730861676177,37201.400772236404,1.0,917.0,0.008396944068374828,3.0585718954368337,0.0
20,2021-07-01 20:00:00,0.0,0.0,30,1.9,28.0,2.8,0,0.0,548.924,0.753,1.963,198.61,0,0,0.0,0.612,-1.1369592699254456,-0.6340090375181369,0.0014543127613084953,9293.443264730986,10.134616428278065,35.723277869925774,483.86122084598395,0.0,-2.1047215853751022,29224.096286659427,-166.1505029078368,0,-102.49203750364603,22.814854475003468,-86.5775966530463,0,0.10427677385207619,0.0,326.4248851982144,0.09314583560044962,10.193131514515764,0.0,0.0,0.0,0.0,0.0025181380234410504,1413.198046275509,386.80195372449117,-56.212114831603714,,-109.93838807623308,39001.400772236404,1.0,917.0,0.008396944068374828,5.5640765365101545,0.0
21,2021-07-01 21:00:00,0.0,0.0,30,-1.0,35.0,2.5,0,0.0,548.924,0.748,1.989,191.014,0,0,0.0,0.614,-3.241680855300548,-0.6402968309358633,0.0015092475261537137,9644.521940585551,10.517472127138006,23.710744932371778,519.5844987159097,0.0,1.090074802637851,30637.294332934936,-142.7598536492405,0,-100.87644302650511,15.041624155749044,-57.46428760224556,0,0.5392528237611341,0.0,326.4259342873638,0.09666460853448976,10.193131514515764,0.0,0.0,0.0,0.0,0.0011728753419870575,1195.2877611741733,604.7122388258268,29.113309050800737,,-171.87316270004123,40801.400772236404,1.0,917.0,0.009138098087697891,4.664978615806659,-0.0
22,2021-07-01 22:00:00,0.0,0.0,30,-2.6,35.0,1.9,0,0.0,548.924,0.744,1.767,183.598,0,0,0.0,0.604,-2.1516060526626966,-0.6716297205463655,0.0016001580919659407,10225.523434479006,11.151061542507096,22.53345064488478,543.2952436482815,0.0,0.1068437147317308,31832.582094109108,-169.6275571228435,0,-113.03650087911569,-2.2870143939198386,-54.610745735583514,0,0.3067038857755438,0.0,326.4277558697891,0.10248783982694247,10.193131514515764,0.0,0.0,0.0,0.0,0.0019409898197957484,1193.1454339426427,606.8545660573571,2.8535418666620416,,-172.48109898950554,42601.400772236404,1.0,917.0,0.009483308284292447,5.112603827081583,-0.0
23,2021-07-01 23:00:00,0.0,0.0,30,-2.3,31.0,0.0,0,0.0,548.924,0.739,1.601,181.792,0,0,0.0,0.596,-2.044762337930966,-0.6884380626812778,0.001691586506124061,10809.844549891477,11.788271046773694,0.0,565.8286942931662,0.0,2.044762337930966,33025.72752805175,-115.02958314031167,0,-115.31058158874313,-0.0,-0.0,0,0.280998448431466,0.0,326.4296952899772,0.10834434284780176,10.193131514515764,0.0,0.0,0.0,0.0,0.001952069003962945,1203.1368050602996,596.8631949397004,54.61074573558351,,-169.6403288758952,44401.400772236404,1.0,917.0,0.010054598008570016,5.158519711172261,-0.0
24,2021-07-02 00:00:00,0.0,0.0,30,-3.3,32.0,0.6,0,0.0,548.924,0.735,1.534,178.129,0,0,0.0,0.592,0.0,-0.7030053337997062,0.0017849756429558846,11406.707744831177,12.439157846053627,9.744645653067584,565.8286942931662,0.0,-0.884251535464121,34228.86433311205,-157.11897659066773,0,-128.03886980679894,-5.31824472013256,-23.61625841484995,0,-0.14560364888629715,0.0,326.4317875660973,0.11432655196536305,10.193131514515764,0.0,0.0,0.0,0.0,0.001993957071527242,1330.2805048484001,469.7194951516,-23.61625841484995,,-133.5027181758178,46201.400772236404,1.0,917.0000000000001,0.010629151865009442,6.112911778902558,-0.0
25,2021-07-02 01:00:00,0.0,0.0,30,-4.1,32.0,0.0,0,0.0,548.924,0.731,1.445,174.6,0,0,0.0,0.588,-0.884251535464121,-0.6958520005507834,0.0018569450768426638,11866.68259432971,12.940766187927709,0.0,575.5733399462338,0.0,0.884251535464121,35559.14483796045,-127.58351486927512,0,-127.6225266532775,-0.0,-0.0,0,0.03901178400238828,0.0,326.43347667931266,0.11893676375568296,10.193131514515764,0.0,0.0,0.0,0.0,0.0015366406121600955,1268.0119652738358,531.9880347261643,23.616258414849945,,-151.19977328412506,48001.400772236404,1.0,917.0,0.011216038153000742,5.682029007930085,-0.0
26,2021-07-02 02:00:00,0.0,0.0,30,-7.9,69.0,1.0,0,0.0,548.924,0.727,2.331,176.964,0,0,0.0,0.63,0.0,-0.6976943213094121,0.001940180546978269,12398.670629055874,13.520905811402262,13.4212596454572,575.5733399462338,0.0,-1.2178620355725607,36827.156803234284,-183.1047321481812,0,-129.20386980679893,-21.23022618644723,-32.52620254780861,0,-0.1444336071264248,0.0,326.4355134916821,0.12426874552094141,10.193131514515764,0.0,0.0,0.0,0.0,0.0017772062760722314,1270.1944710439752,529.8055289560248,-32.52620254780861,,-150.57852960037258,49801.400772236404,1.0,917.0,0.011668324261911889,6.112911778902558,-0.0
27,2021-07-02 03:00:00,0.0,0.0,30,-7.5,66.0,2.0,0,0.0,548.924,0.722,2.299,177.653,0,0,0.0,0.629,-1.2178620355725607,-0.691166103963593,0.0020209731115362123,12915.054898366443,14.084029333005935,22.915675493064914,588.994599591691,0.0,-0.8615221364395598,38097.35127427826,-212.2910284505539,0,-123.09097934794553,-33.7736431722405,-55.535412697035206,0,0.10900676666732158,0.0,326.43757596759633,0.1294443346847983,10.193131514515764,0.0,0.0,0.0,0.0,0.0017250681936541875,1134.0140341686006,665.9859658313995,-23.009210149226597,,-189.2818183013273,51601.400772236404,1.0,917.0,0.012191419814801136,5.526788904267725,-0.0
