TIMESTAMP,T_HMP,RH,PRECIP,WS_AVG,WDIR,WS_MAX,SW_IN_AVG,SW_OUT_AVG,LW_IN_AVG,LW_OUT_AVG,PRESS,SR50
28/09/2019 06:00,5.579,97.6,1.26,0.735,114.9,2.277,158.017,21.7,336.671,357.088,651.199,1.471
28/09/2019 07:00,6.177,92.4,1.15,0.376,14.15,1.833,202.867,29.05,338.691,361.279,650.463,1.465
28/09/2019 08:00,6.955,97.3,0.59,0.177,81.9,1.277,318.683,47.383,342.478,370.019,649.657,1.463
28/09/2019 09:00,6.315,99.6,0.31,1.71,136,3.499,177.517,26.45,344.391,361.356,649.285,1.464
28/09/2019 10:00,5.547,100,0.87,1.341,119.4,3.165,110.25,15.833,341.622,355.296,649.014,1.458
28/09/2019 11:00,5.59,100,0.25,0.412,119.7,1.722,85.983,12.783,341.606,355.287,649.055,1.453
28/09/2019 12:00,5.505,100,0,0.779,123.2,2.277,16.75,1.967,341.803,351.014,649.468,1.456
28/09/2019 13:00,5.273,100,0,0.222,136,1.722,0.033,0,339.913,348.639,650.113,1.455
28/09/2019 14:00,5.168,100,0,0.014,143.9,0.555,0,0,337.634,347.679,650.695,1.454
28/09/2019 15:00,5.201,100,0,0.605,136,1.832,0,0,339.361,347.013,651.329,1.455
28/09/2019 16:00,5.008,100,0,0.528,122.3,2.166,0,0,336.993,345.87,651.452,1.454
28/09/2019 17:00,4.995,100,0,0,0,0,0,0,334.526,345.603,651.376,1.449
28/09/2019 18:00,4.852,100,0.22,0.316,136.3,1.166,0,0,337.544,344.986,651.26,1.456
28/09/2019 19:00,4.809,100,0,0,0,0,0,0,334.561,344.881,650.743,1.457
28/09/2019 20:00,4.758,100,0,0.235,0,1.111,-0.333,0,318.565,341.558,650.302,1.455
28/09/2019 21:00,4.702,99.9,0,0.1,70.53,1.444,-0.55,0,316.661,340.505,649.861,1.457
28/09/2019 22:00,4.68,99.1,0,0.007,69.19,0.444,-0.017,0,322.966,341.429,649.809,1.457
28/09/2019 23:00,4.806,96.5,0.12,0.104,0.055,0.889,0,0,326.805,342.343,650.058,1.459
29/09/2019 00:00,5.002,99.2,0.21,0.028,0.032,0.666,0,0,326.696,342.527,650.554,1.456
29/09/2019 01:00,4.862,99.3,1.72,0.16,6.539,1.333,11.017,1.283,330.702,343.23,650.671,1.452
29/09/2019 02:00,5.366,92.5,0.91,0.239,26.36,1.777,57.283,8.2,331.648,347.082,650.893,1.441
29/09/2019 03:00,5.667,97.5,0.93,0.212,132.7,1,113.583,16.033,335.295,351.876,651.358,1.85
29/09/2019 04:00,5.526,97.2,1.26,0.25,128.9,1.333,135.25,18.517,335.873,353.608,651.544,1.463
29/09/2019 05:00,6.398,88.5,0.81,0.106,142.9,1.555,328.267,47.833,339.207,366.607,651.295,1.85
29/09/2019 06:00,7.662,96,0,0.698,132.7,2.166,403.75,60.15,341.224,376.582,650.775,1.472
29/09/2019 07:00,6.646,98.4,0.14,1.4,126.8,2.888,334.983,49.483,345.147,369.499,650.31,1.478
29/09/2019 08:00,7.205,90.9,0.15,1.331,112.5,3.276,431.9,64.533,344.775,375.65,649.487,1.475
29/09/2019 09:00,7.421,96.6,0,1.438,116.9,3.443,366.2,55.567,339.241,376.011,649.276,1.475
29/09/2019 10:00,6.791,95.5,0,1.079,110.6,2.832,202.85,30.633,335.399,367.382,648.909,1.487
29/09/2019 11:00,6.028,98.8,0,0.766,125.7,2,63.967,9.267,339.774,358.438,648.965,1.489
29/09/2019 12:00,5.388,99.5,0,0.429,133.5,1.722,26.083,3.517,334.705,352.779,649.091,1.492
29/09/2019 13:00,5.283,99.5,0,0,0,0,0.217,0,331.043,349.675,649.68,1.491
29/09/2019 14:00,5.536,92.2,0,0.093,83.8,1.111,-0.083,0,333.131,349.388,650.038,1.491
29/09/2019 15:00,6.203,92.7,0,0.574,82.4,1.944,-0.883,0,333.493,348.394,650.543,1.496
29/09/2019 16:00,5.897,97.5,0,0.106,42.28,0.833,0,0,331.948,348.068,650.345,1.49
29/09/2019 17:00,5.413,99,0,0.2,34.84,1.444,-0.367,0,317.556,345.802,649.906,1.899
29/09/2019 18:00,5.161,95.8,0,0.056,2.297,1,-1,0,299.531,341.937,649.766,1.487
29/09/2019 19:00,5.54,87.5,0,0.04,15.08,0.611,-1,0,309.172,342.426,649.207,1.883
29/09/2019 20:00,5.579,85.7,0,0.352,14.38,1.555,-0.95,0,305.864,341.215,648.548,1.493
29/09/2019 21:00,5.799,90.7,0,0.047,94.2,0.722,-0.317,0,312.526,342.293,648.045,1.495
29/09/2019 22:00,4.718,93,0,0.082,30.91,1,-1,0,262.887,333.843,647.761,1.492
29/09/2019 23:00,4.204,92,0,0.097,27.1,0.944,-1,0,268.285,331.58,647.906,1.492
30/09/2019 00:00,4.734,89.8,0,0.404,51.09,1.555,-0.25,0,326.491,339.169,648.274,1.492
30/09/2019 01:00,5.036,89.2,0,1.207,50.26,2.721,24.917,3.267,324.869,341.558,648.571,1.585
30/09/2019 02:00,5.707,81.2,0,0.176,45.91,1.388,142.133,21.083,318.007,351.185,648.813,1.888
30/09/2019 03:00,7.518,72.26,0,0.028,0,0.944,343.1,51.817,322.258,368.053,648.882,1.513
30/09/2019 04:00,9.01,87.1,0,1.293,124.4,2.499,582.8,87.567,294.472,383.209,649.028,1.514
30/09/2019 05:00,10.46,77.3,0,2.016,128.4,4.332,971.15,145.433,297.587,408.856,648.894,1.515
30/09/2019 06:00,10.78,76.05,0,2.569,140.5,4.498,1038.467,155.533,291.321,418.824,648.415,1.511
30/09/2019 07:00,10.94,80.8,0,3.002,134.1,5.942,1142.7,174.267,309.807,427.546,648.154,1.905
30/09/2019 08:00,9.74,85.1,0,2.729,139.6,4.998,732.217,113.6,334.729,408.479,647.654,1.947
30/09/2019 09:00,8.96,92.4,0,2.589,139,4.554,584,92.367,338,399.041,647.35,1.637
30/09/2019 10:00,7.586,99.6,0,1.795,125.9,3.221,188.917,29.783,348.705,375.976,646.938,1.9
30/09/2019 11:00,6.938,100,0,1.787,133.8,3.721,72.383,11.017,347.519,364.569,646.847,1.905
30/09/2019 12:00,6.603,100,0,1.298,134.4,3.332,13.983,1.5,344.914,358.941,646.807,1.619
30/09/2019 13:00,6.51,100,0,0.607,129.3,1.666,0.033,0,346.023,356.951,647.588,1.596
30/09/2019 14:00,6.466,100,0,0.899,138,2.499,0,0,346.217,355.222,648.008,1.599
30/09/2019 15:00,6.341,100,0.06,0.986,138.5,2.277,0,0,345.437,353.705,648.367,1.904
30/09/2019 16:00,6.088,100,0,1.305,136.1,2.943,0,0,344.526,351.921,648.663,1.515
30/09/2019 17:00,5.831,100,0.4,1.433,139.5,2.832,0,0,342.828,350.19,648.659,1.875
30/09/2019 18:00,5.481,100,0.88,0.706,132.2,1.777,0,0,341.188,348.768,648.511,1.464
30/09/2019 19:00,5.375,100,0.36,0.441,128,1.722,0,0,340.307,348.287,648.172,1.459
30/09/2019 20:00,5.365,100,0.36,0.14,118,1,0,0,340.909,348.253,647.857,1.452
30/09/2019 21:00,5.31,100,0.17,0.207,135,1.333,0,0,339.945,347.407,647.49,1.449
30/09/2019 22:00,4.926,100,0,0.193,21.86,1.222,-0.967,0,327.18,340.11,647.209,1.846
30/09/2019 23:00,4.357,97.9,0,0.563,10.56,1.499,-1,0,321.224,336.115,647.208,1.86
01/10/2019 00:00,4.133,97.4,0,0.456,25.5,1.444,-0.85,0,318.569,333.354,647.434,1.862
01/10/2019 01:00,4.478,90.2,0,0.571,14.48,1.666,21.383,2.7,331.547,340.884,647.968,1.863
01/10/2019 02:00,5.384,96,0,0.02,11.16,0.555,111.6,16.017,340.216,351.52,648.237,1.47
01/10/2019 03:00,6.604,95.6,0,0.417,133.2,2.166,223.133,34,349.391,362.459,648.537,1.52
01/10/2019 04:00,7.548,97.4,0,1.443,130.6,2.443,478.483,73.917,360.054,378.442,648.726,1.542
01/10/2019 05:00,7.466,94,0,1.752,129,2.832,435.967,68.167,358.713,378.648,648.804,1.649
01/10/2019 06:00,9.85,82.8,0,2.754,136.5,5.276,1130.983,171.283,337.788,416.185,648.375,1.942
01/10/2019 07:00,10.36,83.1,0,2.867,129.2,5.885,982.933,148.4,320.946,418.165,648.056,1.952
01/10/2019 08:00,9.71,85.6,0,2.995,141.4,5.72,857.833,132.983,325.186,412.441,647.64,1.679
01/10/2019 09:00,9.08,97.3,0,2.141,140.4,5.22,493.267,76.65,345.04,398.281,647.153,1.95
01/10/2019 10:00,7.493,98.9,0,1.491,132.6,3.054,160.467,24.133,347.714,374.68,646.916,1.956
01/10/2019 11:00,7.016,99.8,0,1.1,137.3,2.555,72.6,10.6,346.748,366.394,646.914,1.539
01/10/2019 12:00,6.714,100,0,0.469,127.8,1.61,12.333,1.183,345.795,360.73,647.148,1.536
01/10/2019 13:00,6.518,100,0,0.304,128.3,1.166,0,0,346.6,357.587,647.968,1.558
01/10/2019 14:00,6.497,100,0,0.194,141.3,1.777,0,0,346.408,356.418,648.514,1.98
01/10/2019 15:00,6.564,100,0.08,0.536,137.5,1.722,0,0,346.189,355.271,649.097,1.964
01/10/2019 16:00,6.425,100,0,0.302,129.8,1.499,0,0,345.085,354.33,649.267,1.904
01/10/2019 17:00,6.276,100,0,0,0,0,-0.133,0,340.373,352.88,649.199,1.912
01/10/2019 18:00,6.113,98.9,0,0,0,0,-0.45,0,332.96,350.545,649.22,1.909
01/10/2019 19:00,5.52,99.1,0,0.017,2.659,0.611,-1.083,0,308.338,340.97,648.767,1.516
01/10/2019 20:00,4.926,100,0,0.065,38.77,1.277,-0.683,0,315.512,338.607,648.584,1.605
01/10/2019 21:00,4.808,99,0,0.685,17.01,1.888,-0.05,0,333.903,342.219,648.316,1.519
01/10/2019 22:00,4.513,96.7,0,0.809,46.2,2.055,-0.7,0,322.251,340.208,648.274,1.524
01/10/2019 23:00,4.53,92.2,0,0.765,11.9,2.11,-0.85,0,306.312,335.821,648.013,1.525
02/10/2019 00:00,4.122,90.4,0,0.606,21.43,1.444,-0.9,0.033,297.552,330.88,648.451,1.527
02/10/2019 01:00,3.893,92.6,0,0.347,31.97,1.166,11.95,1.517,295.891,329.684,648.943,1.522
02/10/2019 02:00,5.648,82.2,0,0.162,36.99,1.166,289.683,39.683,307.353,345.503,649.433,1.911
02/10/2019 03:00,8.9,75.72,0,0.462,127.4,2.055,424.9,79.583,297.501,370.712,649.342,1.92
02/10/2019 04:00,9.2,89.8,0,1.756,126,3.11,678.5,102.55,278.074,386.295,649.632,1.525
02/10/2019 05:00,8.55,90.9,0,2.106,127.4,3.776,609.783,95.85,346.473,390.941,649.551,1.532
02/10/2019 06:00,9.08,92.2,0,1.98,130.4,4.221,583.7,89.717,348.443,395.449,649.26,1.913
02/10/2019 07:00,7.84,97,0,2.302,136.7,3.61,454.383,69.233,351.421,386.065,648.977,1.521
02/10/2019 08:00,7.827,99,0,1.904,131.5,3.887,337.117,50.1,350.605,382.697,648.406,1.519
02/10/2019 09:00,7.061,99.5,0,1.667,135.6,3.665,137.533,19.767,348.071,367.861,648.064,1.516
02/10/2019 10:00,6.85,100,0,1.528,135.4,3.499,94.333,13.5,348.956,362.313,647.921,1.919
02/10/2019 11:00,6.891,100,0,1.074,133,2.61,71.1,10.167,348.269,361.397,647.826,1.911
02/10/2019 12:00,6.628,100,0,0.717,141,2.055,9.35,0.933,346.933,356.812,648.045,1.512
02/10/2019 13:00,6.574,100,0,0.166,134.1,1.333,0,0,346.862,355.498,648.446,1.516
02/10/2019 14:00,6.615,100,0,0.141,104.9,1.333,0,0,346.473,354.801,648.81,1.913
02/10/2019 15:00,6.643,100,0,0.383,115.9,1.444,-0.033,0,346.283,353.915,649.404,1.972
02/10/2019 16:00,6.373,100,0,0.666,128.2,1.944,0,0,343.566,352.256,649.739,1.938
02/10/2019 17:00,6.016,100,0,1.563,125.5,3.221,-0.067,0,338.05,349.395,649.72,1.523
02/10/2019 18:00,5.788,100,0,1.373,121.9,3.332,0,0,341.248,348.39,649.54,1.525
02/10/2019 19:00,5.214,100,0,1.321,113,3.554,-0.217,0,334.074,345.824,649.141,1.526
02/10/2019 20:00,5.049,100,0,0.136,135.3,0.944,0,0,336.396,346.174,648.795,1.525
02/10/2019 21:00,4.92,100,0,0.066,104,0.944,-0.35,0,330.086,344.905,648.41,1.517
02/10/2019 22:00,4.732,100,0,0,0,0,-0.75,0,319.003,341.749,648.159,1.52
02/10/2019 23:00,4.766,99.5,0,0.44,21.62,1.888,-0.4,0,322.354,341.453,648.225,1.518
03/10/2019 00:00,4.42,98.9,0,0.111,32.07,1.055,-0.75,0,303.367,336.99,648.73,1.52
03/10/2019 01:00,4.528,90.3,0,0.647,25.75,1.499,19.617,2.783,285.727,334.837,648.958,1.518
03/10/2019 02:00,6.384,80.1,0,0.315,48.9,1.388,331.733,35.45,275.567,347.502,649.388,1.517
03/10/2019 03:00,7.505,81.3,0,1.162,134.8,2.61,476.65,79.233,275.261,369.385,649.792,1.517
03/10/2019 04:00,9.37,69.56,0,1.445,120.3,3.998,770.6,113.45,289.535,394.25,650.115,1.519
03/10/2019 05:00,10.81,72.3,0,1.629,131.8,3.499,915.383,132.267,286.579,412.326,649.837,1.943
03/10/2019 06:00,10.33,79.33,0,2.867,137.3,4.332,909,132.183,289.127,411.196,649.364,1.966
03/10/2019 07:00,9.3,89.6,0,2.895,136,4.887,547.75,79.167,335.45,395.864,648.662,2.004
03/10/2019 08:00,8.28,96.5,0,2.083,137.5,3.721,360.8,52.6,345.335,385.486,648.673,1.669
03/10/2019 09:00,7.503,98.9,0,1.645,136.5,3.332,206.317,30.817,350.493,375.691,648.508,2.02
03/10/2019 10:00,7.186,99.6,0,1.732,137.2,2.888,132.15,19.167,347.739,368.946,648.436,1.993
03/10/2019 11:00,7.02,99.6,0,1.538,136.6,2.999,58.533,7.95,345.768,363.333,648.431,1.914
03/10/2019 12:00,6.663,100,0,1.131,139.1,2.555,7.267,0.333,345.338,357.558,648.693,1.91
03/10/2019 13:00,6.562,100,0,0.156,136.9,1.166,0,0,344.6,355.998,649.347,1.912
03/10/2019 14:00,6.351,100,0,0,0,0,-0.467,0,326.595,353.163,649.851,1.537
03/10/2019 15:00,6.051,100,0,0,0,0,-0.817,0,315.45,349.255,650.314,1.951
03/10/2019 16:00,5.984,98.6,0,0.125,17.64,1.111,-0.783,0,305.354,347.671,650.37,1.547
03/10/2019 17:00,5.91,99.1,0,0.016,0,0.666,-0.333,0,328.222,348.432,650.322,1.533
03/10/2019 18:00,6.095,96.6,0,0.045,28.52,1.222,-0.483,0,330.099,349.896,650.058,1.512
03/10/2019 19:00,5.949,89.9,0,0.429,27.21,1.777,-1.167,0,273.174,342.349,649.427,1.512
03/10/2019 20:00,5.49,87,0,0.563,9.8,1.722,-2,0,255.607,336.04,649.296,1.534
03/10/2019 21:00,5.345,86.4,0,0.717,15.6,1.61,-2,0,255.067,334.085,649.03,1.948
03/10/2019 22:00,5.323,85.3,0,0.916,20.85,1.999,-2,0,255.793,333.324,648.748,2.004
03/10/2019 23:00,5.172,87.1,0,0.613,40.71,1.499,-2,0,257.05,331.614,649.107,1.704
04/10/2019 00:00,4.328,88.8,0,0.769,23.59,1.555,-1.05,0,254.326,329.557,649.481,1.997
04/10/2019 01:00,4.561,82.8,0,0.646,12.4,1.722,14.217,1.817,251.793,329.789,649.647,1.603
04/10/2019 02:00,6.769,73.31,0,0.201,20.36,1.666,228.45,33.817,258.035,345.524,649.734,1.916
04/10/2019 03:00,9.11,78.96,0,0.944,129.9,2.332,521.817,76.2,268.727,369.636,650.065,1.93
04/10/2019 04:00,9.69,79.03,0,1.567,133.2,2.555,736.9,107.917,280.673,390.022,650.066,1.95
04/10/2019 05:00,10.25,79.49,0,2.238,129.2,4.332,935.367,136.217,303.721,410.096,650.019,1.935
04/10/2019 06:00,10.2,85.2,0,2.741,139,4.387,917.167,134.5,338.473,415.227,649.743,1.891
04/10/2019 07:00,9.25,89.6,0,2.569,136,3.832,643.35,94.967,350.473,403.792,649.236,1.954
04/10/2019 08:00,7.862,98.6,0,1.505,138.5,3.276,239.117,34.733,350.265,380.996,648.656,1.897
04/10/2019 09:00,7.557,97.6,0,1.663,141.5,3.276,196.033,28.417,348.63,375.396,648.207,1.896
04/10/2019 10:00,7.422,97.7,0,1.14,131.5,2.61,141.6,20.883,348.881,371.582,648.033,1.909
04/10/2019 11:00,7.263,99.4,0,0.64,128.8,1.888,57.6,7.967,348.534,365.822,647.991,1.962
04/10/2019 12:00,6.892,99.9,0,0.548,138.1,1.499,4.733,0.133,347.653,359.452,648.068,1.978
04/10/2019 13:00,6.766,100,0,0.356,135.2,1.499,0,0,347.396,356.984,648.635,1.542
04/10/2019 14:00,6.737,100,0,0.006,0,0.333,0,0,347.007,356.549,649.142,1.541
04/10/2019 15:00,6.662,100,0,0.058,0,1.055,-0.283,0,336.485,354.518,649.326,1.538
04/10/2019 16:00,6.022,100,0,0.271,52.8,1.388,-1.05,0,293.256,344.868,649.234,1.949
04/10/2019 17:00,5.544,99.3,0,0.014,0,0.611,-0.35,0,324.918,344.585,649.499,1.536
04/10/2019 18:00,5.665,99.2,0,0.018,146.2,0.611,0,0,340.599,349.613,649.24,1.538
04/10/2019 19:00,5.109,95,0,0.687,32.93,1.722,-1.033,0,284.45,342.102,648.771,1.957
04/10/2019 20:00,4.832,87.1,0,0.266,16.98,1.277,-2,0,252.24,333.742,648.485,1.974
04/10/2019 21:00,4.328,93.3,0,0,0,0,-1.383,0,251.876,330.25,648.661,1.562
04/10/2019 22:00,3.715,89.8,0,0.592,28.92,1.444,-1,0,249.889,329.135,648.451,1.957
04/10/2019 23:00,3.866,90.5,0,0.415,22.58,1.444,-1.05,0,248.168,327.493,648.576,1.557
05/10/2019 00:00,3.825,88.5,0,0.93,30.44,1.499,-1.033,0,248.307,327.165,648.928,1.54
05/10/2019 01:00,4.404,80.7,0,1.004,20.33,1.61,11.4,1.383,249.377,328.296,649.477,1.54
05/10/2019 02:00,6.482,67.05,0,0.454,15.35,1.667,247.083,36.717,256.614,343.996,649.901,1.9
05/10/2019 03:00,9.13,72.75,0,1.088,127.1,2.832,511.3,74.617,267.572,368.729,650.624,1.9
05/10/2019 04:00,9.63,78.85,0,1.47,120.8,2.721,720.417,104.383,271.882,388.423,650.851,1.572
05/10/2019 05:00,10.59,75.12,0,1.993,130.3,3.832,892.5,128.75,281.046,407.887,650.746,1.573
05/10/2019 06:00,10.99,78.88,0,2.456,137.4,4.498,997.6,143.817,285.604,420.521,650.034,1.911
05/10/2019 07:00,11.37,78.6,0,3.031,138.8,5.109,1001.517,146.05,291.07,423.131,649.548,1.918
05/10/2019 08:00,10.93,79.34,0,2.853,131.1,5.72,789.467,118.45,306.359,413.447,649.044,1.904
05/10/2019 09:00,9.52,89.4,0,2.73,136.8,5.109,472.817,70.883,330.201,395.241,648.913,1.55
05/10/2019 10:00,8.57,91.6,0,1.916,137.9,3.998,227.383,33.65,343.002,381.764,648.685,1.564
05/10/2019 11:00,7.978,95.4,0,1.466,122.6,3.388,83.7,11.7,339.386,370.18,648.652,1.518
05/10/2019 12:00,7.415,97.9,0,0.463,132.2,1.888,21.05,2.767,342.201,364.297,648.958,1.536
05/10/2019 13:00,7.179,98.7,0,0.109,102.5,1.277,0,0,342.96,360.683,649.595,1.508
05/10/2019 14:00,7.126,91.5,0,0.398,30.83,2.666,-0.8,0,300.37,355.03,649.51,1.554
05/10/2019 15:00,7.237,79.6,0,1.762,36.35,3.443,-1.567,0,266.424,347.223,649.427,1.54
05/10/2019 16:00,6.571,99.3,0,0.581,106.9,1.888,-0.817,0,303.947,346.613,649.791,1.553
05/10/2019 17:00,5.747,98.9,0,0.66,38.35,2.166,0,0,342.684,350.296,650.092,1.539
05/10/2019 18:00,5.84,93.5,0,1.054,46.27,2.166,0,0,340.88,349.817,649.962,1.7
05/10/2019 19:00,6.215,91.4,0,0.19,23.7,1.388,-0.583,0,340.493,350.143,649.714,1.491
05/10/2019 20:00,6.207,96.7,0,0.029,0,0.944,-0.033,0,340.496,350.414,650.017,1.509
05/10/2019 21:00,6.055,92.7,0,0.187,6.323,1.444,-0.1,0,340.051,349.553,650.106,1.908
05/10/2019 22:00,6.386,90.1,0,0.062,26.65,0.833,-1,0,338.794,349.147,649.968,1.903
05/10/2019 23:00,6.607,91.2,0,0.165,29.04,1,-1,0,338.028,348.899,649.889,1.545
06/10/2019 00:00,6.13,97.7,0,0.092,134.5,1.166,-0.817,0,335.643,347.857,649.984,1.549
06/10/2019 01:00,6.096,98,0,0.269,89.5,1.166,19.333,2.55,335.103,348.689,650.519,1.548
06/10/2019 02:00,6.175,99,0,0.32,137.1,1.944,68.783,9.65,345.586,354.105,650.915,1.548
06/10/2019 03:00,7.608,87.4,0,0.388,124.3,1.666,285.683,41.233,338.904,370.584,651.073,1.919
06/10/2019 04:00,8.52,91.1,0,2.02,135.5,3.499,506.383,74.133,337.986,382.916,651.354,1.581
06/10/2019 05:00,8.42,89.9,0,1.673,131.4,3.943,398.817,57.867,323.649,383.371,651.141,1.902
06/10/2019 06:00,9.76,85.9,0,1.973,134.5,3.943,714.4,104,312.442,404.041,650.839,1.893
06/10/2019 07:00,9.85,81.7,0,2.585,127.6,4.332,668.367,97.4,309.162,402.736,650.186,1.898
06/10/2019 08:00,10.24,80.8,0,1.786,128.6,3.388,634.383,93.833,305.652,405.758,649.166,1.681
06/10/2019 09:00,11.33,79.84,0,3.112,132.5,4.776,852.433,138.533,302.95,416.2,648.918,1.876
06/10/2019 10:00,9.77,93.1,0,2.58,134.1,5.72,442.45,77.783,319.226,395.597,648.79,1.92
06/10/2019 11:00,7.867,97.7,0,1.266,138.8,2.166,64.967,8.35,334.833,370.943,648.936,1.598
06/10/2019 12:00,7.331,99.3,0,0.79,138.4,2.277,7.7,0.4,344.508,363.85,648.793,1.601
06/10/2019 13:00,7.019,99.7,0,0.437,136,1.944,0,0,347.672,360.391,649.661,1.995
06/10/2019 14:00,6.804,99.3,0,0.086,123.6,0.889,-0.367,0,334.686,358.169,650.302,1.596
06/10/2019 15:00,6.879,99.2,0,0,0,0,-0.667,0,326.044,356.192,650.926,1.6
06/10/2019 16:00,6.888,98,0,0.001,9.05,0.056,-0.65,0,326.651,355.17,651.038,1.589
06/10/2019 17:00,6.8,99.4,0,0.079,130.8,1.111,-0.217,0,337.652,355.105,651.057,1.591
06/10/2019 18:00,6.622,98.9,0,0.615,143.3,3.499,0,0,341.033,354.191,650.985,1.598
06/10/2019 19:00,5.85,96.4,1.09,0.995,93.3,3.998,0,0,335.17,348.516,650.573,1.567
06/10/2019 20:00,5.584,93.7,0.77,0.167,48.12,1.388,-0.25,0,326.313,346.626,650.157,1.538
06/10/2019 21:00,5.252,99.3,0,0.009,132.8,0.5,-0.333,0,329.114,344.311,650.034,1.531
06/10/2019 22:00,4.674,87,0,1.119,25.63,2.166,-0.733,0.117,310.216,339.2,649.793,1.911
06/10/2019 23:00,4.551,93.7,0,0.387,57.64,1.333,-1.017,0.2,286.779,332.955,650.268,1.526
07/10/2019 00:00,3.945,91.4,0,0.529,23.88,1.61,-0.983,0,282.827,330.388,650.429,1.527
07/10/2019 01:00,4.438,87.8,0,0.456,9.47,1.333,26.083,3.917,302.89,335.346,650.872,1.533
07/10/2019 02:00,5.909,81.3,0,0.147,0,1.388,81.2,11.75,333.385,348.65,651.348,1.97
07/10/2019 03:00,7.201,77.69,0,0.04,35.86,0.889,194.533,28.183,339.216,361.222,651.505,1.52
07/10/2019 04:00,9.12,77.13,0,0.619,145.3,2.888,412.85,60.1,336.068,379.651,651.595,1.573
07/10/2019 05:00,10.45,77.39,0,2.402,137.5,4.665,990.233,142.167,302.172,409.773,651.336,1.909
07/10/2019 06:00,10.41,76.45,0,3.321,137.4,5.166,931.617,132.583,291.806,411.667,650.942,1.921
07/10/2019 07:00,11.2,75.62,0,3.069,137.7,4.831,1035.4,148.383,294.813,423.848,650.272,1.58
07/10/2019 08:00,11.45,74.57,0,3.376,135.1,5.775,1021.367,152.217,302.086,427.013,649.814,1.92
07/10/2019 09:00,10.35,83.9,0,2.854,135.9,5.887,722.983,112.55,310.396,411.489,649.369,1.575
07/10/2019 10:00,8.87,94.3,0,1.992,138.1,3.443,281.983,46.35,313.446,385.558,649.109,1.579
07/10/2019 11:00,7.739,97.3,0,1.65,128.1,3.332,85.467,12.033,331.962,370.74,649.062,1.574
07/10/2019 12:00,7.14,99.3,0,0.938,130.8,2.166,12.95,1.483,342.979,363.595,649.228,1.883
07/10/2019 13:00,6.825,99.7,0,0.801,130.3,1.944,0,0,346.333,359.821,649.846,1.878
07/10/2019 14:00,6.772,100,0,0.315,139.1,1.499,0,0,346.482,358.618,650.352,1.89
07/10/2019 15:00,6.651,99.9,0,0.147,138,1.277,0,0,344.686,357.613,650.598,1.59
07/10/2019 16:00,6.663,99.9,0,0.086,138.8,0.666,0,0,344.322,356.923,650.86,1.59
07/10/2019 17:00,6.152,98.7,3.37,0.7,130.5,4.831,0,0,342.16,353.008,650.726,1.481
07/10/2019 18:00,5.51,99.4,2.8,2.07,129.8,5.664,0,0,338.662,348.106,650.586,1.477
07/10/2019 19:00,5.083,99.7,1.28,0.773,118,2.221,0,0,335.46,346.683,650.25,1.473
07/10/2019 20:00,5.088,99.8,0.21,0.012,132.8,0.611,0,0,336.243,347.647,649.839,1.477
07/10/2019 21:00,5.159,99.3,0,0,0,0,0,0,334.793,347.599,649.413,1.484
07/10/2019 22:00,5.129,98.4,0,0,0,0,-0.083,0,331.718,346.829,648.947,1.484
07/10/2019 23:00,5.111,97.1,0,0,0,0,-0.75,0,320.017,343.694,648.897,1.481
08/10/2019 00:00,4.979,99.7,0,0.113,138.5,1.055,-0.433,0,322.934,341.636,649.506,1.473
08/10/2019 01:00,5.001,99.9,0,0,0,0,13.967,1.5,335.898,344.337,650.148,1.463
08/10/2019 02:00,5.262,99.8,0,0.319,137.2,1.389,60.2,7.683,339.917,349.225,650.415,1.48
08/10/2019 03:00,5.592,99.4,0,0.91,121.2,1.888,241.533,34.417,343.145,359.922,650.864,1.482
08/10/2019 04:00,6.929,95.1,0,0.996,130,2.277,600.6,88.067,341.595,385.406,650.965,1.675
08/10/2019 05:00,8.46,90.5,0,2.482,131.2,4.72,976.05,139.383,314.716,407.597,650.698,1.906
08/10/2019 06:00,8.55,91.3,0,2.919,138.9,5.387,898.5,127.967,330.753,410.564,650.336,1.886
08/10/2019 07:00,7.739,87.9,0,2.462,130,5.165,539.433,75.667,336.121,393.183,649.354,1.879
08/10/2019 08:00,6.797,97.7,0,1.981,135.8,3.832,296.167,40.967,340.213,379.214,649.228,1.907
08/10/2019 09:00,6.897,95.1,0,1.456,128.4,2.943,290.583,41.15,341.377,379.621,648.757,1.911
08/10/2019 10:00,6.589,98.6,0,1.842,135.9,3.721,194.383,28.25,339.518,371.614,648.557,1.949
08/10/2019 11:00,5.725,99,0,0.638,130.2,2.777,55.283,7.15,339.177,361.33,648.452,1.667
08/10/2019 12:00,5.436,100,0,0.716,129.3,2.277,4.117,0.2,340.342,354.051,648.713,1.7
08/10/2019 13:00,5.052,100,0,0.341,131.2,1.444,0,0,339.919,351.216,649.58,1.702
08/10/2019 14:00,4.974,100,0.08,0.145,127.5,1.055,-0.017,0,338.354,350.163,650.069,1.896
08/10/2019 15:00,4.828,100,0,0.951,138.5,2.333,0,0,338.278,348.207,650.853,1.893
08/10/2019 16:00,4.498,100,0,1.175,126.9,2.666,0,0,336.68,345.923,650.864,1.588
08/10/2019 17:00,4.3,100,0,0.355,134,1.999,0,0,334.545,345.462,650.706,1.566
08/10/2019 18:00,4.233,100,0,0.416,129.6,2.11,-0.1,0,333.39,344.68,650.435,1.663
