,time,ghi,SW_diffuse,cld,sea,f_cone,SW_direct,dis,temp,RH,wind,SW_global,ppt,vp_a,press,LW_in,Discharge,alb,T_s,T_bulk,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,s_cone,vp_ice
0,2020-11-22 15:00:00,188.171,87.549,0.412,0.23,0.0,41.456,-0.014,2.517,87.467,1.083,129.005,0.0,6.4,805.094,230.579,11.837,0.25,0.0,0.0,0.0,15.46356839356115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3101579518178773,6.9,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.04495042779969236,
1,2020-11-22 16:00:00,64.872,48.021,0.541,0.101,0.05747377499484801,-28.187,-0.007,2.083,88.483,1.083,19.834,0.0,6.267,805.101,233.677,11.837,0.25,0.0,0.0,14180.092216895575,15.46356839356115,0.0,0.0,0.0,0.0,0.0,-18.91878032090612,34.800740028165166,-72.49086980679894,9.03877987936743,1.4589697029431499,8.273599875417073,0.0,0.0,149.72225737923478,0.31015795181787725,6.8999999999999995,0.0,0.0,0.27611827757767415,0.0,677.334940592905,32.885059407094865,0.0,,-20.37775002384927,14180.092216895575,1.0,0.04495042779969236,6.112911778902558
2,2020-11-22 17:00:00,0.0,0.0,0.42,0.0,0.007146866154050405,0.0,-0.0,1.733,89.617,1.717,0.0,0.0,6.2,805.3,237.41,11.837,0.25,0.0,0.0,14213.253394580248,15.499731073697108,0.0,0.0,0.0,-0.0,677.334940592905,-47.264563796052734,0.0,-68.75786980679894,11.925271477977697,1.3073085155393123,8.260726017229196,0.0,0.0,149.95559075756603,0.31039953924030944,6.905374529993545,0.0,0.0,0.24780112173466973,0.00024153175866404496,631.7138751375177,78.50612486248221,-2.220446049250313e-16,,-48.571872311592045,14890.588335173152,1.0,0.04495042779969236,6.112911778902558
3,2020-11-22 18:00:00,0.0,0.0,0.42,0.0,0.0071863855635543325,0.0,-0.0,1.717,90.083,2.0,0.0,0.0,6.2,805.414,245.0,11.837,0.25,0.0,0.0,14292.007320564466,15.585613217627552,0.0,0.0,0.0,-0.0,1309.0488157304226,-37.61993060719681,0.0,-61.16786980679893,13.764523537283798,1.52278219631836,8.260633465999963,0.0,0.0,149.95727084351975,0.3121194257195155,6.905374529993545,0.0,0.0,0.2886475225057612,0.000572717185778624,646.9534018337226,63.26659816627724,0.0,,-39.14271280351517,15601.056136294887,1.0,0.04495042779969236,6.112911778902558
4,2020-11-22 19:00:00,0.0,0.0,0.42,0.0,0.0072182771714039504,0.0,-0.0,1.45,89.3,1.1,0.0,0.0,6.067,805.399,236.233,11.837,0.25,0.0,0.0,14355.56256625325,15.654921010090785,0.08370512753985397,0.0,0.0,-0.018371317100090167,1956.0022175641452,-55.72199222958976,0.0,-69.93486980679893,6.393907994697942,-0.44158882307876607,8.260558405589993,0.0,0.0,149.95863344561937,0.31350739217803414,6.905374529993545,0.0,0.0,0.0,0.00046218360785957253,620.869145197046,89.35085480295395,-0.44158882307876607,,-55.28040340651099,16311.564783817392,1.0,0.04519949270873325,6.112911778902558
5,2020-11-22 20:00:00,0.0,0.0,0.42,0.0,0.007263069372859147,0.0,-0.0,1.15,90.567,1.467,0.0,0.0,6.017,805.474,243.682,11.837,0.25,-0.018371317100090167,0.0,14444.829715928663,15.752267956301704,0.21074538029587805,0.08370512753985397,0.0,-0.027881769750654983,2576.8713627611914,-48.37705107525333,0.0,-62.403510083656926,6.872263698417709,-1.1117790888319192,8.260452419825684,0.005521978992118432,0.0,149.96055749040198,0.3154568742114094,6.905374529993545,0.0,0.0,0.0,0.0006491586644540941,633.1094287569018,77.1105712430981,-0.6701902657531531,,-47.70686080950018,17021.78478381739,1.0,0.04540049070710248,6.1036651395844315
6,2020-11-22 21:00:00,0.0,0.0,0.42,0.0,0.007301654549618135,0.0,-0.0,1.45,90.917,1.45,0.0,0.0,6.167,805.517,242.952,11.837,0.25,-0.046253086850745154,-9.841548570193623e-05,14521.729541791465,15.83612818079767,0.0,0.294450507835732,0.0,0.046253086850745154,3209.980791518093,-45.05295814105269,0.0,-63.00854617426933,8.700515790260905,0.980840306418275,8.26036059414999,0.013871342387470573,0.0,149.96222451563193,0.31713626948093826,6.905374529993545,0.0,0.0,0.1859270994670937,0.0005592152089814261,634.0158070050734,76.20419299492656,1.1117790888319192,,-47.14557753630288,17732.004783817392,1.0,0.04568280443605486,6.0896560377525635
7,2020-11-22 22:00:00,0.0,0.0,0.42,0.0,0.007339982699593082,0.0,-0.0,2.05,88.6,1.017,0.0,0.0,6.267,805.198,233.736,11.837,0.25,0.0,-0.00034433109262263127,14598.119661885858,15.919432564761022,0.0,0.294450507835732,0.0,-0.0,3843.9965985231665,-54.4425316466172,0.0,-72.43186980679894,8.358461705213259,1.3707110306968224,8.260268897450032,-0.00010347317837118306,0.0,149.96388923639068,0.3188045334189367,6.905374529993545,0.0,0.0,0.25983348520262,0.0005555024555845279,620.0047443292686,90.21525567073128,0.0,,-55.81324267731402,18442.41071091686,1.0,0.0459260056211947,6.112911778902558
8,2020-11-22 23:00:00,0.0,0.0,0.42,0.0,0.007385376217533604,0.0,-0.0,1.883,86.583,0.85,0.0,0.0,6.05,805.072,229.935,11.837,0.25,0.0,-0.0003425062658853327,14688.594751041792,16.01809678412409,0.08867733602667392,0.294450507835732,0.0,-0.019461661087541136,4464.001342852435,-62.02402307131807,0.0,-76.23286980679893,6.416587242306818,-0.46779727158282675,8.260159675174991,-0.00010291041812194935,0.0,149.96587217592221,0.32078039532803604,6.905374529993545,0.0,0.0,0.0,0.0006579198490080599,610.7206014260626,99.49939857393737,-0.46779727158282675,,-61.556225799735245,19152.890544402064,1.0,0.04616759482548077,6.112911778902558
9,2020-11-23 00:00:00,0.0,0.0,0.42,0.0,0.007435250873003273,0.0,-0.0,0.9,88.7,0.583,0.0,0.0,5.767,805.126,231.513,11.837,0.25,-0.019461661087541136,-0.0003407025189692097,14788.005472279701,16.12650542233337,0.3250031222205553,0.38312784386240595,0.0,-0.051864434315811864,5074.721944278498,-65.86684717086555,0.0,-74.56762252817694,2.1494477567649106,-1.714455547872278,8.260038892672641,0.0057442557461135175,0.0,149.96806505340666,0.3229514001790127,6.905374529993545,0.0,0.0,0.0,0.0007228887255235494,605.7664883507222,104.45351164927777,-1.2466582762894514,,-64.6201888945761,19863.110544402065,1.0,0.046453728749211796,6.103116748975485
