,time,sea,temp,RH,wind,SW_direct,SW_diffuse,ppt,vp_a,press,LW_in,SW_global,alb,Discharge,T_s,T_bulk,f_cone,ice,iceV,sub,vapour,melted,delta_T_s,wastewater,Qtotal,SW,LW,Qs,Ql,Qf,Qg,meltwater,A_cone,h_cone,r_cone,dr,snow2ice,dep,j_cone,wasted,fountain_froze,Qt,Qmelt,Qfreeze,input,event,s_cone,vp_ice
0,2020-11-22 16:00:00,0.23,2.083,88.483,1.083,5.239,14.596,0.0,6.267,805.101,233.677,19.835,0.25,7.5,0.0,0.0,0.12079740574903401,14188.051018815633,15.472247566865468,0.0,0.0,0.0,0.0,0.0,-45.35062060850892,11.421643206539391,-72.49086980679894,9.037743400583329,1.458802402581383,5.2220601885859175,0.0,0.0,150.2998762280709,0.3091361494855306,6.913333333333334,0.0,0.0,0.2771517394582513,0.0,374.1687971690197,75.83120283098033,2.220446049250313e-16,,-46.8094230110903,14188.051018815633,1.0,0.04471593290533229,6.112911778902558
1,2020-11-22 17:00:00,0.101,1.733,89.617,1.717,0.0,0.0,0.0,6.2,805.3,237.41,0.0,0.25,7.5,0.0,0.0,0.057418694087008205,14264.159373386072,15.555244681991354,0.0,0.0,0.0,-0.0,374.1687971690197,-50.33258236439224,0.0,-68.75786980679894,11.923904004596716,1.3071586061977067,5.194224831612273,0.0,0.0,151.10531897333698,0.3091361494855306,6.9318509821807615,0.018517648847427837,0.0,0.2496724105680089,0.0005522101362208929,365.895382299936,84.104617700064,-2.220446049250313e-16,,-51.63974097058995,14638.32817055509,1.0,0.04471593290533229,6.112911778902558
2,2020-11-22 18:00:00,0.0,1.717,90.083,2.0,0.0,0.0,0.0,6.2,805.414,245.0,0.0,0.25,7.5,0.0,0.0,0.007069870044159853,14348.513663496704,15.647234093235229,0.0,0.0,0.0,-0.0,740.0641794689557,-40.71949172573226,0.0,-61.16786980679893,13.762141117102852,1.522518626931024,5.1637183370328,0.0,0.0,151.99802715246636,0.3091361494855306,6.952317292720344,0.020466310539582106,0.0,0.2925250629729744,0.0006087767913722892,380.79482619277854,69.20517380722144,2.220446049250313e-16,,-42.242010352663286,15088.577842965658,1.0,0.04459647939348464,6.112911778902558
3,2020-11-22 19:00:00,0.0,1.45,89.3,1.1,0.0,0.0,0.0,6.067,805.399,236.233,0.0,0.25,7.5,0.0,0.0,0.007052843909184897,14418.011362366899,15.723022205416465,0.08522342173715582,0.0,0.0,-0.0183647211655958,1120.8590056617343,-58.845835101613694,0.0,-69.93486980679893,6.3916123618880425,-0.44143027750826597,5.138852620805457,0.0,0.0,152.73351036033014,0.3091361494855306,6.969133891756018,0.016816599035674208,0.0,0.0,0.000498612472813311,353.8529485944637,96.14705140553627,-0.44143027750826597,,-58.40440482410543,15538.87036802863,1.0,0.04446519577137567,6.112911778902558
4,2020-11-22 20:00:00,0.0,1.15,90.567,1.467,0.0,0.0,0.0,6.017,805.474,243.682,0.0,0.25,7.5,-0.0183647211655958,0.0,0.007029511115018345,14514.073190350698,15.827778833534023,0.21596912631963686,0.08522342173715582,0.0,-0.027866559054589162,1474.711954256198,-51.53574317790894,0.0,-62.40353965064716,6.868721962912585,-1.1112549258515556,5.104874145513821,0.005455290163370955,0.0,153.7501175596563,0.3091361494855306,6.9923117184428065,0.02317782668678877,0.0,0.0,0.000685878481221412,365.7056663672987,84.29433363270128,-0.6698246483432897,,-50.865918529565654,15988.87036802863,1.0,0.04435790075022326,6.103668457158934
5,2020-11-22 21:00:00,0.0,1.45,90.917,1.45,0.0,0.0,0.0,6.167,805.517,242.952,0.0,0.25,7.5,-0.04623128022018497,-9.920831499728247e-05,0.007009277950252159,14598.151554857079,15.919467344446106,0.0,0.3011925480567927,0.0,0.04623128022018497,1840.4176206234965,-48.24535326561913,0.0,-63.008643894926365,8.694128757208466,0.9799958556369024,5.0755010274850925,0.013664988976770811,0.0,154.63990564669533,0.3091361494855306,7.012535303181613,0.020223584738806203,0.0,0.19156154492255442,0.0005963475824758823,366.1000846661341,83.89991533386589,1.1112549258515558,,-50.336604047107585,16438.87036802863,1.0,0.04421086500908679,6.089666982970134
6,2020-11-22 22:00:00,0.0,2.05,88.6,1.017,0.0,0.0,0.0,6.267,805.198,233.736,0.0,0.25,7.5,0.0,-0.0003477144208647961,0.006989215383203154,14682.243031735868,16.01117015456474,0.0,0.3011925480567927,0.0,-0.0,2206.5177052896306,-57.66510275899925,0.0,-72.43186980679894,8.350933746906223,1.3694765146035508,5.046459495317898,-0.00010270902797414128,0.0,155.52983249508026,0.3091361494855306,7.032703872586109,0.020168569404495792,0.0,0.269234561278108,0.0005930087045458225,351.03623469153433,98.96376530846564,0.0,,-59.034579273602795,16889.061929573552,1.0,0.0440833644495557,6.112911778902558
7,2020-11-22 23:00:00,0.0,1.883,86.583,0.85,0.0,0.0,0.0,6.05,805.072,229.935,0.0,0.25,7.5,0.0,-0.00034584660532149835,0.006965760495491294,14781.476031605613,16.119384985393253,0.09248834925887482,0.3011925480567927,0.0,-0.01944063495319819,2557.553939981165,-65.27799528473521,0.0,-76.23286980679893,6.409654841995606,-0.4672918692827189,5.012613370534376,-0.00010182118354868259,0.0,156.57999968912972,0.3091361494855306,7.056429848361232,0.023725975775123826,0.0,0.0,0.0006957818258560466,340.61971343018627,109.38028656981375,-0.4672918692827189,,-64.8107034154525,17339.33116413483,1.0,0.04395694104092188,6.112911778902558
8,2020-11-23 00:00:00,0.0,0.9,88.7,0.583,0.0,0.0,0.0,5.767,805.126,231.513,0.0,0.25,7.5,-0.01944063495319819,-0.00034399494766388126,0.0069402003003672654,14890.763829826168,16.238564699919486,0.34140763085801623,0.3936808973156675,0.0,-0.051795528500461235,2898.1736534113516,-69.15192834975751,0.0,-74.56771677897828,2.1466209851581737,-1.7122938659631366,4.975859269783091,0.0056020402426414885,0.0,157.73657522155253,0.3091361494855306,7.08246789353739,0.026038045176157744,0.0,0.0,0.0007611426412239711,334.5477197954381,115.45228020456186,-1.2450019966804178,,-67.9069263530771,17789.33116413483,1.0,0.04380914373538675,6.10312732368597
9,2020-11-23 01:00:00,0.0,0.067,91.267,1.167,0.0,0.0,0.0,5.6,804.777,229.877,0.0,0.25,7.5,-0.07123616345365942,-0.0004458695029857607,0.0069135801525571075,15005.874702399871,16.364094550054386,0.9774933006808986,0.7350885281736838,0.0,-0.13115889966688207,3232.72137320679,-75.23243173013991,0.0,-75.97160648768778,0.6457034835205063,-4.864942302907277,4.937725198318043,0.02068837861659292,0.0,158.95477542317565,0.3091361494855306,7.109790183702064,0.027322290164673094,0.0,0.0,0.0007958195488813153,326.5067881517486,123.49321184825139,-3.1526484369441405,,-72.07978329319576,18239.33116413483,1.0,0.043648083426909866,6.077128254044716
