When,h_ice,h_f,r_ice,ice,T_a,Discharge
2020-11-22 00:15:00,0.4273697121725144,2.5,5.435,0.0,-0.6,21.371
2020-11-22 00:30:00,0.42736971217251435,2.5,5.434999999999999,12122.74,-0.6,21.592
2020-11-22 00:45:00,0.42761872681949425,2.5,5.4381668004722545,12143.942946770596,-0.6,21.526
2020-11-22 01:00:00,0.4284233492722522,2.5,5.4381668004722545,12166.793417405168,-0.45,21.209
2020-11-22 01:15:00,0.42919182411039875,2.5,5.4381668004722545,12188.617332040272,-0.3,20.917
2020-11-22 01:30:00,0.4299604357997861,2.5,5.4381668004722545,12210.445133113355,-0.3,20.805
2020-11-22 01:45:00,0.43072179173841335,2.5,5.4381668004722545,12232.066878142256,-0.3,20.692
2020-11-22 02:00:00,0.43146936789226004,2.5,5.4381668004722545,12253.297291104298,-0.45,21.047
2020-11-22 02:15:00,0.4322213669520742,2.5,5.4381668004722545,12274.653310159709,-0.5,20.829
2020-11-22 02:30:00,0.4329951789719979,2.5,5.4381668004722545,12296.628795404175,-0.5,20.787
2020-11-22 02:45:00,0.4337329667057717,2.5,5.4381668004722545,12317.581227053779,-0.6,20.106
2020-11-22 03:00:00,0.43446754517108666,2.5,5.4381668004722545,12338.442518697999,-0.7,20.463
2020-11-22 03:15:00,0.43513912287875145,2.5,5.4381668004722545,12357.514652013728,-0.9,20.032
2020-11-22 03:30:00,0.43584557998307727,2.5,5.4381668004722545,12377.577325211141,-1.1,21.118
2020-11-22 03:45:00,0.4365367870420997,2.5,5.4381668004722545,12397.206912417494,-1.2,21.446
2020-11-22 04:00:00,0.43731150356121745,2.5,5.4381668004722545,12419.208084531874,-1.15,21.375
2020-11-22 04:15:00,0.43809438496128394,2.5,5.4381668004722545,12441.441131075948,-0.9,21.537
2020-11-22 04:30:00,0.4388636878791362,2.5,5.4381668004722545,12463.288562344143,-0.85,21.28
2020-11-22 04:45:00,0.4396537228238257,2.5,5.4381668004722545,12485.724762380614,-0.6,21.095
2020-11-22 05:00:00,0.4404144841300096,2.5,5.4381668004722545,12507.329620444534,-0.45,20.874
2020-11-22 05:15:00,0.44116806624306276,2.5,5.4381668004722545,12528.730596624153,-0.2,20.303
2020-11-22 05:30:00,0.4418973415221482,2.5,5.4381668004722545,12549.44128309847,-0.1,19.984
2020-11-22 05:45:00,0.4426125661901548,2.5,5.4381668004722545,12569.752946310688,0.1,19.457
2020-11-22 06:00:00,0.44330237689277063,2.5,5.4381668004722545,12589.342878395619,0.15,19.297
2020-11-22 06:15:00,0.4440014158489724,2.5,5.4381668004722545,12609.194883626595,0.3,19.428
2020-11-22 06:30:00,0.4446819570221812,2.5,5.4381668004722545,12628.52157037356,0.45,19.594
2020-11-22 06:45:00,0.4453800410788746,2.5,5.4381668004722545,12648.346457416248,0.6,20.287
2020-11-22 07:00:00,0.4461096666631453,2.5,5.4381668004722545,12669.06709220647,0.45,20.735
2020-11-22 07:15:00,0.44681651278306406,2.5,5.4381668004722545,12689.140813056549,0.3,17.415
2020-11-22 07:30:00,0.4474811406334563,2.5,5.4381668004722545,12708.015577396336,0.3,13.933
2020-11-22 07:45:00,0.44808842877173916,2.5,5.4381668004722545,12725.261951423052,0.3,10.451
2020-11-22 08:00:00,0.44863871276857137,2.5,5.4381668004722545,12740.889465006836,0.4,7.145
2020-11-22 08:15:00,0.44914432488682154,2.5,5.4381668004722545,12755.248342044084,0.4,1.88
2020-11-22 08:30:00,0.44957235728988615,2.5,5.4381668004722545,12767.404032981305,0.3,0.0
2020-11-22 08:45:00,0.4492853418188893,2.5,5.439874210664888,12767.266332817422,0.3,0.0
2020-11-22 09:00:00,0.4492846715569563,2.5,5.439866095241872,12767.209192739287,0.55,0.0
2020-11-22 09:15:00,0.4492846715569563,2.5,5.439866095241872,12767.209192739287,0.9,0.0
2020-11-22 09:30:00,0.4492846715569563,2.5,5.439866095241872,12767.209192739287,1.3,0.0
2020-11-22 09:45:00,0.4492846715569563,2.5,5.439866095241872,12767.209192739287,1.7,0.0
2020-11-22 10:00:00,0.4492846715569563,2.5,5.439866095241872,12767.209192739287,2.05,0.0
2020-11-22 10:15:00,0.4492846715569563,2.5,5.439866095241872,12767.209192739287,2.3,0.0
2020-11-22 10:30:00,0.4492846715569563,2.5,5.439866095241872,12767.209192739287,2.3,0.0
2020-11-22 10:45:00,0.4492846715569563,2.5,5.439866095241872,12767.209192739287,2.2,0.0
2020-11-22 11:00:00,0.4492297078219925,2.5,5.43920060323374,12762.524094162309,2.25,0.0
2020-11-22 11:15:00,0.4491303034210582,2.5,5.437997030833893,12754.053792643408,2.4,0.0
2020-11-22 11:30:00,0.44903403409119497,2.5,5.436831417367224,12745.85420529575,2.65,0.0
2020-11-22 11:45:00,0.4489416234947211,2.5,5.435712524819973,12737.986586029338,2.7,0.0
2020-11-22 12:00:00,0.44885386418020634,2.5,5.4346499492419635,12730.517963804978,2.7,0.0
2020-11-22 12:15:00,0.4487716209474031,2.5,5.433654161488646,12723.52142969768,2.7,0.0
2020-11-22 12:30:00,0.44867860553701616,2.5,5.432527945952413,12715.61158269082,2.5,0.0
2020-11-22 12:45:00,0.44858591735259634,2.5,5.431405692415234,12707.732823948794,2.4,0.0
2020-11-22 13:00:00,0.44850911045675207,2.5,5.430475726950052,12701.206486192617,2.4,0.0
2020-11-22 13:15:00,0.44843454945189637,2.5,5.429572954369505,12694.873121240038,2.4,0.0
2020-11-22 13:30:00,0.44837617779849304,2.5,5.428866199836412,12689.916382634428,2.5,0.0
2020-11-22 13:45:00,0.44832826587187274,2.5,5.428286089982505,12685.848815669278,2.4,0.0
2020-11-22 14:00:00,0.4482661358534178,2.5,5.427533829773585,12680.575473388746,2.55,0.0
2020-11-22 14:15:00,0.4482096677707059,2.5,5.426850123366369,12675.78396095459,2.7,0.0
2020-11-22 14:30:00,0.4481718393033906,2.5,5.426392102405916,12672.57475969183,2.7,0.0
2020-11-22 14:45:00,0.44816997462263747,2.5,5.4263695251531185,12672.416582364354,2.7,0.0
2020-11-22 15:00:00,0.4481533244367699,2.5,5.426167927397143,12671.004237062554,2.65,0.0
2020-11-22 15:15:00,0.4481533244367699,2.5,5.426167927397143,12671.004237062554,2.6,0.0
2020-11-22 15:30:00,0.4481533244367699,2.5,5.426167927397143,12671.004237062554,2.45,2.404
2020-11-22 15:45:00,0.44832153856378926,2.5,5.428204636824914,12685.277758661217,2.3,7.254
2020-11-22 16:00:00,0.4484276078987334,2.5,5.429488907167163,12694.283598603839,2.25,11.536
2020-11-22 16:15:00,0.4485651480217422,2.5,5.431154220718364,12705.967818333293,2.1,12.228
2020-11-22 16:30:00,0.4487043563500467,2.5,5.432839732629319,12717.80105278291,2.0,12.482
2020-11-22 16:45:00,0.44884586563650497,2.5,5.434553104169235,12729.837405178529,1.9,13.533
2020-11-22 17:00:00,0.4489944509271854,2.5,5.43635215082316,12742.483791968503,1.8,13.826
2020-11-22 17:15:00,0.4494501523395954,2.5,5.43635215082316,12755.416619645146,1.7,12.299
2020-11-22 17:30:00,0.4498494415421863,2.5,5.43635215082316,12766.748466134151,1.7,11.825
2020-11-22 17:45:00,0.45023231834319094,2.5,5.43635215082316,12777.614527888472,1.7,12.164
2020-11-22 18:00:00,0.4506287074459356,2.5,5.43635215082316,12788.864069406429,1.7,10.876
2020-11-22 18:15:00,0.45098067299974415,2.5,5.43635215082316,12798.85286850066,1.7,11.424
2020-11-22 18:30:00,0.4513524097560268,2.5,5.43635215082316,12809.402775257924,1.75,11.888
2020-11-22 18:45:00,0.4517395566985664,2.5,5.43635215082316,12820.39002383134,1.7,13.333
2020-11-22 19:00:00,0.4521770481318405,2.5,5.43635215082316,12832.806051437268,1.7,14.898
2020-11-22 19:15:00,0.45266934922997176,2.5,5.43635215082316,12846.777579928881,1.5,14.851
2020-11-22 19:30:00,0.45316156837529853,2.5,5.43635215082316,12860.74678259602,1.3,13.117
2020-11-22 19:45:00,0.45359142531910507,2.5,5.43635215082316,12872.946143029116,1.2,13.56
2020-11-22 20:00:00,0.45405389119068335,2.5,5.43635215082316,12886.070946377477,1.2,12.568
2020-11-22 20:15:00,0.45447217313091726,2.5,5.43635215082316,12897.941807660722,1.1,13.22
2020-11-22 20:30:00,0.4549212438884473,2.5,5.43635215082316,12910.686457037697,1.1,13.003
2020-11-22 20:45:00,0.45535629430319613,2.5,5.43635215082316,12923.033208422214,1.2,12.179
2020-11-22 21:00:00,0.4557653308514191,2.5,5.43635215082316,12934.641685042117,1.25,13.237
2020-11-22 21:15:00,0.4562082293152879,2.5,5.43635215082316,12947.211164432521,1.4,12.466
2020-11-22 21:30:00,0.4566198843485425,2.5,5.43635215082316,12958.893953781693,1.55,14.151
2020-11-22 21:45:00,0.45709576479401576,2.5,5.43635215082316,12972.399463372816,1.7,12.439
2020-11-22 22:00:00,0.45749017565010125,2.5,5.43635215082316,12983.592862156846,1.9,14.191
2020-11-22 22:15:00,0.4579473521189344,2.5,5.43635215082316,12996.567552004673,2.0,15.979
2020-11-22 22:30:00,0.45846571633312855,2.5,5.43635215082316,13011.2787529651,2.15,15.3
2020-11-22 22:45:00,0.45896840844975617,2.5,5.43635215082316,13025.545179053997,2.2,16.375
2020-11-22 23:00:00,0.4595108611368658,2.5,5.43635215082316,13040.940012017145,2.15,17.489
2020-11-22 23:15:00,0.460092585960524,2.5,5.43635215082316,13057.449390076368,1.9,14.21
2020-11-22 23:30:00,0.46055437597817345,2.5,5.43635215082316,13070.555012658206,1.8,15.857
2020-11-22 23:45:00,0.4610986831653798,2.5,5.43635215082316,13086.00247642197,1.5,15.998
2020-11-23 00:00:00,0.46163060011113277,2.5,5.43635215082316,13101.0983045462,1.25,16.845
2020-11-23 00:15:00,0.46220417719195317,2.5,5.43635215082316,13117.376449277624,1.0,16.4
2020-11-23 00:30:00,0.46274782450736035,2.5,5.43635215082316,13132.80518584846,0.75,17.0
2020-11-23 00:45:00,0.4633305244536916,2.5,5.43635215082316,13149.34223793535,0.4,17.083
2020-11-23 01:00:00,0.46390243745085813,2.5,5.43635215082316,13165.573155893828,0.25,17.255
2020-11-23 01:15:00,0.4644982503270329,2.5,5.43635215082316,13182.482353551004,0.1,17.599
2020-11-23 01:30:00,0.4651124142244447,2.5,5.43635215082316,13199.912354060414,-0.05,17.895
2020-11-23 01:45:00,0.4657286367735437,2.5,5.43635215082316,13217.400779202246,-0.1,18.15
2020-11-23 02:00:00,0.4663510945771783,2.5,5.43635215082316,13235.066161163248,-0.2,18.365
2020-11-23 02:15:00,0.4669976850901264,2.5,5.43635215082316,13253.416430558042,-0.2,18.478
2020-11-23 02:30:00,0.4676322225013022,2.5,5.43635215082316,13271.424632353428,-0.25,18.631
2020-11-23 02:45:00,0.468273549684629,2.5,5.43635215082316,13289.625528204178,-0.4,18.864
2020-11-23 03:00:00,0.4689218230183611,2.5,5.43635215082316,13308.02355613256,-0.3,19.088
2020-11-23 03:15:00,0.4695790141187563,2.5,5.43635215082316,13326.67467070139,-0.2,18.959
2020-11-23 03:30:00,0.47024897305768115,2.5,5.43635215082316,13345.688137132667,-0.15,18.932
2020-11-23 03:45:00,0.47090960893973977,2.5,5.43635215082316,13364.43701476833,0.0,18.845
2020-11-23 04:00:00,0.47155799791487074,2.5,5.43635215082316,13382.83832460509,0.1,18.788
2020-11-23 04:15:00,0.4722203060722361,2.5,5.43635215082316,13401.634661493194,0.2,18.665
2020-11-23 04:30:00,0.4728648601133601,2.5,5.43635215082316,13419.927135721127,0.2,18.702
2020-11-23 04:45:00,0.47350560890719223,2.5,5.43635215082316,13438.111616850612,0.3,18.396
2020-11-23 05:00:00,0.47412854245136143,2.5,5.43635215082316,13455.790500350528,0.35,18.463
2020-11-23 05:15:00,0.47477161001339496,2.5,5.43635215082316,13474.04078823144,0.5,18.56
2020-11-23 05:30:00,0.4754069501934576,2.5,5.43635215082316,13492.07177264587,0.6,18.823
2020-11-23 05:45:00,0.4760529894877748,2.5,5.43635215082316,13510.4063984298,0.6,19.206
2020-11-23 06:00:00,0.4767087602185608,2.5,5.43635215082316,13529.017202841822,0.35,19.738
2020-11-23 06:15:00,0.47737909756691027,2.5,5.43635215082316,13548.0414085505,0.2,19.959
2020-11-23 06:30:00,0.47805784295665216,2.5,5.43635215082316,13567.304234872294,0.05,20.11
2020-11-23 06:45:00,0.4787391281513708,2.5,5.43635215082316,13586.63914097967,-0.2,20.381
2020-11-23 07:00:00,0.4794269914011434,2.5,5.43635215082316,13606.160732601165,-0.35,20.591
2020-11-23 07:15:00,0.48014144747839627,2.5,5.43635215082316,13626.437029926597,-0.4,17.411
2020-11-23 07:30:00,0.48080688647684955,2.5,5.43635215082316,13645.322220233125,-0.4,14.35
2020-11-23 07:45:00,0.4814217843025212,2.5,5.43635215082316,13662.773049661322,-0.3,10.89
2020-11-23 08:00:00,0.4819936658299702,2.5,5.43635215082316,13679.003074507726,-0.25,7.68
2020-11-23 08:15:00,0.4824806523481638,2.5,5.43635215082316,13692.823774968887,0.0,2.042
2020-11-23 08:30:00,0.4829071233366118,2.5,5.43635215082316,13704.92704182847,0.3,0.0
2020-11-23 08:45:00,0.48262189406363293,2.5,5.437943592262188,13704.85263535093,0.6,0.0
2020-11-23 09:00:00,0.48262189406363293,2.5,5.437943592262188,13704.85263535093,1.0,0.0
2020-11-23 09:15:00,0.48262189406363293,2.5,5.437943592262188,13704.85263535093,1.3,0.0
2020-11-23 09:30:00,0.48262189406363293,2.5,5.437943592262188,13704.85263535093,1.7,0.0
2020-11-23 09:45:00,0.48262189406363293,2.5,5.437943592262188,13704.85263535093,2.1,0.0
2020-11-23 10:00:00,0.48262189406363293,2.5,5.437943592262188,13704.85263535093,2.45,0.0
