,When,ghics,difcs,zen,sea,Unnamed: 0,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec,T_s,T_bulk,f_cone,TotalE,SW,LW,Qs,Ql,Qf,Qg,ppt,dpt,cdt,vp_ice,ghi,dif
3683,2021-01-30 09:00:00,558.58,36.099,58.796,0.545,4548,-13.6,38.51,0.779,622.674,198.225,66.075,0.35,0.823,140.264,0,0.545,60,0,0,0,1,-12.106,171.795,-159.61,-24.291,0,0,0,0,0,0,6.133,264.3,66.075
3684,2021-01-30 09:15:00,526.309,34.014,60.566,0.514,4549,-12.62,37.62,0.698,622.705,235.275,78.425,0.35,0.871,143.472,0,0.549,0,0,0,0,1,27.304,203.905,-156.403,-20.198,0,0,0,0,0,0,6.133,313.7,78.425
3685,2021-01-30 09:30:00,490.653,31.709,62.488,0.48,4550,-12.94,38.53,2.1,622.736,271.275,90.425,0.35,0.869,142.75,0,0.549,0,0,0,0,1,15.669,235.105,-157.124,-62.312,0,0,0,0,0,0,6.133,361.7,90.425
3686,2021-01-30 09:45:00,451.789,29.198,64.548,0.444,4551,-13.09,38.79,2.09,622.768,306.75,102.25,0.35,0.864,142.321,0,0.549,0,0,0,0,1,45.56,265.85,-157.553,-62.737,0,0,0,0,0,0,6.133,409.0,102.25
3687,2021-01-30 10:00:00,409.915,26.491,66.734,0.406,4552,-12.91,38.36,1.638,622.799,342.3,114.1,0.35,0.867,142.773,0,0.549,0,0,0,0,1,91.063,296.66,-157.101,-48.495,0,0,0,0,0,0,6.133,456.4,114.1
3688,2021-01-30 10:15:00,365.259,23.605,69.034,0.366,4553,-12.36,37.73,1.688,622.735,375.375,125.125,0.35,0.892,144.52,0,0.551,0,0,0,0,1,122.128,325.325,-155.355,-47.842,0,0,0,0,0,0,6.133,500.5,125.125
3689,2021-01-30 10:30:00,318.088,20.557,71.435,0.324,4554,-12.41,37.18,2.096,622.67,406.2,135.4,0.35,0.876,144.027,0,0.55,0,0,0,0,1,136.553,352.04,-155.848,-59.64,0,0,0,0,0,0,6.133,541.6,135.4
3690,2021-01-30 10:45:00,268.728,17.367,73.927,0.281,4555,-12.28,36.44,2.107,622.605,431.475,143.825,0.35,0.867,144.107,0,0.549,0,0,0,0,1,158.859,373.945,-155.768,-59.318,0,0,0,0,0,0,6.133,575.3,143.825
3691,2021-01-30 11:00:00,217.605,14.063,76.501,0.236,4556,-11.76,36.04,1.765,622.54,455.625,151.875,0.35,0.894,145.861,0,0.551,0,0,0,0,1,193.281,394.875,-154.013,-47.581,0,0,0,0,0,0,6.133,607.5,151.875
3692,2021-01-30 11:15:00,165.345,10.686,79.148,0.189,4557,-11.34,35.46,2.075,622.394,479.25,159.75,0.35,0.91,147.136,0,0.552,0,0,0,0,1,208.684,415.35,-152.739,-53.927,0,0,0,0,0,0,6.133,639.0,159.75
3693,2021-01-30 11:30:00,113.028,7.305,81.861,0.142,4558,-10.96,33.0,2.254,622.248,502.575,167.525,0.35,0.873,147.088,0,0.549,0,0,0,0,1,226.175,435.565,-152.787,-56.603,0,0,0,0,0,0,6.133,670.1,167.525
3694,2021-01-30 11:45:00,62.934,4.067,84.632,0.094,4559,-11.03,34.61,2.724,622.101,518.625,172.875,0.35,0.911,147.821,0,0.552,0,0,0,0,1,228.595,449.475,-152.053,-68.827,0,0,0,0,0,0,6.133,691.5,172.875
3695,2021-01-30 12:00:00,20.913,1.352,87.455,0.044,4560,-10.7,32.78,2.55,621.955,532.275,177.425,0.35,0.886,147.949,0,0.55,0,0,0,0,1,246.891,461.305,-151.926,-62.488,0,0,0,0,0,0,6.133,709.7,177.425
3696,2021-01-30 12:15:00,0.432,0.028,90.325,0.0,4561,-10.41,33.42,3.062,621.716,541.65,180.55,0.35,0.924,149.484,0,0.553,0,0,0,0,1,246.067,469.43,-150.391,-72.973,0,0,0,0,0,0,6.133,722.2,180.55
3697,2021-01-30 12:30:00,0.0,0.0,93.235,0.0,4562,-10.52,32.37,2.917,621.478,548.475,182.825,0.35,0.887,148.378,0,0.55,0,0,0,0,1,253.623,475.345,-151.497,-70.225,0,0,0,0,0,0,6.133,731.3,182.825
3698,2021-01-30 12:45:00,0.0,0.0,96.182,0.0,4563,-9.98,31.36,3.039,621.239,552.9,184.3,0.35,0.897,149.798,0,0.551,0,0,0,0,1,259.724,479.18,-150.076,-69.38,0,0,0,0,0,0,6.133,737.2,184.3
3699,2021-01-30 13:00:00,0.0,0.0,99.161,0.0,4564,-9.93,31.99,2.74,621.0,553.35,184.45,0.35,0.919,150.42,0,0.553,0,0,0,0,1,267.899,479.57,-149.455,-62.216,0,0,0,0,0,0,6.133,737.8,184.45
3700,2021-01-30 13:15:00,0.0,0.0,102.168,0.0,4565,-9.69,31.0,2.867,620.811,547.8,182.6,0.35,0.908,150.682,0,0.552,0,0,0,0,1,262.06,474.76,-149.193,-63.507,0,0,0,0,0,0,6.133,730.4,182.6
3701,2021-01-30 13:30:00,0.0,0.0,105.198,0.0,4566,-9.29,29.42,2.648,620.623,540.45,180.15,0.35,0.889,151.118,0,0.55,0,0,0,0,1,263.415,468.39,-148.757,-56.218,0,0,0,0,0,0,6.133,720.6,180.15
3702,2021-01-30 13:45:00,0.0,0.0,108.249,0.0,4567,-9.15,30.05,2.861,620.434,531.825,177.275,0.35,0.918,152.126,0,0.552,0,0,0,0,1,253.36,460.915,-147.749,-59.806,0,0,0,0,0,0,6.133,709.1,177.275
3703,2021-01-30 14:00:00,0.0,0.0,111.317,0.0,4568,-9.18,29.35,3.523,620.245,517.425,172.475,0.35,0.895,151.497,0,0.55,0,0,0,0,1,226.193,448.435,-148.378,-73.864,0,0,0,0,0,0,6.133,689.9,172.475
3704,2021-01-30 14:15:00,0.0,0.0,114.398,0.0,4569,-9.21,29.51,3.315,620.176,480.975,160.325,0.35,0.897,151.497,0,0.551,0,0,0,0,1,198.745,416.845,-148.378,-69.722,0,0,0,0,0,0,6.133,641.3,160.325
3705,2021-01-30 14:30:00,0.0,0.0,117.488,0.0,4570,-8.5,29.28,2.347,620.107,458.7,152.9,0.35,0.941,154.127,0,0.554,0,0,0,0,1,206.24,397.54,-145.748,-45.552,0,0,0,0,0,0,6.133,611.6,152.9
3706,2021-01-30 14:45:00,0.0,0.0,120.585,0.0,4571,-7.779,27.85,2.118,620.038,441.9,147.3,0.35,0.947,155.89,0,0.554,0,0,0,0,1,201.379,382.98,-143.984,-37.617,0,0,0,0,0,0,6.133,589.2,147.3
3707,2021-01-30 15:00:00,0.0,0.0,123.684,0.0,4572,-8.15,27.15,2.83,619.969,421.425,140.475,0.35,0.897,153.852,0,0.55,0,0,0,0,1,166.559,365.235,-146.023,-52.654,0,0,0,0,0,0,6.133,561.9,140.475
3708,2021-01-30 15:15:00,0.0,0.0,126.781,0.0,4573,-8.11,27.89,2.54,619.956,397.5,132.5,0.35,0.924,154.603,0,0.553,0,0,0,0,1,152.203,344.5,-145.272,-47.025,0,0,0,0,0,0,6.133,530.0,132.5
3709,2021-01-30 15:30:00,0.0,0.0,129.871,0.0,4574,-8.05,26.9,2.64,619.943,357.15,119.05,0.35,0.896,154.044,0,0.55,0,0,0,0,1,115.186,309.53,-145.831,-48.514,0,0,0,0,0,0,6.133,476.2,119.05
3710,2021-01-30 15:45:00,0.0,0.0,132.95,0.0,4575,-8.06,27.08,2.613,619.93,328.05,109.35,0.35,0.901,154.151,0,0.551,0,0,0,0,1,90.51,284.31,-145.723,-48.076,0,0,0,0,0,0,6.133,437.4,109.35
3711,2021-01-30 16:00:00,0.0,0.0,136.009,0.0,4576,-7.896,26.49,2.379,619.917,320.775,106.925,0.35,0.893,154.315,0,0.55,0,0,0,0,1,89.566,278.005,-145.559,-42.879,0,0,0,0,0,0,6.133,427.7,106.925
3712,2021-01-30 16:15:00,0.0,0.0,139.042,0.0,4577,-7.964,26.1,1.906,619.934,288.225,96.075,0.35,0.875,153.72,0,0.548,0,0,0,0,1,68.99,249.795,-146.154,-34.651,0,0,0,0,0,0,6.133,384.3,96.075
3713,2021-01-30 16:30:00,0.0,0.0,142.038,0.0,4578,-7.773,26.11,1.936,619.951,253.575,84.525,0.35,0.888,154.484,0,0.549,0,0,0,0,1,40.021,219.765,-145.391,-34.353,0,0,0,0,0,0,6.133,338.1,84.525
3714,2021-01-30 16:45:00,0.0,0.0,144.984,0.0,4579,-7.991,25.1,2.208,619.968,199.725,66.575,0.35,0.84,152.759,0,0.545,60,0,0,0,1,-14.3,173.095,-147.116,-40.279,0,0,0,0,0,0,6.133,266.3,66.575
3715,2021-01-30 17:00:00,0.0,0.0,147.864,0.0,4580,-8.09,25.6,0.917,619.985,138.675,46.225,0.35,0.85,152.801,0,0.546,60,0,0,0,1,-43.825,120.185,-147.074,-16.936,0,0,0,0,0,0,6.133,184.9,46.225
3716,2021-01-30 17:15:00,0.0,0.0,150.654,0.0,4581,-8.09,26.86,0.8,620.006,18.938,6.312,0.35,0.892,153.853,0,0.55,60,0,0,0,1,-144.385,16.412,-146.021,-14.776,0,0,0,0,0,0,6.133,25.25,6.312
3717,2021-01-30 17:30:00,0.0,0.0,153.324,0.0,4582,-8.15,28.02,1.35,620.028,9.428,3.142,0.35,0.926,154.547,0,0.553,60,0,0,0,1,-162.277,8.171,-145.328,-25.12,0,0,0,0,0,0,6.133,12.57,3.142
3718,2021-01-30 17:45:00,0.0,0.0,155.83,0.0,4583,-8.47,30.44,3.224,620.05,4.097,1.366,0.35,0.981,155.104,0,0.557,60,0,0,0,1,-203.567,3.551,-144.77,-62.347,0,0,0,0,0,0,6.133,5.463,1.366
3719,2021-01-30 18:00:00,0.0,0.0,158.115,0.0,4584,-9.08,30.38,5.267,620.072,-1.366,-0.455,0.35,0.933,152.639,0,0.554,60,0,0,0,1,-257.614,-1.184,-147.235,-109.195,0,0,0,0,0,0,6.133,-1.821,-0.455
3720,2021-01-30 18:15:00,0.0,0.0,160.099,0.0,4585,-9.24,29.92,4.999,620.214,-3.265,-1.088,0.35,0.908,151.678,0,0.551,60,0,0,0,1,-256.516,-2.829,-148.196,-105.49,0,0,0,0,0,0,6.133,-4.353,-1.088
3721,2021-01-30 18:30:00,0.0,0.0,161.681,0.0,4586,-9.19,28.84,3.718,620.357,-2.787,-0.929,0.35,0.878,151.079,0,0.549,60,0,0,0,1,-229.262,-2.415,-148.796,-78.051,0,0,0,0,0,0,6.133,-3.716,-0.929
3722,2021-01-30 18:45:00,0.0,0.0,162.75,0.0,4587,-9.35,29.07,3.264,620.499,-2.592,-0.864,0.35,0.874,150.625,0,0.549,60,0,0,0,1,-221.225,-2.246,-149.249,-69.729,0,0,0,0,0,0,6.133,-3.456,-0.864
3723,2021-01-30 19:00:00,0.0,0.0,163.207,0.0,4588,-9.57,28.53,3.295,620.642,-2.604,-0.868,0.35,0.843,149.369,0,0.546,60,0,0,0,1,-224.827,-2.257,-150.506,-72.065,0,0,0,0,0,0,6.133,-3.472,-0.868
3724,2021-01-30 19:15:00,0.0,0.0,163.001,0.0,4589,-9.89,29.66,3.931,620.756,-2.464,-0.821,0.35,0.855,148.958,0,0.547,60,0,0,0,1,-241.917,-2.135,-150.916,-88.866,0,0,0,0,0,0,6.133,-3.285,-0.821
3725,2021-01-30 19:30:00,0.0,0.0,162.156,0.0,4590,-10.14,29.18,3.76,620.871,-2.72,-0.906,0.35,0.824,147.649,0,0.544,60,0,0,0,1,-241.747,-2.357,-152.226,-87.165,0,0,0,0,0,0,6.133,-3.626,-0.906
3726,2021-01-30 19:45:00,0.0,0.0,160.755,0.0,4591,-10.23,29.38,4.984,620.986,-2.671,-0.89,0.35,0.824,147.447,0,0.544,60,0,0,0,1,-271.329,-2.315,-152.427,-116.587,0,0,0,0,0,0,6.133,-3.561,-0.89
3727,2021-01-30 20:00:00,0.0,0.0,158.912,0.0,4592,-10.28,29.82,4.125,621.1,-2.668,-0.889,0.35,0.833,147.568,0,0.545,60,0,0,0,1,-251.6,-2.312,-152.306,-96.982,0,0,0,0,0,0,6.133,-3.557,-0.889
3728,2021-01-30 20:15:00,0.0,0.0,156.731,0.0,4593,-10.42,30.18,4.151,621.127,-2.609,-0.87,0.35,0.834,147.284,0,0.545,60,0,0,0,1,-253.779,-2.261,-152.591,-98.927,0,0,0,0,0,0,6.133,-3.479,-0.87
3729,2021-01-30 20:30:00,0.0,0.0,154.3,0.0,4594,-10.46,30.23,3.973,621.154,-2.634,-0.878,0.35,0.833,147.165,0,0.545,60,0,0,0,1,-250.045,-2.283,-152.709,-95.052,0,0,0,0,0,0,6.133,-3.512,-0.878
3730,2021-01-30 20:45:00,0.0,0.0,151.686,0.0,4595,-10.51,29.36,3.076,621.18,-2.636,-0.878,0.35,0.805,146.362,0,0.542,60,0,0,0,1,-229.744,-2.284,-153.513,-73.947,0,0,0,0,0,0,6.133,-3.514,-0.878
3731,2021-01-30 21:00:00,0.0,0.0,148.936,0.0,4596,-10.51,29.42,3.996,621.206,-2.536,-0.845,0.35,0.807,146.404,0,0.543,60,0,0,0,1,-251.736,-2.198,-153.47,-96.068,0,0,0,0,0,0,6.133,-3.381,-0.845
3732,2021-01-30 21:15:00,0.0,0.0,146.086,0.0,4597,-10.57,29.3,3.507,621.22,-2.581,-0.86,0.35,0.8,146.09,0,0.542,60,0,0,0,1,-240.816,-2.237,-153.784,-84.795,0,0,0,0,0,0,6.133,-3.441,-0.86
3733,2021-01-30 21:30:00,0.0,0.0,143.162,0.0,4598,-10.65,29.03,3.763,621.233,-2.518,-0.839,0.35,0.788,145.593,0,0.541,60,0,0,0,1,-248.139,-2.182,-154.282,-91.675,0,0,0,0,0,0,6.133,-3.357,-0.839
3734,2021-01-30 21:45:00,0.0,0.0,140.182,0.0,4599,-10.76,29.31,3.718,621.246,-3.125,-1.042,0.35,0.788,145.375,0,0.541,60,0,0,0,1,-248.725,-2.709,-154.5,-91.516,0,0,0,0,0,0,6.133,-4.167,-1.042
3735,2021-01-30 22:00:00,0.0,0.0,137.16,0.0,4600,-10.78,29.46,3.504,621.26,-3.38,-1.126,0.35,0.791,145.405,0,0.541,60,0,0,0,1,-243.81,-2.929,-154.47,-86.411,0,0,0,0,0,0,6.133,-4.506,-1.126
3736,2021-01-30 22:15:00,0.0,0.0,134.108,0.0,4601,-10.8,28.72,3.051,621.3,-3.015,-1.005,0.35,0.77,144.802,0,0.539,60,0,0,0,1,-233.07,-2.613,-155.073,-75.384,0,0,0,0,0,0,6.133,-4.02,-1.005
3737,2021-01-30 22:30:00,0.0,0.0,131.034,0.0,4602,-10.89,28.57,3.364,621.34,-2.744,-0.915,0.35,0.76,144.354,0,0.538,60,0,0,0,1,-241.715,-2.378,-155.521,-83.816,0,0,0,0,0,0,6.133,-3.659,-0.915
3738,2021-01-30 22:45:00,0.0,0.0,127.945,0.0,4603,-10.88,28.41,3.033,621.381,-2.813,-0.938,0.35,0.757,144.276,0,0.538,60,0,0,0,1,-233.542,-2.438,-155.599,-75.504,0,0,0,0,0,0,6.133,-3.751,-0.938
3739,2021-01-30 23:00:00,0.0,0.0,124.847,0.0,4604,-11.02,29.9,3.392,621.421,-2.801,-0.934,0.35,0.787,144.802,0,0.541,60,0,0,0,1,-243.034,-2.428,-155.072,-85.534,0,0,0,0,0,0,6.133,-3.735,-0.934
3740,2021-01-30 23:15:00,0.0,0.0,121.746,0.0,4605,-10.99,28.71,2.819,621.423,-2.732,-0.911,0.35,0.758,144.077,0,0.538,60,0,0,0,1,-229.056,-2.368,-155.797,-70.891,0,0,0,0,0,0,6.133,-3.643,-0.911
3741,2021-01-30 23:30:00,0.0,0.0,118.645,0.0,4606,-11.15,28.77,3.0,621.425,-2.858,-0.953,0.35,0.75,143.519,0,0.537,60,0,0,0,1,-235.375,-2.477,-156.356,-76.542,0,0,0,0,0,0,6.133,-3.811,-0.953
3742,2021-01-30 23:45:00,0.0,0.0,115.548,0.0,4607,-11.2,29.04,2.814,621.427,-2.797,-0.932,0.35,0.754,143.522,0,0.538,60,0,0,0,1,-230.894,-2.424,-156.352,-72.118,0,0,0,0,0,0,6.133,-3.729,-0.932
3743,2021-01-31 00:00:00,0.0,0.0,112.459,0.0,4608,-11.25,29.2,2.889,621.428,-2.752,-0.918,0.35,0.755,143.447,0,0.538,60,0,0,0,1,-233.184,-2.386,-156.428,-74.371,0,0,0,0,0,0,6.133,-3.67,-0.918
3744,2021-01-31 00:15:00,0.0,0.0,109.382,0.0,4609,-11.39,29.34,2.984,621.408,-2.699,-0.9,0.35,0.75,143.02,0,0.537,60,0,0,0,1,-236.964,-2.339,-156.855,-77.77,0,0,0,0,0,0,6.133,-3.599,-0.9
3745,2021-01-31 00:30:00,0.0,0.0,106.32,0.0,4610,-11.39,28.65,2.94,621.387,-2.738,-0.912,0.35,0.733,142.534,0,0.535,60,0,0,0,1,-236.334,-2.372,-157.34,-76.621,0,0,0,0,0,0,6.133,-3.65,-0.912
3746,2021-01-31 00:45:00,0.0,0.0,103.277,0.0,4611,-11.58,30.25,3.462,621.367,-2.692,-0.898,0.35,0.762,142.931,0,0.538,60,0,0,0,1,-251.004,-2.334,-156.943,-91.727,0,0,0,0,0,0,6.133,-3.59,-0.898
3747,2021-01-31 01:00:00,0.0,0.0,100.256,0.0,4612,-11.68,30.11,3.639,621.346,-2.612,-0.871,0.35,0.752,142.462,0,0.538,60,0,0,0,1,-256.922,-2.264,-157.412,-97.246,0,0,0,0,0,0,6.133,-3.483,-0.871
3748,2021-01-31 01:15:00,0.0,0.0,97.261,0.0,4613,-11.67,30.39,3.665,621.343,-2.673,-0.891,0.35,0.76,142.688,0,0.538,60,0,0,0,1,-257.36,-2.317,-157.186,-97.856,0,0,0,0,0,0,6.133,-3.564,-0.891
3749,2021-01-31 01:30:00,0.0,0.0,94.296,0.0,4614,-11.89,31.19,3.782,621.341,-2.578,-0.859,0.35,0.766,142.393,0,0.539,60,0,0,0,1,-262.599,-2.234,-157.481,-102.884,0,0,0,0,0,0,6.133,-3.437,-0.859
3750,2021-01-31 01:45:00,0.0,0.0,91.365,0.0,4615,-12.08,31.98,4.005,621.338,-2.546,-0.849,0.35,0.773,142.191,0,0.54,60,0,0,0,1,-270.581,-2.207,-157.684,-110.691,0,0,0,0,0,0,6.133,-3.395,-0.849
3751,2021-01-31 02:00:00,10.305,0.666,88.473,0.027,4616,-12.32,32.66,4.11,621.336,-2.572,-0.857,0.35,0.775,141.72,0,0.54,60,0,0,0,1,-276.232,-2.229,-158.154,-115.849,0,0,0,0,0,0,6.133,-3.429,-0.857
3752,2021-01-31 02:15:00,46.644,3.014,85.625,0.076,4617,-12.34,31.71,3.73,621.302,-2.585,-0.862,0.35,0.751,141.05,0,0.538,60,0,0,0,1,-266.368,-2.241,-158.825,-105.303,0,0,0,0,0,0,6.133,-3.447,-0.862
3753,2021-01-31 02:30:00,95.024,6.141,82.826,0.125,4618,-12.2,30.1,3.693,621.269,-2.554,-0.852,0.35,0.721,140.521,0,0.534,60,0,0,0,1,-264.638,-2.214,-159.354,-103.07,0,0,0,0,0,0,6.133,-3.406,-0.852
3754,2021-01-31 02:45:00,147.098,9.506,80.082,0.173,4619,-12.3,30.27,3.625,621.236,-2.539,-0.846,0.35,0.719,140.264,0,0.534,60,0,0,0,1,-263.807,-2.2,-159.611,-101.996,0,0,0,0,0,0,6.133,-3.385,-0.846
3755,2021-01-31 03:00:00,199.73,12.908,77.401,0.22,4620,-12.25,30.37,3.513,621.202,-2.504,-0.834,0.35,0.724,140.515,0,0.535,60,0,0,0,1,-259.967,-2.17,-159.359,-98.437,0,0,0,0,0,0,6.133,-3.338,-0.834
3756,2021-01-31 03:15:00,251.544,16.256,74.789,0.265,4621,-12.36,30.86,3.717,621.137,-2.293,-0.764,0.35,0.73,140.429,0,0.535,60,0,0,0,1,-266.511,-1.987,-159.445,-105.078,0,0,0,0,0,0,6.133,-3.057,-0.764
3757,2021-01-31 03:30:00,301.795,19.504,72.256,0.31,4622,-12.5,32.28,3.908,621.071,-2.441,-0.814,0.35,0.755,140.814,0,0.538,60,0,0,0,1,-272.894,-2.116,-159.061,-111.717,0,0,0,0,0,0,6.133,-3.255,-0.814
3758,2021-01-31 03:45:00,350.002,22.619,69.809,0.352,4623,-12.59,31.36,3.512,621.006,-2.349,-0.783,0.35,0.728,139.9,0,0.535,60,0,0,0,1,-263.119,-2.036,-159.974,-101.109,0,0,0,0,0,0,6.133,-3.132,-0.783
3759,2021-01-31 04:00:00,395.808,25.58,67.459,0.393,4624,-12.67,32.07,3.494,620.94,-2.093,-0.698,0.35,0.739,140.053,0,0.537,60,0,0,0,1,-262.855,-1.814,-159.822,-101.219,0,0,0,0,0,0,6.133,-2.791,-0.698
3760,2021-01-31 04:15:00,438.929,28.367,65.217,0.433,4625,-12.66,32.51,2.887,620.946,-2.35,-0.783,0.35,0.75,140.362,0,0.538,60,0,0,0,1,-245.118,-2.036,-159.512,-83.569,0,0,0,0,0,0,6.133,-3.133,-0.783
3761,2021-01-31 04:30:00,479.124,30.964,63.096,0.47,4626,-12.83,33.84,2.719,620.953,-2.314,-0.772,0.35,0.77,140.536,0,0.54,60,0,0,0,1,-241.109,-2.006,-159.338,-79.764,0,0,0,0,0,0,6.133,-3.086,-0.772
3762,2021-01-31 04:45:00,516.182,33.359,61.108,0.504,4627,-13.25,35.51,3.823,620.959,-2.246,-0.749,0.35,0.781,139.942,0,0.541,60,0,0,0,1,-277.703,-1.947,-159.932,-115.823,0,0,0,0,0,0,6.133,-2.995,-0.749
3763,2021-01-31 05:00:00,549.919,35.539,59.266,0.536,4628,-13.24,32.91,3.233,620.966,-2.103,-0.701,0.35,0.724,138.467,0,0.535,60,0,0,0,1,-261.106,-1.823,-161.408,-97.876,0,0,0,0,0,0,6.133,-2.804,-0.701
3764,2021-01-31 05:15:00,580.173,37.495,57.586,0.566,4629,-12.91,34.39,1.965,621.018,-2.126,-0.709,0.35,0.778,140.562,0,0.54,60,0,0,0,1,-219.165,-1.843,-159.312,-58.01,0,0,0,0,0,0,6.133,-2.835,-0.709
3765,2021-01-31 05:30:00,606.801,39.215,56.083,0.592,4630,-13.12,34.61,2.574,621.07,-1.933,-0.644,0.35,0.769,139.911,0,0.54,60,0,0,0,1,-238.871,-1.675,-159.964,-77.232,0,0,0,0,0,0,6.133,-2.577,-0.644
3766,2021-01-31 05:45:00,629.679,40.694,54.77,0.615,4631,-13.45,35.03,3.875,621.123,-1.961,-0.654,0.35,0.758,138.931,0,0.539,60,0,0,0,1,-281.845,-1.7,-160.943,-119.202,0,0,0,0,0,0,6.133,-2.615,-0.654
3767,2021-01-31 06:00:00,648.702,41.923,53.663,0.634,4632,-13.54,34.09,3.602,621.175,-1.857,-0.619,0.35,0.732,138.062,0,0.536,60,0,0,0,1,-274.977,-1.609,-161.812,-111.555,0,0,0,0,0,0,6.133,-2.476,-0.619
3768,2021-01-31 06:15:00,663.783,42.898,52.774,0.65,4633,-13.15,32.53,2.247,621.257,-2.035,-0.678,0.35,0.721,138.567,0,0.535,60,0,0,0,1,-230.665,-1.763,-161.307,-67.595,0,0,0,0,0,0,6.133,-2.713,-0.678
3769,2021-01-31 06:30:00,674.855,43.614,52.114,0.661,4634,-13.15,33.54,2.428,621.34,-2.134,-0.711,0.35,0.744,139.174,0,0.537,60,0,0,0,1,-235.599,-1.849,-160.701,-73.049,0,0,0,0,0,0,6.133,-2.845,-0.711
3770,2021-01-31 06:45:00,681.867,44.067,51.694,0.669,4635,-13.21,32.87,2.262,621.422,-1.815,-0.605,0.35,0.725,138.553,0,0.535,60,0,0,0,1,-231.269,-1.573,-161.322,-68.375,0,0,0,0,0,0,6.133,-2.42,-0.605
3771,2021-01-31 07:00:00,684.787,44.255,51.518,0.672,4636,-13.45,33.7,2.339,621.504,-1.799,-0.6,0.35,0.729,138.165,0,0.536,60,0,0,0,1,-235.265,-1.559,-161.709,-71.996,0,0,0,0,0,0,6.133,-2.399,-0.6
3772,2021-01-31 07:15:00,683.603,44.179,51.589,0.67,4637,-14.01,38.04,0.398,621.668,-0.954,-0.318,0.35,0.786,138.5,0,0.542,60,0,0,0,1,-174.965,-0.827,-161.374,-12.764,0,0,0,0,0,0,6.133,-1.272,-0.318
3773,2021-01-31 07:30:00,678.32,43.838,51.907,0.665,4638,-13.85,35.19,1.025,621.832,2.834,0.944,0.35,0.737,137.552,0,0.537,60,0,0,0,1,-192.372,2.456,-162.322,-32.506,0,0,0,0,0,0,6.133,3.778,0.944
3774,2021-01-31 07:45:00,668.962,43.233,52.466,0.655,4639,-13.89,34.01,2.35,621.996,13.245,4.415,0.35,0.71,136.738,0,0.534,60,0,0,0,1,-226.418,11.479,-163.136,-74.76,0,0,0,0,0,0,6.133,17.66,4.415
3775,2021-01-31 08:00:00,655.571,42.367,53.258,0.641,4640,-13.68,34.35,1.897,622.16,60.0,20.0,0.35,0.729,137.699,0,0.536,60,0,0,0,1,-169.627,52.0,-162.175,-59.452,0,0,0,0,0,0,6.133,80.0,20.0
3776,2021-01-31 08:15:00,638.207,41.245,54.275,0.624,4641,-13.67,35.38,1.319,622.187,109.95,36.65,0.35,0.752,138.319,0,0.538,60,0,0,0,1,-107.575,95.29,-161.556,-41.309,0,0,0,0,0,0,6.133,146.6,36.65
3777,2021-01-31 08:30:00,616.949,39.871,55.502,0.602,4642,-13.24,34.34,0.769,622.214,120.9,40.3,0.35,0.756,139.311,0,0.538,60,0,0,0,1,-79.111,104.78,-160.564,-23.327,0,0,0,0,0,0,6.133,161.2,40.3
3778,2021-01-31 08:45:00,591.895,38.252,56.927,0.577,4643,-12.39,34.04,0.584,622.241,165.375,55.125,0.35,0.803,142.298,0,0.543,60,0,0,0,1,-30.831,143.325,-157.577,-16.579,0,0,0,0,0,0,6.133,220.5,55.125
3779,2021-01-31 09:00:00,563.16,36.395,58.534,0.549,4644,-12.62,37.01,2.068,622.268,201.15,67.05,0.35,0.857,143.137,0,0.548,60,0,0,0,1,-42.207,174.33,-156.737,-59.8,0,0,0,0,0,0,6.133,268.2,67.05
3780,2021-01-31 09:15:00,530.88,34.309,60.309,0.518,4645,-12.54,37.13,1.253,622.321,232.8,77.6,0.35,0.865,143.506,0,0.549,0,0,0,0,1,9.386,201.76,-156.368,-36.006,0,0,0,0,0,0,6.133,310.4,77.6
3781,2021-01-31 09:30:00,495.207,32.004,62.236,0.485,4646,-12.22,37.63,1.487,622.373,280.95,93.65,0.35,0.9,144.999,0,0.552,0,0,0,0,1,46.971,243.49,-154.876,-41.643,0,0,0,0,0,0,6.133,374.6,93.65
3782,2021-01-31 09:45:00,456.318,29.49,64.303,0.449,4647,-11.66,35.08,0.907,622.426,303.075,101.025,0.35,0.878,145.682,0,0.55,0,0,0,0,1,84.234,262.665,-154.193,-24.239,0,0,0,0,0,0,6.133,404.1,101.025
3783,2021-01-31 10:00:00,414.41,26.782,66.495,0.41,4648,-11.77,36.01,1.472,622.479,340.35,113.45,0.35,0.893,145.806,0,0.551,0,0,0,0,1,101.189,294.97,-154.069,-39.712,0,0,0,0,0,0,6.133,453.8,113.45
3784,2021-01-31 10:15:00,369.71,23.893,68.8,0.37,4649,-11.41,35.67,1.724,622.522,385.8,128.6,0.35,0.911,146.99,0,0.552,0,0,0,0,1,136.385,334.36,-152.884,-45.091,0,0,0,0,0,0,6.133,514.4,128.6
3785,2021-01-31 10:30:00,322.484,20.841,71.207,0.328,4650,-10.98,34.25,1.129,622.565,414.375,138.125,0.35,0.905,147.794,0,0.552,0,0,0,0,1,178.626,359.125,-152.081,-28.418,0,0,0,0,0,0,6.133,552.5,138.125
