,When,sea,T_a,RH,v_a,Discharge,SW_direct,SW_diffuse,Prec,p_a,a,vp_a,LW_in
27,2021-01-31 03:45:00,0.3524,-12.59,31.36,3.512,4.02333,-2.349,-0.783,0,621.006,0.35,0.72777,139.9005
28,2021-01-31 04:00:00,0.39341,-12.67,32.07,3.494,4.02667,-2.093,-0.698,0,620.94,0.35,0.73943,140.05251
29,2021-01-31 04:15:00,0.43254,-12.66,32.51,2.887,4.03333,-2.35,-0.783,0,620.946,0.35,0.75019,140.36247
30,2021-01-31 04:30:00,0.46956,-12.83,33.84,2.719,4.03333,-2.314,-0.772,0,620.953,0.35,0.77016,140.5361
31,2021-01-31 04:45:00,0.50427,-13.25,35.51,3.823,4.02333,-2.246,-0.749,0,620.959,0.35,0.78098,139.9421
32,2021-01-31 05:00:00,0.5364,-13.24,32.91,3.233,4.03333,-2.103,-0.701,0,620.966,0.35,0.72439,138.46689
33,2021-01-31 05:15:00,0.56573,-12.91,34.39,1.965,4.03333,-2.126,-0.709,0,621.018,0.35,0.7776,140.5625
34,2021-01-31 05:30:00,0.59197,-13.12,34.61,2.574,4.03333,-1.933,-0.644,0,621.07,0.35,0.7693,139.91085
35,2021-01-31 05:45:00,0.61488,-13.45,35.03,3.875,4.04,-1.961,-0.654,0,621.123,0.35,0.75793,138.93145
36,2021-01-31 06:00:00,0.63421,-13.54,34.09,3.602,4.04,-1.857,-0.619,0,621.175,0.35,0.73218,138.06243
37,2021-01-31 06:15:00,0.64972,-13.15,32.53,2.247,4.04,-2.035,-0.678,0,621.257,0.35,0.7213,138.56737
38,2021-01-31 06:30:00,0.66123,-13.15,33.54,2.428,4.02,-2.134,-0.711,0,621.34,0.35,0.7437,139.17396
39,2021-01-31 06:45:00,0.66857,-13.21,32.87,2.262,4.02667,-1.815,-0.605,0,621.422,0.35,0.72528,138.55294
40,2021-01-31 07:00:00,0.67164,-13.45,33.7,2.339,4.02,-1.799,-0.6,0,621.504,0.35,0.72916,138.16534
41,2021-01-31 07:15:00,0.67039,-14.01,38.04,0.398,4.03,-0.954,-0.318,0,621.668,0.35,0.78613,138.50018
42,2021-01-31 07:30:00,0.66485,-13.85,35.19,1.025,4.05667,2.834,0.944,0,621.832,0.35,0.73685,137.55235
43,2021-01-31 07:45:00,0.6551,-13.89,34.01,2.35,4.12667,13.245,4.415,0,621.996,0.35,0.70981,136.73817
44,2021-01-31 08:00:00,0.64126,-13.68,34.35,1.897,4.13,60.0,20.0,0,622.16,0.35,0.72936,137.69937
45,2021-01-31 08:15:00,0.62352,-13.67,35.38,1.319,4.13,109.95,36.65,0,622.187,0.35,0.75184,138.31853
46,2021-01-31 08:30:00,0.6021,-13.24,34.34,0.769,4.13667,120.9,40.3,0,622.214,0.35,0.75586,139.31082
47,2021-01-31 08:45:00,0.57724,-12.39,34.04,0.584,4.13667,165.375,55.125,0,622.241,0.35,0.80288,142.29785
48,2021-01-31 09:00:00,0.54919,-12.62,37.01,2.068,4.13333,201.15,67.05,0,622.268,0.35,0.8568,143.13732
49,2021-01-31 09:15:00,0.51821,-12.54,37.13,1.253,4.13667,232.8,77.6,0,622.321,0.35,0.86518,143.50624
50,2021-01-31 09:30:00,0.48457,-12.22,37.63,1.487,4.13667,280.95,93.65,0,622.373,0.35,0.89986,144.99885
51,2021-01-31 09:45:00,0.4485,-11.66,35.08,0.907,4.14333,303.075,101.025,0,622.426,0.35,0.87765,145.68196
52,2021-01-31 10:00:00,0.41024,-11.77,36.01,1.472,1.37667,340.35,113.45,0,622.479,0.35,0.89298,145.80578
53,2021-01-31 10:15:00,0.37001,-11.41,35.67,1.724,0.0,385.8,128.6,0,622.522,0.35,0.91053,146.99021
54,2021-01-31 10:30:00,0.328,-10.98,34.25,1.129,0.0,414.375,138.125,0,622.565,0.35,0.90495,147.79382
55,2021-01-31 10:45:00,0.2844,-10.52,35.13,1.901,0.0,430.275,143.425,0,622.608,0.35,0.96292,150.12241
56,2021-01-31 11:00:00,0.23938,-10.37,33.42,2.264,0.0,397.725,132.575,0,622.65,0.35,0.92706,149.6398
57,2021-01-31 11:15:00,0.19309,-10.18,33.37,1.862,0.0,418.125,139.375,0,622.597,0.35,0.93976,150.34959
58,2021-01-31 11:30:00,0.14566,-9.71,33.86,1.663,0.0,463.2,154.4,0,622.543,0.35,0.98976,152.514
59,2021-01-31 11:45:00,0.09721,-9.66,33.84,2.037,0.0,525.225,175.075,0,622.49,0.35,0.9931,152.69905
60,2021-01-31 12:00:00,0.04786,-9.53,32.54,2.443,0.0,520.95,173.65,0,622.436,0.35,0.96481,152.35954
61,2021-01-31 12:15:00,0.0,-9.52,32.22,2.41,0.0,519.075,173.025,0,622.309,0.35,0.95608,152.18403
62,2021-01-31 12:30:00,0.0,-8.89,31.02,2.12,0.0,552.9,184.3,0,622.182,0.35,0.9673,153.8478
63,2021-01-31 12:45:00,0.0,-8.64,30.97,2.3,0.0,552.825,184.275,0,622.054,0.35,0.98487,154.80758
64,2021-01-31 13:00:00,0.0,-8.52,30.89,2.51,0.0,557.775,185.925,0,621.927,0.35,0.9916,155.22968
65,2021-01-31 13:15:00,0.0,-8.32,29.61,2.204,0.0,568.125,189.375,0,621.802,0.35,0.9655,155.09055
66,2021-01-31 13:30:00,0.0,-7.69,28.15,2.186,0.0,550.275,183.425,0,621.676,0.35,0.96409,156.48582
67,2021-01-31 13:45:00,0.0,-7.437,28.06,2.738,0.0,535.425,178.475,0,621.551,0.35,0.98008,157.43121
68,2021-01-31 14:00:00,0.0,-7.414,28.31,3.143,0.0,522.75,174.25,0,621.425,0.35,0.99057,157.72364
69,2021-01-31 14:15:00,0.0,-7.155,27.44,3.238,0.0,504.225,168.075,0,621.369,0.35,0.97959,158.06539
70,2021-01-31 14:30:00,0.0,-6.714,27.19,2.77,0.0,475.8,158.6,0,621.314,0.35,1.00429,159.64552
71,2021-01-31 14:45:00,0.0,-6.633,26.0,2.105,0.0,450.525,150.175,0,621.258,0.35,0.96635,158.95587
72,2021-01-31 15:00:00,0.0,-6.739,26.15,3.13,0.0,422.7,140.9,0,621.202,0.35,0.96402,158.6574
73,2021-01-31 15:15:00,0.0,-6.331,25.27,2.437,0.0,391.425,130.475,0,621.13,0.35,0.96129,159.53207
74,2021-01-31 15:30:00,0.0,-5.638,22.81,1.52,0.0,360.45,120.15,0,621.058,0.35,0.91501,160.00435
75,2021-01-31 15:45:00,0.0,-5.729,24.65,2.264,0.0,326.775,108.925,0,620.987,0.35,0.98197,161.41492
76,2021-01-31 16:00:00,0.0,-6.163,24.2,3.035,0.0,289.725,96.575,0,620.915,0.35,0.93253,159.22755
77,2021-01-31 16:15:00,0.0,-5.919,24.18,2.14,0.0,253.05,84.35,0,620.915,0.35,0.94935,160.19801
78,2021-01-31 16:30:00,0.0,-5.946,24.23,1.32,0.0,211.8,70.6,0,620.915,0.35,0.94935,160.13556
79,2021-01-31 16:45:00,0.0,-5.992,23.75,1.677,0.0,172.425,57.475,0,620.915,0.35,0.92727,159.4922
80,2021-01-31 17:00:00,0.0,-6.238,24.43,1.128,0.0,124.725,41.575,0,620.916,0.35,0.93599,159.13929
81,2021-01-31 17:15:00,0.0,-6.431,24.15,1.468,0.0,19.748,6.582,0,620.961,0.35,0.91165,158.09956
82,2021-01-31 17:30:00,0.0,-6.574,23.92,1.582,0.0,15.652,5.218,0,621.007,0.35,0.89309,157.3099
83,2021-01-31 17:45:00,0.0,-6.668,24.03,0.979,0.0,6.533,2.178,0,621.053,0.35,0.89072,157.03656
84,2021-01-31 18:00:00,0.0,-6.872,26.33,0.323,0.0,-0.887,-0.296,0,621.099,0.35,0.96074,158.27523
85,2021-01-31 18:15:00,0.0,-7.255,28.67,0.078,0.0,-3.085,-1.028,0,621.183,0.35,1.01561,158.6526
86,2021-01-31 18:30:00,0.0,-7.753,27.7,0.099,0.0,-2.769,-0.923,0,621.267,0.35,0.94405,155.874
87,2021-01-31 18:45:00,0.0,-7.921,28.3,0.084,0.0,-3.046,-1.016,0,621.351,0.35,0.95197,155.67944
88,2021-01-31 19:00:00,0.0,-7.987,30.86,0.104,0.0,-2.884,-0.961,0,621.434,0.35,1.03276,157.3505
89,2021-01-31 19:15:00,0.0,-8.15,32.64,0.134,0.0,-2.132,-0.71,0,621.541,0.35,1.07853,157.95325
90,2021-01-31 19:30:00,0.0,-7.872,28.38,1.591,0.0,-2.444,-0.814,0,621.647,0.35,0.95831,155.93822
91,2021-01-31 19:45:00,0.0,-7.851,27.62,2.897,0.0,-2.719,-0.906,0,621.754,0.35,0.93417,155.41842
92,2021-01-31 20:00:00,0.0,-7.761,27.54,2.225,0.0,-2.602,-0.867,0,621.86,0.35,0.93801,155.71311
93,2021-01-31 20:15:00,0.0,-7.804,27.24,2.517,0.0,-2.197,-0.732,0,621.951,0.35,0.92469,155.29828
94,2021-01-31 20:30:00,0.0,-7.786,26.66,2.539,0.0,-2.113,-0.704,0,622.042,0.35,0.90627,154.89304
95,2021-01-31 20:45:00,0.0,-7.81,26.56,2.327,0.0,-2.006,-0.668,0,622.133,0.35,0.90119,154.71463
96,2021-01-31 21:00:00,0.0,-7.898,26.35,2.613,0.0,-1.828,-0.61,0,622.224,0.35,0.88796,154.19072
97,2021-01-31 21:15:00,0.0,-8.03,27.08,2.507,0.0,-1.897,-0.632,0,622.287,0.35,0.90322,154.2701
98,2021-01-31 21:30:00,0.0,-8.04,27.49,2.883,0.0,-1.745,-0.582,0,622.349,0.35,0.91618,154.56192
99,2021-01-31 21:45:00,0.0,-7.983,27.57,2.966,0.0,-1.8,-0.6,0,622.412,0.35,0.92294,154.85262
100,2021-01-31 22:00:00,0.0,-8.03,29.66,1.262,0.0,-2.0,-0.667,0,622.475,0.35,0.98928,156.28879
101,2021-01-31 22:15:00,0.0,-8.15,29.17,0.898,0.0,-2.186,-0.728,0,622.509,0.35,0.96387,155.43728
102,2021-01-31 22:30:00,0.0,-8.26,30.58,2.252,0.0,-2.136,-0.712,0,622.543,0.35,1.00182,156.04704
103,2021-01-31 22:45:00,0.0,-8.54,30.89,2.764,0.0,-2.071,-0.69,0,622.577,0.35,0.99005,155.14971
104,2021-01-31 23:00:00,0.0,-8.43,28.71,2.264,0.0,-2.482,-0.828,0,622.61,0.35,0.92814,153.97163
105,2021-01-31 23:15:00,0.0,-8.52,29.41,2.608,0.0,-2.351,-0.784,0,622.596,0.35,0.94409,154.14471
106,2021-01-31 23:30:00,0.0,-8.75,29.62,2.5,0.0,-3.434,-1.144,0,622.582,0.35,0.93385,153.38932
107,2021-01-31 23:45:00,0.0,-8.84,30.43,2.313,0.0,-2.97,-0.99,0,622.568,0.35,0.95263,153.62448
108,2021-02-01 00:00:00,0.0,-9.35,34.55,0.766,0.0,-2.725,-0.908,0,622.554,0.35,1.03907,154.38786
109,2021-02-01 00:15:00,0.0,-9.66,31.01,1.531,0.0,-2.723,-0.908,0,622.508,0.35,0.91005,150.80577
110,2021-02-01 00:30:00,0.0,-9.57,32.02,3.332,0.0,-2.667,-0.889,0,622.462,0.35,0.9464,151.8518
111,2021-02-01 00:45:00,0.0,-9.71,31.43,3.313,0.0,-2.301,-0.767,0,622.417,0.35,0.91873,150.90003
112,2021-02-01 01:00:00,0.0,-9.62,30.92,2.936,0.0,-2.051,-0.684,0,622.371,0.35,0.91028,150.89962
113,2021-02-01 01:15:00,0.0,-9.59,31.9,3.237,0.0,-1.891,-0.63,0,622.259,0.35,0.94136,151.6917
114,2021-02-01 01:30:00,0.0,-9.64,31.14,3.098,0.0,-1.94,-0.647,0,622.147,0.35,0.91531,150.97421
115,2021-02-01 01:45:00,0.0,-9.59,31.55,3.022,0.0,-1.525,-0.508,0,622.034,0.35,0.93103,151.45281
116,2021-02-01 02:00:00,0.02913,-9.48,30.03,2.415,0.0,-1.332,-0.444,0,621.922,0.35,0.89391,150.8176
117,2021-02-01 02:15:00,0.07893,-9.29,32.11,2.054,0.0,-0.854,-0.285,0,621.977,0.35,0.97026,153.0184
118,2021-02-01 02:30:00,0.12788,-9.94,35.5,0.521,0.0,-0.689,-0.23,0,622.033,0.35,1.01897,152.63388
119,2021-02-01 02:45:00,0.17587,-10.27,36.51,0.301,0.0,-0.76,-0.253,0,622.088,0.35,1.02086,151.93731
120,2021-02-01 03:00:00,0.22278,-10.43,39.99,0.025,0.0,-0.886,-0.296,0,622.144,0.35,1.10402,153.28628
121,2021-02-01 03:15:00,0.26848,-10.24,35.18,1.007,0.0,-0.59,-0.197,0,622.026,0.35,0.98602,151.25205
122,2021-02-01 03:30:00,0.31284,-9.76,35.63,2.387,0.0,-0.702,-0.234,0,621.908,0.35,1.03739,153.42902
123,2021-02-01 03:45:00,0.35568,-9.23,33.23,2.04,0.0,-0.811,-0.27,0,621.79,0.35,1.00886,154.00862
124,2021-02-01 04:00:00,0.39683,-8.84,34.3,1.039,0.0,-1.022,-0.341,0,621.672,0.35,1.07379,156.27441
125,2021-02-01 04:15:00,0.43609,-9.46,38.03,0.692,0.0,-1.394,-0.464,0,621.724,0.35,1.13384,156.07381
126,2021-02-01 04:30:00,0.47327,-10.39,38.8,0.544,0.0,-1.198,-0.399,0,621.775,0.35,1.07459,152.78532
127,2021-02-01 04:45:00,0.50813,-10.31,39.12,1.675,0.0,-1.393,-0.464,0,621.827,0.35,1.09037,153.28373
128,2021-02-01 05:00:00,0.54042,-10.78,41.85,1.356,0.0,-1.359,-0.453,0,621.878,0.35,1.12357,152.88298
129,2021-02-01 05:15:00,0.56989,-11.07,41.87,0.441,0.0,-1.117,-0.372,0,621.936,0.35,1.09834,151.73907
130,2021-02-01 05:30:00,0.59628,-10.63,40.57,1.865,0.0,-1.837,-0.612,0,621.993,0.35,1.10233,152.80308
131,2021-02-01 05:45:00,0.61934,-10.18,41.94,2.045,0.0,-2.366,-0.788,0,622.051,0.35,1.18111,155.34025
132,2021-02-01 06:00:00,0.63879,-10.24,41.74,1.027,0.0,-2.348,-0.782,0,622.108,0.35,1.16989,154.99203
133,2021-02-01 06:15:00,0.65443,-10.56,44.58,0.013,0.0,-2.25,-0.75,0,622.249,0.35,1.21806,155.15754
134,2021-02-01 06:30:00,0.66603,-10.62,43.02,0.219,0.0,-2.263,-0.754,0,622.39,0.35,1.16983,154.12863
135,2021-02-01 06:45:00,0.67345,-10.64,44.78,0.447,0.0,-2.177,-0.726,0,622.531,0.35,1.21575,154.93317
136,2021-02-01 07:00:00,0.67657,-10.82,43.36,0.318,0.0,-2.094,-0.698,0,622.672,0.35,1.1604,153.49867
137,2021-02-01 07:15:00,0.67536,-10.99,46.33,0.104,0.0,-1.389,-0.463,0,622.755,0.35,1.22314,154.27155
138,2021-02-01 07:30:00,0.66984,-10.9,44.73,0.91,0.0,1.871,0.624,0,622.838,0.35,1.18943,153.86043
139,2021-02-01 07:45:00,0.66007,-10.48,45.29,2.361,0.0,10.665,3.555,0,622.921,0.35,1.24537,155.83283
140,2021-02-01 08:00:00,0.64619,-10.38,45.22,1.846,0.0,50.445,16.815,0,623.005,0.35,1.25339,156.20488
141,2021-02-01 08:15:00,0.6284,-10.67,43.88,0.779,0.0,96.975,32.325,0,623.14,0.35,1.18846,154.36357
142,2021-02-01 08:30:00,0.60691,-11.13,46.63,0.614,0.0,124.5,41.5,0,623.275,0.35,1.21734,153.84949
143,2021-02-01 08:45:00,0.58196,-11.3,45.24,0.13,0.0,157.425,52.475,0,623.41,0.35,1.16507,152.50558
144,2021-02-01 09:00:00,0.55382,-10.51,41.54,0.59,0.0,198.3,66.1,0,623.545,0.35,1.13953,153.80027
145,2021-02-01 09:15:00,0.52275,-10.17,39.48,1.469,0.0,224.925,74.975,0,623.677,0.35,1.11272,154.04471
146,2021-02-01 09:30:00,0.489,-10.19,39.28,1.541,0.0,233.325,77.775,0,623.809,0.35,1.10532,153.85291
147,2021-02-01 09:45:00,0.45282,-9.72,36.38,0.725,0.0,254.625,84.875,0,623.942,0.35,1.06259,154.0461
148,2021-02-01 10:00:00,0.41445,-8.71,35.42,0.914,0.0,314.775,104.925,0,624.074,0.35,1.12022,157.52082
149,2021-02-01 10:15:00,0.37411,-8.45,36.25,1.605,0.0,285.225,95.075,0,624.09,0.35,1.17006,159.10539
150,2021-02-01 10:30:00,0.332,-8.66,35.76,2.32,0.0,207.75,69.25,0,624.107,0.35,1.13541,157.93945
151,2021-02-01 10:45:00,0.2883,-8.08,33.76,1.536,0.0,231.3,77.1,0,624.123,0.35,1.12165,159.00216
152,2021-02-01 11:00:00,0.24318,-8.07,34.09,2.148,0.0,394.95,131.65,0,624.139,0.35,1.13349,159.26418
153,2021-02-01 11:15:00,0.19679,-7.732,32.6,2.094,0.0,486.45,162.15,0,624.067,0.35,1.11286,159.62943
154,2021-02-01 11:30:00,0.14927,-7.469,33.2,1.995,0.0,472.125,157.375,0,623.996,0.35,1.15673,161.12794
155,2021-02-01 11:45:00,0.10074,-6.998,32.36,2.275,0.0,528.15,176.05,0,623.924,0.35,1.16934,162.48393
156,2021-02-01 12:00:00,0.05131,-6.711,31.09,2.091,0.0,532.8,177.6,0,623.852,0.35,1.1486,162.74433
157,2021-02-01 12:15:00,0.00108,-6.526,30.71,2.216,0.0,537.75,179.25,0,623.765,0.35,1.15085,163.22606
158,2021-02-01 12:30:00,0.0,-6.126,30.87,2.058,0.0,549.075,183.025,0,623.679,0.35,1.19294,165.01729
159,2021-02-01 12:45:00,0.0,-6.035,30.44,2.722,0.0,553.875,184.625,0,623.592,0.35,1.18456,165.06793
160,2021-02-01 13:00:00,0.0,-5.532,29.13,2.462,0.0,543.375,181.125,0,623.505,0.35,1.17802,166.13876
161,2021-02-01 13:15:00,0.0,-5.256,29.25,2.826,0.0,527.4,175.8,0,623.326,0.35,1.20801,167.40081
162,2021-02-01 13:30:00,0.0,-5.156,28.32,3.576,0.0,519.75,173.25,0,623.148,0.35,1.17854,167.05138
163,2021-02-01 13:45:00,0.0,-4.418,26.93,2.862,0.0,510.75,170.25,0,622.969,0.35,1.18517,168.96822
164,2021-02-01 14:00:00,0.0,-4.725,25.42,3.709,0.0,464.1,154.7,0,622.79,0.35,1.09303,166.29111
165,2021-02-01 14:15:00,0.0,-4.579,22.84,5.687,0.0,494.625,164.875,0,622.772,0.35,0.99301,164.37123
166,2021-02-01 14:30:00,0.0,-4.367,22.57,4.265,0.0,521.325,173.775,0,622.753,0.35,0.99713,164.96968
167,2021-02-01 14:45:00,0.0,-4.02,21.19,3.42,0.0,529.275,176.425,0,622.734,0.35,0.96098,164.92047
168,2021-02-01 15:00:00,0.0,-4.034,22.05,2.796,0.0,402.225,134.075,0,622.715,0.35,0.99893,165.80219
169,2021-02-01 15:15:00,0.0,-4.086,19.01,4.701,0.0,422.475,140.825,0,622.715,0.35,0.85784,162.11371
170,2021-02-01 15:30:00,0.0,-4.132,18.09,3.428,0.0,352.425,117.475,0,622.714,0.35,0.8135,160.78317
171,2021-02-01 15:45:00,0.0,-4.004,16.92,2.241,0.0,301.95,100.65,0,622.714,0.35,0.76826,159.76712
172,2021-02-01 16:00:00,0.0,-4.262,17.66,3.157,0.0,267.075,89.025,0,622.714,0.35,0.78642,159.70925
173,2021-02-01 16:15:00,0.0,-4.254,18.13,2.254,0.0,214.65,71.55,0,622.6,0.35,0.80783,160.34187
174,2021-02-01 16:30:00,0.0,-4.306,18.64,3.546,0.0,199.725,66.575,0,622.486,0.35,0.8273,160.76838
175,2021-02-01 16:45:00,0.0,-4.01,18.61,2.071,0.0,186.6,62.2,0,622.373,0.35,0.84461,161.93048
176,2021-02-01 17:00:00,0.0,-4.505,20.56,3.436,0.0,141.825,47.275,0,622.259,0.35,0.8989,162.22205
177,2021-02-01 17:15:00,0.0,-4.688,19.16,4.432,0.0,24.855,8.285,0,622.38,0.35,0.82617,159.85779
178,2021-02-01 17:30:00,0.0,-4.882,24.17,3.715,0.0,12.96,4.32,0,622.5,0.35,1.02699,164.44554
179,2021-02-01 17:45:00,0.0,-5.042,25.79,2.783,0.0,5.798,1.933,0,622.62,0.35,1.08259,165.30807
180,2021-02-01 18:00:00,0.0,-5.172,26.29,2.423,0.0,-0.239,-0.08,0,622.741,0.35,1.09273,165.21896
181,2021-02-01 18:15:00,0.0,-5.404,26.36,1.535,0.0,-2.649,-0.883,0,622.833,0.35,1.07646,164.31538
182,2021-02-01 18:30:00,0.0,-5.472,26.96,2.08,0.0,-3.376,-1.125,0,622.925,0.35,1.09527,164.56121
183,2021-02-01 18:45:00,0.0,-5.895,25.19,1.931,0.0,-3.174,-1.058,0,623.017,0.35,0.99082,161.23539
184,2021-02-01 19:00:00,0.0,-6.595,24.04,4.347,0.0,-2.785,-0.928,0,623.109,0.35,0.89612,157.33822
185,2021-02-01 19:15:00,0.0,-6.668,22.79,4.767,0.0,-2.725,-0.908,0,623.168,0.35,0.84476,155.85248
186,2021-02-01 19:30:00,0.0,-7.018,21.08,3.626,0.0,-2.353,-0.784,0,623.226,0.35,0.76056,152.75573
187,2021-02-01 19:45:00,0.0,-7.016,19.54,3.685,0.0,-2.616,-0.872,0,623.285,0.35,0.7051,151.11692
188,2021-02-01 20:00:00,0.0,-6.996,19.01,3.973,0.0,-2.641,-0.88,0,623.344,0.35,0.68704,150.60133
189,2021-02-01 20:15:00,0.0,-7.297,20.4,4.115,0.0,-2.721,-0.907,0,623.441,0.35,0.7203,150.96172
190,2021-02-01 20:30:00,0.0,-7.456,20.91,3.952,0.0,-2.926,-0.976,0,623.538,0.35,0.72927,150.8801
191,2021-02-01 20:45:00,0.0,-7.493,20.66,4.039,0.0,-2.993,-0.998,0,623.634,0.35,0.71848,150.47845
192,2021-02-01 21:00:00,0.0,-7.707,21.67,5.289,0.0,-2.989,-0.996,0,623.731,0.35,0.74118,150.67957
193,2021-02-01 21:15:00,0.0,-7.9,22.4,4.898,0.0,-2.498,-0.832,0,623.738,0.35,0.75473,150.64678
194,2021-02-01 21:30:00,0.0,-7.97,22.55,5.375,0.0,-2.51,-0.837,0,623.745,0.35,0.75566,150.51976
195,2021-02-01 21:45:00,0.0,-8.2,23.97,4.835,0.0,-2.245,-0.748,0,623.751,0.35,0.78896,150.94396
196,2021-02-01 22:00:00,0.0,-8.27,24.08,3.794,0.0,-2.398,-0.799,0,623.758,0.35,0.78826,150.77106
197,2021-02-01 22:15:00,0.0,-8.24,24.1,3.798,0.0,-2.562,-0.854,0,623.787,0.35,0.79076,150.90533
198,2021-02-01 22:30:00,0.0,-8.32,24.18,4.093,0.0,-2.722,-0.907,0,623.817,0.35,0.78844,150.66641
199,2021-02-01 22:45:00,0.0,-8.38,25.58,3.107,0.0,-2.553,-0.851,0,623.846,0.35,0.83019,151.64842
200,2021-02-01 23:00:00,0.0,-8.47,25.71,2.462,0.0,-2.392,-0.798,0,623.876,0.35,0.82856,151.40704
201,2021-02-01 23:15:00,0.0,-8.37,25.87,2.508,0.0,-2.405,-0.802,0,623.872,0.35,0.84026,151.93194
202,2021-02-01 23:30:00,0.0,-8.61,25.99,2.447,0.0,-1.942,-0.648,0,623.868,0.35,0.82845,151.09554
203,2021-02-01 23:45:00,0.0,-8.87,26.56,3.134,0.0,-2.126,-0.708,0,623.864,0.35,0.82952,150.55147
204,2021-02-02 00:00:00,0.0,-8.99,27.58,2.989,0.0,-2.326,-0.775,0,623.86,0.35,0.8533,150.89582
205,2021-02-02 00:15:00,0.0,-9.02,28.59,2.738,0.0,-2.84,-0.947,0,623.863,0.35,0.88246,151.55561
206,2021-02-02 00:30:00,0.0,-9.06,29.15,2.728,0.0,-2.64,-0.88,0,623.866,0.35,0.89692,151.81917
207,2021-02-02 00:45:00,0.0,-9.13,29.53,2.887,0.0,-2.665,-0.888,0,623.868,0.35,0.90362,151.82537
208,2021-02-02 01:00:00,0.0,-9.12,29.78,2.791,0.0,-2.698,-0.899,0,623.871,0.35,0.91199,152.04764
209,2021-02-02 01:15:00,0.0,-9.29,31.51,2.788,0.0,-2.716,-0.906,0,623.787,0.35,0.95213,152.60662
210,2021-02-02 01:30:00,0.0,-9.28,31.05,2.663,0.0,-2.662,-0.887,0,623.702,0.35,0.93897,152.32577
