,When,ghics,difcs,zen,sea,Unnamed: 0,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec,ghi,dif
0,2021-01-31 00:00:00,0.0,0.0,112.459,0.0,4608,-11.25,29.2,2.889,621.428,-2.752,-0.918,0.0,0.0,0.0,0,,60,0,-3.67,-0.918
1,2021-01-31 00:15:00,0.0,0.0,109.382,0.0,4609,-11.39,29.34,2.984,621.408,-2.699,-0.9,0.35,0.75,143.02,0,0.537,60,0,-3.599,-0.9
2,2021-01-31 00:30:00,0.0,0.0,106.32,0.0,4610,-11.39,28.65,2.94,621.387,-2.738,-0.912,0.35,0.733,142.534,0,0.535,60,0,-3.65,-0.912
3,2021-01-31 00:45:00,0.0,0.0,103.277,0.0,4611,-11.58,30.25,3.462,621.367,-2.692,-0.898,0.35,0.762,142.931,0,0.538,60,0,-3.59,-0.898
4,2021-01-31 01:00:00,0.0,0.0,100.256,0.0,4612,-11.68,30.11,3.639,621.346,-2.612,-0.871,0.35,0.752,142.462,0,0.538,60,0,-3.483,-0.871
5,2021-01-31 01:15:00,0.0,0.0,97.261,0.0,4613,-11.67,30.39,3.665,621.343,-2.673,-0.891,0.35,0.76,142.688,0,0.538,60,0,-3.564,-0.891
6,2021-01-31 01:30:00,0.0,0.0,94.296,0.0,4614,-11.89,31.19,3.782,621.341,-2.578,-0.859,0.35,0.766,142.393,0,0.539,60,0,-3.437,-0.859
7,2021-01-31 01:45:00,0.0,0.0,91.365,0.0,4615,-12.08,31.98,4.005,621.338,-2.546,-0.849,0.35,0.773,142.191,0,0.54,60,0,-3.395,-0.849
8,2021-01-31 02:00:00,10.305,0.666,88.473,0.027,4616,-12.32,32.66,4.11,621.336,-2.572,-0.857,0.35,0.775,141.72,0,0.54,60,0,-3.429,-0.857
9,2021-01-31 02:15:00,46.644,3.014,85.625,0.076,4617,-12.34,31.71,3.73,621.302,-2.585,-0.862,0.35,0.751,141.05,0,0.538,60,0,-3.447,-0.862
10,2021-01-31 02:30:00,95.024,6.141,82.826,0.125,4618,-12.2,30.1,3.693,621.269,-2.554,-0.852,0.35,0.721,140.521,0,0.534,60,0,-3.406,-0.852
11,2021-01-31 02:45:00,147.098,9.506,80.082,0.173,4619,-12.3,30.27,3.625,621.236,-2.539,-0.846,0.35,0.719,140.264,0,0.534,60,0,-3.385,-0.846
12,2021-01-31 03:00:00,199.73,12.908,77.401,0.22,4620,-12.25,30.37,3.513,621.202,-2.504,-0.834,0.35,0.724,140.515,0,0.535,60,0,-3.338,-0.834
13,2021-01-31 03:15:00,251.544,16.256,74.789,0.265,4621,-12.36,30.86,3.717,621.137,-2.293,-0.764,0.35,0.73,140.429,0,0.535,60,0,-3.057,-0.764
14,2021-01-31 03:30:00,301.795,19.504,72.256,0.31,4622,-12.5,32.28,3.908,621.071,-2.441,-0.814,0.35,0.755,140.814,0,0.538,60,0,-3.255,-0.814
15,2021-01-31 03:45:00,350.002,22.619,69.809,0.352,4623,-12.59,31.36,3.512,621.006,-2.349,-0.783,0.35,0.728,139.9,0,0.535,60,0,-3.132,-0.783
16,2021-01-31 04:00:00,395.808,25.58,67.459,0.393,4624,-12.67,32.07,3.494,620.94,-2.093,-0.698,0.35,0.739,140.053,0,0.537,60,0,-2.791,-0.698
17,2021-01-31 04:15:00,438.929,28.367,65.217,0.433,4625,-12.66,32.51,2.887,620.946,-2.35,-0.783,0.35,0.75,140.362,0,0.538,60,0,-3.133,-0.783
18,2021-01-31 04:30:00,479.124,30.964,63.096,0.47,4626,-12.83,33.84,2.719,620.953,-2.314,-0.772,0.35,0.77,140.536,0,0.54,60,0,-3.086,-0.772
19,2021-01-31 04:45:00,516.182,33.359,61.108,0.504,4627,-13.25,35.51,3.823,620.959,-2.246,-0.749,0.35,0.781,139.942,0,0.541,60,0,-2.995,-0.749
20,2021-01-31 05:00:00,549.919,35.539,59.266,0.536,4628,-13.24,32.91,3.233,620.966,-2.103,-0.701,0.35,0.724,138.467,0,0.535,60,0,-2.804,-0.701
21,2021-01-31 05:15:00,580.173,37.495,57.586,0.566,4629,-12.91,34.39,1.965,621.018,-2.126,-0.709,0.35,0.778,140.562,0,0.54,60,0,-2.835,-0.709
22,2021-01-31 05:30:00,606.801,39.215,56.083,0.592,4630,-13.12,34.61,2.574,621.07,-1.933,-0.644,0.35,0.769,139.911,0,0.54,60,0,-2.577,-0.644
23,2021-01-31 05:45:00,629.679,40.694,54.77,0.615,4631,-13.45,35.03,3.875,621.123,-1.961,-0.654,0.35,0.758,138.931,0,0.539,60,0,-2.615,-0.654
24,2021-01-31 06:00:00,648.702,41.923,53.663,0.634,4632,-13.54,34.09,3.602,621.175,-1.857,-0.619,0.35,0.732,138.062,0,0.536,60,0,-2.476,-0.619
25,2021-01-31 06:15:00,663.783,42.898,52.774,0.65,4633,-13.15,32.53,2.247,621.257,-2.035,-0.678,0.35,0.721,138.567,0,0.535,60,0,-2.713,-0.678
26,2021-01-31 06:30:00,674.855,43.614,52.114,0.661,4634,-13.15,33.54,2.428,621.34,-2.134,-0.711,0.35,0.744,139.174,0,0.537,60,0,-2.845,-0.711
27,2021-01-31 06:45:00,681.867,44.067,51.694,0.669,4635,-13.21,32.87,2.262,621.422,-1.815,-0.605,0.35,0.725,138.553,0,0.535,60,0,-2.42,-0.605
28,2021-01-31 07:00:00,684.787,44.255,51.518,0.672,4636,-13.45,33.7,2.339,621.504,-1.799,-0.6,0.35,0.729,138.165,0,0.536,60,0,-2.399,-0.6
29,2021-01-31 07:15:00,683.603,44.179,51.589,0.67,4637,-14.01,38.04,0.398,621.668,-0.954,-0.318,0.35,0.786,138.5,0,0.542,60,0,-1.272,-0.318
30,2021-01-31 07:30:00,678.32,43.838,51.907,0.665,4638,-13.85,35.19,1.025,621.832,2.834,0.944,0.35,0.737,137.552,0,0.537,60,0,3.778,0.944
31,2021-01-31 07:45:00,668.962,43.233,52.466,0.655,4639,-13.89,34.01,2.35,621.996,13.245,4.415,0.35,0.71,136.738,0,0.534,60,0,17.66,4.415
32,2021-01-31 08:00:00,655.571,42.367,53.258,0.641,4640,-13.68,34.35,1.897,622.16,60.0,20.0,0.35,0.729,137.699,0,0.536,60,0,80.0,20.0
33,2021-01-31 08:15:00,638.207,41.245,54.275,0.624,4641,-13.67,35.38,1.319,622.187,109.95,36.65,0.35,0.752,138.319,0,0.538,0,0,146.6,36.65
34,2021-01-31 08:30:00,616.949,39.871,55.502,0.602,4642,-13.24,34.34,0.769,622.214,120.9,40.3,0.35,0.756,139.311,0,0.538,0,0,161.2,40.3
35,2021-01-31 08:45:00,591.895,38.252,56.927,0.577,4643,-12.39,34.04,0.584,622.241,165.375,55.125,0.35,0.803,142.298,0,0.543,0,0,220.5,55.125
36,2021-01-31 09:00:00,563.16,36.395,58.534,0.549,4644,-12.62,37.01,2.068,622.268,201.15,67.05,0.35,0.857,143.137,0,0.548,0,0,268.2,67.05
37,2021-01-31 09:15:00,530.88,34.309,60.309,0.518,4645,-12.54,37.13,1.253,622.321,232.8,77.6,0.35,0.865,143.506,0,0.549,0,0,310.4,77.6
38,2021-01-31 09:30:00,495.207,32.004,62.236,0.485,4646,-12.22,37.63,1.487,622.373,280.95,93.65,0.35,0.9,144.999,0,0.552,0,0,374.6,93.65
39,2021-01-31 09:45:00,456.318,29.49,64.303,0.449,4647,-11.66,35.08,0.907,622.426,303.075,101.025,0.35,0.878,145.682,0,0.55,0,0,404.1,101.025
40,2021-01-31 10:00:00,414.41,26.782,66.495,0.41,4648,-11.77,36.01,1.472,622.479,340.35,113.45,0.35,0.893,145.806,0,0.551,0,0,453.8,113.45
41,2021-01-31 10:15:00,369.71,23.893,68.8,0.37,4649,-11.41,35.67,1.724,622.522,385.8,128.6,0.35,0.911,146.99,0,0.552,0,0,514.4,128.6
42,2021-01-31 10:30:00,322.484,20.841,71.207,0.328,4650,-10.98,34.25,1.129,622.565,414.375,138.125,0.35,0.905,147.794,0,0.552,0,0,552.5,138.125
43,2021-01-31 10:45:00,273.052,17.646,73.705,0.284,4651,-10.52,35.13,1.901,622.608,430.275,143.425,0.35,0.963,150.122,0,0.556,0,0,573.7,143.425
44,2021-01-31 11:00:00,221.833,14.336,76.284,0.239,4652,-10.37,33.42,2.264,622.65,397.725,132.575,0.35,0.927,149.64,0,0.553,0,0,530.3,132.575
45,2021-01-31 11:15:00,169.435,10.95,78.937,0.193,4653,-10.18,33.37,1.862,622.597,418.125,139.375,0.35,0.94,150.35,0,0.554,0,0,557.5,139.375
46,2021-01-31 11:30:00,116.891,7.554,81.655,0.146,4654,-9.71,33.86,1.663,622.543,463.2,154.4,0.35,0.99,152.514,0,0.558,0,0,617.6,154.4
47,2021-01-31 11:45:00,66.357,4.288,84.43,0.097,4655,-9.66,33.84,2.037,622.49,525.225,175.075,0.35,0.993,152.699,0,0.559,0,0,700.3,175.075
48,2021-01-31 12:00:00,23.315,1.507,87.258,0.048,4656,-9.53,32.54,2.443,622.436,520.95,173.65,0.35,0.965,152.36,0,0.556,0,0,694.6,173.65
49,2021-01-31 12:15:00,0.892,0.058,90.132,0.0,4657,-9.52,32.22,2.41,622.309,519.075,173.025,0.35,0.956,152.184,0,0.556,0,0,692.1,173.025
50,2021-01-31 12:30:00,0.0,0.0,93.046,0.0,4658,-8.89,31.02,2.12,622.182,552.9,184.3,0.35,0.967,153.848,0,0.556,0,0,737.2,184.3
51,2021-01-31 12:45:00,0.0,0.0,95.997,0.0,4659,-8.64,30.97,2.3,622.054,552.825,184.275,0.35,0.985,154.808,0,0.558,0,0,737.1,184.275
52,2021-01-31 13:00:00,0.0,0.0,98.979,0.0,4660,-8.52,30.89,2.51,621.927,557.775,185.925,0.35,0.992,155.23,0,0.558,0,0,743.7,185.925
53,2021-01-31 13:15:00,0.0,0.0,101.988,0.0,4661,-8.32,29.61,2.204,621.802,568.125,189.375,0.35,0.966,155.091,0,0.556,0,0,757.5,189.375
54,2021-01-31 13:30:00,0.0,0.0,105.021,0.0,4662,-7.69,28.15,2.186,621.676,550.275,183.425,0.35,0.964,156.486,0,0.556,0,0,733.7,183.425
55,2021-01-31 13:45:00,0.0,0.0,108.074,0.0,4663,-7.437,28.06,2.738,621.551,535.425,178.475,0.35,0.98,157.431,0,0.557,0,0,713.9,178.475
56,2021-01-31 14:00:00,0.0,0.0,111.144,0.0,4664,-7.414,28.31,3.143,621.425,522.75,174.25,0.35,0.991,157.724,0,0.558,0,0,697.0,174.25
57,2021-01-31 14:15:00,0.0,0.0,114.226,0.0,4665,-7.155,27.44,3.238,621.369,504.225,168.075,0.35,0.98,158.065,0,0.557,0,0,672.3,168.075
58,2021-01-31 14:30:00,0.0,0.0,117.318,0.0,4666,-6.714,27.19,2.77,621.314,475.8,158.6,0.35,1.004,159.646,0,0.559,0,0,634.4,158.6
59,2021-01-31 14:45:00,0.0,0.0,120.415,0.0,4667,-6.633,26.0,2.105,621.258,450.525,150.175,0.35,0.966,158.956,0,0.556,0,0,600.7,150.175
60,2021-01-31 15:00:00,0.0,0.0,123.514,0.0,4668,-6.739,26.15,3.13,621.202,422.7,140.9,0.35,0.964,158.657,0,0.555,0,0,563.6,140.9
61,2021-01-31 15:15:00,0.0,0.0,126.61,0.0,4669,-6.331,25.27,2.437,621.13,391.425,130.475,0.35,0.961,159.532,0,0.555,0,0,521.9,130.475
62,2021-01-31 15:30:00,0.0,0.0,129.699,0.0,4670,-5.638,22.81,1.52,621.058,360.45,120.15,0.35,0.915,160.004,0,0.551,0,0,480.6,120.15
63,2021-01-31 15:45:00,0.0,0.0,132.776,0.0,4671,-5.729,24.65,2.264,620.987,326.775,108.925,0.35,0.982,161.415,0,0.557,0,0,435.7,108.925
64,2021-01-31 16:00:00,0.0,0.0,135.832,0.0,4672,-6.163,24.2,3.035,620.915,289.725,96.575,0.35,0.933,159.228,0,0.553,0,0,386.3,96.575
65,2021-01-31 16:15:00,0.0,0.0,138.861,0.0,4673,-5.919,24.18,2.14,620.915,253.05,84.35,0.35,0.949,160.198,0,0.554,0,0,337.4,84.35
66,2021-01-31 16:30:00,0.0,0.0,141.852,0.0,4674,-5.946,24.23,1.32,620.915,211.8,70.6,0.35,0.949,160.136,0,0.554,0,0,282.4,70.6
67,2021-01-31 16:45:00,0.0,0.0,144.793,0.0,4675,-5.992,23.75,1.677,620.915,172.425,57.475,0.35,0.927,159.492,0,0.552,0,0,229.9,57.475
68,2021-01-31 17:00:00,0.0,0.0,147.665,0.0,4676,-6.238,24.43,1.128,620.916,124.725,41.575,0.35,0.936,159.139,0,0.553,0,0,166.3,41.575
69,2021-01-31 17:15:00,0.0,0.0,150.446,0.0,4677,-6.431,24.15,1.468,620.961,19.748,6.582,0.35,0.912,158.1,0,0.551,60,0,26.33,6.582
70,2021-01-31 17:30:00,0.0,0.0,153.105,0.0,4678,-6.574,23.92,1.582,621.007,15.652,5.218,0.35,0.893,157.31,0,0.549,60,0,20.87,5.218
71,2021-01-31 17:45:00,0.0,0.0,155.599,0.0,4679,-6.668,24.03,0.979,621.053,6.533,2.178,0.35,0.891,157.037,0,0.549,60,0,8.711,2.178
72,2021-01-31 18:00:00,0.0,0.0,157.869,0.0,4680,-6.872,26.33,0.323,621.099,-0.887,-0.296,0.35,0.961,158.275,0,0.555,60,0,-1.183,-0.296
73,2021-01-31 18:15:00,0.0,0.0,159.838,0.0,4681,-7.255,28.67,0.078,621.183,-3.085,-1.028,0.35,1.016,158.653,0,0.56,60,0,-4.113,-1.028
74,2021-01-31 18:30:00,0.0,0.0,161.408,0.0,4682,-7.753,27.7,0.099,621.267,-2.769,-0.923,0.35,0.944,155.874,0,0.554,60,0,-3.692,-0.923
75,2021-01-31 18:45:00,0.0,0.0,162.469,0.0,4683,-7.921,28.3,0.084,621.351,-3.046,-1.016,0.35,0.952,155.679,0,0.555,60,0,-4.062,-1.016
76,2021-01-31 19:00:00,0.0,0.0,162.925,0.0,4684,-7.987,30.86,0.104,621.434,-2.884,-0.961,0.35,1.033,157.35,0,0.561,60,0,-3.845,-0.961
77,2021-01-31 19:15:00,0.0,0.0,162.728,0.0,4685,-8.15,32.64,0.134,621.541,-2.132,-0.71,0.35,1.079,157.953,0,0.565,60,0,-2.842,-0.71
78,2021-01-31 19:30:00,0.0,0.0,161.9,0.0,4686,-7.872,28.38,1.591,621.647,-2.444,-0.814,0.35,0.958,155.938,0,0.555,60,0,-3.258,-0.814
79,2021-01-31 19:45:00,0.0,0.0,160.521,0.0,4687,-7.851,27.62,2.897,621.754,-2.719,-0.906,0.35,0.934,155.418,0,0.553,60,0,-3.625,-0.906
80,2021-01-31 20:00:00,0.0,0.0,158.699,0.0,4688,-7.761,27.54,2.225,621.86,-2.602,-0.867,0.35,0.938,155.713,0,0.554,60,0,-3.469,-0.867
81,2021-01-31 20:15:00,0.0,0.0,156.538,0.0,4689,-7.804,27.24,2.517,621.951,-2.197,-0.732,0.35,0.925,155.298,0,0.552,60,0,-2.929,-0.732
82,2021-01-31 20:30:00,0.0,0.0,154.125,0.0,4690,-7.786,26.66,2.539,622.042,-2.113,-0.704,0.35,0.906,154.893,0,0.551,60,0,-2.817,-0.704
83,2021-01-31 20:45:00,0.0,0.0,151.525,0.0,4691,-7.81,26.56,2.327,622.133,-2.006,-0.668,0.35,0.901,154.715,0,0.55,60,0,-2.674,-0.668
84,2021-01-31 21:00:00,0.0,0.0,148.788,0.0,4692,-7.898,26.35,2.613,622.224,-1.828,-0.61,0.35,0.888,154.191,0,0.549,60,0,-2.438,-0.61
85,2021-01-31 21:15:00,0.0,0.0,145.947,0.0,4693,-8.03,27.08,2.507,622.287,-1.897,-0.632,0.35,0.903,154.27,0,0.551,60,0,-2.529,-0.632
86,2021-01-31 21:30:00,0.0,0.0,143.031,0.0,4694,-8.04,27.49,2.883,622.349,-1.745,-0.582,0.35,0.916,154.562,0,0.552,60,0,-2.327,-0.582
87,2021-01-31 21:45:00,0.0,0.0,140.056,0.0,4695,-7.983,27.57,2.966,622.412,-1.8,-0.6,0.35,0.923,154.853,0,0.552,60,0,-2.4,-0.6
88,2021-01-31 22:00:00,0.0,0.0,137.039,0.0,4696,-8.03,29.66,1.262,622.475,-2.0,-0.667,0.35,0.989,156.289,0,0.558,60,0,-2.667,-0.667
89,2021-01-31 22:15:00,0.0,0.0,133.991,0.0,4697,-8.15,29.17,0.898,622.509,-2.186,-0.728,0.35,0.964,155.437,0,0.556,60,0,-2.914,-0.728
90,2021-01-31 22:30:00,0.0,0.0,130.919,0.0,4698,-8.26,30.58,2.252,622.543,-2.136,-0.712,0.35,1.002,156.047,0,0.559,60,0,-2.848,-0.712
91,2021-01-31 22:45:00,0.0,0.0,127.832,0.0,4699,-8.54,30.89,2.764,622.577,-2.071,-0.69,0.35,0.99,155.15,0,0.558,60,0,-2.761,-0.69
92,2021-01-31 23:00:00,0.0,0.0,124.735,0.0,4700,-8.43,28.71,2.264,622.61,-2.482,-0.828,0.35,0.928,153.972,0,0.553,60,0,-3.31,-0.828
93,2021-01-31 23:15:00,0.0,0.0,121.634,0.0,4701,-8.52,29.41,2.608,622.596,-2.351,-0.784,0.35,0.944,154.145,0,0.554,60,0,-3.135,-0.784
94,2021-01-31 23:30:00,0.0,0.0,118.533,0.0,4702,-8.75,29.62,2.5,622.582,-3.434,-1.144,0.35,0.934,153.389,0,0.554,60,0,-4.578,-1.144
95,2021-01-31 23:45:00,0.0,0.0,115.435,0.0,4703,-8.84,30.43,2.313,622.568,-2.97,-0.99,0.35,0.953,153.624,0,0.555,60,0,-3.96,-0.99
96,2021-02-01 00:00:00,0.0,0.0,112.345,0.0,4704,-9.35,34.55,0.766,622.554,-2.725,-0.908,0.35,1.039,154.388,0,0.562,60,0,-3.633,-0.908
97,2021-02-01 00:15:00,0.0,0.0,109.266,0.0,4705,-9.66,31.01,1.531,622.508,-2.723,-0.908,0.35,0.91,150.806,0,0.552,60,0,-3.631,-0.908
98,2021-02-01 00:30:00,0.0,0.0,106.202,0.0,4706,-9.57,32.02,3.332,622.462,-2.667,-0.889,0.35,0.946,151.852,0,0.555,60,0,-3.556,-0.889
99,2021-02-01 00:45:00,0.0,0.0,103.156,0.0,4707,-9.71,31.43,3.313,622.417,-2.301,-0.767,0.35,0.919,150.9,0,0.553,60,0,-3.068,-0.767
100,2021-02-01 01:00:00,0.0,0.0,100.131,0.0,4708,-9.62,30.92,2.936,622.371,-2.051,-0.684,0.35,0.91,150.9,0,0.552,60,0,-2.735,-0.684
101,2021-02-01 01:15:00,0.0,0.0,97.133,0.0,4709,-9.59,31.9,3.237,622.259,-1.891,-0.63,0.35,0.941,151.692,0,0.554,60,0,-2.521,-0.63
102,2021-02-01 01:30:00,0.0,0.0,94.164,0.0,4710,-9.64,31.14,3.098,622.147,-1.94,-0.647,0.35,0.915,150.974,0,0.552,60,0,-2.587,-0.647
103,2021-02-01 01:45:00,0.0,0.0,91.228,0.0,4711,-9.59,31.55,3.022,622.034,-1.525,-0.508,0.35,0.931,151.453,0,0.554,60,0,-2.033,-0.508
104,2021-02-01 02:00:00,11.579,0.748,88.331,0.029,4712,-9.48,30.03,2.415,621.922,-1.332,-0.444,0.35,0.894,150.818,0,0.55,60,0,-1.776,-0.444
105,2021-02-01 02:15:00,48.965,3.164,85.478,0.079,4713,-9.29,32.11,2.054,621.977,-0.854,-0.285,0.35,0.97,153.018,0,0.557,60,0,-1.139,-0.285
106,2021-02-01 02:30:00,97.816,6.322,82.673,0.128,4714,-9.94,35.5,0.521,622.033,-0.689,-0.23,0.35,1.019,152.634,0,0.561,60,0,-0.919,-0.23
107,2021-02-01 02:45:00,150.145,9.703,79.923,0.176,4715,-10.27,36.51,0.301,622.088,-0.76,-0.253,0.35,1.021,151.937,0,0.561,60,0,-1.013,-0.253
108,2021-02-01 03:00:00,202.948,13.116,77.236,0.223,4716,-10.43,39.99,0.025,622.144,-0.886,-0.296,0.35,1.104,153.286,0,0.567,60,0,-1.182,-0.296
109,2021-02-01 03:15:00,254.896,16.473,74.617,0.268,4717,-10.24,35.18,1.007,622.026,-0.59,-0.197,0.35,0.986,151.252,0,0.558,60,0,-0.787,-0.197
110,2021-02-01 03:30:00,305.263,19.728,72.076,0.313,4718,-9.76,35.63,2.387,621.908,-0.702,-0.234,0.35,1.037,153.429,0,0.562,60,0,-0.936,-0.234
111,2021-02-01 03:45:00,353.575,22.85,69.621,0.356,4719,-9.23,33.23,2.04,621.79,-0.811,-0.27,0.35,1.009,154.009,0,0.56,60,0,-1.081,-0.27
112,2021-02-01 04:00:00,399.479,25.817,67.264,0.397,4720,-8.84,34.3,1.039,621.672,-1.022,-0.341,0.35,1.074,156.274,0,0.565,60,0,-1.363,-0.341
113,2021-02-01 04:15:00,442.692,28.61,65.014,0.436,4721,-9.46,38.03,0.692,621.724,-1.394,-0.464,0.35,1.134,156.074,0,0.569,60,0,-1.858,-0.464
114,2021-02-01 04:30:00,482.974,31.213,62.884,0.473,4722,-10.39,38.8,0.544,621.775,-1.198,-0.399,0.35,1.075,152.785,0,0.565,60,0,-1.597,-0.399
115,2021-02-01 04:45:00,520.116,33.613,60.887,0.508,4723,-10.31,39.12,1.675,621.827,-1.393,-0.464,0.35,1.09,153.284,0,0.566,60,0,-1.857,-0.464
116,2021-02-01 05:00:00,553.932,35.799,59.036,0.54,4724,-10.78,41.85,1.356,621.878,-1.359,-0.453,0.35,1.124,152.883,0,0.569,60,0,-1.812,-0.453
117,2021-02-01 05:15:00,584.261,37.759,57.348,0.57,4725,-11.07,41.87,0.441,621.936,-1.117,-0.372,0.35,1.098,151.739,0,0.567,60,0,-1.489,-0.372
118,2021-02-01 05:30:00,610.96,39.484,55.835,0.596,4726,-10.63,40.57,1.865,621.993,-1.837,-0.612,0.35,1.102,152.803,0,0.567,60,0,-2.449,-0.612
119,2021-02-01 05:45:00,633.904,40.967,54.515,0.619,4727,-10.18,41.94,2.045,622.051,-2.366,-0.788,0.35,1.181,155.34,0,0.573,60,0,-3.154,-0.788
120,2021-02-01 06:00:00,652.989,42.2,53.4,0.639,4728,-10.24,41.74,1.027,622.108,-2.348,-0.782,0.35,1.17,154.992,0,0.572,60,0,-3.13,-0.782
121,2021-02-01 06:15:00,668.127,43.179,52.504,0.654,4729,-10.56,44.58,0.013,622.249,-2.25,-0.75,0.35,1.218,155.158,0,0.576,60,0,-3.0,-0.75
122,2021-02-01 06:30:00,679.251,43.898,51.839,0.666,4730,-10.62,43.02,0.219,622.39,-2.263,-0.754,0.35,1.17,154.129,0,0.572,60,0,-3.017,-0.754
123,2021-02-01 06:45:00,686.311,44.354,51.414,0.673,4731,-10.64,44.78,0.447,622.531,-2.177,-0.726,0.35,1.216,154.933,0,0.575,60,0,-2.903,-0.726
124,2021-02-01 07:00:00,689.273,44.545,51.235,0.677,4732,-10.82,43.36,0.318,622.672,-2.094,-0.698,0.35,1.16,153.499,0,0.572,60,0,-2.792,-0.698
125,2021-02-01 07:15:00,688.126,44.471,51.304,0.675,4733,-10.99,46.33,0.104,622.755,-1.389,-0.463,0.35,1.223,154.272,0,0.576,60,0,-1.852,-0.463
126,2021-02-01 07:30:00,682.874,44.132,51.621,0.67,4734,-10.9,44.73,0.91,622.838,1.871,0.624,0.35,1.189,153.86,0,0.574,60,0,2.495,0.624
127,2021-02-01 07:45:00,673.541,43.529,52.181,0.66,4735,-10.48,45.29,2.361,622.921,10.665,3.555,0.35,1.245,155.833,0,0.577,60,0,14.22,3.555
128,2021-02-01 08:00:00,660.168,42.664,52.976,0.646,4736,-10.38,45.22,1.846,623.005,50.445,16.815,0.35,1.253,156.205,0,0.578,60,0,67.26,16.815
129,2021-02-01 08:15:00,642.818,41.543,53.995,0.628,4737,-10.67,43.88,0.779,623.14,96.975,32.325,0.35,1.188,154.364,0,0.574,60,0,129.3,32.325
130,2021-02-01 08:30:00,621.567,40.17,55.227,0.607,4738,-11.13,46.63,0.614,623.275,124.5,41.5,0.35,1.217,153.849,0,0.576,0,0,166.0,41.5
131,2021-02-01 08:45:00,596.513,38.551,56.656,0.582,4739,-11.3,45.24,0.13,623.41,157.425,52.475,0.35,1.165,152.506,0,0.572,0,0,209.9,52.475
132,2021-02-01 09:00:00,567.773,36.693,58.268,0.554,4740,-10.51,41.54,0.59,623.545,198.3,66.1,0.35,1.14,153.8,0,0.57,0,0,264.4,66.1
133,2021-02-01 09:15:00,535.479,34.606,60.049,0.523,4741,-10.17,39.48,1.469,623.677,224.925,74.975,0.35,1.113,154.045,0,0.568,0,0,299.9,74.975
134,2021-02-01 09:30:00,499.787,32.3,61.983,0.489,4742,-10.19,39.28,1.541,623.809,233.325,77.775,0.35,1.105,153.853,0,0.567,0,0,311.1,77.775
135,2021-02-01 09:45:00,460.87,29.784,64.055,0.453,4743,-9.72,36.38,0.725,623.942,254.625,84.875,0.35,1.063,154.046,0,0.564,0,0,339.5,84.875
136,2021-02-01 10:00:00,418.926,27.074,66.254,0.414,4744,-8.71,35.42,0.914,624.074,314.775,104.925,0.35,1.12,157.521,0,0.568,0,0,419.7,104.925
137,2021-02-01 10:15:00,374.182,24.182,68.565,0.374,4745,-8.45,36.25,1.605,624.09,285.225,95.075,0.35,1.17,159.105,0,0.572,0,0,380.3,95.075
138,2021-02-01 10:30:00,326.899,21.126,70.978,0.332,4746,-8.66,35.76,2.32,624.107,207.75,69.25,0.35,1.135,157.939,0,0.569,0,0,277.0,69.25
139,2021-02-01 10:45:00,277.395,17.927,73.482,0.288,4747,-8.08,33.76,1.536,624.123,231.3,77.1,0.35,1.122,159.002,0,0.568,0,0,308.4,77.1
140,2021-02-01 11:00:00,226.08,14.611,76.067,0.243,4748,-8.07,34.09,2.148,624.139,394.95,131.65,0.35,1.133,159.264,0,0.569,0,0,526.6,131.65
141,2021-02-01 11:15:00,173.544,11.216,78.725,0.197,4749,-7.732,32.6,2.094,624.067,486.45,162.15,0.35,1.113,159.629,0,0.567,0,0,648.6,162.15
142,2021-02-01 11:30:00,120.781,7.806,81.448,0.149,4750,-7.469,33.2,1.995,623.996,472.125,157.375,0.35,1.157,161.128,0,0.57,0,0,629.5,157.375
143,2021-02-01 11:45:00,69.828,4.513,84.228,0.101,4751,-6.998,32.36,2.275,623.924,528.15,176.05,0.35,1.169,162.484,0,0.571,0,0,704.2,176.05
144,2021-02-01 12:00:00,25.823,1.669,87.06,0.051,4752,-6.711,31.09,2.091,623.852,532.8,177.6,0.35,1.149,162.744,0,0.57,0,0,710.4,177.6
145,2021-02-01 12:15:00,1.471,0.095,89.938,0.001,4753,-6.526,30.71,2.216,623.765,537.75,179.25,0.35,1.151,163.226,0,0.57,0,0,717.0,179.25
146,2021-02-01 12:30:00,0.0,0.0,92.857,0.0,4754,-6.126,30.87,2.058,623.679,549.075,183.025,0.35,1.193,165.017,0,0.572,0,0,732.1,183.025
147,2021-02-01 12:45:00,0.0,0.0,95.811,0.0,4755,-6.035,30.44,2.722,623.592,553.875,184.625,0.35,1.185,165.068,0,0.572,0,0,738.5,184.625
148,2021-02-01 13:00:00,0.0,0.0,98.796,0.0,4756,-5.532,29.13,2.462,623.505,543.375,181.125,0.35,1.178,166.139,0,0.571,0,0,724.5,181.125
149,2021-02-01 13:15:00,0.0,0.0,101.808,0.0,4757,-5.256,29.25,2.826,623.326,527.4,175.8,0.35,1.208,167.401,0,0.573,0,0,703.2,175.8
150,2021-02-01 13:30:00,0.0,0.0,104.844,0.0,4758,-5.156,28.32,3.576,623.148,519.75,173.25,0.35,1.179,167.051,0,0.571,0,0,693.0,173.25
151,2021-02-01 13:45:00,0.0,0.0,107.899,0.0,4759,-4.418,26.93,2.862,622.969,510.75,170.25,0.35,1.185,168.968,0,0.571,0,0,681.0,170.25
