,When,ghics,difcs,zen,sea,Unnamed: 0,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec,ghi,dif
1083,2021-02-11 06:45:00,733.504,47.404,48.35,0.727,5691,-8.24,48.08,3.228,622.996,-2.156,-0.719,0.35,1.578,166.554,0,0.596,60,0,-2.875,-0.719
1084,2021-02-11 07:00:00,736.687,47.61,48.148,0.73,5692,-8.44,47.66,4.048,623.028,-1.915,-0.638,0.35,1.54,165.491,0,0.594,60,0,-2.553,-0.638
1085,2021-02-11 07:15:00,735.709,47.546,48.21,0.729,5693,-8.63,47.58,3.683,623.106,0.652,0.218,0.35,1.514,164.644,0,0.593,60,0,0.87,0.218
1086,2021-02-11 07:30:00,730.574,47.214,48.536,0.724,5694,-8.78,46.7,4.181,623.183,7.23,2.41,0.35,1.469,163.571,0,0.591,60,0,9.64,2.41
1087,2021-02-11 07:45:00,721.305,46.615,49.118,0.714,5695,-8.62,45.86,3.544,623.261,30.338,10.112,0.35,1.461,163.822,0,0.59,60,0,40.45,10.112
1088,2021-02-11 08:00:00,707.943,45.752,49.95,0.699,5696,-8.45,45.33,3.46,623.338,83.625,27.875,0.35,1.463,164.268,0,0.59,60,0,111.5,27.875
1089,2021-02-11 08:15:00,690.548,44.628,51.017,0.68,5697,-8.51,48.49,3.593,623.355,117.075,39.025,0.35,1.558,165.601,0,0.595,0,0,156.1,39.025
1090,2021-02-11 08:30:00,669.199,43.248,52.306,0.658,5698,-8.26,46.47,3.844,623.372,150.0,50.0,0.35,1.522,165.66,0,0.593,0,0,200.0,50.0
1091,2021-02-11 08:45:00,643.992,41.619,53.8,0.632,5699,-7.587,52.27,1.897,623.389,186.675,62.225,0.35,1.805,171.403,0,0.608,0,0,248.9,62.225
1092,2021-02-11 09:00:00,615.042,39.748,55.483,0.602,5700,-7.0,51.66,1.292,623.405,225.0,75.0,0.35,1.866,173.704,0,0.611,0,0,300.0,75.0
1093,2021-02-11 09:15:00,582.481,37.644,57.337,0.57,5701,-6.754,50.44,1.21,623.439,263.4,87.8,0.35,1.857,174.202,0,0.61,0,0,351.2,87.8
1094,2021-02-11 09:30:00,546.462,35.316,59.346,0.535,5702,-6.617,50.25,1.51,623.473,302.325,100.775,0.35,1.87,174.717,0,0.611,0,0,403.1,100.775
1095,2021-02-11 09:45:00,507.157,32.776,61.495,0.498,5703,-6.435,49.39,1.087,623.507,339.9,113.3,0.35,1.864,175.096,0,0.61,0,0,453.2,113.3
1096,2021-02-11 10:00:00,464.757,30.036,63.768,0.458,5704,-5.984,49.03,1.228,623.54,377.775,125.925,0.35,1.915,176.929,0,0.612,0,0,503.7,125.925
1097,2021-02-11 10:15:00,419.479,27.109,66.153,0.416,5705,-5.486,47.04,1.423,623.502,411.375,137.125,0.35,1.909,178.118,0,0.612,0,0,548.5,137.125
1098,2021-02-11 10:30:00,371.568,24.013,68.636,0.373,5706,-5.426,46.16,1.823,623.463,442.95,147.65,0.35,1.882,177.908,0,0.611,0,0,590.6,147.65
1099,2021-02-11 10:45:00,321.312,20.765,71.208,0.328,5707,-5.229,47.13,2.177,623.424,471.825,157.275,0.35,1.95,179.329,0,0.614,0,0,629.1,157.275
1100,2021-02-11 11:00:00,269.06,17.388,73.857,0.282,5708,-4.916,45.74,1.659,623.385,498.6,166.2,0.35,1.938,179.98,0,0.613,0,0,664.8,166.2
1101,2021-02-11 11:15:00,215.275,13.912,76.576,0.234,5709,-4.891,46.68,2.023,623.274,521.175,173.725,0.35,1.982,180.618,0,0.615,0,0,694.9,173.725
1102,2021-02-11 11:30:00,160.65,10.382,79.356,0.186,5710,-4.667,44.89,1.99,623.164,541.725,180.575,0.35,1.939,180.628,0,0.613,0,0,722.3,180.575
1103,2021-02-11 11:45:00,106.425,6.878,82.191,0.136,5711,-4.175,43.71,2.139,623.053,559.875,186.625,0.35,1.959,182.182,0,0.614,0,0,746.5,186.625
1104,2021-02-11 12:00:00,55.351,3.577,85.072,0.086,5712,-4.078,43.04,2.613,622.942,571.95,190.65,0.35,1.943,182.224,0,0.613,0,0,762.6,190.65
1105,2021-02-11 12:15:00,14.815,0.957,87.996,0.035,5713,-3.77,42.3,2.512,622.786,582.9,194.3,0.35,1.955,183.182,0,0.613,0,0,777.2,194.3
1106,2021-02-11 12:30:00,0.0,0.0,90.956,0.0,5714,-3.556,40.28,2.572,622.629,589.425,196.475,0.35,1.892,182.884,0,0.611,0,0,785.9,196.475
1107,2021-02-11 12:45:00,0.0,0.0,93.948,0.0,5715,-3.055,40.25,2.709,622.472,591.075,197.025,0.35,1.962,185.168,0,0.614,0,0,788.1,197.025
1108,2021-02-11 13:00:00,0.0,0.0,96.966,0.0,5716,-3.024,39.22,2.835,622.316,591.075,197.025,0.35,1.917,184.626,0,0.612,0,0,788.1,197.025
1109,2021-02-11 13:15:00,0.0,0.0,100.008,0.0,5717,-2.41,36.51,2.317,622.126,588.225,196.075,0.35,1.868,185.563,0,0.609,0,0,784.3,196.075
1110,2021-02-11 13:30:00,0.0,0.0,103.069,0.0,5718,-1.96,34.89,2.485,621.936,579.975,193.325,0.35,1.845,186.435,0,0.608,0,0,773.3,193.325
1111,2021-02-11 13:45:00,0.0,0.0,106.145,0.0,5719,-2.082,32.65,3.073,621.745,568.725,189.575,0.35,1.711,184.118,0,0.601,0,0,758.3,189.575
1112,2021-02-11 14:00:00,0.0,0.0,109.232,0.0,5720,-1.635,29.73,2.673,621.555,554.25,184.75,0.35,1.611,183.693,0,0.596,0,0,739.0,184.75
1113,2021-02-11 14:15:00,0.0,0.0,112.327,0.0,5721,-1.504,24.8,3.026,621.383,534.525,178.175,0.35,1.357,179.577,0,0.582,0,0,712.7,178.175
1114,2021-02-11 14:30:00,0.0,0.0,115.426,0.0,5722,-1.091,24.59,3.872,621.21,513.3,171.1,0.35,1.387,181.198,0,0.583,0,0,684.4,171.1
1115,2021-02-11 14:45:00,0.0,0.0,118.524,0.0,5723,-1.057,22.69,3.433,621.037,488.4,162.8,0.35,1.283,179.279,0,0.577,0,0,651.2,162.8
1116,2021-02-11 15:00:00,0.0,0.0,121.617,0.0,5724,-0.741,22.81,3.242,620.864,461.55,153.85,0.35,1.32,180.817,0,0.579,0,0,615.4,153.85
1117,2021-02-11 15:15:00,0.0,0.0,124.701,0.0,5725,-0.737,22.28,3.439,620.807,431.7,143.9,0.35,1.289,180.228,0,0.577,0,0,575.6,143.9
1118,2021-02-11 15:30:00,0.0,0.0,127.769,0.0,5726,-0.462,20.04,3.358,620.75,398.025,132.675,0.35,1.183,178.726,0,0.57,0,0,530.7,132.675
1119,2021-02-11 15:45:00,0.0,0.0,130.815,0.0,5727,0.002,20.79,2.159,620.692,362.775,120.925,0.35,1.27,181.724,0,0.576,0,0,483.7,120.925
1120,2021-02-11 16:00:00,0.0,0.0,133.831,0.0,5728,-0.773,21.2,3.896,620.635,325.5,108.5,0.35,1.224,178.795,0,0.573,0,0,434.0,108.5
1121,2021-02-11 16:15:00,0.0,0.0,136.808,0.0,5729,-0.669,21.32,5.09,620.622,287.625,95.875,0.35,1.24,179.398,0,0.574,0,0,383.5,95.875
1122,2021-02-11 16:30:00,0.0,0.0,139.733,0.0,5730,-0.673,21.55,4.162,620.61,248.325,82.775,0.35,1.253,179.655,0,0.575,0,0,331.1,82.775
1123,2021-02-11 16:45:00,0.0,0.0,142.592,0.0,5731,-0.765,20.7,3.942,620.597,207.825,69.275,0.35,1.195,178.221,0,0.571,0,0,277.1,69.275
1124,2021-02-11 17:00:00,0.0,0.0,145.365,0.0,5732,-0.911,20.98,4.702,620.584,167.625,55.875,0.35,1.199,177.923,0,0.571,0,0,223.5,55.875
1125,2021-02-11 17:15:00,0.0,0.0,148.027,0.0,5733,-1.118,20.15,3.846,620.631,80.25,26.75,0.35,1.134,175.999,0,0.567,60,0,107.0,26.75
1126,2021-02-11 17:30:00,0.0,0.0,150.546,0.0,5734,-1.144,20.12,3.331,620.677,11.933,3.978,0.35,1.13,175.849,0,0.567,60,0,15.911,3.978
1127,2021-02-11 17:45:00,0.0,0.0,152.88,0.0,5735,-1.236,18.97,3.881,620.723,7.208,2.402,0.35,1.058,173.981,0,0.561,60,0,9.61,2.402
1128,2021-02-11 18:00:00,0.0,0.0,154.973,0.0,5736,-1.242,18.54,2.457,620.77,2.2,0.734,0.35,1.034,173.386,0,0.559,60,0,2.934,0.734
1129,2021-02-11 18:15:00,0.0,0.0,156.761,0.0,5737,-1.406,19.25,3.092,620.852,-2.084,-0.695,0.35,1.061,173.615,0,0.561,60,0,-2.779,-0.695
1130,2021-02-11 18:30:00,0.0,0.0,158.165,0.0,5738,-1.712,20.23,2.915,620.934,-3.157,-1.052,0.35,1.09,173.532,0,0.564,60,0,-4.209,-1.052
1131,2021-02-11 18:45:00,0.0,0.0,159.107,0.0,5739,-1.862,19.78,3.448,621.016,-3.143,-1.048,0.35,1.054,172.334,0,0.561,60,0,-4.191,-1.048
1132,2021-02-11 19:00:00,0.0,0.0,159.523,0.0,5740,-2.114,22.14,2.777,621.098,-3.261,-1.087,0.35,1.158,174.04,0,0.569,60,0,-4.348,-1.087
1133,2021-02-11 19:15:00,0.0,0.0,159.38,0.0,5741,-2.494,22.63,1.623,621.201,-3.094,-1.032,0.35,1.15,172.945,0,0.568,60,0,-4.126,-1.032
1134,2021-02-11 19:30:00,0.0,0.0,158.69,0.0,5742,-2.936,22.65,2.309,621.304,-3.131,-1.044,0.35,1.114,171.074,0,0.566,60,0,-4.175,-1.044
1135,2021-02-11 19:45:00,0.0,0.0,157.503,0.0,5743,-3.357,22.55,3.273,621.407,-3.119,-1.04,0.35,1.075,169.178,0,0.563,60,0,-4.159,-1.04
1136,2021-02-11 20:00:00,0.0,0.0,155.894,0.0,5744,-3.461,22.17,3.808,621.51,-3.207,-1.069,0.35,1.049,168.33,0,0.561,60,0,-4.276,-1.069
1137,2021-02-11 20:15:00,0.0,0.0,153.941,0.0,5745,-3.818,21.89,3.867,621.558,-3.056,-1.019,0.35,1.008,166.529,0,0.558,60,0,-4.075,-1.019
1138,2021-02-11 20:30:00,0.0,0.0,151.717,0.0,5746,-4.129,21.4,3.362,621.606,-3.061,-1.02,0.35,0.963,164.702,0,0.555,60,0,-4.081,-1.02
1139,2021-02-11 20:45:00,0.0,0.0,149.282,0.0,5747,-4.04,20.51,3.892,621.655,-3.08,-1.026,0.35,0.929,164.071,0,0.552,60,0,-4.106,-1.026
1140,2021-02-11 21:00:00,0.0,0.0,146.684,0.0,5748,-4.457,20.22,3.589,621.703,-3.073,-1.024,0.35,0.887,162.032,0,0.548,60,0,-4.097,-1.024
1141,2021-02-11 21:15:00,0.0,0.0,143.961,0.0,5749,-4.398,19.34,3.399,621.815,-3.053,-1.018,0.35,0.852,161.244,0,0.545,60,0,-4.071,-1.018
1142,2021-02-11 21:30:00,0.0,0.0,141.14,0.0,5750,-4.37,19.33,3.777,621.926,-2.987,-0.996,0.35,0.854,161.346,0,0.545,60,0,-3.983,-0.996
1143,2021-02-11 21:45:00,0.0,0.0,138.243,0.0,5751,-4.902,21.0,3.659,622.038,-3.017,-1.006,0.35,0.891,161.094,0,0.549,60,0,-4.023,-1.006
1144,2021-02-11 22:00:00,0.0,0.0,135.288,0.0,5752,-5.02,20.99,3.482,622.149,-3.066,-1.022,0.35,0.883,160.605,0,0.548,60,0,-4.088,-1.022
1145,2021-02-11 22:15:00,0.0,0.0,132.288,0.0,5753,-5.381,21.23,4.01,622.199,-2.975,-0.992,0.35,0.868,159.405,0,0.547,60,0,-3.967,-0.992
1146,2021-02-11 22:30:00,0.0,0.0,129.253,0.0,5754,-5.234,21.48,3.286,622.248,-3.113,-1.038,0.35,0.889,160.267,0,0.549,60,0,-4.151,-1.038
1147,2021-02-11 22:45:00,0.0,0.0,126.193,0.0,5755,-5.574,21.89,3.32,622.298,-2.924,-0.974,0.35,0.882,159.324,0,0.548,60,0,-3.898,-0.974
1148,2021-02-11 23:00:00,0.0,0.0,123.113,0.0,5756,-5.569,22.0,3.726,622.347,-2.75,-0.917,0.35,0.887,159.458,0,0.549,60,0,-3.667,-0.917
1149,2021-02-11 23:15:00,0.0,0.0,120.021,0.0,5757,-5.489,22.45,3.486,622.384,-2.95,-0.984,0.35,0.911,160.244,0,0.551,60,0,-3.934,-0.984
1150,2021-02-11 23:30:00,0.0,0.0,116.921,0.0,5758,-5.688,21.61,3.236,622.42,-2.72,-0.907,0.35,0.864,158.573,0,0.546,60,0,-3.627,-0.907
1151,2021-02-11 23:45:00,0.0,0.0,113.819,0.0,5759,-5.608,22.64,2.872,622.457,-2.578,-0.859,0.35,0.91,159.955,0,0.551,60,0,-3.437,-0.859
1152,2021-02-12 00:00:00,0.0,0.0,110.718,0.0,5760,-5.684,21.84,3.261,622.493,-2.854,-0.951,0.35,0.873,158.829,0,0.547,60,0,-3.805,-0.951
1153,2021-02-12 00:15:00,0.0,0.0,107.622,0.0,5761,-5.937,22.67,3.342,622.542,-2.384,-0.795,0.35,0.889,158.657,0,0.549,60,0,-3.179,-0.795
1154,2021-02-12 00:30:00,0.0,0.0,104.535,0.0,5762,-6.087,23.18,2.961,622.592,-2.556,-0.852,0.35,0.898,158.557,0,0.55,60,0,-3.408,-0.852
1155,2021-02-12 00:45:00,0.0,0.0,101.462,0.0,5763,-6.078,23.11,3.621,622.641,-3.34,-1.113,0.35,0.896,158.525,0,0.55,60,0,-4.453,-1.113
1156,2021-02-12 01:00:00,0.0,0.0,98.405,0.0,5764,-6.285,23.07,3.163,622.69,-3.055,-1.018,0.35,0.881,157.654,0,0.548,60,0,-4.073,-1.018
1157,2021-02-12 01:15:00,0.0,0.0,95.368,0.0,5765,-6.37,24.22,3.008,622.762,-2.763,-0.921,0.35,0.919,158.411,0,0.552,60,0,-3.684,-0.921
1158,2021-02-12 01:30:00,0.0,0.0,92.357,0.0,5766,-6.733,23.4,3.058,622.834,-2.459,-0.82,0.35,0.863,156.183,0,0.547,60,0,-3.279,-0.82
1159,2021-02-12 01:45:00,3.901,0.252,89.374,0.011,5767,-7.126,23.78,3.843,622.906,-3.226,-1.076,0.35,0.851,154.98,0,0.546,60,0,-4.302,-1.076
1160,2021-02-12 02:00:00,34.408,2.224,86.425,0.062,5768,-7.2,24.24,3.813,622.978,-3.082,-1.027,0.35,0.862,155.112,0,0.547,60,0,-4.109,-1.027
1161,2021-02-12 02:15:00,82.149,5.309,83.514,0.113,5769,-7.422,25.81,3.503,623.026,-2.945,-0.982,0.35,0.903,155.622,0,0.55,60,0,-3.927,-0.982
1162,2021-02-12 02:30:00,135.592,8.763,80.648,0.163,5770,-7.524,26.31,3.685,623.075,-2.867,-0.956,0.35,0.913,155.643,0,0.551,60,0,-3.823,-0.956
1163,2021-02-12 02:45:00,190.431,12.307,77.831,0.212,5771,-7.569,28.2,3.121,623.124,-2.851,-0.95,0.35,0.975,157.012,0,0.557,60,0,-3.801,-0.95
1164,2021-02-12 03:00:00,244.916,15.828,75.072,0.261,5772,-7.594,27.32,2.523,623.173,-2.423,-0.808,0.35,0.943,156.202,0,0.554,60,0,-3.231,-0.808
1165,2021-02-12 03:15:00,298.162,19.269,72.377,0.308,5773,-7.635,27.46,2.71,623.204,-2.561,-0.854,0.35,0.944,156.152,0,0.554,60,0,-3.415,-0.854
1166,2021-02-12 03:30:00,349.618,22.595,69.755,0.353,5774,-7.878,28.79,3.051,623.236,-2.501,-0.834,0.35,0.972,156.234,0,0.556,60,0,-3.335,-0.834
1167,2021-02-12 03:45:00,398.89,25.779,67.215,0.398,5775,-8.04,30.22,2.911,623.267,-2.532,-0.844,0.35,1.007,156.667,0,0.559,60,0,-3.376,-0.844
1168,2021-02-12 04:00:00,445.667,28.802,64.769,0.44,5776,-8.01,29.55,2.983,623.299,-2.677,-0.892,0.35,0.987,156.286,0,0.558,60,0,-3.569,-0.892
1169,2021-02-12 04:15:00,489.683,31.647,62.426,0.481,5777,-8.17,29.49,2.526,623.396,-2.539,-0.846,0.35,0.973,155.6,0,0.557,60,0,-3.385,-0.846
1170,2021-02-12 04:30:00,530.71,34.298,60.201,0.52,5778,-8.07,29.63,3.362,623.494,-2.378,-0.792,0.35,0.985,156.106,0,0.558,60,0,-3.17,-0.792
1171,2021-02-12 04:45:00,568.542,36.743,58.107,0.557,5779,-8.36,30.83,3.32,623.591,-2.416,-0.805,0.35,1.002,155.827,0,0.559,60,0,-3.221,-0.805
1172,2021-02-12 05:00:00,602.999,38.97,56.16,0.591,5780,-8.21,30.22,3.078,623.689,-2.261,-0.754,0.35,0.994,155.984,0,0.558,60,0,-3.015,-0.754
1173,2021-02-12 05:15:00,633.918,40.968,54.375,0.622,5781,-8.72,30.96,2.83,623.796,-2.461,-0.82,0.35,0.978,154.481,0,0.557,60,0,-3.281,-0.82
1174,2021-02-12 05:30:00,661.157,42.728,52.77,0.65,5782,-8.64,31.02,3.031,623.904,-2.489,-0.83,0.35,0.986,154.843,0,0.558,60,0,-3.319,-0.83
1175,2021-02-12 05:45:00,684.591,44.243,51.363,0.674,5783,-8.61,29.77,3.222,624.011,-2.388,-0.796,0.35,0.949,154.055,0,0.555,60,0,-3.184,-0.796
1176,2021-02-12 06:00:00,704.114,45.504,50.169,0.695,5784,-8.42,29.69,3.115,624.118,-2.38,-0.794,0.35,0.961,154.752,0,0.556,60,0,-3.174,-0.794
1177,2021-02-12 06:15:00,719.639,46.508,49.205,0.712,5785,-8.39,29.63,3.078,624.281,-2.154,-0.718,0.35,0.961,154.826,0,0.556,60,0,-2.872,-0.718
1178,2021-02-12 06:30:00,731.095,47.248,48.485,0.725,5786,-8.63,29.39,2.991,624.443,-2.067,-0.689,0.35,0.935,153.693,0,0.554,60,0,-2.756,-0.689
1179,2021-02-12 06:45:00,738.432,47.722,48.019,0.733,5787,-8.74,29.19,3.298,624.606,-2.294,-0.764,0.35,0.921,153.109,0,0.552,60,0,-3.058,-0.764
1180,2021-02-12 07:00:00,741.618,47.928,47.816,0.736,5788,-8.64,29.06,3.391,624.769,-1.893,-0.631,0.35,0.924,153.406,0,0.553,60,0,-2.524,-0.631
1181,2021-02-12 07:15:00,740.637,47.865,47.879,0.735,5789,-8.85,28.94,3.247,624.921,0.797,0.266,0.35,0.905,152.487,0,0.551,60,0,1.063,0.266
1182,2021-02-12 07:30:00,735.494,47.532,48.206,0.729,5790,-8.9,29.63,3.398,625.073,7.072,2.358,0.35,0.923,152.804,0,0.553,60,0,9.43,2.358
1183,2021-02-12 07:45:00,726.213,46.933,48.793,0.719,5791,-8.9,30.74,3.215,625.226,34.372,11.458,0.35,0.958,153.609,0,0.556,60,0,45.83,11.458
1184,2021-02-12 08:00:00,712.835,46.068,49.63,0.705,5792,-9.03,30.85,2.958,625.378,87.9,29.3,0.35,0.951,153.172,0,0.555,60,0,117.2,29.3
1185,2021-02-12 08:15:00,695.419,44.943,50.704,0.686,5793,-8.78,29.6,2.991,625.48,122.25,40.75,0.35,0.931,153.256,0,0.553,0,0,163.0,40.75
1186,2021-02-12 08:30:00,674.044,43.561,52.0,0.663,5794,-8.37,29.82,3.156,625.583,158.475,52.825,0.35,0.969,155.048,0,0.556,0,0,211.3,52.825
1187,2021-02-12 08:45:00,648.807,41.93,53.503,0.637,5795,-8.38,31.53,3.029,625.685,194.85,64.95,0.35,1.023,156.247,0,0.561,0,0,259.8,64.95
1188,2021-02-12 09:00:00,619.821,40.057,55.194,0.607,5796,-7.105,31.88,0.778,625.787,234.15,78.05,0.35,1.143,161.695,0,0.569,0,0,312.2,78.05
1189,2021-02-12 09:15:00,587.222,37.95,57.057,0.575,5797,-7.103,34.45,2.346,625.846,273.0,91.0,0.35,1.235,163.504,0,0.576,0,0,364.0,91.0
1190,2021-02-12 09:30:00,551.159,35.62,59.075,0.54,5798,-7.098,34.62,1.915,625.904,311.1,103.7,0.35,1.241,163.64,0,0.576,0,0,414.8,103.7
1191,2021-02-12 09:45:00,511.804,33.076,61.233,0.502,5799,-6.504,32.12,0.872,625.963,349.8,116.6,0.35,1.206,164.368,0,0.573,0,0,466.4,116.6
1192,2021-02-12 10:00:00,469.35,30.332,63.515,0.462,5800,-6.367,33.33,1.54,626.021,386.025,128.675,0.35,1.264,165.816,0,0.577,0,0,514.7,128.675
1193,2021-02-12 10:15:00,424.012,27.402,65.907,0.42,5801,-6.083,33.74,2.149,626.032,419.25,139.75,0.35,1.308,167.309,0,0.58,0,0,559.0,139.75
1194,2021-02-12 10:30:00,376.034,24.302,68.399,0.377,5802,-5.931,34.22,2.104,626.043,453.675,151.225,0.35,1.342,168.295,0,0.582,0,0,604.9,151.225
1195,2021-02-12 10:45:00,325.701,21.049,70.978,0.332,5803,-5.704,34.62,2.584,626.054,473.925,157.975,0.35,1.382,169.548,0,0.584,0,0,631.9,157.975
1196,2021-02-12 11:00:00,273.359,17.666,73.635,0.286,5804,-5.613,34.59,1.921,626.064,500.325,166.775,0.35,1.39,169.918,0,0.585,0,0,667.1,166.775
1197,2021-02-12 11:15:00,219.46,14.183,76.361,0.238,5805,-4.733,31.17,1.661,625.944,531.75,177.25,0.35,1.339,171.172,0,0.582,0,0,709.0,177.25
1198,2021-02-12 11:30:00,164.678,10.643,79.147,0.189,5806,-4.824,31.37,2.381,625.824,548.85,182.95,0.35,1.339,170.936,0,0.582,0,0,731.8,182.95
1199,2021-02-12 11:45:00,110.198,7.122,81.987,0.14,5807,-4.33,29.54,2.252,625.704,567.0,189.0,0.35,1.309,171.595,0,0.579,0,0,756.0,189.0
1200,2021-02-12 12:00:00,58.619,3.788,84.874,0.089,5808,-4.153,28.01,2.648,625.584,575.1,191.7,0.35,1.258,171.055,0,0.576,0,0,766.8,191.7
1201,2021-02-12 12:15:00,16.87,1.09,87.802,0.038,5809,-3.748,27.69,2.329,625.445,584.175,194.725,0.35,1.282,172.518,0,0.578,0,0,778.9,194.725
1202,2021-02-12 12:30:00,0.0,0.0,90.767,0.0,5810,-3.47,27.88,2.575,625.305,593.175,197.725,0.35,1.318,173.893,0,0.58,0,0,790.9,197.725
1203,2021-02-12 12:45:00,0.0,0.0,93.762,0.0,5811,-3.197,26.68,2.669,625.166,583.875,194.625,0.35,1.287,173.986,0,0.578,0,0,778.5,194.625
1204,2021-02-12 13:00:00,0.0,0.0,96.784,0.0,5812,-3.292,27.43,3.451,625.027,578.1,192.7,0.35,1.314,174.262,0,0.579,0,0,770.8,192.7
1205,2021-02-12 13:15:00,0.0,0.0,99.829,0.0,5813,-2.978,26.77,2.776,624.873,589.575,196.525,0.35,1.313,175.024,0,0.579,0,0,786.1,196.525
1206,2021-02-12 13:30:00,0.0,0.0,102.892,0.0,5814,-2.821,25.3,3.036,624.719,575.475,191.825,0.35,1.255,174.298,0,0.576,0,0,767.3,191.825
1207,2021-02-12 13:45:00,0.0,0.0,105.97,0.0,5815,-2.365,23.82,2.649,624.565,559.8,186.6,0.35,1.223,174.776,0,0.573,0,0,746.4,186.6
1208,2021-02-12 14:00:00,0.0,0.0,109.059,0.0,5816,-2.186,23.18,2.937,624.411,519.9,173.3,0.35,1.206,174.873,0,0.572,0,0,693.2,173.3
1209,2021-02-12 14:15:00,0.0,0.0,112.155,0.0,5817,-1.939,21.41,2.868,624.258,503.1,167.7,0.35,1.134,173.962,0,0.567,0,0,670.8,167.7
1210,2021-02-12 14:30:00,0.0,0.0,115.253,0.0,5818,-1.6,19.99,1.688,624.104,496.05,165.35,0.35,1.086,173.717,0,0.563,0,0,661.4,165.35
1211,2021-02-12 14:45:00,0.0,0.0,118.351,0.0,5819,-0.778,18.12,2.881,623.951,453.075,151.025,0.35,1.045,174.808,0,0.56,0,0,604.1,151.025
1212,2021-02-12 15:00:00,0.0,0.0,121.443,0.0,5820,-1.355,19.32,3.204,623.797,446.475,148.825,0.35,1.068,173.924,0,0.562,0,0,595.3,148.825
1213,2021-02-12 15:15:00,0.0,0.0,124.525,0.0,5821,-1.327,18.45,3.416,623.755,414.75,138.25,0.35,1.022,172.902,0,0.559,0,0,553.0,138.25
1214,2021-02-12 15:30:00,0.0,0.0,127.59,0.0,5822,-1.17,18.25,3.295,623.713,378.9,126.3,0.35,1.023,173.304,0,0.559,0,0,505.2,126.3
1215,2021-02-12 15:45:00,0.0,0.0,130.633,0.0,5823,-1.129,17.5,3.204,623.672,338.55,112.85,0.35,0.984,172.442,0,0.555,0,0,451.4,112.85
1216,2021-02-12 16:00:00,0.0,0.0,133.644,0.0,5824,-1.064,17.68,3.132,623.63,318.45,106.15,0.35,0.999,172.972,0,0.557,0,0,424.6,106.15
1217,2021-02-12 16:15:00,0.0,0.0,136.615,0.0,5825,-0.937,16.96,2.766,623.588,283.65,94.55,0.35,0.967,172.487,0,0.554,0,0,378.2,94.55
1218,2021-02-12 16:30:00,0.0,0.0,139.533,0.0,5826,-0.844,16.83,2.877,623.546,237.0,79.0,0.35,0.966,172.693,0,0.554,0,0,316.0,79.0
1219,2021-02-12 16:45:00,0.0,0.0,142.383,0.0,5827,-1.063,16.25,2.67,623.503,198.15,66.05,0.35,0.918,170.904,0,0.55,0,0,264.2,66.05
1220,2021-02-12 17:00:00,0.0,0.0,145.145,0.0,5828,-1.101,16.32,1.763,623.461,130.425,43.475,0.35,0.92,170.849,0,0.55,0,0,173.9,43.475
1221,2021-02-12 17:15:00,0.0,0.0,147.795,0.0,5829,-1.317,16.28,2.02,623.473,61.35,20.45,0.35,0.903,169.881,0,0.549,60,0,81.8,20.45
1222,2021-02-12 17:30:00,0.0,0.0,150.3,0.0,5830,-1.426,16.4,1.266,623.484,22.928,7.642,0.35,0.902,169.602,0,0.549,60,0,30.57,7.642
1223,2021-02-12 17:45:00,0.0,0.0,152.617,0.0,5831,-1.6,16.07,1.67,623.496,14.618,4.872,0.35,0.873,168.384,0,0.546,60,0,19.49,4.872
1224,2021-02-12 18:00:00,0.0,0.0,154.693,0.0,5832,-1.858,19.89,1.151,623.508,2.956,0.985,0.35,1.06,172.488,0,0.562,60,0,3.941,0.985
1225,2021-02-12 18:15:00,0.0,0.0,156.463,0.0,5833,-2.037,20.91,1.455,623.61,-2.608,-0.869,0.35,1.1,172.955,0,0.565,60,0,-3.477,-0.869
1226,2021-02-12 18:30:00,0.0,0.0,157.85,0.0,5834,-2.619,21.6,4.39,623.713,-3.212,-1.071,0.35,1.088,171.265,0,0.564,60,0,-4.283,-1.071
1227,2021-02-12 18:45:00,0.0,0.0,158.78,0.0,5835,-2.87,21.1,5.311,623.815,-3.694,-1.232,0.35,1.043,169.629,0,0.561,60,0,-4.926,-1.232
1228,2021-02-12 19:00:00,0.0,0.0,159.19,0.0,5836,-2.891,20.08,4.553,623.918,-3.067,-1.022,0.35,0.991,168.344,0,0.557,60,0,-4.089,-1.022
1229,2021-02-12 19:15:00,0.0,0.0,159.048,0.0,5837,-2.929,20.07,4.171,624.01,-3.252,-1.084,0.35,0.988,168.173,0,0.556,60,0,-4.336,-1.084
1230,2021-02-12 19:30:00,0.0,0.0,158.367,0.0,5838,-3.14,19.78,3.069,624.103,-3.459,-1.153,0.35,0.958,166.942,0,0.554,60,0,-4.612,-1.153
1231,2021-02-12 19:45:00,0.0,0.0,157.193,0.0,5839,-3.161,19.71,2.672,624.196,-3.067,-1.022,0.35,0.953,166.77,0,0.554,60,0,-4.089,-1.022
1232,2021-02-12 20:00:00,0.0,0.0,155.6,0.0,5840,-3.366,20.04,3.215,624.289,-3.212,-1.07,0.35,0.955,166.313,0,0.554,60,0,-4.282,-1.07
1233,2021-02-12 20:15:00,0.0,0.0,153.665,0.0,5841,-3.439,19.96,3.163,624.303,-3.175,-1.058,0.35,0.946,165.915,0,0.553,60,0,-4.233,-1.058
