,When,Unnamed: 0,T_a,RH,v_a,p_a,SW_direct,LW_in,SW_diffuse
0,2021-01-30 17:00:00,7697,-8.09,25.6,0.917,619.985,138.675,190.6,46.225
1,2021-01-30 17:15:00,7698,-8.09,26.86,0.8,620.006,18.938,189.4,6.312
2,2021-01-30 17:30:00,7699,-8.15,28.02,1.35,620.028,9.428,187.2,3.142
3,2021-01-30 17:45:00,7700,-8.47,30.44,3.224,620.05,4.097,184.2,1.366
4,2021-01-30 18:00:00,7701,-9.08,30.38,5.267,620.072,-1.366,183.3,-0.455
5,2021-01-30 18:15:00,7702,-9.24,29.92,4.999,620.214,-3.265,183.8,-1.088
6,2021-01-30 18:30:00,7703,-9.19,28.84,3.718,620.357,-2.787,183.8,-0.929
7,2021-01-30 18:45:00,7704,-9.35,29.07,3.264,620.499,-2.592,183.1,-0.864
8,2021-01-30 19:00:00,7705,-9.57,28.53,3.295,620.642,-2.604,182.7,-0.868
9,2021-01-30 19:15:00,7706,-9.89,29.66,3.931,620.756,-2.464,182.6,-0.821
10,2021-01-30 19:30:00,7707,-10.14,29.18,3.76,620.871,-2.72,182.1,-0.906
11,2021-01-30 19:45:00,7708,-10.23,29.38,4.984,620.986,-2.671,182.1,-0.89
12,2021-01-30 20:00:00,7709,-10.28,29.82,4.125,621.1,-2.668,182.0,-0.889
13,2021-01-30 20:15:00,7710,-10.42,30.18,4.151,621.127,-2.609,182.0,-0.87
14,2021-01-30 20:30:00,7711,-10.46,30.23,3.973,621.154,-2.634,182.5,-0.878
15,2021-01-30 20:45:00,7712,-10.51,29.36,3.076,621.18,-2.636,182.6,-0.878
16,2021-01-30 21:00:00,7713,-10.51,29.42,3.996,621.206,-2.536,182.3,-0.845
17,2021-01-30 21:15:00,7714,-10.57,29.3,3.507,621.22,-2.581,181.8,-0.86
18,2021-01-30 21:30:00,7715,-10.65,29.03,3.763,621.233,-2.518,181.3,-0.839
19,2021-01-30 21:45:00,7716,-10.76,29.31,3.718,621.246,-3.125,180.9,-1.042
20,2021-01-30 22:00:00,7717,-10.78,29.46,3.504,621.26,-3.38,179.7,-1.126
21,2021-01-30 22:15:00,7718,-10.8,28.72,3.051,621.3,-3.015,178.7,-1.005
22,2021-01-30 22:30:00,7719,-10.89,28.57,3.364,621.34,-2.744,178.5,-0.915
23,2021-01-30 22:45:00,7720,-10.88,28.41,3.033,621.381,-2.813,177.9,-0.938
24,2021-01-30 23:00:00,7721,-11.02,29.9,3.392,621.421,-2.801,177.1,-0.934
25,2021-01-30 23:15:00,7722,-10.99,28.71,2.819,621.423,-2.732,176.7,-0.911
26,2021-01-30 23:30:00,7723,-11.15,28.77,3.0,621.425,-2.858,176.7,-0.953
27,2021-01-30 23:45:00,7724,-11.2,29.04,2.814,621.427,-2.797,175.8,-0.932
28,2021-01-31 00:00:00,7725,-11.25,29.2,2.889,621.428,-2.752,175.0,-0.918
29,2021-01-31 00:15:00,7726,-11.39,29.34,2.984,621.408,-2.699,175.1,-0.9
30,2021-01-31 00:30:00,7727,-11.39,28.65,2.94,621.387,-2.738,174.6,-0.912
31,2021-01-31 00:45:00,7728,-11.58,30.25,3.462,621.367,-2.692,174.2,-0.898
32,2021-01-31 01:00:00,7729,-11.68,30.11,3.639,621.346,-2.612,174.0,-0.871
33,2021-01-31 01:15:00,7730,-11.67,30.39,3.665,621.343,-2.673,173.3,-0.891
34,2021-01-31 01:30:00,7731,-11.89,31.19,3.782,621.341,-2.578,172.4,-0.859
35,2021-01-31 01:45:00,7732,-12.08,31.98,4.005,621.338,-2.546,172.2,-0.849
36,2021-01-31 02:00:00,7733,-12.32,32.66,4.11,621.336,-2.572,171.8,-0.857
37,2021-01-31 02:15:00,7734,-12.34,31.71,3.73,621.302,-2.585,171.0,-0.862
38,2021-01-31 02:30:00,7735,-12.2,30.1,3.693,621.269,-2.554,170.4,-0.852
39,2021-01-31 02:45:00,7736,-12.3,30.27,3.625,621.236,-2.539,169.9,-0.846
40,2021-01-31 03:00:00,7737,-12.25,30.37,3.513,621.202,-2.504,169.5,-0.834
41,2021-01-31 03:15:00,7738,-12.36,30.86,3.717,621.137,-2.293,169.2,-0.764
42,2021-01-31 03:30:00,7739,-12.5,32.28,3.908,621.071,-2.441,168.9,-0.814
43,2021-01-31 03:45:00,7740,-12.59,31.36,3.512,621.006,-2.349,168.5,-0.783
44,2021-01-31 04:00:00,7741,-12.67,32.07,3.494,620.94,-2.093,168.1,-0.698
45,2021-01-31 04:15:00,7742,-12.66,32.51,2.887,620.946,-2.35,167.6,-0.783
46,2021-01-31 04:30:00,7743,-12.83,33.84,2.719,620.953,-2.314,167.3,-0.772
47,2021-01-31 04:45:00,7744,-13.25,35.51,3.823,620.959,-2.246,167.7,-0.749
48,2021-01-31 05:00:00,7745,-13.24,32.91,3.233,620.966,-2.103,168.3,-0.701
49,2021-01-31 05:15:00,7746,-12.91,34.39,1.965,621.018,-2.126,171.4,-0.709
50,2021-01-31 05:30:00,7747,-13.12,34.61,2.574,621.07,-1.933,176.8,-0.644
51,2021-01-31 05:45:00,7748,-13.45,35.03,3.875,621.123,-1.961,173.3,-0.654
52,2021-01-31 06:00:00,7749,-13.54,34.09,3.602,621.175,-1.857,172.9,-0.619
53,2021-01-31 06:15:00,7750,-13.15,32.53,2.247,621.257,-2.035,171.4,-0.678
54,2021-01-31 06:30:00,7751,-13.15,33.54,2.428,621.34,-2.134,172.6,-0.711
55,2021-01-31 06:45:00,7752,-13.21,32.87,2.262,621.422,-1.815,177.5,-0.605
56,2021-01-31 07:00:00,7753,-13.45,33.7,2.339,621.504,-1.799,172.9,-0.6
57,2021-01-31 07:15:00,7754,-14.01,38.04,0.398,621.668,-0.954,171.1,-0.318
58,2021-01-31 07:30:00,7755,-13.85,35.19,1.025,621.832,2.834,167.6,0.944
59,2021-01-31 07:45:00,7756,-13.89,34.01,2.35,621.996,13.245,168.1,4.415
60,2021-01-31 08:00:00,7757,-13.68,34.35,1.897,622.16,60.0,178.4,20.0
61,2021-01-31 08:15:00,7758,-13.67,35.38,1.319,622.187,109.95,173.8,36.65
62,2021-01-31 08:30:00,7759,-13.24,34.34,0.769,622.214,120.9,165.2,40.3
63,2021-01-31 08:45:00,7760,-12.39,34.04,0.584,622.241,165.375,164.8,55.125
64,2021-01-31 09:00:00,7761,-12.62,37.01,2.068,622.268,201.15,164.9,67.05
65,2021-01-31 09:15:00,7762,-12.54,37.13,1.253,622.321,232.8,165.3,77.6
66,2021-01-31 09:30:00,7763,-12.22,37.63,1.487,622.373,280.95,167.8,93.65
67,2021-01-31 09:45:00,7764,-11.66,35.08,0.907,622.426,303.075,177.6,101.025
68,2021-01-31 10:00:00,7765,-11.77,36.01,1.472,622.479,340.35,180.6,113.45
69,2021-01-31 10:15:00,7766,-11.41,35.67,1.724,622.522,385.8,178.1,128.6
70,2021-01-31 10:30:00,7767,-10.98,34.25,1.129,622.565,414.375,177.2,138.125
71,2021-01-31 10:45:00,7768,-10.52,35.13,1.901,622.608,430.275,183.5,143.425
72,2021-01-31 11:00:00,7769,-10.37,33.42,2.264,622.65,397.725,185.0,132.575
73,2021-01-31 11:15:00,7770,-10.18,33.37,1.862,622.597,418.125,193.1,139.375
74,2021-01-31 11:30:00,7771,-9.71,33.86,1.663,622.543,463.2,192.3,154.4
75,2021-01-31 11:45:00,7772,-9.66,33.84,2.037,622.49,525.225,188.3,175.075
76,2021-01-31 12:00:00,7773,-9.53,32.54,2.443,622.436,520.95,194.0,173.65
77,2021-01-31 12:15:00,7774,-9.52,32.22,2.41,622.309,519.075,190.7,173.025
78,2021-01-31 12:30:00,7775,-8.89,31.02,2.12,622.182,552.9,188.7,184.3
79,2021-01-31 12:45:00,7776,-8.64,30.97,2.3,622.054,552.825,187.7,184.275
80,2021-01-31 13:00:00,7777,-8.52,30.89,2.51,621.927,557.775,187.8,185.925
81,2021-01-31 13:15:00,7778,-8.32,29.61,2.204,621.802,568.125,190.7,189.375
82,2021-01-31 13:30:00,7779,-7.69,28.15,2.186,621.676,550.275,191.1,183.425
83,2021-01-31 13:45:00,7780,-7.437,28.06,2.738,621.551,535.425,191.1,178.475
84,2021-01-31 14:00:00,7781,-7.414,28.31,3.143,621.425,522.75,190.6,174.25
85,2021-01-31 14:15:00,7782,-7.155,27.44,3.238,621.369,504.225,191.5,168.075
86,2021-01-31 14:30:00,7783,-6.714,27.19,2.77,621.314,475.8,192.3,158.6
87,2021-01-31 14:45:00,7784,-6.633,26.0,2.105,621.258,450.525,191.3,150.175
88,2021-01-31 15:00:00,7785,-6.739,26.15,3.13,621.202,422.7,191.2,140.9
89,2021-01-31 15:15:00,7786,-6.331,25.27,2.437,621.13,391.425,192.3,130.475
90,2021-01-31 15:30:00,7787,-5.638,22.81,1.52,621.058,360.45,192.2,120.15
91,2021-01-31 15:45:00,7788,-5.729,24.65,2.264,620.987,326.775,191.9,108.925
92,2021-01-31 16:00:00,7789,-6.163,24.2,3.035,620.915,289.725,191.6,96.575
93,2021-01-31 16:15:00,7790,-5.919,24.18,2.14,620.915,253.05,192.1,84.35
94,2021-01-31 16:30:00,7791,-5.946,24.23,1.32,620.915,211.8,190.9,70.6
95,2021-01-31 16:45:00,7792,-5.992,23.75,1.677,620.915,172.425,190.7,57.475
96,2021-01-31 17:00:00,7793,-6.238,24.43,1.128,620.916,124.725,190.5,41.575
97,2021-01-31 17:15:00,7794,-6.431,24.15,1.468,620.961,19.748,191.3,6.582
98,2021-01-31 17:30:00,7795,-6.574,23.92,1.582,621.007,15.652,194.5,5.218
99,2021-01-31 17:45:00,7796,-6.668,24.03,0.979,621.053,6.533,193.0,2.178
100,2021-01-31 18:00:00,7797,-6.872,26.33,0.323,621.099,-0.887,189.7,-0.296
101,2021-01-31 18:15:00,7798,-7.255,28.67,0.078,621.183,-3.085,188.2,-1.028
102,2021-01-31 18:30:00,7799,-7.753,27.7,0.099,621.267,-2.769,190.3,-0.923
103,2021-01-31 18:45:00,7800,-7.921,28.3,0.084,621.351,-3.046,193.1,-1.016
104,2021-01-31 19:00:00,7801,-7.987,30.86,0.104,621.434,-2.884,197.9,-0.961
105,2021-01-31 19:15:00,7802,-8.15,32.64,0.134,621.541,-2.132,191.5,-0.71
106,2021-01-31 19:30:00,7803,-7.872,28.38,1.591,621.647,-2.444,192.8,-0.814
107,2021-01-31 19:45:00,7804,-7.851,27.62,2.897,621.754,-2.719,192.9,-0.906
108,2021-01-31 20:00:00,7805,-7.761,27.54,2.225,621.86,-2.602,197.5,-0.867
109,2021-01-31 20:15:00,7806,-7.804,27.24,2.517,621.951,-2.197,210.9,-0.732
110,2021-01-31 20:30:00,7807,-7.786,26.66,2.539,622.042,-2.113,214.3,-0.704
111,2021-01-31 20:45:00,7808,-7.81,26.56,2.327,622.133,-2.006,220.8,-0.668
112,2021-01-31 21:00:00,7809,-7.898,26.35,2.613,622.224,-1.828,225.8,-0.61
113,2021-01-31 21:15:00,7810,-8.03,27.08,2.507,622.287,-1.897,225.5,-0.632
114,2021-01-31 21:30:00,7811,-8.04,27.49,2.883,622.349,-1.745,228.0,-0.582
115,2021-01-31 21:45:00,7812,-7.983,27.57,2.966,622.412,-1.8,223.6,-0.6
116,2021-01-31 22:00:00,7813,-8.03,29.66,1.262,622.475,-2.0,215.1,-0.667
117,2021-01-31 22:15:00,7814,-8.15,29.17,0.898,622.509,-2.186,209.9,-0.728
118,2021-01-31 22:30:00,7815,-8.26,30.58,2.252,622.543,-2.136,208.6,-0.712
119,2021-01-31 22:45:00,7816,-8.54,30.89,2.764,622.577,-2.071,205.6,-0.69
120,2021-01-31 23:00:00,7817,-8.43,28.71,2.264,622.61,-2.482,192.9,-0.828
121,2021-01-31 23:15:00,7818,-8.52,29.41,2.608,622.596,-2.351,190.7,-0.784
122,2021-01-31 23:30:00,7819,-8.75,29.62,2.5,622.582,-3.434,187.5,-1.144
123,2021-01-31 23:45:00,7820,-8.84,30.43,2.313,622.568,-2.97,186.2,-0.99
124,2021-02-01 00:00:00,7821,-9.35,34.55,0.766,622.554,-2.725,184.5,-0.908
125,2021-02-01 00:15:00,7822,-9.66,31.01,1.531,622.508,-2.723,184.6,-0.908
126,2021-02-01 00:30:00,7823,-9.57,32.02,3.332,622.462,-2.667,185.9,-0.889
127,2021-02-01 00:45:00,7824,-9.71,31.43,3.313,622.417,-2.301,195.7,-0.767
128,2021-02-01 01:00:00,7825,-9.62,30.92,2.936,622.371,-2.051,204.8,-0.684
129,2021-02-01 01:15:00,7826,-9.59,31.9,3.237,622.259,-1.891,209.5,-0.63
130,2021-02-01 01:30:00,7827,-9.64,31.14,3.098,622.147,-1.94,210.8,-0.647
131,2021-02-01 01:45:00,7828,-9.59,31.55,3.022,622.034,-1.525,219.3,-0.508
132,2021-02-01 02:00:00,7829,-9.48,30.03,2.415,621.922,-1.332,224.7,-0.444
133,2021-02-01 02:15:00,7830,-9.29,32.11,2.054,621.977,-0.854,239.1,-0.285
134,2021-02-01 02:30:00,7831,-9.94,35.5,0.521,622.033,-0.689,251.6,-0.23
135,2021-02-01 02:45:00,7832,-10.27,36.51,0.301,622.088,-0.76,252.0,-0.253
136,2021-02-01 03:00:00,7833,-10.43,39.99,0.025,622.144,-0.886,244.3,-0.296
137,2021-02-01 03:15:00,7834,-10.24,35.18,1.007,622.026,-0.59,252.4,-0.197
138,2021-02-01 03:30:00,7835,-9.76,35.63,2.387,621.908,-0.702,253.4,-0.234
139,2021-02-01 03:45:00,7836,-9.23,33.23,2.04,621.79,-0.811,255.3,-0.27
140,2021-02-01 04:00:00,7837,-8.84,34.3,1.039,621.672,-1.022,247.5,-0.341
141,2021-02-01 04:15:00,7838,-9.46,38.03,0.692,621.724,-1.394,232.3,-0.464
142,2021-02-01 04:30:00,7839,-10.39,38.8,0.544,621.775,-1.198,231.0,-0.399
143,2021-02-01 04:45:00,7840,-10.31,39.12,1.675,621.827,-1.393,222.8,-0.464
144,2021-02-01 05:00:00,7841,-10.78,41.85,1.356,621.878,-1.359,226.9,-0.453
145,2021-02-01 05:15:00,7842,-11.07,41.87,0.441,621.936,-1.117,240.1,-0.372
146,2021-02-01 05:30:00,7843,-10.63,40.57,1.865,621.993,-1.837,216.5,-0.612
147,2021-02-01 05:45:00,7844,-10.18,41.94,2.045,622.051,-2.366,192.4,-0.788
148,2021-02-01 06:00:00,7845,-10.24,41.74,1.027,622.108,-2.348,194.1,-0.782
149,2021-02-01 06:15:00,7846,-10.56,44.58,0.013,622.249,-2.25,196.1,-0.75
150,2021-02-01 06:30:00,7847,-10.62,43.02,0.219,622.39,-2.263,192.5,-0.754
151,2021-02-01 06:45:00,7848,-10.64,44.78,0.447,622.531,-2.177,189.5,-0.726
152,2021-02-01 07:00:00,7849,-10.82,43.36,0.318,622.672,-2.094,192.5,-0.698
153,2021-02-01 07:15:00,7850,-10.99,46.33,0.104,622.755,-1.389,190.5,-0.463
154,2021-02-01 07:30:00,7851,-10.9,44.73,0.91,622.838,1.871,181.2,0.624
155,2021-02-01 07:45:00,7852,-10.48,45.29,2.361,622.921,10.665,178.7,3.555
156,2021-02-01 08:00:00,7853,-10.38,45.22,1.846,623.005,50.445,179.9,16.815
157,2021-02-01 08:15:00,7854,-10.67,43.88,0.779,623.14,96.975,180.1,32.325
158,2021-02-01 08:30:00,7855,-11.13,46.63,0.614,623.275,124.5,178.6,41.5
159,2021-02-01 08:45:00,7856,-11.3,45.24,0.13,623.41,157.425,180.6,52.475
160,2021-02-01 09:00:00,7857,-10.51,41.54,0.59,623.545,198.3,184.0,66.1
161,2021-02-01 09:15:00,7858,-10.17,39.48,1.469,623.677,224.925,188.7,74.975
162,2021-02-01 09:30:00,7859,-10.19,39.28,1.541,623.809,233.325,198.5,77.775
163,2021-02-01 09:45:00,7860,-9.72,36.38,0.725,623.942,254.625,223.3,84.875
164,2021-02-01 10:00:00,7861,-8.71,35.42,0.914,624.074,314.775,223.5,104.925
165,2021-02-01 10:15:00,7862,-8.45,36.25,1.605,624.09,285.225,217.2,95.075
166,2021-02-01 10:30:00,7863,-8.66,35.76,2.32,624.107,207.75,228.6,69.25
167,2021-02-01 10:45:00,7864,-8.08,33.76,1.536,624.123,231.3,211.2,77.1
168,2021-02-01 11:00:00,7865,-8.07,34.09,2.148,624.139,394.95,197.7,131.65
169,2021-02-01 11:15:00,7866,-7.732,32.6,2.094,624.067,486.45,198.3,162.15
170,2021-02-01 11:30:00,7867,-7.469,33.2,1.995,623.996,472.125,197.0,157.375
171,2021-02-01 11:45:00,7868,-6.998,32.36,2.275,623.924,528.15,195.6,176.05
172,2021-02-01 12:00:00,7869,-6.711,31.09,2.091,623.852,532.8,194.2,177.6
173,2021-02-01 12:15:00,7870,-6.526,30.71,2.216,623.765,537.75,194.7,179.25
174,2021-02-01 12:30:00,7871,-6.126,30.87,2.058,623.679,549.075,195.7,183.025
175,2021-02-01 12:45:00,7872,-6.035,30.44,2.722,623.592,553.875,197.4,184.625
176,2021-02-01 13:00:00,7873,-5.532,29.13,2.462,623.505,543.375,198.4,181.125
177,2021-02-01 13:15:00,7874,-5.256,29.25,2.826,623.326,527.4,197.3,175.8
178,2021-02-01 13:30:00,7875,-5.156,28.32,3.576,623.148,519.75,198.5,173.25
179,2021-02-01 13:45:00,7876,-4.418,26.93,2.862,622.969,510.75,200.6,170.25
180,2021-02-01 14:00:00,7877,-4.725,25.42,3.709,622.79,464.1,201.5,154.7
181,2021-02-01 14:15:00,7878,-4.579,22.84,5.687,622.772,494.625,205.1,164.875
182,2021-02-01 14:30:00,7879,-4.367,22.57,4.265,622.753,521.325,211.9,173.775
183,2021-02-01 14:45:00,7880,-4.02,21.19,3.42,622.734,529.275,225.6,176.425
184,2021-02-01 15:00:00,7881,-4.034,22.05,2.796,622.715,402.225,220.3,134.075
185,2021-02-01 15:15:00,7882,-4.086,19.01,4.701,622.715,422.475,227.9,140.825
186,2021-02-01 15:30:00,7883,-4.132,18.09,3.428,622.714,352.425,227.2,117.475
187,2021-02-01 15:45:00,7884,-4.004,16.92,2.241,622.714,301.95,217.7,100.65
188,2021-02-01 16:00:00,7885,-4.262,17.66,3.157,622.714,267.075,226.7,89.025
189,2021-02-01 16:15:00,7886,-4.254,18.13,2.254,622.6,214.65,210.0,71.55
190,2021-02-01 16:30:00,7887,-4.306,18.64,3.546,622.486,199.725,203.6,66.575
191,2021-02-01 16:45:00,7888,-4.01,18.61,2.071,622.373,186.6,202.5,62.2
192,2021-02-01 17:00:00,7889,-4.505,20.56,3.436,622.259,141.825,200.5,47.275
193,2021-02-01 17:15:00,7890,-4.688,19.16,4.432,622.38,24.855,200.2,8.285
194,2021-02-01 17:30:00,7891,-4.882,24.17,3.715,622.5,12.96,199.1,4.32
195,2021-02-01 17:45:00,7892,-5.042,25.79,2.783,622.62,5.798,198.2,1.933
196,2021-02-01 18:00:00,7893,-5.172,26.29,2.423,622.741,-0.239,198.8,-0.08
197,2021-02-01 18:15:00,7894,-5.404,26.36,1.535,622.833,-2.649,197.2,-0.883
198,2021-02-01 18:30:00,7895,-5.472,26.96,2.08,622.925,-3.376,196.4,-1.125
199,2021-02-01 18:45:00,7896,-5.895,25.19,1.931,623.017,-3.174,195.7,-1.058
200,2021-02-01 19:00:00,7897,-6.595,24.04,4.347,623.109,-2.785,194.4,-0.928
201,2021-02-01 19:15:00,7898,-6.668,22.79,4.767,623.168,-2.725,193.9,-0.908
202,2021-02-01 19:30:00,7899,-7.018,21.08,3.626,623.226,-2.353,193.4,-0.784
203,2021-02-01 19:45:00,7900,-7.016,19.54,3.685,623.285,-2.616,193.4,-0.872
204,2021-02-01 20:00:00,7901,-6.996,19.01,3.973,623.344,-2.641,193.2,-0.88
205,2021-02-01 20:15:00,7902,-7.297,20.4,4.115,623.441,-2.721,193.4,-0.907
206,2021-02-01 20:30:00,7903,-7.456,20.91,3.952,623.538,-2.926,193.6,-0.976
207,2021-02-01 20:45:00,7904,-7.493,20.66,4.039,623.634,-2.993,193.1,-0.998
208,2021-02-01 21:00:00,7905,-7.707,21.67,5.289,623.731,-2.989,191.6,-0.996
209,2021-02-01 21:15:00,7906,-7.9,22.4,4.898,623.738,-2.498,190.9,-0.832
210,2021-02-01 21:30:00,7907,-7.97,22.55,5.375,623.745,-2.51,190.7,-0.837
211,2021-02-01 21:45:00,7908,-8.2,23.97,4.835,623.751,-2.245,190.6,-0.748
212,2021-02-01 22:00:00,7909,-8.27,24.08,3.794,623.758,-2.398,190.3,-0.799
213,2021-02-01 22:15:00,7910,-8.24,24.1,3.798,623.787,-2.562,190.6,-0.854
214,2021-02-01 22:30:00,7911,-8.32,24.18,4.093,623.817,-2.722,190.4,-0.907
215,2021-02-01 22:45:00,7912,-8.38,25.58,3.107,623.846,-2.553,190.1,-0.851
216,2021-02-01 23:00:00,7913,-8.47,25.71,2.462,623.876,-2.392,189.8,-0.798
217,2021-02-01 23:15:00,7914,-8.37,25.87,2.508,623.872,-2.405,189.8,-0.802
218,2021-02-01 23:30:00,7915,-8.61,25.99,2.447,623.868,-1.942,191.7,-0.648
219,2021-02-01 23:45:00,7916,-8.87,26.56,3.134,623.864,-2.126,194.5,-0.708
220,2021-02-02 00:00:00,7917,-8.99,27.58,2.989,623.86,-2.326,194.6,-0.775
221,2021-02-02 00:15:00,7918,-9.02,28.59,2.738,623.863,-2.84,195.7,-0.947
222,2021-02-02 00:30:00,7919,-9.06,29.15,2.728,623.866,-2.64,193.1,-0.88
223,2021-02-02 00:45:00,7920,-9.13,29.53,2.887,623.868,-2.665,188.7,-0.888
224,2021-02-02 01:00:00,7921,-9.12,29.78,2.791,623.871,-2.698,186.1,-0.899
225,2021-02-02 01:15:00,7922,-9.29,31.51,2.788,623.787,-2.716,184.8,-0.906
226,2021-02-02 01:30:00,7923,-9.28,31.05,2.663,623.702,-2.662,184.2,-0.887
227,2021-02-02 01:45:00,7924,-9.34,32.18,2.574,623.618,-2.483,183.4,-0.828
228,2021-02-02 02:00:00,7925,-9.36,32.37,2.697,623.533,-2.539,182.7,-0.846
229,2021-02-02 02:15:00,7926,-9.75,34.11,2.79,623.482,-2.504,182.1,-0.835
230,2021-02-02 02:30:00,7927,-9.94,34.41,2.85,623.432,-2.455,181.5,-0.818
231,2021-02-02 02:45:00,7928,-9.96,34.41,2.511,623.381,-2.369,181.3,-0.79
232,2021-02-02 03:00:00,7929,-10.09,35.28,3.014,623.331,-2.267,181.0,-0.756
233,2021-02-02 03:15:00,7930,-9.92,35.31,1.725,623.274,-2.182,180.6,-0.728
234,2021-02-02 03:30:00,7931,-10.03,36.15,2.15,623.218,-2.311,180.2,-0.77
235,2021-02-02 03:45:00,7932,-10.24,34.79,2.689,623.162,-2.331,180.0,-0.777
236,2021-02-02 04:00:00,7933,-10.35,35.77,2.38,623.106,-2.411,179.2,-0.804
237,2021-02-02 04:15:00,7934,-10.36,34.88,2.744,623.052,-2.322,179.7,-0.774
238,2021-02-02 04:30:00,7935,-10.14,35.36,1.961,622.998,-2.306,178.0,-0.769
239,2021-02-02 04:45:00,7936,-10.41,36.21,1.872,622.945,-1.977,177.3,-0.659
240,2021-02-02 05:00:00,7937,-10.57,37.91,1.01,622.891,-2.206,176.6,-0.735
241,2021-02-02 05:15:00,7938,-10.9,38.15,2.676,622.898,-2.04,176.5,-0.68
242,2021-02-02 05:30:00,7939,-10.79,36.37,1.981,622.906,-2.23,175.5,-0.744
243,2021-02-02 05:45:00,7940,-10.85,37.7,1.527,622.913,-2.337,174.6,-0.779
244,2021-02-02 06:00:00,7941,-10.96,39.25,3.179,622.92,-2.263,174.8,-0.754
245,2021-02-02 06:15:00,7942,-11.18,38.18,3.391,622.96,-2.039,174.5,-0.68
246,2021-02-02 06:30:00,7943,-11.18,38.31,3.264,623.0,-2.052,173.7,-0.684
247,2021-02-02 06:45:00,7944,-11.16,38.38,3.251,623.04,-1.984,173.3,-0.661
248,2021-02-02 07:00:00,7945,-11.21,38.1,3.049,623.08,-1.95,173.2,-0.65
249,2021-02-02 07:15:00,7946,-11.17,38.89,2.665,623.144,-0.973,172.8,-0.324
250,2021-02-02 07:30:00,7947,-11.34,40.35,1.712,623.209,2.77,172.0,0.924
251,2021-02-02 07:45:00,7948,-11.65,40.06,2.058,623.273,10.35,171.7,3.45
252,2021-02-02 08:00:00,7949,-11.83,38.84,3.01,623.337,58.185,171.9,19.395
253,2021-02-02 08:15:00,7950,-11.61,38.91,1.701,623.41,99.975,172.0,33.325
254,2021-02-02 08:30:00,7951,-11.58,40.59,0.612,623.483,133.875,171.0,44.625
255,2021-02-02 08:45:00,7952,-11.01,39.94,0.354,623.556,168.45,170.9,56.15
256,2021-02-02 09:00:00,7953,-10.28,38.45,0.182,623.629,204.675,171.5,68.225
257,2021-02-02 09:15:00,7954,-9.4,37.32,0.272,623.636,242.475,172.0,80.825
258,2021-02-02 09:30:00,7955,-9.22,38.41,0.737,623.643,280.95,173.1,93.65
259,2021-02-02 09:45:00,7956,-9.42,39.82,1.587,623.65,320.7,175.0,106.9
260,2021-02-02 10:00:00,7957,-9.45,39.43,1.758,623.657,352.275,176.5,117.425
261,2021-02-02 10:15:00,7958,-8.88,39.41,1.609,623.621,385.275,177.8,128.425
262,2021-02-02 10:30:00,7959,-8.8,39.09,2.023,623.586,416.325,179.6,138.775
263,2021-02-02 10:45:00,7960,-8.62,39.81,2.088,623.55,446.4,182.8,148.8
264,2021-02-02 11:00:00,7961,-8.28,38.8,2.096,623.514,472.35,184.6,157.45
265,2021-02-02 11:15:00,7962,-8.32,38.49,2.524,623.317,488.775,184.8,162.925
266,2021-02-02 11:30:00,7963,-8.05,36.67,2.126,623.12,517.5,187.5,172.5
267,2021-02-02 11:45:00,7964,-7.497,37.01,2.008,622.923,532.275,188.1,177.425
268,2021-02-02 12:00:00,7965,-7.09,34.66,1.712,622.726,547.5,190.7,182.5
269,2021-02-02 12:15:00,7966,-6.869,33.73,2.545,622.546,559.275,192.1,186.425
270,2021-02-02 12:30:00,7967,-6.235,32.8,2.356,622.367,554.775,194.9,184.925
271,2021-02-02 12:45:00,7968,-6.248,31.14,2.066,622.187,524.1,197.8,174.7
272,2021-02-02 13:00:00,7969,-6.044,30.7,2.442,622.007,460.35,197.1,153.45
273,2021-02-02 13:15:00,7970,-6.006,30.35,2.411,621.785,508.05,196.4,169.35
274,2021-02-02 13:30:00,7971,-5.517,29.32,2.826,621.563,585.3,196.9,195.1
275,2021-02-02 13:45:00,7972,-4.941,26.22,1.942,621.342,554.925,196.4,184.975
276,2021-02-02 14:00:00,7973,-4.725,24.04,2.317,621.12,534.225,194.8,178.075
277,2021-02-02 14:15:00,7974,-4.472,23.08,2.556,620.953,501.375,199.3,167.125
278,2021-02-02 14:30:00,7975,-4.341,19.51,3.865,620.786,486.0,213.6,162.0
279,2021-02-02 14:45:00,7976,-4.214,18.23,3.445,620.62,476.4,207.8,158.8
280,2021-02-02 15:00:00,7977,-3.703,17.04,2.476,620.453,394.65,202.9,131.55
281,2021-02-02 15:15:00,7978,-3.955,15.61,3.217,620.328,419.55,201.7,139.85
282,2021-02-02 15:30:00,7979,-4.101,16.55,4.256,620.203,355.65,199.1,118.55
283,2021-02-02 15:45:00,7980,-3.692,14.96,2.706,620.079,329.175,198.4,109.725
284,2021-02-02 16:00:00,7981,-4.033,15.19,3.646,619.954,301.8,198.2,100.6
285,2021-02-02 16:15:00,7982,-4.054,14.34,3.108,619.822,268.875,198.0,89.625
286,2021-02-02 16:30:00,7983,-3.948,15.01,2.68,619.691,229.05,196.4,76.35
287,2021-02-02 16:45:00,7984,-4.183,15.58,4.281,619.559,188.775,196.1,62.925
288,2021-02-02 17:00:00,7985,-4.427,15.68,4.512,619.428,147.45,195.3,49.15
289,2021-02-02 17:15:00,7986,-4.491,15.46,4.091,619.461,31.763,196.2,10.588
