,When,Unnamed: 0,T_a,RH,v_a,p_a,SW_direct,LW_in,SW_diffuse
2070,2021-02-21 06:30:00,9767,-5.319,93.8,0.625,626.332,-1.172,267.7,-0.391
2071,2021-02-21 06:45:00,9768,-5.366,94.3,0.348,626.438,-0.943,271.0,-0.314
2072,2021-02-21 07:00:00,9769,-5.541,90.9,0.469,626.544,0.055,273.4,0.018
2073,2021-02-21 07:15:00,9770,-5.484,92.1,0.005,626.624,4.677,268.5,1.559
2074,2021-02-21 07:30:00,9771,-5.498,87.1,1.485,626.704,20.61,263.4,6.87
2075,2021-02-21 07:45:00,9772,-5.233,82.2,1.942,626.783,44.43,254.7,14.81
2076,2021-02-21 08:00:00,9773,-5.002,77.72,2.156,626.862,61.8,244.4,20.6
2077,2021-02-21 08:15:00,9774,-4.891,72.9,2.286,627.069,89.775,230.8,29.925
2078,2021-02-21 08:30:00,9775,-4.765,74.18,1.759,627.276,107.475,233.7,35.825
2079,2021-02-21 08:45:00,9776,-4.411,79.67,0.963,627.482,139.35,249.8,46.45
2080,2021-02-21 09:00:00,9777,-4.461,79.91,0.965,627.689,181.125,270.0,60.375
2081,2021-02-21 09:15:00,9778,-4.186,80.6,0.405,627.656,171.6,277.3,57.2
2082,2021-02-21 09:30:00,9779,-3.245,74.69,0.347,627.623,178.725,267.9,59.575
2083,2021-02-21 09:45:00,9780,-3.685,76.38,0.832,627.589,328.875,250.7,109.625
2084,2021-02-21 10:00:00,9781,-2.933,77.39,0.633,627.556,402.525,229.0,134.175
2085,2021-02-21 10:15:00,9782,-2.536,76.21,0.779,627.562,353.925,226.8,117.975
2086,2021-02-21 10:30:00,9783,-2.984,86.7,1.695,627.568,473.175,231.0,157.725
2087,2021-02-21 10:45:00,9784,-2.996,78.91,1.185,627.574,543.825,232.4,181.275
2088,2021-02-21 11:00:00,9785,-2.218,79.83,0.733,627.58,552.6,245.7,184.2
2089,2021-02-21 11:15:00,9786,-1.617,68.29,1.186,627.434,420.9,255.7,140.3
2090,2021-02-21 11:30:00,9787,-0.995,66.31,1.024,627.288,572.775,260.3,190.925
2091,2021-02-21 11:45:00,9788,-0.785,65.56,1.59,627.141,610.5,246.5,203.5
2092,2021-02-21 12:00:00,9789,-0.597,58.65,2.125,626.994,595.875,240.8,198.625
2093,2021-02-21 12:15:00,9790,-0.282,44.43,2.015,626.789,668.25,241.8,222.75
2094,2021-02-21 12:30:00,9791,0.5,51.71,1.56,626.583,474.225,249.5,158.075
2095,2021-02-21 12:45:00,9792,0.506,48.42,3.382,626.377,603.0,253.5,201.0
2096,2021-02-21 13:00:00,9793,0.549,45.53,3.372,626.171,524.025,261.7,174.675
2097,2021-02-21 13:15:00,9794,1.125,39.64,2.637,626.038,485.1,267.7,161.7
2098,2021-02-21 13:30:00,9795,1.15,35.7,4.783,625.904,544.95,257.4,181.65
2099,2021-02-21 13:45:00,9796,1.485,36.2,2.494,625.771,499.05,264.6,166.35
2100,2021-02-21 14:00:00,9797,1.606,35.06,3.18,625.638,419.175,269.5,139.725
2101,2021-02-21 14:15:00,9798,1.856,35.37,3.169,625.504,366.375,274.6,122.125
2102,2021-02-21 14:30:00,9799,1.738,32.6,3.815,625.37,309.375,278.6,103.125
2103,2021-02-21 14:45:00,9800,1.758,34.56,1.467,625.236,328.575,278.1,109.525
2104,2021-02-21 15:00:00,9801,1.942,32.92,4.485,625.102,431.55,266.8,143.85
2105,2021-02-21 15:15:00,9802,1.918,31.61,4.16,624.973,275.4,249.5,91.8
2106,2021-02-21 15:30:00,9803,2.015,32.17,1.661,624.843,190.875,266.7,63.625
2107,2021-02-21 15:45:00,9804,1.978,28.77,2.271,624.714,217.65,286.4,72.55
2108,2021-02-21 16:00:00,9805,2.057,26.32,2.584,624.584,280.5,292.4,93.5
2109,2021-02-21 16:15:00,9806,1.911,27.87,2.748,624.606,238.425,282.8,79.475
2110,2021-02-21 16:30:00,9807,1.631,28.72,5.628,624.628,175.95,281.9,58.65
2111,2021-02-21 16:45:00,9808,1.547,28.71,4.563,624.65,166.05,286.3,55.35
2112,2021-02-21 17:00:00,9809,1.423,29.73,4.327,624.672,129.15,286.4,43.05
2113,2021-02-21 17:15:00,9810,1.321,28.84,5.197,624.774,85.05,283.5,28.35
2114,2021-02-21 17:30:00,9811,1.388,28.2,1.431,624.876,49.23,284.2,16.41
2115,2021-02-21 17:45:00,9812,1.15,29.46,4.405,624.978,37.463,280.2,12.488
2116,2021-02-21 18:00:00,9813,1.205,28.63,1.623,625.08,15.585,275.9,5.195
2117,2021-02-21 18:15:00,9814,1.109,28.92,2.54,625.18,2.644,274.9,0.881
2118,2021-02-21 18:30:00,9815,1.139,29.84,2.719,625.281,-1.723,273.9,-0.574
2119,2021-02-21 18:45:00,9816,0.893,28.5,2.65,625.382,-2.393,263.2,-0.798
2120,2021-02-21 19:00:00,9817,1.06,30.12,1.744,625.482,-2.649,256.2,-0.883
2121,2021-02-21 19:15:00,9818,0.918,29.85,2.673,625.629,-2.386,255.3,-0.795
2122,2021-02-21 19:30:00,9819,0.924,29.21,3.047,625.775,-2.097,267.9,-0.699
2123,2021-02-21 19:45:00,9820,1.027,28.72,1.843,625.922,-1.827,276.9,-0.609
2124,2021-02-21 20:00:00,9821,0.82,30.34,0.778,626.068,-2.078,266.3,-0.693
2125,2021-02-21 20:15:00,9822,0.647,32.34,1.272,626.172,-2.452,254.5,-0.817
2126,2021-02-21 20:30:00,9823,0.597,29.81,1.745,626.276,-2.218,256.7,-0.739
2127,2021-02-21 20:45:00,9824,0.67,29.95,3.207,626.38,-2.252,254.7,-0.751
2128,2021-02-21 21:00:00,9825,0.534,30.48,1.619,626.484,-2.258,254.0,-0.752
2129,2021-02-21 21:15:00,9826,0.288,32.87,2.198,626.5,-2.193,256.2,-0.731
2130,2021-02-21 21:30:00,9827,0.035,34.78,0.927,626.515,-2.38,243.7,-0.794
2131,2021-02-21 21:45:00,9828,-0.204,30.01,1.396,626.53,-2.618,238.4,-0.872
2132,2021-02-21 22:00:00,9829,0.184,30.57,2.891,626.546,-2.507,242.7,-0.836
2133,2021-02-21 22:15:00,9830,0.133,32.42,1.506,626.557,-2.285,247.4,-0.762
2134,2021-02-21 22:30:00,9831,0.056,32.5,1.233,626.569,-2.011,261.0,-0.67
2135,2021-02-21 22:45:00,9832,-0.286,34.4,0.407,626.581,-1.884,265.3,-0.628
2136,2021-02-21 23:00:00,9833,-0.481,36.54,0.371,626.592,-1.854,266.9,-0.618
2137,2021-02-21 23:15:00,9834,-0.479,33.37,1.689,626.516,-2.028,256.1,-0.676
2138,2021-02-21 23:30:00,9835,-0.13,31.72,3.937,626.44,-2.341,243.9,-0.78
2139,2021-02-21 23:45:00,9836,-0.067,31.59,4.075,626.365,-2.302,247.5,-0.767
2140,2021-02-22 00:00:00,9837,-0.158,30.92,3.004,626.289,-1.715,262.0,-0.572
