,When,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing_type,LW_in
982,2019-02-09 22:30:00,-0.3,93.6,0.3,0.0,0.0,0.0,904.3,SW_directSW_diffuseLW_in,266.782
983,2019-02-09 22:45:00,-0.3,93.6,0.6,0.0,0.0,0.0,904.2,SW_directSW_diffuseLW_in,269.769
984,2019-02-09 23:00:00,-0.2,93.4,0.5,0.0,0.0,0.0,904.1,SW_directSW_diffuseLW_in,272.756
985,2019-02-09 23:15:00,0.0,93.9,0.3,0.0,0.0,0.0,904.0,SW_directSW_diffuseLW_in,272.619
986,2019-02-09 23:30:00,0.0,93.7,0.4,0.0,0.0,0.0,903.9,SW_directSW_diffuseLW_in,272.483
987,2019-02-09 23:45:00,0.0,93.5,0.4,0.0,0.0,0.0,903.9,SW_directSW_diffuseLW_in,272.346
988,2019-02-10 00:00:00,0.0,93.1,0.7,0.0,0.0,0.0,903.7,SW_directSW_diffuseLW_in,272.21
989,2019-02-10 00:15:00,0.0,93.3,0.3,0.0,0.0,0.0,903.5,SW_directSW_diffuseLW_in,269.292
990,2019-02-10 00:30:00,0.0,93.3,0.5,0.0,0.0,0.0,903.5,SW_directSW_diffuseLW_in,266.375
991,2019-02-10 00:45:00,0.0,93.0,0.7,0.0,0.0,0.0,903.2,SW_directSW_diffuseLW_in,263.458
992,2019-02-10 01:00:00,0.0,93.1,0.3,0.0,0.0,0.0,902.8,SW_directSW_diffuseLW_in,260.54
993,2019-02-10 01:15:00,0.1,93.6,0.3,0.0,0.0,0.0,902.6,SW_directSW_diffuseLW_in,259.84
994,2019-02-10 01:30:00,0.0,92.9,0.3,0.0,0.0,0.0,902.6,SW_directSW_diffuseLW_in,259.139
995,2019-02-10 01:45:00,0.0,93.4,0.4,0.0,0.0,0.0,902.4,SW_directSW_diffuseLW_in,258.438
996,2019-02-10 02:00:00,0.0,93.3,0.3,0.0,0.0,0.0,902.4,SW_directSW_diffuseLW_in,257.738
997,2019-02-10 02:15:00,0.0,92.9,0.5,0.0,0.0,0.0,902.1,SW_directSW_diffuseLW_in,258.982
998,2019-02-10 02:30:00,0.0,93.0,0.2,0.0,0.0,0.0,901.9,SW_directSW_diffuseLW_in,260.226
999,2019-02-10 02:45:00,-0.2,92.7,0.5,0.0,0.0,0.0,901.5,SW_directSW_diffuseLW_in,261.47
1000,2019-02-10 03:00:00,-0.2,91.6,0.6,0.0,0.0,0.0,901.0,SW_directSW_diffuseLW_in,262.714
1001,2019-02-10 03:15:00,-0.3,91.1,0.5,0.0,0.0,0.0,901.0,SW_directSW_diffuseLW_in,267.85
1002,2019-02-10 03:30:00,-0.5,91.9,0.4,0.0,0.0,0.0,900.6,SW_directSW_diffuseLW_in,272.987
1003,2019-02-10 03:45:00,-0.7,92.3,0.5,0.0,0.0,0.0,900.4,SW_directSW_diffuseLW_in,278.124
1004,2019-02-10 04:00:00,-0.6,93.0,0.3,0.0,0.0,0.0,900.2,SW_directSW_diffuseLW_in,283.26
1005,2019-02-10 04:15:00,-0.6,92.3,0.4,0.0,0.0,0.0,900.0,SW_directSW_diffuseLW_in,282.734
1006,2019-02-10 04:30:00,-0.5,91.6,0.4,0.0,0.0,0.0,899.7,SW_directSW_diffuseLW_in,282.208
1007,2019-02-10 04:45:00,-0.5,90.5,0.5,0.0,0.0,0.0,899.1,SW_directSW_diffuseLW_in,281.682
1008,2019-02-10 05:00:00,-0.7,89.4,0.4,0.0,0.0,0.0,899.1,SW_directSW_diffuseLW_in,281.156
1009,2019-02-10 05:15:00,-0.8,90.5,0.7,0.0,0.0,0.0,899.1,SW_directSW_diffuseLW_in,278.249
1010,2019-02-10 05:30:00,-0.7,90.5,0.4,0.0,0.0,0.0,898.8,SW_directSW_diffuseLW_in,275.342
1011,2019-02-10 05:45:00,-0.6,92.0,0.3,0.0,0.0,0.0,898.6,SW_directSW_diffuseLW_in,272.435
1012,2019-02-10 06:00:00,-0.7,90.0,0.7,0.0,0.0,0.0,898.4,SW_directSW_diffuseLW_in,269.528
1013,2019-02-10 06:15:00,-0.8,89.9,0.8,0.0,0.242,0.0,898.3,SW_directSW_diffuseLW_in,270.806
1014,2019-02-10 06:30:00,-0.7,88.7,1.0,0.0,0.483,0.0,898.2,SW_directSW_diffuseLW_in,272.083
1015,2019-02-10 06:45:00,-0.6,88.6,1.4,0.0,0.724,0.0,898.3,SW_directSW_diffuseLW_in,273.36
1016,2019-02-10 07:00:00,2.8,70.1,0.8,0.0,0.966,0.0,897.7,SW_directSW_diffuseLW_in,274.638
1017,2019-02-10 07:15:00,2.1,78.3,0.3,0.674,11.885,0.0,897.4,SW_directSW_diffuseLW_in,272.667
1018,2019-02-10 07:30:00,1.4,83.9,0.6,1.348,22.804,0.0,897.2,SW_directSW_diffuseLW_in,270.696
1019,2019-02-10 07:45:00,1.2,85.8,0.6,2.021,33.724,0.0,897.2,SW_directSW_diffuseLW_in,268.725
1020,2019-02-10 08:00:00,2.3,77.1,1.2,2.695,44.643,0.0,897.2,SW_directSW_diffuseLW_in,266.754
1021,2019-02-10 08:15:00,5.9,59.6,1.0,14.793,60.116,0.0,897.0,SW_directSW_diffuseLW_in,265.47
1022,2019-02-10 08:30:00,6.3,54.5,0.6,26.89,75.59,0.0,897.0,SW_directSW_diffuseLW_in,264.186
1023,2019-02-10 08:45:00,4.1,69.3,0.7,38.988,91.064,0.0,896.9,SW_directSW_diffuseLW_in,262.901
1024,2019-02-10 09:00:00,3.6,69.5,0.4,51.086,106.537,0.0,896.7,SW_directSW_diffuseLW_in,261.617
1025,2019-02-10 09:15:00,3.6,68.7,1.0,67.675,123.596,0.0,896.3,SW_directSW_diffuseLW_in,260.37
1026,2019-02-10 09:30:00,4.4,69.1,1.0,84.264,140.656,0.0,896.1,SW_directSW_diffuseLW_in,259.124
1027,2019-02-10 09:45:00,6.7,55.5,0.9,100.852,157.715,0.0,895.8,SW_directSW_diffuseLW_in,257.877
1028,2019-02-10 10:00:00,7.5,51.3,1.7,117.441,174.774,0.0,895.8,SW_directSW_diffuseLW_in,256.63
1029,2019-02-10 10:15:00,7.7,49.9,1.6,126.714,175.129,0.0,895.4,SW_directSW_diffuseLW_in,260.87
1030,2019-02-10 10:30:00,8.6,44.2,1.7,135.988,175.484,0.0,895.1,SW_directSW_diffuseLW_in,265.11
1031,2019-02-10 10:45:00,8.8,40.9,1.7,145.261,175.84,0.0,894.8,SW_directSW_diffuseLW_in,269.35
1032,2019-02-10 11:00:00,8.5,42.7,1.5,154.534,176.195,0.0,894.8,SW_directSW_diffuseLW_in,273.59
1033,2019-02-10 11:15:00,9.1,40.2,2.0,158.051,169.024,0.0,894.5,SW_directSW_diffuseLW_in,276.666
1034,2019-02-10 11:30:00,9.0,42.8,1.3,161.568,161.854,0.0,894.6,SW_directSW_diffuseLW_in,279.742
1035,2019-02-10 11:45:00,9.1,40.3,1.9,165.086,154.684,0.0,894.4,SW_directSW_diffuseLW_in,282.819
1036,2019-02-10 12:00:00,9.4,38.2,2.4,168.603,147.513,0.0,894.0,SW_directSW_diffuseLW_in,285.895
1037,2019-02-10 12:15:00,8.8,42.4,2.0,131.277,147.741,0.0,893.8,SW_directSW_diffuseLW_in,292.343
1038,2019-02-10 12:30:00,8.3,41.6,1.2,93.95,147.969,0.0,893.7,SW_directSW_diffuseLW_in,298.791
1039,2019-02-10 12:45:00,7.7,45.9,1.4,56.624,148.197,0.0,893.7,SW_directSW_diffuseLW_in,305.239
1040,2019-02-10 13:00:00,7.6,48.0,1.5,19.298,148.425,0.0,893.5,SW_directSW_diffuseLW_in,311.687
1041,2019-02-10 13:15:00,7.0,51.9,1.6,15.048,140.28,0.0,893.7,SW_directSW_diffuseLW_in,310.637
1042,2019-02-10 13:30:00,6.8,52.8,2.1,10.798,132.134,0.0,893.4,SW_directSW_diffuseLW_in,309.588
1043,2019-02-10 13:45:00,6.4,58.0,1.5,6.548,123.989,0.0,893.5,SW_directSW_diffuseLW_in,308.538
1044,2019-02-10 14:00:00,6.2,59.8,1.6,2.298,115.844,0.0,893.3,SW_directSW_diffuseLW_in,307.488
1045,2019-02-10 14:15:00,5.7,65.2,1.8,1.816,103.512,0.0,893.0,SW_directSW_diffuseLW_in,308.002
1046,2019-02-10 14:30:00,5.1,67.0,1.2,1.334,91.179,0.0,892.3,SW_directSW_diffuseLW_in,308.516
1047,2019-02-10 14:45:00,5.7,62.7,1.3,0.853,78.847,0.0,892.2,SW_directSW_diffuseLW_in,309.031
1048,2019-02-10 15:00:00,5.7,66.2,1.5,0.371,66.515,0.0,892.2,SW_directSW_diffuseLW_in,309.545
1049,2019-02-10 15:15:00,4.6,74.3,1.2,0.278,55.628,0.001,891.8,SW_directSW_diffuseLW_in,309.36
1050,2019-02-10 15:30:00,4.1,78.7,1.0,0.186,44.741,0.001,892.0,SW_directSW_diffuseLW_in,309.174
1051,2019-02-10 15:45:00,3.9,82.4,0.8,0.093,33.854,0.002,892.0,SW_directSW_diffuseLW_in,308.989
1052,2019-02-10 16:00:00,3.4,86.4,0.9,0.0,22.967,0.001,892.3,SW_directSW_diffuseLW_in,308.804
1053,2019-02-10 16:15:00,3.3,87.8,0.8,0.0,18.341,0.001,892.6,SW_directSW_diffuseLW_in,308.052
1054,2019-02-10 16:30:00,3.4,86.7,1.3,0.0,13.714,0.0,893.5,SW_directSW_diffuseLW_in,307.3
1055,2019-02-10 16:45:00,2.9,89.1,1.7,0.0,9.088,0.0,893.9,SW_directSW_diffuseLW_in,306.548
1056,2019-02-10 17:00:00,3.6,84.3,2.2,0.0,4.462,0.0,894.2,SW_directSW_diffuseLW_in,305.796
1057,2019-02-10 17:15:00,3.2,86.0,3.6,0.0,3.346,0.0,895.8,SW_directSW_diffuseLW_in,302.288
1058,2019-02-10 17:30:00,1.6,89.0,2.3,0.0,2.231,0.0,896.5,SW_directSW_diffuseLW_in,298.78
1059,2019-02-10 17:45:00,0.8,91.8,1.5,0.0,1.116,0.0,897.1,SW_directSW_diffuseLW_in,295.272
1060,2019-02-10 18:00:00,0.6,92.7,2.0,0.0,0.0,0.0,897.5,SW_directSW_diffuseLW_in,291.764
1061,2019-02-10 18:15:00,0.9,91.7,2.1,0.0,0.0,0.0,898.3,SW_directSW_diffuseLW_in,286.872
1062,2019-02-10 18:30:00,1.4,88.4,1.9,0.0,0.0,0.0,898.7,SW_directSW_diffuseLW_in,281.981
1063,2019-02-10 18:45:00,1.2,86.4,2.9,0.0,0.0,0.0,899.6,SW_directSW_diffuseLW_in,277.09
1064,2019-02-10 19:00:00,1.2,82.9,1.5,0.0,0.0,0.0,900.4,SW_directSW_diffuseLW_in,272.198
1065,2019-02-10 19:15:00,1.0,83.6,1.5,0.0,0.0,0.0,900.3,SW_directSW_diffuseLW_in,265.556
1066,2019-02-10 19:30:00,0.8,86.4,1.6,0.0,0.0,0.0,900.4,SW_directSW_diffuseLW_in,258.914
1067,2019-02-10 19:45:00,0.7,87.0,1.6,0.0,0.0,0.0,900.4,SW_directSW_diffuseLW_in,252.272
1068,2019-02-10 20:00:00,0.8,87.4,1.0,0.0,0.0,0.0,900.0,SW_directSW_diffuseLW_in,245.63
1069,2019-02-10 20:15:00,0.3,89.8,1.1,0.0,0.0,0.0,900.2,SW_directSW_diffuseLW_in,248.73
1070,2019-02-10 20:30:00,0.2,91.1,1.3,0.0,0.0,0.0,899.9,SW_directSW_diffuseLW_in,251.831
1071,2019-02-10 20:45:00,0.4,87.0,1.0,0.0,0.0,0.0,900.0,SW_directSW_diffuseLW_in,254.931
1072,2019-02-10 21:00:00,0.4,90.0,0.9,0.0,0.0,0.0,900.2,SW_directSW_diffuseLW_in,258.032
1073,2019-02-10 21:15:00,0.1,90.3,1.0,0.0,0.0,0.0,900.0,SW_directSW_diffuseLW_in,266.217
1074,2019-02-10 21:30:00,0.1,91.6,0.8,0.0,0.0,0.0,900.2,SW_directSW_diffuseLW_in,274.402
1075,2019-02-10 21:45:00,0.0,92.8,0.9,0.0,0.0,0.0,900.0,SW_directSW_diffuseLW_in,282.586
1076,2019-02-10 22:00:00,0.0,93.1,1.2,0.0,0.0,0.0,899.8,SW_directSW_diffuseLW_in,290.771
1077,2019-02-10 22:15:00,0.0,92.9,1.1,0.0,0.0,0.0,899.5,SW_directSW_diffuseLW_in,291.622
1078,2019-02-10 22:30:00,0.0,93.7,0.8,0.0,0.0,0.001,899.6,SW_directSW_diffuseLW_in,292.473
1079,2019-02-10 22:45:00,-0.2,94.2,0.4,0.0,0.0,0.001,899.6,SW_directSW_diffuseLW_in,293.324
1080,2019-02-10 23:00:00,-0.2,94.2,0.4,0.0,0.0,0.0,899.3,SW_directSW_diffuseLW_in,294.175
1081,2019-02-10 23:15:00,-0.2,94.1,0.0,0.0,0.0,0.0,899.5,SW_directSW_diffuseLW_in,292.805
1082,2019-02-10 23:30:00,-0.2,93.8,1.0,0.0,0.0,0.0,899.7,v_aSW_directSW_diffuseLW_in,291.435
1083,2019-02-10 23:45:00,-0.3,93.7,1.004,0.0,0.0,0.0,900.3,v_aSW_directSW_diffuseLW_in,290.065
1084,2019-02-11 00:00:00,-0.3,93.1,1.008,0.0,0.0,0.0,900.7,v_aSW_directSW_diffuseLW_in,288.695
1085,2019-02-11 00:15:00,-0.3,89.9,0.985,0.0,0.0,0.0,900.7,v_aSW_directSW_diffuseLW_in,286.924
1086,2019-02-11 00:30:00,-0.3,89.7,0.961,0.0,0.0,0.0,901.0,v_aSW_directSW_diffuseLW_in,285.153
1087,2019-02-11 00:45:00,-0.4,86.6,0.938,0.0,0.0,0.0,901.4,v_aSW_directSW_diffuseLW_in,283.382
1088,2019-02-11 01:00:00,-0.7,87.0,0.914,0.0,0.0,0.0,901.4,v_aSW_directSW_diffuseLW_in,281.611
1089,2019-02-11 01:15:00,-0.7,91.4,0.897,0.0,0.0,0.0,901.2,v_aSW_directSW_diffuseLW_in,282.675
1090,2019-02-11 01:30:00,-0.8,92.2,0.88,0.0,0.0,0.0,901.2,v_aSW_directSW_diffuseLW_in,283.739
1091,2019-02-11 01:45:00,-0.8,91.4,0.863,0.0,0.0,0.0,901.1,v_aSW_directSW_diffuseLW_in,284.803
1092,2019-02-11 02:00:00,-0.8,90.9,0.847,0.0,0.0,0.001,901.0,v_aSW_directSW_diffuseLW_in,285.867
1093,2019-02-11 02:15:00,-0.9,89.8,0.86,0.0,0.0,0.0,901.2,v_aSW_directSW_diffuseLW_in,286.055
1094,2019-02-11 02:30:00,-0.9,90.1,0.872,0.0,0.0,0.0,901.2,v_aSW_directSW_diffuseLW_in,286.242
1095,2019-02-11 02:45:00,-0.9,88.7,0.885,0.0,0.0,0.0,901.0,v_aSW_directSW_diffuseLW_in,286.43
1096,2019-02-11 03:00:00,-1.0,91.9,0.898,0.0,0.0,0.0,901.5,v_aSW_directSW_diffuseLW_in,286.618
1097,2019-02-11 03:15:00,-1.3,92.4,0.876,0.0,0.0,0.0,901.8,v_aSW_directSW_diffuseLW_in,285.666
1098,2019-02-11 03:30:00,-1.5,92.4,0.854,0.0,0.0,0.0,902.1,v_aSW_directSW_diffuseLW_in,284.714
1099,2019-02-11 03:45:00,-1.5,90.0,0.832,0.0,0.0,0.0,902.3,v_aSW_directSW_diffuseLW_in,283.761
1100,2019-02-11 04:00:00,-1.5,90.8,0.809,0.0,0.0,0.0,902.6,v_aSW_directSW_diffuseLW_in,282.809
1101,2019-02-11 04:15:00,-1.7,90.1,0.803,0.0,0.0,0.0,902.2,v_aSW_directSW_diffuseLW_in,280.164
1102,2019-02-11 04:30:00,-1.6,88.8,0.796,0.0,0.0,0.0,902.3,v_aSW_directSW_diffuseLW_in,277.519
1103,2019-02-11 04:45:00,-1.6,89.4,0.789,0.0,0.0,0.0,902.2,v_aSW_directSW_diffuseLW_in,274.874
1104,2019-02-11 05:00:00,-1.6,88.9,0.782,0.0,0.0,0.0,902.2,v_aSW_directSW_diffuseLW_in,272.229
1105,2019-02-11 05:15:00,-1.7,90.2,0.772,0.0,0.0,0.0,902.6,v_aSW_directSW_diffuseLW_in,268.454
1106,2019-02-11 05:30:00,-1.7,89.2,0.762,0.0,0.0,0.0,902.9,v_aSW_directSW_diffuseLW_in,264.678
1107,2019-02-11 05:45:00,-1.8,90.5,0.753,0.0,0.0,0.0,903.5,v_aSW_directSW_diffuseLW_in,260.903
1108,2019-02-11 06:00:00,-1.8,90.7,0.743,0.0,0.0,0.0,903.8,v_aSW_directSW_diffuseLW_in,257.128
1109,2019-02-11 06:15:00,-1.8,91.4,0.706,0.004,0.216,0.0,903.7,v_aSW_directSW_diffuseLW_in,261.862
1110,2019-02-11 06:30:00,-1.8,89.6,0.67,0.009,0.431,0.0,903.9,v_aSW_directSW_diffuseLW_in,266.596
1111,2019-02-11 06:45:00,-1.8,89.6,0.633,0.013,0.646,0.0,904.3,v_aSW_directSW_diffuseLW_in,271.33
1112,2019-02-11 07:00:00,-1.9,92.2,0.596,0.018,0.862,0.0,905.0,v_aSW_directSW_diffuseLW_in,276.064
1113,2019-02-11 07:15:00,-2.0,92.4,0.567,4.377,6.889,0.0,905.1,v_aSW_directSW_diffuseLW_in,273.547
1114,2019-02-11 07:30:00,-2.0,93.0,0.539,8.737,12.915,0.0,905.3,v_aSW_directSW_diffuseLW_in,271.03
1115,2019-02-11 07:45:00,-2.0,92.7,0.51,13.096,18.942,0.0,905.5,v_aSW_directSW_diffuseLW_in,268.514
1116,2019-02-11 08:00:00,-2.0,91.4,0.481,17.456,24.968,0.0,905.7,v_aSW_directSW_diffuseLW_in,265.997
1117,2019-02-11 08:15:00,-1.9,88.3,0.477,22.514,39.747,0.0,906.1,v_aSW_directSW_diffuseLW_in,266.867
1118,2019-02-11 08:30:00,-2.0,89.5,0.474,27.573,54.526,0.0,906.7,v_aSW_directSW_diffuseLW_in,267.736
1119,2019-02-11 08:45:00,-2.0,89.5,0.47,32.632,69.305,0.0,906.9,v_aSW_directSW_diffuseLW_in,268.606
1120,2019-02-11 09:00:00,-2.0,91.3,0.466,37.69,84.084,0.0,907.1,v_aSW_directSW_diffuseLW_in,269.476
1121,2019-02-11 09:15:00,-2.0,91.2,0.483,52.979,84.232,0.0,907.2,v_aSW_directSW_diffuseLW_in,271.294
1122,2019-02-11 09:30:00,-1.8,91.5,0.501,68.268,84.38,0.0,907.3,v_aSW_directSW_diffuseLW_in,273.112
1123,2019-02-11 09:45:00,-1.6,90.0,0.518,83.556,84.528,0.0,907.3,v_aSW_directSW_diffuseLW_in,274.929
1124,2019-02-11 10:00:00,-1.3,88.6,0.535,98.845,84.676,0.0,907.5,v_aSW_directSW_diffuseLW_in,276.747
1125,2019-02-11 10:15:00,-1.1,88.9,0.526,88.229,92.806,0.0,907.8,v_aSW_directSW_diffuseLW_in,279.526
1126,2019-02-11 10:30:00,-1.2,88.0,0.517,77.612,100.935,0.0,908.1,v_aSW_directSW_diffuseLW_in,282.305
1127,2019-02-11 10:45:00,-1.2,89.1,0.508,66.996,109.065,0.0,908.3,v_aSW_directSW_diffuseLW_in,285.084
1128,2019-02-11 11:00:00,-1.1,88.0,0.499,56.38,117.194,0.0,908.6,v_aSW_directSW_diffuseLW_in,287.863
1129,2019-02-11 11:15:00,-0.9,87.8,0.499,76.74,119.474,0.0,908.9,v_aSW_directSW_diffuseLW_in,283.693
1130,2019-02-11 11:30:00,-0.5,79.9,0.5,97.1,121.755,0.0,909.1,v_aSW_directSW_diffuseLW_in,279.523
1131,2019-02-11 11:45:00,-0.5,84.5,0.5,117.46,124.036,0.0,909.4,v_aSW_directSW_diffuseLW_in,275.353
1132,2019-02-11 12:00:00,-0.4,85.0,0.5,137.82,126.316,0.0,909.5,v_aSW_directSW_diffuseLW_in,271.183
1133,2019-02-11 12:15:00,-0.5,79.8,0.518,153.734,131.515,0.0,909.6,v_aSW_directSW_diffuseLW_in,265.684
1134,2019-02-11 12:30:00,-0.8,78.0,0.536,169.648,136.714,0.0,909.6,v_aSW_directSW_diffuseLW_in,260.185
1135,2019-02-11 12:45:00,-0.6,82.7,0.554,185.563,141.913,0.0,909.7,v_aSW_directSW_diffuseLW_in,254.686
1136,2019-02-11 13:00:00,-0.4,76.8,0.572,201.477,147.112,0.0,909.6,v_aSW_directSW_diffuseLW_in,249.187
1137,2019-02-11 13:15:00,-0.5,77.8,0.578,185.759,140.263,0.0,909.7,v_aSW_directSW_diffuseLW_in,252.427
1138,2019-02-11 13:30:00,-0.6,80.2,0.585,170.04,133.414,0.0,909.8,v_aSW_directSW_diffuseLW_in,255.668
1139,2019-02-11 13:45:00,-0.2,78.6,0.591,154.322,126.564,0.0,909.6,v_aSW_directSW_diffuseLW_in,258.908
1140,2019-02-11 14:00:00,0.0,81.3,0.598,138.604,119.715,0.0,909.6,v_aSW_directSW_diffuseLW_in,262.148
1141,2019-02-11 14:15:00,0.0,80.2,0.585,123.824,112.232,0.0,909.8,v_aSW_directSW_diffuseLW_in,263.621
1142,2019-02-11 14:30:00,0.1,74.2,0.573,109.044,104.748,0.0,909.9,v_aSW_directSW_diffuseLW_in,265.094
1143,2019-02-11 14:45:00,0.1,74.1,0.56,94.265,97.265,0.0,910.1,v_aSW_directSW_diffuseLW_in,266.567
1144,2019-02-11 15:00:00,0.1,79.9,0.548,79.485,89.782,0.0,910.5,v_aSW_directSW_diffuseLW_in,268.04
1145,2019-02-11 15:15:00,-0.6,79.5,0.506,69.95,82.013,0.0,910.8,v_aSW_directSW_diffuseLW_in,265.128
1146,2019-02-11 15:30:00,-0.7,86.8,0.464,60.415,74.244,0.0,910.9,v_aSW_directSW_diffuseLW_in,262.215
1147,2019-02-11 15:45:00,-0.8,87.9,0.422,50.881,66.475,0.0,911.0,v_aSW_directSW_diffuseLW_in,259.302
1148,2019-02-11 16:00:00,-0.8,86.4,0.38,41.346,58.706,0.0,911.2,v_aSW_directSW_diffuseLW_in,256.39
1149,2019-02-11 16:15:00,-0.9,87.9,0.358,33.077,47.24,0.0,911.4,v_aSW_directSW_diffuseLW_in,252.666
1150,2019-02-11 16:30:00,-1.1,89.1,0.335,24.808,35.774,0.0,911.7,v_aSW_directSW_diffuseLW_in,248.942
1151,2019-02-11 16:45:00,-1.1,88.9,0.313,16.539,24.308,0.0,911.8,v_aSW_directSW_diffuseLW_in,245.218
1152,2019-02-11 17:00:00,-1.1,86.8,0.291,8.27,12.842,0.0,911.9,v_aSW_directSW_diffuseLW_in,241.494
1153,2019-02-11 17:15:00,-1.0,88.5,0.287,6.202,9.632,0.0,912.1,v_aSW_directSW_diffuseLW_in,243.987
1154,2019-02-11 17:30:00,-1.2,89.3,0.284,4.135,6.421,0.0,912.2,v_aSW_directSW_diffuseLW_in,246.48
1155,2019-02-11 17:45:00,-1.7,89.1,0.281,2.068,3.21,0.0,912.4,v_aSW_directSW_diffuseLW_in,248.974
1156,2019-02-11 18:00:00,-3.1,87.0,0.277,0.0,0.0,0.0,912.5,v_aSW_directSW_diffuseLW_in,251.467
1157,2019-02-11 18:15:00,-3.3,91.7,0.276,0.0,0.0,0.0,912.8,v_aSW_directSW_diffuseLW_in,261.522
1158,2019-02-11 18:30:00,-3.2,92.8,0.274,0.0,0.0,0.0,913.0,v_aSW_directSW_diffuseLW_in,271.576
1159,2019-02-11 18:45:00,-2.8,93.5,0.273,0.0,0.0,0.0,913.3,v_aSW_directSW_diffuseLW_in,281.631
1160,2019-02-11 19:00:00,-2.4,93.5,0.271,0.0,0.0,0.0,913.6,v_aSW_directSW_diffuseLW_in,291.686
1161,2019-02-11 19:15:00,-2.3,93.1,0.262,0.0,0.0,0.0,913.8,v_aSW_directSW_diffuseLW_in,289.419
1162,2019-02-11 19:30:00,-2.2,92.8,0.253,0.0,0.0,0.0,914.0,v_aSW_directSW_diffuseLW_in,287.152
1163,2019-02-11 19:45:00,-2.1,92.2,0.243,0.0,0.0,0.0,914.1,v_aSW_directSW_diffuseLW_in,284.884
1164,2019-02-11 20:00:00,-2.1,92.4,0.234,0.0,0.0,0.0,914.3,v_aSW_directSW_diffuseLW_in,282.617
1165,2019-02-11 20:15:00,-2.1,91.6,0.217,0.0,0.0,0.0,914.3,v_aSW_directSW_diffuseLW_in,280.014
1166,2019-02-11 20:30:00,-2.1,92.5,0.199,0.0,0.0,0.0,914.6,v_aSW_directSW_diffuseLW_in,277.41
1167,2019-02-11 20:45:00,-2.2,91.7,0.182,0.0,0.0,0.0,914.8,v_aSW_directSW_diffuseLW_in,274.806
1168,2019-02-11 21:00:00,-2.4,92.0,0.165,0.0,0.0,0.0,915.1,v_aSW_directSW_diffuseLW_in,272.203
1169,2019-02-11 21:15:00,-2.8,90.4,0.182,0.0,0.0,0.0,915.4,v_aSW_directSW_diffuseLW_in,268.095
1170,2019-02-11 21:30:00,-3.5,91.2,0.2,0.0,0.0,0.0,915.6,v_aSW_directSW_diffuseLW_in,263.986
1171,2019-02-11 21:45:00,-3.9,91.0,0.217,0.0,0.0,0.0,915.9,v_aSW_directSW_diffuseLW_in,259.878
1172,2019-02-11 22:00:00,-3.8,93.4,0.235,0.0,0.0,0.0,916.0,v_aSW_directSW_diffuseLW_in,255.77
1173,2019-02-11 22:15:00,-3.5,93.6,0.264,0.0,0.0,0.0,916.1,v_aSW_directSW_diffuseLW_in,261.041
1174,2019-02-11 22:30:00,-3.2,93.8,0.293,0.0,0.0,0.0,916.3,v_aSW_directSW_diffuseLW_in,266.312
1175,2019-02-11 22:45:00,-2.9,93.4,0.322,0.0,0.0,0.0,916.3,v_aSW_directSW_diffuseLW_in,271.584
1176,2019-02-11 23:00:00,-2.9,93.3,0.351,0.0,0.0,0.0,916.2,v_aSW_directSW_diffuseLW_in,276.855
1177,2019-02-11 23:15:00,-2.8,92.9,0.321,0.0,0.0,0.0,916.0,v_aSW_directSW_diffuseLW_in,269.618
1178,2019-02-11 23:30:00,-3.2,89.5,0.291,0.0,0.0,0.0,915.8,v_aSW_directSW_diffuseLW_in,262.381
1179,2019-02-11 23:45:00,-4.0,87.6,0.261,0.0,0.0,0.0,915.8,v_aSW_directSW_diffuseLW_in,255.144
1180,2019-02-12 00:00:00,-4.9,88.7,0.231,0.0,0.0,0.0,915.8,v_aSW_directSW_diffuseLW_in,247.907
1181,2019-02-12 00:15:00,-5.4,89.0,0.236,0.0,0.0,0.0,916.1,v_aSW_directSW_diffuseLW_in,243.17
1182,2019-02-12 00:30:00,-5.9,90.4,0.242,0.0,0.0,0.0,916.4,v_aSW_directSW_diffuseLW_in,238.432
1183,2019-02-12 00:45:00,-6.2,90.0,0.248,0.0,0.0,0.0,916.7,v_aSW_directSW_diffuseLW_in,233.695
1184,2019-02-12 01:00:00,-6.4,91.2,0.254,0.0,0.0,0.0,917.0,v_aSW_directSW_diffuseLW_in,228.958
1185,2019-02-12 01:15:00,-6.4,92.3,0.275,0.0,0.0,0.0,917.1,v_aSW_directSW_diffuseLW_in,235.219
1186,2019-02-12 01:30:00,-6.1,92.8,0.297,0.0,0.0,0.0,917.2,v_aSW_directSW_diffuseLW_in,241.48
1187,2019-02-12 01:45:00,-6.2,90.3,0.318,0.0,0.0,0.0,917.6,v_aSW_directSW_diffuseLW_in,247.742
1188,2019-02-12 02:00:00,-5.7,92.5,0.34,0.0,0.0,0.0,917.7,v_aSW_directSW_diffuseLW_in,254.003
1189,2019-02-12 02:15:00,-5.2,92.1,0.366,0.0,0.0,0.0,917.8,v_aSW_directSW_diffuseLW_in,249.442
1190,2019-02-12 02:30:00,-4.9,92.1,0.393,0.0,0.0,0.0,918.0,v_aSW_directSW_diffuseLW_in,244.882
1191,2019-02-12 02:45:00,-4.8,89.9,0.42,0.0,0.0,0.0,918.0,v_aSW_directSW_diffuseLW_in,240.321
1192,2019-02-12 03:00:00,-5.4,86.9,0.446,0.0,0.0,0.0,917.9,v_aSW_directSW_diffuseLW_in,235.76
