,When,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing_type,LW_in
2585,2019-02-26 15:15:00,9.0,60.2,0.4,267.666,83.575,0.0,918.6,SW_directSW_diffuseLW_in,244.632
2586,2019-02-26 15:30:00,9.1,60.6,0.6,235.964,77.054,0.0,918.6,SW_directSW_diffuseLW_in,243.849
2587,2019-02-26 15:45:00,8.7,62.1,0.3,204.263,70.534,0.0,918.6,SW_directSW_diffuseLW_in,243.066
2588,2019-02-26 16:00:00,8.2,62.7,0.5,172.561,64.013,0.0,918.6,SW_directSW_diffuseLW_in,242.282
2589,2019-02-26 16:15:00,6.4,68.1,0.3,140.66,55.493,0.0,918.6,SW_directSW_diffuseLW_in,241.019
2590,2019-02-26 16:30:00,5.3,72.3,0.4,108.76,46.973,0.0,918.6,SW_directSW_diffuseLW_in,239.757
2591,2019-02-26 16:45:00,4.2,76.3,0.4,76.859,38.452,0.0,918.5,SW_directSW_diffuseLW_in,238.494
2592,2019-02-26 17:00:00,3.7,78.6,0.4,44.958,29.932,0.0,918.5,SW_directSW_diffuseLW_in,237.231
2593,2019-02-26 17:15:00,3.2,80.5,0.5,33.734,22.558,0.0,918.3,SW_directSW_diffuseLW_in,235.996
2594,2019-02-26 17:30:00,2.8,81.2,0.5,22.51,15.185,0.0,918.3,SW_directSW_diffuseLW_in,234.762
2595,2019-02-26 17:45:00,2.4,83.0,0.4,11.287,7.811,0.0,918.3,SW_directSW_diffuseLW_in,233.528
2596,2019-02-26 18:00:00,2.3,83.8,0.6,0.063,0.438,0.0,918.4,SW_directSW_diffuseLW_in,232.293
2597,2019-02-26 18:15:00,2.1,83.2,0.3,0.047,0.328,0.0,918.4,SW_directSW_diffuseLW_in,230.755
2598,2019-02-26 18:30:00,1.8,84.5,0.5,0.032,0.219,0.0,918.4,SW_directSW_diffuseLW_in,229.218
2599,2019-02-26 18:45:00,1.5,84.4,0.4,0.016,0.109,0.0,918.5,SW_directSW_diffuseLW_in,227.68
2600,2019-02-26 19:00:00,1.2,86.2,0.5,0.0,0.0,0.0,918.5,SW_directSW_diffuseLW_in,226.142
2601,2019-02-26 19:15:00,1.0,86.4,0.7,0.0,0.0,0.0,918.5,SW_directSW_diffuseLW_in,225.546
2602,2019-02-26 19:30:00,0.9,85.0,0.5,0.0,0.0,0.0,918.4,SW_directSW_diffuseLW_in,224.95
2603,2019-02-26 19:45:00,0.6,87.1,0.5,0.0,0.0,0.0,918.3,SW_directSW_diffuseLW_in,224.355
2604,2019-02-26 20:00:00,0.4,87.6,0.4,0.0,0.0,0.0,918.3,SW_directSW_diffuseLW_in,223.759
2605,2019-02-26 20:15:00,0.2,87.3,0.7,0.0,0.0,0.0,918.3,SW_directSW_diffuseLW_in,223.342
2606,2019-02-26 20:30:00,0.1,86.1,0.7,0.0,0.0,0.0,918.2,SW_directSW_diffuseLW_in,222.924
2607,2019-02-26 20:45:00,0.0,87.7,0.3,0.0,0.0,0.0,918.1,SW_directSW_diffuseLW_in,222.507
2608,2019-02-26 21:00:00,-0.5,88.6,0.5,0.0,0.0,0.0,918.1,SW_directSW_diffuseLW_in,222.09
2609,2019-02-26 21:15:00,-0.5,87.5,0.5,0.0,0.0,0.0,918.1,SW_directSW_diffuseLW_in,221.798
2610,2019-02-26 21:30:00,-0.5,87.1,0.6,0.0,0.0,0.0,918.1,SW_directSW_diffuseLW_in,221.507
2611,2019-02-26 21:45:00,-0.6,86.5,0.5,0.0,0.0,0.0,918.0,SW_directSW_diffuseLW_in,221.216
2612,2019-02-26 22:00:00,-1.1,85.9,0.5,0.0,0.0,0.0,918.0,SW_directSW_diffuseLW_in,220.924
2613,2019-02-26 22:15:00,-1.0,87.2,0.4,0.0,0.0,0.0,917.9,SW_directSW_diffuseLW_in,220.92
2614,2019-02-26 22:30:00,-1.1,86.1,0.6,0.0,0.0,0.0,917.9,SW_directSW_diffuseLW_in,220.916
2615,2019-02-26 22:45:00,-1.2,87.2,0.7,0.0,0.0,0.0,917.9,SW_directSW_diffuseLW_in,220.911
2616,2019-02-26 23:00:00,-1.3,85.7,0.6,0.0,0.0,0.0,917.8,SW_directSW_diffuseLW_in,220.907
2617,2019-02-26 23:15:00,-1.1,84.4,0.7,0.0,0.0,0.0,917.9,SW_directSW_diffuseLW_in,221.094
2618,2019-02-26 23:30:00,-1.4,82.9,0.4,0.0,0.0,0.0,917.7,SW_directSW_diffuseLW_in,221.282
2619,2019-02-26 23:45:00,-1.3,82.6,0.7,0.0,0.0,0.0,917.6,SW_directSW_diffuseLW_in,221.47
2620,2019-02-27 00:00:00,-1.5,84.8,0.5,0.0,0.0,0.0,917.5,SW_directSW_diffuseLW_in,221.657
2621,2019-02-27 00:15:00,-1.5,84.9,0.3,0.0,0.0,0.0,917.4,SW_directSW_diffuseLW_in,221.894
2622,2019-02-27 00:30:00,-1.9,84.0,0.4,0.0,0.0,0.0,917.4,SW_directSW_diffuseLW_in,222.131
2623,2019-02-27 00:45:00,-2.0,86.6,0.6,0.0,0.0,0.0,917.5,SW_directSW_diffuseLW_in,222.368
2624,2019-02-27 01:00:00,-1.9,83.0,0.3,0.0,0.0,0.0,917.4,SW_directSW_diffuseLW_in,222.605
2625,2019-02-27 01:15:00,-1.9,84.5,0.5,0.0,0.0,0.0,917.3,SW_directSW_diffuseLW_in,222.712
2626,2019-02-27 01:30:00,-1.8,83.2,0.6,0.0,0.0,0.0,917.3,SW_directSW_diffuseLW_in,222.82
2627,2019-02-27 01:45:00,-1.8,81.7,0.3,0.0,0.0,0.0,917.2,SW_directSW_diffuseLW_in,222.927
2628,2019-02-27 02:00:00,-1.8,81.1,0.6,0.0,0.0,0.0,917.1,SW_directSW_diffuseLW_in,223.034
2629,2019-02-27 02:15:00,-1.9,82.4,0.5,0.0,0.0,0.0,917.0,SW_directSW_diffuseLW_in,223.062
2630,2019-02-27 02:30:00,-1.9,83.3,0.6,0.0,0.0,0.0,916.9,SW_directSW_diffuseLW_in,223.09
2631,2019-02-27 02:45:00,-2.0,82.5,0.4,0.0,0.0,0.0,916.8,SW_directSW_diffuseLW_in,223.119
2632,2019-02-27 03:00:00,-2.1,81.6,0.6,0.0,0.0,0.0,916.6,SW_directSW_diffuseLW_in,223.147
2633,2019-02-27 03:15:00,-2.3,83.2,0.5,0.0,0.0,0.0,916.5,SW_directSW_diffuseLW_in,224.108
2634,2019-02-27 03:30:00,-2.2,81.8,0.5,0.0,0.0,0.0,916.3,SW_directSW_diffuseLW_in,225.068
2635,2019-02-27 03:45:00,-2.3,83.8,0.3,0.0,0.0,0.0,916.2,SW_directSW_diffuseLW_in,226.028
2636,2019-02-27 04:00:00,-2.3,81.4,0.4,0.0,0.0,0.0,916.1,SW_directSW_diffuseLW_in,226.989
2637,2019-02-27 04:15:00,-2.4,82.4,0.5,0.0,0.0,0.0,916.1,SW_directSW_diffuseLW_in,227.8
2638,2019-02-27 04:30:00,-2.3,81.3,0.5,0.0,0.0,0.0,916.0,SW_directSW_diffuseLW_in,228.61
2639,2019-02-27 04:45:00,-2.3,81.9,0.6,0.0,0.0,0.0,915.9,SW_directSW_diffuseLW_in,229.42
2640,2019-02-27 05:00:00,-2.4,82.5,0.5,0.0,0.0,0.0,915.9,SW_directSW_diffuseLW_in,230.231
2641,2019-02-27 05:15:00,-2.4,80.9,0.8,0.0,0.0,0.0,915.9,SW_directSW_diffuseLW_in,231.126
2642,2019-02-27 05:30:00,-2.5,84.0,0.6,0.0,0.0,0.0,915.8,SW_directSW_diffuseLW_in,232.021
2643,2019-02-27 05:45:00,-2.4,80.0,0.8,0.0,0.0,0.0,915.7,SW_directSW_diffuseLW_in,232.916
2644,2019-02-27 06:00:00,-2.4,81.7,0.8,0.0,0.0,0.0,915.8,SW_directSW_diffuseLW_in,233.811
2645,2019-02-27 06:15:00,-2.5,82.0,0.6,2.67,2.942,0.0,915.8,SW_directSW_diffuseLW_in,234.504
2646,2019-02-27 06:30:00,-2.6,80.6,0.5,5.341,5.885,0.0,915.8,SW_directSW_diffuseLW_in,235.196
2647,2019-02-27 06:45:00,-2.5,81.0,0.5,8.012,8.828,0.0,915.8,SW_directSW_diffuseLW_in,235.889
2648,2019-02-27 07:00:00,-2.6,81.2,0.6,10.682,11.77,0.0,915.8,SW_directSW_diffuseLW_in,236.582
2649,2019-02-27 07:15:00,-2.4,81.1,0.5,31.7,23.147,0.0,915.8,SW_directSW_diffuseLW_in,237.234
2650,2019-02-27 07:30:00,-2.4,79.4,0.7,52.718,34.524,0.0,915.7,SW_directSW_diffuseLW_in,237.886
2651,2019-02-27 07:45:00,-2.4,82.7,0.4,73.736,45.902,0.0,915.6,SW_directSW_diffuseLW_in,238.539
2652,2019-02-27 08:00:00,-2.2,79.3,0.6,94.754,57.279,0.0,915.6,SW_directSW_diffuseLW_in,239.191
2653,2019-02-27 08:15:00,-2.0,80.5,0.4,127.339,64.937,0.0,915.5,SW_directSW_diffuseLW_in,240.544
2654,2019-02-27 08:30:00,-1.6,79.3,0.5,159.925,72.595,0.0,915.5,SW_directSW_diffuseLW_in,241.898
2655,2019-02-27 08:45:00,-1.7,80.4,0.5,192.51,80.253,0.0,915.3,SW_directSW_diffuseLW_in,243.251
2656,2019-02-27 09:00:00,-1.6,79.8,0.5,225.095,87.911,0.0,915.2,SW_directSW_diffuseLW_in,244.604
2657,2019-02-27 09:15:00,-1.3,79.5,0.5,261.929,88.077,0.0,915.2,SW_directSW_diffuseLW_in,244.503
2658,2019-02-27 09:30:00,-0.6,78.6,0.8,298.764,88.242,0.0,915.0,SW_directSW_diffuseLW_in,244.402
2659,2019-02-27 09:45:00,1.6,69.7,0.3,335.598,88.408,0.0,915.1,SW_directSW_diffuseLW_in,244.3
2660,2019-02-27 10:00:00,3.8,63.0,0.2,372.432,88.574,0.0,915.1,SW_directSW_diffuseLW_in,244.199
2661,2019-02-27 10:15:00,5.9,60.9,0.2,394.249,90.55,0.0,915.1,SW_directSW_diffuseLW_in,245.539
2662,2019-02-27 10:30:00,7.3,54.9,0.1,416.066,92.527,0.0,915.0,SW_directSW_diffuseLW_in,246.88
2663,2019-02-27 10:45:00,8.8,51.8,0.2,437.882,94.504,0.0,915.0,SW_directSW_diffuseLW_in,248.22
2664,2019-02-27 11:00:00,8.6,48.5,0.2,459.699,96.48,0.0,914.8,SW_directSW_diffuseLW_in,249.56
2665,2019-02-27 11:15:00,8.6,50.8,0.2,469.342,97.254,0.0,914.7,SW_directSW_diffuseLW_in,250.632
2666,2019-02-27 11:30:00,8.6,51.9,0.3,478.984,98.027,0.0,914.6,SW_directSW_diffuseLW_in,251.704
2667,2019-02-27 11:45:00,8.2,52.3,0.2,488.627,98.8,0.0,914.4,SW_directSW_diffuseLW_in,252.777
2668,2019-02-27 12:00:00,7.1,56.8,0.3,498.27,99.574,0.0,914.3,SW_directSW_diffuseLW_in,253.849
2669,2019-02-27 12:15:00,7.3,55.8,0.3,494.659,99.267,0.0,914.2,SW_directSW_diffuseLW_in,254.576
2670,2019-02-27 12:30:00,7.3,57.1,0.2,491.048,98.959,0.0,914.0,SW_directSW_diffuseLW_in,255.302
2671,2019-02-27 12:45:00,7.6,54.0,0.4,487.436,98.652,0.0,913.8,SW_directSW_diffuseLW_in,256.029
2672,2019-02-27 13:00:00,9.4,46.7,0.5,483.825,98.345,0.0,913.8,SW_directSW_diffuseLW_in,256.756
2673,2019-02-27 13:15:00,9.9,49.8,0.7,467.383,96.923,0.0,913.7,SW_directSW_diffuseLW_in,257.21
2674,2019-02-27 13:30:00,9.9,50.5,0.6,450.942,95.502,0.0,913.5,SW_directSW_diffuseLW_in,257.665
2675,2019-02-27 13:45:00,9.8,50.7,0.6,434.5,94.08,0.0,913.5,SW_directSW_diffuseLW_in,258.12
2676,2019-02-27 14:00:00,10.0,50.9,0.4,418.058,92.658,0.0,913.4,SW_directSW_diffuseLW_in,258.574
2677,2019-02-27 14:15:00,9.4,54.0,0.3,390.724,89.948,0.0,913.3,SW_directSW_diffuseLW_in,258.615
2678,2019-02-27 14:30:00,9.0,54.9,0.3,363.391,87.238,0.0,913.2,SW_directSW_diffuseLW_in,258.656
2679,2019-02-27 14:45:00,8.5,59.7,0.1,336.058,84.529,0.0,913.0,SW_directSW_diffuseLW_in,258.698
2680,2019-02-27 15:00:00,8.2,59.8,0.2,308.724,81.819,0.0,912.8,SW_directSW_diffuseLW_in,258.739
2681,2019-02-27 15:15:00,7.7,60.7,0.3,274.532,77.33,0.0,912.7,SW_directSW_diffuseLW_in,258.208
2682,2019-02-27 15:30:00,10.58,59.763,0.386,240.341,72.841,0.0,913.143,T_aRHv_ap_aSW_directSW_diffuseLW_in,257.677
2683,2019-02-27 15:45:00,10.293,60.834,0.385,206.15,68.352,0.0,913.116,T_aRHv_ap_aSW_directSW_diffuseLW_in,257.146
2684,2019-02-27 16:00:00,10.005,61.904,0.385,171.958,63.863,0.0,913.088,T_aRHv_ap_aSW_directSW_diffuseLW_in,256.615
2685,2019-02-27 16:15:00,9.591,63.028,0.384,140.446,55.506,0.0,913.094,T_aRHv_ap_aSW_directSW_diffuseLW_in,255.466
2686,2019-02-27 16:30:00,9.178,64.152,0.384,108.934,47.15,0.0,913.1,T_aRHv_ap_aSW_directSW_diffuseLW_in,254.317
2687,2019-02-27 16:45:00,8.764,65.276,0.383,77.421,38.793,0.0,913.105,T_aRHv_ap_aSW_directSW_diffuseLW_in,253.168
2688,2019-02-27 17:00:00,8.35,66.4,0.382,45.909,30.436,0.0,913.111,T_aRHv_ap_aSW_directSW_diffuseLW_in,252.019
2689,2019-02-27 17:15:00,7.499,68.246,0.393,34.456,22.987,0.0,913.093,T_aRHv_ap_aSW_directSW_diffuseLW_in,251.27
2690,2019-02-27 17:30:00,6.648,70.091,0.404,23.004,15.538,0.0,913.076,T_aRHv_ap_aSW_directSW_diffuseLW_in,250.521
2691,2019-02-27 17:45:00,5.797,71.937,0.415,11.551,8.09,0.0,913.059,T_aRHv_ap_aSW_directSW_diffuseLW_in,249.772
2692,2019-02-27 18:00:00,4.946,73.782,0.425,0.098,0.641,0.0,913.041,T_aRHv_ap_aSW_directSW_diffuseLW_in,249.023
2693,2019-02-27 18:15:00,4.289,75.573,0.426,0.074,0.481,0.0,913.064,T_aRHv_ap_aSW_directSW_diffuseLW_in,249.268
2694,2019-02-27 18:30:00,3.633,77.364,0.426,0.049,0.32,0.0,913.086,T_aRHv_ap_aSW_directSW_diffuseLW_in,249.512
2695,2019-02-27 18:45:00,2.976,79.155,0.426,0.024,0.16,0.0,913.109,T_aRHv_ap_aSW_directSW_diffuseLW_in,249.757
2696,2019-02-27 19:00:00,2.32,80.947,0.426,0.0,0.0,0.0,913.132,T_aRHv_ap_aSW_directSW_diffuseLW_in,250.002
2697,2019-02-27 19:15:00,2.345,80.983,0.414,0.0,0.0,0.0,913.072,T_aRHv_ap_aSW_directSW_diffuseLW_in,249.641
2698,2019-02-27 19:30:00,2.37,81.019,0.402,0.0,0.0,0.0,913.012,T_aRHv_ap_aSW_directSW_diffuseLW_in,249.281
2699,2019-02-27 19:45:00,2.395,81.055,0.39,0.0,0.0,0.0,912.952,T_aRHv_ap_aSW_directSW_diffuseLW_in,248.92
2700,2019-02-27 20:00:00,2.42,81.092,0.378,0.0,0.0,0.0,912.892,T_aRHv_ap_aSW_directSW_diffuseLW_in,248.559
2701,2019-02-27 20:15:00,2.197,81.656,0.402,0.0,0.0,0.0,912.895,T_aRHv_ap_aSW_directSW_diffuseLW_in,248.162
2702,2019-02-27 20:30:00,1.974,82.221,0.425,0.0,0.0,0.0,912.898,T_aRHv_ap_aSW_directSW_diffuseLW_in,247.766
2703,2019-02-27 20:45:00,1.751,82.785,0.448,0.0,0.0,0.0,912.901,T_aRHv_ap_aSW_directSW_diffuseLW_in,247.37
2704,2019-02-27 21:00:00,1.528,83.35,0.472,0.0,0.0,0.0,912.904,T_aRHv_ap_aSW_directSW_diffuseLW_in,246.973
2705,2019-02-27 21:15:00,1.449,83.711,0.495,0.0,0.0,0.0,913.026,T_aRHv_ap_aSW_directSW_diffuseLW_in,246.587
2706,2019-02-27 21:30:00,1.369,84.072,0.517,0.0,0.0,0.0,913.148,T_aRHv_ap_aSW_directSW_diffuseLW_in,246.2
2707,2019-02-27 21:45:00,1.29,84.433,0.54,0.0,0.0,0.0,913.27,T_aRHv_ap_aSW_directSW_diffuseLW_in,245.814
2708,2019-02-27 22:00:00,1.211,84.794,0.563,0.0,0.0,0.0,913.393,T_aRHv_ap_aSW_directSW_diffuseLW_in,245.428
2709,2019-02-27 22:15:00,1.066,85.237,0.564,0.0,0.0,0.0,913.349,T_aRHv_ap_aSW_directSW_diffuseLW_in,245.026
2710,2019-02-27 22:30:00,0.921,85.68,0.566,0.0,0.0,0.0,913.304,T_aRHv_ap_aSW_directSW_diffuseLW_in,244.624
2711,2019-02-27 22:45:00,0.777,86.122,0.568,0.0,0.0,0.0,913.26,T_aRHv_ap_aSW_directSW_diffuseLW_in,244.223
2712,2019-02-27 23:00:00,0.632,86.565,0.569,0.0,0.0,0.0,913.216,T_aRHv_ap_aSW_directSW_diffuseLW_in,243.821
2713,2019-02-27 23:15:00,0.65,86.485,0.576,0.0,0.0,0.0,913.182,T_aRHv_ap_aSW_directSW_diffuseLW_in,243.346
2714,2019-02-27 23:30:00,0.669,86.405,0.582,0.0,0.0,0.0,913.148,T_aRHv_ap_aSW_directSW_diffuseLW_in,242.872
2715,2019-02-27 23:45:00,0.687,86.325,0.589,0.0,0.0,0.0,913.114,T_aRHv_ap_aSW_directSW_diffuseLW_in,242.397
2716,2019-02-28 00:00:00,0.705,86.245,0.596,0.0,0.0,0.0,913.08,T_aRHv_ap_aSW_directSW_diffuseLW_in,241.922
2717,2019-02-28 00:15:00,0.618,86.246,0.605,0.0,0.0,0.0,913.044,T_aRHv_ap_aSW_directSW_diffuseLW_in,241.459
2718,2019-02-28 00:30:00,0.532,86.247,0.613,0.0,0.0,0.0,913.007,T_aRHv_ap_aSW_directSW_diffuseLW_in,240.995
2719,2019-02-28 00:45:00,0.445,86.248,0.622,0.0,0.0,0.0,912.97,T_aRHv_ap_aSW_directSW_diffuseLW_in,240.532
2720,2019-02-28 01:00:00,0.358,86.249,0.631,0.0,0.0,0.0,912.933,T_aRHv_ap_aSW_directSW_diffuseLW_in,240.068
2721,2019-02-28 01:15:00,0.275,86.253,0.634,0.0,0.0,0.0,912.836,T_aRHv_ap_aSW_directSW_diffuseLW_in,239.644
2722,2019-02-28 01:30:00,0.193,86.257,0.638,0.0,0.0,0.0,912.739,T_aRHv_ap_aSW_directSW_diffuseLW_in,239.219
2723,2019-02-28 01:45:00,0.11,86.261,0.641,0.0,0.0,0.0,912.641,T_aRHv_ap_aSW_directSW_diffuseLW_in,238.794
2724,2019-02-28 02:00:00,0.027,86.265,0.645,0.0,0.0,0.0,912.544,T_aRHv_ap_aSW_directSW_diffuseLW_in,238.37
2725,2019-02-28 02:15:00,-0.054,86.105,0.644,0.0,0.0,0.0,912.472,T_aRHv_ap_aSW_directSW_diffuseLW_in,237.995
2726,2019-02-28 02:30:00,-0.136,85.945,0.644,0.0,0.0,0.0,912.4,T_aRHv_ap_aSW_directSW_diffuseLW_in,237.62
2727,2019-02-28 02:45:00,-0.217,85.785,0.644,0.0,0.0,0.0,912.328,T_aRHv_ap_aSW_directSW_diffuseLW_in,237.245
2728,2019-02-28 03:00:00,-0.299,85.625,0.644,0.0,0.0,0.0,912.256,T_aRHv_ap_aSW_directSW_diffuseLW_in,236.87
2729,2019-02-28 03:15:00,-0.309,85.475,0.649,0.0,0.0,0.0,912.228,T_aRHv_ap_aSW_directSW_diffuseLW_in,236.555
2730,2019-02-28 03:30:00,-0.319,85.324,0.655,0.0,0.0,0.0,912.2,T_aRHv_ap_aSW_directSW_diffuseLW_in,236.24
2731,2019-02-28 03:45:00,-0.33,85.173,0.661,0.0,0.0,0.0,912.172,T_aRHv_ap_aSW_directSW_diffuseLW_in,235.925
2732,2019-02-28 04:00:00,-0.34,85.022,0.666,0.0,0.0,0.0,912.144,T_aRHv_ap_aSW_directSW_diffuseLW_in,235.61
2733,2019-02-28 04:15:00,-0.395,84.993,0.668,0.0,0.0,0.0,912.122,T_aRHv_ap_aSW_directSW_diffuseLW_in,235.29
2734,2019-02-28 04:30:00,-0.451,84.964,0.669,0.0,0.0,0.0,912.101,T_aRHv_ap_aSW_directSW_diffuseLW_in,234.971
2735,2019-02-28 04:45:00,-0.506,84.934,0.671,0.0,0.0,0.0,912.079,T_aRHv_ap_aSW_directSW_diffuseLW_in,234.651
2736,2019-02-28 05:00:00,-0.562,84.905,0.673,0.0,0.0,0.0,912.057,T_aRHv_ap_aSW_directSW_diffuseLW_in,234.331
2737,2019-02-28 05:15:00,-0.508,84.606,0.682,0.0,0.0,0.0,912.115,T_aRHv_ap_aSW_directSW_diffuseLW_in,234.044
2738,2019-02-28 05:30:00,-0.454,84.308,0.692,0.0,0.0,0.0,912.173,T_aRHv_ap_aSW_directSW_diffuseLW_in,233.758
2739,2019-02-28 05:45:00,-0.4,84.01,0.702,0.0,0.0,0.0,912.231,T_aRHv_ap_aSW_directSW_diffuseLW_in,233.471
2740,2019-02-28 06:00:00,-0.347,83.711,0.711,0.0,0.0,0.0,912.289,T_aRHv_ap_aSW_directSW_diffuseLW_in,233.184
2741,2019-02-28 06:15:00,-0.222,83.374,0.719,3.316,3.081,0.0,912.335,T_aRHv_ap_aSW_directSW_diffuseLW_in,233.851
2742,2019-02-28 06:30:00,-0.098,83.036,0.726,6.633,6.162,0.0,912.38,T_aRHv_ap_aSW_directSW_diffuseLW_in,234.518
2743,2019-02-28 06:45:00,0.026,82.699,0.734,9.95,9.242,0.0,912.426,T_aRHv_ap_aSW_directSW_diffuseLW_in,235.185
2744,2019-02-28 07:00:00,0.15,82.361,0.742,13.266,12.323,0.0,912.471,T_aRHv_ap_aSW_directSW_diffuseLW_in,235.852
2745,2019-02-28 07:15:00,0.778,81.507,0.741,38.246,22.332,0.0,912.514,T_aRHv_ap_aSW_directSW_diffuseLW_in,236.192
2746,2019-02-28 07:30:00,1.405,80.652,0.741,63.226,32.341,0.0,912.556,T_aRHv_ap_aSW_directSW_diffuseLW_in,236.533
2747,2019-02-28 07:45:00,2.032,79.797,0.741,88.207,42.35,0.0,912.598,T_aRHv_ap_aSW_directSW_diffuseLW_in,236.874
2748,2019-02-28 08:00:00,2.66,78.943,0.741,113.187,52.359,0.0,912.64,T_aRHv_ap_aSW_directSW_diffuseLW_in,237.214
2749,2019-02-28 08:15:00,3.412,77.652,0.726,148.769,58.156,0.0,912.593,T_aRHv_ap_aSW_directSW_diffuseLW_in,237.758
2750,2019-02-28 08:30:00,4.164,76.362,0.712,184.35,63.954,0.0,912.545,T_aRHv_ap_aSW_directSW_diffuseLW_in,238.302
2751,2019-02-28 08:45:00,4.917,75.072,0.698,219.932,69.751,0.0,912.497,T_aRHv_ap_aSW_directSW_diffuseLW_in,238.846
2752,2019-02-28 09:00:00,5.669,73.781,0.683,255.514,75.548,0.0,912.449,T_aRHv_ap_aSW_directSW_diffuseLW_in,239.39
2753,2019-02-28 09:15:00,6.114,72.282,0.639,287.263,78.816,0.0,912.467,T_aRHv_ap_aSW_directSW_diffuseLW_in,240.546
2754,2019-02-28 09:30:00,6.56,70.783,0.595,319.012,82.083,0.0,912.485,T_aRHv_ap_aSW_directSW_diffuseLW_in,241.703
2755,2019-02-28 09:45:00,7.005,69.284,0.55,350.76,85.35,0.0,912.503,T_aRHv_ap_aSW_directSW_diffuseLW_in,242.86
2756,2019-02-28 10:00:00,7.45,67.785,0.506,382.509,88.618,0.0,912.522,T_aRHv_ap_aSW_directSW_diffuseLW_in,244.016
2757,2019-02-28 10:15:00,7.898,66.539,0.543,402.036,91.872,0.0,912.503,T_aRHv_ap_aSW_directSW_diffuseLW_in,245.47
2758,2019-02-28 10:30:00,8.347,65.293,0.579,421.564,95.126,0.0,912.484,T_aRHv_ap_aSW_directSW_diffuseLW_in,246.925
2759,2019-02-28 10:45:00,8.795,64.048,0.616,441.091,98.38,0.0,912.465,T_aRHv_ap_aSW_directSW_diffuseLW_in,248.38
2760,2019-02-28 11:00:00,9.244,62.802,0.652,460.618,101.634,0.0,912.446,T_aRHv_ap_aSW_directSW_diffuseLW_in,249.834
2761,2019-02-28 11:15:00,9.53,62.08,0.678,469.888,102.262,0.0,912.333,T_aRHv_ap_aSW_directSW_diffuseLW_in,250.959
2762,2019-02-28 11:30:00,9.816,61.359,0.704,479.158,102.889,0.0,912.219,T_aRHv_ap_aSW_directSW_diffuseLW_in,252.084
2763,2019-02-28 11:45:00,10.102,60.638,0.729,488.428,103.517,0.0,912.105,T_aRHv_ap_aSW_directSW_diffuseLW_in,253.21
2764,2019-02-28 12:00:00,10.388,59.916,0.755,497.698,104.144,0.0,911.992,T_aRHv_ap_aSW_directSW_diffuseLW_in,254.335
2765,2019-02-28 12:15:00,10.522,59.731,0.78,493.571,103.835,0.0,911.843,T_aRHv_ap_aSW_directSW_diffuseLW_in,254.682
2766,2019-02-28 12:30:00,10.655,59.546,0.804,489.444,103.526,0.0,911.693,T_aRHv_ap_aSW_directSW_diffuseLW_in,255.029
2767,2019-02-28 12:45:00,10.789,59.361,0.829,485.318,103.218,0.0,911.544,T_aRHv_ap_aSW_directSW_diffuseLW_in,255.376
2768,2019-02-28 13:00:00,10.923,59.176,0.853,481.191,102.909,0.0,911.395,T_aRHv_ap_aSW_directSW_diffuseLW_in,255.723
2769,2019-02-28 13:15:00,10.911,59.287,0.865,466.044,100.629,0.0,911.292,T_aRHv_ap_aSW_directSW_diffuseLW_in,255.56
2770,2019-02-28 13:30:00,10.899,59.398,0.877,450.896,98.349,0.0,911.189,T_aRHv_ap_aSW_directSW_diffuseLW_in,255.396
2771,2019-02-28 13:45:00,10.887,59.509,0.889,435.748,96.069,0.0,911.086,T_aRHv_ap_aSW_directSW_diffuseLW_in,255.232
2772,2019-02-28 14:00:00,10.874,59.621,0.902,420.601,93.789,0.0,910.983,T_aRHv_ap_aSW_directSW_diffuseLW_in,255.069
2773,2019-02-28 14:15:00,10.659,60.335,0.9,393.82,90.98,0.0,910.881,T_aRHv_ap_aSW_directSW_diffuseLW_in,254.686
2774,2019-02-28 14:30:00,10.443,61.05,0.898,367.039,88.17,0.0,910.779,T_aRHv_ap_aSW_directSW_diffuseLW_in,254.302
2775,2019-02-28 14:45:00,10.227,61.765,0.896,340.258,85.361,0.0,910.676,T_aRHv_ap_aSW_directSW_diffuseLW_in,253.918
2776,2019-02-28 15:00:00,10.011,62.48,0.895,313.477,82.552,0.0,910.574,T_aRHv_ap_aSW_directSW_diffuseLW_in,253.535
2777,2019-02-28 15:15:00,9.752,62.891,0.902,279.168,78.11,0.0,910.553,T_aRHv_ap_aSW_directSW_diffuseLW_in,252.788
2778,2019-02-28 15:30:00,9.492,63.302,0.909,244.858,73.668,0.0,910.532,T_aRHv_ap_aSW_directSW_diffuseLW_in,252.04
2779,2019-02-28 15:45:00,9.232,63.714,0.916,210.549,69.225,0.0,910.512,T_aRHv_ap_aSW_directSW_diffuseLW_in,251.292
2780,2019-02-28 16:00:00,8.972,64.125,0.922,176.24,64.783,0.0,910.491,T_aRHv_ap_aSW_directSW_diffuseLW_in,250.545
2781,2019-02-28 16:15:00,8.526,65.108,0.891,144.223,56.556,0.0,910.447,T_aRHv_ap_aSW_directSW_diffuseLW_in,249.067
2782,2019-02-28 16:30:00,8.08,66.091,0.86,112.206,48.328,0.0,910.404,T_aRHv_ap_aSW_directSW_diffuseLW_in,247.59
2783,2019-02-28 16:45:00,7.634,67.074,0.829,80.188,40.101,0.0,910.36,T_aRHv_ap_aSW_directSW_diffuseLW_in,246.112
